Row ID;Row Name;Unk0;Unk1;Unk2;Unk3;Unk4;Unk5;Unk6;Unk7;Unk8;Unk9;Unk10;Unk11;Unk12;Unk13;Unk14;Unk15;Unk16;Unk17;Unk18;Unk18;Unk19;Unk20;Unk21;Unk22;Unk23;Unk24;Unk25;Unk26;Unk27;Unk28;Unk29;Unk30;Unk31;Unk32;Unk33;Unk34;Unk35
311;;20;1;40;2;9999;0;9999;0;9999;0;40;1;1;128;10;50;0;20;256;1;0;257;30;5;-1;10;0;9999;5120;0;0;0;0;0;0;0;0
312;;9999;12;9999;2;9999;0;9999;0;9999;0;768;1;1;9999;10;256;10;20;256;1;131072;257;30;5;412;10;0;9999;5120;0;0;0;0;0;0;0;0
313;;96;12;256;2;9999;0;9999;0;9999;0;256;1;1;512;10;128;10;20;256;1;65536;257;30;5;-1;10;0;9999;5120;0;0;0;0;0;0;0;0
314;;40;4;120;2;9999;0;9999;0;9999;0;100;1;1;512;10;315;0;20;256;1;65536;257;30;5;-1;10;0;9999;5120;0;0;0;0;0;0;0;0
315;;20;1;40;2;9999;0;9999;0;9999;0;40;1;1;64;10;25;0;20;256;1;0;257;30;5;-1;10;0;9999;1280;0;0;0;0;0;0;0;0
316;;40;2;80;2;9999;0;9999;0;9999;0;100;1;1;256;10;64;0;20;256;1;65536;257;30;5;-1;10;0;9999;5120;0;0;0;0;0;0;0;0
400;;9998;10;9999;10;9999;0;9999;0;9999;0;0;0;0;9999;0;9999;0;20;256;1;131072;1;30;5;300;10;0;9999;5120;0;0;0;0;0;0;0;0
500;;1000;1;2000;2;9999;0;9999;0;9999;0;0;1;0;9999;0;9999;0;20;256;1;16711680;1;30;5;-1;10;0;9999;0;0;0;0;0;0;0;0;0
501;;1000;1;2000;2;9999;0;9999;0;9999;0;0;1;0;9999;0;9999;0;20;256;1;16711680;1;30;5;-1;10;0;9999;0;0;0;0;0;0;0;0;0
700;;20;2;9998;2;9999;0;9999;0;9999;0;10;1;1;512;10;315;0;20;256;1;131072;257;30;5;-1;10;0;9999;5120;0;0;0;0;0;0;0;0
800;;110;5;9998;2;9999;0;9999;0;9999;0;940;5;1;9999;0;9999;0;20;0;1;0;1;30;5;-1;10;0;9999;5120;0;0;0;0;0;0;0;0
801;;120;5;9998;2;9999;0;9999;0;9999;0;320;5;1;9999;0;9999;0;20;0;1;0;1;30;5;-1;10;0;9999;5120;0;0;0;0;0;0;0;0
802;;100;5;9998;2;9999;0;9999;0;9999;0;320;5;1;9999;0;9999;0;20;0;1;0;1;30;5;-1;10;0;9999;5120;0;0;0;0;0;0;0;0
803;;9998;10;9999;10;9999;0;9999;0;9999;0;9999;1;0;9999;0;9999;0;20;0;1;0;1;30;5;-1;10;0;9999;5120;0;0;0;0;0;0;0;0
804;;110;5;9998;2;9999;0;9999;0;9999;0;940;5;1;9999;0;9999;0;20;0;1;0;1;30;5;-1;10;0;9999;5120;0;0;0;0;0;0;0;0
805;;120;5;280;5;9999;0;9999;0;9999;0;320;5;1;9999;0;9999;0;20;0;1;0;1;30;5;-1;10;0;9999;5120;0;0;0;0;0;0;0;0
840;;9999;1;9998;2;9999;0;9999;0;9999;0;0;0;1;9999;0;9999;0;20;0;0;0;16777217;30;5;-1;10;0;9999;5120;0;0;0;0;0;0;0;0
841;;2150;20;9998;2;9999;0;9999;0;9999;0;0;0;1;9999;0;9999;0;20;0;0;0;16777217;30;5;-1;10;0;9999;5120;0;0;0;0;0;0;0;0
845;;9999;1;9998;2;9999;0;9999;0;9999;0;0;0;1;9999;0;9999;0;20;0;0;0;1;30;5;-1;10;0;9999;5120;0;0;0;0;0;0;0;0
850;;9999;1;9998;2;9999;0;9999;0;9999;0;0;0;1;9999;0;9999;0;20;0;0;16777216;16842753;30;5;-1;10;1174011904;9999;5120;0;0;0;0;0;0;0;0
851;;9999;1;9998;2;9999;0;9999;0;9999;0;0;0;1;9999;0;9999;0;20;0;0;16777216;16842753;30;5;-1;10;1169915904;9999;5120;0;0;0;0;0;0;0;0
852;;9999;1;9998;2;9999;0;9999;0;9999;0;0;0;1;9999;0;9999;0;20;0;0;16777216;16842753;30;5;-1;10;1157627904;9999;5120;0;0;0;0;0;0;0;0
855;;9999;1;9998;2;9999;0;9999;0;9999;0;0;0;1;9999;0;9999;0;20;0;0;0;65537;30;5;-1;10;0;9999;5120;0;0;0;0;0;0;0;0
856;;200;20;9999;20;9999;0;9999;0;9999;0;9999;1;1;9999;0;9999;0;20;0;1;0;1;30;5;-1;10;0;9999;5120;0;0;0;0;0;0;0;0
860;;9999;1;9998;2;9999;0;9999;0;9999;0;0;0;1;9999;0;9999;0;20;0;0;16777216;16842753;30;5;-1;10;1172987904;9999;5120;0;0;0;0;0;0;0;0
861;;9999;1;9998;2;9999;0;9999;0;9999;0;0;0;1;9999;0;9999;0;20;0;0;16777216;16842753;30;5;-1;10;1168891904;9999;5120;0;0;0;0;0;0;0;0
862;;9999;1;9998;2;9999;0;9999;0;9999;0;0;0;1;9999;0;9999;0;20;0;0;16777216;16842753;30;5;-1;10;1169096704;9999;5120;0;0;0;0;0;0;0;0
865;;9999;1;9998;2;9999;0;9999;0;9999;0;0;0;1;9999;0;9999;0;20;0;0;16777216;16842753;30;5;-1;10;1168277504;9999;5120;0;0;0;0;0;0;0;0
866;;9999;1;9998;2;9999;0;9999;0;9999;0;0;0;1;9999;0;9999;0;20;0;0;0;16777217;30;5;-1;10;0;9999;5120;0;0;0;0;0;0;0;0
867;;9999;1;9998;2;9999;0;9999;0;9999;0;0;0;1;9999;0;9999;0;20;0;0;16777216;16842753;30;5;-1;10;1172373504;9999;5120;0;0;0;0;0;0;0;0
868;;9999;1;9998;2;9999;0;9999;0;9999;0;0;0;1;9999;0;9999;0;20;0;0;16777216;16777217;30;5;-1;10;1170120704;9999;5120;0;0;0;0;0;0;0;0
869;;9999;1;9998;2;9999;0;9999;0;9999;0;0;0;1;9999;0;9999;0;20;0;0;16777216;16777217;30;5;-1;10;1166024704;9999;5120;0;0;0;0;0;0;0;0
898;;9999;1;9998;2;9999;0;9999;0;9999;0;0;0;1;9999;0;9999;0;20;0;0;16777216;16777217;30;5;-1;10;0;9999;5120;0;0;0;0;0;0;0;0
899;;9998;10;9999;10;9999;0;9999;0;9999;0;9999;1;0;9999;0;9999;0;20;0;1;0;1;30;5;-1;10;1165623296;9999;5120;0;0;0;0;0;0;0;0
993;;9999;12;9999;12;9999;0;9999;0;9999;0;1024;1;1;2048;20;512;10;20;256;1;131072;1;30;5;300;10;0;9999;5120;0;0;0;0;0;0;0;0
994;;30;12;120;2;9999;0;9999;0;9999;0;1024;1;1;9999;20;512;10;20;256;1;131072;1;30;5;-1;10;0;9999;5120;0;0;0;0;0;0;0;0
995;;30;12;120;2;9999;0;9999;0;9999;0;1024;1;1;2048;20;512;10;20;256;1;131072;1;30;5;-1;10;0;9999;5120;0;0;0;0;0;0;0;0
996;;30;12;120;2;9999;0;9999;0;9999;0;1024;1;1;2048;20;512;10;20;0;0;131072;1;30;5;-1;10;0;9999;5120;0;0;0;0;0;0;0;0
997;;9999;12;9999;12;9999;0;9999;0;9999;0;1024;1;1;2048;20;512;10;20;256;1;131072;1;30;5;-1;10;0;9999;5120;0;0;0;0;0;0;0;0
998;;9999;12;9999;2;9999;0;9999;0;9999;0;9999;1;1;9999;20;2048;0;20;256;1;131072;1;30;5;-1;10;0;9999;5120;0;0;0;0;0;0;0;0
999;;60;12;240;2;3500;0;9999;0;9999;0;9999;1;1;9999;20;512;0;20;256;1;131072;1;30;5;-1;10;0;9999;5120;0;0;0;0;0;0;0;0
1000;;256;5;512;10;3500;0;9999;0;9999;0;512;10;0;9999;0;9999;0;20;256;1;16711680;1;30;5;-1;10;0;9999;5120;0;0;0;0;0;0;0;0
1001;;9999;1;9999;2;9999;0;9999;0;9999;0;512;10;0;9999;0;9999;0;20;256;1;131072;1;30;5;-1;10;0;9999;5120;0;0;0;0;0;0;0;0
1100;;128;5;256;10;1500;0;9999;0;9999;0;512;5;1;2048;0;512;0;20;256;1;131072;1;30;5;-1;10;0;9999;5120;0;0;0;0;0;0;0;0
2004;;30;1;60;2;9999;0;9999;0;9999;0;20;5;1;9999;0;64;10;20;256;1;0;1;30;5;-1;10;0;9999;5120;0;0;0;0;0;0;0;0
2006;;30;1;60;2;9999;0;9999;0;9999;0;30;5;1;9999;0;64;10;20;256;1;0;1;30;5;-1;10;0;9999;5120;0;0;0;0;0;0;0;0
2008;;60;1;120;2;9999;0;9999;0;9999;0;30;5;1;9999;0;150;5;20;256;1;0;1;30;5;-1;10;0;9999;5120;0;0;0;0;0;0;0;0
2010;;60;1;120;2;9999;0;9999;0;9999;0;40;5;1;9999;0;150;5;20;256;1;0;1;30;5;-1;10;0;9999;5120;0;0;0;0;0;0;0;0
2014;;75;1;130;2;9999;0;9999;0;9999;0;80;5;1;9999;0;150;5;20;256;1;0;1;30;5;-1;10;0;9999;5120;0;0;0;0;0;0;0;0
2030;;80;1;140;2;9999;0;9999;0;9999;0;160;5;1;9999;0;256;10;20;256;1;0;1;30;5;-1;10;0;9999;5120;0;0;0;0;0;0;0;0
2044;;9998;10;9999;10;9999;0;9999;0;9999;0;10;2;0;9999;0;9999;0;20;256;1;0;1;30;5;-1;10;0;9999;5120;0;0;0;0;0;0;0;0
2045;;9998;10;9999;10;9999;0;9999;0;9999;0;15;2;0;9999;0;9999;0;20;256;1;0;1;30;5;-1;10;0;9999;5120;0;0;0;0;0;0;0;0
2046;;9998;10;9999;10;9999;0;9999;0;9999;0;20;5;0;9999;0;9999;0;20;256;1;0;1;30;5;-1;10;0;9999;5120;0;0;0;0;0;0;0;0
2048;;9998;10;9999;10;9999;0;9999;0;9999;0;30;5;0;9999;0;9999;0;20;256;1;0;1;30;5;-1;10;0;9999;5120;0;0;0;0;0;0;0;0
2050;;9998;10;9999;10;9999;0;9999;0;9999;0;40;5;0;9999;0;9999;0;20;256;1;0;1;30;5;-1;10;0;9999;5120;0;0;0;0;0;0;0;0
2051;;9998;10;9999;10;9999;0;9999;0;9999;0;60;5;0;9999;0;9999;0;20;256;1;0;1;30;5;-1;10;0;9999;5120;0;0;0;0;0;0;0;0
2052;;9998;10;9999;10;9999;0;9999;0;9999;0;80;5;0;9999;0;9999;0;20;256;1;0;1;30;5;-1;10;0;9999;5120;0;0;0;0;0;0;0;0
2053;;9998;10;9999;10;9999;0;9999;0;9999;0;100;5;0;9999;0;9999;0;20;256;1;0;1;30;5;-1;10;0;9999;5120;0;0;0;0;0;0;0;0
2054;;9998;10;9999;10;9999;0;9999;0;9999;0;120;5;0;9999;0;9999;0;20;256;1;0;1;30;5;-1;10;0;9999;5120;0;0;0;0;0;0;0;0
2060;;9998;10;9999;10;9999;0;9999;0;9999;0;9999;1;0;9999;0;9999;0;20;256;1;0;1;120;10;-1;10;0;9999;5120;0;0;0;0;0;0;0;0
2068;;60;1;120;2;9999;0;9999;0;9999;0;9999;1;1;9999;0;150;5;20;256;1;0;1;30;5;-1;10;0;9999;5120;0;0;0;0;0;0;0;0
2090;;80;1;140;2;9999;0;9999;0;9999;0;9999;1;1;9999;0;256;10;20;256;1;0;1;30;5;-1;10;0;9999;5120;0;0;0;0;0;0;0;0
2104;;30;1;60;2;9999;0;9999;0;9999;0;20;5;1;9999;0;64;0;20;0;1;0;1;30;5;-1;10;0;9999;5120;0;0;0;0;0;0;0;0
2106;;30;1;60;2;9999;0;9999;0;9999;0;30;5;1;9999;0;64;0;20;0;1;0;1;30;5;-1;10;0;9999;5120;0;0;0;0;0;0;0;0
2108;;60;1;120;2;9999;0;9999;0;9999;0;30;5;1;9999;0;150;0;20;0;1;0;1;30;5;-1;10;0;9999;5120;0;0;0;0;0;0;0;0
2110;;60;1;120;2;9999;0;9999;0;9999;0;40;5;1;9999;0;150;0;20;0;1;0;1;30;5;-1;10;0;9999;5120;0;0;0;0;0;0;0;0
2114;;75;1;130;2;9999;0;9999;0;9999;0;80;5;1;9999;0;150;0;20;0;1;0;1;30;5;-1;10;0;9999;5120;0;0;0;0;0;0;0;0
2130;;80;1;140;2;9999;0;9999;0;9999;0;160;5;1;9999;0;256;0;20;0;1;0;1;30;5;-1;10;0;9999;5120;0;0;0;0;0;0;0;0
2145;;9998;10;9999;10;9999;0;9999;0;9999;0;15;2;0;9999;0;9999;0;20;0;1;0;1;30;5;-1;10;0;9999;5120;0;0;0;0;0;0;0;0
2146;;9998;10;9999;10;9999;0;9999;0;9999;0;20;5;0;9999;0;9999;0;20;0;1;0;1;30;5;-1;10;0;9999;5120;0;0;0;0;0;0;0;0
2148;;9998;10;9999;10;9999;0;9999;0;9999;0;30;5;0;9999;0;9999;0;20;0;1;0;1;30;5;-1;10;0;9999;5120;0;0;0;0;0;0;0;0
2150;;9998;10;9999;10;9999;0;9999;0;9999;0;40;5;0;9999;0;9999;0;20;0;1;0;1;30;5;-1;10;0;9999;5120;0;0;0;0;0;0;0;0
2151;;9998;10;9999;10;9999;0;9999;0;9999;0;60;5;0;9999;0;9999;0;20;0;1;0;1;30;5;-1;10;0;9999;5120;0;0;0;0;0;0;0;0
2152;;9998;10;9999;10;9999;0;9999;0;9999;0;80;5;0;9999;0;9999;0;20;0;1;0;1;30;5;-1;10;0;9999;5120;0;0;0;0;0;0;0;0
2160;;9998;10;9999;10;9999;0;9999;0;9999;0;9999;1;0;9999;0;9999;0;20;0;1;0;1;30;5;-1;10;0;9999;5120;0;0;0;0;0;0;0;0
2210;;60;1;100;2;160;5;9999;0;9999;0;40;5;1;9999;0;150;5;20;256;1;0;1;30;5;-1;10;0;9999;5120;0;0;0;0;0;0;0;0
2304;;30;1;60;2;9999;0;9999;0;9999;0;20;5;1;64;10;25;5;20;256;1;0;1;30;5;-1;10;0;9999;5120;0;0;0;0;0;0;0;0
2306;;30;1;60;2;9999;0;9999;0;9999;0;30;5;1;64;10;25;5;20;256;1;0;1;30;5;-1;10;0;9999;5120;0;0;0;0;0;0;0;0
2308;;60;1;120;2;9999;0;9999;0;9999;0;30;5;1;160;10;50;10;20;256;1;0;1;30;5;-1;10;0;9999;5120;0;0;0;0;0;0;0;0
2310;;60;1;120;2;9999;0;9999;0;9999;0;40;5;1;160;10;50;10;20;256;1;0;1;30;5;-1;10;0;9999;5120;0;0;0;0;0;0;0;0
2314;;75;1;130;2;9999;0;9999;0;9999;0;80;5;1;180;10;150;5;20;256;1;0;1;30;5;-1;10;0;9999;5120;0;0;0;0;0;0;0;0
2330;;80;1;140;2;9999;0;9999;0;9999;0;160;5;1;256;10;220;10;20;256;1;0;1;30;5;-1;10;0;9999;5120;0;0;0;0;0;0;0;0
2402;;30;1;60;2;9999;0;9999;0;9999;0;20;5;1;32;10;32;10;20;0;1;0;1;30;5;-1;10;0;9999;5120;0;0;0;0;0;0;0;0
2403;;30;1;60;2;9999;0;9999;0;9999;0;20;5;1;48;10;48;10;20;0;1;0;1;30;5;-1;10;0;9999;5120;0;0;0;0;0;0;0;0
2404;;30;1;60;2;9999;0;9999;0;9999;0;20;5;1;64;10;48;10;20;0;1;0;1;30;5;-1;10;0;9999;5120;0;0;0;0;0;0;0;0
2406;;30;1;60;2;9999;0;9999;0;9999;0;30;5;1;64;10;48;10;20;0;1;0;1;30;5;-1;10;0;9999;5120;0;0;0;0;0;0;0;0
2408;;60;1;120;2;9999;0;9999;0;9999;0;30;5;1;160;10;140;10;20;0;1;0;1;30;5;-1;10;0;9999;5120;0;0;0;0;0;0;0;0
2410;;60;1;120;2;9999;0;9999;0;9999;0;40;5;1;160;10;140;10;20;0;1;0;1;30;5;-1;10;0;9999;5120;0;0;0;0;0;0;0;0
2414;;75;1;130;2;9999;0;9999;0;9999;0;80;5;1;180;10;150;10;20;0;1;0;1;30;5;-1;10;0;9999;5120;0;0;0;0;0;0;0;0
2430;;80;1;140;2;9999;0;9999;0;9999;0;160;5;1;256;10;220;10;20;0;1;0;1;30;5;-1;10;0;9999;5120;0;0;0;0;0;0;0;0
2504;;30;1;60;2;9999;0;9999;0;9999;0;20;5;1;9999;0;25;5;20;256;1;0;1;30;5;-1;10;0;9999;5120;0;0;0;0;0;0;0;0
2506;;30;1;60;2;9999;0;9999;0;9999;0;30;5;1;9999;0;25;5;20;256;1;0;1;30;5;-1;10;0;9999;5120;0;0;0;0;0;0;0;0
2508;;60;1;120;2;9999;0;9999;0;9999;0;30;5;1;9999;0;50;10;20;256;1;0;1;30;5;-1;10;0;9999;5120;0;0;0;0;0;0;0;0
2510;;60;1;120;2;9999;0;9999;0;9999;0;40;5;1;9999;0;50;10;20;256;1;0;1;30;5;-1;10;0;9999;5120;0;0;0;0;0;0;0;0
2514;;75;1;130;2;9999;0;9999;0;9999;0;80;5;1;9999;0;50;10;20;256;1;0;1;30;5;-1;10;0;9999;5120;0;0;0;0;0;0;0;0
2530;;80;1;140;2;9999;0;9999;0;9999;0;160;5;1;9999;0;150;5;20;256;1;0;1;30;5;-1;10;0;9999;5120;0;0;0;0;0;0;0;0
2544;;30;1;60;2;9999;0;9999;0;9999;0;9999;5;1;9999;0;25;5;20;256;1;0;1;30;5;-1;10;0;9999;5120;0;0;0;0;0;0;0;0
2548;;60;1;120;2;9999;0;9999;0;9999;0;9999;5;1;9999;0;50;10;20;256;1;0;1;30;5;-1;10;0;9999;5120;0;0;0;0;0;0;0;0
2554;;75;1;130;2;9999;0;9999;0;9999;0;9999;5;1;9999;0;50;10;20;256;1;0;1;30;5;-1;10;0;9999;5120;0;0;0;0;0;0;0;0
2580;;80;1;140;2;9999;0;9999;0;9999;0;9999;5;1;9999;0;150;5;20;256;1;0;1;30;5;-1;10;0;9999;5120;0;0;0;0;0;0;0;0
2584;;9998;1;9999;2;9999;0;9999;0;9999;0;20;5;1;9999;0;25;5;20;256;1;0;1;30;5;-1;10;0;9999;5120;0;0;0;0;0;0;0;0
2604;;30;1;60;2;9999;0;9999;0;9999;0;20;5;1;9999;0;25;5;20;256;1;0;257;30;5;-1;10;0;9999;5120;0;0;0;0;0;0;0;0
2606;;30;1;60;2;9999;0;9999;0;9999;0;30;5;1;9999;0;25;5;20;256;1;0;257;30;5;-1;10;0;9999;5120;0;0;0;0;0;0;0;0
2607;;30;1;45;2;9999;0;9999;0;9999;0;30;5;1;9999;0;25;5;20;256;1;0;257;30;5;-1;10;0;9999;5120;0;0;0;0;0;0;0;0
2608;;60;1;120;2;9999;0;9999;0;9999;0;30;5;1;9999;0;50;10;20;256;1;0;257;30;5;-1;10;0;9999;5120;0;0;0;0;0;0;0;0
2610;;60;1;120;2;9999;0;9999;0;9999;0;40;5;1;9999;0;50;10;20;256;1;0;257;30;5;-1;10;0;9999;5120;0;0;0;0;0;0;0;0
2614;;75;1;130;2;9999;0;9999;0;9999;0;80;5;1;9999;0;50;10;20;256;1;0;257;30;5;-1;10;0;9999;5120;0;0;0;0;0;0;0;0
2630;;80;1;140;2;9999;0;9999;0;9999;0;160;5;1;9999;0;150;5;20;256;1;0;257;30;5;-1;10;0;9999;5120;0;0;0;0;0;0;0;0
2644;;30;1;60;2;9999;0;9999;0;9999;0;9999;1;1;9999;0;25;5;20;256;1;0;257;30;5;-1;10;0;9999;5120;0;0;0;0;0;0;0;0
2800;;9998;10;9999;10;9999;0;9999;0;9999;0;256;5;0;9999;0;9999;0;20;256;1;0;1;30;5;-1;10;0;9999;5120;0;0;0;0;0;0;0;0
2801;;9998;10;9999;10;9999;0;9999;0;9999;0;768;10;0;9999;0;9999;0;20;256;1;131072;1;30;5;-1;10;0;9999;5120;0;0;0;0;0;0;0;0
2848;;9998;10;9999;10;9999;0;9999;0;9999;0;9999;1;0;9999;0;9999;0;20;256;1;0;1;80;8;-1;10;0;9999;5120;0;0;0;0;0;0;0;0
2850;;9998;10;9999;10;9999;0;9999;0;9999;0;9999;1;0;9999;0;9999;0;20;256;1;0;1;120;10;-1;10;0;9999;5120;0;0;0;0;0;0;0;0
2851;;9998;10;9999;10;9999;0;9999;0;9999;0;9999;1;0;9999;0;9999;0;20;256;1;0;1;160;10;-1;10;0;9999;5120;0;0;0;0;0;0;0;0
2852;;9998;10;9999;10;9999;0;9999;0;9999;0;9999;1;0;9999;0;9999;0;20;256;1;0;1;200;10;-1;10;0;9999;5120;0;0;0;0;0;0;0;0
2854;;9998;10;9999;10;9999;0;9999;0;9999;0;9999;1;0;9999;0;9999;0;20;256;1;0;1;256;10;-1;10;0;9999;5120;0;0;0;0;0;0;0;0
2855;;9998;10;9999;10;9999;0;9999;0;9999;0;9999;1;0;9999;0;9999;0;20;256;1;0;1;300;10;-1;10;0;9999;5120;0;0;0;0;0;0;0;0
2860;;9998;10;9999;10;9999;0;9999;0;9999;0;9999;1;0;9999;0;9999;0;20;256;1;0;1;512;10;-1;10;0;9999;5120;0;0;0;0;0;0;0;0
2900;;64;1;100;2;9999;0;9999;0;9999;0;160;5;1;512;10;220;10;20;256;1;65536;1;30;5;-1;10;0;9999;5120;0;0;0;0;0;0;0;0
2901;;200;20;9998;2;9999;0;9999;0;9999;0;9999;5;1;9999;0;9999;0;20;0;1;0;1;30;5;-1;10;0;9999;5120;0;0;0;0;0;0;0;0
2902;;9998;10;9998;2;9999;0;9999;0;9999;0;9999;5;1;9999;0;9999;0;20;0;1;0;1;30;5;-1;10;0;9999;5120;0;0;0;0;0;0;0;0
2905;;9998;10;9999;10;9999;0;9999;0;9999;0;9999;1;0;9999;0;9999;0;4;0;1;0;1;30;5;-1;10;0;9999;5120;0;0;0;0;0;0;0;0
2910;;32;1;64;2;9999;0;9999;0;9999;0;64;5;1;256;10;64;10;20;256;1;0;1;30;5;-1;10;0;9999;5120;0;0;0;0;0;0;0;0
2911;;32;1;64;2;9999;0;9999;0;9999;0;64;5;1;256;10;64;10;20;256;1;0;1;30;5;-1;10;0;9999;5120;0;0;0;0;0;0;0;0
2912;;32;1;64;2;9999;0;9999;0;9999;0;64;5;1;256;10;64;10;20;256;1;0;1;30;5;-1;10;0;9999;5120;0;0;0;0;0;0;0;0
2920;;9999;1;9999;2;9999;0;9999;0;9999;0;128;5;1;9999;10;256;10;20;256;1;131072;1;30;5;64;10;0;9999;5120;0;0;0;0;0;0;0;0
2921;;9999;1;9999;2;9999;0;9999;0;9999;0;128;5;1;9999;10;256;10;20;256;1;131072;1;30;5;64;10;0;9999;5120;0;0;0;0;0;0;0;0
2922;;9999;1;9999;2;9999;0;9999;0;9999;0;128;5;1;9999;10;256;10;20;256;1;131072;1;30;5;64;10;0;9999;5120;0;0;0;0;0;0;0;0
2923;;9999;1;9999;2;9999;0;9999;0;9999;0;128;5;1;9999;10;256;10;20;256;1;131072;1;30;5;64;10;0;9999;5120;0;0;0;0;0;0;0;0
2924;;50;1;9999;2;9999;0;9999;0;9999;0;75;5;1;256;10;50;10;20;256;1;0;1;30;5;-1;10;0;9999;5120;0;0;0;0;0;0;0;0
2925;;9999;12;9999;2;9999;0;9999;0;9999;0;512;1;1;9999;10;256;10;20;256;1;131072;257;30;5;128;10;0;9999;5120;0;0;0;0;0;0;0;0
2930;;9998;10;9999;10;9999;0;9999;0;9999;0;80;5;0;256;0;9999;0;20;256;1;0;1;30;5;-1;10;0;9999;5120;0;0;0;0;0;0;0;0
2940;;100;1;500;2;1750;0;3500;0;9999;0;9999;5;1;9999;0;9999;10;20;0;1;0;1;30;5;-1;10;0;9999;5120;0;0;0;0;0;0;0;0
3000;;9999;1;9999;2;9999;0;9999;0;9999;0;128;5;1;9999;10;256;10;20;256;1;0;1;30;5;48;10;0;9999;5120;0;0;0;0;0;0;0;0
3148;;9998;10;9999;10;9999;0;9999;0;9999;0;9999;1;1;9999;0;9999;0;20;256;1;0;1;80;8;-1;10;0;9999;5120;0;0;0;0;0;0;0;0
3150;;9998;10;9999;10;9999;0;9999;0;9999;0;9999;1;1;9999;0;9999;0;20;256;1;0;1;120;10;-1;10;0;9999;5120;0;0;0;0;0;0;0;0
3151;;9998;10;9999;10;9999;0;9999;0;9999;0;9999;1;1;9999;0;9999;0;20;256;1;0;1;160;10;-1;10;0;9999;5120;0;0;0;0;0;0;0;0
3152;;9998;10;9999;10;9999;0;9999;0;9999;0;9999;1;1;9999;0;9999;0;20;256;1;0;1;200;10;-1;10;0;9999;5120;0;0;0;0;0;0;0;0
3154;;9998;10;9999;10;9999;0;9999;0;9999;0;9999;1;1;9999;0;9999;0;20;256;1;0;1;256;10;-1;10;0;9999;5120;0;0;0;0;0;0;0;0
3155;;9998;10;9999;10;9999;0;9999;0;9999;0;9999;1;1;9999;0;9999;0;20;256;1;0;1;300;10;-1;10;0;9999;5120;0;0;0;0;0;0;0;0
3160;;9998;10;9999;10;9999;0;9999;0;9999;0;9999;1;1;9999;0;9999;0;20;256;1;0;1;512;10;-1;10;0;9999;5120;0;0;0;0;0;0;0;0
9945;;10;3;40;3;80;3;150;3;512;3;1024;1;1;2048;20;256;10;20;256;1;131072;1;30;5;-1;10;0;9999;5120;0;0;0;0;0;0;0;0
9995;;9999;10;9999;10;9999;0;9999;0;9999;0;9999;0;0;9999;0;9999;0;20;256;1;131072;1;30;5;-1;10;0;9999;5120;0;0;0;0;0;0;0;0
9998;;2500;15;3000;2;9999;0;9999;0;9999;0;1024;5;1;9999;0;9999;0;20;256;1;131072;1;30;5;-1;10;0;9999;5120;0;0;0;0;0;0;0;0
9999;;800;15;3000;2;9999;0;9999;0;9999;0;1024;5;1;9999;0;9999;0;20;256;1;131072;1;30;5;-1;10;0;9999;5120;0;0;0;0;0;0;0;0
10000;;15;1;30;2;9999;0;9999;0;9999;0;30;1;0;9999;0;9999;0;20;256;1;65536;0;30;5;-1;10;0;9999;0;0;0;0;0;0;0;0;0
10001;;15;1;30;2;9999;0;9999;0;9999;0;30;1;0;9999;0;9999;0;20;256;1;131072;0;30;5;-1;10;0;9999;0;0;0;0;0;0;0;0;0
10010;;9998;10;9999;10;9999;0;9999;0;9999;0;9999;0;0;9999;0;9999;0;20;256;1;16711680;0;30;5;-1;10;0;9999;0;0;0;0;0;0;0;0;0
10011;;9998;10;9999;10;9999;0;9999;0;9999;0;0;0;0;9999;0;9999;0;20;256;1;16711680;0;30;5;-1;10;0;9999;0;0;0;0;0;0;0;0;0
10020;;9998;10;9999;10;9999;0;9999;0;9999;0;0;0;0;9999;0;9999;0;20;256;1;16711680;0;30;5;30;5;0;9999;0;0;0;0;0;0;0;0;0
10021;;9998;10;9999;10;9999;0;9999;0;9999;0;9999;0;0;9999;0;9999;0;20;256;1;33488896;16842752;30;5;-1;10;1157627904;9999;0;0;0;0;0;0;0;0;0
20000;;9998;20;9999;20;9999;0;9999;0;9999;0;9999;1;1;9999;0;1;0;20;256;1;131072;1;30;5;118;10;0;1;5120;0;0;0;0;0;0;0;0
20001;;30;10;60;30;9999;0;9999;0;9999;0;60;1;1;250;20;250;10;0;256;1;0;257;30;5;-1;10;0;90;1024;0;0;0;0;0;0;0;0
20002;;30;10;60;30;9999;0;9999;0;9999;0;60;1;1;250;20;250;10;0;256;1;0;257;30;5;-1;10;0;90;1536;0;0;0;0;0;0;0;0
20003;;30;10;60;30;9999;0;9999;0;9999;0;60;1;1;250;20;250;10;0;256;1;0;257;30;5;-1;10;0;90;2048;0;0;0;0;0;0;0;0
30000;;1000;1;2000;2;9999;0;9999;0;9999;0;0;1;0;9999;0;9999;0;20;256;1;16711680;0;30;5;-1;10;0;9999;0;0;0;0;0;0;0;0;0
99998;;9998;10;9999;10;9999;0;9999;0;9999;0;0;0;0;9999;0;9999;0;20;256;1;16711680;0;30;5;30;5;0;9999;0;0;0;0;0;0;0;0;0
99999;;1000;1;2000;2;9999;0;9999;0;9999;0;0;1;0;9999;0;9999;0;20;256;1;16711680;0;30;5;-1;10;0;9999;0;0;0;0;0;0;0;0;0
