Row ID;Row Name;Disable Param - Network Test;Reference ID [0];SFX Variation ID;Weight;Basic Price;Sell Value;Behavior ID;Replace Item ID;Sort ID;Appearance Replace Item ID;Dialog Message ID;Use Enable SpEffect Type;Pot Group ID;Icon ID;Model ID;Shop Level;Achivement ID;Achivement Sequential ID;Max Amount;Consume Humanity;Over Dexterity;Goods Type;Reference Type;Effect Category;Goods Use Animation;Interaction Menu Type;Use Limit Category;Replace Category;Enable Host Player;Enable as Phantom;Enable as Friendly Phantom;Enable as Hostile Phantom;Enable in Multiplayer;Enable Online Only;Is Equippable;Is Consumed;Is Auto Equipped;Is Guidance Item;Is Unique Item;Can Discard;Can Deposit;Disable if Right Hand is Empty;Remove Item on Game Clear;Is Regenerative Item;Is Full Regenerative Item;Is Enhancement Item;Can Repair Item;Disable Dropping in Multiplayer;Disable Usage in Multiplayer Arena;Disable Usage outside of Multiplayer Arena;Can Cancel Application Early;Apply SpEffect Modifiers;Synchronized Item Usage ID;SpEffect ID - Left Hand;Weapon Reference ID;Vagrant Item Lot ID;Vagrant Enemy Item Lot ID;Vagrant Bonus Item Lot ID;Usage VFX - Cast;Usage VFX  - Fire;Usage VFX - Effect;Usable with Great Rune Active;Is Bonfire Warp Item;Enable on Ladder;Usable before Multiplayer Session;Usable in Multiplayer;Is Shield Enchantment;Is Warp Forbidden;Usable if Disconnect Penalty is Active;Regenerative Item Type;Auto Replenishment Type;Can be Dropped;Show Log Condition Type;Is Horse Summon;Show Dialog Condition Type [0];Show Dialog Condition Type [1];Is Sleep Collection Item;Enabled while Riding;Disabled while Riding;Max Number Stored in Itembox;Sort Group ID;Enabled in No Attack Region;Sale Value;Rarity;Use Limit - Spirit Summon;Use Limit - SpEffect Type;AI Usage Judgment ID;FP Cost;HP Cost;Reinforcement Goods ID;Reinforcement Material ID;Reinforcement Cost;Use Level - Vow Level [0];Use Level - Vow Level [1];Use Level - Vow Level [2];Use Level - Vow Level [3];Use Level - Vow Level [4];Use Level - Vow Level [5];Use Level - Vow Level [6];Use Level - Vow Level [7];Use Level - Vow Level [8];Use Level - Vow Level [9];Use Level - Vow Level [10];Use Level - Vow Level [11];Use Level - Vow Level [12];Use Level - Vow Level [13];Use Level - Vow Level [14];Use Level - Vow Level [15];Use Level;Item Get Tutorial Flag ID
1710;Bone Dart;False;10171000;17;0;0;10;0;-1;4000;-1;-1;0;-1;82;0;-1;-1;-1;40;0;50;0;1;5;17;0;0;0;True;True;True;True;True;False;True;True;False;False;False;True;True;False;False;False;False;False;False;False;False;False;True;False;0;-1;171000;-1;-1;-1;300070;-1;-1;True;False;False;True;False;False;False;False;0;2;True;True;False;False;True;False;True;False;600;50;False;0;0;0;0;10000001;0;-1;-1;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1720;Poisonbone Dart;True;10172000;18;0;0;10;0;-1;4010;-1;-1;0;-1;83;0;-1;-1;-1;40;0;50;0;1;5;17;0;0;0;True;True;True;True;True;False;True;True;False;False;False;True;True;False;False;False;False;False;False;False;False;False;True;False;0;-1;172000;-1;-1;-1;300620;-1;-1;True;False;False;True;False;False;False;False;0;2;True;True;False;False;True;False;True;False;600;50;False;0;0;0;0;10000001;0;-1;-1;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1730;Kukri;True;10173000;17;0;0;10;0;-1;4040;-1;-1;0;-1;84;0;-1;-1;-1;30;0;50;0;1;5;2;0;0;0;True;True;True;True;True;False;True;True;False;False;False;True;True;False;False;False;False;False;False;False;False;False;False;False;0;-1;173000;-1;-1;-1;300080;-1;-1;True;False;False;True;False;False;False;False;0;2;True;True;False;False;True;False;True;False;600;50;False;0;0;0;0;10000001;0;-1;-1;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1740;Crystal Dart;True;10174000;17;0;0;20;0;-1;4020;-1;-1;0;-1;85;0;-1;-1;-1;40;0;50;0;1;5;17;0;0;0;True;True;True;True;True;False;True;True;False;False;False;True;True;False;False;False;False;False;False;False;False;False;True;False;0;-1;174000;-1;-1;-1;300060;-1;-1;True;False;False;True;False;False;False;False;0;2;True;True;False;False;True;False;True;False;600;50;False;0;0;0;0;10000001;1;-1;-1;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1750;Fan Daggers;True;10175000;17;0;0;20;0;-1;4050;-1;-1;0;-1;622;0;-1;-1;-1;40;0;50;0;1;5;17;0;0;0;True;True;True;True;True;False;True;True;False;False;False;True;True;False;False;False;False;False;False;False;False;False;True;False;0;-1;175000;-1;-1;-1;300090;-1;-1;True;False;False;True;False;False;False;False;0;2;True;True;False;False;True;False;True;False;600;50;False;0;0;0;0;10000001;0;-1;-1;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1760;Ruin Fragment;False;10176000;-1;0;0;10;0;-1;4060;-1;-1;0;-1;523;0;-1;-1;-1;999;0;50;0;1;5;3;0;0;0;True;True;True;True;True;False;True;True;False;False;False;True;True;False;False;False;False;False;False;False;False;False;False;False;0;-1;176000;-1;-1;-1;302140;-1;-1;True;False;False;True;False;False;False;False;0;2;True;True;False;False;True;False;True;False;999;50;False;0;0;0;0;10000002;0;-1;-1;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1830;Explosive Stone;True;10183000;17;0;0;50;0;-1;4090;-1;-1;0;-1;702;0;-1;-1;-1;20;0;50;0;1;5;3;0;0;0;True;True;True;True;True;False;True;True;False;False;False;True;True;False;False;False;False;False;False;False;False;False;False;False;0;-1;183000;-1;-1;-1;300600;-1;-1;True;False;False;True;False;False;False;False;0;2;True;True;False;False;True;False;True;False;600;50;False;0;0;0;0;10000002;0;-1;-1;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1831;Explosive Stone Clump;True;10183100;17;0;0;50;0;-1;4100;-1;-1;0;-1;703;0;-1;-1;-1;20;0;50;0;1;5;3;0;0;0;True;True;True;True;True;False;True;True;False;False;False;True;True;False;False;False;False;False;False;False;False;False;False;False;0;-1;183100;-1;-1;-1;300650;-1;-1;True;False;False;True;False;False;False;False;0;2;True;True;False;False;True;False;True;False;600;50;False;0;0;0;0;10000002;0;-1;-1;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1840;Poisoned Stone;True;10184000;17;0;0;50;0;-1;4070;-1;-1;0;-1;704;0;-1;-1;-1;20;0;50;0;1;5;3;0;0;0;True;True;True;True;True;False;True;True;False;False;False;True;True;False;False;False;False;False;False;False;False;False;False;False;0;-1;184000;-1;-1;-1;300610;-1;-1;True;False;False;True;False;False;False;False;0;2;True;True;False;False;True;False;True;False;600;50;False;0;0;0;0;10000002;0;-1;-1;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1841;Poisoned Stone Clump;True;10184100;17;0;0;50;0;-1;4080;-1;-1;0;-1;705;0;-1;-1;-1;20;0;50;0;1;5;3;0;0;0;True;True;True;True;True;False;True;True;False;False;False;True;True;False;False;False;False;False;False;False;False;False;False;False;0;-1;184100;-1;-1;-1;300660;-1;-1;True;False;False;True;False;False;False;False;0;2;True;True;False;False;True;False;True;False;600;50;False;0;0;0;0;10000002;0;-1;-1;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020;Rainbow Stone;False;130;-1;0;0;10;0;-1;7030;-1;-1;0;-1;90;0;-1;-1;-1;99;0;50;0;1;5;7;0;0;0;True;True;True;True;True;False;True;True;False;True;False;True;True;False;False;False;False;False;False;False;False;False;False;False;0;-1;-1;-1;-1;-1;302020;-1;-1;True;False;False;True;False;False;False;False;0;2;True;True;False;False;True;False;True;False;600;80;True;0;0;0;0;-1;0;-1;-1;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2030;Glowstone;False;10203000;-1;0;0;10;0;-1;7040;-1;-1;0;-1;91;0;-1;-1;-1;99;0;50;0;1;5;7;0;0;0;True;True;True;True;True;False;True;True;False;True;False;True;True;False;False;False;False;False;False;False;False;False;False;False;0;-1;-1;-1;-1;-1;302030;-1;-1;True;False;False;True;False;False;False;False;0;2;True;True;False;False;True;False;True;False;600;80;True;0;0;0;0;-1;0;-1;-1;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2040;Telescope;False;3240;41;0;0;-1;0;-1;7100;-1;-1;0;-1;92;0;-1;-1;-1;1;0;50;0;2;0;4;0;0;0;True;True;True;True;True;False;True;False;False;False;False;False;True;False;False;False;False;False;False;True;False;False;False;False;0;-1;-1;-1;-1;-1;302050;-1;-1;True;False;False;True;False;False;False;False;0;0;False;True;False;False;True;False;True;False;600;80;True;0;2;0;0;-1;0;-1;-1;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2050;Grace Mimic;True;10205000;-1;0;0;10;0;-1;7070;-1;-1;0;-1;572;0;-1;-1;-1;99;0;50;0;1;5;7;0;0;0;True;True;True;True;True;False;True;True;False;True;False;True;True;False;False;False;False;False;False;False;False;False;False;False;0;-1;-1;-1;-1;-1;302710;-1;-1;True;False;False;True;False;False;False;False;0;2;True;True;False;False;True;False;True;False;600;80;True;0;0;0;0;-1;0;-1;-1;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2070;Lantern;True;3245;41;0;0;-1;0;-1;7090;-1;-1;0;-1;93;0;-1;-1;-1;1;0;50;0;2;0;27;0;0;0;True;True;True;True;True;False;True;False;False;False;False;False;True;False;False;False;False;False;False;True;False;False;False;False;0;3246;-1;-1;-1;-1;302050;-1;-1;True;False;False;True;False;False;False;False;0;0;False;True;False;False;True;False;True;False;600;80;True;0;2;0;0;-1;0;-1;-1;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2080;Blasphemous Claw;True;10208000;98;0;0;-1;0;-1;5100;-1;-1;0;-1;94;0;-1;-1;-1;1;0;50;0;1;0;62;0;0;0;True;True;True;True;True;False;True;False;False;False;False;False;True;False;False;False;False;False;False;True;False;False;False;False;0;-1;-1;-1;-1;-1;-1;-1;-1;True;False;False;True;False;False;False;False;0;0;False;True;False;False;True;False;False;False;600;60;False;0;3;0;0;-1;0;-1;-1;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2090;Deathroot;True;-1;98;0;0;-1;0;-1;204300;-1;-1;0;-1;557;0;-1;-1;-1;99;0;50;1;0;0;0;0;0;0;True;True;True;True;True;False;False;True;False;False;False;False;True;False;True;False;False;False;False;False;False;False;False;False;0;-1;-1;-1;-1;-1;-1;-1;-1;True;False;False;True;False;False;False;False;0;0;False;True;False;False;True;False;False;False;600;50;True;0;2;0;0;-1;0;-1;-1;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2100;Soft Cotton;True;10210000;-1;0;0;10;0;-1;7050;-1;-1;0;-1;591;0;-1;-1;-1;99;0;50;0;1;5;66;0;0;0;True;True;True;True;True;False;True;True;False;False;False;True;True;False;False;False;False;False;False;False;False;False;False;False;0;-1;-1;-1;-1;-1;-1;302211;302210;True;False;False;True;False;False;False;False;0;2;True;True;False;False;True;False;True;False;600;80;True;0;0;0;0;-1;0;-1;-1;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2120;Soap;True;502120;-1;0;0;10;0;-1;7060;-1;-1;0;-1;592;0;-1;-1;-1;99;0;50;0;2;0;5;0;0;0;True;True;True;True;True;False;True;True;False;False;False;True;True;False;False;False;False;False;False;False;False;False;False;False;0;-1;-1;-1;-1;-1;300640;-1;-1;True;False;False;True;False;False;False;False;0;2;True;True;False;False;True;False;True;False;600;80;True;0;0;0;0;-1;0;-1;-1;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2130;Celestial Dew;True;-1;-1;0;0;100;0;-1;204340;-1;-1;0;-1;624;0;-1;-1;-1;99;0;50;1;0;0;0;0;0;0;True;True;True;True;True;False;False;True;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;0;-1;-1;-1;-1;-1;-1;-1;-1;True;False;False;True;False;False;False;False;0;0;False;True;False;False;True;False;True;False;600;50;True;0;2;0;0;-1;0;-1;-1;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2140;Margit's Shackle;False;10214000;-1;0;0;-1;0;-1;5080;-1;-1;0;-1;597;0;-1;-1;-1;1;0;50;0;1;0;64;0;0;0;True;True;True;True;True;False;True;False;False;False;False;False;True;False;False;False;False;False;False;True;False;False;False;False;0;-1;-1;-1;-1;-1;-1;-1;-1;True;False;False;True;False;False;False;False;0;0;False;True;False;False;True;False;False;False;600;60;False;0;2;0;0;-1;0;-1;-1;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2150;Mohg's Shackle;True;10215000;-1;0;0;-1;0;-1;5090;-1;-1;0;-1;598;0;-1;-1;-1;1;0;50;0;1;0;64;0;0;0;True;True;True;True;True;False;True;False;False;False;False;False;True;False;False;False;False;False;False;True;False;False;False;False;0;-1;-1;-1;-1;-1;-1;-1;-1;True;False;False;True;False;False;False;False;0;0;False;True;False;False;True;False;False;False;600;60;False;0;2;0;0;-1;0;-1;-1;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2160;Pureblood Knight's Medal;True;502161;-1;0;0;-1;0;-1;8000;-1;10010840;0;-1;625;0;-1;-1;-1;1;0;50;0;2;0;40;1;0;0;True;False;False;False;False;False;True;False;False;False;False;False;True;False;True;False;False;False;False;True;False;False;False;False;0;-1;-1;-1;-1;-1;-1;302200;-1;True;False;False;False;False;False;True;False;0;0;False;True;False;False;True;False;True;False;600;90;True;0;2;0;0;-1;0;-1;-1;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2190;Miquella's Needle;True;502190;-1;0;0;-1;0;-1;8010;-1;10010830;468;-1;630;0;-1;-1;-1;1;0;50;0;2;0;43;1;0;0;True;False;False;False;False;False;True;True;False;False;False;False;True;False;True;False;False;False;False;True;False;False;False;False;0;-1;-1;-1;-1;-1;302190;302191;-1;True;False;False;False;False;False;False;False;0;0;False;True;False;False;True;False;True;False;600;90;True;0;3;0;0;-1;0;-1;-1;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2200;Prattling Pate "Hello";True;10220000;-1;0;0;-1;0;-1;7110;-1;-1;0;-1;95;0;-1;-1;-1;1;0;50;0;1;5;31;0;0;0;True;True;True;True;True;False;True;False;False;False;False;False;True;False;False;False;False;False;False;True;False;False;False;False;0;-1;-1;-1;-1;-1;302500;302501;-1;True;False;False;True;False;False;False;False;0;0;False;True;False;False;True;False;True;False;600;80;True;0;1;0;0;-1;0;-1;-1;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2201;Prattling Pate "Thank you";True;10220100;-1;0;0;-1;0;-1;7120;-1;-1;0;-1;96;0;-1;-1;-1;1;0;50;0;1;5;31;0;0;0;True;True;True;True;True;False;True;False;False;False;False;False;True;False;False;False;False;False;False;True;False;False;False;False;0;-1;-1;-1;-1;-1;302510;302511;-1;True;False;False;True;False;False;False;False;0;0;False;True;False;False;True;False;True;False;600;80;True;0;1;0;0;-1;0;-1;-1;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2202;Prattling Pate "Apologies";True;10220200;-1;0;0;-1;0;-1;7130;-1;-1;0;-1;97;0;-1;-1;-1;1;0;50;0;1;5;31;0;0;0;True;True;True;True;True;False;True;False;False;False;False;False;True;False;False;False;False;False;False;True;False;False;False;False;0;-1;-1;-1;-1;-1;302520;302521;-1;True;False;False;True;False;False;False;False;0;0;False;True;False;False;True;False;True;False;600;80;True;0;1;0;0;-1;0;-1;-1;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2203;Prattling Pate "Wonderful";True;10220300;-1;0;0;-1;0;-1;7140;-1;-1;0;-1;98;0;-1;-1;-1;1;0;50;0;1;5;31;0;0;0;True;True;True;True;True;False;True;False;False;False;False;False;True;False;False;False;False;False;False;True;False;False;False;False;0;-1;-1;-1;-1;-1;302530;302531;-1;True;False;False;True;False;False;False;False;0;0;False;True;False;False;True;False;True;False;600;80;True;0;1;0;0;-1;0;-1;-1;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2204;Prattling Pate "Please help";True;10220400;-1;0;0;-1;0;-1;7150;-1;-1;0;-1;99;0;-1;-1;-1;1;0;50;0;1;5;31;0;0;0;True;True;True;True;True;False;True;False;False;False;False;False;True;False;False;False;False;False;False;True;False;False;False;False;0;-1;-1;-1;-1;-1;302540;302541;-1;True;False;False;True;False;False;False;False;0;0;False;True;False;False;True;False;True;False;600;80;True;0;1;0;0;-1;0;-1;-1;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2205;Prattling Pate "My beloved";True;10220500;-1;0;0;-1;0;-1;7160;-1;-1;0;-1;100;0;-1;-1;-1;1;0;50;0;1;5;31;0;0;0;True;True;True;True;True;False;True;False;False;False;False;False;True;False;False;False;False;False;False;True;False;False;False;False;0;-1;-1;-1;-1;-1;302550;302551;-1;True;False;False;True;False;False;False;False;0;0;False;True;False;False;True;False;True;False;600;80;True;0;1;0;0;-1;0;-1;-1;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2206;Prattling Pate "Let's get to it";True;10220600;-1;0;0;-1;0;-1;7170;-1;-1;0;-1;101;0;-1;-1;-1;1;0;50;0;1;5;31;0;0;0;True;True;True;True;True;False;True;False;False;False;False;False;True;False;False;False;False;False;False;True;False;False;False;False;0;-1;-1;-1;-1;-1;302560;302561;-1;True;False;False;True;False;False;False;False;0;0;False;True;False;False;True;False;True;False;600;80;True;0;1;0;0;-1;0;-1;-1;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2207;Prattling Pate "You're beautiful";True;9690;-1;0;0;-1;0;-1;7180;-1;-1;0;-1;631;0;-1;-1;-1;1;0;50;0;2;5;31;0;0;0;True;True;True;True;True;False;True;False;False;False;False;False;True;False;False;False;False;False;False;True;False;False;False;False;0;-1;-1;-1;-1;-1;302570;302571;-1;True;False;False;True;False;False;False;False;0;0;False;True;False;False;True;False;True;False;600;80;True;0;2;0;0;-1;0;-1;-1;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2900;Golden Rune [1];False;3269;60;0;0;200;0;-1;9010;-1;-1;0;-1;143;0;-1;-1;-1;99;0;50;0;2;0;9;0;0;0;True;True;True;True;True;False;True;True;False;False;False;True;True;False;False;False;False;False;False;False;False;False;False;False;0;-1;-1;-1;-1;-1;304000;304001;304002;True;False;True;True;True;False;False;False;0;1;True;True;False;False;True;False;True;False;600;100;True;0;0;0;0;-1;0;-1;-1;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2901;Golden Rune [2];False;3270;60;0;0;400;0;-1;9020;-1;-1;0;-1;144;0;-1;-1;-1;99;0;50;0;2;0;9;0;0;0;True;True;True;True;True;False;True;True;False;False;False;True;True;False;False;False;False;False;False;False;False;False;False;False;0;-1;-1;-1;-1;-1;304010;304011;304012;True;False;True;True;True;False;False;False;0;1;True;True;False;False;True;False;True;False;600;100;True;0;0;0;0;-1;0;-1;-1;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2902;Golden Rune [3];False;3271;60;0;0;800;0;-1;9030;-1;-1;0;-1;145;0;-1;-1;-1;99;0;50;0;2;0;9;0;0;0;True;True;True;True;True;False;True;True;False;False;False;True;True;False;False;False;False;False;False;False;False;False;False;False;0;-1;-1;-1;-1;-1;304010;304011;304012;True;False;True;True;True;False;False;False;0;1;True;True;False;False;True;False;True;False;600;100;True;0;0;0;0;-1;0;-1;-1;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2903;Golden Rune [4];False;3272;61;0;0;1200;0;-1;9040;-1;-1;0;-1;146;0;-1;-1;-1;99;0;50;0;2;0;9;0;0;0;True;True;True;True;True;False;True;True;False;False;False;True;True;False;False;False;False;False;False;False;False;False;False;False;0;-1;-1;-1;-1;-1;304010;304011;304012;True;False;True;True;True;False;False;False;0;1;True;True;False;False;True;False;True;False;600;100;True;0;0;0;0;-1;0;-1;-1;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2904;Golden Rune [5];False;3273;61;0;0;1600;0;-1;9050;-1;-1;0;-1;147;0;-1;-1;-1;99;0;50;0;2;0;9;0;0;0;True;True;True;True;True;False;True;True;False;False;False;True;True;False;False;False;False;False;False;False;False;False;False;False;0;-1;-1;-1;-1;-1;304010;304011;304012;True;False;True;True;True;False;False;False;0;1;True;True;False;False;True;False;True;False;600;100;True;0;0;0;0;-1;0;-1;-1;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2905;Golden Rune [6];True;3274;62;0;0;2000;0;-1;9060;-1;-1;0;-1;148;0;-1;-1;-1;99;0;50;0;2;0;9;0;0;0;True;True;True;True;True;False;True;True;False;False;False;True;True;False;False;False;False;False;False;False;False;False;False;False;0;-1;-1;-1;-1;-1;304020;304021;304022;True;False;True;True;True;False;False;False;0;1;True;True;False;False;True;False;True;False;600;100;True;0;1;0;0;-1;0;-1;-1;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2906;Golden Rune [7];True;3275;62;0;0;2500;0;-1;9070;-1;-1;0;-1;149;0;-1;-1;-1;99;0;50;0;2;0;9;0;0;0;True;True;True;True;True;False;True;True;False;False;False;True;True;False;False;False;False;False;False;False;False;False;False;False;0;-1;-1;-1;-1;-1;304020;304021;304022;True;False;True;True;True;False;False;False;0;1;True;True;False;False;True;False;True;False;600;100;True;0;1;0;0;-1;0;-1;-1;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2907;Golden Rune [8];True;3276;63;0;0;3000;0;-1;9080;-1;-1;0;-1;150;0;-1;-1;-1;99;0;50;0;2;0;9;0;0;0;True;True;True;True;True;False;True;True;False;False;False;True;True;False;False;False;False;False;False;False;False;False;False;False;0;-1;-1;-1;-1;-1;304020;304021;304022;True;False;True;True;True;False;False;False;0;1;True;True;False;False;True;False;True;False;600;100;True;0;1;0;0;-1;0;-1;-1;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2908;Golden Rune [9];True;3277;63;0;0;3800;0;-1;9090;-1;-1;0;-1;151;0;-1;-1;-1;99;0;50;0;2;0;9;0;0;0;True;True;True;True;True;False;True;True;False;False;False;True;True;False;False;False;False;False;False;False;False;False;False;False;0;-1;-1;-1;-1;-1;304020;304021;304022;True;False;True;True;True;False;False;False;0;1;True;True;False;False;True;False;True;False;600;100;True;0;1;0;0;-1;0;-1;-1;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2909;Golden Rune [10];True;3278;64;0;0;5000;0;-1;9100;-1;-1;0;-1;152;0;-1;-1;-1;99;0;50;0;2;0;9;0;0;0;True;True;True;True;True;False;True;True;False;False;False;True;True;False;False;False;False;False;False;False;False;False;False;False;0;-1;-1;-1;-1;-1;304020;304021;304022;True;False;True;True;True;False;False;False;0;1;True;True;False;False;True;False;True;False;600;100;True;0;1;0;0;-1;0;-1;-1;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2910;Golden Rune [11];True;3279;65;0;0;6250;0;-1;9110;-1;-1;0;-1;153;0;-1;-1;-1;99;0;50;0;2;0;9;0;0;0;True;True;True;True;True;False;True;True;False;False;False;True;True;False;False;False;False;False;False;False;False;False;False;False;0;-1;-1;-1;-1;-1;304030;304031;304032;True;False;True;True;True;False;False;False;0;1;True;True;False;False;True;False;True;False;600;100;True;0;1;0;0;-1;0;-1;-1;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2911;Golden Rune [12];True;3280;65;0;0;7500;0;-1;9120;-1;-1;0;-1;154;0;-1;-1;-1;99;0;50;0;2;0;9;0;0;0;True;True;True;True;True;False;True;True;False;False;False;True;True;False;False;False;False;False;False;False;False;False;False;False;0;-1;-1;-1;-1;-1;304030;304031;304032;True;False;True;True;True;False;False;False;0;1;True;True;False;False;True;False;True;False;600;100;True;0;1;0;0;-1;0;-1;-1;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2912;Golden Rune [13];True;3281;65;0;0;10000;0;-1;9130;-1;-1;0;-1;155;0;-1;-1;-1;99;0;50;0;2;0;9;0;0;0;True;True;True;True;True;False;True;True;False;False;False;True;True;False;False;False;False;False;False;False;False;False;False;False;0;-1;-1;-1;-1;-1;304030;304031;304032;True;False;True;True;True;False;False;False;0;1;True;True;False;False;True;False;True;False;600;100;True;0;1;0;0;-1;0;-1;-1;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2913;Numen's Rune;True;3282;65;0;0;12500;0;-1;9140;-1;-1;0;-1;156;0;-1;-1;-1;99;0;50;0;2;0;9;0;0;0;True;True;True;True;True;False;True;True;False;False;False;True;True;False;False;False;False;False;False;False;False;False;False;False;0;-1;-1;-1;-1;-1;304040;304041;304042;True;False;True;True;True;False;False;False;0;1;True;True;False;False;True;False;True;False;600;100;True;0;2;0;0;-1;0;-1;-1;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2914;Hero's Rune [1];True;3283;65;0;0;15000;0;-1;9150;-1;-1;0;-1;157;0;-1;-1;-1;99;0;50;0;2;0;9;0;0;0;True;True;True;True;True;False;True;True;False;False;False;True;True;False;False;False;False;False;False;False;False;False;False;False;0;-1;-1;-1;-1;-1;304040;304041;304042;True;False;True;True;True;False;False;False;0;1;True;True;False;False;True;False;True;False;600;100;True;0;2;0;0;-1;0;-1;-1;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2915;Hero's Rune [2];True;3284;65;0;0;20000;0;-1;9160;-1;-1;0;-1;158;0;-1;-1;-1;99;0;50;0;2;0;9;0;0;0;True;True;True;True;True;False;True;True;False;False;False;True;True;False;False;False;False;False;False;False;False;False;False;False;0;-1;-1;-1;-1;-1;304040;304041;304042;True;False;True;True;True;False;False;False;0;1;True;True;False;False;True;False;True;False;600;100;True;0;2;0;0;-1;0;-1;-1;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2916;Hero's Rune [3];True;3285;65;0;0;25000;0;-1;9170;-1;-1;0;-1;159;0;-1;-1;-1;99;0;50;0;2;0;9;0;0;0;True;True;True;True;True;False;True;True;False;False;False;True;True;False;False;False;False;False;False;False;False;False;False;False;0;-1;-1;-1;-1;-1;304040;304041;304042;True;False;True;True;True;False;False;False;0;1;True;True;False;False;True;False;True;False;600;100;True;0;2;0;0;-1;0;-1;-1;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2917;Hero's Rune [4];True;3286;65;0;0;30000;0;-1;9180;-1;-1;0;-1;160;0;-1;-1;-1;99;0;50;0;2;0;9;0;0;0;True;True;True;True;True;False;True;True;False;False;False;True;True;False;False;False;False;False;False;False;False;False;False;False;0;-1;-1;-1;-1;-1;304050;304051;304052;True;False;True;True;True;False;False;False;0;1;True;True;False;False;True;False;True;False;600;100;True;0;2;0;0;-1;0;-1;-1;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
