Row ID;Row Name;Material ID [1];Material ID [2];Material ID [3];Material ID [4];Material ID [5];Material ID [6];Material Amount [1];Material Amount [2];Material Amount [3];Material Amount [4];Material Amount [5];Material Amount [6];Material Category [1];Material Category [2];Material Category [3];Material Category [4];Material Category [5];Material Category [6];Disable Display Number [1];Disable Display Number [2];Disable Display Number [3];Disable Display Number [4];Disable Display Number [5];Disable Display Number [6]
805;;10101;-1;-1;-1;-1;-1;4;-1;-1;-1;-1;-1;4;15;15;15;15;0;False;False;False;False;False;False
806;;10101;-1;-1;-1;-1;-1;6;-1;-1;-1;-1;-1;4;15;15;15;15;0;False;False;False;False;False;False
807;;10102;-1;-1;-1;-1;-1;2;-1;-1;-1;-1;-1;4;15;15;15;15;0;False;False;False;False;False;False
808;;10102;-1;-1;-1;-1;-1;4;-1;-1;-1;-1;-1;4;15;15;15;15;0;False;False;False;False;False;False
809;;10102;-1;-1;-1;-1;-1;6;-1;-1;-1;-1;-1;4;15;15;15;15;0;False;False;False;False;False;False
810;;10103;-1;-1;-1;-1;-1;2;-1;-1;-1;-1;-1;4;15;15;15;15;0;False;False;False;False;False;False
811;;10103;-1;-1;-1;-1;-1;4;-1;-1;-1;-1;-1;4;15;15;15;15;0;False;False;False;False;False;False
812;;10103;-1;-1;-1;-1;-1;6;-1;-1;-1;-1;-1;4;15;15;15;15;0;False;False;False;False;False;False
813;;10104;-1;-1;-1;-1;-1;2;-1;-1;-1;-1;-1;4;15;15;15;15;0;False;False;False;False;False;False
814;;10104;-1;-1;-1;-1;-1;4;-1;-1;-1;-1;-1;4;15;15;15;15;0;False;False;False;False;False;False
815;;10104;-1;-1;-1;-1;-1;6;-1;-1;-1;-1;-1;4;15;15;15;15;0;False;False;False;False;False;False
816;;10105;-1;-1;-1;-1;-1;2;-1;-1;-1;-1;-1;4;15;15;15;15;0;False;False;False;False;False;False
817;;10105;-1;-1;-1;-1;-1;4;-1;-1;-1;-1;-1;4;15;15;15;15;0;False;False;False;False;False;False
818;;10105;-1;-1;-1;-1;-1;6;-1;-1;-1;-1;-1;4;15;15;15;15;0;False;False;False;False;False;False
819;;10106;-1;-1;-1;-1;-1;2;-1;-1;-1;-1;-1;4;15;15;15;15;0;False;False;False;False;False;False
820;;10106;-1;-1;-1;-1;-1;4;-1;-1;-1;-1;-1;4;15;15;15;15;0;False;False;False;False;False;False
821;;10106;-1;-1;-1;-1;-1;6;-1;-1;-1;-1;-1;4;15;15;15;15;0;False;False;False;False;False;False
822;;10107;-1;-1;-1;-1;-1;2;-1;-1;-1;-1;-1;4;15;15;15;15;0;False;False;False;False;False;False
823;;10107;-1;-1;-1;-1;-1;4;-1;-1;-1;-1;-1;4;15;15;15;15;0;False;False;False;False;False;False
824;;10107;-1;-1;-1;-1;-1;6;-1;-1;-1;-1;-1;4;15;15;15;15;0;False;False;False;False;False;False
825;;10140;-1;-1;-1;-1;-1;1;-1;-1;-1;-1;-1;4;15;15;15;15;0;False;False;False;False;False;False
900;;1180;-1;-1;-1;-1;-1;1;-1;-1;-1;-1;-1;4;15;15;15;15;0;False;False;False;False;False;False
901;;10100;-1;-1;-1;-1;-1;2;-1;-1;-1;-1;-1;4;15;15;15;15;0;False;False;False;False;False;False
902;;10100;-1;-1;-1;-1;-1;4;-1;-1;-1;-1;-1;4;15;15;15;15;0;False;False;False;False;False;False
903;;10100;-1;-1;-1;-1;-1;6;-1;-1;-1;-1;-1;4;15;15;15;15;0;False;False;False;False;False;False
904;;10101;-1;-1;-1;-1;-1;2;-1;-1;-1;-1;-1;4;15;15;15;15;0;False;False;False;False;False;False
905;;10101;-1;-1;-1;-1;-1;4;-1;-1;-1;-1;-1;4;15;15;15;15;0;False;False;False;False;False;False
906;;10101;-1;-1;-1;-1;-1;6;-1;-1;-1;-1;-1;4;15;15;15;15;0;False;False;False;False;False;False
907;;10102;-1;-1;-1;-1;-1;2;-1;-1;-1;-1;-1;4;15;15;15;15;0;False;False;False;False;False;False
908;;10102;-1;-1;-1;-1;-1;4;-1;-1;-1;-1;-1;4;15;15;15;15;0;False;False;False;False;False;False
909;;10102;-1;-1;-1;-1;-1;6;-1;-1;-1;-1;-1;4;15;15;15;15;0;False;False;False;False;False;False
910;;10103;-1;-1;-1;-1;-1;2;-1;-1;-1;-1;-1;4;15;15;15;15;0;False;False;False;False;False;False
911;;10103;-1;-1;-1;-1;-1;4;-1;-1;-1;-1;-1;4;15;15;15;15;0;False;False;False;False;False;False
912;;10103;-1;-1;-1;-1;-1;6;-1;-1;-1;-1;-1;4;15;15;15;15;0;False;False;False;False;False;False
913;;10104;-1;-1;-1;-1;-1;2;-1;-1;-1;-1;-1;4;15;15;15;15;0;False;False;False;False;False;False
914;;10104;-1;-1;-1;-1;-1;4;-1;-1;-1;-1;-1;4;15;15;15;15;0;False;False;False;False;False;False
915;;10104;-1;-1;-1;-1;-1;6;-1;-1;-1;-1;-1;4;15;15;15;15;0;False;False;False;False;False;False
916;;10105;-1;-1;-1;-1;-1;2;-1;-1;-1;-1;-1;4;15;15;15;15;0;False;False;False;False;False;False
917;;10105;-1;-1;-1;-1;-1;4;-1;-1;-1;-1;-1;4;15;15;15;15;0;False;False;False;False;False;False
918;;10105;-1;-1;-1;-1;-1;6;-1;-1;-1;-1;-1;4;15;15;15;15;0;False;False;False;False;False;False
919;;10106;-1;-1;-1;-1;-1;2;-1;-1;-1;-1;-1;4;15;15;15;15;0;False;False;False;False;False;False
920;;10106;-1;-1;-1;-1;-1;4;-1;-1;-1;-1;-1;4;15;15;15;15;0;False;False;False;False;False;False
921;;10106;-1;-1;-1;-1;-1;6;-1;-1;-1;-1;-1;4;15;15;15;15;0;False;False;False;False;False;False
922;;10107;-1;-1;-1;-1;-1;2;-1;-1;-1;-1;-1;4;15;15;15;15;0;False;False;False;False;False;False
923;;10107;-1;-1;-1;-1;-1;4;-1;-1;-1;-1;-1;4;15;15;15;15;0;False;False;False;False;False;False
924;;10107;-1;-1;-1;-1;-1;6;-1;-1;-1;-1;-1;4;15;15;15;15;0;False;False;False;False;False;False
925;;10140;-1;-1;-1;-1;-1;1;-1;-1;-1;-1;-1;4;15;15;15;15;0;False;False;False;False;False;False
1000;;1190;-1;-1;-1;-1;-1;1;-1;-1;-1;-1;-1;4;15;15;15;15;0;False;False;False;False;False;False
1001;;10100;-1;-1;-1;-1;-1;2;-1;-1;-1;-1;-1;4;15;15;15;15;0;False;False;False;False;False;False
1002;;10100;-1;-1;-1;-1;-1;4;-1;-1;-1;-1;-1;4;15;15;15;15;0;False;False;False;False;False;False
1003;;10100;-1;-1;-1;-1;-1;6;-1;-1;-1;-1;-1;4;15;15;15;15;0;False;False;False;False;False;False
1004;;10101;-1;-1;-1;-1;-1;2;-1;-1;-1;-1;-1;4;15;15;15;15;0;False;False;False;False;False;False
1005;;10101;-1;-1;-1;-1;-1;4;-1;-1;-1;-1;-1;4;15;15;15;15;0;False;False;False;False;False;False
1006;;10101;-1;-1;-1;-1;-1;6;-1;-1;-1;-1;-1;4;15;15;15;15;0;False;False;False;False;False;False
1007;;10102;-1;-1;-1;-1;-1;2;-1;-1;-1;-1;-1;4;15;15;15;15;0;False;False;False;False;False;False
1008;;10102;-1;-1;-1;-1;-1;4;-1;-1;-1;-1;-1;4;15;15;15;15;0;False;False;False;False;False;False
1009;;10102;-1;-1;-1;-1;-1;6;-1;-1;-1;-1;-1;4;15;15;15;15;0;False;False;False;False;False;False
1010;;10103;-1;-1;-1;-1;-1;2;-1;-1;-1;-1;-1;4;15;15;15;15;0;False;False;False;False;False;False
1011;;10103;-1;-1;-1;-1;-1;4;-1;-1;-1;-1;-1;4;15;15;15;15;0;False;False;False;False;False;False
1012;;10103;-1;-1;-1;-1;-1;6;-1;-1;-1;-1;-1;4;15;15;15;15;0;False;False;False;False;False;False
1013;;10104;-1;-1;-1;-1;-1;2;-1;-1;-1;-1;-1;4;15;15;15;15;0;False;False;False;False;False;False
1014;;10104;-1;-1;-1;-1;-1;4;-1;-1;-1;-1;-1;4;15;15;15;15;0;False;False;False;False;False;False
1015;;10104;-1;-1;-1;-1;-1;6;-1;-1;-1;-1;-1;4;15;15;15;15;0;False;False;False;False;False;False
1016;;10105;-1;-1;-1;-1;-1;2;-1;-1;-1;-1;-1;4;15;15;15;15;0;False;False;False;False;False;False
1017;;10105;-1;-1;-1;-1;-1;4;-1;-1;-1;-1;-1;4;15;15;15;15;0;False;False;False;False;False;False
1018;;10105;-1;-1;-1;-1;-1;6;-1;-1;-1;-1;-1;4;15;15;15;15;0;False;False;False;False;False;False
1019;;10106;-1;-1;-1;-1;-1;2;-1;-1;-1;-1;-1;4;15;15;15;15;0;False;False;False;False;False;False
1020;;10106;-1;-1;-1;-1;-1;4;-1;-1;-1;-1;-1;4;15;15;15;15;0;False;False;False;False;False;False
1021;;10106;-1;-1;-1;-1;-1;6;-1;-1;-1;-1;-1;4;15;15;15;15;0;False;False;False;False;False;False
1022;;10107;-1;-1;-1;-1;-1;2;-1;-1;-1;-1;-1;4;15;15;15;15;0;False;False;False;False;False;False
1023;;10107;-1;-1;-1;-1;-1;4;-1;-1;-1;-1;-1;4;15;15;15;15;0;False;False;False;False;False;False
1024;;10107;-1;-1;-1;-1;-1;6;-1;-1;-1;-1;-1;4;15;15;15;15;0;False;False;False;False;False;False
1025;;10140;-1;-1;-1;-1;-1;1;-1;-1;-1;-1;-1;4;15;15;15;15;0;False;False;False;False;False;False
1100;;1200;-1;-1;-1;-1;-1;1;-1;-1;-1;-1;-1;4;15;15;15;15;0;False;False;False;False;False;False
1101;;10100;-1;-1;-1;-1;-1;2;-1;-1;-1;-1;-1;4;15;15;15;15;0;False;False;False;False;False;False
1102;;10100;-1;-1;-1;-1;-1;4;-1;-1;-1;-1;-1;4;15;15;15;15;0;False;False;False;False;False;False
1103;;10100;-1;-1;-1;-1;-1;6;-1;-1;-1;-1;-1;4;15;15;15;15;0;False;False;False;False;False;False
1104;;10101;-1;-1;-1;-1;-1;2;-1;-1;-1;-1;-1;4;15;15;15;15;0;False;False;False;False;False;False
1105;;10101;-1;-1;-1;-1;-1;4;-1;-1;-1;-1;-1;4;15;15;15;15;0;False;False;False;False;False;False
1106;;10101;-1;-1;-1;-1;-1;6;-1;-1;-1;-1;-1;4;15;15;15;15;0;False;False;False;False;False;False
1107;;10102;-1;-1;-1;-1;-1;2;-1;-1;-1;-1;-1;4;15;15;15;15;0;False;False;False;False;False;False
1108;;10102;-1;-1;-1;-1;-1;4;-1;-1;-1;-1;-1;4;15;15;15;15;0;False;False;False;False;False;False
1109;;10102;-1;-1;-1;-1;-1;6;-1;-1;-1;-1;-1;4;15;15;15;15;0;False;False;False;False;False;False
1110;;10140;-1;-1;-1;-1;-1;1;-1;-1;-1;-1;-1;4;15;15;15;15;0;False;False;False;False;False;False
1200;;1210;-1;-1;-1;-1;-1;1;-1;-1;-1;-1;-1;4;15;15;15;15;0;False;False;False;False;False;False
1201;;10100;-1;-1;-1;-1;-1;2;-1;-1;-1;-1;-1;4;15;15;15;15;0;False;False;False;False;False;False
1202;;10100;-1;-1;-1;-1;-1;4;-1;-1;-1;-1;-1;4;15;15;15;15;0;False;False;False;False;False;False
1203;;10100;-1;-1;-1;-1;-1;6;-1;-1;-1;-1;-1;4;15;15;15;15;0;False;False;False;False;False;False
1204;;10101;-1;-1;-1;-1;-1;2;-1;-1;-1;-1;-1;4;15;15;15;15;0;False;False;False;False;False;False
1205;;10101;-1;-1;-1;-1;-1;4;-1;-1;-1;-1;-1;4;15;15;15;15;0;False;False;False;False;False;False
1206;;10101;-1;-1;-1;-1;-1;6;-1;-1;-1;-1;-1;4;15;15;15;15;0;False;False;False;False;False;False
1207;;10102;-1;-1;-1;-1;-1;2;-1;-1;-1;-1;-1;4;15;15;15;15;0;False;False;False;False;False;False
1208;;10102;-1;-1;-1;-1;-1;4;-1;-1;-1;-1;-1;4;15;15;15;15;0;False;False;False;False;False;False
1209;;10102;-1;-1;-1;-1;-1;6;-1;-1;-1;-1;-1;4;15;15;15;15;0;False;False;False;False;False;False
1210;;10140;-1;-1;-1;-1;-1;1;-1;-1;-1;-1;-1;4;15;15;15;15;0;False;False;False;False;False;False
1300;;1220;-1;-1;-1;-1;-1;1;-1;-1;-1;-1;-1;4;15;15;15;15;0;False;False;False;False;False;False
1301;;10100;-1;-1;-1;-1;-1;2;-1;-1;-1;-1;-1;4;15;15;15;15;0;False;False;False;False;False;False
1302;;10100;-1;-1;-1;-1;-1;4;-1;-1;-1;-1;-1;4;15;15;15;15;0;False;False;False;False;False;False
1303;;10100;-1;-1;-1;-1;-1;6;-1;-1;-1;-1;-1;4;15;15;15;15;0;False;False;False;False;False;False
1304;;10101;-1;-1;-1;-1;-1;2;-1;-1;-1;-1;-1;4;15;15;15;15;0;False;False;False;False;False;False
1305;;10101;-1;-1;-1;-1;-1;4;-1;-1;-1;-1;-1;4;15;15;15;15;0;False;False;False;False;False;False
1306;;10101;-1;-1;-1;-1;-1;6;-1;-1;-1;-1;-1;4;15;15;15;15;0;False;False;False;False;False;False
1307;;10102;-1;-1;-1;-1;-1;2;-1;-1;-1;-1;-1;4;15;15;15;15;0;False;False;False;False;False;False
1308;;10102;-1;-1;-1;-1;-1;4;-1;-1;-1;-1;-1;4;15;15;15;15;0;False;False;False;False;False;False
1309;;10102;-1;-1;-1;-1;-1;6;-1;-1;-1;-1;-1;4;15;15;15;15;0;False;False;False;False;False;False
1310;;10140;-1;-1;-1;-1;-1;1;-1;-1;-1;-1;-1;4;15;15;15;15;0;False;False;False;False;False;False
1400;;1230;-1;-1;-1;-1;-1;1;-1;-1;-1;-1;-1;4;15;15;15;15;0;False;False;False;False;False;False
1401;;10100;-1;-1;-1;-1;-1;2;-1;-1;-1;-1;-1;4;15;15;15;15;0;False;False;False;False;False;False
1402;;10100;-1;-1;-1;-1;-1;4;-1;-1;-1;-1;-1;4;15;15;15;15;0;False;False;False;False;False;False
1403;;10100;-1;-1;-1;-1;-1;6;-1;-1;-1;-1;-1;4;15;15;15;15;0;False;False;False;False;False;False
1404;;10101;-1;-1;-1;-1;-1;2;-1;-1;-1;-1;-1;4;15;15;15;15;0;False;False;False;False;False;False
1405;;10101;-1;-1;-1;-1;-1;4;-1;-1;-1;-1;-1;4;15;15;15;15;0;False;False;False;False;False;False
1406;;10101;-1;-1;-1;-1;-1;6;-1;-1;-1;-1;-1;4;15;15;15;15;0;False;False;False;False;False;False
1407;;10102;-1;-1;-1;-1;-1;2;-1;-1;-1;-1;-1;4;15;15;15;15;0;False;False;False;False;False;False
1408;;10102;-1;-1;-1;-1;-1;4;-1;-1;-1;-1;-1;4;15;15;15;15;0;False;False;False;False;False;False
1409;;10102;-1;-1;-1;-1;-1;6;-1;-1;-1;-1;-1;4;15;15;15;15;0;False;False;False;False;False;False
1410;;10140;-1;-1;-1;-1;-1;1;-1;-1;-1;-1;-1;4;15;15;15;15;0;False;False;False;False;False;False
1500;;1240;-1;-1;-1;-1;-1;1;-1;-1;-1;-1;-1;4;15;15;15;15;0;False;False;False;False;False;False
1501;;10100;-1;-1;-1;-1;-1;2;-1;-1;-1;-1;-1;4;15;15;15;15;0;False;False;False;False;False;False
1502;;10100;-1;-1;-1;-1;-1;4;-1;-1;-1;-1;-1;4;15;15;15;15;0;False;False;False;False;False;False
1503;;10100;-1;-1;-1;-1;-1;6;-1;-1;-1;-1;-1;4;15;15;15;15;0;False;False;False;False;False;False
1504;;10101;-1;-1;-1;-1;-1;2;-1;-1;-1;-1;-1;4;15;15;15;15;0;False;False;False;False;False;False
1505;;10101;-1;-1;-1;-1;-1;4;-1;-1;-1;-1;-1;4;15;15;15;15;0;False;False;False;False;False;False
1506;;10101;-1;-1;-1;-1;-1;6;-1;-1;-1;-1;-1;4;15;15;15;15;0;False;False;False;False;False;False
1507;;10102;-1;-1;-1;-1;-1;2;-1;-1;-1;-1;-1;4;15;15;15;15;0;False;False;False;False;False;False
1508;;10102;-1;-1;-1;-1;-1;4;-1;-1;-1;-1;-1;4;15;15;15;15;0;False;False;False;False;False;False
1509;;10102;-1;-1;-1;-1;-1;6;-1;-1;-1;-1;-1;4;15;15;15;15;0;False;False;False;False;False;False
1510;;10140;-1;-1;-1;-1;-1;1;-1;-1;-1;-1;-1;4;15;15;15;15;0;False;False;False;False;False;False
2000;;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;15;15;15;15;15;0;False;False;False;False;False;False
2001;;10150;-1;-1;-1;-1;-1;1;-1;-1;-1;-1;-1;4;15;15;15;15;0;False;False;False;False;False;False
2002;;10150;-1;-1;-1;-1;-1;2;-1;-1;-1;-1;-1;4;15;15;15;15;0;False;False;False;False;False;False
2003;;10150;-1;-1;-1;-1;-1;4;-1;-1;-1;-1;-1;4;15;15;15;15;0;False;False;False;False;False;False
2004;;10150;-1;-1;-1;-1;-1;8;-1;-1;-1;-1;-1;4;15;15;15;15;0;False;False;False;False;False;False
2005;;10140;-1;-1;-1;-1;-1;1;-1;-1;-1;-1;-1;4;15;15;15;15;0;False;False;False;False;False;False
2006;;1020;-1;-1;-1;-1;-1;5;-1;-1;-1;-1;-1;4;15;15;15;15;4;False;False;False;False;False;False
2100;;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;15;15;15;15;15;0;False;False;False;False;False;False
2101;;1010;-1;-1;-1;-1;-1;1;-1;-1;-1;-1;-1;4;15;15;15;15;0;False;False;False;False;False;False
2102;;1010;-1;-1;-1;-1;-1;2;-1;-1;-1;-1;-1;4;15;15;15;15;0;False;False;False;False;False;False
2103;;1010;-1;-1;-1;-1;-1;4;-1;-1;-1;-1;-1;4;15;15;15;15;0;False;False;False;False;False;False
2104;;1010;-1;-1;-1;-1;-1;8;-1;-1;-1;-1;-1;4;15;15;15;15;0;False;False;False;False;False;False
2105;;10140;-1;-1;-1;-1;-1;1;-1;-1;-1;-1;-1;4;15;15;15;15;0;False;False;False;False;False;False
2200;None;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;15;15;15;15;15;0;False;False;False;False;False;False
2201;Somber Smithing Stone [1] * 1;10160;-1;-1;-1;-1;-1;1;-1;-1;-1;-1;-1;4;15;15;15;15;0;False;False;False;False;False;False
2202;Somber Smithing Stone [2] * 1;10161;-1;-1;-1;-1;-1;1;-1;-1;-1;-1;-1;4;15;15;15;15;0;False;False;False;False;False;False
2203;Somber Smithing Stone [3] * 1;10162;-1;-1;-1;-1;-1;1;-1;-1;-1;-1;-1;4;15;15;15;15;0;False;False;False;False;False;False
2204;Somber Smithing Stone [4] * 1;10163;-1;-1;-1;-1;-1;1;-1;-1;-1;-1;-1;4;15;15;15;15;0;False;False;False;False;False;False
2205;Somber Smithing Stone [5] * 1;10164;-1;-1;-1;-1;-1;1;-1;-1;-1;-1;-1;4;15;15;15;15;0;False;False;False;False;False;False
2206;Somber Smithing Stone [6] * 1;10165;-1;-1;-1;-1;-1;1;-1;-1;-1;-1;-1;4;15;15;15;15;0;False;False;False;False;False;False
2207;Somber Smithing Stone [7] * 1;10166;-1;-1;-1;-1;-1;1;-1;-1;-1;-1;-1;4;15;15;15;15;0;False;False;False;False;False;False
2208;Somber Smithing Stone [8] * 1;10167;-1;-1;-1;-1;-1;1;-1;-1;-1;-1;-1;4;15;15;15;15;0;False;False;False;False;False;False
2209;Somber Smithing Stone [9] * 1;10200;-1;-1;-1;-1;-1;1;-1;-1;-1;-1;-1;4;15;15;15;15;0;False;False;False;False;False;False
2210;Somber Ancient Dragon Smithing Stone * 1;10168;-1;-1;-1;-1;-1;1;-1;-1;-1;-1;-1;4;15;15;15;15;0;False;False;False;False;False;False
10000;Grave Glovewort [1] * 1;10900;-1;-1;-1;-1;-1;1;-1;-1;-1;-1;-1;4;15;15;15;15;0;False;False;False;False;False;False
10001;Grave Glovewort [2] * 1;10901;-1;-1;-1;-1;-1;1;-1;-1;-1;-1;-1;4;15;15;15;15;0;False;False;False;False;False;False
10002;Grave Glovewort [3] * 1;10902;-1;-1;-1;-1;-1;1;-1;-1;-1;-1;-1;4;15;15;15;15;0;False;False;False;False;False;False
10003;Grave Glovewort [4] * 1;10903;-1;-1;-1;-1;-1;1;-1;-1;-1;-1;-1;4;15;15;15;15;0;False;False;False;False;False;False
10004;Grave Glovewort [5] * 1;10904;-1;-1;-1;-1;-1;1;-1;-1;-1;-1;-1;4;15;15;15;15;0;False;False;False;False;False;False
10005;Grave Glovewort [6] * 1;10905;-1;-1;-1;-1;-1;1;-1;-1;-1;-1;-1;4;15;15;15;15;0;False;False;False;False;False;False
10006;Grave Glovewort [7] * 1;10906;-1;-1;-1;-1;-1;1;-1;-1;-1;-1;-1;4;15;15;15;15;0;False;False;False;False;False;False
10007;Grave Glovewort [8] * 1;10907;-1;-1;-1;-1;-1;1;-1;-1;-1;-1;-1;4;15;15;15;15;0;False;False;False;False;False;False
10008;Grave Glovewort [9] * 1;10908;-1;-1;-1;-1;-1;1;-1;-1;-1;-1;-1;4;15;15;15;15;0;False;False;False;False;False;False
10009;Great Grave Glovewort * 1;10909;-1;-1;-1;-1;-1;1;-1;-1;-1;-1;-1;4;15;15;15;15;0;False;False;False;False;False;False
10010;;-1;-1;-1;-1;-1;-1;1;-1;-1;-1;-1;-1;4;15;15;15;15;0;False;False;False;False;False;False
10100;Ghost Glovewort [1] * 1;10910;-1;-1;-1;-1;-1;1;-1;-1;-1;-1;-1;4;15;15;15;15;0;False;False;False;False;False;False
10101;Ghost Glovewort [2] * 1;10911;-1;-1;-1;-1;-1;1;-1;-1;-1;-1;-1;4;15;15;15;15;0;False;False;False;False;False;False
10102;Ghost Glovewort [3] * 1;10912;-1;-1;-1;-1;-1;1;-1;-1;-1;-1;-1;4;15;15;15;15;0;False;False;False;False;False;False
10103;Ghost Glovewort [4] * 1;10913;-1;-1;-1;-1;-1;1;-1;-1;-1;-1;-1;4;15;15;15;15;0;False;False;False;False;False;False
10104;Ghost Glovewort [5] * 1;10914;-1;-1;-1;-1;-1;1;-1;-1;-1;-1;-1;4;15;15;15;15;0;False;False;False;False;False;False
10105;Ghost Glovewort [6] * 1;10915;-1;-1;-1;-1;-1;1;-1;-1;-1;-1;-1;4;15;15;15;15;0;False;False;False;False;False;False
10106;Ghost Glovewort [7] * 1;10916;-1;-1;-1;-1;-1;1;-1;-1;-1;-1;-1;4;15;15;15;15;0;False;False;False;False;False;False
10107;Ghost Glovewort [8] * 1;10917;-1;-1;-1;-1;-1;1;-1;-1;-1;-1;-1;4;15;15;15;15;0;False;False;False;False;False;False
10108;Ghost Glovewort [9] * 1;10918;-1;-1;-1;-1;-1;1;-1;-1;-1;-1;-1;4;15;15;15;15;0;False;False;False;False;False;False
10109;Great Ghost Glovewort * 1;10919;-1;-1;-1;-1;-1;1;-1;-1;-1;-1;-1;4;15;15;15;15;0;False;False;False;False;False;False
10110;;-1;-1;-1;-1;-1;-1;1;-1;-1;-1;-1;-1;4;15;15;15;15;0;False;False;False;False;False;False
100000;;712;-1;-1;-1;-1;-1;1;-1;-1;-1;-1;-1;4;15;15;15;15;0;False;False;False;False;False;False
100001;;713;-1;-1;-1;-1;-1;1;-1;-1;-1;-1;-1;4;15;15;15;15;0;False;False;False;False;False;False
100002;;714;-1;-1;-1;-1;-1;1;-1;-1;-1;-1;-1;4;15;15;15;15;0;False;False;False;False;False;False
100003;;715;-1;-1;-1;-1;-1;1;-1;-1;-1;-1;-1;4;15;15;15;15;0;False;False;False;False;False;False
100004;;717;-1;-1;-1;-1;-1;1;-1;-1;-1;-1;-1;4;15;15;15;15;0;False;False;False;False;False;False
100005;;718;-1;-1;-1;-1;-1;1;-1;-1;-1;-1;-1;4;15;15;15;15;0;False;False;False;False;False;False
100006;;719;-1;-1;-1;-1;-1;1;-1;-1;-1;-1;-1;4;15;15;15;15;0;False;False;False;False;False;False
100007;;720;-1;-1;-1;-1;-1;1;-1;-1;-1;-1;-1;4;15;15;15;15;0;False;False;False;False;False;False
100008;;721;-1;-1;-1;-1;-1;1;-1;-1;-1;-1;-1;4;15;15;15;15;0;False;False;False;False;False;False
100009;;722;-1;-1;-1;-1;-1;1;-1;-1;-1;-1;-1;4;15;15;15;15;0;False;False;False;False;False;False
100010;;723;-1;-1;-1;-1;-1;1;-1;-1;-1;-1;-1;4;15;15;15;15;0;False;False;False;False;False;False
100011;;724;-1;-1;-1;-1;-1;1;-1;-1;-1;-1;-1;4;15;15;15;15;0;False;False;False;False;False;False
100012;;725;-1;-1;-1;-1;-1;1;-1;-1;-1;-1;-1;4;15;15;15;15;0;False;False;False;False;False;False
100013;;726;-1;-1;-1;-1;-1;1;-1;-1;-1;-1;-1;4;15;15;15;15;0;False;False;False;False;False;False
100014;;727;-1;-1;-1;-1;-1;1;-1;-1;-1;-1;-1;4;15;15;15;15;0;False;False;False;False;False;False
100015;;729;-1;-1;-1;-1;-1;1;-1;-1;-1;-1;-1;4;15;15;15;15;0;False;False;False;False;False;False
100016;;731;-1;-1;-1;-1;-1;1;-1;-1;-1;-1;-1;4;15;15;15;15;0;False;False;False;False;False;False
100017;;732;-1;-1;-1;-1;-1;1;-1;-1;-1;-1;-1;4;15;15;15;15;0;False;False;False;False;False;False
100018;;733;-1;-1;-1;-1;-1;1;-1;-1;-1;-1;-1;4;15;15;15;15;0;False;False;False;False;False;False
100019;;739;-1;-1;-1;-1;-1;1;-1;-1;-1;-1;-1;4;15;15;15;15;0;False;False;False;False;False;False
100020;;742;-1;-1;-1;-1;-1;1;-1;-1;-1;-1;-1;4;15;15;15;15;0;False;False;False;False;False;False
100021;;728;-1;-1;-1;-1;-1;1;-1;-1;-1;-1;-1;4;15;15;15;15;0;False;False;False;False;False;False
100022;;743;-1;-1;-1;-1;-1;1;-1;-1;-1;-1;-1;4;15;15;15;15;0;False;False;False;False;False;False
110352;;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;4;4;4;4;4;4;False;False;False;False;False;False
110353;;12300;12109;12107;12105;12203;-1;30;5;5;10;1;-1;4;4;4;4;4;15;False;False;False;False;False;False
110400;;12304;12101;12106;12235;12216;-1;15;5;5;1;1;-1;4;4;4;4;4;15;False;False;False;False;False;False
110401;;12301;12110;12105;12102;12236;12204;2;10;10;10;1;1;4;4;4;4;4;4;False;False;False;False;False;False
110402;;12302;12103;12239;12218;-1;-1;1;1;1;1;-1;-1;4;4;4;4;15;15;False;False;False;False;False;False
110403;;12100;12101;12201;-1;-1;-1;2;10;1;-1;-1;-1;4;4;4;15;15;15;False;False;False;False;False;False
110404;;12114;12120;12102;12206;12205;-1;3;3;10;1;1;-1;4;4;4;4;4;15;False;False;False;False;False;False
110405;;12307;12112;12219;12220;-1;-1;1;3;1;1;-1;-1;4;4;4;4;15;15;False;False;False;False;False;False
110406;;12304;12115;12108;12107;12221;-1;30;10;2;10;1;-1;4;4;4;4;4;15;False;False;False;False;False;False
111008;;12301;12119;12111;12222;12214;-1;1;5;1;1;1;-1;4;4;4;4;4;15;False;False;False;False;False;False
112000;;12601;12312;12315;-1;-1;-1;1;3;1;-1;-1;-1;4;4;4;15;15;15;False;False;False;False;False;False
112001;;12602;12319;12258;12253;12302;-1;1;1;1;1;2;-1;4;4;4;4;4;15;False;False;False;False;False;False
113000;;12700;12300;-1;-1;-1;-1;1;10;-1;-1;-1;-1;4;4;15;15;15;0;False;False;False;False;False;False
113001;;12700;12313;12306;-1;-1;-1;1;10;1;-1;-1;-1;4;4;4;15;15;0;False;False;False;False;False;False
113002;;12700;12314;12306;12307;-1;-1;1;10;1;2;-1;-1;4;4;4;4;15;0;False;False;False;False;False;False
113003;;12303;-1;-1;-1;-1;-1;1;-1;-1;-1;-1;-1;4;15;15;15;15;0;False;False;False;False;False;False
