Row ID;Row Name;Base FP Recovery Time;Base Stamina Recovery Time;Characer Head Land - Damage Reduction;Runes;Equipped Weapon: Right Primary;Equipped Weapon: Right Secondary;Equipped Weapon: Left Primary;Equipped Weapon: Left Secondary;Equipped Armor: Head;Equipped Armor: Chest;Equipped Armor: Arms;Equipped Armor: Legs;Equipped Ammunition: Arrow Primary;Equipped Ammunition: Bolt Primary;Equipped Ammunition: Arrow Secondary;Equipped Ammunition: Bolt Secondary;Equipped Accessory: Slot 1;Equipped Accessory: Slot 2;Equipped Accessory: Slot 3;Equipped Accessory: Slot 4;Elixir Material 1;Elixir Material 2;Elixir Material 3;Equipped Spell: Slot 1;Equipped Spell: Slot 2;Equipped Spell: Slot 3;Equipped Spell: Slot 4;Equipped Spell: Slot 5;Equipped Spell: Slot 6;Equipped Spell: Slot 7;Equipped Item: Slot 1;Equipped Item: Slot 2;Equipped Item: Slot 3;Equipped Item: Slot 4;Equipped Item: Slot 5;Equipped Item: Slot 6;Equipped Item: Slot 7;Equipped Item: Slot 8;Equipped Item: Slot 9;Equipped Item: Slot 10;NPC Player - Face Gen ID;NPC Player - Think ID;Base HP;Base FP;Base Stamina;Equipped Ammunition: Arrow Primary Count;Equipped Ammunition: Bolt Primary Count;Equipped Ammunition: Arrow Secondary Count;Equipped Ammunition: Bolt Secondary Count;Level;Vigor;Attunement;Endurance;Strength;Dexterity;Intelligence;Faith;Arcane;Humanity;Vitality;Equipped Item: Slot 1 Amount;Equipped Item: Slot 2 Amount;Equipped Item: Slot 3 Amount;Equipped Item: Slot 4 Amount;Equipped Item: Slot 5 Amount;Equipped Item: Slot 6 Amount;Equipped Item: Slot 7 Amount;Equipped Item: Slot 8 Amount;Equipped Item: Slot 9 Amount;Equipped Item: Slot 10 Amount;Equipped Gesture: Slot 1;Equipped Gesture: Slot 2;Equipped Gesture: Slot 3;Equipped Gesture: Slot 4;Equipped Gesture: Slot 5;Equipped Gesture: Slot 6;Equipped Gesture: Slot 7;NPC Player - Type;NPC Player - Draw Type;NPC Player - Sex;Vow Type: 1;Vow Type: 2;Vow Type: 3;Vow Type: 4;Is Sync Target;Weapon Param Type - Right Primary;Weapon Param Type - Right Secondary;Weapon Param Type - Right Tertiary;Weapon Param Type - Left Primary;Weapon Param Type - Left Secondary;Weapon Param Type - Left Tertiary;Equipped Weapon: Right Tertiary;Equipped Weapon: Left Tertiary;Stored Item: Slot 1;Stored Item: Slot 2;Stored Item: Slot 3;Stored Item: Slot 4;Stored Item: Slot 5;Stored Item: Slot 6;Stored Item: Slot 1 Count;Stored Item: Slot 2 Count;Stored Item: Slot 3 Count;Stored Item: Slot 4 Count;Stored Item: Slot 5 Count;Stored Item: Slot 6 Count;HP Flask - Max Possession Limit;FP Flask - Max Possession Limit;Voice Type
4555;;0;0;0;50000;10060000;10000000;31000000;10060000;860000;861100;860200;860300;50000000;52000000;50010000;52020000;1032;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;1001;1051;130;300;1700;1400;900;-1;9500;-1;1;0;0;0;0;99;99;99;99;371;50;50;50;50;50;50;50;50;2;50;3;3;1;3;40;99;99;0;3;0;0;1;2;3;4;5;6;0;0;1;False;False;False;False;False;0;0;0;0;0;0;-1;24000000;-1;-1;-1;-1;-1;-1;0;0;0;0;0;0;3;3;0
4556;;0;0;0;50000;10070000;10000000;31000000;10070000;860000;861100;860200;860300;50000000;52000000;50010000;52020000;1032;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;1001;1051;130;300;1700;1400;900;-1;9500;-1;1;0;0;0;0;99;99;99;99;371;50;50;50;50;50;50;50;50;2;50;3;3;1;3;40;99;99;0;3;0;0;1;2;3;4;5;6;0;0;1;False;False;False;False;False;0;0;0;0;0;0;-1;24000000;-1;-1;-1;-1;-1;-1;0;0;0;0;0;0;3;3;0
4557;;0;0;0;50000;10080000;10000000;31000000;10080000;860000;861100;860200;860300;50000000;52000000;50010000;52020000;1032;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;1001;1051;130;300;1700;1400;900;-1;9500;-1;1;0;0;0;0;99;99;99;99;371;50;50;50;50;50;50;50;50;2;50;3;3;1;3;40;99;99;0;3;0;0;1;2;3;4;5;6;0;0;1;False;False;False;False;False;0;0;0;0;0;0;-1;24000000;-1;-1;-1;-1;-1;-1;0;0;0;0;0;0;3;3;0
4558;;0;0;0;50000;10090000;10000000;31000000;10090000;860000;861100;860200;860300;50000000;52000000;50010000;52020000;1032;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;1001;1051;130;300;1700;1400;900;-1;9500;-1;1;0;0;0;0;99;99;99;99;371;50;50;50;50;50;50;50;50;2;50;3;3;1;3;40;99;99;0;3;0;0;1;2;3;4;5;6;0;0;1;False;False;False;False;False;0;0;0;0;0;0;-1;24000000;-1;-1;-1;-1;-1;-1;0;0;0;0;0;0;3;3;0
4600;;0;0;0;50000;11000000;11000000;31000000;11000000;860000;861100;860200;860300;50000000;52000000;50010000;52020000;1032;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;1001;1051;130;300;1700;1400;900;-1;9500;-1;1;0;0;0;0;99;99;99;99;371;50;50;50;50;50;50;50;50;2;50;3;3;1;3;40;99;99;0;3;0;0;1;2;3;4;5;6;0;0;1;False;False;False;False;False;0;0;0;0;0;0;-1;24000000;-1;-1;-1;-1;-1;-1;0;0;0;0;0;0;3;3;0
4601;;0;0;0;50000;11010000;11000000;31000000;11010000;860000;861100;860200;860300;50000000;52000000;50010000;52020000;1032;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;1001;1051;130;300;1700;1400;900;-1;9500;-1;1;0;0;0;0;99;99;99;99;371;50;50;50;50;50;50;50;50;2;50;3;3;1;3;40;99;99;0;3;0;0;1;2;3;4;5;6;0;0;1;False;False;False;False;False;0;0;0;0;0;0;-1;24000000;-1;-1;-1;-1;-1;-1;0;0;0;0;0;0;3;3;0
4603;;0;0;0;50000;11030000;11000000;31000000;11030000;860000;861100;860200;860300;50000000;52000000;50010000;52020000;1032;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;1001;1051;130;300;1700;1400;900;-1;9500;-1;1;0;0;0;0;99;99;99;99;371;50;50;50;50;50;50;50;50;2;50;3;3;1;3;40;99;99;0;3;0;0;1;2;3;4;5;6;0;0;1;False;False;False;False;False;0;0;0;0;0;0;-1;24000000;-1;-1;-1;-1;-1;-1;0;0;0;0;0;0;3;3;0
4604;;0;0;0;50000;11040000;11000000;31000000;11040000;860000;861100;860200;860300;50000000;52000000;50010000;52020000;1032;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;1001;1051;130;300;1700;1400;900;-1;9500;-1;1;0;0;0;0;99;99;99;99;371;50;50;50;50;50;50;50;50;2;50;3;3;1;3;40;99;99;0;3;0;0;1;2;3;4;5;6;0;0;1;False;False;False;False;False;0;0;0;0;0;0;-1;24000000;-1;-1;-1;-1;-1;-1;0;0;0;0;0;0;3;3;0
4605;;0;0;0;50000;11050000;11000000;31000000;11050000;860000;861100;860200;860300;50000000;52000000;50010000;52020000;1032;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;1001;1051;130;300;1700;1400;900;-1;9500;-1;1;0;0;0;0;99;99;99;99;371;50;50;50;50;50;50;50;50;2;50;3;3;1;3;40;99;99;0;3;0;0;1;2;3;4;5;6;0;0;1;False;False;False;False;False;0;0;0;0;0;0;-1;24000000;-1;-1;-1;-1;-1;-1;0;0;0;0;0;0;3;3;0
4606;;0;0;0;50000;11060000;11000000;31000000;11060000;860000;861100;860200;860300;50000000;52000000;50010000;52020000;1032;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;1001;1051;130;300;1700;1400;900;-1;9500;-1;1;0;0;0;0;99;99;99;99;371;50;50;50;50;50;50;50;50;2;50;3;3;1;3;40;99;99;0;3;0;0;1;2;3;4;5;6;0;0;1;False;False;False;False;False;0;0;0;0;0;0;-1;24000000;-1;-1;-1;-1;-1;-1;0;0;0;0;0;0;3;3;0
4607;;0;0;0;50000;11070000;11000000;31000000;11070000;860000;861100;860200;860300;50000000;52000000;50010000;52020000;1032;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;1001;1051;130;300;1700;1400;900;-1;9500;-1;1;0;0;0;0;99;99;99;99;371;50;50;50;50;50;50;50;50;2;50;3;3;1;3;40;99;99;0;3;0;0;1;2;3;4;5;6;0;0;1;False;False;False;False;False;0;0;0;0;0;0;-1;24000000;-1;-1;-1;-1;-1;-1;0;0;0;0;0;0;3;3;0
4608;;0;0;0;50000;11080000;11000000;31000000;11080000;860000;861100;860200;860300;50000000;52000000;50010000;52020000;1032;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;1001;1051;130;300;1700;1400;900;-1;9500;-1;1;0;0;0;0;99;99;99;99;371;50;50;50;50;50;50;50;50;2;50;3;3;1;3;40;99;99;0;3;0;0;1;2;3;4;5;6;0;0;1;False;False;False;False;False;0;0;0;0;0;0;-1;24000000;-1;-1;-1;-1;-1;-1;0;0;0;0;0;0;3;3;0
4609;;0;0;0;50000;11090000;11000000;31000000;11090000;860000;861100;860200;860300;50000000;52000000;50010000;52020000;1032;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;1001;1051;130;300;1700;1400;900;-1;9500;-1;1;0;0;0;0;99;99;99;99;371;50;50;50;50;50;50;50;50;2;50;3;3;1;3;40;99;99;0;3;0;0;1;2;3;4;5;6;0;0;1;False;False;False;False;False;0;0;0;0;0;0;-1;24000000;-1;-1;-1;-1;-1;-1;0;0;0;0;0;0;3;3;0
4610;;0;0;0;50000;11100000;11000000;31000000;11100000;860000;861100;860200;860300;50000000;52000000;50010000;52020000;1032;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;1001;1051;130;300;1700;1400;900;-1;9500;-1;1;0;0;0;0;99;99;99;99;371;50;50;50;50;50;50;50;50;2;50;3;3;1;3;40;99;99;0;3;0;0;1;2;3;4;5;6;0;0;1;False;False;False;False;False;0;0;0;0;0;0;-1;24000000;-1;-1;-1;-1;-1;-1;0;0;0;0;0;0;3;3;0
4611;;0;0;0;50000;11110000;11000000;31000000;11110000;860000;861100;860200;860300;50000000;52000000;50010000;52020000;1032;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;1001;1051;130;300;1700;1400;900;-1;9500;-1;1;0;0;0;0;99;99;99;99;371;50;50;50;50;50;50;50;50;2;50;3;3;1;3;40;99;99;0;3;0;0;1;2;3;4;5;6;0;0;1;False;False;False;False;False;0;0;0;0;0;0;-1;24000000;-1;-1;-1;-1;-1;-1;0;0;0;0;0;0;3;3;0
4612;;0;0;0;50000;11120000;11000000;31000000;11120000;860000;861100;860200;860300;50000000;52000000;50010000;52020000;1032;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;1001;1051;130;300;1700;1400;900;-1;9500;-1;1;0;0;0;0;99;99;99;99;371;50;50;50;50;50;50;50;50;2;50;3;3;1;3;40;99;99;0;3;0;0;1;2;3;4;5;6;0;0;1;False;False;False;False;False;0;0;0;0;0;0;-1;24000000;-1;-1;-1;-1;-1;-1;0;0;0;0;0;0;3;3;0
4613;;0;0;0;50000;11130000;11000000;31000000;11130000;860000;861100;860200;860300;50000000;52000000;50010000;52020000;1032;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;1001;1051;130;300;1700;1400;900;-1;9500;-1;1;0;0;0;0;99;99;99;99;371;50;50;50;50;50;50;50;50;2;50;3;3;1;3;40;99;99;0;3;0;0;1;2;3;4;5;6;0;0;1;False;False;False;False;False;0;0;0;0;0;0;-1;24000000;-1;-1;-1;-1;-1;-1;0;0;0;0;0;0;3;3;0
4614;;0;0;0;50000;11140000;11000000;31000000;11140000;860000;861100;860200;860300;50000000;52000000;50010000;52020000;1032;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;1001;1051;130;300;1700;1400;900;-1;9500;-1;1;0;0;0;0;99;99;99;99;371;50;50;50;50;50;50;50;50;2;50;3;3;1;3;40;99;99;0;3;0;0;1;2;3;4;5;6;0;0;1;False;False;False;False;False;0;0;0;0;0;0;-1;24000000;-1;-1;-1;-1;-1;-1;0;0;0;0;0;0;3;3;0
4615;;0;0;0;50000;11150000;11000000;31000000;11150000;860000;861100;860200;860300;50000000;52000000;50010000;52020000;1032;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;1001;1051;130;300;1700;1400;900;-1;9500;-1;1;0;0;0;0;99;99;99;99;371;50;50;50;50;50;50;50;50;2;50;3;3;1;3;40;99;99;0;3;0;0;1;2;3;4;5;6;0;0;1;False;False;False;False;False;0;0;0;0;0;0;-1;24000000;-1;-1;-1;-1;-1;-1;0;0;0;0;0;0;3;3;0
4616;;0;0;0;50000;11160000;11000000;31000000;11160000;860000;861100;860200;860300;50000000;52000000;50010000;52020000;1032;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;1001;1051;130;300;1700;1400;900;-1;9500;-1;1;0;0;0;0;99;99;99;99;371;50;50;50;50;50;50;50;50;2;50;3;3;1;3;40;99;99;0;3;0;0;1;2;3;4;5;6;0;0;1;False;False;False;False;False;0;0;0;0;0;0;-1;24000000;-1;-1;-1;-1;-1;-1;0;0;0;0;0;0;3;3;0
4650;;0;0;0;50000;12000000;12000000;31000000;12000000;860000;861100;860200;860300;50000000;52000000;50010000;52020000;1032;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;1001;1051;130;300;1700;1400;900;-1;9500;-1;1;0;0;0;0;99;99;99;99;371;50;50;50;50;50;50;50;50;2;50;3;3;1;3;40;99;99;0;3;0;0;1;2;3;4;5;6;0;0;1;False;False;False;False;False;0;0;0;0;0;0;-1;24000000;-1;-1;-1;-1;-1;-1;0;0;0;0;0;0;3;3;0
4651;;0;0;0;50000;12010000;12000000;31000000;12010000;860000;861100;860200;860300;50000000;52000000;50010000;52020000;1032;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;1001;1051;130;300;1700;1400;900;-1;9500;-1;1;0;0;0;0;99;99;99;99;371;50;50;50;50;50;50;50;50;2;50;3;3;1;3;40;99;99;0;3;0;0;1;2;3;4;5;6;0;0;1;False;False;False;False;False;0;0;0;0;0;0;-1;24000000;-1;-1;-1;-1;-1;-1;0;0;0;0;0;0;3;3;0
4652;;0;0;0;50000;12020000;12000000;31000000;12020000;860000;861100;860200;860300;50000000;52000000;50010000;52020000;1032;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;1001;1051;130;300;1700;1400;900;-1;9500;-1;1;0;0;0;0;99;99;99;99;371;50;50;50;50;50;50;50;50;2;50;3;3;1;3;40;99;99;0;3;0;0;1;2;3;4;5;6;0;0;1;False;False;False;False;False;0;0;0;0;0;0;-1;24000000;-1;-1;-1;-1;-1;-1;0;0;0;0;0;0;3;3;0
4653;;0;0;0;50000;12060000;12000000;31000000;12060000;860000;861100;860200;860300;50000000;52000000;50010000;52020000;1032;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;1001;1051;130;300;1700;1400;900;-1;9500;-1;1;0;0;0;0;99;99;99;99;371;50;50;50;50;50;50;50;50;2;50;3;3;1;3;40;99;99;0;3;0;0;1;2;3;4;5;6;0;0;1;False;False;False;False;False;0;0;0;0;0;0;-1;24000000;-1;-1;-1;-1;-1;-1;0;0;0;0;0;0;3;3;0
4655;;0;0;0;50000;12080000;12000000;31000000;12080000;860000;861100;860200;860300;50000000;52000000;50010000;52020000;1032;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;1001;1051;130;300;1700;1400;900;-1;9500;-1;1;0;0;0;0;99;99;99;99;371;50;50;50;50;50;50;50;50;2;50;3;3;1;3;40;99;99;0;3;0;0;1;2;3;4;5;6;0;0;1;False;False;False;False;False;0;0;0;0;0;0;-1;24000000;-1;-1;-1;-1;-1;-1;0;0;0;0;0;0;3;3;0
4659;;0;0;0;50000;12130000;12000000;31000000;12130000;860000;861100;860200;860300;50000000;52000000;50010000;52020000;1032;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;1001;1051;130;300;1700;1400;900;-1;9500;-1;1;0;0;0;0;99;99;99;99;371;50;50;50;50;50;50;50;50;2;50;3;3;1;3;40;99;99;0;3;0;0;1;2;3;4;5;6;0;0;1;False;False;False;False;False;0;0;0;0;0;0;-1;24000000;-1;-1;-1;-1;-1;-1;0;0;0;0;0;0;3;3;0
4660;;0;0;0;50000;12140000;12000000;31000000;12140000;860000;861100;860200;860300;50000000;52000000;50010000;52020000;1032;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;1001;1051;130;300;1700;1400;900;-1;9500;-1;1;0;0;0;0;99;99;99;99;371;50;50;50;50;50;50;50;50;2;50;3;3;1;3;40;99;99;0;3;0;0;1;2;3;4;5;6;0;0;1;False;False;False;False;False;0;0;0;0;0;0;-1;24000000;-1;-1;-1;-1;-1;-1;0;0;0;0;0;0;3;3;0
4661;;0;0;0;50000;12150000;12000000;31000000;12150000;860000;861100;860200;860300;50000000;52000000;50010000;52020000;1032;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;1001;1051;130;300;1700;1400;900;-1;9500;-1;1;0;0;0;0;99;99;99;99;371;50;50;50;50;50;50;50;50;2;50;3;3;1;3;40;99;99;0;3;0;0;1;2;3;4;5;6;0;0;1;False;False;False;False;False;0;0;0;0;0;0;-1;24000000;-1;-1;-1;-1;-1;-1;0;0;0;0;0;0;3;3;0
4662;;0;0;0;50000;12160000;12000000;31000000;12160000;860000;861100;860200;860300;50000000;52000000;50010000;52020000;1032;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;1001;1051;130;300;1700;1400;900;-1;9500;-1;1;0;0;0;0;99;99;99;99;371;50;50;50;50;50;50;50;50;2;50;3;3;1;3;40;99;99;0;3;0;0;1;2;3;4;5;6;0;0;1;False;False;False;False;False;0;0;0;0;0;0;-1;24000000;-1;-1;-1;-1;-1;-1;0;0;0;0;0;0;3;3;0
4663;;0;0;0;50000;12170000;12000000;31000000;12170000;860000;861100;860200;860300;50000000;52000000;50010000;52020000;1032;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;1001;1051;130;300;1700;1400;900;-1;9500;-1;1;0;0;0;0;99;99;99;99;371;50;50;50;50;50;50;50;50;2;50;3;3;1;3;40;99;99;0;3;0;0;1;2;3;4;5;6;0;0;1;False;False;False;False;False;0;0;0;0;0;0;-1;24000000;-1;-1;-1;-1;-1;-1;0;0;0;0;0;0;3;3;0
4664;;0;0;0;50000;12180000;12000000;31000000;12180000;860000;861100;860200;860300;50000000;52000000;50010000;52020000;1032;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;1001;1051;130;300;1700;1400;900;-1;9500;-1;1;0;0;0;0;99;99;99;99;371;50;50;50;50;50;50;50;50;2;50;3;3;1;3;40;99;99;0;3;0;0;1;2;3;4;5;6;0;0;1;False;False;False;False;False;0;0;0;0;0;0;-1;24000000;-1;-1;-1;-1;-1;-1;0;0;0;0;0;0;3;3;0
4665;;0;0;0;50000;12190000;12000000;31000000;12190000;860000;861100;860200;860300;50000000;52000000;50010000;52020000;1032;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;1001;1051;130;300;1700;1400;900;-1;9500;-1;1;0;0;0;0;99;99;99;99;371;50;50;50;50;50;50;50;50;2;50;3;3;1;3;40;99;99;0;3;0;0;1;2;3;4;5;6;0;0;1;False;False;False;False;False;0;0;0;0;0;0;-1;24000000;-1;-1;-1;-1;-1;-1;0;0;0;0;0;0;3;3;0
4666;;0;0;0;50000;12200000;12000000;31000000;12200000;860000;861100;860200;860300;50000000;52000000;50010000;52020000;1032;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;1001;1051;130;300;1700;1400;900;-1;9500;-1;1;0;0;0;0;99;99;99;99;371;50;50;50;50;50;50;50;50;2;50;3;3;1;3;40;99;99;0;3;0;0;1;2;3;4;5;6;0;0;1;False;False;False;False;False;0;0;0;0;0;0;-1;24000000;-1;-1;-1;-1;-1;-1;0;0;0;0;0;0;3;3;0
4667;;0;0;0;50000;12210000;11000000;31000000;12210000;860000;861100;860200;860300;50000000;52000000;50010000;52020000;1032;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;1001;1051;130;300;1700;1400;900;-1;9500;-1;1;0;0;0;0;99;99;99;99;371;50;50;50;50;50;50;50;50;2;50;3;3;1;3;40;99;99;0;3;0;0;1;2;3;4;5;6;0;0;1;False;False;False;False;False;0;0;0;0;0;0;-1;24000000;-1;-1;-1;-1;-1;-1;0;0;0;0;0;0;3;3;0
4700;;0;0;0;50000;13000000;13000000;31000000;13000000;860000;861100;860200;860300;50000000;52000000;50010000;52020000;1032;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;1001;1051;130;300;1700;1400;900;-1;9500;-1;1;0;0;0;0;99;99;99;99;371;50;50;50;50;50;50;50;50;2;50;3;3;1;3;40;99;99;0;3;0;0;1;2;3;4;5;6;0;0;1;False;False;False;False;False;0;0;0;0;0;0;-1;24000000;-1;-1;-1;-1;-1;-1;0;0;0;0;0;0;3;3;0
4701;;0;0;0;50000;13010000;13000000;31000000;13010000;860000;861100;860200;860300;50000000;52000000;50010000;52020000;1032;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;1001;1051;130;300;1700;1400;900;-1;9500;-1;1;0;0;0;0;99;99;99;99;371;50;50;50;50;50;50;50;50;2;50;3;3;1;3;40;99;99;0;3;0;0;1;2;3;4;5;6;0;0;1;False;False;False;False;False;0;0;0;0;0;0;-1;24000000;-1;-1;-1;-1;-1;-1;0;0;0;0;0;0;3;3;0
4702;;0;0;0;50000;13020000;13000000;31000000;13020000;860000;861100;860200;860300;50000000;52000000;50010000;52020000;1032;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;1001;1051;130;300;1700;1400;900;-1;9500;-1;1;0;0;0;0;99;99;99;99;371;50;50;50;50;50;50;50;50;2;50;3;3;1;3;40;99;99;0;3;0;0;1;2;3;4;5;6;0;0;1;False;False;False;False;False;0;0;0;0;0;0;-1;24000000;-1;-1;-1;-1;-1;-1;0;0;0;0;0;0;3;3;0
4703;;0;0;0;50000;13030000;13000000;31000000;13030000;860000;861100;860200;860300;50000000;52000000;50010000;52020000;1032;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;1001;1051;130;300;1700;1400;900;-1;9500;-1;1;0;0;0;0;99;99;99;99;371;50;50;50;50;50;50;50;50;2;50;3;3;1;3;40;99;99;0;3;0;0;1;2;3;4;5;6;0;0;1;False;False;False;False;False;0;0;0;0;0;0;-1;24000000;-1;-1;-1;-1;-1;-1;0;0;0;0;0;0;3;3;0
4704;;0;0;0;50000;13040000;13000000;31000000;13040000;860000;861100;860200;860300;50000000;52000000;50010000;52020000;1032;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;1001;1051;130;300;1700;1400;900;-1;9500;-1;1;0;0;0;0;99;99;99;99;371;50;50;50;50;50;50;50;50;2;50;3;3;1;3;40;99;99;0;3;0;0;1;2;3;4;5;6;0;0;1;False;False;False;False;False;0;0;0;0;0;0;-1;24000000;-1;-1;-1;-1;-1;-1;0;0;0;0;0;0;3;3;0
4750;;0;0;0;50000;14000000;14000000;31000000;14000000;860000;861100;860200;860300;50000000;52000000;50010000;52020000;1032;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;1001;1051;130;300;1700;1400;900;-1;9500;-1;1;0;0;0;0;99;99;99;99;371;50;50;50;50;50;50;50;50;2;50;3;3;1;3;40;99;99;0;3;0;0;1;2;3;4;5;6;0;0;1;False;False;False;False;False;0;0;0;0;0;0;-1;24000000;-1;-1;-1;-1;-1;-1;0;0;0;0;0;0;3;3;0
4751;;0;0;0;50000;14010000;14000000;31000000;14010000;860000;861100;860200;860300;50000000;52000000;50010000;52020000;1032;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;1001;1051;130;300;1700;1400;900;-1;9500;-1;1;0;0;0;0;99;99;99;99;371;50;50;50;50;50;50;50;50;2;50;3;3;1;3;40;99;99;0;3;0;0;1;2;3;4;5;6;0;0;1;False;False;False;False;False;0;0;0;0;0;0;-1;24000000;-1;-1;-1;-1;-1;-1;0;0;0;0;0;0;3;3;0
4752;;0;0;0;50000;14020000;14000000;31000000;14020000;860000;861100;860200;860300;50000000;52000000;50010000;52020000;1032;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;1001;1051;130;300;1700;1400;900;-1;9500;-1;1;0;0;0;0;99;99;99;99;371;50;50;50;50;50;50;50;50;2;50;3;3;1;3;40;99;99;0;3;0;0;1;2;3;4;5;6;0;0;1;False;False;False;False;False;0;0;0;0;0;0;-1;24000000;-1;-1;-1;-1;-1;-1;0;0;0;0;0;0;3;3;0
4753;;0;0;0;50000;14030000;14000000;31000000;14030000;860000;861100;860200;860300;50000000;52000000;50010000;52020000;1032;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;1001;1051;130;300;1700;1400;900;-1;9500;-1;1;0;0;0;0;99;99;99;99;371;50;50;50;50;50;50;50;50;2;50;3;3;1;3;40;99;99;0;3;0;0;1;2;3;4;5;6;0;0;1;False;False;False;False;False;0;0;0;0;0;0;-1;24000000;-1;-1;-1;-1;-1;-1;0;0;0;0;0;0;3;3;0
4754;;0;0;0;50000;14040000;14000000;31000000;14040000;860000;861100;860200;860300;50000000;52000000;50010000;52020000;1032;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;1001;1051;130;300;1700;1400;900;-1;9500;-1;1;0;0;0;0;99;99;99;99;371;50;50;50;50;50;50;50;50;2;50;3;3;1;3;40;99;99;0;3;0;0;1;2;3;4;5;6;0;0;1;False;False;False;False;False;0;0;0;0;0;0;-1;24000000;-1;-1;-1;-1;-1;-1;0;0;0;0;0;0;3;3;0
4755;;0;0;0;50000;14050000;14000000;31000000;14050000;860000;861100;860200;860300;50000000;52000000;50010000;52020000;1032;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;1001;1051;130;300;1700;1400;900;-1;9500;-1;1;0;0;0;0;99;99;99;99;371;50;50;50;50;50;50;50;50;2;50;3;3;1;3;40;99;99;0;3;0;0;1;2;3;4;5;6;0;0;1;False;False;False;False;False;0;0;0;0;0;0;-1;24000000;-1;-1;-1;-1;-1;-1;0;0;0;0;0;0;3;3;0
4756;;0;0;0;50000;14060000;14000000;31000000;14060000;860000;861100;860200;860300;50000000;52000000;50010000;52020000;1032;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;1001;1051;130;300;1700;1400;900;-1;9500;-1;1;0;0;0;0;99;99;99;99;371;50;50;50;50;50;50;50;50;2;50;3;3;1;3;40;99;99;0;3;0;0;1;2;3;4;5;6;0;0;1;False;False;False;False;False;0;0;0;0;0;0;-1;24000000;-1;-1;-1;-1;-1;-1;0;0;0;0;0;0;3;3;0
