Row ID;Row Name;Ongoing Visual FX ID;Ongoing Sound FX ID;Initial Visual FX ID;Initial Sound FX ID;Finish Visual FX ID;Finish Sound FX ID;Hide Start Distance;Hide End Distance;Transform - Protector ID;Ongoing Model Point ID;Initial Model Point ID;Finish Model Point ID;Effect Type;Weapon Enchant ID 0;Play Category;Play Priority;Large Effect Exists;Soul Effect Exists;Invisible Whilst Hidden;Enable Hide Fields;Invisible in Camouflage for Friend;Add Map Area Block Offset;Enable Half Hidden;Is Full Body Protector ID;Is Invisible Weapon;Is Silent;Is Hand Protector ID;Unk1;Unk2;Unk3;Unk4;Unk5;Decal ID 0;Decal ID 1;Weapon Enchant ID 1;Effect VFX Type 0;Effect VFX Type 1;Body Protector Type;Effect VFX - Dummy ID 0;Effect VFX - Dummy ID 1;Effect VFX - Dummy ID 2;Effect VFX - Dummy ID 3;Effect VFX - Dummy ID 4;Effect VFX - Dummy ID 5;Effect VFX - Dummy ID 6;Effect VFX - Dummy ID 7;Effect VFX - Dummy ID 8;Effect VFX - Dummy ID 9;Effect VFX - Dummy ID 10;Effect VFX - Dummy ID 11;Effect VFX - Dummy ID 12;Effect VFX - Dummy ID 13;Effect VFX - Dummy ID 14;Effect VFX - Dummy ID 15;Unk6;Phantom Type;Camouflage Ghost;Unk7;Phantom Param ID;Emissive Intensity Scale;Unk8;Body Protector Val;Unk9;Ember Intensity Scale;Unk10;Unk11;Unk12;Unk13
5350;;4500;-1;-1;-1;-1;-1;-1;-1;-1;905;-1;-1;0;0;3;60;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;-1;-1;0;0;0;0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;0;0;0;0;0;-1;0;0;0;0;65535;0;0;0
5352;;301202;-1;-1;-1;-1;-1;-1;-1;-1;220;-1;-1;0;0;3;80;False;False;False;False;False;False;False;False;False;False;True;True;True;False;False;False;-1;-1;0;0;0;0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;0;0;0;0;0;-1;0;0;0;0;65535;0;0;0
5354;;301212;-1;-1;-1;-1;-1;-1;-1;-1;905;-1;-1;0;0;3;70;False;False;False;False;False;False;False;False;False;False;False;True;True;False;False;False;-1;-1;0;0;0;0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;0;0;0;0;0;-1;0;0;0;0;65535;0;0;0
5356;;301222;-1;-1;-1;-1;-1;-1;-1;-1;905;-1;-1;0;0;3;70;False;False;False;False;False;False;False;False;False;False;False;True;True;False;False;False;-1;-1;0;0;0;0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;0;0;0;0;0;-1;0;0;0;0;65535;0;0;0
5358;;301232;-1;-1;-1;-1;-1;-1;-1;-1;905;-1;-1;0;0;3;70;False;False;False;False;False;False;False;False;False;False;False;True;True;False;False;False;-1;-1;0;0;0;0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;0;0;0;0;0;-1;0;0;0;0;65535;0;0;0
5360;;301242;-1;-1;-1;-1;-1;-1;-1;-1;905;-1;-1;0;0;3;70;False;False;False;False;False;False;False;False;False;False;False;True;True;False;False;False;-1;-1;0;0;0;0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;0;0;0;0;0;-1;0;0;0;0;65535;0;0;0
5362;;301252;-1;-1;-1;-1;-1;-1;-1;-1;220;-1;-1;0;0;3;100;False;False;False;False;False;False;False;False;False;False;True;True;True;False;False;False;-1;-1;0;0;0;0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;0;0;0;0;0;-1;0;0;0;0;65535;0;0;0
5364;;301262;-1;-1;-1;-1;-1;-1;-1;-1;220;-1;-1;0;0;3;100;False;False;False;False;False;False;False;False;False;False;True;True;True;False;False;False;-1;-1;0;0;0;0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;0;0;0;0;0;-1;0;0;0;0;65535;0;0;0
5366;;301232;-1;528152;-1;-1;-1;-1;-1;-1;905;220;-1;0;0;3;90;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;-1;-1;0;0;0;0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;0;0;0;0;0;-1;0;0;0;0;65535;0;0;0
5370;;301352;-1;301351;-1;-1;-1;-1;-1;-1;905;905;-1;0;0;3;70;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;-1;-1;0;0;0;0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;0;0;0;0;0;-1;0;0;0;0;0;0;0;0
5372;;301362;-1;301361;-1;-1;-1;-1;-1;-1;905;905;-1;0;0;3;70;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;-1;-1;0;0;0;0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;0;0;0;0;0;-1;0;0;0;0;0;0;0;0
5374;;301602;-1;-1;-1;-1;-1;-1;-1;-1;220;-1;-1;0;0;0;0;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;-1;-1;0;0;0;0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;0;0;0;0;0;-1;0;0;0;0;0;0;0;0
5376;;-1;-1;302181;-1;-1;-1;-1;-1;-1;-1;7;-1;0;0;0;0;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;-1;-1;0;0;0;0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;0;0;0;0;0;-1;0;0;0;0;65535;0;0;0
5380;;4190;-1;-1;-1;-1;-1;-1;-1;-1;7;-1;-1;0;0;4;65;True;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;-1;-1;0;0;0;0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;0;0;0;0;0;-1;0;0;0;0;65535;0;0;0
5385;;4100;-1;-1;-1;-1;-1;-1;-1;-1;7;-1;-1;0;0;4;65;True;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;-1;-1;0;0;0;0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;0;0;0;0;0;-1;0;0;0;0;65535;0;0;0
5386;;4240;-1;-1;-1;-1;-1;-1;-1;-1;7;-1;-1;0;0;4;65;True;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;-1;-1;0;0;0;0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;0;0;0;0;0;-1;0;0;0;0;65535;0;0;0
5400;;302420;-1;-1;-1;-1;-1;-1;-1;-1;160;-1;-1;0;0;0;0;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;-1;-1;0;0;0;0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;0;0;0;0;0;-1;0;0;0;0;65535;0;0;0
5401;;302421;-1;-1;-1;-1;-1;-1;-1;-1;160;-1;-1;0;0;0;0;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;-1;-1;0;0;0;0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;0;0;0;0;0;-1;0;0;0;0;65535;0;0;0
5505;;331201;-1;-1;-1;-1;-1;-1;-1;-1;200;-1;-1;0;0;0;0;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;-1;-1;0;0;0;0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;0;0;0;0;0;-1;0;0;0;0;65535;0;0;0
5507;;330000;-1;-1;-1;-1;-1;-1;-1;-1;220;-1;-1;0;0;0;0;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;-1;-1;0;0;0;0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;0;0;0;0;0;-1;0;0;0;0;65535;0;0;0
5520;;331211;-1;-1;-1;-1;-1;-1;-1;-1;220;-1;-1;0;0;0;0;False;False;False;False;False;False;False;False;False;False;True;True;True;False;False;False;-1;-1;0;0;0;0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;0;0;0;0;0;-1;0;0;0;0;65535;0;0;0
5530;;331301;-1;-1;-1;-1;-1;-1;-1;-1;200;-1;-1;0;0;0;0;False;False;False;False;False;False;False;False;False;False;True;True;True;False;False;False;-1;-1;0;0;0;0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;0;0;0;0;0;-1;0;0;0;0;65535;0;0;0
5600;;302152;302152;-1;-1;-1;-1;-1;-1;-1;200;-1;-1;0;0;3;70;False;False;False;False;False;False;False;False;False;False;True;True;True;False;False;False;-1;-1;0;0;0;0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;0;0;0;0;0;-1;0;0;0;0;65535;0;0;0
5610;;301372;302152;-1;-1;-1;-1;-1;-1;-1;200;-1;-1;0;0;3;70;False;False;False;False;False;False;False;False;False;False;True;True;True;False;False;False;-1;-1;0;0;0;0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;0;0;0;0;0;-1;0;0;0;0;65535;0;0;0
5700;;4110;-1;-1;-1;-1;-1;-1;-1;-1;905;-1;-1;0;0;4;34;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;-1;-1;0;0;0;0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;0;0;0;0;0;-1;0;0;0;0;65535;0;0;0
5800;;4500;-1;-1;-1;-1;-1;-1;-1;-1;905;-1;-1;0;0;0;0;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;-1;-1;0;0;0;0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;0;0;0;0;0;-1;0;0;0;0;65535;0;0;0
5801;;333201;-1;-1;-1;-1;-1;-1;-1;-1;905;-1;-1;0;0;0;0;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;-1;-1;0;0;0;0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;0;0;0;0;0;-1;0;0;0;0;65535;0;0;0
5802;;331901;-1;-1;-1;-1;-1;-1;-1;-1;905;-1;-1;0;0;0;0;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;-1;-1;0;0;0;0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;0;0;0;0;0;-1;0;0;0;0;65535;0;0;0
5803;;333001;-1;-1;-1;-1;-1;-1;-1;-1;905;-1;-1;0;0;0;0;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;-1;-1;0;0;0;0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;0;0;0;0;0;-1;0;0;0;0;65535;0;0;0
5804;;333101;-1;-1;-1;-1;-1;-1;-1;-1;905;-1;-1;0;0;0;0;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;-1;-1;0;0;0;0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;0;0;0;0;0;-1;0;0;0;0;65535;0;0;0
5805;;331801;-1;-1;-1;-1;-1;-1;-1;-1;905;-1;-1;0;0;0;0;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;-1;-1;0;0;0;0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;0;0;0;0;0;-1;0;0;0;0;65535;0;0;0
5806;;4500;-1;-1;-1;-1;-1;-1;-1;-1;905;-1;-1;0;0;0;0;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;-1;-1;0;0;0;0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;0;0;0;0;0;-1;0;0;0;0;65535;0;0;0
5807;;332202;-1;-1;-1;-1;-1;-1;-1;-1;905;-1;-1;0;0;0;0;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;-1;-1;0;0;0;0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;0;0;0;0;0;-1;0;0;0;0;65535;0;0;0
5820;;301352;-1;-1;-1;-1;-1;-1;-1;-1;905;-1;-1;0;0;3;70;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;-1;-1;0;0;0;0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;0;0;0;0;0;-1;0;0;0;0;65535;0;0;0
5821;;4720;-1;-1;-1;-1;-1;-1;-1;-1;905;-1;-1;0;0;3;70;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;-1;-1;0;0;0;0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;0;0;0;0;0;-1;0;0;0;0;65535;0;0;0
5822;;4710;-1;-1;-1;-1;-1;-1;-1;-1;905;-1;-1;0;0;3;70;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;-1;-1;0;0;0;0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;0;0;0;0;0;-1;0;0;0;0;65535;0;0;0
5823;;4730;-1;-1;-1;-1;-1;-1;-1;-1;905;-1;-1;0;0;3;70;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;-1;-1;0;0;0;0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;0;0;0;0;0;-1;0;0;0;0;65535;0;0;0
5824;;4740;-1;-1;-1;-1;-1;-1;-1;-1;905;-1;-1;0;0;3;70;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;-1;-1;0;0;0;0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;0;0;0;0;0;-1;0;0;0;0;65535;0;0;0
5825;;331501;-1;-1;-1;-1;-1;-1;-1;-1;905;-1;-1;0;0;0;0;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;-1;-1;0;0;0;0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;0;0;0;0;0;-1;0;0;0;0;65535;0;0;0
5826;;331401;-1;-1;-1;-1;-1;-1;-1;-1;905;-1;-1;0;0;0;0;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;-1;-1;0;0;0;0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;0;0;0;0;0;-1;0;0;0;0;65535;0;0;0
5827;;331601;-1;331600;-1;-1;-1;-1;-1;-1;905;905;-1;0;0;0;0;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;-1;-1;0;0;0;0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;0;0;0;0;0;-1;0;0;0;0;65535;0;0;0
5842;;302222;-1;-1;-1;-1;-1;-1;-1;-1;220;-1;-1;0;0;3;50;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;-1;-1;0;0;0;0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;0;0;0;0;0;-1;0;0;0;0;65535;0;0;0
5846;;331211;-1;-1;-1;-1;-1;-1;-1;-1;220;-1;-1;0;0;0;0;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;-1;-1;0;0;0;0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;0;0;0;0;0;-1;0;0;0;0;65535;0;0;0
5847;;301242;-1;-1;-1;-1;-1;-1;-1;-1;905;-1;-1;0;0;0;0;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;-1;-1;0;0;0;0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;0;0;0;0;0;-1;0;0;0;0;65535;0;0;0
5848;;330401;-1;-1;-1;-1;-1;-1;-1;-1;220;-1;-1;0;0;0;0;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;-1;-1;0;0;0;0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;0;0;0;0;0;-1;0;0;0;0;65535;0;0;0
5849;;330301;-1;-1;-1;-1;-1;-1;-1;-1;905;-1;-1;0;0;0;0;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;-1;-1;0;0;0;0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;0;0;0;0;0;-1;0;0;0;0;65535;0;0;0
5850;;301202;-1;-1;-1;-1;-1;-1;-1;-1;220;-1;-1;0;0;0;0;False;False;False;False;False;False;False;False;False;False;True;True;True;False;False;False;-1;-1;0;0;0;0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;0;0;0;0;0;-1;0;0;0;0;65535;0;0;0
5860;;330111;-1;-1;-1;-1;-1;-1;-1;-1;905;-1;-1;0;0;0;0;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;-1;-1;0;0;0;0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;0;0;0;0;0;-1;0;0;0;0;65535;0;0;0
5865;;4500;524402;301271;-1;-1;-1;-1;-1;-1;905;905;-1;0;0;0;0;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;-1;-1;0;0;0;0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;0;0;0;0;0;-1;0;0;0;0;65535;0;0;0
5866;;331411;-1;-1;-1;-1;-1;-1;-1;-1;905;-1;-1;0;0;0;0;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;-1;-1;0;0;0;0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;0;0;0;0;0;-1;0;0;0;0;65535;0;0;0
5890;;-1;-1;301002;-1;-1;-1;-1;-1;-1;-1;8;-1;0;0;0;0;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;-1;-1;0;0;0;0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;0;0;0;0;0;-1;0;0;0;0;65535;0;0;0
6000;;440111;440111;-1;-1;-1;-1;-1;-1;-1;200;-1;-1;0;0;3;0;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;-1;-1;0;0;0;0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;0;0;0;0;0;-1;0;0;0;0;65535;0;0;0
6001;;440111;440111;-1;-1;-1;-1;-1;-1;-1;200;-1;-1;0;0;3;0;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;-1;-1;0;0;0;0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;0;0;0;0;0;-1;0;0;0;0;65535;0;0;0
6010;;402040;-1;-1;-1;-1;-1;-1;-1;-1;100;-1;-1;0;0;3;0;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;-1;-1;0;0;0;0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;0;0;0;0;0;-1;0;0;0;0;65535;0;0;0
7000;;302800;-1;-1;-1;-1;-1;-1;-1;-1;7;-1;-1;0;0;0;45;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;-1;-1;0;0;0;0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;0;0;0;0;0;-1;0;0;0;0;65535;0;0;0
7001;;302810;-1;-1;-1;-1;-1;-1;-1;-1;7;-1;-1;0;0;0;45;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;-1;-1;0;0;0;0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;0;0;0;0;0;-1;0;0;0;0;65535;0;0;0
7002;;302820;-1;-1;-1;-1;-1;-1;-1;-1;7;-1;-1;0;0;0;45;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;-1;-1;0;0;0;0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;0;0;0;0;0;-1;0;0;0;0;65535;0;0;0
7003;;302830;-1;-1;-1;-1;-1;-1;-1;-1;7;-1;-1;0;0;0;45;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;-1;-1;0;0;0;0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;0;0;0;0;0;-1;0;0;0;0;65535;0;0;0
7004;;302840;-1;-1;-1;-1;-1;-1;-1;-1;7;-1;-1;0;0;0;45;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;-1;-1;0;0;0;0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;0;0;0;0;0;-1;0;0;0;0;65535;0;0;0
7920;;303001;303001;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;1;2;0;0;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;-1;-1;0;0;2;0;10300;-1;11300;-1;10310;-1;11310;-1;10320;-1;11320;-1;10330;-1;11330;-1;0;0;0;0;0;-1;0;0;0;0;65535;0;0;0
7930;;636665;366110000;-1;-1;-1;-1;-1;-1;-1;220;-1;-1;0;0;0;0;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;-1;-1;0;0;0;0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;0;0;0;0;0;-1;0;0;0;0;65535;0;0;0
7940;;525602;525602;-1;-1;-1;-1;-1;-1;-1;200;-1;-1;0;0;3;50;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;-1;-1;0;0;0;0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;0;0;0;0;0;-1;0;0;0;0;65535;0;0;0
7950;;525602;525602;-1;-1;-1;-1;-1;-1;-1;200;-1;-1;0;0;3;50;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;-1;-1;0;0;0;0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;0;0;0;0;0;-1;0;0;0;0;65535;0;0;0
7960;;525602;525602;-1;-1;-1;-1;-1;-1;-1;200;-1;-1;0;0;3;50;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;-1;-1;0;0;0;0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;0;0;0;0;0;-1;0;0;0;0;65535;0;0;0
7970;;303061;303061;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;1;3;0;0;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;-1;-1;0;0;3;0;10300;-1;11300;-1;10310;-1;11310;-1;10320;-1;11320;-1;10330;-1;11330;-1;0;0;0;0;0;-1;0;0;0;0;65535;0;0;0
7980;;-1;-1;525083;-1;-1;-1;-1;-1;-1;-1;220;-1;0;0;0;0;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;-1;-1;0;0;0;0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;0;0;0;0;0;-1;0;0;0;0;65535;0;0;0
7990;;-1;-1;525083;-1;-1;-1;-1;-1;-1;-1;220;-1;0;0;0;0;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;-1;-1;0;0;0;0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;0;0;0;0;0;-1;0;0;0;0;65535;0;0;0
8000;;524352;-1;-1;-1;-1;-1;-1;-1;-1;18;-1;-1;0;1;0;0;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;-1;-1;0;0;0;0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;0;0;0;0;0;-1;0;0;0;0;65535;0;0;0
8010;;525046;-1;525006;-1;-1;-1;-1;-1;-1;220;220;-1;0;0;3;90;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;-1;-1;0;0;0;0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;0;0;0;0;0;-1;0;0;0;0;65535;0;0;0
8020;;525006;-1;-1;-1;-1;-1;-1;-1;-1;220;-1;-1;0;0;3;90;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;-1;-1;0;0;0;0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;0;0;0;0;0;-1;0;0;0;0;65535;0;0;0
8030;;525902;-1;-1;-1;-1;-1;-1;-1;-1;18;-1;-1;0;1;0;0;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;-1;-1;0;0;0;0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;0;0;0;0;0;-1;0;0;0;0;65535;0;0;0
8040;;303111;303111;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;1;6;0;0;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;-1;-1;0;0;6;0;10300;-1;11300;-1;10310;-1;11310;-1;10320;-1;11320;-1;10330;-1;11330;-1;0;0;0;0;0;-1;0;0;0;0;65535;0;0;0
8050;;303071;303071;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;1;1;0;0;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;-1;-1;0;0;1;0;10300;-1;11300;-1;10310;-1;11310;-1;10320;-1;11320;-1;10330;-1;11330;-1;0;0;0;0;0;-1;0;0;0;0;65535;0;0;0
8060;;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;1;0;0;0;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;-1;-1;0;0;0;0;10300;-1;11300;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;0;0;0;0;0;-1;0;0;0;0;65535;0;0;0
8070;;-1;-1;523264;-1;-1;-1;-1;-1;-1;-1;900;-1;0;0;0;0;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;-1;-1;0;0;0;0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;0;0;0;0;0;-1;0;0;0;0;65535;0;0;0
8080;;523302;-1;-1;-1;-1;-1;-1;-1;-1;19;-1;-1;2;1;0;0;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;-1;-1;0;0;1;0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;0;0;0;0;0;-1;0;0;0;0;65535;0;0;0
8090;;303061;303061;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;1;5;0;0;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;-1;-1;0;0;5;0;10300;-1;11300;-1;10310;-1;11310;-1;10320;-1;11320;-1;10330;-1;11330;-1;0;0;0;0;0;-1;0;0;0;0;65535;0;0;0
