Row ID,Row Name,UnkC
8070700,Monk's Sacred Flameblade,5.5
8070800,Monk's Magic Flameblade,5.5
8070900,Monk's Cold Flameblade,5.5
8071000,Monk's Poison Flameblade,5.5
8071100,Monk's Blood Flameblade,5.5
8071200,Monk's Occult Flameblade,5.5
8080000,Beastman's Cleaver,5.5
8080100,Beastman's Heavy Cleaver,5.5
8080200,Beastman's Keen Cleaver,5.5
8080300,Beastman's Quality Cleaver,5.5
8080400,Beastman's Fire Cleaver,5.5
8080500,Beastman's Flame Art Cleaver,5.5
8080600,Beastman's Lightning Cleaver,5.5
8080700,Beastman's Sacred Cleaver,5.5
8080800,Beastman's Magic Cleaver,5.5
8080900,Beastman's Cold Cleaver,5.5
8081000,Beastman's Poison Cleaver,5.5
8081100,Beastman's Blood Cleaver,5.5
8081200,Beastman's Occult Cleaver,5.5
8100000,Morgott's Cursed Sword,5.5
8900000,,5.5
9000000,Uchigatana,5
9000100,Heavy Uchigatana,5
9000200,Keen Uchigatana,5
9000300,Quality Uchigatana,5
9000400,Fire Uchigatana,5
9000500,Flame Art Uchigatana,5
9000600,Lightning Uchigatana,5
9000700,Sacred Uchigatana,5
9000800,Magic Uchigatana,5
9000900,Cold Uchigatana,5
9001000,Poison Uchigatana,5
9001100,Blood Uchigatana,5
9001200,Occult Uchigatana,5
9010000,Nagakiba,5
9010100,Heavy Nagakiba,5
9010200,Keen Nagakiba,5
9010300,Quality Nagakiba,5
9010400,Fire Nagakiba,5
9010500,Flame Art Nagakiba,5
9010600,Lightning Nagakiba,5
9010700,Sacred Nagakiba,5
9010800,Magic Nagakiba,5
9010900,Cold Nagakiba,5
9011000,Poison Nagakiba,5
9011100,Blood Nagakiba,5
9011200,Occult Nagakiba,5
9020000,Hand of Malenia,5
9030000,Meteoric Ore Blade,5
9040000,Rivers of Blood,5
9060000,Moonveil,5
9070000,Dragonscale Blade,5
9080000,Serpentbone Blade,5
9080100,Heavy Serpentbone Blade,5
9080200,Keen Serpentbone Blade,5
9080300,Quality Serpentbone Blade,5
9080400,Fire Serpentbone Blade,5
9080500,Flame Art Serpentbone Blade,5
9080600,Lightning Serpentbone Blade,5
9080700,Sacred Serpentbone Blade,5
9080800,Magic Serpentbone Blade,5
9080900,Cold Serpentbone Blade,5
9081000,Poison Serpentbone Blade,5
9081100,Blood Serpentbone Blade,5
9081200,Occult Serpentbone Blade,5
9900000,,5
9910000,,5
9911000,,5
9920000,,5
9930000,,5
10000000,Twinblade,5
10000100,Heavy Twinblade,5
10000200,Keen Twinblade,5
10000300,Quality Twinblade,5
10000400,Fire Twinblade,5
10000500,Flame Art Twinblade,5
10000600,Lightning Twinblade,5
10000700,Sacred Twinblade,5
10000800,Magic Twinblade,5
10000900,Cold Twinblade,5
10001000,Poison Twinblade,5
10001100,Bloody Twinblade,5
10001200,Occult Twinblade,5
10010000,Godskin Peeler,5
10010100,Heavy Godskin Peeler,5
10010200,Keen Godskin Peeler,5
10010300,Quality Godskin Peeler,5
10010400,Fire Godskin Peeler,5
10010500,Flame Art Godskin Peeler,5
10010600,Lightning Godskin Peeler,5
10010700,Sacred Godskin Peeler,5
10010800,Magic Godskin Peeler,5
10010900,Cold Godskin Peeler,5
10011000,Poison Godskin Peeler,5
10011100,Blood Godskin Peeler,5
10011200,Occult Godskin Peeler,5
10030000,Twinned Knight Swords,5
10030100,Heavy Twinned Knight Swords,5
10030200,Keen Twinned Knight Swords,5
10030300,Quality Twinned Knight Swords,5
10030400,Fire Twinned Knight Swords,5
10030500,Flame Art Twinned Knight Swords,5
10030600,Lightning Twinned Knight Swords,5
10030700,Sacred Twinned Knight Swords,5
10030800,Magic Twinned Knight Swords,5
10030900,Cold Twinned Knight Swords,5
10031000,Poison Twinned Knight Swords,5
10031100,Blood Twinned Knight Swords,5
10031200,Occult Twinned Knight Swords,5
10050000,Eleonora's Poleblade,5
10080000,Gargoyle's Twinblade,5
10080100,Gargoyle's Heavy Twinblade,5
10080200,Gargoyle's Keen Twinblade,5
10080300,Gargoyle's Quality Twinblade,5
10080400,Gargoyle's Fire Twinblade,5
10080500,Gargoyle's Flame Art Twinblade,5
10080600,Gargoyle's Lightning Twinblade,5
10080700,Gargoyle's Sacred Twinblade,5
10080800,Gargoyle's Magic Twinblade,5
10080900,Gargoyle's Cold Twinblade,5
10081000,Gargoyle's Poison Twinblade,5
10081100,Gargoyle's Blood Twinblade,5
10081200,Gargoyle's Occult Twinblade,5
10090000,Gargoyle's Black Blades,5
11000000,Mace,6
11000100,Heavy Mace,6
11000200,Keen Mace,6
11000300,Quality Mace,6
11000400,Fire Mace,6
11000500,Flame Art Mace,6
11000600,Lightning Mace,6
11000700,Sacred Mace,6
11000800,Magic Mace,6
11000900,Cold Mace,6
11001000,Poison Mace,6
11001100,Blood Mace,6
11001200,Occult Mace,6
11010000,Club,6
11010100,Heavy Club,6
11010200,Keen Club,6
11010300,Quality Club,6
11010400,Fire Club,6
11010500,Flame Art Club,6
11010600,Lightning Club,6
11010700,Sacred Club,6
11010800,Magic Club,6
11010900,Cold Club,6
11011000,Poison Club,6
11011100,Bloody Club,6
11011200,Occult Club,6
11030000,Curved Club,6
11030100,Heavy Curved Club,6
11030200,Keen Curved Club,6
11030300,Quality Curved Club,6
11030400,Fire Curved Club,6
11030500,Flame Art Curved Club,6
11030600,Lightning Curved Club,6
11030700,Sacred Curved Club,6
11030800,Magic Curved Club,6
11030900,Cold Curved Club,6
11031000,Poison Curved Club,6
11031100,Blood Curved Club,6
11031200,Occult Curved Club,6
11040000,Warpick,6
11040100,Heavy Warpick,6
11040200,Keen Warpick,6
11040300,Quality Warpick,6
11040400,Fire Warpick,6
11040500,Flame Art Warpick,6
11040600,Lightning Warpick,6
11040700,Sacred Warpick,6
11040800,Magic Warpick,6
11040900,Cold Warpick,6
11041000,Poison Warpick,6
11041100,Blood Warpick,6
11041200,Occult Warpick,6
11050000,Morning Star,6
11050100,Heavy Morning Star,6
11050200,Keen Morning Star,6
11050300,Quality Morning Star,6
11050400,Fire Morning Star,6
11050500,Flame Art Morning Star,6
11050600,Lightning Morning Star,6
11050700,Sacred Morning Star,6
11050800,Magic Morning Star,6
11050900,Cold Morning Star,6
11051000,Poison Morning Star,6
11051100,Blood Morning Star,6
11051200,Occult Morning Star,6
11060000,Varre's Bouquet,6
11070000,Spiked Club,6
11070100,Heavy Spiked Club,6
11070200,Keen Spiked Club,6
11070300,Quality Spiked Club,6
11070400,Fire Spiked Club,6
11070500,Flame Art Spiked Club,6
11070600,Lightning Spiked Club,6
11070700,Sacred Spiked Club,6
11070800,Magic Spiked Club,6
11070900,Cold Spiked Club,6
11071000,Poison Spiked Club,6
11071100,Blood Spiked Club,6
11071200,Occult Spiked Club,6
11080000,Hammer,6
11080100,Heavy Hammer,6
11080200,Keen Hammer,6
11080300,Quality Hammer,6
11080400,Fire Hammer,6
11080500,Flame Art Hammer,6
11080600,Lightning Hammer,6
11080700,Sacred Hammer,6
11080800,Magic Hammer,6
11080900,Cold Hammer,6
11081000,Poison Hammer,6
11081100,Blood Hammer,6
11081200,Occult Hammer,6
11090000,Monk's Flamemace,6
11090100,Monk's Heavy Flamemace,6
11090200,Monk's Keen Flamemace,6
11090300,Monk's Quality Flamemace,6
11090400,Monk's Fire Flamemace,6
11090500,Monk's Flame Art Flamemace,6
11090600,Monk's Lightning Flamemace,6
11090700,Monk's Sacred Flamemace,6
11090800,Monk's Magic Flamemace,6
11090900,Monk's Cold Flamemace,6
11091000,Monk's Poison Flamemace,6
11091100,Monk's Blood Flamemace,6
11091200,Monk's Occult Flamemace,6
11100000,Envoy's Horn,6
11110000,Scepter of the All-Knowing,6
11120000,Nox Flowing Hammer,6
11130000,Ringed Finger,6
11140000,Stone Club,6
11140100,Heavy Stone Club,6
11140200,Keen Stone Club,6
11140300,Quality Stone Club,6
11140400,Fire Stone Club,6
11140500,Flame Art Stone Club,6
11140600,Lightning Stone Club,6
11140700,Sacred Stone Club,6
11140800,Magic Stone Club,6
11140900,Cold Stone Club,6
11141000,Poison Stone Club,6
11141100,Blood Stone Club,6
11141200,Occult Stone Club,6
11150000,Marika's Hammer,6
11170000,,6
12000000,Large Club,6.5
12000100,Heavy Large Club,6.5
12000200,Keen Large Club,6.5
12000300,Quality Large Club,6.5
12000400,Fire Large Club,6.5
12000500,Flame Art Large Club,6.5
12000600,Lightning Large Club,6.5
12000700,Sacred Large Club,6.5
12000800,Magic Large Club,6.5
12000900,Cold Large Club,6.5
12001000,Poison Large Club,6.5
12001100,Blood Large Club,6.5
12001200,Occult Large Club,6.5
12010000,Greathorn Hammer,6.5
12010100,Heavy Greathorn Hammer,6.5
12010200,Keen Greathorn Hammer,6.5
12010300,Quality Greathorn Hammer,6.5
12010400,Fire Greathorn Hammer,6.5
12010500,Flame Art Greathorn Hammer,6.5
12010600,Lightning Greathorn Hammer,6.5
12010700,Sacred Greathorn Hammer,6.5
12010800,Magic Greathorn Hammer,6.5
12010900,Cold Greathorn Hammer,6.5
12011000,Poison Greathorn Hammer,6.5
12011100,Blood Greathorn Hammer,6.5
12011200,Occult Greathorn Hammer,6.5
12020000,Battle Hammer,6.5
12020100,Heavy Battle Hammer,6.5
12020200,Keen Battle Hammer,6.5
12020300,Quality Battle Hammer,6.5
12020400,Fire Battle Hammer,6.5
12020500,Flame Art Battle Hammer,6.5
12020600,Lightning Battle Hammer,6.5
12020700,Sacred Battle Hammer,6.5
12020800,Magic Battle Hammer,6.5
12020900,Cold Battle Hammer,6.5
12021000,Poison Battle Hammer,6.5
12021100,Blood Battle Hammer,6.5
12021200,Occult Battle Hammer,6.5
12060000,Great Mace,6.5
12060100,Heavy Great Mace,6.5
12060200,Keen Great Mace,6.5
12060300,Quality Great Mace,6.5
12060400,Fire Great Mace,6.5
12060500,Flame Art Great Mace,6.5
12060600,Lightning Great Mace,6.5
12060700,Sacred Great Mace,6.5
12060800,Magic Great Mace,6.5
12060900,Cold Great Mace,6.5
12061000,Poison Great Mace,6.5
12061100,Blood Great Mace,6.5
12061200,Occult Great Mace,6.5
12080000,Curved Great Club,6.5
12080100,Heavy Curved Great Club,6.5
12080200,Keen Curved Great Club,6.5
12080300,Quality Curved Great Club,6.5
12080400,Fire Curved Great Club,6.5
12080500,Flame Art Curved Great Club,6.5
12080600,Lightning Curved Great Club,6.5
12080700,Sacred Curved Great Club,6.5
12080800,Magic Curved Great Club,6.5
12080900,Cold Curved Great Club,6.5
12081000,Poison Curved Great Club,6.5
12081100,Blood Curved Great Club,6.5
12081200,Occult Curved Great Club,6.5
12130000,Celebrant's Skull,6.5
12130100,Celebrant's Heavy Skull,6.5
12130200,Celebrant's Keen Skull,6.5
12130300,Celebrant's Quality Skull,6.5
12130400,Celebrant's Fire Skull,6.5
12130500,Celebrant's Flame Art Skull,6.5
12130600,Celebrant's Lightning Skull,6.5
12130700,Celebrant's Sacred Skull,6.5
12130800,Celebrant's Magic Skull,6.5
12130900,Celebrant's Cold Skull,6.5
12131000,Celebrant's Poison Skull,6.5
12131100,Celebrant's Blood Skull,6.5
12131200,Celebrant's Occult Skull,6.5
12140000,Pickaxe,6.5
12140100,Heavy Pickaxe,6.5
12140200,Keen Pickaxe,6.5
12140300,Quality Pickaxe,6.5
12140400,Fire Pickaxe,6.5
12140500,Flame Art Pickaxe,6.5
12140600,Lightning Pickaxe,6.5
12140700,Sacred Pickaxe,6.5
12140800,Magic Pickaxe,6.5
12140900,Cold Pickaxe,6.5
12141000,Poison Pickaxe,6.5
12141100,Blood Pickaxe,6.5
12141200,Occult Pickaxe,6.5
12150000,Beastclaw Greathammer,6.5
12160000,Envoy's Long Horn,6.5
12170000,Cranial Vessel Candlestand,6.5
12180000,Great Stars,6.5
12180100,Heavy Great Stars,6.5
12180200,Keen Great Stars,6.5
12180300,Quality Great Stars,6.5
12180400,Fire Great Stars,6.5
12180500,Flame Art Great Stars,6.5
12180600,Lightning Great Stars,6.5
12180700,Sacred Great Stars,6.5
12180800,Magic Great Stars,6.5
12180900,Cold Great Stars,6.5
12181000,Poison Great Stars,6.5
12181100,Blood Great Stars,6.5
12181200,Occult Great Stars,6.5
12190000,Brick Hammer,6.5
12190100,Heavy Brick Hammer,6.5
12190200,Keen Brick Hammer,6.5
12190300,Quality Brick Hammer,6.5
12190400,Fire Brick Hammer,6.5
12190500,Flame Art Brick Hammer,6.5
12190600,Lightning Brick Hammer,6.5
12190700,Sacred Brick Hammer,6.5
12190800,Magic Brick Hammer,6.5
12190900,Cold Brick Hammer,6.5
12191000,Poison Brick Hammer,6.5
12191100,Blood Brick Hammer,6.5
12191200,Occult Brick Hammer,6.5
12200000,Devourer's Scepter,6.5
12210000,Rotten Battle Hammer,6.5
12210100,Heavy Rotten Battle Hammer,6.5
12210200,Keen Rotten Battle Hammer,6.5
12210300,Quality Rotten Battle Hammer,6.5
12210400,Fire Rotten Battle Hammer,6.5
12210500,Flame Art Rotten Battle Hammer,6.5
12210600,Lightning Rotten Battle Hammer,6.5
12210700,Sacred Rotten Battle Hammer,6.5
12210800,Magic Rotten Battle Hammer,6.5
12210900,Cold Rotten Battle Hammer,6.5
12211000,Poison Rotten Battle Hammer,6.5
12211100,Blood Rotten Battle Hammer,6.5
12211200,Occult Rotten Battle Hammer,6.5
12900000,,6.5
12910000,,6.5
13000000,Nightrider Flail,6
13000100,Heavy Nightrider Flail,6
13000200,Keen Nightrider Flail,6
13000300,Quality Nightrider Flail,6
13000400,Fire Nightrider Flail,6
13000500,Flame Art Nightrider Flail,6
13000600,Lightning Nightrider Flail,6
13000700,Sacred Nightrider Flail,6
13000800,Magic Nightrider Flail,6
13000900,Cold Nightrider Flail,6
13001000,Poison Nightrider Flail,6
13001100,Blood Nightrider Flail,6
13001200,Occult Nightrider Flail,6
13010000,Flail,6
13010100,Heavy Flail,6
13010200,Keen Flail,6
13010300,Quality Flail,6
13010400,Fire Flail,6
13010500,Flame Art Flail,6
13010600,Lightning Flail,6
13010700,Sacred Flail,6
13010800,Magic Flail,6
13010900,Cold Flail,6
13011000,Poison Flail,6
13011100,Blood Flail,6
13011200,Occult Flail,6
13020000,Family Heads,6
13030000,Bastard's Stars,6
13040000,Chainlink Flail,6
13040100,Heavy Chainlink Flail,6
13040200,Keen Chainlink Flail,6
13040300,Quality Chainlink Flail,6
13040400,Fire Chainlink Flail,6
13040500,Flame Art Chainlink Flail,6
13040600,Lightning Chainlink Flail,6
13040700,Sacred Chainlink Flail,6
13040800,Magic Chainlink Flail,6
13040900,Cold Chainlink Flail,6
13041000,Poison Chainlink Flail,6
13041100,Blood Chainlink Flail,6
13041200,Occult Chainlink Flail,6
14000000,Battle Axe,5
14000100,Heavy Battle Axe,5
14000200,Keen Battle Axe,5
14000300,Quality Battle Axe,5
14000400,Fire Battle Axe,5
14000500,Flame Art Battle Axe,5
14000600,Lightning Battle Axe,5
14000700,Sacred Battle Axe,5
14000800,Magic Battle Axe,5
14000900,Cold Battle Axe,5
14001000,Poison Battle Axe,5
14001100,Blood Battle Axe,5
14001200,Occult Battle Axe,5
14010000,Forked Hatchet,5
14010100,Heavy Forked Hatchet,5
14010200,Keen Forked Hatchet,5
14010300,Quality Forked Hatchet,5
14010400,Fire Forked Hatchet,5
14010500,Flame Art Forked Hatchet,5
14010600,Lightning Forked Hatchet,5
14010700,Sacred Forked Hatchet,5
14010800,Magic Forked Hatchet,5
14010900,Cold Forked Hatchet,5
14011000,Poison Forked Hatchet,5
14011100,Blood Forked Hatchet,5
14011200,Occult Forked Hatchet,5
14020000,Hand Axe,5
14020100,Heavy Hand Axe,5
14020200,Keen Hand Axe,5
14020300,Quality Hand Axe,5
14020400,Fire Hand Axe,5
14020500,Flame Art Hand Axe,5
14020600,Lightning Hand Axe,5
14020700,Sacred Hand Axe,5
14020800,Magic Hand Axe,5
14020900,Cold Hand Axe,5
14021000,Poison Hand Axe,5
14021100,Blood Hand Axe,5
14021200,Occult Hand Axe,5
14030000,Jawbone Axe,5
14030100,Heavy Jawbone Axe,5
14030200,Keen Jawbone Axe,5
14030300,Quality Jawbone Axe,5
14030400,Fire Jawbone Axe,5
14030500,Flame Art Jawbone Axe,5
14030600,Lightning Jawbone Axe,5
14030700,Sacred Jawbone Axe,5
14030800,Magic Jawbone Axe,5
14030900,Cold Jawbone Axe,5
14031000,Poison Jawbone Axe,5
14031100,Blood Jawbone Axe,5
14031200,Occult Jawbone Axe,5
14040000,Iron Cleaver,5
14040100,Heavy Iron Cleaver,5
14040200,Keen Iron Cleaver,5
14040300,Quality Iron Cleaver,5
14040400,Fire Iron Cleaver,5
14040500,Flame Art Iron Cleaver,5
14040600,Lightning Iron Cleaver,5
14040700,Sacred Iron Cleaver,5
14040800,Magic Iron Cleaver,5
14040900,Cold Iron Cleaver,5
14041000,Poison Iron Cleaver,5
14041100,Blood Iron Cleaver,5
14041200,Occult Iron Cleaver,5
14050000,Ripple Blade,5
14060000,Celebrant's Cleaver,5
14060100,Celebrant's Heavy Cleaver,5
14060200,Celebrant's Keen Cleaver,5
14060300,Celebrant's Quality Cleaver,5
14060400,Celebrant's Fire Cleaver,5
14060500,Celebrant's Flame Art Cleaver Blades,5
14060600,Celebrant's Lightning Cleaver,5
14060700,Celebrant's Sacred Cleaver,5
14060800,Celebrant's Magic Cleaver,5
14060900,Celebrant's Cold Cleaver,5
14061000,Celebrant's Poison Cleaver,5
14061100,Celebrant's Blood Cleaver,5
14061200,Celebrant's Occult Cleaver,5
14080000,Icerind Hatchet,5
14100000,Highland Axe,5
14100100,Heavy Highland Axe,5
14100200,Keen Highland Axe,5
14100300,Quality Highland Axe,5
14100400,Fire Highland Axe,5
14100500,Flame Art Highland Axe,5
14100600,Lightning Highland Axe,5
14100700,Sacred Highland Axe,5
14100800,Magic Highland Axe,5
14100900,Cold Highland Axe,5
14101000,Poison Highland Axe,5
14101100,Bloody Highland Axe,5
14101200,Occult Highland Axe,5
14110000,Sacrificial Axe,5
14110100,Heavy Sacrificial Axe,5
14110200,Keen Sacrificial Axe,5
14110300,Quality Sacrificial Axe,5
14110400,Fire Sacrificial Axe,5
14110500,Flame Art Sacrificial Axe,5
14110600,Lightning Sacrificial Axe,5
14110700,Sacred Sacrificial Axe,5
14110800,Magic Sacrificial Axe,5
14110900,Cold Sacrificial Axe,5
14111000,Poison Sacrificial Axe,5
14111100,Blood Sacrificial Axe,5
14111200,Occult Sacrificial Axe,5
14120000,Rosus' Axe,5
14140000,Stormhawk Axe,5
15000000,Greataxe,5.5
15000100,Heavy Greataxe,5.5
15000200,Keen Greataxe,5.5
15000300,Quality Greataxe,5.5
15000400,Fire Greataxe,5.5
15000500,Flame Art Greataxe,5.5
15000600,Lightning Greataxe,5.5
15000700,Sacred Greataxe,5.5
15000800,Magic Greataxe,5.5
15000900,Cold Greataxe,5.5
15001000,Poison Greataxe,5.5
15001100,Blood Greataxe,5.5
15001200,Occult Greataxe,5.5
15010000,Warped Axe,5
15010100,Heavy Warped Axe,5
15010200,Keen Warped Axe,5
15010300,Quality Warped Axe,5
15010400,Fire Warped Axe,5
15010500,Flame Art Warped Axe,5
15010600,Lightning Warped Axe,5
15010700,Sacred Warped Axe,5
15010800,Magic Warped Axe,5
15010900,Cold Warped Axe,5
15011000,Poison Warped Axe,5
15011100,Blood Warped Axe,5
15011200,Occult Warped Axe,5
15020000,Great Omenkiller Cleaver,5.5
15020100,Heavy Great Omenkiller Cleaver,5.5
15020200,Keen Great Omenkiller Cleaver,5.5
15020300,Quality Great Omenkiller Cleaver,5.5
15020400,Fire Great Omenkiller Cleaver,5.5
15020500,Flame Art Great Omenkiller Cleaver,5.5
15020600,Lightning Great Omenkiller Cleaver,5.5
15020700,Sacred Great Omenkiller Cleaver,5.5
15020800,Magic Great Omenkiller Cleaver,5.5
15020900,Cold Great Omenkiller Cleaver,5.5
15021000,Poison Great Omenkiller Cleaver,5.5
15021100,Blood Great Omenkiller Cleaver,5.5
15021200,Occult Great Omenkiller Cleaver,5.5
15030000,Crescent Moon Axe,5.5
15030100,Heavy Crescent Moon Axe,5.5
15030200,Keen Crescent Moon Axe,5.5
15030300,Quality Crescent Moon Axe,5.5
15030400,Fire Crescent Moon Axe,5.5
15030500,Flame Art Crescent Moon Axe,5.5
15030600,Lightning Crescent Moon Axe,5.5
15030700,Sacred Crescent Moon Axe,5.5
15030800,Magic Crescent Moon Axe,5.5
15030900,Cold Crescent Moon Axe,5.5
15031000,Poison Crescent Moon Axe,5.5
15031100,Blood Crescent Moon Axe,5.5
15031200,Occult Crescent Moon Axe,5.5
15040000,Axe of Godrick,5.5
15050000,Longhaft Axe,5.5
15050100,Heavy Longhaft Axe,5.5
15050200,Keen Longhaft Axe,5.5
15050300,Quality Longhaft Axe,5.5
15050400,Fire Longhaft Axe,5.5
15050500,Flame Art Longhaft Axe,5.5
15050600,Lightning Longhaft Axe,5.5
15050700,Sacred Longhaft Axe,5.5
15050800,Magic Longhaft Axe,5.5
15050900,Cold Longhaft Axe,5.5
15051000,Poison Longhaft Axe,5.5
15051100,Blood Longhaft Axe,5.5
15051200,Occult Longhaft Axe,5.5
15060000,Rusted Anchor,5.5
15060100,Heavy Rusted Anchor,5.5
15060200,Keen Rusted Anchor,5.5
15060300,Quality Rusted Anchor,5.5
15060400,Fire Rusted Anchor,5.5
15060500,Flame Art Rusted Anchor,5.5
15060600,Lightning Rusted Anchor,5.5
15060700,Sacred Rusted Anchor,5.5
15060800,Magic Rusted Anchor,5.5
15060900,Cold Rusted Anchor,5.5
15061000,Poison Rusted Anchor,5.5
15061100,Blood Rusted Anchor,5.5
15061200,Occult Rusted Anchor,5.5
15080000,Executioner's Greataxe,5.5
15080100,Executioner's Heavy Greataxe,5.5
15080200,Executioner's Keen Greataxe,5.5
15080300,Executioner's Quality Greataxe,5.5
15080400,Executioner's Fire Greataxe,5.5
15080500,Executioner's Flame Art Greataxe,5.5
15080600,Executioner's Lightning Greataxe,5.5
15080700,Executioner's Sacred Greataxe,5.5
15080800,Executioner's Magic Greataxe,5.5
15080900,Executioner's Cold Greataxe,5.5
15081000,Executioner's Poison Greataxe,5.5
15081100,Executioner's Blood Greataxe,5.5
15081200,Executioner's Occult Greataxe,5.5
15110000,Winged Greathorn,5.5
15120000,Butchering Knife,5.5
15120100,Heavy Butchering Knife,5.5
15120200,Keen Butchering Knife,5.5
15120300,Quality Butchering Knife,5.5
15120400,Fire Butchering Knife,5.5
15120500,Flame Art Butchering Knife,5.5
15120600,Lightning Butchering Knife,5.5
15120700,Sacred Butchering Knife,5.5
15120800,Magic Butchering Knife,5.5
15120900,Cold Butchering Knife,5.5
15121000,Poison Butchering Knife,5.5
15121100,Blood Butchering Knife,5.5
15121200,Occult Butchering Knife,5.5
15130000,Gargoyle's Great Axe,5.5
15130100,Gargoyle's Heavy Great Axe,5.5
15130200,Gargoyle's Keen Great Axe,5.5
15130300,Gargoyle's Quality Great Axe,5.5
15130400,Gargoyle's Fire Great Axe,5.5
15130500,Gargoyle's Flame Art Great Axe,5.5
15130600,Gargoyle's Lightning Great Axe,5.5
15130700,Gargoyle's Sacred Great Axe,5.5
15130800,Gargoyle's Magic Great Axe,5.5
15130900,Gargoyle's Cold Great Axe,5.5
15131000,Gargoyle's Poison Great Axe,5.5
15131100,Gargoyle's Blood Great Axe,5.5
15131200,Gargoyle's Occult Great Axe,5.5
15140000,Gargoyle's Black Axe,5.5
15900000,,5.5
16000000,Short Spear,5
16000100,Heavy Short Spear,5
16000200,Keen Short Spear,5
16000300,Quality Short Spear,5
16000400,Fire Short Spear,5
16000500,Flame Art Short Spear,5
16000600,Lightning Short Spear,5
16000700,Sacred Short Spear,5
16000800,Magic Short Spear,5
16000900,Cold Short Spear,5
16001000,Poison Short Spear,5
16001100,Blood Short Spear,5
16001200,Occult Short Spear,5
16010000,Spear,5
16010100,Heavy Spear,5
16010200,Keen Spear,5
16010300,Quality Spear,5
16010400,Fire Spear,5
16010500,Flame Art Spear,5
16010600,Lightning Spear,5
16010700,Sacred Spear,5
16010800,Magic Spear,5
16010900,Cold Spear,5
16011000,Poison Spear,5
16011100,Bloody Spear,5
16011200,Occult Spear,5
16020000,Crystal Spear,5
16030000,Clayman's Harpoon,5
16030100,Clayman's Heavy Harpoon,5
16030200,Clayman's Keen Harpoon,5
16030300,Clayman's Quality Harpoon,5
16030400,Clayman's Fire Harpoon,5
16030500,Clayman's Flame Art Harpoon,5
16030600,Clayman's Lightning Harpoon,5
16030700,Clayman's Sacred Harpoon,5
16030800,Clayman's Magic Harpoon,5
16030900,Clayman's Cold Harpoon,5
16031000,Clayman's Poison Harpoon,5
16031100,Clayman's Blood Harpoon,5
16031200,Clayman's Occult Harpoon,5
16040000,Cleanrot Spear,5
16050000,Partisan,5
16050100,Heavy Partisan,5
16050200,Keen Partisan,5
16050300,Quality Partisan,5
16050400,Fire Partisan,5
16050500,Flame Art Partisan,5
16050600,Lightning Partisan,5
16050700,Sacred Partisan,5
16050800,Magic Partisan,5
16050900,Cold Partisan,5
16051000,Poison Partisan,5
16051100,Blood Partisan,5
16051200,Occult Partisan,5
16060000,Celebrant's Rib-Rake,5
16060100,Celebrant's Heavy Rib-Rake,5
16060200,Celebrant's Keen Rib-Rake,5
16060300,Celebrant's Quality Rib-Rake,5
16060400,Celebrant's Fire Rib-Rake,5
16060500,Celebrant's Flame Art Rib-Rake,5
16060600,Celebrant's Lightning Rib-Rake,5
16060700,Celebrant's Sacred Rib-Rake,5
16060800,Celebrant's Magic Rib-Rake,5
16060900,Celebrant's Cold Rib-Rake,5
16061000,Celebrant's Poison Rib-Rake,5
16061100,Celebrant's Blood Rib-Rake,5
16061200,Celebrant's Occult Rib-Rake,5
16070000,Pike,5
16070100,Heavy Pike,5
16070200,Keen Pike,5
16070300,Quality Pike,5
16070400,Fire Pike,5
16070500,Flame Art Pike,5
16070600,Lightning Pike,5
16070700,Sacred Pike,5
16070800,Magic Pike,5
16070900,Cold Pike,5
16071000,Poison Pike,5
16071100,Blood Pike,5
16071200,Occult Pike,5
16080000,Torchpole,5
16090000,Bolt of Gransax,5
16110000,Cross-Naginata,5
16110100,Heavy Cross-Naginata,5
16110200,Keen Cross-Naginata,5
16110300,Quality Cross-Naginata,5
16110400,Fire Cross-Naginata,5
16110500,Flame Art Cross-Naginata,5
16110600,Lightning Cross-Naginata,5
16110700,Sacred Cross-Naginata,5
16110800,Magic Cross-Naginata,5
16110900,Cold Cross-Naginata,5
16111000,Poison Cross-Naginata,5
16111100,Blood Cross-Naginata,5
16111200,Occult Cross-Naginata,5
16120000,Death Ritual Spear,5
16130000,Inquisitor's Girandole,5
16140000,Spiked Spear,5
16140100,Heavy Spiked Spear,5
16140200,Keen Spiked Spear,5
16140300,Quality Spiked Spear,5
16140400,Fire Spiked Spear,5
16140500,Flame Art Spiked Spear,5
16140600,Lightning Spiked Spear,5
16140700,Sacred Spiked Spear,5
16140800,Magic Spiked Spear,5
16140900,Cold Spiked Spear,5
16141000,Poison Spiked Spear,5
16141100,Blood Spiked Spear,5
16141200,Occult Spiked Spear,5
16150000,Iron Spear,5
16150100,Heavy Iron Spear,5
16150200,Keen Iron Spear,5
16150300,Quality Iron Spear,5
16150400,Fire Iron Spear,5
16150500,Flame Art Iron Spear,5
16150600,Lightning Iron Spear,5
16150700,Sacred Iron Spear,5
16150800,Magic Iron Spear,5
16150900,Cold Iron Spear,5
16151000,Poison Iron Spear,5
16151100,Blood Iron Spear,5
16151200,Occult Iron Spear,5
16160000,Rotten Crystal Spear,5
17010000,Mohgwyn's Sacred Spear,5.5
17020000,Siluria's Tree,5.5
17030000,Serpent-Hunter,5.5
17050000,Vyke's War Spear,5.5
17060000,Lance,5.5
17060100,Heavy Lance,5.5
17060200,Keen Lance,5.5
17060300,Quality Lance,5.5
17060400,Fire Lance,5.5
