Row ID;Row Name;physicsAtkRate;magicAtkRate;fireAtkRate;thunderAtkRate;staminaAtkRate;saWeaponAtkRate;saDurabilityRate;correctStrengthRate;correctAgilityRate;correctMagicRate;correctFaithRate;physicsGuardCutRate;magicGuardCutRate;fireGuardCutRate;thunderGuardCutRate;poisonGuardResistRate;diseaseGuardResistRate;bloodGuardResistRate;curseGuardResistRate;staminaGuardDefRate;spEffectId1;spEffectId2;spEffectId3;residentSpEffectId1;residentSpEffectId2;residentSpEffectId3;materialSetId;maxReinforceLevel;darkAtkRate;darkGuardCutRate;correctLuckRate;freezeGuardDefRate;reinforcePriceRate;baseChangePriceRate;enableGemRank;sleepGuardDefRate;madnessGuardDefRate;baseAtkRate
412;Fire +12;1.232;1.232;1.232;1.232;1.48;1;1;1.76;0.86;1.46;1.46;0.95;0.95;1.21;1.11;0.95;0.95;0.95;0.95;1;0;0;0;0;0;0;12;12;1.232;0.95;1.46;0.95;3.2;1;0;0.95;0.95;2.44;
413;Fire +13;1.268;1.268;1.268;1.268;1.52;1;1;1.79;0.89;1.49;1.49;0.95;0.95;1.21;1.11;0.95;0.95;0.95;0.95;1;0;0;0;0;0;0;13;13;1.268;0.95;1.49;0.95;3.4;1;0;0.95;0.95;2.56;
414;Fire +14;1.304;1.304;1.304;1.304;1.56;1;1;1.82;0.92;1.52;1.52;0.95;0.95;1.21;1.11;0.95;0.95;0.95;0.95;1;0;0;0;0;0;0;14;14;1.304;0.95;1.52;0.95;3.6;1;0;0.95;0.95;2.68;
415;Fire +15;1.34;1.34;1.34;1.34;1.6;1;1;1.85;0.95;1.55;1.55;0.95;0.95;1.22;1.12;0.95;0.95;0.95;0.95;1;0;0;0;0;0;0;15;15;1.34;0.95;1.55;0.95;3.8;1;0;0.95;0.95;2.8;
416;Fire +16;1.376;1.376;1.376;1.376;1.64;1;1;1.88;0.98;1.58;1.58;0.95;0.95;1.22;1.12;0.95;0.95;0.95;0.95;1;0;0;0;0;0;0;16;16;1.376;0.95;1.58;0.95;4;1;0;0.95;0.95;2.92;
417;Fire +17;1.412;1.412;1.412;1.412;1.68;1;1;1.91;1.01;1.61;1.61;0.95;0.95;1.22;1.12;0.95;0.95;0.95;0.95;1;0;0;0;0;0;0;17;17;1.412;0.95;1.61;0.95;4.2;1;0;0.95;0.95;3.04;
418;Fire +18;1.448;1.448;1.448;1.448;1.72;1;1;1.94;1.04;1.64;1.64;0.95;0.95;1.23;1.13;0.95;0.95;0.95;0.95;1;0;0;0;0;0;0;18;18;1.448;0.95;1.64;0.95;4.4;1;0;0.95;0.95;3.16;
419;Fire +19;1.484;1.484;1.484;1.484;1.76;1;1;1.97;1.07;1.67;1.67;0.95;0.95;1.23;1.13;0.95;0.95;0.95;0.95;1;0;0;0;0;0;0;19;19;1.484;0.95;1.67;0.95;4.6;1;0;0.95;0.95;3.28;
420;Fire +20;1.52;1.52;1.52;1.52;1.8;1;1;2;1.1;1.7;1.7;0.95;0.95;1.23;1.13;0.95;0.95;0.95;0.95;1;0;0;0;0;0;0;20;20;1.52;0.95;1.7;0.95;4.8;1;0;0.95;0.95;3.4;
421;Fire +21;1.556;1.556;1.556;1.556;1.84;1;1;2.02;1.12;1.72;1.72;0.95;0.95;1.24;1.14;0.95;0.95;0.95;0.95;1;0;0;0;0;0;0;21;21;1.556;0.95;1.72;0.95;5;1;0;0.95;0.95;3.52;
422;Fire +22;1.592;1.592;1.592;1.592;1.88;1;1;2.04;1.14;1.74;1.74;0.95;0.95;1.24;1.14;0.95;0.95;0.95;0.95;1;0;0;0;0;0;0;22;22;1.592;0.95;1.74;0.95;5.2;1;0;0.95;0.95;3.64;
423;Fire +23;1.628;1.628;1.628;1.628;1.92;1;1;2.06;1.16;1.76;1.76;0.95;0.95;1.24;1.14;0.95;0.95;0.95;0.95;1;0;0;0;0;0;0;23;23;1.628;0.95;1.76;0.95;5.4;1;0;0.95;0.95;3.76;
424;Fire +24;1.664;1.664;1.664;1.664;1.96;1;1;2.08;1.18;1.78;1.78;0.95;0.95;1.24;1.14;0.95;0.95;0.95;0.95;1;0;0;0;0;0;0;24;24;1.664;0.95;1.78;0.95;5.6;1;0;0.95;0.95;3.88;
425;Fire +25;1.7;1.7;1.7;1.7;2;1;1;2.1;1.2;1.8;1.8;0.95;0.95;1.25;1.15;0.95;0.95;0.95;0.95;1;0;0;0;0;0;0;25;25;1.7;0.95;1.8;0.95;5.8;1;0;0.95;0.95;4;
500;Flame Art +0;0.85;0.85;0.85;0.85;1;1;1;0.8;0.8;1;1;0.95;0.95;1.15;1.05;0.95;0.95;0.95;0.95;1;0;0;0;0;0;0;0;0;0.85;0.95;1;0.95;1;1;0;0.95;0.95;1;
501;Flame Art +1;0.894;0.894;0.894;0.894;1.04;1;1;0.85;0.85;1.08;1.07;0.95;0.95;1.15;1.05;0.95;0.95;0.95;0.95;1;0;0;0;0;0;0;1;1;0.894;0.95;1.04;0.95;1;1;0;0.95;0.95;1.12;
502;Flame Art +2;0.938;0.938;0.938;0.938;1.08;1;1;0.9;0.9;1.16;1.14;0.95;0.95;1.16;1.06;0.95;0.95;0.95;0.95;1;0;0;0;0;0;0;2;2;0.938;0.95;1.08;0.95;1.2;1;0;0.95;0.95;1.24;
503;Flame Art +3;0.982;0.982;0.982;0.982;1.12;1;1;0.95;0.95;1.24;1.21;0.95;0.95;1.16;1.06;0.95;0.95;0.95;0.95;1;0;0;0;0;0;0;3;3;0.982;0.95;1.12;0.95;1.4;1;0;0.95;0.95;1.36;
504;Flame Art +4;1.026;1.026;1.026;1.026;1.16;1;1;1;1;1.32;1.28;0.95;0.95;1.17;1.07;0.95;0.95;0.95;0.95;1;0;0;0;0;0;0;4;4;1.026;0.95;1.16;0.95;1.6;1;0;0.95;0.95;1.48;
505;Flame Art +5;1.07;1.07;1.07;1.07;1.2;1;1;1.05;1.05;1.4;1.35;0.95;0.95;1.17;1.07;0.95;0.95;0.95;0.95;1;0;0;0;0;0;0;5;5;1.07;0.95;1.2;0.95;1.8;1;0;0.95;0.95;1.6;
506;Flame Art +6;1.114;1.114;1.114;1.114;1.24;1;1;1.1;1.1;1.48;1.42;0.95;0.95;1.18;1.08;0.95;0.95;0.95;0.95;1;0;0;0;0;0;0;6;6;1.114;0.95;1.24;0.95;2;1;0;0.95;0.95;1.72;
507;Flame Art +7;1.158;1.158;1.158;1.158;1.28;1;1;1.15;1.15;1.56;1.49;0.95;0.95;1.18;1.08;0.95;0.95;0.95;0.95;1;0;0;0;0;0;0;7;7;1.158;0.95;1.28;0.95;2.2;1;0;0.95;0.95;1.84;
508;Flame Art +8;1.202;1.202;1.202;1.202;1.32;1;1;1.2;1.2;1.64;1.56;0.95;0.95;1.19;1.09;0.95;0.95;0.95;0.95;1;0;0;0;0;0;0;8;8;1.202;0.95;1.32;0.95;2.4;1;0;0.95;0.95;1.96;
509;Flame Art +9;1.246;1.246;1.246;1.246;1.36;1;1;1.25;1.25;1.72;1.63;0.95;0.95;1.19;1.09;0.95;0.95;0.95;0.95;1;0;0;0;0;0;0;9;9;1.246;0.95;1.36;0.95;2.6;1;0;0.95;0.95;2.08;
510;Flame Art +10;1.29;1.29;1.29;1.29;1.4;1;1;1.3;1.3;1.8;1.7;0.95;0.95;1.2;1.1;0.95;0.95;0.95;0.95;1;0;0;0;0;0;0;10;10;1.29;0.95;1.4;0.95;2.8;1;0;0.95;0.95;2.2;
511;Flame Art +11;1.334;1.334;1.334;1.334;1.44;1;1;1.34;1.34;1.85;1.75;0.95;0.95;1.2;1.1;0.95;0.95;0.95;0.95;1;0;0;0;0;0;0;11;11;1.334;0.95;1.43;0.95;3;1;0;0.95;0.95;2.32;
512;Flame Art +12;1.378;1.378;1.378;1.378;1.48;1;1;1.38;1.38;1.9;1.8;0.95;0.95;1.21;1.11;0.95;0.95;0.95;0.95;1;0;0;0;0;0;0;12;12;1.378;0.95;1.46;0.95;3.2;1;0;0.95;0.95;2.44;
513;Flame Art +13;1.422;1.422;1.422;1.422;1.52;1;1;1.42;1.42;1.95;1.85;0.95;0.95;1.21;1.11;0.95;0.95;0.95;0.95;1;0;0;0;0;0;0;13;13;1.422;0.95;1.49;0.95;3.4;1;0;0.95;0.95;2.56;
514;Flame Art +14;1.466;1.466;1.466;1.466;1.56;1;1;1.46;1.46;2;1.9;0.95;0.95;1.21;1.11;0.95;0.95;0.95;0.95;1;0;0;0;0;0;0;14;14;1.466;0.95;1.52;0.95;3.6;1;0;0.95;0.95;2.68;
515;Flame Art +15;1.51;1.51;1.51;1.51;1.6;1;1;1.5;1.5;2.05;1.95;0.95;0.95;1.22;1.12;0.95;0.95;0.95;0.95;1;0;0;0;0;0;0;15;15;1.51;0.95;1.55;0.95;3.8;1;0;0.95;0.95;2.8;
516;Flame Art +16;1.554;1.554;1.554;1.554;1.64;1;1;1.54;1.54;2.1;2;0.95;0.95;1.22;1.12;0.95;0.95;0.95;0.95;1;0;0;0;0;0;0;16;16;1.554;0.95;1.58;0.95;4;1;0;0.95;0.95;2.92;
517;Flame Art +17;1.598;1.598;1.598;1.598;1.68;1;1;1.58;1.58;2.15;2.05;0.95;0.95;1.22;1.12;0.95;0.95;0.95;0.95;1;0;0;0;0;0;0;17;17;1.598;0.95;1.61;0.95;4.2;1;0;0.95;0.95;3.04;
518;Flame Art +18;1.642;1.642;1.642;1.642;1.72;1;1;1.62;1.62;2.2;2.1;0.95;0.95;1.23;1.13;0.95;0.95;0.95;0.95;1;0;0;0;0;0;0;18;18;1.642;0.95;1.64;0.95;4.4;1;0;0.95;0.95;3.16;
519;Flame Art +19;1.686;1.686;1.686;1.686;1.76;1;1;1.66;1.66;2.25;2.15;0.95;0.95;1.23;1.13;0.95;0.95;0.95;0.95;1;0;0;0;0;0;0;19;19;1.686;0.95;1.67;0.95;4.6;1;0;0.95;0.95;3.28;
520;Flame Art +20;1.73;1.73;1.73;1.73;1.8;1;1;1.7;1.7;2.3;2.2;0.95;0.95;1.23;1.13;0.95;0.95;0.95;0.95;1;0;0;0;0;0;0;20;20;1.73;0.95;1.7;0.95;4.8;1;0;0.95;0.95;3.4;
521;Flame Art +21;1.774;1.774;1.774;1.774;1.84;1;1;1.72;1.72;2.2;2.22;0.95;0.95;1.24;1.14;0.95;0.95;0.95;0.95;1;0;0;0;0;0;0;21;21;1.774;0.95;1.72;0.95;5;1;0;0.95;0.95;3.52;
522;Flame Art +22;1.818;1.818;1.818;1.818;1.88;1;1;1.74;1.74;2.1;2.24;0.95;0.95;1.24;1.14;0.95;0.95;0.95;0.95;1;0;0;0;0;0;0;22;22;1.818;0.95;1.74;0.95;5.2;1;0;0.95;0.95;3.64;
523;Flame Art +23;1.862;1.862;1.862;1.862;1.92;1;1;1.76;1.76;2;2.26;0.95;0.95;1.24;1.14;0.95;0.95;0.95;0.95;1;0;0;0;0;0;0;23;23;1.862;0.95;1.76;0.95;5.4;1;0;0.95;0.95;3.76;
524;Flame Art +24;1.906;1.906;1.906;1.906;1.96;1;1;1.78;1.78;1.9;2.28;0.95;0.95;1.24;1.14;0.95;0.95;0.95;0.95;1;0;0;0;0;0;0;24;24;1.906;0.95;1.78;0.95;5.6;1;0;0.95;0.95;3.88;
525;Flame Art +25;1.95;1.95;1.95;1.95;2;1;1;1.8;1.8;1.8;2.3;0.95;0.95;1.25;1.15;0.95;0.95;0.95;0.95;1;0;0;0;0;0;0;25;25;1.95;0.95;1.8;0.95;5.8;1;0;0.95;0.95;4;
600;Lightning +0;0.8;0.8;0.8;0.8;1;1;1;0.5;1.3;1;1;0.95;0.95;1.05;1.15;0.95;0.95;0.95;0.95;1;0;0;0;0;0;0;0;0;0.8;0.95;1;0.95;1;1;0;0.95;0.95;1;
601;Lightning +1;0.836;0.836;0.836;0.836;1.04;1;1;0.53;1.34;1.04;1.04;0.95;0.95;1.05;1.15;0.95;0.95;0.95;0.95;1;0;0;0;0;0;0;1;1;0.836;0.95;1.04;0.95;1;1;0;0.95;0.95;1.12;
602;Lightning +2;0.872;0.872;0.872;0.872;1.08;1;1;0.56;1.38;1.08;1.08;0.95;0.95;1.06;1.16;0.95;0.95;0.95;0.95;1;0;0;0;0;0;0;2;2;0.872;0.95;1.08;0.95;1.2;1;0;0.95;0.95;1.24;
603;Lightning +3;0.908;0.908;0.908;0.908;1.12;1;1;0.59;1.42;1.12;1.12;0.95;0.95;1.06;1.16;0.95;0.95;0.95;0.95;1;0;0;0;0;0;0;3;3;0.908;0.95;1.12;0.95;1.4;1;0;0.95;0.95;1.36;
604;Lightning +4;0.944;0.944;0.944;0.944;1.16;1;1;0.62;1.46;1.16;1.16;0.95;0.95;1.07;1.17;0.95;0.95;0.95;0.95;1;0;0;0;0;0;0;4;4;0.944;0.95;1.16;0.95;1.6;1;0;0.95;0.95;1.48;
605;Lightning +5;0.98;0.98;0.98;0.98;1.2;1;1;0.65;1.5;1.2;1.2;0.95;0.95;1.07;1.17;0.95;0.95;0.95;0.95;1;0;0;0;0;0;0;5;5;0.98;0.95;1.2;0.95;1.8;1;0;0.95;0.95;1.6;
606;Lightning +6;1.016;1.016;1.016;1.016;1.24;1;1;0.68;1.54;1.24;1.24;0.95;0.95;1.08;1.18;0.95;0.95;0.95;0.95;1;0;0;0;0;0;0;6;6;1.016;0.95;1.24;0.95;2;1;0;0.95;0.95;1.72;
607;Lightning +7;1.052;1.052;1.052;1.052;1.28;1;1;0.71;1.58;1.28;1.28;0.95;0.95;1.08;1.18;0.95;0.95;0.95;0.95;1;0;0;0;0;0;0;7;7;1.052;0.95;1.28;0.95;2.2;1;0;0.95;0.95;1.84;
608;Lightning +8;1.088;1.088;1.088;1.088;1.32;1;1;0.74;1.62;1.32;1.32;0.95;0.95;1.09;1.19;0.95;0.95;0.95;0.95;1;0;0;0;0;0;0;8;8;1.088;0.95;1.32;0.95;2.4;1;0;0.95;0.95;1.96;
609;Lightning +9;1.124;1.124;1.124;1.124;1.36;1;1;0.77;1.66;1.36;1.36;0.95;0.95;1.09;1.19;0.95;0.95;0.95;0.95;1;0;0;0;0;0;0;9;9;1.124;0.95;1.36;0.95;2.6;1;0;0.95;0.95;2.08;
610;Lightning +10;1.16;1.16;1.16;1.16;1.4;1;1;0.8;1.7;1.4;1.4;0.95;0.95;1.1;1.2;0.95;0.95;0.95;0.95;1;0;0;0;0;0;0;10;10;1.16;0.95;1.4;0.95;2.8;1;0;0.95;0.95;2.2;
611;Lightning +11;1.196;1.196;1.196;1.196;1.44;1;1;0.83;1.73;1.43;1.43;0.95;0.95;1.1;1.2;0.95;0.95;0.95;0.95;1;0;0;0;0;0;0;11;11;1.196;0.95;1.43;0.95;3;1;0;0.95;0.95;2.32;
612;Lightning +12;1.232;1.232;1.232;1.232;1.48;1;1;0.86;1.76;1.46;1.46;0.95;0.95;1.11;1.21;0.95;0.95;0.95;0.95;1;0;0;0;0;0;0;12;12;1.232;0.95;1.46;0.95;3.2;1;0;0.95;0.95;2.44;
613;Lightning +13;1.268;1.268;1.268;1.268;1.52;1;1;0.89;1.79;1.49;1.49;0.95;0.95;1.11;1.21;0.95;0.95;0.95;0.95;1;0;0;0;0;0;0;13;13;1.268;0.95;1.49;0.95;3.4;1;0;0.95;0.95;2.56;
614;Lightning +14;1.304;1.304;1.304;1.304;1.56;1;1;0.92;1.82;1.52;1.52;0.95;0.95;1.11;1.21;0.95;0.95;0.95;0.95;1;0;0;0;0;0;0;14;14;1.304;0.95;1.52;0.95;3.6;1;0;0.95;0.95;2.68;
615;Lightning +15;1.34;1.34;1.34;1.34;1.6;1;1;0.95;1.85;1.55;1.55;0.95;0.95;1.12;1.22;0.95;0.95;0.95;0.95;1;0;0;0;0;0;0;15;15;1.34;0.95;1.55;0.95;3.8;1;0;0.95;0.95;2.8;
616;Lightning +16;1.376;1.376;1.376;1.376;1.64;1;1;0.98;1.88;1.58;1.58;0.95;0.95;1.12;1.22;0.95;0.95;0.95;0.95;1;0;0;0;0;0;0;16;16;1.376;0.95;1.58;0.95;4;1;0;0.95;0.95;2.92;
617;Lightning +17;1.412;1.412;1.412;1.412;1.68;1;1;1.01;1.91;1.61;1.61;0.95;0.95;1.12;1.22;0.95;0.95;0.95;0.95;1;0;0;0;0;0;0;17;17;1.412;0.95;1.61;0.95;4.2;1;0;0.95;0.95;3.04;
618;Lightning +18;1.448;1.448;1.448;1.448;1.72;1;1;1.04;1.94;1.64;1.64;0.95;0.95;1.13;1.23;0.95;0.95;0.95;0.95;1;0;0;0;0;0;0;18;18;1.448;0.95;1.64;0.95;4.4;1;0;0.95;0.95;3.16;
619;Lightning +19;1.484;1.484;1.484;1.484;1.76;1;1;1.07;1.97;1.67;1.67;0.95;0.95;1.13;1.23;0.95;0.95;0.95;0.95;1;0;0;0;0;0;0;19;19;1.484;0.95;1.67;0.95;4.6;1;0;0.95;0.95;3.28;
620;Lightning +20;1.52;1.52;1.52;1.52;1.8;1;1;1.1;2;1.7;1.7;0.95;0.95;1.13;1.23;0.95;0.95;0.95;0.95;1;0;0;0;0;0;0;20;20;1.52;0.95;1.7;0.95;4.8;1;0;0.95;0.95;3.4;
621;Lightning +21;1.556;1.556;1.556;1.556;1.84;1;1;1.12;2.02;1.72;1.72;0.95;0.95;1.14;1.24;0.95;0.95;0.95;0.95;1;0;0;0;0;0;0;21;21;1.556;0.95;1.72;0.95;5;1;0;0.95;0.95;3.52;
622;Lightning +22;1.592;1.592;1.592;1.592;1.88;1;1;1.14;2.04;1.74;1.74;0.95;0.95;1.14;1.24;0.95;0.95;0.95;0.95;1;0;0;0;0;0;0;22;22;1.592;0.95;1.74;0.95;5.2;1;0;0.95;0.95;3.64;
623;Lightning +23;1.628;1.628;1.628;1.628;1.92;1;1;1.16;2.06;1.76;1.76;0.95;0.95;1.14;1.24;0.95;0.95;0.95;0.95;1;0;0;0;0;0;0;23;23;1.628;0.95;1.76;0.95;5.4;1;0;0.95;0.95;3.76;
624;Lightning +24;1.664;1.664;1.664;1.664;1.96;1;1;1.18;2.08;1.78;1.78;0.95;0.95;1.14;1.24;0.95;0.95;0.95;0.95;1;0;0;0;0;0;0;24;24;1.664;0.95;1.78;0.95;5.6;1;0;0.95;0.95;3.88;
625;Lightning +25;1.7;1.7;1.7;1.7;2;1;1;1.2;2.1;1.8;1.8;0.95;0.95;1.15;1.25;0.95;0.95;0.95;0.95;1;0;0;0;0;0;0;25;25;1.7;0.95;1.8;0.95;5.8;1;0;0.95;0.95;4;
700;Sacred +0;0.75;0.75;0.75;0.75;1;1;1;1;1;1;1;0.95;1.05;0.95;0.95;0.95;0.95;0.95;0.95;1;0;0;0;0;0;0;0;0;0.75;1.15;1;0.95;1;1;0;0.95;0.95;1;
701;Sacred +1;0.798;0.798;0.798;0.798;1.04;1;1;1.04;1.04;1.04;1.07;0.95;1.05;0.95;0.95;0.95;0.95;0.95;0.95;1;0;0;0;0;0;0;1;1;0.798;1.15;1.04;0.95;1;1;0;0.95;0.95;1.12;
702;Sacred +2;0.846;0.846;0.846;0.846;1.08;1;1;1.08;1.08;1.08;1.14;0.95;1.06;0.95;0.95;0.95;0.95;0.95;0.95;1;0;0;0;0;0;0;2;2;0.846;1.16;1.08;0.95;1.2;1;0;0.95;0.95;1.24;
703;Sacred +3;0.894;0.894;0.894;0.894;1.12;1;1;1.12;1.12;1.12;1.21;0.95;1.06;0.95;0.95;0.95;0.95;0.95;0.95;1;0;0;0;0;0;0;3;3;0.894;1.16;1.12;0.95;1.4;1;0;0.95;0.95;1.36;
704;Sacred +4;0.942;0.942;0.942;0.942;1.16;1;1;1.16;1.16;1.16;1.28;0.95;1.07;0.95;0.95;0.95;0.95;0.95;0.95;1;0;0;0;0;0;0;4;4;0.942;1.17;1.16;0.95;1.6;1;0;0.95;0.95;1.48;
705;Sacred +5;0.99;0.99;0.99;0.99;1.2;1;1;1.2;1.2;1.2;1.35;0.95;1.07;0.95;0.95;0.95;0.95;0.95;0.95;1;0;0;0;0;0;0;5;5;0.99;1.17;1.2;0.95;1.8;1;0;0.95;0.95;1.6;
706;Sacred +6;1.038;1.038;1.038;1.038;1.24;1;1;1.24;1.24;1.24;1.42;0.95;1.08;0.95;0.95;0.95;0.95;0.95;0.95;1;0;0;0;0;0;0;6;6;1.038;1.18;1.24;0.95;2;1;0;0.95;0.95;1.72;
707;Sacred +7;1.086;1.086;1.086;1.086;1.28;1;1;1.28;1.28;1.28;1.49;0.95;1.08;0.95;0.95;0.95;0.95;0.95;0.95;1;0;0;0;0;0;0;7;7;1.086;1.18;1.28;0.95;2.2;1;0;0.95;0.95;1.84;
708;Sacred +8;1.134;1.134;1.134;1.134;1.32;1;1;1.32;1.32;1.32;1.56;0.95;1.09;0.95;0.95;0.95;0.95;0.95;0.95;1;0;0;0;0;0;0;8;8;1.134;1.19;1.32;0.95;2.4;1;0;0.95;0.95;1.96;
709;Sacred +9;1.182;1.182;1.182;1.182;1.36;1;1;1.36;1.36;1.36;1.63;0.95;1.09;0.95;0.95;0.95;0.95;0.95;0.95;1;0;0;0;0;0;0;9;9;1.182;1.19;1.36;0.95;2.6;1;0;0.95;0.95;2.08;
710;Sacred +10;1.23;1.23;1.23;1.23;1.4;1;1;1.4;1.4;1.4;1.7;0.95;1.1;0.95;0.95;0.95;0.95;0.95;0.95;1;0;0;0;0;0;0;10;10;1.23;1.2;1.4;0.95;2.8;1;0;0.95;0.95;2.2;
711;Sacred +11;1.278;1.278;1.278;1.278;1.44;1;1;1.43;1.43;1.43;1.75;0.95;1.1;0.95;0.95;0.95;0.95;0.95;0.95;1;0;0;0;0;0;0;11;11;1.278;1.2;1.43;0.95;3;1;0;0.95;0.95;2.32;
712;Sacred +12;1.326;1.326;1.326;1.326;1.48;1;1;1.46;1.46;1.46;1.8;0.95;1.11;0.95;0.95;0.95;0.95;0.95;0.95;1;0;0;0;0;0;0;12;12;1.326;1.21;1.46;0.95;3.2;1;0;0.95;0.95;2.44;
713;Sacred +13;1.374;1.374;1.374;1.374;1.52;1;1;1.49;1.49;1.49;1.85;0.95;1.11;0.95;0.95;0.95;0.95;0.95;0.95;1;0;0;0;0;0;0;13;13;1.374;1.21;1.49;0.95;3.4;1;0;0.95;0.95;2.56;
714;Sacred +14;1.422;1.422;1.422;1.422;1.56;1;1;1.52;1.52;1.52;1.9;0.95;1.11;0.95;0.95;0.95;0.95;0.95;0.95;1;0;0;0;0;0;0;14;14;1.422;1.21;1.52;0.95;3.6;1;0;0.95;0.95;2.68;
715;Sacred +15;1.47;1.47;1.47;1.47;1.6;1;1;1.55;1.55;1.55;1.95;0.95;1.12;0.95;0.95;0.95;0.95;0.95;0.95;1;0;0;0;0;0;0;15;15;1.47;1.22;1.55;0.95;3.8;1;0;0.95;0.95;2.8;
716;Sacred +16;1.518;1.518;1.518;1.518;1.64;1;1;1.58;1.58;1.58;2;0.95;1.12;0.95;0.95;0.95;0.95;0.95;0.95;1;0;0;0;0;0;0;16;16;1.518;1.22;1.58;0.95;4;1;0;0.95;0.95;2.92;
717;Sacred +17;1.566;1.566;1.566;1.566;1.68;1;1;1.61;1.61;1.61;2.05;0.95;1.12;0.95;0.95;0.95;0.95;0.95;0.95;1;0;0;0;0;0;0;17;17;1.566;1.22;1.61;0.95;4.2;1;0;0.95;0.95;3.04;
718;Sacred +18;1.614;1.614;1.614;1.614;1.72;1;1;1.64;1.64;1.64;2.1;0.95;1.13;0.95;0.95;0.95;0.95;0.95;0.95;1;0;0;0;0;0;0;18;18;1.614;1.23;1.64;0.95;4.4;1;0;0.95;0.95;3.16;
719;Sacred +19;1.662;1.662;1.662;1.662;1.76;1;1;1.67;1.67;1.67;2.15;0.95;1.13;0.95;0.95;0.95;0.95;0.95;0.95;1;0;0;0;0;0;0;19;19;1.662;1.23;1.67;0.95;4.6;1;0;0.95;0.95;3.28;
720;Sacred +20;1.71;1.71;1.71;1.71;1.8;1;1;1.7;1.7;1.7;2.2;0.95;1.13;0.95;0.95;0.95;0.95;0.95;0.95;1;0;0;0;0;0;0;20;20;1.71;1.23;1.7;0.95;4.8;1;0;0.95;0.95;3.4;
721;Sacred +21;1.758;1.758;1.758;1.758;1.84;1;1;1.72;1.72;1.72;2.22;0.95;1.14;0.95;0.95;0.95;0.95;0.95;0.95;1;0;0;0;0;0;0;21;21;1.758;1.24;1.72;0.95;5;1;0;0.95;0.95;3.52;
722;Sacred +22;1.806;1.806;1.806;1.806;1.88;1;1;1.74;1.74;1.74;2.24;0.95;1.14;0.95;0.95;0.95;0.95;0.95;0.95;1;0;0;0;0;0;0;22;22;1.806;1.24;1.74;0.95;5.2;1;0;0.95;0.95;3.64;
723;Sacred +23;1.854;1.854;1.854;1.854;1.92;1;1;1.76;1.76;1.76;2.26;0.95;1.14;0.95;0.95;0.95;0.95;0.95;0.95;1;0;0;0;0;0;0;23;23;1.854;1.24;1.76;0.95;5.4;1;0;0.95;0.95;3.76;
724;Sacred +24;1.902;1.902;1.902;1.902;1.96;1;1;1.78;1.78;1.78;2.28;0.95;1.14;0.95;0.95;0.95;0.95;0.95;0.95;1;0;0;0;0;0;0;24;24;1.902;1.24;1.78;0.95;5.6;1;0;0.95;0.95;3.88;
725;Sacred +25;1.95;1.95;1.95;1.95;2;1;1;1.8;1.8;1.8;2.3;0.95;1.15;0.95;0.95;0.95;0.95;0.95;0.95;1;0;0;0;0;0;0;25;25;1.95;1.25;1.8;0.95;5.8;1;0;0.95;0.95;4;
800;Magic +0;0.75;0.75;0.75;0.75;1;1;1;0.8;0.8;1;1;0.95;1.15;0.95;0.95;0.95;0.95;0.95;0.95;1;0;0;0;0;0;0;0;0;0.75;1.05;1;0.95;1;1;0;0.95;0.95;1;
801;Magic +1;0.798;0.798;0.798;0.798;1.04;1;1;0.83;0.83;1.07;1.04;0.95;1.15;0.95;0.95;0.95;0.95;0.95;0.95;1;0;0;0;0;0;0;1;1;0.798;1.05;1.04;0.95;1;1;0;0.95;0.95;1.12;
802;Magic +2;0.846;0.846;0.846;0.846;1.08;1;1;0.86;0.86;1.14;1.08;0.95;1.16;0.95;0.95;0.95;0.95;0.95;0.95;1;0;0;0;0;0;0;2;2;0.846;1.06;1.08;0.95;1.2;1;0;0.95;0.95;1.24;
803;Magic +3;0.894;0.894;0.894;0.894;1.12;1;1;0.89;0.89;1.21;1.12;0.95;1.16;0.95;0.95;0.95;0.95;0.95;0.95;1;0;0;0;0;0;0;3;3;0.894;1.06;1.12;0.95;1.4;1;0;0.95;0.95;1.36;
804;Magic +4;0.942;0.942;0.942;0.942;1.16;1;1;0.92;0.92;1.28;1.16;0.95;1.17;0.95;0.95;0.95;0.95;0.95;0.95;1;0;0;0;0;0;0;4;4;0.942;1.07;1.16;0.95;1.6;1;0;0.95;0.95;1.48;
805;Magic +5;0.99;0.99;0.99;0.99;1.2;1;1;0.95;0.95;1.35;1.2;0.95;1.17;0.95;0.95;0.95;0.95;0.95;0.95;1;0;0;0;0;0;0;5;5;0.99;1.07;1.2;0.95;1.8;1;0;0.95;0.95;1.6;
806;Magic +6;1.038;1.038;1.038;1.038;1.24;1;1;0.98;0.98;1.42;1.24;0.95;1.18;0.95;0.95;0.95;0.95;0.95;0.95;1;0;0;0;0;0;0;6;6;1.038;1.08;1.24;0.95;2;1;0;0.95;0.95;1.72;
807;Magic +7;1.086;1.086;1.086;1.086;1.28;1;1;1.01;1.01;1.49;1.28;0.95;1.18;0.95;0.95;0.95;0.95;0.95;0.95;1;0;0;0;0;0;0;7;7;1.086;1.08;1.28;0.95;2.2;1;0;0.95;0.95;1.84;
808;Magic +8;1.134;1.134;1.134;1.134;1.32;1;1;1.04;1.04;1.56;1.32;0.95;1.19;0.95;0.95;0.95;0.95;0.95;0.95;1;0;0;0;0;0;0;8;8;1.134;1.09;1.32;0.95;2.4;1;0;0.95;0.95;1.96;
