Row ID;Row Name;lotItemId01;lotItemId02;lotItemId03;lotItemId04;lotItemId05;lotItemId06;lotItemId07;lotItemId08;lotItemCategory01;lotItemCategory02;lotItemCategory03;lotItemCategory04;lotItemCategory05;lotItemCategory06;lotItemCategory07;lotItemCategory08;lotItemBasePoint01;lotItemBasePoint02;lotItemBasePoint03;lotItemBasePoint04;lotItemBasePoint05;lotItemBasePoint06;lotItemBasePoint07;lotItemBasePoint08;cumulateLotPoint01;cumulateLotPoint02;cumulateLotPoint03;cumulateLotPoint04;cumulateLotPoint05;cumulateLotPoint06;cumulateLotPoint07;cumulateLotPoint08;getItemFlagId01;getItemFlagId02;getItemFlagId03;getItemFlagId04;getItemFlagId05;getItemFlagId06;getItemFlagId07;getItemFlagId08;getItemFlagId;cumulateNumFlagId;cumulateNumMax;lotItem_Rarity;lotItemNum01;lotItemNum02;lotItemNum03;lotItemNum04;lotItemNum05;lotItemNum06;lotItemNum07;lotItemNum08;enableLuck01;enableLuck02;enableLuck03;enableLuck04;enableLuck05;enableLuck06;enableLuck07;enableLuck08;cumulateReset01;cumulateReset02;cumulateReset03;cumulateReset04;cumulateReset05;cumulateReset06;cumulateReset07;cumulateReset08;GameClearOffset;canExecByFriendlyGhost;canExecByHostileGhost;PAD1;PAD2
336000202;[Ancestral Follower] Great Horned Headband;0;300000;0;0;0;0;0;0;0;3;0;0;0;0;0;0;985;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;1;0;0;0;
336000203;[Ancestral Follower] Thin Beast Bones;0;15340;0;0;0;0;0;0;0;1;0;0;0;0;0;0;900;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;1;0;0;0;
336000204;[Ancestral Follower] Budding Horn;0;15050;0;0;0;0;0;0;0;1;0;0;0;0;0;0;975;25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;1;0;0;0;
336000700;[Ancestral Follower] Jawbone Axe;0;14030000;0;0;0;0;0;0;0;2;0;0;0;0;0;0;980;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;1;0;0;0;
336000701;[Ancestral Follower] Fur Raiment;0;300100;0;0;0;0;0;0;0;3;0;0;0;0;0;0;985;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;1;0;0;0;
336000702;[Ancestral Follower] Fur Leggings;0;300300;0;0;0;0;0;0;0;3;0;0;0;0;0;0;985;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;1;0;0;0;
336000703;[Ancestral Follower] Dwelling Arrow;0;50100000;0;0;0;0;0;0;0;2;0;0;0;0;0;0;900;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;5;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;1;0;0;0;
336000704;[Ancestral Follower] Great Horned Headband;0;300000;0;0;0;0;0;0;0;3;0;0;0;0;0;0;985;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;1;0;0;0;
336000705;[Ancestral Follower] Thin Beast Bones;0;15340;0;0;0;0;0;0;0;1;0;0;0;0;0;0;900;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;1;0;0;0;
336000706;[Ancestral Follower] Budding Horn;0;15050;0;0;0;0;0;0;0;1;0;0;0;0;0;0;975;25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;1;0;0;0;
336000707;[Ancestral Follower] Immunizing Horn Charm +1;1171;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;1000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12017992;0;0;-1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;0;0;0;
337000000;[Ancestral Follower Shaman] Shaman Furs;0;301100;0;0;0;0;0;0;0;3;0;0;0;0;0;0;960;40;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;1;0;0;0;
337000001;[Ancestral Follower Shaman] Shaman Leggings;0;301300;0;0;0;0;0;0;0;3;0;0;0;0;0;0;960;40;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;1;0;0;0;
337000002;[Ancestral Follower Shaman] Thin Beast Bones;0;15340;0;0;0;0;0;0;0;1;0;0;0;0;0;0;900;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;1;0;0;0;
337000003;[Ancestral Follower Shaman] Budding Horn;0;15050;0;0;0;0;0;0;0;1;0;0;0;0;0;0;975;25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;1;0;0;0;
337000700;[Ancestral Follower Shaman] Shaman Furs;0;301100;0;0;0;0;0;0;0;3;0;0;0;0;0;0;960;40;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;1;0;0;0;
337000701;[Ancestral Follower Shaman] Shaman Leggings;0;301300;0;0;0;0;0;0;0;3;0;0;0;0;0;0;960;40;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;1;0;0;0;
337000702;[Ancestral Follower Shaman] Thin Beast Bones;0;15340;0;0;0;0;0;0;0;1;0;0;0;0;0;0;900;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;1;0;0;0;
337000703;[Ancestral Follower Shaman] Budding Horn;0;15050;0;0;0;0;0;0;0;1;0;0;0;0;0;0;975;25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;1;0;0;0;
337000704;[Ancestral Follower Shaman] Shining Horned Headband;301000;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;1000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12027995;0;0;-1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;0;0;0;
337065000;[Ancestral Follower Shaman] Nascent Butterfly;0;20800;0;0;0;0;0;0;0;1;0;0;0;0;0;0;800;200;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;1;0;0;0;
337065001;[Ancestral Follower Shaman] Shaman Furs;0;301100;0;0;0;0;0;0;0;3;0;0;0;0;0;0;960;40;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;1;0;0;0;
337065002;[Ancestral Follower Shaman] Shaman Leggings;0;301300;0;0;0;0;0;0;0;3;0;0;0;0;0;0;960;40;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;1;0;0;0;
337065003;[Ancestral Follower Shaman] Thin Beast Bones;0;15340;0;0;0;0;0;0;0;1;0;0;0;0;0;0;900;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;1;0;0;0;
337065004;[Ancestral Follower Shaman] Budding Horn;0;15050;0;0;0;0;0;0;0;1;0;0;0;0;0;0;975;25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;1;0;0;0;
340000000;[Grave Warden Duelist] Duelist Greataxe;0;23040000;0;0;0;0;0;0;0;2;0;0;0;0;0;0;960;40;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;1;0;0;0;
340000001;[Grave Warden Duelist] Duelist Helm;0;310000;0;0;0;0;0;0;0;3;0;0;0;0;0;0;970;30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;1;0;0;0;
340000002;[Grave Warden Duelist] Gravekeeper Cloak;0;310100;0;0;0;0;0;0;0;3;0;0;0;0;0;0;970;30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;1;0;0;0;
340000003;[Grave Warden Duelist] Duelist Greaves;0;310300;0;0;0;0;0;0;0;3;0;0;0;0;0;0;970;30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;1;0;0;0;
340000100;[Grave Warden Duelist] None;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;1;0;0;0;
340052100;[Grave Warden Duelist] Rotten Duelist Greaves;2000300;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;1000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1048577990;0;0;-1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;0;0;0;
340052101;[Grave Warden Duelist] Rotten Greataxe;23150000;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;1000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1048577990;0;0;-1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;0;0;0;
340000200;[Grave Warden Duelist] Battle Hammer;0;12020000;0;0;0;0;0;0;0;2;0;0;0;0;0;0;960;40;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;1;0;0;0;
340000201;[Grave Warden Duelist] Duelist Helm;0;310000;0;0;0;0;0;0;0;3;0;0;0;0;0;0;970;30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;1;0;0;0;
340000202;[Grave Warden Duelist] Gravekeeper Cloak;0;310100;0;0;0;0;0;0;0;3;0;0;0;0;0;0;970;30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;1;0;0;0;
340000203;[Grave Warden Duelist] Duelist Greaves;0;310300;0;0;0;0;0;0;0;3;0;0;0;0;0;0;970;30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;1;0;0;0;
340000300;[Grave Warden Duelist] None;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;1;0;0;0;
340051300;[Grave Warden Duelist] Rotten Battle Hammer;12210000;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;1000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1048547990;0;0;-1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;0;0;0;
340051301;[Grave Warden Duelist] Rotten Duelist Helm;2000000;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;1000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1048547990;0;0;-1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;0;0;0;
345000000;[Misbegotten] Iron Cleaver;0;14040000;0;0;0;0;0;0;0;2;0;0;0;0;0;0;980;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;1;0;0;0;
345000001;[Misbegotten] Old Fang;0;15040;0;0;0;0;0;0;0;1;0;0;0;0;0;0;950;50;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;1;0;0;0;
345000100;[Misbegotten] Misbegotten Shortbow;0;40010000;0;0;0;0;0;0;0;2;0;0;0;0;0;0;980;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;1;0;0;0;
345000101;[Misbegotten] Old Fang;0;15040;0;0;0;0;0;0;0;1;0;0;0;0;0;0;975;25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;1;0;0;0;
345100000;[Misbegotten] Longhaft Axe;0;15050000;0;0;0;0;0;0;0;2;0;0;0;0;0;0;980;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;1;0;0;0;
345100001;[Misbegotten] Old Fang;0;15040;0;0;0;0;0;0;0;1;0;0;0;0;0;0;975;25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;1;0;0;0;
346000000;[Leonine Misbegotten] Iron Greatsword;0;3020000;0;0;0;0;0;0;0;2;0;0;0;0;0;0;960;40;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;1;0;0;0;
346000001;[Leonine Misbegotten] Old Fang;0;15040;0;0;0;0;0;0;0;1;0;0;0;0;0;0;975;25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;1;0;0;0;
347000000;[Albinauric] Albinauric Shield;0;31040000;0;0;0;0;0;0;0;2;0;0;0;0;0;0;980;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;1;0;0;0;
347000001;[Albinauric] Dirty Chainmail;0;1060100;0;0;0;0;0;0;0;3;0;0;0;0;0;0;985;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;1;0;0;0;
347000002;[Albinauric] Albinauric Bloodclot;0;15420;0;0;0;0;0;0;0;1;0;0;0;0;0;0;975;25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;1;0;0;0;
347000050;[Albinauric] Dirty Chainmail;0;1060100;0;0;0;0;0;0;0;3;0;0;0;0;0;0;985;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;1;0;0;0;
347000051;[Albinauric] Albinauric Bloodclot;0;15420;0;0;0;0;0;0;0;1;0;0;0;0;0;0;975;25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;1;0;0;0;
347000100;[Albinauric] Albinauric Bloodclot;0;15420;0;0;0;0;0;0;0;1;0;0;0;0;0;0;975;25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;1;0;0;0;
347000200;[Albinauric] Albinauric Shield;0;31040000;0;0;0;0;0;0;0;2;0;0;0;0;0;0;980;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;1;0;0;0;
347000201;[Albinauric] Dirty Chainmail;0;1060100;0;0;0;0;0;0;0;3;0;0;0;0;0;0;990;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;1;0;0;0;
347000202;[Albinauric] Albinauric Bloodclot;0;15420;0;0;0;0;0;0;0;1;0;0;0;0;0;0;975;25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;1;0;0;0;
347000250;[Albinauric] Dirty Chainmail;0;1060100;0;0;0;0;0;0;0;3;0;0;0;0;0;0;990;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;1;0;0;0;
347000251;[Albinauric] Albinauric Bloodclot;0;15420;0;0;0;0;0;0;0;1;0;0;0;0;0;0;975;25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;1;0;0;0;
347000300;[Albinauric] Albinauric Bloodclot;0;15420;0;0;0;0;0;0;0;1;0;0;0;0;0;0;975;25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;1;0;0;0;
347000400;[Albinauric] Curved Club;0;11030000;0;0;0;0;0;0;0;2;0;0;0;0;0;0;980;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;1;0;0;0;
347000401;[Albinauric] Albinauric Bloodclot;0;15420;0;0;0;0;0;0;0;1;0;0;0;0;0;0;975;25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;1;0;0;0;
347000500;[Albinauric] Curved Club;0;11030000;0;0;0;0;0;0;0;2;0;0;0;0;0;0;980;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;1;0;0;0;
347000501;[Albinauric] Albinauric Bloodclot;0;15420;0;0;0;0;0;0;0;1;0;0;0;0;0;0;975;25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;1;0;0;0;
347000600;[Albinauric] Albinauric Bloodclot;0;15420;0;0;0;0;0;0;0;1;0;0;0;0;0;0;975;25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;1;0;0;0;
347000700;[Albinauric] Ripple Crescent Halberd;0;18060000;0;0;0;0;0;0;0;2;0;0;0;0;0;0;980;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;1;0;0;0;
347000701;[Albinauric] Dirty Chainmail;0;1060100;0;0;0;0;0;0;0;3;0;0;0;0;0;0;985;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;1;0;0;0;
347000702;[Albinauric] Albinauric Bloodclot;0;15420;0;0;0;0;0;0;0;1;0;0;0;0;0;0;975;25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;1;0;0;0;
347000800;[Albinauric] Ripple Crescent Halberd;0;18060000;0;0;0;0;0;0;0;2;0;0;0;0;0;0;980;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;1;0;0;0;
347000801;[Albinauric] Albinauric Bloodclot;0;15420;0;0;0;0;0;0;0;1;0;0;0;0;0;0;975;25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;1;0;0;0;
347100000;[Albinauric (Variant)] Curved Great Club;0;12080000;0;0;0;0;0;0;0;2;0;0;0;0;0;0;960;40;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;1;0;0;0;
347100001;[Albinauric (Variant)] Albinauric Bloodclot;0;15420;0;0;0;0;0;0;0;1;0;0;0;0;0;0;975;25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;1;0;0;0;
350000000;[Skeleton (Curved Sword)] Human Bone Shard;0;15100;0;0;0;0;0;0;0;1;0;0;0;0;0;0;950;50;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;1;0;0;0;
350000100;[Skeleton (Curved Sword)] Human Bone Shard;0;15100;0;0;0;0;0;0;0;1;0;0;0;0;0;0;950;50;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;1;0;0;0;
350000101;[Skeleton (Curved Sword)] Bolt;0;52000000;0;0;0;0;0;0;0;2;0;0;0;0;0;0;900;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;5;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;1;0;0;0;
350000200;[Skeleton (Curved Sword)] Grave Scythe;0;19010000;0;0;0;0;0;0;0;2;0;0;0;0;0;0;980;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;1;0;0;0;
350000201;[Skeleton (Curved Sword)] Human Bone Shard;0;15100;0;0;0;0;0;0;0;1;0;0;0;0;0;0;950;50;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;1;0;0;0;
