Row ID;Row Name;Unk0;Sort ID;Unk1;Display Category ID;Unk3;Unk4;Unk5;Unk6;Sword Arts ID;Unk7;Unk8;Unk9;Unk10;Unk11;Base Affinity Set;Additional Affinity;Available: Dagger;Available: Straight Sword;Available: Greatsword;Available: Colossal Sword;Available: Curved Sword;Available: Curved Greatsword;Available: Katana;Available: Twinblade;Available: Thrusting Sword;Available: Heavy Thrusting Sword;Available: Hammer;Available: Great Hammer;Available: Axe;Available: Greataxe;Available: Flail;Available: Spear;Available: Unknown 1;Available: Great Spear;Available: Halberd;Available: Reaper;Available: Fist;Available: Claw;Available: Whip;Available: Colossal Weapon;Available: Light Bow;Available: Bow;Available: Greatbow;Available: Crossbow;Available: Unknown 2;Available: Staff;Available: Unknown 3;Available: Unknown 4;Available: Small Shield;Available: Medium Shield;Available: Greatshield;Available: Torch;Unk94;Unk95;Unk96;Unk97;Unk16;Unk17;Unk18;Unk19;Unk20;Compatibility - Text ID;Unk22;Unk23
170;Ash of War: Golden Slam;1;0;0;255;-1;-1;-1;0;507;0;100;0;999999;-1;67583;103;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;False;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;False;False;False;False;-1;-1;-1;-1;-1;-1;0;0
171;Ash of War: Waves of Darkness;1;0;0;255;-1;-1;-1;0;508;0;100;0;999999;-1;67583;103;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;False;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;False;False;False;False;-1;-1;-1;-1;-1;-1;0;0
173;Ash of War: Determination;1;0;0;255;-1;-1;-1;0;600;0;100;0;999999;-1;67583;103;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;False;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;False;False;False;False;-1;-1;-1;-1;-1;-1;0;0
174;Ash of War: Assassin's Gambit;1;0;0;255;-1;-1;-1;0;602;0;100;0;999999;-1;67583;103;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;False;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;False;False;False;False;-1;-1;-1;-1;-1;-1;0;0
175;Ash of War: Golden Vow;1;0;0;255;-1;-1;-1;0;603;0;100;0;999999;-1;67583;103;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;False;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;False;False;False;False;-1;-1;-1;-1;-1;-1;0;0
176;Ash of War: Sacred Order;1;0;0;255;-1;-1;-1;0;604;0;100;0;999999;-1;67583;103;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;False;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;False;False;False;False;-1;-1;-1;-1;-1;-1;0;0
177;Ash of War: Seppuku;1;0;0;255;-1;-1;-1;0;606;0;100;0;999999;-1;67583;103;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;False;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;False;False;False;False;-1;-1;-1;-1;-1;-1;0;0
178;Ash of War: Cragblade;1;0;0;255;-1;-1;-1;0;607;0;100;0;999999;-1;67583;103;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;False;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;False;False;False;False;-1;-1;-1;-1;-1;-1;0;0
179;Ash of War: Shared Order;1;0;0;255;-1;-1;-1;0;605;0;100;0;999999;-1;67583;103;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;False;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;False;False;False;False;-1;-1;-1;-1;-1;-1;0;0
180;Ash of War: Barbaric Roar;1;0;0;255;-1;-1;-1;0;650;0;100;0;999999;-1;67583;103;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;False;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;False;False;False;False;-1;-1;-1;-1;-1;-1;0;0
181;Ash of War: Beast's Roar;1;0;0;255;-1;-1;-1;0;652;0;100;0;999999;-1;67583;103;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;False;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;False;False;False;False;-1;-1;-1;-1;-1;-1;0;0
182;Ash of War:;1;0;0;255;-1;-1;-1;0;-1;0;100;0;999999;-1;67583;103;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;False;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;False;False;False;False;-1;-1;-1;-1;-1;-1;0;0
183;Ash of War: Braggart's Roar;1;0;0;255;-1;-1;-1;0;654;0;100;0;999999;-1;67583;103;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;False;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;False;False;False;False;-1;-1;-1;-1;-1;-1;0;0
184;Ash of War: Troll's Roar;1;0;0;255;-1;-1;-1;0;653;0;100;0;999999;-1;67583;103;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;False;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;False;False;False;False;-1;-1;-1;-1;-1;-1;0;0
185;Ash of War: Endure;1;0;0;255;-1;-1;-1;0;700;0;100;0;999999;-1;67583;103;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;False;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;False;False;False;False;-1;-1;-1;-1;-1;-1;0;0
186;Ash of War: Vow of the Indomitable;1;0;0;255;-1;-1;-1;0;701;0;100;0;999999;-1;67583;103;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;False;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;False;False;False;False;-1;-1;-1;-1;-1;-1;0;0
187;Ash of War: Holy Ground;1;0;0;255;-1;-1;-1;0;702;0;100;0;999999;-1;67583;103;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;False;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;False;False;False;False;-1;-1;-1;-1;-1;-1;0;0
190;Ash of War: Quickstep;1;0;0;255;-1;-1;-1;0;800;0;100;0;999999;-1;67583;103;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;False;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;False;False;False;False;-1;-1;-1;-1;-1;-1;0;0
191;Ash of War: Bloodhound's Step;1;0;0;255;-1;-1;-1;0;801;0;100;0;999999;-1;67583;103;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;False;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;False;False;False;False;-1;-1;-1;-1;-1;-1;0;0
192;Ash of War: Raptor of the Mists;1;0;0;255;-1;-1;-1;0;802;0;100;0;999999;-1;67583;103;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;False;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;False;False;False;False;-1;-1;-1;-1;-1;-1;0;0
194;Ash of War: White Shadow's Lure;1;0;0;255;-1;-1;-1;0;850;0;100;0;999999;-1;67583;103;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;False;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;False;False;False;False;-1;-1;-1;-1;-1;-1;0;0
195;Ash of War: Sword Dance;1;0;0;255;-1;-1;-1;0;124;0;100;0;999999;-1;67583;103;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;False;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;False;False;False;False;-1;-1;-1;-1;-1;-1;0;0
196;Ash of War: Firebreather;1;0;0;255;-1;-1;-1;0;223;0;100;0;999999;-1;67583;103;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;False;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;False;False;False;False;-1;-1;-1;-1;-1;-1;0;0
197;Ash of War: Blood Blade;1;0;0;255;-1;-1;-1;0;224;0;100;0;999999;-1;67583;103;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;False;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;False;False;False;False;-1;-1;-1;-1;-1;-1;0;0
198;Ash of War: Thops's Barrier;1;0;0;255;-1;-1;-1;0;309;0;100;0;999999;-1;67583;103;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;False;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;False;False;False;False;-1;-1;-1;-1;-1;-1;0;0
1000;Ash of War: Lion's Claw;1;21000;0;255;2300;-1;-1;710600;100;0;100;0;999999;-1;73727;359;False;True;True;True;True;True;True;False;False;False;True;True;True;True;True;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;2300;-1;-1;-1;-1;-1;0;0
1001;Ash of War: Impaling Thrust;1;21000;0;255;-1;-1;-1;0;101;0;100;0;999999;-1;73727;615;True;True;True;False;False;False;True;True;True;True;False;False;False;False;False;True;False;True;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;-1;-1;-1;-1;-1;-1;0;0
1002;Ash of War: Spinning Slash;1;21000;0;255;-1;-1;-1;0;103;0;100;0;999999;-1;73727;615;True;True;True;True;True;True;True;True;False;False;True;True;True;True;True;False;False;False;False;False;True;True;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;-1;-1;-1;-1;-1;-1;0;0
1003;Ash of War:;1;21000;0;255;-1;-1;-1;0;104;0;100;0;999999;-1;67583;103;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;True;True;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;-1;-1;-1;-1;-1;-1;0;0
1004;Ash of War: Glintblade Phalanx;1;21001;0;255;2810;-1;-1;710600;200;0;100;0;999999;-1;70287;2151;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;False;True;True;True;True;True;True;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;2810;-1;-1;-1;-1;-1;0;0
1005;Ash of War:;1;0;0;255;-1;-1;-1;0;-1;0;100;0;999999;-1;66560;103;True;True;True;True;True;True;True;True;True;True;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;-1;-1;-1;-1;-1;-1;0;0
1006;Ash of War: Eruption;1;21042;0;255;2390;-1;-1;710600;207;0;100;0;999999;-1;66111;1127;False;True;True;True;True;True;True;True;False;True;True;True;True;True;True;True;False;True;True;True;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;2390;-1;-1;-1;-1;-1;0;0
1007;Ash of War: Gravitas;1;21011;0;255;2390;-1;-1;710600;209;0;100;0;999999;-1;70287;2151;False;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;False;True;True;True;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;2390;-1;-1;-1;-1;-1;0;0
1008;Ash of War: Storm Blade;1;21014;0;255;2330;-1;-1;710600;210;0;100;0;999999;-1;73727;871;True;True;True;False;True;True;True;True;True;True;True;True;True;True;True;True;False;True;True;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;2330;-1;-1;-1;-1;-1;0;0
1009;Ash of War: Earthshaker;1;21050;0;255;2390;-1;-1;710600;212;0;100;0;999999;-1;73727;359;False;False;True;True;False;True;False;False;False;False;True;True;True;True;True;False;False;True;True;True;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;2390;-1;-1;-1;-1;-1;0;0
1010;Ash of War: Flaming Strike;1;21050;0;255;-1;-1;-1;0;214;0;100;0;999999;-1;66111;1127;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;False;True;True;True;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;-1;-1;-1;-1;-1;-1;0;0
1011;Ash of War: Thunderbolt;1;21028;0;255;2280;-1;-1;710600;216;0;100;0;999999;-1;66127;1639;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;False;True;True;True;True;True;True;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;2280;-1;-1;-1;-1;-1;0;0
1012;Ash of War: Carian Greatsword;1;21033;0;255;2330;-1;-1;710600;219;0;100;0;999999;-1;70287;2151;True;True;True;False;True;False;True;True;True;True;True;True;True;True;True;True;False;True;True;True;True;True;True;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;2330;-1;-1;-1;-1;-1;0;0
1013;Ash of War: Storm Stomp;1;21042;0;255;2330;-1;-1;710600;502;0;100;0;999999;-1;67583;103;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;False;True;True;True;True;True;True;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;2330;-1;-1;-1;-1;-1;0;0
1014;Ash of War: Determination;1;21017;0;255;2300;-1;-1;710600;600;0;100;0;999999;-1;73727;871;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;False;True;True;True;True;True;True;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;2300;-1;-1;-1;-1;-1;0;0
1015;Ash of War: Holy Ground;1;21054;0;255;2760;-1;-1;710600;702;0;100;0;999999;-1;66063;1895;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;False;True;True;True;True;True;True;True;False;False;False;False;False;False;False;False;True;True;True;True;False;False;False;False;2760;-1;-1;-1;-1;-1;0;0
1016;Ash of War: Quickstep;1;21058;0;255;2280;-1;-1;710600;800;0;100;0;999999;-1;73727;615;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;False;True;True;True;True;True;True;True;False;False;False;False;False;False;False;False;True;True;True;True;False;False;False;False;2280;-1;-1;-1;-1;-1;0;0
1017;Ash of War: Raptor of the Mists;1;0;0;255;-1;-1;-1;0;802;0;100;0;999999;-1;73727;2407;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;False;True;True;True;True;True;True;True;False;False;False;False;False;False;False;False;True;True;True;True;False;False;False;False;-1;-1;-1;-1;-1;-1;0;0
10000;Ash of War: Lion's Claw;1;8300;0;10;-1;-1;-1;710600;100;0;300;0;350030;-1;73727;359;False;True;True;True;True;True;True;True;False;False;True;True;True;True;True;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;-1;-1;-1;-1;-1;63000;0;0
10100;Ash of War: Impaling Thrust;1;8301;0;20;-1;-1;-1;710600;101;0;300;0;351010;-1;73727;615;True;True;True;False;False;False;True;True;True;True;False;False;False;False;False;True;False;True;True;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;-1;-1;-1;-1;-1;63004;0;0
10200;Ash of War: Piercing Fang;0;8302;0;20;-1;-1;-1;710600;102;0;300;0;351020;-1;139263;615;False;True;True;False;False;False;True;True;True;True;False;False;False;False;False;True;False;True;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;-1;-1;-1;-1;-1;63001;0;0
10300;Ash of War: Spinning Slash;1;8303;0;20;-1;-1;-1;710600;103;0;300;0;351000;-1;73727;615;True;True;True;False;True;True;True;True;False;False;True;True;False;False;False;True;False;True;True;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;-1;-1;-1;-1;-1;63002;0;0
10500;Ash of War: Charge Forth;1;8304;0;30;-1;-1;-1;710600;105;0;300;0;352010;-1;73727;871;False;False;False;False;False;False;False;True;False;True;False;False;False;False;False;True;False;True;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;-1;-1;-1;-1;-1;63013;0;0
10600;Ash of War: Stamp (Upward Cut);1;8305;0;10;-1;-1;-1;710600;106;0;300;0;350000;-1;73727;359;False;False;True;True;False;True;False;False;False;True;True;True;True;True;True;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;-1;-1;-1;-1;-1;63003;0;0
10700;Ash of War: Stamp (Sweep);1;8306;0;10;-1;-1;-1;710600;107;0;300;0;350010;-1;73727;359;False;False;True;True;False;True;False;False;False;True;True;True;True;True;True;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;-1;-1;-1;-1;-1;63003;0;0
10800;Ash of War: Blood Tax;1;8307;0;90;-1;-1;-1;710600;108;0;300;0;359020;-1;138255;2919;True;True;True;False;False;False;True;True;True;True;False;False;False;False;False;True;False;True;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;-1;-1;-1;-1;-1;63004;0;0
10900;Ash of War: Repeating Thrust;0;8308;0;20;-1;-1;-1;710600;109;0;300;0;351030;-1;73727;615;True;True;True;False;False;False;True;True;True;True;False;False;False;False;False;True;False;True;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;-1;-1;-1;-1;-1;63004;0;0
11000;Ash of War: Wild Strikes;1;8309;0;10;-1;-1;-1;710600;110;0;300;0;350020;-1;73727;359;False;False;True;False;True;True;False;False;False;False;True;True;True;True;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;-1;-1;-1;-1;-1;63043;0;0
11100;Ash of War: Spinning Strikes;1;8310;0;30;-1;-1;-1;710600;111;0;300;0;352020;-1;73727;871;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;True;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;-1;-1;-1;-1;-1;63025;0;0
11200;Ash of War: Double Slash;1;8311;0;20;-1;-1;-1;710600;112;0;300;0;351040;-1;73727;615;True;True;True;False;True;True;True;True;False;False;False;False;False;False;False;False;False;False;True;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;-1;-1;-1;-1;-1;63006;0;0
11300;Ash of War: Prelate's Charge;1;8312;0;50;-1;-1;-1;710600;113;0;300;0;355000;-1;131135;1383;False;False;False;False;False;False;False;False;False;False;False;True;False;True;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;-1;-1;-1;-1;-1;63007;0;0
11400;Ash of War: Unsheathe;1;8313;0;20;-1;-1;-1;710600;114;0;300;0;351060;-1;73727;615;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;-1;-1;-1;-1;-1;63008;0;0
11500;Ash of War: Square Off;1;8314;0;30;-1;-1;-1;710600;115;0;300;0;352000;-1;73727;871;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;-1;-1;-1;-1;-1;63009;0;0
11600;Ash of War: Giant Hunt;1;8315;0;30;-1;-1;-1;710600;116;0;300;0;352030;-1;139263;871;False;False;True;True;False;False;False;True;False;True;False;False;False;False;False;True;False;True;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;-1;-1;-1;-1;-1;63010;0;0
11800;Ash of War: Loretta's Slash;1;8316;0;40;-1;-1;-1;710600;118;0;300;0;353060;-1;131855;2151;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;True;False;True;True;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;-1;-1;-1;-1;-1;63024;0;0
11900;Ash of War: Poison Moth Flight;1;8317;0;90;-1;-1;-1;710600;119;0;300;0;358010;-1;138255;2663;True;True;False;False;True;False;True;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;-1;-1;-1;-1;-1;63011;0;0
12000;Ash of War: Spinning Weapon;1;8318;0;40;-1;-1;-1;710600;120;0;300;0;353050;-1;66319;2151;True;True;False;False;True;False;True;True;True;False;True;False;True;False;True;True;False;False;True;True;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;-1;-1;-1;-1;-1;63012;0;0
12200;Ash of War: Storm Assault;1;8319;0;30;-1;-1;-1;710600;122;0;300;0;352050;-1;73727;871;False;False;False;False;False;False;False;True;False;True;False;False;False;False;False;True;False;True;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;-1;-1;-1;-1;-1;63013;0;0
12300;Ash of War: Stormcaller;1;8320;0;30;-1;-1;-1;710600;123;0;300;0;352060;-1;73727;871;False;True;True;False;True;True;True;True;False;False;True;True;True;True;True;True;False;True;True;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;-1;-1;-1;-1;-1;63014;0;0
12400;Ash of War: Sword Dance;1;8321;0;20;-1;-1;-1;710600;124;0;300;0;351050;-1;73727;615;True;True;True;False;True;True;True;True;False;False;True;True;False;False;False;True;False;False;True;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;-1;-1;-1;-1;-1;63015;0;0
20000;Ash of War: Glintblade Phalanx;0;8330;0;40;-1;-1;-1;710600;200;0;300;0;353020;-1;66319;2151;True;True;True;False;True;True;True;True;True;True;False;False;False;False;False;True;False;True;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;-1;-1;-1;-1;-1;63037;0;0
20100;Ash of War: Sacred Blade;1;8331;0;80;-1;-1;-1;710600;201;0;300;0;357000;-1;65743;1895;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;False;True;True;True;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;-1;-1;-1;-1;-1;63044;0;0
20200;Ash of War: Ice Spear;1;8332;0;90;-1;-1;-1;710600;202;0;300;0;360000;-1;66319;2407;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;True;False;True;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;-1;-1;-1;-1;-1;63016;0;0
20300;Ash of War: Glintstone Pebble;1;8333;0;40;-1;-1;-1;710600;203;0;300;0;353010;-1;66319;2151;True;True;True;False;True;True;True;True;True;True;False;False;False;False;False;True;False;True;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;-1;-1;-1;-1;-1;63037;0;0
20400;Ash of War: Bloody Slash;1;8334;0;90;-1;-1;-1;710600;204;0;300;0;359010;-1;72719;2919;True;True;True;False;True;True;True;True;True;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;-1;-1;-1;-1;-1;63022;0;0
20500;Ash of War: Lifesteal Fist;1;8335;0;120;-1;-1;-1;710600;205;0;300;0;361010;-1;138255;3175;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;-1;-1;-1;-1;-1;63017;0;0
20700;Ash of War: Eruption;1;8336;0;50;-1;-1;-1;710600;207;0;300;0;354020;-1;65599;1127;False;False;True;True;False;True;False;False;False;True;False;True;False;True;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;-1;-1;-1;-1;-1;63039;0;0
20800;Ash of War: Prayerful Strike;1;8337;0;80;-1;-1;-1;710600;208;0;300;0;357010;-1;65743;1895;False;False;False;False;False;False;False;False;False;False;True;True;True;True;True;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;-1;-1;-1;-1;-1;63018;0;0
20900;Ash of War: Gravitas;0;8338;0;40;-1;-1;-1;710600;209;0;300;0;353070;-1;131855;2151;False;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;False;True;True;True;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;-1;-1;-1;-1;-1;63019;0;0
21000;Ash of War: Storm Blade;0;8339;0;30;-1;-1;-1;710600;210;0;300;0;352040;-1;73727;871;True;True;True;False;True;True;True;False;True;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;-1;-1;-1;-1;-1;63020;0;0
21200;Ash of War: Earthshaker;1;8340;0;10;-1;-1;-1;710600;212;0;300;0;350080;-1;73727;359;False;False;False;True;False;False;False;False;False;False;False;True;False;True;False;False;False;True;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;-1;-1;-1;-1;-1;63050;0;0
21300;Ash of War: Golden Land;1;8341;0;80;-1;-1;-1;710600;213;0;300;0;357050;-1;131279;1895;False;False;False;True;False;False;False;False;False;False;False;True;False;True;False;False;False;True;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;-1;-1;-1;-1;-1;63050;0;0
21400;Ash of War: Flaming Strike;1;8342;0;50;-1;-1;-1;710600;214;0;300;0;354000;-1;65599;1127;True;True;True;False;True;True;True;True;True;True;True;True;True;True;True;True;False;True;True;True;True;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;-1;-1;-1;-1;-1;63045;0;0
21600;Ash of War: Thunderbolt;0;8343;0;50;-1;-1;-1;710600;216;0;300;0;356000;-1;65743;1639;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;False;True;True;True;True;True;True;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;-1;-1;-1;-1;-1;63042;0;0
21700;Ash of War: Lightning Slash;1;8344;0;50;-1;-1;-1;710600;217;0;300;0;356010;-1;65743;1639;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;-1;-1;-1;-1;-1;63021;0;0
21800;Ash of War: Carian Grandeur;1;8345;0;40;-1;-1;-1;710600;218;0;300;0;353040;-1;131855;2151;True;True;True;False;True;True;True;True;True;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;-1;-1;-1;-1;-1;63022;0;0
21900;Ash of War: Carian Greatsword;0;8346;0;40;-1;-1;-1;710600;219;0;300;0;353030;-1;66319;2151;True;True;True;False;True;True;True;True;True;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;-1;-1;-1;-1;-1;63022;0;0
22000;Ash of War: Vacuum Slice;1;8347;0;30;-1;-1;-1;710600;220;0;300;0;352080;-1;139263;871;True;True;True;True;True;True;True;True;True;True;True;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;-1;-1;-1;-1;-1;63049;0;0
22100;Ash of War: Black Flame Tornado;1;8348;0;50;-1;-1;-1;710600;221;0;300;0;355010;-1;131135;1383;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;True;False;True;True;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;-1;-1;-1;-1;-1;63024;0;0
22200;Ash of War: Sacred Ring of Light;1;8349;0;80;-1;-1;-1;710600;222;0;300;0;357020;-1;65743;1895;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;True;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;-1;-1;-1;-1;-1;63025;0;0
