Row ID,Row Name,AtkParam ID,Projectile FX ID,Impact FX ID,Flick FX ID,Duration,Attenuation Range,Shoot Interval,Gravity: In Range,Gravity: Out of Range,Homing Stop Range,Initial Velocity,Acceleration: In Range,Acceleration: Out of Range,Max Velocity,Min Velocity,Acceleration Duration,Homing Start Distance,Initial Hit Radius,Final Hit Radius,Radius Spread Time,Explosion Delay,Homing Offset Range,Hitbox Duration,External Force,Owner SpEffect ID,Bullet AI,Hit Bullet ID,Target SpEffect ID 0,Target SpEffect ID 1,Target SpEffect ID 2,Target SpEffect ID 3,Target SpEffect ID 4,Bullet Count,Homing Angle,Horizontal Shoot Angle,Shoot Angle - Horizontal Interval,Shoot Angle - Vertical Interval,Damage Falloff: Physical,Damage Falloff: Magic,Damage Falloff: Fire,Damage Falloff: Lightning,Damage Falloff: Stamina,Damage Falloff: Knockback,Vertical Shoot Angle,Lock Shoot Limit Angle,Is Object Penetration,Previous Velocity Direction Rate,Attack Attribute,Effect Attribute,Material Attack Type,Material Attack Material,Material Size,Launch Condition Type,Follow Type: Soulmass,Follow Type: Catalyst,Follow Type: Follow Floor,Emitter Type: Player Feet,Emitter Type: Parent Bullet,Emitter Type: Nearest Enemy Feet,Persistent Attack FX,Continuous Hitbox,Penetrate Map,Hit Both Teams,Use Shared Hit List,Use Multiple Model Points,Attach Effect Type 0,Attach Effect Type 1,Can be Deflected by Magic,Ignore FX On Water Hit,Ignore State Transition On Water Hit,Can Be Deflected By Bullet Deflection,Transfer Effect to Child Bullet,Transfer Speed to Child Bullet,Is Lock Module,Is Search For Target,Is Emitted Bullet,Transfer Duration to Child Bullet,Damage Falloff: Dark Damage,Bullet Hit Type 0,Bullet Hit Type 1,Sp Homing Y Angle,Emitted Bullet - Random Angle XZ,Emitted Bullet - Random Angle Y,Bullet Emitter: Bullet ID,Bullet Emitter: Shoot Interval 1,Bullet Emitter: Initial Shoot Interval,Sp Homing Y Angle For Enemy,Bullet Emitter: Shoot Interval 2,Launch Type,Limit Bullet Param ID,Counter Hit Type,Is Position Hit Bullet,Is Attach Attack SFX,Is Sp Correction 0,Is Sp Correction 1,Is Penetrate Target,Is Sp Correction 2,Is Disable Int Scale,Unk1,Emitter Position Radius,Hit Object ID,Unk2,Unk3,Unk4,Unk5,Unk6,Unk7,Unk8,Unk9,Unk10,Unk11,Unk12a,Unk12b,Unk13,Unk14,Unk15,Unk16a,Unk16b,Unk17,Unk18,Unk19,Unk20,Unk21
4340610,[Mad Pumpkin Head],4340190,-1,-1,-1,1,10,0,0,0,0,999,0,0,999,10,0,0,0.01,-1,0,0,0,0,0,0,0,4340611,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,167,0,0,0,254,254,254,6,0,0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,False,True,False,False,False,False,False,False,0,0,-1,0,-1,-1,0,0,-1,-1,-1,-1,0,0,0,0,-1,0,-1,0,1,0,0,0
4340611,[Mad Pumpkin Head],4,-1,-1,-1,0,0,0,0,0,0,0.1,0,0,0.1,0.1,0,0,0.03,-1,0,0,0,0,0,0,0,4340612,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,90,0,0,0,254,254,254,6,0,0,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,False,True,False,False,False,False,False,False,0,0,-1,0,-1,-1,0,0,-1,-1,-1,-1,0,0,0,0,-1,0,-1,0,1,0,0,0
4340612,[Mad Pumpkin Head],4340190,-1,-1,-1,10,0,0,0,0,0,0,0,0,0,0,0,0,0.03,-1,0,0,0,0,0,0,0,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,254,254,254,6,0,0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,False,True,False,False,False,False,False,False,0,0,300011,0,-1,-1,0,0,-1,-1,-1,-1,0,0,0,0,-1,0,-1,0,1,0,0,0
4340620,[Mad Pumpkin Head],4340190,-1,-1,-1,1,10,0,0,0,0,999,0,0,999,10,0,0,0.01,-1,0,0,0,0,0,0,0,4340621,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,167,0,0,0,254,254,254,6,0,0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,False,True,False,False,False,False,False,False,0,0,-1,0,-1,-1,0,0,-1,-1,-1,-1,0,0,0,0,-1,0,-1,0,1,0,0,0
4340621,[Mad Pumpkin Head],4,-1,-1,-1,0,0,0,0,0,0,0.1,0,0,0.1,0.1,0,0,0.03,-1,0,0,0,0,0,0,0,4340622,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,90,0,0,0,254,254,254,6,0,0,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,False,True,False,False,False,False,False,False,0,0,-1,0,-1,-1,0,0,-1,-1,-1,-1,0,0,0,0,-1,0,-1,0,1,0,0,0
4340622,[Mad Pumpkin Head],4340190,-1,-1,-1,10,0,0,0,0,0,0,0,0,0,0,0,0,0.03,-1,0,0,0,0,0,0,0,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,254,254,254,6,0,0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,False,True,False,False,False,False,False,False,0,0,300012,0,-1,-1,0,0,-1,-1,-1,-1,0,0,0,0,-1,0,-1,0,1,0,0,0
4340630,[Mad Pumpkin Head],4340190,-1,-1,-1,1,10,0,0,0,0,999,0,0,999,10,0,0,0.01,-1,0,0,0,0,0,0,0,4340631,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,167,0,0,0,254,254,254,6,0,0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,False,True,False,False,False,False,False,False,0,0,-1,0,-1,-1,0,0,-1,-1,-1,-1,0,0,0,0,-1,0,-1,0,1,0,0,0
4340631,[Mad Pumpkin Head],4,-1,-1,-1,0,0,0,0,0,0,0.1,0,0,0.1,0.1,0,0,0.03,-1,0,0,0,0,0,0,0,4340632,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,90,0,0,0,254,254,254,6,0,0,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,False,True,False,False,False,False,False,False,0,0,-1,0,-1,-1,0,0,-1,-1,-1,-1,0,0,0,0,-1,0,-1,0,1,0,0,0
4340632,[Mad Pumpkin Head],4340190,-1,-1,-1,10,0,0,0,0,0,0,0,0,0,0,0,0,0.03,-1,0,0,0,0,0,0,0,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,254,254,254,6,0,0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,False,True,False,False,False,False,False,False,0,0,300013,0,-1,-1,0,0,-1,-1,-1,-1,0,0,0,0,-1,0,-1,0,1,0,0,0
4341180,[Grinning Torturer],4341180,-1,-1,-1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,1.6,-1,1,0,0,0,0,0,0,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,254,254,6,3,0,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,0,0,-1,0,-1,-1,0,0,-1,-1,-1,-1,0,0,0,0,-1,0,-1,0,1,0,0,0
4341190,[Grinning Torturer],4341190,-1,-1,-1,1,10,0,0,0,0,999,0,0,999,10,0,0,0.01,-1,0,0,0,0,0,0,0,4341191,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,167,0,0,0,254,254,254,6,0,0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,False,True,False,False,False,False,False,False,0,0,-1,0,-1,-1,0,0,-1,-1,-1,-1,0,0,0,0,-1,0,-1,0,1,0,0,0
4341191,[Grinning Torturer],4,-1,-1,-1,0,0,0,0,0,0,0.1,0,0,0.1,0.1,0,0,0.03,-1,0,0,0,0,0,0,0,4341192,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,90,0,0,0,254,254,254,6,0,0,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,False,True,False,False,False,False,False,False,0,0,-1,0,-1,-1,0,0,-1,-1,-1,-1,0,0,0,0,-1,0,-1,0,1,0,0,0
4341192,[Grinning Torturer],4341190,-1,-1,-1,10,0,0,0,0,0,0,0,0,0,0,0,0,0.03,-1,0,0,0,0,0,0,0,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,254,254,254,6,0,0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,False,True,False,False,False,False,False,False,0,0,300001,0,-1,-1,0,0,-1,-1,-1,-1,0,0,0,0,-1,0,-1,0,1,0,0,0
4341200,[Grinning Torturer],4341200,643401,643402,-1,30,30,0,1.5,9,0,40,2,-2,60,20,0,0,0.3,-1,0,0,0,0,0,0,0,-1,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,4,80,0,0,2,254,254,0,3,0,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,0,0,0,-1,0,0,-1,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,0,0,-1,0,-1,-1,0,0,434000003,434000103,434000203,434000203,0,0,0,0,-1,0,-1,0,1,0,0,0
4341210,[Grinning Torturer],4341210,-1,-1,-1,30,30,0,1.5,9,0,1.2,2,-2,60,2,0,0,0.3,-1,0,0,0,0,0,0,0,-1,0,0,0,0,0,1,5,1,0,-56,0,0,0,0,0,0,4,80,0,0,254,254,254,6,3,0,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,0,0,0,-1,0,0,-1,0,0,0,0,0,0,0,False,True,False,False,False,False,False,False,0,0,-1,0,-1,-1,0,0,-1,-1,-1,-1,0,0,0,0,-1,0,-1,0,1,0,0,0
4341370,[Grinning Torturer],4341370,-1,-1,-1,0.1,0,0,0,0,0,1,0,0,1,1,0,0,1.6,-1,1,0,0,0,0,0,0,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,254,254,6,3,0,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,0,0,-1,0,-1,-1,0,0,-1,-1,-1,-1,0,0,0,0,-1,0,-1,0,1,0,0,0
4341510,[Grinning Torturer],4341510,-1,-1,-1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,12,-1,1,0,0,0,0,0,0,-1,13258,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,254,254,6,3,0,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,0,0,-1,0,-1,-1,0,0,-1,-1,-1,-1,0,0,0,0,-1,0,-1,0,1,0,0,0
4341520,[Grinning Torturer],4,-1,-1,-1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0.1,-1,1,0,0,0,0,13259,0,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,254,254,6,3,0,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,0,0,-1,0,-1,-1,0,0,-1,-1,-1,-1,0,0,0,0,-1,0,-1,0,1,0,0,0
4350220,[Castle Knight],4350220,643632,-1,-1,0.1,0,0.1,0,0,0,0,0,0,0,0,0,0,0.1,5,0.06,0,0,0.1,0,0,0,-1,26000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,254,254,254,254,3,0,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,0,0,-1,0,-1,-1,0,0,-1,-1,-1,-1,0,0,0,0,-1,0,-1,0,1,0,0,0
4350280,[Castle Knight],4350280,643642,-1,-1,0.05,0,0.1,0,0,0,8,0,0,38,13,0,0,0.1,-1,0,0,0,1,0,0,0,4350283,26005,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,241,30,0,0,254,254,254,254,1,0,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,True,False,False,False,0,0,0,0,20,20,-1,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,0,0,-1,0.05,-1,-1,0,0,-1,-1,-1,-1,0,0,0,0,-1,0,-1,0,1,0,0,0
4350281,[Castle Knight],4350281,643642,-1,-1,0.05,0,0.1,0,0,0,8,0,0,38,13,0,0,0.1,-1,0,0,0,1,0,0,0,4350283,26005,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,35,30,0,0,254,254,254,254,1,0,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,True,False,False,False,0,0,0,0,40,20,-1,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,0,0,-1,0.07,-1,-1,0,0,-1,-1,-1,-1,0,0,0,0,-1,0,-1,0,1,0,0,0
4350282,[Castle Knight],4350282,643642,-1,-1,0.05,0,0.05,0,0,0,8,0,0,38,13,0,0,0.1,-1,0,0,0,1,0,0,0,4350283,26005,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,50,30,0,0,254,254,254,254,1,0,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,True,False,False,False,0,0,0,0,60,20,-1,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,0,0,-1,0.1,-1,-1,0,0,-1,-1,-1,-1,0,0,0,0,-1,0,-1,0,1,0,0,0
4350283,[Castle Knight],4350283,643642,-1,-1,1,0,0,150,250,0,10,0,0,50,25,0,0,0.1,-1,0,0,0,1,0,0,0,4350284,26005,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,254,254,254,254,1,0,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,True,False,False,False,False,False,False,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,0,0,-1,0,-1,-1,0,0,-1,-1,-1,-1,0,0,0,0,-1,0,-1,0,1,0,0,0
4350284,[Castle Knight],4350284,643643,-1,-1,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0.1,1.5,0.06,0,0,1,0,0,0,-1,26005,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,254,254,254,254,3,0,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,-1,0,0,0,0,1,0,0,False,False,False,False,False,False,False,False,0,0,-1,0,-1,-1,0,0,-1,-1,-1,-1,0,0,0,0,-1,0,-1,0,1,0,0,0
4350301,[Castle Knight],4350301,-1,-1,-1,0.07,4,0,20,20,0,22,0,0,22,22,0,0,0.3,-1,0,0,0,1,0,0,0,4350302,0,0,0,0,0,6,0,-20,10,5,0,0,0,0,0,0,0,0,0,0,254,254,254,254,3,0,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,0,0,0,0,2,0,-1,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,0,0,-1,0,-1,-1,0,0,-1,-1,-1,-1,0,0,0,0,-1,0,-1,0,1,0,0,0
4350302,[Castle Knight],4350302,643541,643542,-1,0.4,4,0,20,20,0,22,0,0,22,22,0,0,0.5,-1,0,0,0,1,0,0,0,-1,22010,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,0,0,0,254,254,254,254,3,0,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,0,0,-1,0,-1,-1,0,0,643541,-1,643542,643542,0,0,0,0,-1,0,-1,0,1,0,0,0
4350315,[Castle Knight],4350315,-1,-1,-1,0.1,10,0,0,0,30,200,0,0,200,200,0,15,0.15,-1,0,0,0,0,0,0,0,4350316,0,0,0,0,0,1,360,0,0,0,0,0,0,0,0,0,0,30,0,0,254,254,254,254,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,0,0,-1,0,-1,-1,0,0,-1,-1,-1,-1,0,0,0,0,-1,0,-1,0,1,0,0,0
4350316,[Castle Knight],4350316,-1,-1,-1,0.2,10,0,0,0,0,200,0,0,200,200,0,0,0.1,-1,0,0,0,0,0,0,0,4350317,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,166,0,0,0,254,254,254,254,3,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,0,0,-1,0,-1,-1,0,0,-1,-1,-1,-1,0,0,0,0,-1,0,-1,0,1,0,0,0
4350317,[Castle Knight],4350317,-1,643583,-1,0.06,10,0,0,0,0,0,0,0,0,0,0,0,0.2,-1,0,0,0,0,0,0,0,4350318,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,254,254,254,254,3,5,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,0,0,0,0,0,0,-1,0,0,0,0,1,0,0,False,False,False,False,False,False,False,False,0,0,-1,0,-1,-1,0,0,-1,-1,-1,-1,0,0,0,0,-1,0,-1,0,1,0,0,0
4350318,[Castle Knight],4350318,-1,-1,-1,0.1,10,0,0,0,0,100,0,0,100,100,0,0,1,-1,0,0,0,0,0,0,0,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,90,0,0,0,254,254,254,254,3,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,0,0,-1,0,-1,-1,0,0,-1,-1,-1,-1,0,0,0,0,-1,0,-1,0,1,0,0,0
4350330,[Castle Knight],4350330,643600,-1,-1,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0.1,5,0.06,0,0,0,0,0,0,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,254,254,254,254,3,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,0,0,-1,0,-1,-1,0,0,-1,-1,-1,-1,0,0,0,0,-1,0,-1,0,1,0,0,0
4350360,[Castle Knight],4350360,-1,-1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.1,8,0.06,0,0,0,0,0,0,-1,14465,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,254,254,254,254,3,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,0,0,-1,0,-1,-1,0,0,-1,-1,-1,-1,0,0,0,0,-1,0,-1,0,1,0,0,0
4350550,[Castle Knight],4350550,643567,643568,-1,2.15,12,0,0,0,0.4,16,40,40,25,6,0.32,0,0.1,-1,0,0,0,0,0,0,0,-1,0,0,0,0,0,1,35,0,0,0,0,0,0,0,0,0,0,45,0,0,254,254,254,254,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,True,False,False,False,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,False,False,False,True,False,False,False,False,0,0,-1,0,-1,-1,0,0,438300001,438300101,438300201,438300201,0,0,0,0,-1,0,-1,0,1,0,0,0
4350560,[Castle Knight],4350560,643506,-1,-1,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0.1,4,0.06,0,0,0,0,0,0,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,254,254,254,254,3,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,0,0,-1,0,-1,-1,0,1,-1,-1,-1,-1,0,0,0,0,-1,0,-1,0,1,0,0,0
4350570,[Castle Knight],4350570,-1,-1,-1,0.1,10,0,0,0,30,200,0,0,200,200,0,15,0.15,-1,0,0,0,0,0,0,0,4350571,0,0,0,0,0,1,360,0,0,0,0,0,0,0,0,0,0,30,0,0,254,254,254,254,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,0,0,-1,0,-1,-1,0,0,-1,-1,-1,-1,0,0,0,0,-1,0,-1,0,1,0,0,0
4350571,[Castle Knight],4350571,-1,-1,-1,0.2,10,0,0,0,0,200,0,0,200,200,0,0,0.1,-1,0,0,0,0,0,0,0,4350572,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,166,0,0,0,254,254,254,254,3,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,0,0,-1,0,-1,-1,0,0,-1,-1,-1,-1,0,0,0,0,-1,0,-1,0,1,0,0,0
4350572,[Castle Knight],4350572,-1,643592,-1,0.06,10,0,0,0,0,0,0,0,0,0,0,0,0.2,-1,0,0,0,0,0,0,0,4350573,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,254,254,254,254,3,5,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,0,0,0,0,0,0,-1,0,0,0,0,1,0,0,False,False,False,False,False,False,False,False,0,0,-1,0,-1,-1,0,0,-1,-1,-1,-1,0,0,0,0,-1,0,-1,0,1,0,0,0
4350573,[Castle Knight],4350573,-1,-1,-1,0.1,10,0,0,0,0,100,0,0,100,100,0,0,1,-1,0,0,0,0,0,0,0,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,90,0,0,0,254,254,254,254,3,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,0,0,-1,0,-1,-1,0,0,-1,-1,-1,-1,0,0,0,0,-1,0,-1,0,1,0,0,0
4350590,[Castle Knight],4350590,643600,-1,-1,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0.1,5,0.06,0,0,0,0,0,0,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,254,254,254,254,3,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,0,0,-1,0,-1,-1,0,0,-1,-1,-1,-1,0,0,0,0,-1,0,-1,0,1,0,0,0
4350610,[Castle Knight],4350610,643525,-1,643526,1.5,0.5,0,-3,18,1,30,80,80,80,30,0.01,0,0.15,-1,0,0,0,0,0,0,0,-1,0,0,0,0,0,1,30,0,0,0,0,0,0,0,0,0,5,45,0,0,254,254,254,254,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,0,0,-1,0,-1,-1,0,0,-1,-1,-1,-1,0,0,0,0,-1,0,-1,0,1,0,0,0
4350650,[Castle Knight],4350650,643521,643522,643523,3,30,0,0,2.8,0,50,5,-5,60,30,0,0,0.1,-1,0,0,0,0,0,0,0,-1,0,0,0,0,0,1,0,0,0,0,50,50,50,50,50,50,0,30,0,0,254,254,254,254,0,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,0,0,-1,0,-1,-1,0,0,101010101,-1,-1,-1,0,0,0,0,-1,0,-1,0,1,0,0,0
4350655,[Castle Knight],4350655,643661,643662,643663,3,30,0,0,2.8,0,50,5,-5,60,30,0,0,0.1,-1,0,0,0,0,0,0,0,-1,0,0,0,0,0,1,0,0,0,0,50,50,50,50,50,50,0,30,0,0,254,254,254,254,0,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,0,0,-1,0,-1,-1,0,0,101010101,-1,-1,-1,0,0,0,0,-1,0,-1,0,1,0,0,0
4350660,[Castle Knight],4350660,643506,-1,-1,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0.1,4,0.06,0,0,0,0,0,0,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,254,254,254,254,3,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,0,0,-1,0,-1,-1,0,1,-1,-1,-1,-1,0,0,0,0,-1,0,-1,0,1,0,0,0
4350670,[Castle Knight],4350670,643621,643622,643623,1.5,999,0,0,0,5,20,170,170,700,20,0.1,0,0.3,-1,0,0,0,0,0,0,0,-1,0,0,0,0,0,1,30,0,0,0,0,0,0,0,0,0,0,35,0,0,254,254,254,254,3,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,0,0,-1,0,-1,-1,0,0,473000006,473000106,473000206,473000206,0,0,0,0,-1,0,-1,0,1,0,0,0
4350671,[Castle Knight],4350671,-1,-1,-1,1.5,999,0,0,0,5,20,170,170,700,20,0.1,0,0.1,-1,0,0,0,0,0,0,0,-1,0,0,0,0,0,1,30,0,0,0,0,0,0,0,0,0,0,35,0,0,254,254,254,254,3,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,0,0,-1,0,-1,-1,0,0,-1,-1,-1,-1,0,0,0,0,-1,0,-1,0,1,0,0,0
