Row ID;Row Name;SpEffect 4
37022024;Raya Lucaria Scholar;7060
37022040;Raya Lucaria Scholar;7070
37022140;Raya Lucaria Scholar;7070
37023020;Raya Lucaria Scholar;7060
37023024;Raya Lucaria Scholar;7060
37023040;Raya Lucaria Scholar;7070
37023140;Raya Lucaria Scholar;7070
37024024;Raya Lucaria Scholar;7060
37024040;Raya Lucaria Scholar;7070
37030012;Noble's Page;7020
37030021;Noble's Page;7060
37030030;Noble's Page;7080
37030031;Noble's Page;7090
37030032;Noble's Page;7090
37030033;Noble's Page;7090
37030034;Noble's Page;7100
37030041;Noble's Page;7080
37030052;Noble's Page;7160
37031024;Noble's Page;7060
37031034;Noble's Page;7100
37040020;Battlemage;7060
37040040;Battlemage;7070
37040054;Battlemage;7180
37040830;Battlemage;7100
37040940;Battlemage;7090
37100024;Master Azur;7060
37100032;Master Azur;7050
37200040;Master Lusat;7070
37200042;Master Lusat;7150
37300020;Orb of Many Faces;7060
37300040;Orb of Many Faces;7070
37300042;Orb of Many Faces;7150
37300052;Orb of Many Faces;7160
37300112;Orb of Many Faces;7020
37300120;Orb of Many Faces;7060
37300152;Orb of Many Faces;7160
37301024;Orb of Many Faces;7060
37500060;Clayman;7050
37500062;Clayman;7110
37500064;Clayman;7060
37500065;Clayman;7090
37501060;Clayman;7050
37501062;Clayman;7110
37502060;Clayman;7050
37502062;Clayman;7110
37502064;Clayman;7060
37502065;Clayman;7090
38000031;Cleanrot Knight;7090
38000040;Cleanrot Knight;7070
38000042;Cleanrot Knight;7150
38000052;Cleanrot Knight;7160
38000056;Cleanrot Knight;7190
38000142;Cleanrot Knight;7150
38000242;Cleanrot Knight;7150
38000920;Cleanrot Knight;7060
38000940;Cleanrot Knight;7070
38001031;Cleanrot Knight;7090
38001040;Cleanrot Knight;7070
38001042;Cleanrot Knight;7150
38001052;Cleanrot Knight;7160
38001056;Cleanrot Knight;7190
38001142;Cleanrot Knight;7150
38001940;Cleanrot Knight;7070
38100040;Kindred of Rot;7070
38100056;Kindred of Rot;7190
38100062;Kindred of Rot;7110
38100932;Kindred of Rot;7090
38101040;Kindred of Rot;7070
38101056;Kindred of Rot;7190
38102056;Kindred of Rot;7190
38102932;Kindred of Rot;7090
38103040;Kindred of Rot;7070
38103056;Kindred of Rot;7190
38109040;Kindred of Rot;7070
38500012;Marionette;7020
38500020;Marionette;7060
38500024;Marionette;7060
38500032;Marionette;7090
38500040;Marionette;7070
38500050;Marionette;7120
38501012;Marionette;7020
38501020;Marionette;7060
38501024;Marionette;7060
38501032;Marionette;7090
38501040;Marionette;7070
38501050;Marionette;7120
38501140;Marionette;7070
38501240;Marionette;7070
38502012;Marionette;7020
38502020;Marionette;7060
38502024;Marionette;7060
38502032;Marionette;7090
38502040;Marionette;7070
38502050;Marionette;7120
38600020;Avionette;7060
38600030;Avionette;7080
38600032;Avionette;7090
38600040;Avionette;7070
38600050;Avionette;7120
38600132;Avionette;7090
38600140;Avionette;7070
38600150;Avionette;7120
38600532;Avionette;7090
38600540;Avionette;7070
38600550;Avionette;7120
38600632;Avionette;7090
38601024;Avionette;7060
38601032;Avionette;7090
38601040;Avionette;7070
38601050;Avionette;7120
38601132;Avionette;7090
38601140;Avionette;7070
38601532;Avionette;7090
38601540;Avionette;7070
38601550;Avionette;7120
39000020;Fire Monk;7060
39000032;Fire Monk;7090
39000050;Fire Monk;7120
39001032;Fire Monk;7090
39001050;Fire Monk;7160
39010038;Godskin Monk;7110
39011042;Godskin Monk;7150
39100032;Fire Prelate;7090
39100050;Fire Prelate;7120
39100150;Fire Prelate;7120
39100250;Fire Prelate;7120
39101050;Fire Prelate;7120
39101150;Fire Prelate;7120
39500038;Man-Serpent;7110
39501138;Man-Serpent;7110
39502038;Man-Serpent;7110
39503038;Man-Serpent;7110
39504038;Man-Serpent;7110
39509038;Man-Serpent;7110
39509138;Man-Serpent;7110
39700072;Azula Beastman;7140
39700172;Azula Beastman;7140
39700272;Azula Beastman;7140
39700372;Azula Beastman;7140
39700472;Azula Beastman;7140
39701072;Azula Beastman;7140
39701172;Azula Beastman;7140
39701272;Azula Beastman;7140
39701910;Azula Beastman;7010
39701942;Azula Beastman;7150
39702072;Azula Beastman;7140
39702172;Azula Beastman;7140
39702272;Azula Beastman;7140
39702372;Azula Beastman;7140
39702942;Azula Beastman;7150
39703072;Azula Beastman;7140
39703172;Azula Beastman;7140
40000020;Royal Rider;7060
40000022;Royal Rider;7130
40000030;Royal Rider;7080
40000031;Royal Rider;7090
40000035;Royal Rider;7130
40000040;Royal Rider;7070
40000054;Royal Rider;7180
40000120;Royal Rider;7060
40000140;Royal Rider;7070
40000154;Royal Rider;7180
40001020;Royal Rider;7060
40001030;Royal Rider;7080
40001031;Royal Rider;7090
40001054;Royal Rider;7180
40001130;Royal Rider;7080
40200003;Royal Revenant;7030
40200020;Royal Revenant;7060
40200022;Royal Revenant;7130
40200030;Royal Revenant;7080
40200031;Royal Revenant;7090
40200035;Royal Revenant;7130
40200040;Royal Revenant;7070
40200056;Royal Revenant;7190
40200130;Royal Revenant;7080
40200920;Royal Revenant;7060
40208020;Royal Revenant;7060
40208022;Royal Revenant;7130
40208030;Royal Revenant;7080
40208031;Royal Revenant;7090
40208035;Royal Revenant;7130
40208040;Royal Revenant;7070
40208056;Royal Revenant;7190
40208122;Royal Revenant;7130
40208130;Royal Revenant;7080
40208131;Royal Revenant;7090
40208156;Royal Revenant;7190
40208230;Royal Revenant;7080
40208256;Royal Revenant;7190
40208356;Royal Revenant;7190
40208456;Royal Revenant;7190
40400030;Slug;7080
40400031;Slug;7090
40400033;Slug;7090
40400035;Slug;7130
40400040;Slug;7070
40400051;Slug;7130
40401032;Slug;7090
40401038;Slug;7110
40402030;Slug;7080
40403010;Slug;7010
40403020;Slug;7060
40403033;Slug;7090
40403050;Slug;7120
40403052;Slug;7160
40500010;Kaiden Sellsword;7010
40500012;Kaiden Sellsword;7020
40500013;Kaiden Sellsword;7020
40500052;Kaiden Sellsword;7160
40600010;Horse;7010
40600052;Horse;7160
40700010;Grey Wolf;7010
40700012;Grey Wolf;7020
40700013;Grey Wolf;7020
40700020;Grey Wolf;7060
40700030;Grey Wolf;7080
40700032;Grey Wolf;7090
40700033;Grey Wolf;7090
40700036;Grey Wolf;7090
40700042;Grey Wolf;7150
40700051;Grey Wolf;7130
40700052;Grey Wolf;7160
40700065;Grey Wolf;7090
40700110;Grey Wolf;7010
40700112;Grey Wolf;7020
40700152;Grey Wolf;7160
40700165;Grey Wolf;7090
40700550;Grey Wolf;7120
40701010;Grey Wolf;7010
40701012;Grey Wolf;7020
40702010;Grey Wolf;7010
40702012;Grey Wolf;7020
40708024;Grey Wolf;7060
40710010;White Wolf;7010
40710012;White Wolf;7020
40710020;White Wolf;7060
40710022;White Wolf;7130
40710030;White Wolf;7080
40710032;White Wolf;7090
40710033;White Wolf;7090
40710042;White Wolf;7150
40710051;White Wolf;7130
40710052;White Wolf;7160
40710065;White Wolf;7090
40710550;White Wolf;7120
40800010;Rat;7010
40800012;Rat;7020
40800013;Rat;7030
40800014;Rat;7030
40800020;Rat;7060
40800028;Rat;7100
40800030;Rat;7080
40800032;Rat;7090
40800034;Rat;7100
40800035;Rat;7130
40800040;Rat;7070
40800042;Rat;7150
40800050;Rat;7120
40800051;Rat;7130
40800052;Rat;7160
40800054;Rat;7180
40800064;Rat;7060
40800065;Rat;7090
40800134;Rat;7100
40800210;Rat;7010
40800212;Rat;7020
40800312;Rat;7020
40800320;Rat;7060
40800352;Rat;7160
40900010;Giant Rat;7010
40900012;Giant Rat;7020
40900014;Giant Rat;7030
40900020;Giant Rat;7060
40900030;Giant Rat;7080
40900032;Giant Rat;7090
40900034;Giant Rat;7100
40900035;Giant Rat;7130
40900040;Giant Rat;7070
40900042;Giant Rat;7150
40900054;Giant Rat;7180
40900064;Giant Rat;7060
40900210;Giant Rat;7010
40900312;Giant Rat;7020
40900320;Giant Rat;7060
40900352;Giant Rat;7160
41000010;Demi-Human;7010
41000012;Demi-Human;7020
41000020;Demi-Human;7060
41000030;Demi-Human;7080
41000032;Demi-Human;7090
41000040;Demi-Human;7070
41000042;Demi-Human;7150
41000050;Demi-Human;7120
41000212;Demi-Human;7020
41000910;Demi-Human;7010
41001010;Demi-Human;7010
41001012;Demi-Human;7020
41001020;Demi-Human;7060
41001030;Demi-Human;7080
41001032;Demi-Human;7090
41001040;Demi-Human;7070
41001042;Demi-Human;7150
41001050;Demi-Human;7120
41001130;Demi-Human;7080
41001212;Demi-Human;7020
41002010;Demi-Human;7010
41002012;Demi-Human;7020
41002020;Demi-Human;7060
41002030;Demi-Human;7080
41002032;Demi-Human;7090
41002040;Demi-Human;7070
41002042;Demi-Human;7150
41002050;Demi-Human;7120
41002212;Demi-Human;7020
41002910;Demi-Human;7010
41010010;Large Demi-Human;7010
41010012;Large Demi-Human;7020
41010020;Large Demi-Human;7060
41010030;Large Demi-Human;7080
41010032;Large Demi-Human;7090
41010050;Large Demi-Human;7120
41100010;Demi-Human Shaman;7010
41100012;Demi-Human Shaman;7020
41100020;Demi-Human Shaman;7060
41100030;Demi-Human Shaman;7080
41100032;Demi-Human Shaman;7090
41100036;Demi-Human Shaman;7090
41100050;Demi-Human Shaman;7120
41109010;Demi-Human Shaman;7010
41109020;Demi-Human Shaman;7060
41109024;Demi-Human Shaman;7060
41109030;Demi-Human Shaman;7080
41109034;Demi-Human Shaman;7100
41109110;Demi-Human Shaman;7010
41109120;Demi-Human Shaman;7060
41109134;Demi-Human Shaman;7100
41109170;;7100
41200012;Demi-Human Beastman;7020
41200020;Demi-Human Beastman;7060
41200030;Demi-Human Beastman;7080
41200032;Demi-Human Beastman;7090
41200040;Demi-Human Beastman;7070
41200042;Demi-Human Beastman;7150
41200050;Demi-Human Beastman;7120
41200910;Demi-Human Beastman;7010
41300012;Demi-Human Queen;7020
41300032;Demi-Human Queen;7110
41301030;Demi-Human Queen;7080
41301932;Demi-Human Queen;7090
41400035;Snail;7130
41400038;Snail;7110
41400062;Snail;7110
41401034;Snail;7100
41402020;Snail;7060
41402035;Snail;7130
41402050;Snail;7120
41402054;Snail;7180
41402920;Snail;7060
41402950;Snail;7120
41403032;Snail;7090
41403033;Snail;7090
41403050;Snail;7120
41403833;Snail;7090
41403930;Snail;7080
41404020;Snail;7060
41404022;Snail;7130
41404030;Snail;7080
41404040;Snail;7070
41404052;Snail;7160
41500030;Basilisk;7080
41500031;Basilisk;7090
41500032;Basilisk;7090
41500033;Basilisk;7090
41500035;Basilisk;7130
41500038;Basilisk;7110
41500040;Basilisk;7070
41500060;Basilisk;7050
41500062;Basilisk;7110
41500066;Basilisk;7110
41500862;Basilisk;7110
41600014;Large Starved Dog;7030
41600024;Large Starved Dog;7060
41600031;Large Starved Dog;7090
41600032;Large Starved Dog;7090
41600034;Large Starved Dog;7100
41600035;Large Starved Dog;7130
41601010;Large Starved Dog;7010
41601020;Large Starved Dog;7060
41602050;Large Starved Dog;7120
41610010;Starved Dog;7010
41610012;Starved Dog;7020
41610013;Starved Dog;7030
41610014;Starved Dog;7030
41610020;Starved Dog;7060
41610024;Starved Dog;7060
41610030;Starved Dog;7080
41610031;Starved Dog;7090
41610032;Starved Dog;7090
41610033;Starved Dog;7090
41610034;Starved Dog;7100
41610038;Starved Dog;7110
41610040;Starved Dog;7070
41610041;Starved Dog;7080
41610050;Starved Dog;7120
41610064;Starved Dog;7060
41610210;Starved Dog;7010
41610212;Starved Dog;7020
41610220;Starved Dog;7060
41610252;Starved Dog;7160
41610350;Starved Dog;7120
41620072;Large Braided Dog;7140
41630072;Braided Dog;7140
41640030;Large Rotten Dog;7080
41640052;Large Rotten Dog;7160
41640830;Large Rotten Dog;7080
41650030;Rotten Dog;7080
41650052;Rotten Dog;7160
41650068;Rotten Dog;7170
41650830;Rotten Dog;7080
41650935;Rotten Dog;7130
41660040;Large Mushroom Dog;7070
41660042;Large Mushroom Dog;7150
41670040;Mushroom Dog;7070
41700010;Small Living Mass;7010
41700013;Small Living Mass;7030
41700020;Small Living Mass;7060
41700030;Small Living Mass;7080
41700032;Small Living Mass;7090
41700040;Small Living Mass;7070
41700110;Small Living Mass;7010
41700130;Small Living Mass;7080
41700140;Small Living Mass;7070
41700141;Small Living Mass;7080
41700152;Small Living Mass;7160
41700240;Small Living Mass;7070
41700312;Small Living Mass;7020
41700332;Small Living Mass;7090
41710430;GiantLiving Mass;7080
41710468;Giant Living Mass;7170
41800010;Jellyfish;7010
41800012;Jellyfish;7020
41800020;Jellyfish;7060
41800030;Jellyfish;7080
41800032;Jellyfish;7090
41800033;Jellyfish;7090
41800050;Jellyfish;7120
41800052;Jellyfish;7160
41800065;Jellyfish;7090
41800110;Jellyfish;7010
41800112;Jellyfish;7020
41800120;Jellyfish;7060
41800152;Jellyfish;7160
41800210;Jellyfish;7010
41800312;Jellyfish;7020
41800852;Jellyfish;7160
41801013;Jellyfish;7030
41809050;Jellyfish;7120
41900050;Large Tear Scarab;7120
41900052;Large Tear Scarab;7160
41901050;Large Tear Scarab;7120
41901052;Large Tear Scarab;7160
41902020;Large Tear Scarab;7060
41902032;Large Tear Scarab;7090
41902050;Large Tear Scarab;7120
41902052;Large Tear Scarab;7160
41902150;Large Tear Scarab;7120
41902152;Large Tear Scarab;7160
41902250;Large Tear Scarab;7120
41902252;Large Tear Scarab;7160
41903050;Large Tear Scarab;7120
41903052;Large Tear Scarab;7160
41903150;Large Tear Scarab;7120
41903152;Large Tear Scarab;7160
41903250;Large Tear Scarab;7120
41903252;Large Tear Scarab;7160
41904050;Large Tear Scarab;7120
41904052;Large Tear Scarab;7160
41904150;Large Tear Scarab;7120
41904152;Large Tear Scarab;7160
41904250;Large Tear Scarab;7120
41904252;Large Tear Scarab;7160
41905050;Large Tear Scarab;7120
41905052;Large Tear Scarab;7160
41905364;Large Tear Scarab;7060
41906110;Large Tear Scarab;7010
41907310;Large Tear Scarab;7010
41908110;Large Tear Scarab;7010
41909112;Large Tear Scarab;7020
41910010;Tear Scarab;7010
41910012;Tear Scarab;7020
41910020;Tear Scarab;7060
41910022;Tear Scarab;7130
41910030;Tear Scarab;7080
41910032;Tear Scarab;7090
41910035;Tear Scarab;7130
41910040;Tear Scarab;7070
41910041;Tear Scarab;7080
41910050;Tear Scarab;7120
41910052;Tear Scarab;7160
41910054;Tear Scarab;7180
41910056;Tear Scarab;7190
41910060;Tear Scarab;7050
41910062;Tear Scarab;7110
41910064;Tear Scarab;7060
41910065;Tear Scarab;7090
41910066;Tear Scarab;7110
41910068;Tear Scarab;7170
41911010;Tear Scarab;7010
41911020;Tear Scarab;7060
41911022;Tear Scarab;7130
41911030;Tear Scarab;7080
41911035;Tear Scarab;7130
41911050;Tear Scarab;7120
41911052;Tear Scarab;7160
41911054;Tear Scarab;7180
41911056;Tear Scarab;7190
41911060;Tear Scarab;7050
41911062;Tear Scarab;7110
41911064;Tear Scarab;7060
41911065;Tear Scarab;7090
41911066;Tear Scarab;7110
41911068;Tear Scarab;7170
41912010;Tear Scarab;7010
41912012;Tear Scarab;7020
41912014;Tear Scarab;7030
41912020;Tear Scarab;7060
41912024;Tear Scarab;7060
41912030;Tear Scarab;7080
41912032;Tear Scarab;7090
41912033;Tear Scarab;7090
41912034;Tear Scarab;7100
41912040;Tear Scarab;7070
41912041;Tear Scarab;7080
41912042;Tear Scarab;7150
41912050;Tear Scarab;7120
41912052;Tear Scarab;7160
41912054;Tear Scarab;7180
41912056;Tear Scarab;7190
41912060;Tear Scarab;7050
41912062;Tear Scarab;7110
41912064;Tear Scarab;7060
41912065;Tear Scarab;7090
41912066;Tear Scarab;7110
41912068;Tear Scarab;7170
41912072;Tear Scarab;7140
41912150;Tear Scarab;7120
41912152;Tear Scarab;7160
41912160;Tear Scarab;7050
41912162;Tear Scarab;7110
41912164;Tear Scarab;7060
41912165;Tear Scarab;7090
41912166;Tear Scarab;7110
41912168;Tear Scarab;7170
41912220;Tear Scarab;7060
41912230;Tear Scarab;7080
41912233;Tear Scarab;7090
41912240;Tear Scarab;7070
41912250;Tear Scarab;7120
41912252;Tear Scarab;7160
41912260;Tear Scarab;7050
41912262;Tear Scarab;7110
41912264;Tear Scarab;7060
41912265;Tear Scarab;7090
41912266;Tear Scarab;7110
41912268;Tear Scarab;7170
41913014;Tear Scarab;7030
41913020;Tear Scarab;7060
41913024;Tear Scarab;7060
41913032;Tear Scarab;7090
41913035;Tear Scarab;7130
41913050;Tear Scarab;7120
41913052;Tear Scarab;7160
41913054;Tear Scarab;7180
41913056;Tear Scarab;7190
41913060;Tear Scarab;7050
41913062;Tear Scarab;7110
41913064;Tear Scarab;7060
41913065;Tear Scarab;7090
41913066;Tear Scarab;7110
41913068;Tear Scarab;7170
41913072;Tear Scarab;7140
41913150;Tear Scarab;7120
41913152;Tear Scarab;7160
41913160;Tear Scarab;7050
41913162;Tear Scarab;7110
41913164;Tear Scarab;7060
41913165;Tear Scarab;7090
41913166;Tear Scarab;7110
41913168;Tear Scarab;7170
41913250;Tear Scarab;7120
41913252;Tear Scarab;7160
41913260;Tear Scarab;7050
41913262;Tear Scarab;7110
41913264;Tear Scarab;7060
41913265;Tear Scarab;7090
41913266;Tear Scarab;7110
41913268;Tear Scarab;7170
41914012;Tear Scarab;7020
41914014;Tear Scarab;7030
41914020;Tear Scarab;7060
41914030;Tear Scarab;7080
41914032;Tear Scarab;7090
41914034;Tear Scarab;7100
41914040;Tear Scarab;7070
41914042;Tear Scarab;7150
41914050;Tear Scarab;7120
41914052;Tear Scarab;7160
41914054;Tear Scarab;7180
41914056;Tear Scarab;7190
41914060;Tear Scarab;7050
41914062;Tear Scarab;7110
41914064;Tear Scarab;7060
41914065;Tear Scarab;7090
41914066;Tear Scarab;7110
41914068;Tear Scarab;7170
41914072;Tear Scarab;7140
41914150;Tear Scarab;7120
41914152;Tear Scarab;7160
41914160;Tear Scarab;7050
41914162;Tear Scarab;7110
41914164;Tear Scarab;7060
41914165;Tear Scarab;7090
41914166;Tear Scarab;7110
41914168;Tear Scarab;7170
41914212;Tear Scarab;7020
41914250;Tear Scarab;7120
41914252;Tear Scarab;7160
41914260;Tear Scarab;7050
41914262;Tear Scarab;7110
41914264;Tear Scarab;7060
41914265;Tear Scarab;7090
41914266;Tear Scarab;7110
41914268;Tear Scarab;7170
41915010;Tear Scarab;7010
41915020;Tear Scarab;7060
41915026;Tear Scarab;7070
41915030;Tear Scarab;7080
41915035;Tear Scarab;7130
41915038;Tear Scarab;7110
41915040;Tear Scarab;7070
41915042;Tear Scarab;7150
41915050;Tear Scarab;7120
41915052;Tear Scarab;7160
41915062;Tear Scarab;7110
41915065;Tear Scarab;7090
41915066;Tear Scarab;7110
41915150;Tear Scarab;7120
41915220;;7060
41915535;Tear Scarab;7130
41915540;Tear Scarab;7070
41915542;Tear Scarab;7150
41915554;Tear Scarab;7180
41915560;Tear Scarab;7050
41915562;Tear Scarab;7110
41915564;Tear Scarab;7060
41915565;Tear Scarab;7090
41915566;Tear Scarab;7110
41915568;Tear Scarab;7170
41916160;Tear Scarab;7050
41916162;Tear Scarab;7110
41916164;Tear Scarab;7060
41916165;Tear Scarab;7090
41916166;Tear Scarab;7110
41917364;Tear Scarab;7060
41917365;Tear Scarab;7090
41917366;Tear Scarab;7110
41918062;Tear Scarab;7110
41918064;Tear Scarab;7060
41918065;Tear Scarab;7090
41918066;Tear Scarab;7110
41918068;Tear Scarab;7170
41918120;Tear Scarab;7060
41918140;Tear Scarab;7070
41918940;Tear Scarab;7070
41919062;Tear Scarab;7110
41919064;Tear Scarab;7060
41919065;Tear Scarab;7090
41919068;Tear Scarab;7170
41919140;Tear Scarab;7070
41920040;Ash Scarab;7070
41920042;Ash Scarab;7150
41921040;Ash Scarab;7070
41921042;Ash Scarab;7150
41922020;Ash Scarab;7060
41922050;Ash Scarab;7120
41922052;Ash Scarab;7160
41922250;Ash Scarab;7120
41922252;Ash Scarab;7160
41923050;Ash Scarab;7120
41923052;Ash Scarab;7160
41923250;Ash Scarab;7120
41923252;Ash Scarab;7160
41924050;Ash Scarab;7120
41924052;Ash Scarab;7160
41924250;Ash Scarab;7120
41924252;Ash Scarab;7160
41925050;Ash Scarab;7120
41925052;Ash Scarab;7160
41925250;Ash Scarab;7120
41927064;Ash Scarab;7060
42000010;Giant Bat;7010
42000011;Giant Bat;7010
42000012;Giant Bat;7020
42000014;Giant Bat;7030
42000020;Giant Bat;7060
42000026;Giant Bat;7070
42000033;Giant Bat;7090
42000038;Giant Bat;7110
42000040;Giant Bat;7070
42000042;Giant Bat;7150
42000050;Giant Bat;7120
42000064;Giant Bat;7060
42000110;Giant Bat;7010
42000112;Giant Bat;7020
42000120;Giant Bat;7060
42000126;Giant Bat;7070
42000133;Giant Bat;7090
42000138;Giant Bat;7110
42000140;Giant Bat;7070
42000141;Giant Bat;7080
42000142;Giant Bat;7150
42000150;Giant Bat;7120
42000210;Giant Bat;7010
42000226;Giant Bat;7070
42000242;Giant Bat;7150
42000250;Giant Bat;7120
42001050;Giant Bat;7120
42001150;Giant Bat;7120
42001250;Giant Bat;7120
42010020;Bat Harpy;7060
42010110;Bat Harpy;7010
42010112;Bat Harpy;7020
42010120;Bat Harpy;7060
42010126;Bat Harpy;7070
42010133;Bat Harpy;7090
42010140;Bat Harpy;7070
42010141;Bat Harpy;7080
42010142;Bat Harpy;7150
42011126;Bat Harpy;7070
42011142;Bat Harpy;7150
42017020;Bat Harpy;7060
42017412;Bat Harpy;7020
42017420;Bat Harpy;7060
42017426;Bat Harpy;7070
42017433;Bat Harpy;7090
42017440;Bat Harpy;7070
42017441;Bat Harpy;7080
42017442;Bat Harpy;7150
42017526;Bat Harpy;7070
42017540;Bat Harpy;7070
42017542;Bat Harpy;7150
42017640;Bat Harpy;7070
42017642;Bat Harpy;7150
42017740;Bat Harpy;7070
42017840;Bat Harpy;7070
42018026;Bat Harpy;7070
42018042;Bat Harpy;7150
42018126;Bat Harpy;7070
42100014;Warhawk;7030
42100114;Warhawk;7030
42100214;Warhawk;7030
42101014;Warhawk;7030
42101033;Warhawk;7090
42101114;Warhawk;7030
42101150;Warhawk;7120
42101214;Warhawk;7030
42101250;Warhawk;7120
42102010;Warhawk;7010
42102072;Warhawk;7140
42103050;Warhawk;7120
42104051;Warhawk;7130
42104551;Warhawk;7130
42105051;Warhawk;7130
42200010;Giant Land Octopus;7010
42200012;Giant Land Octopus;7020
42200020;Giant Land Octopus;7060
42200026;Giant Land Octopus;7070
42200032;Giant Land Octopus;7090
42200040;Giant Land Octopus;7070
42200050;Giant Land Octopus;7120
42200052;Giant Land Octopus;7160
42200064;Giant Land Octopus;7060
42300010;Small Land Octopus;7010
42300012;Small Land Octopus;7020
42300020;Small Land Octopus;7060
42300026;Small Land Octopus;7070
42300032;Small Land Octopus;7090
42300040;Small Land Octopus;7070
42300050;Small Land Octopus;7120
42300052;Small Land Octopus;7160
42300064;Small Land Octopus;7060
42300830;Small Land Octopus;7080
42300852;Small Land Octopus;7160
42400020;Large Fingercreeper;7060
42400021;Large Fingercreeper;7060
42400032;Large Fingercreeper;7090
42400034;Large Fingercreeper;7100
42400035;Large Fingercreeper;7130
42400150;Large Fingercreeper;7120
42400221;Large Fingercreeper;7060
42405050;Large Fingercreeper;7120
42405150;Large Fingercreeper;7120
42405250;Large Fingercreeper;7120
42405350;Large Fingercreeper;7120
42405450;Large Fingercreeper;7120
42405550;Large Fingercreeper;7120
42405650;Large Fingercreeper;7120
42405750;Large Fingercreeper;7120
42405850;Large Fingercreeper;7120
42406050;Large Fingercreeper;7120
42406150;Large Fingercreeper;7120
42406250;Large Fingercreeper;7120
42406350;Large Fingercreeper;7120
42406450;Large Fingercreeper;7120
42407020;Large Fingercreeper;7060
42407021;Large Fingercreeper;7060
42407032;Large Fingercreeper;7090
42407034;Large Fingercreeper;7100
42407035;Large Fingercreeper;7130
42407121;Large Fingercreeper;7060
42407132;Large Fingercreeper;7090
42407221;Large Fingercreeper;7060
42407321;Large Fingercreeper;7060
42407421;Large Fingercreeper;7060
42407521;Large Fingercreeper;7060
42407621;Large Fingercreeper;7060
42407721;Large Fingercreeper;7060
42407821;Large Fingercreeper;7060
42408021;Large Fingercreeper;7060
42408121;Large Fingercreeper;7060
42408221;Large Fingercreeper;7060
42408321;Large Fingercreeper;7060
42408421;Large Fingercreeper;7060
42408521;Large Fingercreeper;7060
42408821;Large Fingercreeper;7060
42410150;Giant Fingercreeper;7120
42500020;Small Fingercreeper;7060
42500021;Small Fingercreeper;7060
42500028;Small Fingercreeper;7100
42500032;Small Fingercreeper;7090
42500034;Small Fingercreeper;7100
42500035;Small Fingercreeper;7130
42500150;Small Fingercreeper;7120
42600110;Burial Watchdog;7010
42600512;Burial Watchdog;7020
42600940;Burial Watchdog;7070
42601920;Burial Watchdog;7060
42601940;Burial Watchdog;7070
42602932;Burial Watchdog;7090
42604150;Burial Watchdog;7120
42604152;Burial Watchdog;7160
42604650;Burial Watchdog;7120
42604652;Burial Watchdog;7160
42605150;Burial Watchdog;7120
42605152;Burial Watchdog;7160
42700014;Lion Guardian;7030
42700020;Lion Guardian;7060
42700030;Lion Guardian;7080
42700034;Lion Guardian;7100
42700040;Lion Guardian;7070
42700041;Lion Guardian;7080
42701051;Lion Guardian;7130
42800054;Giant Ant;7180
42800056;Giant Ant;7190
42800060;Giant Ant;7050
42800062;Giant Ant;7110
42800066;Giant Ant;7110
42800160;Giant Ant;7050
42800166;Giant Ant;7110
42800260;Giant Ant;7050
42800354;Giant Ant;7180
42800360;Giant Ant;7050
42800362;Giant Ant;7110
42800366;Giant Ant;7110
42800462;Giant Ant;7110
42800466;Giant Ant;7110
42800562;Giant Ant;7110
42800566;Giant Ant;7110
42800862;Giant Ant;7110
42801162;Giant Ant;7110
42810060;Giant Ant - Sac;7050
42810062;Giant Ant - Sac;7110
42810066;Giant Ant - Sac;7110
42900010;Bloodhound Knight;7030
42900020;Bloodhound Knight;7060
42900032;Bloodhound Knight;7090
42900038;Bloodhound Knight;7110
42900040;Bloodhound Knight;7070
42900132;Bloodhound Knight;7090
42900138;Bloodhound Knight;7110
42900920;Bloodhound Knight;7060
42909024;Bloodhound Knight;7060
43000006;Wandering Noble;7000
43000010;Wandering Noble;7010
43000012;Wandering Noble;7020
43000020;Wandering Noble;7060
43000024;Wandering Noble;7060
43000030;Wandering Noble;7080
43000032;Wandering Noble;7090
43000033;Wandering Noble;7090
43000040;Wandering Noble;7070
43000052;Wandering Noble;7160
43000110;Wandering Noble;7010
43000112;Wandering Noble;7020
43000130;Wandering Noble;7080
43000131;Wandering Noble;7090
43000133;Wandering Noble;7090
43000140;Wandering Noble;7070
43000152;Wandering Noble;7160
43000210;Wandering Noble;7010
43000212;Wandering Noble;7020
43000230;Wandering Noble;7080
43000233;Wandering Noble;7090
43000240;Wandering Noble;7070
43000252;Wandering Noble;7160
43000300;Wandering Noble;7060
43000320;Wandering Noble;7060
43000410;Wandering Noble;7010
43001010;Wandering Noble;7010
43001012;Wandering Noble;7020
43001020;Wandering Noble;7060
43001021;Wandering Noble;7060
43001024;Wandering Noble;7060
43001030;Wandering Noble;7080
43001031;Wandering Noble;7090
43001032;Wandering Noble;7090
43001033;Wandering Noble;7090
43001040;Wandering Noble;7070
43001052;Wandering Noble;7160
43001100;Wandering Noble;7060
43001120;Wandering Noble;7060
43001128;Wandering Noble;7100
43001230;Wandering Noble;7080
43001240;Wandering Noble;7070
43001528;;7100
43002010;Wandering Noble;7010
43002012;Wandering Noble;7020
43002020;Wandering Noble;7060
43002021;Wandering Noble;7060
43002024;Wandering Noble;7060
43002030;Wandering Noble;7080
43002031;Wandering Noble;7090
43002032;Wandering Noble;7090
43002033;Wandering Noble;7090
43002040;Wandering Noble;7070
