Row ID;Row Name;Weapon Effect Conditional 1
1400745;Default - Axe;100
1400750;Default - Axe;102
1400760;Default - Axe;102
1400765;Default - Axe;102
1400830;Default - Axe;104
1400835;Default - Axe;104
1400836;Default - Axe;104
1400890;Default - Axe;102
1400895;Default - Axe;102
1401040;Forked Hatchet - Hand Axe - Icerind Hatchet;104
1401240;Forked Hatchet - Hand Axe - Icerind Hatchet;104
1401440;Forked Hatchet - Hand Axe - Icerind Hatchet;104
1402040;Ripple Blade - Warped Axe;104
1402115;Ripple Blade - Warped Axe;100
1402116;Ripple Blade - Warped Axe;100
1402240;Ripple Blade - Warped Axe;104
1402315;Ripple Blade - Warped Axe;100
1402316;Ripple Blade - Warped Axe;100
1402440;Ripple Blade - Warped Axe;104
1406040;Iron Cleaver - Celebrant's Cleaver;104
1406105;Iron Cleaver - Celebrant's Cleaver;100
1406115;Iron Cleaver - Celebrant's Cleaver;100
1406240;Iron Cleaver - Celebrant's Cleaver;104
1406305;Iron Cleaver - Celebrant's Cleaver;100
1406315;Iron Cleaver - Celebrant's Cleaver;100
1406440;Iron Cleaver - Celebrant's Cleaver;104
1500030;Default - Greataxe;104
1500105;Default - Greataxe;100
1500115;Default - Greataxe;100
1500150;Default - Greataxe;102
1500155;Default - Greataxe;102
1500160;Default - Greataxe;102
1500165;Default - Greataxe;102
1500180;Default - Greataxe;103
1500230;Default - Greataxe;104
1500305;Default - Greataxe;100
1500315;Default - Greataxe;100
1500350;Default - Greataxe;102
1500355;Default - Greataxe;102
1500360;Default - Greataxe;102
1500365;Default - Greataxe;102
1500380;Default - Greataxe;103
1500430;Default - Greataxe;104
1500610;Default - Greataxe;104
1500635;Default - Greataxe;100
1500645;Default - Greataxe;100
1500650;Default - Greataxe;102
1500660;Default - Greataxe;102
1500665;Default - Greataxe;102
1500710;Default - Greataxe;104
1500735;Default - Greataxe;100
1500745;Default - Greataxe;100
1500750;Default - Greataxe;102
1500760;Default - Greataxe;102
1500765;Default - Greataxe;102
1500820;Default - Greataxe;104
1500825;Default - Greataxe;104
1500890;Default - Greataxe;102
1500895;Default - Greataxe;102
1501305;Butchering Knife;100
1501315;Butchering Knife;100
1501360;Butchering Knife;102
1503105;Axe of Godrick;100
1503115;Axe of Godrick;100
1503305;Axe of Godrick;100
1503315;Axe of Godrick;100
1504030;;104
1504105;;100
1504115;;100
1504150;;102
1504155;;102
1504160;;102
1504165;;102
1504180;;103
1504230;;104
1504305;;100
1504315;;100
1504350;;102
1504355;;102
1504360;;102
1504365;;102
1504380;;103
1504430;;104
1504610;;104
1504635;;100
1504645;;100
1504650;;102
1504660;;102
1504665;;102
1504710;;104
1504735;;100
1504745;;100
1504750;;102
1504760;;102
1504765;;102
1504820;;104
1504825;;104
1504890;;102
1504895;;102
1600030;Default - Spear;104
1600105;Default - Spear;100
1600115;Default - Spear;100
1600150;Default - Spear;102
1600155;Default - Spear;102
1600160;Default - Spear;102
1600165;Default - Spear;102
1600180;Default - Spear;103
1600230;Default - Spear;104
1600305;Default - Spear;100
1600315;Default - Spear;100
1600350;Default - Spear;102
1600355;Default - Spear;102
1600360;Default - Spear;102
1600365;Default - Spear;102
1600380;Default - Spear;103
1600430;Default - Spear;104
1600610;Default - Spear;104
1600635;Default - Spear;100
1600645;Default - Spear;100
1600650;Default - Spear;102
1600660;Default - Spear;102
1600665;Default - Spear;102
1600710;Default - Spear;104
1600735;Default - Spear;100
1600745;Default - Spear;100
1600750;Default - Spear;102
1600760;Default - Spear;102
1600765;Default - Spear;102
1600820;Default - Spear;104
1600825;Default - Spear;104
1600890;Default - Spear;102
1600895;Default - Spear;102
1601105;Cleanrot Spear;100
1601106;Cleanrot Spear;100
1601115;Cleanrot Spear;100
1601116;Cleanrot Spear;100
1601117;Cleanrot Spear;100
1601305;Cleanrot Spear;100
1601306;Cleanrot Spear;100
1601315;Cleanrot Spear;100
1601316;Cleanrot Spear;100
1601317;Cleanrot Spear;100
1605105;Partisan - Spiked Spear;100
1605115;Partisan - Spiked Spear;100
1605305;Partisan - Spiked Spear;100
1605315;Partisan - Spiked Spear;100
1606105;Pike;100
1606115;Pike;100
1606305;Pike;100
1606315;Pike;100
1611030;Cross-Naginata;104
1611230;Cross-Naginata;104
1611430;Cross-Naginata;104
1700020;Serpent-Hunter;104
1700105;Default - Lance;100
1700115;Default - Lance;100
1700150;Serpent-Hunter;102
1700155;Serpent-Hunter;102
1700160;Serpent-Hunter;102
1700165;Serpent-Hunter;102
1700180;Serpent-Hunter;103
1700220;Serpent-Hunter;104
1700305;Default - Lance;100
1700315;Default - Lance;100
1700350;Serpent-Hunter;102
1700355;Serpent-Hunter;102
1700360;Serpent-Hunter;102
1700365;Serpent-Hunter;102
1700380;Serpent-Hunter;103
1700420;Serpent-Hunter;104
1700610;Serpent-Hunter;104
1700635;Serpent-Hunter;100
1700645;Serpent-Hunter;100
1700650;Serpent-Hunter;102
1700660;Serpent-Hunter;102
1700665;Serpent-Hunter;102
1700710;Serpent-Hunter;104
1700735;Serpent-Hunter;100
1700745;Serpent-Hunter;100
1700750;Serpent-Hunter;102
1700760;Serpent-Hunter;102
1700765;Serpent-Hunter;102
1700820;Serpent-Hunter;104
1700825;Serpent-Hunter;104
1700890;Serpent-Hunter;102
1700895;Serpent-Hunter;102
1702105;Golem's Halberd;100
1702115;Golem's Halberd;100
1702305;Golem's Halberd;100
1702315;Golem's Halberd;100
1703105;Serpent-Hunter;100
1703115;Serpent-Hunter;100
1703305;Serpent-Hunter;100
1703315;Serpent-Hunter;100
1707105;Treespear;100
1707106;Treespear;100
1707115;Treespear;100
1707116;Treespear;100
1707305;Treespear;100
1707306;Treespear;100
1707315;Treespear;100
1707316;Treespear;100
1800030;Default - Halberd;104
1800105;Default - Halberd;100
1800115;Default - Halberd;100
1800150;Default - Halberd;102
1800155;Default - Halberd;102
1800160;Default - Halberd;102
1800165;Default - Halberd;102
1800180;Default - Halberd;103
1800230;Default - Halberd;104
1800305;Default - Halberd;100
1800308;Default - Halberd;100
1800315;Default - Halberd;100
1800318;Default - Halberd;100
1800350;Default - Halberd;102
1800355;Default - Halberd;102
1800360;Default - Halberd;102
1800365;Default - Halberd;102
1800380;Default - Halberd;103
1800430;Default - Halberd;104
1800600;Default - Halberd;101
1800605;Default - Halberd;101
1800610;Default - Halberd;101
1800630;Default - Halberd;101
1800632;Default - Halberd;101
1800635;Default - Halberd;101
1800638;Default - Halberd;101
1800650;Default - Halberd;101
1800660;Default - Halberd;101
1800665;;101
1800700;Default - Halberd;101
1800705;Default - Halberd;101
1800710;Default - Halberd;101
1800730;Default - Halberd;101
1800732;Default - Halberd;101
1800735;Default - Halberd;101
1800738;Default - Halberd;101
1800750;Default - Halberd;101
1800760;Default - Halberd;101
1800820;Default - Halberd;104
1800825;Default - Halberd;104
1800890;Default - Halberd;102
1800895;Default - Halberd;102
1801030;Dragon Halberd;104
1801230;Dragon Halberd;104
1801430;Dragon Halberd;104
1802105;Lucerne - Nightrider Glaive - Golden Halberd;100
1802115;Lucerne - Nightrider Glaive - Golden Halberd;100
1802305;Lucerne - Nightrider Glaive - Golden Halberd;100
1802315;Lucerne - Nightrider Glaive - Golden Halberd;100
1802600;Lucerne - Nightrider Glaive - Golden Halberd;101
1802605;Lucerne - Nightrider Glaive - Golden Halberd;101
1802610;Lucerne - Nightrider Glaive - Golden Halberd;101
1802630;Lucerne - Nightrider Glaive - Golden Halberd;101
1802632;Lucerne - Nightrider Glaive - Golden Halberd;101
1802635;Lucerne - Nightrider Glaive - Golden Halberd;101
1802638;Lucerne - Nightrider Glaive - Golden Halberd;101
1802650;Lucerne - Nightrider Glaive - Golden Halberd;101
1802660;Lucerne - Nightrider Glaive - Golden Halberd;101
1802700;Lucerne - Nightrider Glaive - Golden Halberd;101
1802705;Lucerne - Nightrider Glaive - Golden Halberd;101
1802710;Lucerne - Nightrider Glaive - Golden Halberd;101
1802730;Lucerne - Nightrider Glaive - Golden Halberd;101
1802732;Lucerne - Nightrider Glaive - Golden Halberd;101
1802735;Lucerne - Nightrider Glaive - Golden Halberd;101
1802738;Lucerne - Nightrider Glaive - Golden Halberd;101
1802750;Lucerne - Nightrider Glaive - Golden Halberd;101
1802760;Lucerne - Nightrider Glaive - Golden Halberd;101
1809030;Guardian's Swordspear;104
1809230;Guardian's Swordspear;104
1809430;Guardian's Swordspear;104
1900030;Default - Scythe;104
1900105;Default - Scythe;100
1900115;Default - Scythe;100
1900150;Default - Scythe;102
1900155;Default - Scythe;102
1900160;Default - Scythe;102
1900165;Default - Scythe;102
1900180;Default - Scythe;103
1900230;Default - Scythe;104
1900305;Default - Scythe;100
1900315;Default - Scythe;100
1900350;Default - Scythe;102
1900355;Default - Scythe;102
1900360;Default - Scythe;102
1900365;Default - Scythe;102
1900380;Default - Scythe;103
1900430;Default - Scythe;104
1900600;Default - Scythe;101
1900605;Default - Scythe;101
1900610;Default - Scythe;101
1900630;Default - Scythe;101
1900632;Default - Scythe;101
1900635;Default - Scythe;101
1900640;Default - Scythe;101
1900642;Default - Scythe;101
1900645;Default - Scythe;101
1900650;Default - Scythe;101
1900660;Default - Scythe;101
1900665;Default - Scythe;101
1900700;Default - Scythe;101
1900705;Default - Scythe;101
1900710;Default - Scythe;101
1900730;Default - Scythe;101
1900732;Default - Scythe;101
1900735;Default - Scythe;101
1900740;Default - Scythe;101
1900742;Default - Scythe;101
1900745;Default - Scythe;101
1900750;Default - Scythe;101
1900760;Default - Scythe;101
1900765;Default - Scythe;101
1900820;Default - Scythe;104
1900825;Default - Scythe;104
1900890;Default - Scythe;102
1900895;Default - Scythe;102
1901105;Scythe;100
1901106;Scythe;100
1901115;Scythe;100
1901116;Scythe;100
1901305;Scythe;100
1901306;Scythe;100
1901315;Scythe;100
1901316;Scythe;100
2000030;Default - Whip;104
2000105;Default - Whip;100
2000115;Default - Whip;100
2000150;Default - Whip;102
2000155;Default - Whip;102
2000160;Default - Whip;102
2000165;Default - Whip;102
2000180;Default - Whip;103
2000230;Default - Whip;104
2000305;Default - Whip;100
2000315;Default - Whip;100
2000350;Default - Whip;102
2000355;Default - Whip;102
2000360;Default - Whip;102
2000365;Default - Whip;102
2000380;Default - Whip;103
2000430;Default - Whip;104
2000610;Default - Whip;104
2000635;Default - Whip;100
2000650;Default - Whip;102
2000660;Default - Whip;102
2000710;Default - Whip;104
2000735;Default - Whip;100
2000750;Default - Whip;102
2000760;Default - Whip;102
2000820;Default - Whip;104
2000825;Default - Whip;104
2000890;Default - Whip;102
2000895;Default - Whip;102
2002105;Urumi;100
2002106;Urumi;100
2002115;Urumi;100
2002116;Urumi;100
2002305;Urumi;100
2002306;Urumi;100
2002315;Urumi;100
2002316;Urumi;100
2100050;Default - Fist;104
2100105;Default - Fist;100
2100115;Default - Fist;100
2100150;Default - Fist;102
2100155;Default - Fist;102
2100160;Default - Fist;102
2100165;Default - Fist;102
2100180;Default - Fist;103
2100250;Default - Fist;104
2100253;Default - Fist;104
2100305;Default - Fist;100
2100308;Default - Fist;100
2100315;Default - Fist;100
2100318;Default - Fist;100
2100350;Default - Fist;102
2100353;Default - Fist;102
2100355;Default - Fist;102
2100358;Default - Fist;102
2100360;Default - Fist;102
2100363;Default - Fist;102
2100365;Default - Fist;102
2100368;Default - Fist;102
2100380;Default - Fist;103
2100381;Default - Fist;103
2100450;Default - Fist;104
2100610;Default - Fist;104
2100635;Default - Fist;100
2100645;Default - Fist;100
2100650;Default - Fist;102
2100660;Default - Fist;102
2100665;Default - Fist;102
2100710;Default - Fist;104
2100735;Default - Fist;100
2100745;Default - Fist;100
2100750;Default - Fist;102
2100760;Default - Fist;102
2100765;Default - Fist;102
2100850;Default - Fist;104
2100855;Default - Fist;104
2100890;Default - Fist;102
2100895;Default - Fist;102
2101050;Cipher Pata;104
2101105;Cipher Pata;100
2101115;Cipher Pata;100
2101150;Cipher Pata;102
2101155;Cipher Pata;102
2101160;Cipher Pata;102
2101165;Cipher Pata;102
2101180;Cipher Pata;103
2101250;Cipher Pata;104
2101253;Cipher Pata;104
2101305;Cipher Pata;100
2101308;Cipher Pata;100
2101315;Cipher Pata;100
2101318;Cipher Pata;100
2101350;Cipher Pata;102
2101353;Cipher Pata;102
2101355;Cipher Pata;102
2101358;Cipher Pata;102
2101360;Cipher Pata;102
2101363;Cipher Pata;102
2101365;Cipher Pata;102
2101368;Cipher Pata;102
2101380;Cipher Pata;103
2101381;Cipher Pata;103
2101450;Cipher Pata;104
2101610;Cipher Pata;104
2101635;Cipher Pata;100
2101645;Cipher Pata;100
2101650;Cipher Pata;102
2101660;Cipher Pata;102
2101710;Cipher Pata;104
2101735;Cipher Pata;100
2101745;Cipher Pata;100
2101750;Cipher Pata;102
2101760;Cipher Pata;102
2101850;Cipher Pata;104
2101855;Cipher Pata;104
2101890;Cipher Pata;102
2101895;Cipher Pata;102
2102105;Caestus - Spiked Caestus;100
2102106;Caestus - Spiked Caestus;100
2102115;Caestus - Spiked Caestus;100
2102116;Caestus - Spiked Caestus;100
2102305;Caestus - Spiked Caestus;100
2102306;Caestus - Spiked Caestus;100
2102315;Caestus - Spiked Caestus;100
2102316;Caestus - Spiked Caestus;100
2102317;Caestus - Spiked Caestus;100
2200050;Default - Claw;104
2200105;Default - Claw;100
2200115;Default - Claw;100
2200150;Default - Claw;102
2200155;Default - Claw;102
2200160;Default - Claw;102
2200165;Default - Claw;102
2200180;Default - Claw;103
2200250;Default - Claw;104
2200255;Default - Claw;104
2200305;Default - Claw;100
2200306;Default - Claw;100
2200315;Default - Claw;100
2200316;Default - Claw;100
2200350;Default - Claw;102
2200351;Default - Claw;102
2200355;Default - Claw;102
2200360;Default - Claw;102
2200361;Default - Claw;102
2200365;Default - Claw;102
2200380;Default - Claw;103
2200381;Default - Claw;103
2200450;Default - Claw;104
2200610;Default - Claw;104
2200635;Default - Claw;100
2200645;Default - Claw;100
2200650;Default - Claw;102
2200660;Default - Claw;102
2200665;Default - Claw;102
2200710;Default - Claw;104
2200735;Default - Claw;100
2200745;Default - Claw;100
2200750;Default - Claw;102
2200760;Default - Claw;102
2200765;Default - Claw;102
2200850;Default - Claw;104
2200855;Default - Claw;104
2200890;Default - Claw;102
2200895;Default - Claw;102
2200896;Default - Claw;102
2201105;Raptor Talons;100
2201115;Raptor Talons;100
2201150;Raptor Talons;102
2201160;Raptor Talons;102
2201305;Raptor Talons;100
2201308;Raptor Talons;100
2201315;Raptor Talons;100
2201318;Raptor Talons;100
2201350;Raptor Talons;102
2201351;Raptor Talons;102
2201360;Raptor Talons;102
2201361;Raptor Talons;102
2300020;Default - Colossal Weapon;104
2300105;Watchdog's Staff;100
2300115;Default - Colossal Weapon;100
2300150;Default - Colossal Weapon;102
2300155;Default - Colossal Weapon;102
2300160;Default - Colossal Weapon;102
2300165;Default - Colossal Weapon;102
2300180;Default - Colossal Weapon;103
2300220;Default - Colossal Weapon;104
2300305;Watchdog's Staff;100
2300315;Default - Colossal Weapon;100
2300350;Default - Colossal Weapon;102
2300355;Default - Colossal Weapon;102
2300360;Default - Colossal Weapon;102
2300365;Default - Colossal Weapon;102
2300380;Default - Colossal Weapon;103
2300420;Default - Colossal Weapon;104
2300610;Default - Colossal Weapon;104
2300635;Default - Colossal Weapon;100
2300650;Default - Colossal Weapon;102
2300660;Default - Colossal Weapon;102
2300710;Default - Colossal Weapon;104
2300735;Default - Colossal Weapon;100
2300750;Default - Colossal Weapon;102
2300760;Default - Colossal Weapon;102
2300820;Default - Colossal Weapon;104
2300825;Default - Colossal Weapon;104
2300890;Default - Colossal Weapon;102
2300895;Default - Colossal Weapon;102
2302105;Great Club;100
2302115;Great Club;100
2302305;Great Club;100
2302315;Great Club;100
2303105;Prelate's Inferno Crozier;100
2303115;Prelate's Inferno Crozier;100
2303305;Prelate's Inferno Crozier;100
2303315;Prelate's Inferno Crozier;100
2304105;Giant-Crusher;100
2304115;Giant-Crusher;100
2304305;Giant-Crusher;100
2304315;Giant-Crusher;100
2305105;Ghiza's Wheel;100
2305106;Ghiza's Wheel;100
2305107;Ghiza's Wheel;100
2305115;Ghiza's Wheel;100
2305116;Ghiza's Wheel;100
2305117;Ghiza's Wheel;100
2305305;Ghiza's Wheel;100
2305315;Ghiza's Wheel;100
2305316;Ghiza's Wheel;100
2305317;Ghiza's Wheel;100
2305635;Ghiza's Wheel;100
2305735;Ghiza's Wheel;100
2400030;Default - Torch;104
2400105;Default - Torch;100
2400115;Default - Torch;100
2400150;Default - Torch;102
2400155;Default - Torch;102
2400160;Default - Torch;102
2400165;Default - Torch;102
2400180;Default - Torch;103
2400230;Default - Torch;104
2400305;Default - Torch;100
2400315;Default - Torch;100
2400350;Default - Torch;102
2400355;Default - Torch;102
2400360;Default - Torch;102
2400365;Default - Torch;102
2400380;Default - Torch;103
2400430;Default - Torch;104
2400600;Default - Torch;101
2400605;Default - Torch;101
2400610;Default - Torch;101
2400630;Default - Torch;101
2400632;Default - Torch;101
2400635;Default - Torch;101
2400640;Default - Torch;101
2400642;Default - Torch;101
2400645;Default - Torch;101
2400650;Default - Torch;101
2400660;Default - Torch;101
2400665;Default - Torch;101
2400700;Default - Torch;101
2400705;Default - Torch;101
2400710;Default - Torch;101
2400730;Default - Torch;101
2400732;Default - Torch;101
2400735;Default - Torch;101
2400740;Default - Torch;101
2400742;Default - Torch;101
2400745;Default - Torch;101
2400750;Default - Torch;101
2400760;Default - Torch;101
2400765;Default - Torch;101
3000030;Default - Small Shield;104
3000105;Default - Small Shield;100
3000115;Default - Small Shield;100
3000150;Default - Small Shield;102
3000155;Default - Small Shield;102
3000160;Default - Small Shield;102
3000165;Default - Small Shield;102
3000180;Default - Small Shield;103
3000230;Default - Small Shield;104
3000305;Default - Small Shield;100
3000315;Default - Small Shield;100
3000350;Default - Small Shield;102
3000355;Default - Small Shield;102
3000360;Default - Small Shield;102
3000365;Default - Small Shield;102
3000380;Default - Small Shield;103
3000430;Default - Small Shield;104
3000600;Default - Small Shield;101
3000605;Default - Small Shield;101
3000610;Default - Small Shield;101
3000630;Default - Small Shield;101
3000632;Default - Small Shield;101
3000635;Default - Small Shield;101
3000640;Default - Small Shield;101
3000642;Default - Small Shield;101
3000645;Default - Small Shield;101
3000650;Default - Small Shield;101
3000660;Default - Small Shield;101
3000665;Default - Small Shield;101
3000700;Default - Small Shield;101
3000705;Default - Small Shield;101
3000710;Default - Small Shield;101
3000730;Default - Small Shield;101
3000732;Default - Small Shield;101
3000735;Default - Small Shield;101
3000740;Default - Small Shield;101
3000742;Default - Small Shield;101
3000745;Default - Small Shield;101
3000750;Default - Small Shield;101
3000760;Default - Small Shield;101
3000765;Default - Small Shield;101
3100030;Default - Medium Shield;104
3100105;Default - Medium Shield;100
3100115;Default - Medium Shield;100
3100150;Default - Medium Shield;102
3100155;Default - Medium Shield;102
3100160;Default - Medium Shield;102
3100165;Default - Medium Shield;102
3100180;Default - Medium Shield;103
3100230;Default - Medium Shield;104
3100305;Default - Medium Shield;100
3100315;Default - Medium Shield;100
3100350;Default - Medium Shield;102
3100355;Default - Medium Shield;102
3100360;Default - Medium Shield;102
3100365;Default - Medium Shield;102
3100380;Default - Medium Shield;103
3100430;Default - Medium Shield;104
3100600;Default - Medium Shield;101
3100605;Default - Medium Shield;101
3100610;Default - Medium Shield;101
3100630;Default - Medium Shield;101
3100632;Default - Medium Shield;101
3100635;Default - Medium Shield;101
3100640;Default - Medium Shield;101
3100642;Default - Medium Shield;101
3100645;Default - Medium Shield;101
3100650;Default - Medium Shield;101
3100660;Default - Medium Shield;101
3100665;Default - Medium Shield;101
3100700;Default - Medium Shield;101
3100705;Default - Medium Shield;101
3100710;Default - Medium Shield;101
3100730;Default - Medium Shield;101
3100732;Default - Medium Shield;101
3100735;Default - Medium Shield;101
3100740;Default - Medium Shield;101
3100742;Default - Medium Shield;101
3100745;Default - Medium Shield;101
3100750;Default - Medium Shield;101
3100760;Default - Medium Shield;101
3100765;Default - Medium Shield;101
3200020;Default - Greatshield;104
3200105;Default - Greatshield;100
3200115;Default - Greatshield;100
3200150;Default - Greatshield;102
3200155;Default - Greatshield;102
3200160;Default - Greatshield;102
3200165;Default - Greatshield;102
3200180;Default - Greatshield;103
3200220;Default - Greatshield;104
3200305;Default - Greatshield;100
3200315;Default - Greatshield;100
3200350;Default - Greatshield;102
3200355;Default - Greatshield;102
3200360;Default - Greatshield;102
3200365;Default - Greatshield;102
3200380;Default - Greatshield;103
3200420;Default - Greatshield;104
3200600;Default - Greatshield;101
3200605;Default - Greatshield;101
3200610;Default - Greatshield;101
3200630;Default - Greatshield;101
3200632;Default - Greatshield;101
3200635;Default - Greatshield;101
3200640;Default - Greatshield;101
3200642;Default - Greatshield;101
3200645;Default - Greatshield;101
3200650;Default - Greatshield;101
3200660;Default - Greatshield;101
3200665;Default - Greatshield;101
3200700;Default - Greatshield;101
3200705;Default - Greatshield;101
3200710;Default - Greatshield;101
3200730;Default - Greatshield;101
3200732;Default - Greatshield;101
3200735;Default - Greatshield;101
3200740;Default - Greatshield;101
3200742;Default - Greatshield;101
3200745;Default - Greatshield;101
3200750;Default - Greatshield;101
3200760;Default - Greatshield;101
3200765;Default - Greatshield;101
3300020;Default - Sorcery Catalyst;104
3300150;Default - Sorcery Catalyst;102
3300155;Default - Sorcery Catalyst;102
3300160;Default - Sorcery Catalyst;102
3300165;Default - Sorcery Catalyst;102
3300220;Default - Sorcery Catalyst;104
3300350;Default - Sorcery Catalyst;102
3300355;Default - Sorcery Catalyst;102
3300360;Default - Sorcery Catalyst;102
3300365;Default - Sorcery Catalyst;102
3300420;Default - Sorcery Catalyst;104
3300600;Default - Sorcery Catalyst;101
3300605;Default - Sorcery Catalyst;101
3300610;Default - Sorcery Catalyst;101
3300700;Default - Sorcery Catalyst;101
3300705;Default - Sorcery Catalyst;101
3300710;Default - Sorcery Catalyst;101
3400020;Default - Incantation Catalyst;104
3400150;Default - Incantation Catalyst;102
3400155;Default - Incantation Catalyst;102
3400160;Default - Incantation Catalyst;102
3400165;Default - Incantation Catalyst;102
3400220;Default - Incantation Catalyst;104
3400350;Default - Incantation Catalyst;102
3400355;Default - Incantation Catalyst;102
3400360;Default - Incantation Catalyst;102
3400365;Default - Incantation Catalyst;102
3400420;Default - Incantation Catalyst;104
3400600;Default - Incantation Catalyst;101
3400605;Default - Incantation Catalyst;101
3400610;Default - Incantation Catalyst;101
3400700;Default - Incantation Catalyst;101
3400705;Default - Incantation Catalyst;101
3400710;Default - Incantation Catalyst;101
4100100;Default - Bow;100
4100300;;100
4200610;Default - Greatbow;104
4200635;Default - Greatbow;100
4200645;Default - Greatbow;100
4200650;Default - Greatbow;102
4200660;Default - Greatbow;102
4200665;Default - Greatbow;102
4200710;Default - Greatbow;104
4200735;Default - Greatbow;100
4200745;Default - Greatbow;100
4200750;Default - Greatbow;102
4200760;Default - Greatbow;102
4200765;Default - Greatbow;102
4400610;Default - Ballista;104
4400635;Default - Ballista;100
4400645;Default - Ballista;100
4400650;Default - Ballista;102
4400660;Default - Ballista;102
4400665;Default - Ballista;102
4400710;Default - Ballista;104
4400735;Default - Ballista;100
4400745;Default - Ballista;100
4400750;Default - Ballista;102
4400760;Default - Ballista;102
4400765;Default - Ballista;102
5000300;Arrow;105
5000310;Arrow;105
5000400;Arrow;105
5000810;Arrow;105
5000811;Arrow;105
5000815;Arrow;105
5000816;Arrow;105
5000820;Arrow;105
5000825;Arrow;105
5000830;Arrow;105
5000835;Arrow;105
5000840;Arrow;105
5000845;Arrow;105
5000850;Arrow;105
5000855;Arrow;105
5000870;Arrow;105
5000875;Arrow;105
5000880;;105
5000885;;105
5001300;Fire Arrow;105
5001310;Fire Arrow;105
5001400;Fire Arrow;105
5001810;Fire Arrow;105
5001811;Fire Arrow;105
5001815;Fire Arrow;105
5001816;Fire Arrow;105
5001820;Fire Arrow;105
5001825;Fire Arrow;105
5001830;Fire Arrow;105
5001835;Fire Arrow;105
5001840;Fire Arrow;105
5001845;Fire Arrow;105
5001850;Fire Arrow;105
5001855;Fire Arrow;105
5001870;;105
5001875;;105
5002300;Serpent Arrow;105
5002310;Serpent Arrow;105
5002400;Serpent Arrow;105
5002810;Serpent Arrow;105
5002811;Serpent Arrow;105
5002815;Serpent Arrow;105
5002816;Serpent Arrow;105
5002820;Serpent Arrow;105
5002825;Serpent Arrow;105
5002830;Serpent Arrow;105
5002835;Serpent Arrow;105
5002840;Serpent Arrow;105
5002845;Serpent Arrow;105
5002850;Serpent Arrow;105
5002855;Serpent Arrow;105
5002870;Serpent Arrow;105
5002875;Serpent Arrow;105
5003300;Bone Arrow (Fletched);105
5003310;Bone Arrow (Fletched);105
5003400;Bone Arrow (Fletched);105
5003810;Bone Arrow (Fletched);105
5003811;Bone Arrow (Fletched);105
5003815;Bone Arrow (Fletched);105
5003816;Bone Arrow (Fletched);105
5003820;Bone Arrow (Fletched);105
5003825;Bone Arrow (Fletched);105
5003830;Bone Arrow (Fletched);105
5003835;Bone Arrow (Fletched);105
5003840;Bone Arrow (Fletched);105
5003845;Bone Arrow (Fletched);105
5003850;Bone Arrow (Fletched);105
5003855;Bone Arrow (Fletched);105
5003870;Bone Arrow (Fletched);105
5003875;Bone Arrow (Fletched);105
5004300;St. Trina's Arrow;105
5004310;St. Trina's Arrow;105
5004400;St. Trina's Arrow;105
5004810;St. Trina's Arrow;105
5004811;St. Trina's Arrow;105
5004815;St. Trina's Arrow;105
5004816;St. Trina's Arrow;105
5004820;St. Trina's Arrow;105
5004825;St. Trina's Arrow;105
5004830;St. Trina's Arrow;105
5004835;St. Trina's Arrow;105
5004840;St. Trina's Arrow;105
5004845;St. Trina's Arrow;105
5004850;St. Trina's Arrow;105
5004855;St. Trina's Arrow;105
5004870;St. Trina's Arrow;105
5004875;St. Trina's Arrow;105
5006300;Shattershard Arrow (Fletched);105
5006310;Shattershard Arrow (Fletched);105
5006400;Shattershard Arrow (Fletched);105
5006810;Shattershard Arrow (Fletched);105
5006811;Shattershard Arrow (Fletched);105
5006815;Shattershard Arrow (Fletched);105
5006816;Shattershard Arrow (Fletched);105
5006820;Shattershard Arrow (Fletched);105
5006825;Shattershard Arrow (Fletched);105
5006830;Shattershard Arrow (Fletched);105
5006835;Shattershard Arrow (Fletched);105
5006840;Shattershard Arrow (Fletched);105
5006845;Shattershard Arrow (Fletched);105
5006850;Shattershard Arrow (Fletched);105
5006855;Shattershard Arrow (Fletched);105
5006870;Shattershard Arrow (Fletched);105
5006875;Shattershard Arrow (Fletched);105
5008300;Rainbow Stone Arrow (Fletched);105
5008310;Rainbow Stone Arrow (Fletched);105
5008400;Rainbow Stone Arrow (Fletched);105
5008810;Rainbow Stone Arrow (Fletched);105
5008811;Rainbow Stone Arrow (Fletched);105
5008815;Rainbow Stone Arrow (Fletched);105
5008816;Rainbow Stone Arrow (Fletched);105
5008820;Rainbow Stone Arrow (Fletched);105
5008825;Rainbow Stone Arrow (Fletched);105
5008830;Rainbow Stone Arrow (Fletched);105
5008835;Rainbow Stone Arrow (Fletched);105
5008840;Rainbow Stone Arrow (Fletched);105
5008845;Rainbow Stone Arrow (Fletched);105
5008850;Rainbow Stone Arrow (Fletched);105
5008855;Rainbow Stone Arrow (Fletched);105
5008870;Rainbow Stone Arrow (Fletched);105
5008875;Rainbow Stone Arrow (Fletched);105
5009300;Golden Arrow;118
5009310;Golden Arrow;118
5009400;Golden Arrow;118
5009810;Golden Arrow;118
5009811;Golden Arrow;118
5009815;Golden Arrow;118
5009816;Golden Arrow;118
5009820;Golden Arrow;118
5009825;Golden Arrow;118
5009830;Golden Arrow;118
5009835;Golden Arrow;118
5009840;Golden Arrow;118
5009845;Golden Arrow;118
5009850;Golden Arrow;118
5009855;Golden Arrow;118
5009870;Golden Arrow;118
5009875;Golden Arrow;118
