Row ID;Row Name;Change HP +
107211;Scarlet Rot - High - Addition +11;15
107212;Scarlet Rot - High - Addition +12;15
107213;Scarlet Rot - High - Addition +13;15
107214;Scarlet Rot - High - Addition +14;15
107215;Scarlet Rot - High - Addition +15;15
107216;Scarlet Rot - High - Addition +16;15
107217;Scarlet Rot - High - Addition +17;15
107218;Scarlet Rot - High - Addition +18;15
107219;Scarlet Rot - High - Addition +19;15
107220;Scarlet Rot - High - Addition +20;15
107221;Scarlet Rot - High - Addition +21;15
107222;Scarlet Rot - High - Addition +22;15
107223;Scarlet Rot - High - Addition +23;15
107224;Scarlet Rot - High - Addition +24;15
107225;Scarlet Rot - High - Addition +25;15
107250;Scarlet Rot - High - Innate +0;15
107251;Scarlet Rot - High - Innate +1;15
107252;Scarlet Rot - High - Innate +2;15
107253;Scarlet Rot - High - Innate +3;15
107254;Scarlet Rot - High - Innate +4;15
107255;Scarlet Rot - High - Innate +5;15
107256;Scarlet Rot - High - Innate +6;15
107257;Scarlet Rot - High - Innate +7;15
107258;Scarlet Rot - High - Innate +8;15
107259;Scarlet Rot - High - Innate +9;15
107260;Scarlet Rot - High - Innate +10;15
107261;Scarlet Rot - High - Innate +11;15
107262;Scarlet Rot - High - Innate +12;15
107263;Scarlet Rot - High - Innate +13;15
107264;Scarlet Rot - High - Innate +14;15
107265;Scarlet Rot - High - Innate +15;15
107266;Scarlet Rot - High - Innate +16;15
107267;Scarlet Rot - High - Innate +17;15
107268;Scarlet Rot - High - Innate +18;15
107269;Scarlet Rot - High - Innate +19;15
107270;Scarlet Rot - High - Innate +20;15
107271;Scarlet Rot - High - Innate +21;15
107272;Scarlet Rot - High - Innate +22;15
107273;Scarlet Rot - High - Innate +23;15
107274;Scarlet Rot - High - Innate +24;15
107275;Scarlet Rot - High - Innate +25;15
107500;Frostbite - Low - Addition +0;30
107501;Frostbite - Low - Addition +1;30
107502;Frostbite - Low - Addition +2;30
107503;Frostbite - Low - Addition +3;30
107504;Frostbite - Low - Addition +4;30
107505;Frostbite - Low - Addition +5;30
107506;Frostbite - Low - Addition +6;30
107507;Frostbite - Low - Addition +7;30
107508;Frostbite - Low - Addition +8;30
107509;Frostbite - Low - Addition +9;30
107510;Frostbite - Low - Addition +10;30
107511;Frostbite - Low - Addition +11;30
107512;Frostbite - Low - Addition +12;30
107513;Frostbite - Low - Addition +13;30
107514;Frostbite - Low - Addition +14;30
107515;Frostbite - Low - Addition +15;30
107516;Frostbite - Low - Addition +16;30
107517;Frostbite - Low - Addition +17;30
107518;Frostbite - Low - Addition +18;30
107519;Frostbite - Low - Addition +19;30
107520;Frostbite - Low - Addition +20;30
107521;Frostbite - Low - Addition +21;30
107522;Frostbite - Low - Addition +22;30
107523;Frostbite - Low - Addition +23;30
107524;Frostbite - Low - Addition +24;30
107525;Frostbite - Low - Addition +25;30
107550;Frostbite - Low - Innate +0;30
107551;Frostbite - Low - Innate +1;30
107552;Frostbite - Low - Innate +2;30
107553;Frostbite - Low - Innate +3;30
107554;Frostbite - Low - Innate +4;30
107555;Frostbite - Low - Innate +5;30
107556;Frostbite - Low - Innate +6;30
107557;Frostbite - Low - Innate +7;30
107558;Frostbite - Low - Innate +8;30
107559;Frostbite - Low - Innate +9;30
107560;Frostbite - Low - Innate +10;30
107561;Frostbite - Low - Innate +11;30
107562;Frostbite - Low - Innate +12;30
107563;Frostbite - Low - Innate +13;30
107564;Frostbite - Low - Innate +14;30
107565;Frostbite - Low - Innate +15;30
107566;Frostbite - Low - Innate +16;30
107567;Frostbite - Low - Innate +17;30
107568;Frostbite - Low - Innate +18;30
107569;Frostbite - Low - Innate +19;30
107570;Frostbite - Low - Innate +20;30
107571;Frostbite - Low - Innate +21;30
107572;Frostbite - Low - Innate +22;30
107573;Frostbite - Low - Innate +23;30
107574;Frostbite - Low - Innate +24;30
107575;Frostbite - Low - Innate +25;30
107600;Frostbite - Medium - Addition +0;30
107601;Frostbite - Medium - Addition +1;30
107602;Frostbite - Medium - Addition +2;30
107603;Frostbite - Medium - Addition +3;30
107604;Frostbite - Medium - Addition +4;30
107605;Frostbite - Medium - Addition +5;30
107606;Frostbite - Medium - Addition +6;30
107607;Frostbite - Medium - Addition +7;30
107608;Frostbite - Medium - Addition +8;30
107609;Frostbite - Medium - Addition +9;30
107610;Frostbite - Medium - Addition +10;30
107611;Frostbite - Medium - Addition +11;30
107612;Frostbite - Medium - Addition +12;30
107613;Frostbite - Medium - Addition +13;30
107614;Frostbite - Medium - Addition +14;30
107615;Frostbite - Medium - Addition +15;30
107616;Frostbite - Medium - Addition +16;30
107617;Frostbite - Medium - Addition +17;30
107618;Frostbite - Medium - Addition +18;30
107619;Frostbite - Medium - Addition +19;30
107620;Frostbite - Medium - Addition +20;30
107621;Frostbite - Medium - Addition +21;30
107622;Frostbite - Medium - Addition +22;30
107623;Frostbite - Medium - Addition +23;30
107624;Frostbite - Medium - Addition +24;30
107625;Frostbite - Medium - Addition +25;30
107650;Frostbite - Medium - Innate +0;30
107651;Frostbite - Medium - Innate +1;30
107652;Frostbite - Medium - Innate +2;30
107653;Frostbite - Medium - Innate +3;30
107654;Frostbite - Medium - Innate +4;30
107655;Frostbite - Medium - Innate +5;30
107656;Frostbite - Medium - Innate +6;30
107657;Frostbite - Medium - Innate +7;30
107658;Frostbite - Medium - Innate +8;30
107659;Frostbite - Medium - Innate +9;30
107660;Frostbite - Medium - Innate +10;30
107661;Frostbite - Medium - Innate +11;30
107662;Frostbite - Medium - Innate +12;30
107663;Frostbite - Medium - Innate +13;30
107664;Frostbite - Medium - Innate +14;30
107665;Frostbite - Medium - Innate +15;30
107666;Frostbite - Medium - Innate +16;30
107667;Frostbite - Medium - Innate +17;30
107668;Frostbite - Medium - Innate +18;30
107669;Frostbite - Medium - Innate +19;30
107670;Frostbite - Medium - Innate +20;30
107671;Frostbite - Medium - Innate +21;30
107672;Frostbite - Medium - Innate +22;30
107673;Frostbite - Medium - Innate +23;30
107674;Frostbite - Medium - Innate +24;30
107675;Frostbite - Medium - Innate +25;30
107700;Frostbite - High - Addition +0;30
107701;Frostbite - High - Addition +1;30
107702;Frostbite - High - Addition +2;30
107703;Frostbite - High - Addition +3;30
107704;Frostbite - High - Addition +4;30
107705;Frostbite - High - Addition +5;30
107706;Frostbite - High - Addition +6;30
107707;Frostbite - High - Addition +7;30
107708;Frostbite - High - Addition +8;30
107709;Frostbite - High - Addition +9;30
107710;Frostbite - High - Addition +10;30
107711;Frostbite - High - Addition +11;30
107712;Frostbite - High - Addition +12;30
107713;Frostbite - High - Addition +13;30
107714;Frostbite - High - Addition +14;30
107715;Frostbite - High - Addition +15;30
107716;Frostbite - High - Addition +16;30
107717;Frostbite - High - Addition +17;30
107718;Frostbite - High - Addition +18;30
107719;Frostbite - High - Addition +19;30
107720;Frostbite - High - Addition +20;30
107721;Frostbite - High - Addition +21;30
107722;Frostbite - High - Addition +22;30
107723;Frostbite - High - Addition +23;30
107724;Frostbite - High - Addition +24;30
107725;Frostbite - High - Addition +25;30
107750;Frostbite - High - Innate +0;30
107751;Frostbite - High - Innate +1;30
107752;Frostbite - High - Innate +2;30
107753;Frostbite - High - Innate +3;30
107754;Frostbite - High - Innate +4;30
107755;Frostbite - High - Innate +5;30
107756;Frostbite - High - Innate +6;30
107757;Frostbite - High - Innate +7;30
107758;Frostbite - High - Innate +8;30
107759;Frostbite - High - Innate +9;30
107760;Frostbite - High - Innate +10;30
107761;Frostbite - High - Innate +11;30
107762;Frostbite - High - Innate +12;30
107763;Frostbite - High - Innate +13;30
107764;Frostbite - High - Innate +14;30
107765;Frostbite - High - Innate +15;30
107766;Frostbite - High - Innate +16;30
107767;Frostbite - High - Innate +17;30
107768;Frostbite - High - Innate +18;30
107769;Frostbite - High - Innate +19;30
107770;Frostbite - High - Innate +20;30
107771;Frostbite - High - Innate +21;30
107772;Frostbite - High - Innate +22;30
107773;Frostbite - High - Innate +23;30
107774;Frostbite - High - Innate +24;30
107775;Frostbite - High - Innate +25;30
350200;Blessed Dew Talisman;-2
350301;Taker's Cameo [Kill];-30
350401;Godskin Swaddling Cloth [Conditional];-30
350502;Assassin's Crimson Dagger [Triggered];-85
500030;;-80
500041;;-60
500360;Freezing Pot;30
500370;Poison Pot;7
500430;Roped Fetid Pot;12
500431;Roped Fetid Pot - Self;12
500440;Roped Poison Pot;7
500470;Roped Fly Pot;100
500480;Roped Freezing Pot;30
500670;Rot Pot;13
500810;Rowa Raisin;-300
500811;Sweet Raisin;-450
500812;Frozen Raisin;-600
501236;Raw Meat Dumpling [Chain];7
501720;Poisonbone Dart;7
501840;Poisoned Stone;7
501841;Poisoned Stone Clump;7
503311;Frenzyflame Stone;-35
503312;Frenzyflame Stone;-35
503314;Frenzyflame Stone;100
503580;Poison Spraymist;21
511009;Crimsonburst Crystal Tear;-7
511086;;300
511088;;700
1436100;[Sorcery] Ranni's Dark Moon;30
1440000;[Sorcery] Glintstone Icecrag;30
1441000;[Sorcery] Zamor Ice Storm;30
1442000;[Sorcery] Freezing Mist;30
1443100;;30
1443101;[Sorcery] Adula's Moonblade;30
1449001;[Sorcery] Frozen Armament;30
1490000;;80
1490001;;100
1490010;[Sorcery] Briars of Sin;100
1490090;;25
1490091;;-5
1491000;;50
1491001;;100
1491010;[Sorcery] Briars of Punishment;100
1491090;;10
1491091;;-5
1501000;[Sorcery] Explosive Ghostflame;30
1501001;[Sorcery] Explosive Ghostflame;30
1604004;[Incantation] Flame, Cleanse Me;5
1621000;[Incantation] Black Flame;1
1623000;[Incantation] Scouring Black Flame;1
1624010;[Incantation] Noble Presence;1
1625000;[Incantation] Black Flame Ritual;1
1626001;[Incantation] Black Flame Blade [Attack];1
1630001;[Incantation] Bloodflame Talons [Cycle];100
1631001;[Incantation] Bloodboon [Cycle];100
1632002;[Incantation] Bloodflame Blade [Cycle];100
1642000;[Incantation] Urgent Heal;-115
1642001;[Incantation] Urgent Heal;-57
1642100;[Incantation] Heal;-230
1642101;[Incantation] Heal;-115
1642200;[Incantation] Great Heal;-364
1642201;[Incantation] Great Heal;-207
1642300;[Incantation] Lord's Heal;-420
1642301;[Incantation] Lord's Heal;-210
1642400;[Incantation] Erdtree Heal;-590
1642401;[Incantation] Erdtree Heal;-398
1643000;[Incantation] Blessing's Boon;-8
1643001;[Incantation] Blessing's Boon;-8
1643100;[Incantation] Blessing of the Erdtree;-12
1643101;[Incantation] Blessing of the Erdtree;-12
1650000;[Incantation] Night Maiden's Mist;19
1685000;[Incantation] Bestial Vitality;-5
1692100;[Incantation] Frozen Lightning Spear;30
1702000;[Incantation] Dragonice;30
1702100;[Incantation] Borealis's Mist;30
1703000;[Incantation] Rotten Breath;13
1703100;[Incantation] Ekzykes's Decay;13
1721001;;100
1722000;[Incantation] Poison Mist;7
1723001;[Incantation] Poison Armament;7
1724000;[Incantation] Scarlet Aeonia;13
1724001;[Incantation] Scarlet Aeonia;13
1730000;;100
1730001;;100
1730002;;100
1731000;[Incantation] The Flame of Frenzy;100
1731001;[Incantation] The Flame of Frenzy;100
1731002;;100
1731003;;100
1731100;[Incantation] Unendurable Frenzy;100
1731101;[Incantation] Unendurable Frenzy;100
1732000;[Incantation] Frenzied Burst;100
1732001;[Incantation] Frenzied Burst;100
1732002;;100
1732003;;100
1733001;[Incantation] Howl of Shabriri;100
1733002;[Incantation] Howl of Shabriri;100
1790002;[Incantation] Fire's Deadly Sin;3
1790012;[Incantation] Fire's Deadly Sin;4
5031401;Blasphemous Blade [Kill];-40
5071101;Serpent-God's Curved Sword [Kill];-25
5120101;Greathorn Hammer [Kill];-20
5321400;Icon Shield - Grant HP Restoration;-3
6069000;;-2
6069010;;-2
6069020;;-2
6069030;;-2
6193012;;-2
