Row ID;Row Name;Item Category 1
100710;Consort's Mask;3
100711;Consort's Robe;3
100712;Consort's Trousers;3
100720;Drawing-Room Key;1
100730;Letter from Volcano Manor;1
100740;Letter from Volcano Manor;1
100750;Red Letter;1
100760;[Sorcery] Magma Shot;1
100770;Serpentbone Blade;2
100780;Taker's Cameo;4
100790;[Incantation] Aspects of the Crucible: Breath;1
100800;Irina's Letter;1
100810;Rya's Necklace;1
100890;Frenzied Flame Seal;2
100891;Frenzyflame Stone;1
100900;Volcano Manor Invitation;1
100910;Zorayas's Letter;1
100911;Daedicar's Woe;4
101000;Sellen's Primal Glintstone;1
101010;Glintstone Kris;2
101020;Sellian Sealbreaker;1
101030;Starlight Shards;1
101040;[Sorcery] Comet Azur;1
101050;[Sorcery] Stars of Ruin;1
101060;Sellen's Bell Bearing;1
101061;Witch's Glintstone Crown;3
101070;Witch's Glintstone Crown;3
101100;[Boss Kill - Godfrey] Talisman Pouch;1
101200;Glowstone;1
101201;Glowstone;1
101210;Glowstone;1
101300;Haligtree Secret Medallion (Right);1
101400;Seluvis's Potion;1
101410;Magic Scorpion Charm;4
101420;;1
101430;Seluvis's Introduction;1
101440;Glowstone;1
101450;Amber Draught;1
101460;;0
101480;Seluvis's Bell Bearing;1
101481;Preceptor's Big Hat;3
101482;Preceptor's Long Gown;3
101483;Preceptor's Gloves;3
101484;Preceptor's Trousers;3
101490;Pidia's Bell Bearing;1
101491;Dolores the Sleeping Arrow Puppet;1
101495;Pidia's Bell Bearing;1
101496;Nepheli Loux Puppet;1
101500;Somber Smithing Stone [2];1
101580;Royal Greatsword;2
101581;Blaidd's Armor;3
101582;Blaidd's Gauntlets;3
101583;Blaidd's Greaves;3
101590;Discarded Palace Key;1
101600;White Cipher Ring;1
101610;Smithing Stone [5];1
101620;Purifying Crystal Tear;1
101621;Eleonora's Poleblade;2
101630;;6
101640;Iron Kasa;3
101641;Ronin's Armor;3
101642;Ronin's Gauntlets;3
101643;Ronin's Greaves;3
101700;Exalted Flesh;1
101710;Exalted Flesh;1
101720;Jar;3
101730;Warrior Jar Shard;1
101740;Shard of Alexander;4
101741;Alexander's Innards;1
101790;;0
101800;Letter to Patches;1
101810;Dancer's Castanets;1
101820;Magma Whip Candlestick;2
101830;Golden Rune [1];1
101840;;2
101841;Leather Armor;3
101842;Leather Gloves;3
101843;Leather Boots;3
101900;Spirit Jellyfish Ashes;1
101910;Golden Seed;1
102100;Whetstone Knife;1
102200;Erdsteel Dagger;2
102300;Ash of War: Beast's Roar;5
102301;[Incantation] Bestial Vitality;1
102302;[Incantation] Bestial Sling;1
102303;Clawmark Seal;2
102304;Beast Eye;1
102310;Ancient Dragon Smithing Stone;1
102311;[Incantation] Gurranq's Beast Claw;1
102312;Beastclaw Greathammer;2
102313;[Incantation] Stone of Gurranq;1
102314;[Incantation] Beast Claw;1
102400;Iji's Bell Bearing;1
102401;Iji's Mirrorhelm;3
102600;Glowstone;1
102700;Tailoring Tools;1
102710;Mushroom;1
102800;Haligtree Secret Medallion (Left);1
102810;;1
102820;[Incantation] Black Flame's Protection;1
102830;[Incantation] Lord's Divine Fortification;1
102840;Fevor's Cookbook [3];1
102850;[Incantation] Law of Causality;1
102860;Scepter of the All-Knowing;2
102861;All-Knowing Helm;3
102862;All-Knowing Armor;3
102863;All-Knowing Gauntlets;3
102864;All-Knowing Greaves;3
102900;Letter to Bernahl;1
102910;[Sorcery] Gelmir's Fury;1
102920;Blasphemous Claw;1
102921;Devourer's Scepter;2
102922;Beast Champion Helm;3
102923;Beast Champion Armor (Altered);3
102924;Beast Champion Gauntlets;3
102925;Beast Champion Greaves;3
102926;;1
102930;Beast Champion Helm;3
102931;Beast Champion Armor (Altered);3
102932;Beast Champion Gauntlets;3
102933;Beast Champion Greaves;3
103000;Rya's Necklace;1
103010;;6
103011;Blackguard's Iron Mask;3
103020;Seedbed Curse;1
103021;Blackguard's Bell Bearing;1
103022;;6
103023;Blackguard's Iron Mask;3
103100;Unalloyed Gold Needle;1
103110;Sellia's Secret;1
103120;Flock's Canvas Talisman;4
103121;Gowry's Bell Bearing;1
103200;Prosthesis-Wearer Heirloom;4
103210;Unalloyed Gold Needle;1
103220;Millicent's Prosthesis;4
103240;Miquella's Needle;1
103241;Somber Ancient Dragon Smithing Stone;1
103300;Baldachin's Blessing;1
103310;Weathered Dagger;1
103320;Sacrificial Twig;4
103330;Radiant Baldachin's Blessing;1
103340;Knifeprint Clue;1
103350;Mending Rune of the Death-Prince;1
103400;D's Bell Bearing;1
103401;Twinned Helm;3
103402;Twinned Armor;3
103403;Twinned Gauntlets;3
103404;Twinned Greaves;3
103410;Inseparable Sword;2
103411;Twinned Helm;3
103412;Twinned Armor;3
103413;Twinned Gauntlets;3
103414;Twinned Greaves;3
103500;;6
103510;Black Knifeprint;1
103580;;6
103581;Black Knifeprint;1
103582;Rogier's Letter;1
103590;Rogier's Bell Bearing;1
103591;Spellblade's Pointed Hat;3
103592;Spellblade's Traveling Attire;3
103593;Spellblade's Gloves;3
103594;Spellblade's Trousers;3
103600;Thops's Bell Bearing;1
103601;Academy Glintstone Staff;2
103602;[Sorcery] Thops's Barrier;1
103700;Corhyn's Bell Bearing;1
103710;Flail;2
103720;Corhyn's Robe;3
103800;Sewer-Gaol Key;1
103820;Omen Helm;3
103821;Omen Armor;3
103822;Omen Gauntlets;3
103823;Omen Greaves;3
103900;Spirit Calling Bell;1
103901;Lone Wolf Ashes;1
103910;Carian Inverted Statue;1
103920;Cursemark of Death;1
103930;Dark Moon Greatsword;2
103940;Miniature Ranni;1
103950;Fingerslayer Blade;1
104000;Ancient Dragon Smithing Stone;1
104010;Eccentric's Hood;3
104011;Eccentric's Armor;3
104012;Eccentric's Manchettes;3
104013;Eccentric's Breeches;3
104100;Latenna the Albinauric;1
104110;Somber Ancient Dragon Smithing Stone;1
104120;Blue Silver Mail Hood;3
104121;Blue Silver Mail Armor;3
104122;Blue Silver Bracelets;3
104123;Blue Silver Mail Skirt;3
104200;Arsenal Charm;4
104220;;1
104300;[Sorcery] Stars of Ruin;1
104400;[Sorcery] Comet Azur;1
104500;Hoslow's Petal Whip;2
104501;Diallos's Mask;3
104502;Companion Jar;1
104510;;2
104511;;3
104512;;1
104600;;4
104700;Great-Jar's Arsenal;4
104800;Rotten Winged Sword Insignia;4
104900;Royal Remains Helm;3
104901;Royal Remains Armor;3
104902;Royal Remains Gauntlets;3
104903;Royal Remains Greaves;3
105000;Goldmask's Rags;3
105001;Gold Bracelets;3
105002;Gold Waistwrap;3
109099;;0
110300;Varre's Bouquet;2
110301;Festering Bloody Finger;1
110400;;1
110401;Perfume Bottle;1
110410;Kal�'s Bell Bearing;1
110500;Gostoc's Bell Bearing;1
110501;Glass Shard;1
110502;Silver-Pickled Fowl Foot;1
110600;;6
110610;;6
110620;Shabriri Grape;1
110621;;6
110799;;0
110800;Irina's Letter;1
110810;Frenzyflame Stone;1
110811;Irina's Letter;1
110910;Daedicar's Woe;4
111000;Sellen's Bell Bearing;1
111001;Witch's Glintstone Crown;3
111080;Glowstone;1
111090;Glowstone;1
111099;;0
111199;;0
111299;;0
111300;Haligtree Secret Medallion (Right);1
111499;;0
111500;Royal Greatsword;2
111501;Blaidd's Armor;3
111502;Blaidd's Gauntlets;3
111503;Blaidd's Greaves;3
111600;;6
111610;Iron Kasa;3
111611;Ronin's Armor;3
111612;Ronin's Gauntlets;3
111613;Ronin's Greaves;3
111699;;0
111700;Warrior Jar Shard;4
111710;Shard of Alexander;4
111800;Patches' Bell Bearing;1
111801;;2
111802;Leather Armor;3
111803;Leather Gloves;3
111804;Leather Boots;3
111810;;1
111811;;2
111812;;3
111813;;3
111814;;3
111815;;1
111899;;0
111900;Glowstone;1
111999;;0
112000;Miriel's Bell Bearing;1
112001;Turtle Neck Meat;1
112199;;0
112200;Golden Seed;1
112299;;0
112300;Beast Eye;1
112301;Ancient Dragon Smithing Stone;1
112499;;0
112699;;0
112799;;0
112899;;0
112900;Bernahl's Bell Bearing;1
112901;Devourer's Scepter;2
112902;Beast Champion Helm;3
112903;Beast Champion Armor (Altered);3
112904;Beast Champion Gauntlets;3
112905;Beast Champion Greaves;3
113000;Rya's Necklace;1
113001;Blackguard's Bell Bearing;1
113002;;6
113003;Blackguard's Iron Mask;3
113010;Seedbed Curse;1
113011;Blackguard's Bell Bearing;1
113012;;6
113013;Blackguard's Iron Mask;3
113120;Flock's Canvas Talisman;4
113121;Gowry's Bell Bearing;1
113200;Millicent's Prosthesis;4
113210;;1
113300;Fia's Hood;3
113301;Fia's Robe;3
113400;D's Bell Bearing;1
113401;Twinned Helm;3
113402;Twinned Armor;3
113403;Twinned Gauntlets;3
113404;Twinned Greaves;3
113410;Inseparable Sword;2
113411;Twinned Helm;3
113412;Twinned Armor;3
113413;Twinned Gauntlets;3
113414;Twinned Greaves;3
113420;Inseparable Sword;2
113421;Twinned Helm;3
113422;Twinned Armor;3
113423;Twinned Gauntlets;3
113424;Twinned Greaves;3
113599;;0
113600;Thops's Bell Bearing;1
113601;Academy Glintstone Staff;2
113699;;0
113700;Corhyn's Bell Bearing;1
113701;Flail;2
113702;Corhyn's Robe;3
113799;;0
113800;Sword of Milos;2
113820;Sword of Milos;2
113821;Omen Helm;3
113822;Omen Armor;3
113823;Omen Gauntlets;3
113824;Omen Greaves;3
113899;;0
113999;;0
114000;Eccentric's Hood;3
114001;Eccentric's Armor;3
114002;Eccentric's Manchettes;3
114003;Eccentric's Breeches;3
114099;;0
114100;Blue Silver Mail Hood;3
114101;Blue Silver Mail Armor;3
114102;Blue Silver Bracelets;3
114103;Blue Silver Mail Skirt;3
114210;Stormhawk Axe;2
114211;Stormhawk Axe;2
114310;Lusat's Glintstone Crown;3
114311;Lusat's Robe;3
114312;Lusat's Manchettes;3
114313;Old Sorcerer's Legwraps;3
114410;Azur's Glintstone Crown;3
114411;Azur's Glintstone Robe;3
114412;Azur's Manchettes;3
114500;Hoslow's Petal Whip;2
114501;Diallos's Mask;3
114600;Living Jar Shard;1
114799;;0
119000;Nomadic Merchant's Bell Bearing [1];1
119005;Nomadic Merchant's Bell Bearing [2];1
119010;Nomadic Merchant's Bell Bearing [3];1
119015;Nomadic Merchant's Bell Bearing [4];1
119020;Nomadic Merchant's Bell Bearing [5];1
119025;Isolated Merchant's Bell Bearing [1];1
119030;Isolated Merchant's Bell Bearing [2];1
119035;Nomadic Merchant's Bell Bearing [6];1
119040;Hermit Merchant's Bell Bearing [1];1
119045;Nomadic Merchant's Bell Bearing [7];1
119050;Nomadic Merchant's Bell Bearing [8];1
119055;Nomadic Merchant's Bell Bearing [9];1
119060;Nomadic Merchant's Bell Bearing [10];1
119065;Nomadic Merchant's Bell Bearing [11];1
119070;Isolated Merchant's Bell Bearing [3];1
119075;Hermit Merchant's Bell Bearing [2];1
119080;Abandoned Merchant's Bell Bearing;1
119085;Hermit Merchant's Bell Bearing [3];1
119090;Imprisoned Merchant's Bell Bearing;1
996500;Poisonbloom;1
996510;Trina's Lily;1
996520;;1
996530;Miquella's Lily;1
996540;Grave Violet;1
996550;;1
996560;Trina's Lily;1
996570;Miquella's Lily;1
996580;;1
996590;;1
996600;Faded Erdleaf Flower;1
996610;;1
996620;;1
996630;;1
996640;;1
996650;;1
996660;;1
996670;;1
996680;;1
996690;;1
996700;;1
996710;;1
996720;;1
996730;;1
996740;;1
996750;;1
996760;;1
996770;;1
996780;;1
996790;;1
996800;Erdleaf Flower;1
996810;Altus Bloom;1
996820;Fire Blossom;1
996830;Golden Sunflower;1
996840;Fulgurbloom, Fulgurbloom, Fulgurbloom;1
996850;Tarnished Golden Sunflower;1
996860;;1
996870;Fulgurbloom, Fulgurbloom, Fulgurbloom;1
996880;;1
996890;;1
996900;Herba, Herba, Herba;1
996910;Arteria Leaf;1
996920;;1
996930;;1
996940;;1
996950;;1
996960;Arteria Leaf;1
996970;;1
996980;;1
996990;;1
997000;;1
997010;;1
997020;;1
997030;;1
997040;;1
997050;;1
997060;;1
997070;;1
997080;;1
997090;;1
997100;Dewkissed Herba, Dewkissed Herba, Dewkissed Herba;1
997110;;1
997120;;1
997130;;1
997140;;1
997150;;1
997160;;1
997170;;1
997180;;1
997190;;1
997200;Rowa Fruit, Rowa Fruit, Rowa Fruit, Rowa Fruit;1
997210;Golden Rowa, Golden Rowa, Golden Rowa, Golden Rowa;1
997220;Rimed Rowa, Rimed Rowa, Rimed Rowa, Rimed Rowa;1
997230;Bloodrose, Bloodrose;1
997240;;1
997250;;1
997260;;1
997270;;1
997280;;1
997290;;1
997300;Rowa Fruit, Rowa Fruit, Rowa Fruit, Rowa Fruit;1
997310;;1
997320;;1
997330;;1
997340;;1
997350;;1
997360;;1
997370;;1
997380;;1
997390;;1
997400;Eye of Yelough;1
997410;;1
997420;;1
997430;;1
997440;;1
997450;;1
997460;;1
997470;;1
997480;;1
997490;;1
997500;Crystal Bud, Crystal Bud, Crystal Bud;1
997510;Rimed Crystal Bud, Rimed Crystal Bud, Rimed Crystal Bud;1
997520;;1
997530;Sacramental Bud;1
997540;;1
997550;;1
997560;;1
997570;;1
997580;;1
997590;;1
997600;Mushroom, Mushroom, Mushroom;1
997610;Melted Mushroom, Melted Mushroom, Melted Mushroom;1
997620;;1
997630;;1
997640;;1
997650;;1
997660;;1
997670;;1
997680;;1
997690;;1
997700;Toxic Mushroom, Toxic Mushroom, Toxic Mushroom;1
997710;;1
997720;;1
997730;;1
997740;;1
997750;Root Resin, Root Resin, Root Resin;1
997760;;1
997770;;1
997780;;1
997790;;1
997800;Cracked Crystal, Cracked Crystal, Cracked Crystal;1
997810;;1
997820;;1
997830;;1
997840;;1
997850;;1
997860;;1
997870;;1
997880;;1
997890;;1
997900;;1
997910;;1
997920;;1
997930;;1
997940;;1
997950;Sanctuary Stone;1
997960;Ruin Fragment;1
997970;;1
997980;;1
997990;;1
998000;Nascent Butterfly;1
998010;Aeonian Butterfly;1
998020;Smoldering Butterfly, Smoldering Butterfly, Smoldering Butterfly;1
998030;;1
998040;;1
998050;;1
998060;;1
998070;;1
998080;;1
998090;;1
998100;Silver Firefly;1
998110;Gold Firefly;1
998120;Glintstone Firefly;1
998130;;1
998140;;1
998150;;1
998160;;1
998170;;1
998180;;1
998190;;1
998200;Golden Centipede;1
998210;;1
998220;;1
998230;;1
998240;;1
998250;Silver Tear Husk;1
998260;;1
998270;;1
998280;;1
998290;;1
998300;Gold-Tinged Excrement, Gold-Tinged Excrement, Gold-Tinged Excrement;1
998310;Blood-Tainted Excrement, Blood-Tainted Excrement, Blood-Tainted Excrement;1
998320;;1
998330;;1
998340;;1
998350;;1
998360;;1
998370;;1
998380;;1
998390;;1
998400;Cave Moss, Cave Moss, Cave Moss;1
998410;Budding Cave Moss, Budding Cave Moss, Budding Cave Moss;1
998420;Crystal Cave Moss, Crystal Cave Moss, Crystal Cave Moss;1
998430;;1
998440;;1
998450;Yellow Ember;1
998460;;1
998470;;1
998480;;1
998490;;1
998500;Volcanic Stone, Volcanic Stone, Volcanic Stone;1
998510;;1
998520;Formic Rock;1
998530;;1
998540;;1
998550;Gravel Stone;1
998560;;1
998570;;1
998580;;1
998590;;1
998600;Smithing Stone [1];1
998610;Smithing Stone [2];1
998620;Smithing Stone [3];1
998630;Smithing Stone [4];1
998640;Smithing Stone [5];1
998650;Smithing Stone [6];1
998660;Smithing Stone [7];1
998670;Smithing Stone [8];1
998680;Ancient Dragon Smithing Stone;1
998690;;1
998700;Somber Smithing Stone [1];1
998710;Somber Smithing Stone [2];1
998720;Somber Smithing Stone [3];1
998730;Somber Smithing Stone [4];1
998740;Somber Smithing Stone [5];1
998750;Somber Smithing Stone [6];1
998760;Somber Smithing Stone [7];1
998770;Somber Smithing Stone [8];1
998780;Somber Ancient Dragon Smithing Stone;1
998790;Somber Smithing Stone [9];1
998800;;1
998810;;1
998820;;1
998830;;1
998840;;1
998850;;1
998860;;1
998870;;1
998880;;1
998890;;1
998900;;1
998910;;1
998920;;1
998930;;1
998940;;1
998950;;1
998960;;1
998970;;1
998980;;1
998990;;1
999200;Grave Glovewort [1];1
999210;Grave Glovewort [2];1
999220;Grave Glovewort [3];1
999230;Grave Glovewort [4];1
999240;Grave Glovewort [5];1
999250;Grave Glovewort [6];1
999260;Grave Glovewort [7];1
999270;Grave Glovewort [8];1
999280;Grave Glovewort [9];1
999290;Great Grave Glovewort;1
999300;Ghost Glovewort [1];1
999310;Ghost Glovewort [2];1
999320;Ghost Glovewort [3];1
999330;Ghost Glovewort [4];1
999340;Ghost Glovewort [5];1
999350;Ghost Glovewort [6];1
999360;Ghost Glovewort [7];1
999370;Ghost Glovewort [8];1
999380;Ghost Glovewort [9];1
999390;Great Ghost Glovewort;1
9930000;Veteran's Helm;3
9930001;;3
9930002;;3
9930003;;3
9930004;;2
9930010;;1
9931000;Soft Cotton;1
9990000;;1
9990010;;1
9990100;;1
9990110;;1
9990120;Cracked Pot;1
9990130;Perfume Bottle;1
9990140;Old Fang;1
9990141;Old Fang;1
9990142;Old Fang;1
9990143;Old Fang;1
9990150;;1
9990151;;1
9990152;;1
9990153;;1
9990160;Slumbering Egg;1
9990161;Slumbering Egg;1
9990162;Slumbering Egg;1
9990163;Slumbering Egg;1
9990170;;1
9990171;;1
9990172;;1
9990173;;1
9990180;;1
9990181;;1
9990182;;1
9990183;;1
9990190;;1
9990191;;1
9990192;;1
9990193;;1
9990200;;1
9990201;;1
9990202;;1
9990203;;1
9990210;;1
9990211;;1
9990212;;1
9990213;;1
9990220;;1
9990221;;1
9990222;;1
9990223;;1
9990230;;1
9990231;;1
9990232;;1
9990233;;1
9990240;;1
9990241;;1
9990242;;1
9990243;;1
9990250;;1
9990251;;1
9990252;;1
9990253;;1
9990260;Crimsonspill Crystal Tear;1
9990270;Crimson Crystal Tear;1
9990280;Ruptured Crystal Tear;1
9990290;Leaden Hardtear;1
9990300;Strength-knot Crystal Tear;1
9990310;Flask of Wondrous Physick;1
10000005;[LD - Stormveil] Wooden Greatshield;2
10000015;[LD - Stormveil] Hawk Crest Wooden Shield;2
10000025;[LD - Stormveil] Misericorde;2
10000030;[LD - Stormveil] Furlcalling Finger Remedy;1
10000035;[LD - Stormveil] Brick Hammer;2
10000040;[LD - Stormveil] Fire Grease;1
10000050;[LD - Stormveil] Gold-Pickled Fowl Foot;1
10000060;[LD - Stormveil] Festering Bloody Finger;1
10000080;[LD - Stormveil] Arrow;2
10000090;[LD - Stormveil] Manor Towershield;2
10000100;[LD - Stormveil] Marred Leather Shield;2
10000110;[LD - Stormveil] Golden Rune [1];1
10000120;[LD - Stormveil] Bolt;2
10000130;[LD - Stormveil] Smithing Stone [3];1
10000140;[LD - Stormveil] Ruin Fragment;1
10000150;[LD - Stormveil] Smithing Stone [2];1
10000160;[LD - Stormveil] Silver-Pickled Fowl Foot;1
10000170;[LD - Stormveil] Golden Rune [2];1
10000180;[LD - Stormveil] Hookclaws;2
10000190;[LD - Stormveil] Throwing Dagger;1
10000200;[LD - Stormveil] St. Trina's Arrow;2
10000210;[LD - Stormveil] Smoldering Butterfly;1
10000220;[LD - Stormveil] Fire Grease;1
10000230;[LD - Stormveil] Claw Talisman;4
10000240;[LD - Stormveil] Golden Rune [2];1
10000250;[LD - Stormveil] Arteria Leaf;1
10000260;[LD - Stormveil] Throwing Dagger;1
10000270;[LD - Stormveil] Mushroom;1
10000280;[LD - Stormveil] Drawstring Fire Grease;1
10000290;[LD - Stormveil] Golden Rune [2];1
10000300;[LD - Stormveil] Somber Smithing Stone [2];1
10000310;[LD - Stormveil] Smithing Stone [2];1
10000320;[LD - Stormveil] Marred Wooden Shield;2
10000330;[LD - Stormveil] Golden Rune [2];1
10000340;[LD - Stormveil] Highland Axe;2
10000350;[LD - Stormveil] Kukri;1
10000360;[LD - Stormveil] Golden Rune [2];1
10000370;[LD - Stormveil] Stonesword Key;1
10000380;[LD - Stormveil] Exalted Flesh;1
10000390;[LD - Stormveil] Lump of Flesh;1
10000400;[LD - Stormveil] Golden Rune [1];1
10000410;[LD - Stormveil] Smithing Stone [2];1
10000420;[LD - Stormveil] Iron Whetblade;1
10000430;[LD - Stormveil] Arrow;2
10000440;[LD - Stormveil] Fireproof Dried Liver;1
10000450;[LD - Stormveil] Chrysalids' Memento;1
10000451;[LD - Stormveil] Crimson Hood;3
10000460;[LD - Stormveil] Stanching Boluses;1
10000470;[LD - Stormveil] Stonesword Key;1
10000480;[LD - Stormveil] Nomadic Warrior's Cookbook [10];1
10000500;[LD - Stormveil] Rusty Key;1
10000510;[LD - Stormveil] Smithing Stone [1];1
10000520;[LD - Stormveil] Golden Rune [1];1
10000530;[LD - Stormveil] Golden Rune [2];1
10000540;[LD - Stormveil] Ballista Bolt;2
10000550;[LD - Stormveil] Arbalest;2
10000560;[LD - Stormveil] Commoner's Simple Garb;3
10000570;[LD - Stormveil] Golden Rune [2];1
10000580;[LD - Stormveil] Golden Rune [5];1
10000590;[LD - Stormveil] Smithing Stone [2];1
10000600;[LD - Stormveil] Golden Rune [4];1
10000610;[LD - Stormveil] Fire Arrow;2
10000620;[LD - Stormveil] Pike;2
10000630;[LD - Stormveil] Furlcalling Finger Remedy;1
10000640;[LD - Stormveil] Smithing Stone [1];1
10000650;[LD - Stormveil] Smoldering Butterfly;1
10000660;[LD - Stormveil] Golden Rune [4];1
10000670;[LD - Stormveil] Golden Rune [1];1
10000680;[LD - Stormveil] Mushroom;1
10000690;[LD - Stormveil] Golden Rune [2];1
10000700;[LD - Stormveil] Magic Grease;1
10000710;[LD - Stormveil] Smithing Stone [2];1
10000720;[LD - Stormveil] Golden Rune [2];1
10000730;[LD - Stormveil] Golden Seed;1
10000740;[LD - Stormveil] Smithing Stone [2];1
10000750;[LD - Stormveil] Smithing Stone [1];1
10000760;[LD - Stormveil] Golden Rune [5];1
10000770;[LD - Stormveil] Cracked Pot;1
10000775;[LD - Stormveil] Cracked Pot;1
10000780;[LD - Stormveil] Smithing Stone [1];1
10000781;[LD - Stormveil] Smithing Stone [2];1
10000790;[LD - Stormveil] Kukri;1
10000800;[LD - Stormveil] Smithing Stone [2];1
10000810;[LD - Stormveil] Lump of Flesh;1
10000820;[LD - Stormveil] Smithing Stone [1];1
10000830;[LD - Stormveil] Golden Rune [2];1
10000840;[LD - Stormveil] Smithing Stone [3];1
10000850;[LD - Stormveil] Shabriri Grape;1
10000860;[LD - Stormveil] Rainbow Stone;1
10000870;[LD - Stormveil] Smithing Stone [2];1
10000880;[LD - Stormveil] Arteria Leaf;1
10000890;[LD - Stormveil] Golden Rune [2];1
10000900;[LD - Stormveil] Poisonbloom;1
10000910;[LD - Stormveil] Smoldering Butterfly;1
10000920;[LD - Stormveil] Stonesword Key;1
10000930;[LD - Stormveil] Throwing Dagger;1
10000940;[LD - Stormveil] Prince of Death's Pustule;4
10000950;[LD - Stormveil] Kukri;1
10000960;[LD - Stormveil] Pickled Turtle Neck;1
10000965;[LD - Stormveil] Godslayer's Seal;2
10000970;[LD - Stormveil] Mimic's Veil;1
10000975;[LD - Stormveil] Curved Sword Talisman;4
10000980;[LD - Stormveil] Somber Smithing Stone [2];1
10000990;[LD - Stormveil] Godskin Prayerbook;1
10001085;[LD - Stormveil] Somber Smithing Stone [1];1
10001086;[LD - Stormveil] Beast Blood;1
10001087;[LD - Stormveil] Old Fang;1
10001095;[LD - Stormveil] Golden Seed;1
10001295;[LD - Stormveil] [Incantation] Aspects of the Crucible: Horns;1
10010000;[LD - Chapel of Anticipation] Tarnished's Wizened Finger;1
10010010;[LD - Chapel of Anticipation] The Stormhawk King;1
10010900;[LD - Chapel of Anticipation] Stormhawk Deenh;1
11000000;[LD - Leyndell] Magic Grease;1
11000005;[LD - Leyndell] Alberich's Pointed Hat;3
11000006;[LD - Leyndell] Alberich's Robe;3
11000007;[LD - Leyndell] Alberich's Bracers;3
11000008;[LD - Leyndell] Alberich's Trousers;3
11000010;[LD - Leyndell] Furlcalling Finger Remedy;1
11000015;[LD - Leyndell] Erdtree Bow;2
11000020;[LD - Leyndell] Hefty Beast Bone;1
11000025;[LD - Leyndell] Celestial Dew;1
11000030;[LD - Leyndell] Smithing Stone [4];1
11000035;[LD - Leyndell] Deathbed Dress;3
11000040;[LD - Leyndell] Golden Rune [7];1
11000045;[LD - Leyndell] Lionel's Helm;3
11000046;[LD - Leyndell] Lionel's Armor;3
11000047;[LD - Leyndell] Lionel's Gauntlets;3
11000048;[LD - Leyndell] Lionel's Greaves;3
11000050;[LD - Leyndell] Cave Moss;1
11000055;[LD - Leyndell] Hammer;2
11000060;[LD - Leyndell] Preserving Boluses;1
11000065;[LD - Leyndell] Rune Arc;1
11000070;[LD - Leyndell] String;1
11000075;[LD - Leyndell] Hero's Rune [1];1
11000080;[LD - Leyndell] Upper-Class Robe;3
11000085;[LD - Leyndell] Golden Rune [12];1
11000090;[LD - Leyndell] Miranda Powder;1
11000095;[LD - Leyndell] Guilty Hood;3
11000100;[LD - Leyndell] Smithing Stone [6];1
11000105;[LD - Leyndell] Stormhawk Axe;2
11000110;[LD - Leyndell] Warming Stone;1
11000115;[LD - Leyndell] Cane Sword;2
11000120;[LD - Leyndell] Golden Rune [10];1
11000125;[LD - Leyndell] Black-Key Bolt;2
11000130;[LD - Leyndell] Perfume Bottle;1
11000135;[LD - Leyndell] Gravel Stone;1
11000140;[LD - Leyndell] Fan Daggers;1
11000145;[LD - Leyndell] Somber Smithing Stone [6];1
11000150;[LD - Leyndell] Marika's Golden Siigl;4
11000155;[LD - Leyndell] Hero's Rune [5];1
11000160;[LD - Leyndell] Holy Grease;1
11000165;[LD - Leyndell] Golden Rune [11];1
11000170;[LD - Leyndell] Golden Rune [8];1
11000175;[LD - Leyndell] Hero's Rune [2];1
11000180;[LD - Leyndell] Old Fang;1
11000185;[LD - Leyndell] Somber Smithing Stone [6];1
11000186;[LD - Leyndell] Beast Blood;1
11000187;[LD - Leyndell] Old Fang;1
11000190;[LD - Leyndell] Smithing Stone [4];1
11000195;[LD - Leyndell] Somber Smithing Stone [6];1
11000196;[LD - Leyndell] Beast Blood;1
11000197;[LD - Leyndell] Old Fang;1
11000200;[LD - Leyndell] Golden Rune [8];1
11000205;[LD - Leyndell] Golden Rune [13];1
11000210;[LD - Leyndell] Somber Smithing Stone [5];1
11000215;[LD - Leyndell] Golden Rune [10];1
11000220;[LD - Leyndell] Golden Rune [8];1
11000225;[LD - Leyndell] Golden Rune [12];1
11000230;[LD - Leyndell] Lordsworn's Bolt;2
11000235;[LD - Leyndell] Lightningproof Dried Liver;1
11000240;[LD - Leyndell] Tarnished Golden Sunflower;1
11000245;[LD - Leyndell] Golden Rune [11];1
11000250;[LD - Leyndell] Stonesword Key;1
11000260;[LD - Leyndell] Golden Rune [10];1
11000270;[LD - Leyndell] Golden Rune [8];1
11000280;[LD - Leyndell] Golden Rune [9];1
11000290;[LD - Leyndell] Smithing Stone [6];1
11000300;[LD - Leyndell] Golden Rune [9];1
11000310;[LD - Leyndell] Arteria Leaf;1
11000320;[LD - Leyndell] Imp Head (Corpse);3
11000330;[LD - Leyndell] Golden Rune [9];1
11000340;[LD - Leyndell] Seedbed Curse;1
11000350;[LD - Leyndell] Smithing Stone [6];1
11000360;[LD - Leyndell] Golden Rune [9];1
11000370;[LD - Leyndell] Smithing Stone [5];1
11000380;[LD - Leyndell] Stonesword Key;1
11000390;[LD - Leyndell] Golden Rune [12];1
11000400;[LD - Leyndell] Beast Blood;1
11000410;[LD - Leyndell] Nascent Butterfly;1
11000420;[LD - Leyndell] Exalted Flesh;1
11000430;[LD - Leyndell] Soporific Grease;1
11000440;[LD - Leyndell] Somber Smithing Stone [6];1
11000450;[LD - Leyndell] Golden Rune [9];1
11000460;[LD - Leyndell] Lightningproof Dried Liver;1
