Row ID;Row Name;Equipped Weapon: Left Secondary
9148;;41000000
9149;;41000000
9150;;41000000
9151;;41000000
9152;;41000000
9153;;41000000
9154;;41000000
9155;;41000000
9156;;41000000
9157;;41000000
9158;;41000000
9159;;41000000
9160;;41000000
9161;;41000000
9162;;41000000
9163;;41000000
9164;;41000000
9165;;41000000
9166;;41000000
9167;;41000000
9168;;41000000
9169;;41000000
9170;;41000000
9171;;41000000
9172;;41000000
9173;;41000000
9174;;41000000
9175;;41000000
9176;;41000000
9177;;41000000
9178;;41000000
9179;;41000000
9180;;41000000
9181;;41000000
9182;;41000000
9183;;41000000
9184;;41000000
9185;;41000000
9186;;41000000
9187;;41000000
9188;;41000000
9189;;41000000
9190;;41000000
9191;;41000000
9192;;41000000
9193;;41000000
9196;;41000000
9197;;24060000
9198;;41000000
9199;;41000000
9200;;41000000
9201;;41000000
9202;;41000000
9203;;2153
9204;;43000000
9205;;159
9206;;31190000
9207;;41000000
9208;;41000000
9209;;41000000
9230;;41000000
9231;;41000000
9232;;41000000
9233;;41000000
9234;;41000000
9235;;41000000
9236;;41000000
9262;;41000000
9263;;31000000
9264;;31000000
9265;;31000000
9266;;31000000
9267;;31000000
9268;;31000000
9269;;31000000
9270;;31000000
9271;;31000000
9272;;35000000
9273;;24000000
9274;;14080000
9275;;30090000
9300;;99040000
9301;;99040000
9302;;99040000
9303;;99040000
9400;;30000000
9401;;30000001
9402;;30000002
9403;;30000004
9404;;30000005
9405;;30000006
9406;;30000008
9407;;30000009
9408;;30000011
9409;;30000013
9410;;30000016
9411;;30000017
9412;;30000020
9413;;30000022
9414;;30000025
9415;;30000025
9416;;30000025
9417;;30000025
9418;;30000025
9419;;30000025
9420;;30000025
9450;;30100000
9451;;30100001
9452;;30100002
9453;;30100004
9454;;30100005
9455;;30100006
9456;;30100008
9457;;30100009
9458;;30100011
9459;;30100013
9460;;30100016
9461;;30100017
9462;;30100020
9463;;30100022
9464;;30100025
9465;;30100025
9466;;30100025
9467;;30100025
9468;;30100025
9469;;30100025
9470;;30100025
9471;;30100025
9500;;4220000
9501;;4220001
9502;;4220002
9503;;4220004
9504;;4220005
9505;;4220006
9506;;4220008
9507;;4220009
9508;;4220011
9509;;4220013
9510;;4220316
9511;;4220317
9512;;4220320
9513;;4220322
9514;;4220625
9515;;4220625
9516;;4220625
9517;;4220625
9518;;4220625
9519;;4220625
9520;;4220625
9550;;9004
9552;;9000
9554;;9007
9555;;30000025
11000;;10004
11001;;10011
11005;;10056
11006;;10066
11010;;10107
11011;;10117
11015;;10154
11016;;10161
11020;;10216
11025;;10260
11026;;10272
11030;;10310
11031;;10322
11035;;10356
11036;;10366
11040;;10406
11041;;10416
11045;;10460
11046;;10468
11050;;10554
11051;;10568
11070;;10759
11075;;10817
11080;;10856
11085;;10906
11086;;10914
11090;;10966
11095;;11005
11096;;11012
11097;;11017
11100;;11054
11101;;11061
11105;;11104
11106;;11109
11110;;11153
11111;;11158
11112;;11163
11113;;11168
11115;;11217
11120;;11254
11121;;11259
11125;;11304
11126;;11309
11135;;11411
11140;;11463
11145;;11504
11146;;11509
11147;;11514
11148;;11522
11150;;11554
11155;;11616
11160;;11666
11165;;11703
11166;;11708
11167;;11713
11168;;11718
11170;;11753
11171;;11758
11172;;11763
11173;;11768
11175;;11803
11176;;11808
11177;;11813
11180;;11854
11181;;11859
11185;;11904
11186;;11909
11190;;11953
11191;;11958
11195;;12017
11205;;12106
11210;;12168
11220;;12253
11221;;12258
11222;;12263
11223;;12268
11225;;12303
11226;;12308
11227;;12313
11228;;12318
11230;;12379
11235;;12429
11240;;12469
11241;;12479
11245;;12529
11250;;12579
11255;;12629
11260;;12679
11265;;12729
11270;;12779
11305;;13103
11306;;13108
11307;;13113
11308;;13118
11310;;13153
11311;;13158
11312;;13163
11313;;13168
11315;;13203
11316;;13208
11317;;13213
11318;;13218
11320;;13253
11321;;13258
11322;;13263
11323;;13268
11325;;13303
11326;;13308
11327;;13313
11328;;13318
11330;;13353
11331;;13358
11332;;13363
11333;;13368
11335;;13403
11336;;13408
11337;;13413
11338;;13418
11340;;13466
11345;;13503
11346;;13508
11347;;13513
11348;;13518
11350;;13553
11351;;13558
11352;;13563
11353;;13568
11355;;13603
11356;;13608
11357;;13613
11358;;13618
11360;;13657
11365;;13703
11366;;13708
11367;;13713
11368;;13718
11370;;13753
11371;;13758
11372;;13763
11373;;13768
11375;;13803
11376;;13808
11377;;13813
11378;;13818
11380;;13854
11381;;13859
11385;;13903
11386;;13908
11387;;13913
11388;;13918
11390;;13954
11391;;13961
11392;;13966
11393;;13972
11395;;14004
11396;;14011
11397;;14016
11398;;14022
11400;;14053
11401;;14058
11402;;14063
11403;;14068
11410;;14111
11415;;14154
11416;;14161
11417;;14166
11418;;14172
11420;;14203
11421;;14208
11422;;14213
11423;;14218
11435;;14353
11436;;14358
11437;;14363
11438;;14368
11440;;14403
11441;;14408
11442;;14413
11443;;14418
11445;;14453
11446;;14458
11447;;14463
11448;;14468
11450;;14503
11451;;14508
11452;;14513
11453;;14518
12000;;12170010
12001;;32150010
12002;;32160010
12003;;11100010
12004;;12160010
12005;;23030010
12006;;20030010
12007;;30200010
12008;;3090010
12009;;17020010
12010;;18040010
12011;;21060010
12012;;3150010
12013;;15110010
12014;;3140010
12015;;3160010
12016;;1040010
12017;;1070010
12018;;2080010
12019;;2140010
12020;;3100010
12021;;3130010
12022;;3170010
12023;;2190010
12024;;16120010
12025;;4060010
12026;;6040010
12027;;8100010
12028;;9020010
12029;;11150010
12030;;15040010
12031;;23050010
12032;;4050010
12033;;4080010
12034;;17010010
12035;;11120010
12036;;1010010
12037;;1160010
12038;;4020010
12039;;23100010
12040;;3070010
12041;;8010010
12042;;4100010
12043;;9070010
12044;;12150010
12045;;20060010
12046;;11130010
12047;;13030010
12048;;3200010
12049;;16090010
12050;;17050010
12051;;19020010
12052;;2060010
12053;;2070010
12054;;2110010
12055;;2220010
12165;;18100010
12166;;18140010
12167;;3210010
12168;;8050010
12169;;42000010
12170;;4070010
12171;;6000010
12172;;7050010
12173;;7070010
12174;;7100010
12175;;8030010
12176;;8040010
12177;;9040010
12178;;9060010
12179;;10050010
12182;;11110010
12183;;12200010
12184;;13020010
12185;;14120010
12186;;14140010
12187;;16040010
12188;;17030010
12189;;19060010
12190;;21120010
12191;;21130010
12192;;23010010
12193;;23070010
12194;;23080010
12195;;24040010
12196;;32080010
12197;;32120010
12198;;3060010
12199;;33090010
20000;Human;41000000
20001;;41000000
20010;;41000000
20011;;41000000
20012;;41000000
20013;;41000000
20014;;41000000
20015;;41000000
23010;White Mask Varre;3010
23090;Patches;3091
23110;Edgar;3111
23120;Witch-Hunter Jerren;3121
23140;Knight Diallos;3141
23182;Shabriri;3182
23190;D, Hunter of the Dead;3191
23191;D, Hunter of the Dead;3191
23192;D, Hunter of the Dead;3193
23193;D, Hunter of the Dead;3193
23210;Kenneth Haight;3211
23260;Knight Bernahl;3261
23261;Recusant Bernahl;3261
23340;Nepheli Loux;14140003
23390;Ensha of the Royal Remains;3391
23481;Millicent;9920008
23482;Millicent;9920008
23510;Brother Corhyn;3511
