Row ID;Row Name;Lock Camera Param ID
44300200;Abnormal Stone Cluster;4430
44300250;Abnormal Stone Cluster;4430
44300300;Abnormal Stone Cluster;4430
44300310;Abnormal Stone Cluster;4430
44300340;Abnormal Stone Cluster;4430
44300350;Abnormal Stone Cluster;4430
44301000;Abnormal Stone Cluster;4430
44301010;Abnormal Stone Cluster;4430
44301033;Abnormal Stone Cluster;4430
44301040;Abnormal Stone Cluster;4430
44410000;Giant Fungal Pod;4441
44410020;Giant Fungal Pod;4441
44410050;Giant Fungal Pod;4441
44420000;Giant Fungal Pod;4441
44420040;Giant Fungal Pod;4441
44600000;Flamethrower Tank;4460
44600020;Flamethrower Tank;4460
44600032;Flamethrower Tank;4460
44600036;Flamethrower Tank;4460
44600040;Flamethrower Tank;4460
44600840;Flamethrower Tank;4460
44601000;Flamethrower Tank;4460
44601032;Flamethrower Tank;4460
44601040;Flamethrower Tank;4460
44601840;Flamethrower Tank;4460
44607000;Flamethrower Tank;4460
44607020;Flamethrower Tank;4460
44607032;Flamethrower Tank;4460
44607040;Flamethrower Tank;4460
44607100;Flamethrower Tank;4460
44607120;Flamethrower Tank;4460
44607132;Flamethrower Tank;4460
44607200;Flamethrower Tank;4460
44607220;Flamethrower Tank;4460
44607800;Flamethrower Tank;4460
44607840;Flamethrower Tank;4460
44608000;Flamethrower Tank;4460
44608032;Flamethrower Tank;4460
44608040;Flamethrower Tank;4460
44608600;Flamethrower Tank;4460
44608640;Flamethrower Tank;4460
44608700;Flamethrower Tank;4460
44608740;Flamethrower Tank;4460
44608800;Flamethrower Tank;4460
44608840;Flamethrower Tank;4460
44700000;Abductor Virgin (Scythe);4470
44700020;Abductor Virgin (Scythe);4470
44700024;Abductor Virgin (Scythe);4470
44700032;Abductor Virgin (Scythe);4470
44700034;Abductor Virgin (Scythe);4470
44700038;Abductor Virgin (Scythe);4470
44700040;Abductor Virgin (Scythe);4470
44700938;Abductor Virgin (Scythe) [Boss] - Mt. Gelmir (Volcano Manor);4470
44701000;Abductor Virgin (Wheel);4470
44701021;Abductor Virgin (Wheel);4470
44701024;Abductor Virgin (Wheel);4470
44701032;Abductor Virgin (Wheel);4470
44701033;Abductor Virgin (Wheel);4470
44701034;Abductor Virgin (Wheel);4470
44701038;Abductor Virgin (Wheel);4470
44701100;Abductor Virgin (Wheel);4470
44701132;Abductor Virgin (Wheel);4470
44701938;Abductor Virgin (Wheel) [Boss] - Mt. Gelmir (Volcano Manor);4470
44702000;Abductor Virgin;4470
44702041;Abductor Virgin;4470
44900000;Living Pot - Large;4490
44900011;Living Pot - Large;4490
44900014;Living Pot - Large;4490
44900020;Living Pot - Large;4490
44900021;Living Pot - Large;4490
44900024;Living Pot - Large;4490
44900032;Living Pot - Large;4490
44900033;Living Pot - Large;4490
44900034;Living Pot - Large;4490
44900035;Living Pot - Large;4490
44900038;Living Pot - Large;4490
44900050;Living Pot - Large;4490
44900100;Living Pot - Large;4490
44900124;Living Pot - Large;4490
44900200;Living Pot - Large;4490
44900320;Living Pot - Large;4490
44907000;Living Pot - Large;4490
44907014;Living Pot - Large;4490
44907021;Living Pot - Large;4490
44907033;Living Pot - Large;4490
44907035;Living Pot - Large;4490
44907038;Living Pot - Large;4490
44907050;Living Pot - Large;4490
44907100;Living Pot - Large;4490
44907121;Living Pot - Large;4490
44907133;Living Pot - Large;4490
44907150;Living Pot - Large;4490
44907200;Living Pot - Large;4490
44907221;Living Pot - Large;4490
44907233;Living Pot - Large;4490
44907250;Living Pot - Large;4490
44907300;Living Pot - Large;4490
44907333;Living Pot - Large;4490
44907350;Living Pot - Large;4490
44907400;Living Pot - Large;4490
44907450;Living Pot - Large;4490
44908100;Living Pot - Large;4490
44908124;Living Pot - Large;4490
44908300;Living Pot - Large;4490
44908320;Living Pot - Large;4490
44908400;Living Pot - Large;4490
44908420;Living Pot - Large;4490
44909000;Living Pot - Large;4490
44909040;Living Pot - Large;4490
44909100;Living Pot - Large;4490
44909132;Living Pot - Large;4490
44909200;Living Pot - Large;4490
44909310;Living Pot - Large;4490
44909410;Living Pot - Large;4490
44909540;Living Pot - Large;4490
44909620;Living Pot - Large;4490
44909640;Living Pot - Large;4490
44909732;Living Pot - Large;4490
44909850;Living Pot - Large;4490
44909972;Living Pot - Large;4490
45000000;Dragon;4500
45000010;Flying Dragon Agheel [Boss] - Limgrave;4500
45000042;Flying Dragon Greyll [Boss] - Caelid (Dragonbarrow);4500
45000072;Dragon;4500
45001000;Dragon;4500
45001072;Dragon;4500
45008000;Dragon;4500
45008024;Dragon;4500
45010000;Dragon;4500
45010040;Decaying Ekzykes [Boss] - Caelid;4500
45020000;Dragon;4500
45020022;Dragon;4500
45020920;Glintstone Dragon Smarag [Boss] - Liurnia;4500
45021000;Dragon;4500
45021920;Glintstone Dragon Adula [Boss] - Liurnia (Ranni's Rise);4500
45021922;Glintstone Dragon Adula [Boss] - Liurnia (Moonlight Altar);4500
45030000;Dragon;4500
45030050;Borealis the Freezing Fog [Boss] - Mountaintops of the Giants;4500
45040000;Lesser Elder Dragon;4504
45040042;Lesser Elder Dragon;4504
45050000;Elder Dragon Greyoll;4505
45050042;Elder Dragon Greyoll;4505
45100000;Ancient Dragon;4510
45100072;Ancient Dragon;4510
45100172;Ancient Dragon;4510
45100272;Ancient Dragon;4510
45100572;Ancient Dragon;4510
45101000;Ancient Dragon;4510
45101100;Ancient Dragon;4510
45101200;Ancient Dragon;4510
45101272;Ancient Dragon;4510
45102000;Ancient Dragon;4510
45102030;Ancient Dragon Lansseax [Boss] - Altus Plateau;4510
45102100;Ancient Dragon;4510
45102200;Ancient Dragon;4510
45102272;Ancient Dragon;4510
45110000;Lichdragon Fortissax;4510
45200000;Dragonlord Placidusax;4520
45200072;Dragonlord Placidusax [Boss] - Crumbling Farum Azula;4520
45200100;Dragonlord Placidusax;4522
45500000;Monstrous Dog;4550
45500040;Monstrous Dog;4550
45500042;Monstrous Dog;4550
45501000;Monstrous Dog;4550
45501040;Monstrous Dog;4550
45502000;Monstrous Dog;4550
45502040;Monstrous Dog;4550
45502042;Monstrous Dog;4550
45503000;Monstrous Dog;4550
45503040;Monstrous Dog;4550
45504000;Monstrous Dog;4550
45504040;Monstrous Dog;4550
45505000;Monstrous Dog;4550
45505050;Monstrous Dog;4550
45506000;Monstrous Dog;4550
45506050;Monstrous Dog;4550
45506200;Monstrous Dog;4550
45506400;Monstrous Dog;4550
45506450;Monstrous Dog;4550
45506600;Monstrous Dog;4550
45506650;Monstrous Dog;4550
45508000;Monstrous Dog;4550
45508100;Monstrous Dog;4550
45600000;Monstrous Crow;4560
45600040;Monstrous Crow;4560
45600042;Monstrous Crow;4560
45601000;Monstrous Crow;4560
45601050;Monstrous Crow;4560
45601850;Monstrous Crow;4560
45609000;Monstrous Crow;4560
45610000;Monstrous Rotten Crow;4560
45610068;Monstrous Rotten Crow;4560
45700000;Lesser Wormface;4570
45700030;Lesser Wormface;4570
45701000;Lesser Wormface;4570
45701072;Lesser Wormface;4570
45702000;Lesser Wormface;4570
45702030;Lesser Wormface;4570
45800000;Wormface;4580
45800030;Wormface [Boss] - Altus Plateau;4580
45801000;Wormface;4580
45801072;Wormface;4580
45802000;Wormface;4580
45802132;Wormface;4580
46000000;Troll Knight;4600
46000010;Troll Knight;4600
46000012;Troll Knight;4600
46000014;Troll Knight;4600
46000020;Troll Knight;4600
46000032;Troll Knight;4600
46000033;Troll Knight;4600
46000040;Troll Knight;4600
46000050;Troll Knight;4600
46000065;Troll Knight;4600
46000100;Troll Knight;4600
46000150;Troll Knight;4600
46001000;Troll Knight;4600
46001010;Troll Knight;4600
46001020;Troll Knight;4600
46001030;Troll Knight;4600
46001032;Troll Knight;4600
46001099;Troll Knight;4600
46001120;Troll Knight;4600
46001130;Troll Knight;4600
46003000;Troll Knight;4600
46003041;Troll Knight;4600
46003140;Troll Knight;4600
46004000;Troll Knight;4600
46004032;Troll Knight;4600
46004100;Troll Knight;4600
46004152;Troll Knight;4600
46008000;Troll Knight;4600
46008024;Troll Knight;4600
46010000;Armored Troll Knight;4600
46010020;Armored Troll Knight;4600
46010021;Armored Troll Knight;4600
46010100;Armored Troll Knight;4600
46010120;Armored Troll Knight;4600
46010200;Armored Troll Knight;4600
46010220;Armored Troll Knight;4600
46010920;Bols, Carian Knight [Boss] - Liurnia;4600
46018000;Armored Troll Knight;4600
46018021;Armored Troll Knight;4600
46020000;Troll Knight;4600
46020050;Troll Knight;4600
46021000;Troll Knight;4600
46021052;Troll Knight;4600
46022000;Troll Knight;4600
46030000;Stonedigger Troll;4600
46030910;Stonedigger Troll [Boss] - Limgrave (Limgrave Tunnels);4600
46030930;Stonedigger Troll [Boss] - Altus Plateau (Old Altus Tunnels);4600
46040000;Troll Knight (Confessor);4600
46040020;Troll Knight (Confessor);4600
46040120;Troll Knight (Confessor);4600
46040220;Troll Knight (Confessor);4600
46200000;Astel, Naturalborn of the Void;4620
46200062;Astel, Naturalborn of the Void [Boss] - Lake of Rot;4620
46200952;Astel, Stars of Darkness [Boss] - Consecrated Snowfield (Yelough Anix Tunnel);4620
46201000;Astel, Naturalborn of the Void;4620
46202000;Astel, Naturalborn of the Void;4620
46202030;Astel, Naturalborn of the Void;4620
46202060;Astel, Naturalborn of the Void;4620
46202062;Astel, Naturalborn of the Void;4620
46209000;Astel, Naturalborn of the Void;4620
46209100;Astel, Naturalborn of the Void;4620
46209152;Astel, Naturalborn of the Void;4620
46209200;Astel, Naturalborn of the Void;4620
46209300;Astel, Naturalborn of the Void;4620
46300000;Runebear;5240
46300010;Runebear;5240
46300020;Runebear;5240
46300030;Runebear;5240
46300032;Runebear;5240
46300033;Runebear;5240
46300042;Runebear;5240
46300052;Runebear;5240
46300066;Runebear;5240
46300072;Runebear;5240
46300100;Runebear;5240
46300152;Runebear;5240
46300200;Runebear;5240
46300240;Runebear;5240
46300310;Runebear;5240
46300342;Runebear;5240
46300410;Runebear;5240
46300652;Runebear;5240
46300700;Runebear;5240
46300766;Runebear;5240
46300912;Runebear [Boss] - Weeping Penisula (Earthbore Cave);5240
46400000;Ulcerated Tree Spirit;4640
46400007;Ulcerated Tree Spirit [Boss] - Limgrave;4640
46400014;Ulcerated Tree Spirit;4640
46400032;Ulcerated Tree Spirit [Boss] - Mt. Gelmir;4640
46400033;Ulcerated Tree Spirit;4640
46400034;Ulcerated Tree Spirit;4640
46400070;Ulcerated Tree Spirit;4640
46400100;Ulcerated Tree Spirit;4640
46400156;Ulcerated Tree Spirit;4640
46400162;Ulcerated Tree Spirit;4640
46400942;Putrid Tree Spirit [Boss] - Caelid (War-Dead Catacombs);4640
46400950;Ulcerated Tree Spirit [Boss] - Mountaintops of the Giants;4640
46500000;Dragonkin Soldier;4650
46500100;Dragonkin Soldier;4650
46500200;Dragonkin Soldier;4650
46500262;Dragonkin Soldier [Boss] - Lake of Rot;4650
46500265;Dragonkin Soldier [Boss] - Siofra River;4650
46500300;Dragonkin Soldier;4650
46500352;Dragonkin Soldier;4650
46500900;Dragonkin Soldier;4650
46600000;Golem;4660
46600010;Golem;4660
46600030;Golem;4660
46600034;Golem;4660
46600070;Golem;4660
46600100;Golem;4660
46600120;Golem;4660
46600133;Golem;4660
46600150;Golem;4660
46600170;Golem;4660
46600910;Guardian Golem [Boss] - Limgrave (Highroad Cave;4660
46601000;Golem;4660
46601010;Golem;4660
46601030;Golem;4660
46601034;Golem;4660
46601040;Golem;4660
46601042;Golem;4660
46601100;Golem;4660
46601120;Golem;4660
46601140;Golem;4660
46602000;Golem;4660
46602050;Golem;4660
46602100;Golem;4660
46603000;Golem;4660
46603100;Golem;4660
46604000;Golem;4660
46604100;Golem;4660
46604142;Golem;4660
46605000;Golem;4660
46605040;Golem;4660
46605100;Golem;4660
46605140;Golem;4660
46606000;Golem;4660
46606010;Golem;4660
46606020;Golem;4660
46607000;Golem;4660
46607012;Golem;4660
46607033;Golem;4660
46608000;Golem;4660
46609000;Golem;4660
46609050;Golem;4660
46700000;Ancestor Spirit;4670
46700065;Ancestor Spirit [Boss] - Nokron;4670
46700100;Ancestor Spirit;4670
46700200;Ancestor Spirit;4670
46700300;Ancestor Spirit;4670
46700400;Ancestor Spirit;4670
46700964;Ancestor Spirit [Boss] - Siofra River (Hallowed Grounds);4670
46705000;Ancestor Spirit;4670
46800000;Fallingstar Beast;4680
46800032;Full-Grown Fallingstar Beast [Boss] - Mt. Gelmir;4680
46801000;Fallingstar Beast;4680
46801930;Fallingstar Beast [Boss] - Altus Plateau;4680
46801940;Fallingstar Beast [Boss] - Caelid (Sellia Crystal Tunnel);4680
46900000;Grafted Scion;4690
46900007;Grafted Scion;4690
46900008;Grafted Scion [Boss] - Chapel of Anticipation;4690
46900014;Grafted Scion;4690
46900020;Grafted Scion;4690
46900032;Grafted Scion;4690
46900034;Grafted Scion;4690
47200000;Godfrey, First Elden Lord;4720
47200070;Godfrey, First Elden Lord [Tier 17];4720
47200100;Godfrey, First Elden Lord;4720
47200134;Godfrey, First Elden Lord [Boss] - Leyndell;4720
47210000;Hoarah Loux;4721
47300000;Starscourge Radahn;4730
47300040;Starscourge Radahn [Boss] - Caelid;4730
47500000;Godrick the Grafted;4750
47500014;Godrick the Grafted [Boss] - Stormveil Castle;4750
47500030;Godefroy the Grafted [Boss] - Altus Plateau;4750
47501000;Godrick the Grafted;4750
47600000;Fire Giant;4760
47600050;Fire Giant [Tier 15];4760
47600900;Fire Giant;4760
47601000;Fire Giant;4761
47601050;Fire Giant [Boss] - Mountaintops of the Giants;4761
47601900;Fire Giant;4761
47700000;Valiant Gargoyle - Greatsword;4770
47700033;Valiant Gargoyle - Greatsword [Tier 10];4770
47700034;Valiant Gargoyle - Greatsword [Tier 11];4770
47700070;Valiant Gargoyle - Greatsword [Tier 16];4770
47700100;Valiant Gargoyle - Greatsword;4770
47700165;Valiant Gargoyle - Greatsword [Boss] - Nokron (Siofra Aqueduct);4770
47700200;Valiant Gargoyle - Greatsword;4770
47700250;Black Blade Kindred - Greatsword [Boss] - Forbidden Lands;4770
47701000;Valiant Gargoyle - Twinblade;4770
47701034;Valiant Gargoyle - Twinblade [Tier 11];4770
47701100;Valiant Gargoyle - Twinblade;4770
47701165;Valiant Gargoyle - Twinblade [Boss] - Nokron (Siofra Aqueduct);4770
47701200;Valiant Gargoyle - Twinblade;4770
47701242;Black Blade Kindred - Twinblade [Boss] - Caelid (Bestial Sanctum);4770
47702000;Valiant Gargoyle;4775
47702034;Valiant Gargoyle [Tier 11];4775
47702066;Valiant Gargoyle [Tier 12];4775
47709900;Valiant Gargoyle;4770
47709910;Valiant Gargoyle;4770
48000000;Mohg, Lord of Blood;4800
48000068;Mohg, Lord of Blood [Boss] - Mohgwyn Palace;4800
48001000;Mohg, The Omen;4800
48001935;Mohg, The Omen [Boss] - Leyndell Sewers;4800
48008000;Mohg, The Omen;4800
48009000;Mohg, The Omen;4800
48100000;Erdtree Avatar;4810
48100012;Erdtree Avatar [Boss] - Limgrave;4810
48100020;Erdtree Avatar [Boss] - Liurnia (Mausoleum Compound);4810
48100034;Erdtree Avatar [Tier 11];4810
48100040;Erdtree Avatar [Tier 10];4810
48100066;Erdtree Avatar [Tier 11];4810
48100100;Erdtree Avatar;4810
48100150;Erdtree Avatar [Boss] - Mountaintops of the Giants;4810
48100920;Erdtree Avatar [Boss] - Liurnia (Revenger's Shack);4810
48109990;Erdtree Avatar;4810
48109991;Erdtree Avatar;4810
48109992;Erdtree Avatar;4810
48110000;Putrid Avatar;4810
48110040;Putrid Avatar [Boss] - Caelid (Smouldering Church);4810
48110042;Putrid Avatar [Boss] - Caelid (Dragonbarrow Fork);4810
48110052;Putrid Avatar [Boss] - Consecrated Snowfield (Ordina, Liturgical Town);4810
48110054;Putrid Avatar [Tier 19];4810
48110056;Putrid Avatar [Tier 20];4810
48200000;Omenkiller;4820
48200100;Omenkiller;4820
48200130;Omenkiller;4820
48200134;Omenkiller;4820
48200138;Omenkiller;4820
48200820;Omenkiller;4820
48200920;Omenkiller [Boss] - Liurnia (Village of the Albinaurics);4820
48200930;Omenkiller [Boss] - Altus Plateau (Perfumer's Grotto);4820
48208000;Omenkiller;4820
48208030;Omenkiller;4820
48208034;Omenkiller;4820
48208038;Omenkiller;4820
48208100;Omenkiller;4820
48208138;Omenkiller;4820
49100000;Magma Wyrm;4910
49100026;Magma Wyrm Makar [Boss] - Liurnia (Ruin-Strewn Precipice);4910
49100032;Magma Wyrm [Boss] - Mt. Gelmir;4910
49100038;Magma Wyrm;4910
49100100;Magma Wyrm;4910
49100940;Magma Wyrm [Boss] - Caelid (Gael Tunnel);4910
49110000;Great Wyrm Theodorix;4910
49110052;Great Wyrm Theodorix [Boss] - Mountaintops of the Giants (Albinauric Rise);4910
49500000;Tibia Mariner;4950
49500010;Tibia Mariner [Boss] - Limgrave (Summonwater Village);4950
49500020;Tibia Mariner [Boss] - Liurnia;4950
49500032;Tibia Mariner [Boss] - Altus Plateau;4950
49500050;Tibia Mariner;4950
49600000;Giant Skeleton Torso;4960
49600032;Giant Skeleton Torso;4960
49600050;Giant Skeleton Torso;4960
49600100;Giant Skeleton Torso;4960
49600168;Giant Skeleton Torso;4960
49800000;Death Rite Bird;4980
49800010;Death Rite Bird [Boss] - Limgrave (Warmaster's Shack);4980
49800012;Death Rite Bird [Boss] - Weeping Penisula;4980
49800020;Death Rite Bird [Boss] - Liurnia;4980
49800032;Death Rite Bird;4980
49800033;Death Rite Bird [Boss] - Altus Plateau;4980
49801000;Death Rite Bird;4980
49801020;Death Rite Bird [Boss] - Liurnia;4980
49801040;Death Rite Bird [Boss] - Caelid;4980
49801050;Death Rite Bird [Boss] - Mountaintops of the Giants;4980
49801052;Death Rite Bird [Boss] - Consecrated Snowfield (Apostate Derelict);4980
60310000;Bear;6031
60310010;Bear;6031
60310012;Bear;6031
60310020;Bear;6031
60310022;Bear;6031
60310030;Bear;6031
60310032;Bear;6031
60310033;Bear;6031
60310042;Bear;6031
60310052;Bear;6031
71000000;Ancient Hero of Zamor;7100
71000012;Ancient Hero of Zamor [Boss] - Limgrave;7100
71000030;Ancient Hero of Zamor [Boss] - Altus Plateau;7100
71000050;Ancient Hero of Zamor;7100
71000100;Ancient Hero of Zamor;7100
71000150;Ancient Hero of Zamor;7100
71000950;Ancient Hero of Zamor [Boss] - Mountaintops of the Giants;7100
89010000;Beast Clergyman / Maliketh, the Black Blade;2110
137040000;[Spirit Summon] Battlemage Hugues;3704
138100000;[Spirit Summon] Kindred of Rot;3810
140800000;[Spirit Summon] Giant Rat;4080
143210000;[Spirit Summon] Vulgar Militia;4320
148200000;[Spirit Summon] Omenkiller;4820
