Row ID;Row Name;Item ID 1
13000770;;10166
13000780;;0
13000790;;8959
13000800;;2911
13000810;;10166
13000820;;10167
13000830;;4050
13000840;;0
13000850;;10106
13000860;;20855
13000870;;10200
13000880;;10107
13000890;;230000
13000900;;10140
13000910;;8962
13000920;;60000
13000921;;60100
13000922;;60200
13000923;;60300
13000930;;0
13000940;;32000000
13000950;;3060
13000980;;10010
13000990;;10010
13002091;;10140
13002093;;10140
13002095;;260000
13002096;;260100
13002097;;260200
13002098;;260300
13000005;;10168
13000015;;1480
13000025;;10909
13000035;;10909
14000000;;1420
14000020;;190
14000030;;2901
14000040;;10162
14000070;;2050
14000090;;10103
14000120;;1150
14000150;;225000
14000160;;1190
14000190;;1420
14000200;;2903
14000220;;20760
14000250;;2903
14000280;;2902
14000290;;226000
14000300;;10104
14000320;;6040
14000330;;1740
14000350;;2903
14000360;;8850
14000370;;10103
14000380;;8000
14000390;;150
14000410;;15410
14000420;;8000
14000430;;20812
14000440;;2901
14000450;;2903
14000460;;20750
14000470;;2903
14000480;;10104
14000490;;2901
14000500;;8973
14000510;;2902
14000520;;1740
14000530;;2903
14000540;;150
14000560;;2906
14000600;;2903
14000620;;1740
14000630;;8186
14000660;;52050000
14000670;;10103
14000710;;2903
14000720;;10102
14000740;;1420
14000750;;2902
14000760;;10163
14000770;;4500
14000780;;9500
14000840;;33230000
14000850;;980000
14000851;;980100
14000852;;980200
14000853;;980300
14000860;;10162
14000870;;10070
14000880;;4021
14000890;;3000
14000900;;9501
14000910;;1902000
14000920;;4130
14000930;;8174
14000940;;3070
14000950;;9342
14000960;;8121
14000970;;43060000
14000980;;31190000
14000990;;10010
14000005;;830000
14000015;;831000
14000025;;832000
14000035;;833000
15000000;;8000
15000010;;20753
15000020;;2909
15000030;;8000
15000040;;1400
15000050;;20801
15000060;;940
15000070;;2909
15000080;;820000
15000090;;1140
15000100;;10107
15000110;;2205
15000120;;3310
15000130;;52190000
15000140;;2913
15000150;;2912
15000160;;10070
15000170;;214000
15000180;;2900
15000190;;2900
15000200;;2909
15000210;;1490
15000220;;4052
15000230;;10107
15000240;;2912
15000250;;15341
15000260;;1400
15000270;;10140
15000280;;10167
15000290;;2911
15000300;;20801
15000310;;10105
15000320;;10200
15000330;;2909
15000340;;2911
15000350;;1022
15000360;;10105
15000370;;20753
15000380;;10106
15000390;;2917
15000400;;10107
15000410;;2900
15000420;;2900
15000430;;2900
15000440;;2900
15000450;;10200
15000460;;10140
15000470;;2900
15000480;;2900
15000490;;2900
15000500;;1430
15000510;;2911
15000520;;10107
15000530;;2200000
15000540;;53010000
15000550;;10106
15000560;;6701
15000570;;1310
15000580;;223000
15000590;;10168
15000600;;2913
15000610;;10168
15000620;;10200
15000630;;2909
15000640;;10106
15000650;;15040
15000660;;3310
15000670;;50240000
15000680;;10107
15000690;;255000
15000700;;2910
15000710;;20691
15000720;;20753
15000730;;10107
15000740;;2919
15000750;;8193
15000760;;10200
15000770;;1100
15000780;;15030
15000790;;20801
15000800;;1221
15000810;;2911
15000820;;1820000
15000830;;10105
15000840;;8193
15000850;;2900
15000860;;2260000
15000870;;2918
15000880;;1490
15000890;;10909
15000900;;2909
15000910;;8965
15000920;;20800
15000930;;4003
15000940;;20801
15000950;;20691
15000960;;2918
15000970;;2913
15000980;;1020100
15000981;;1020200
15000982;;1020300
15000990;;2190
15001200;;10010
15001210;;2900
15001250;;2900
15001260;;2900
15001270;;2919
15001280;;23140000
15001290;;2900
16000000;;10105
16000010;;216000
16000020;;60100
16000030;;15050
16000040;;1160
16000050;;2908
16000060;;2904
16000070;;8000
16000080;;150
16000090;;9312
16000100;;10166
16000110;;9510
16000120;;10105
16000130;;34070000
16000140;;1500
16000150;;2905
16000160;;50010000
16000170;;2908
16000190;;53020000
16000200;;2908
16000210;;10165
16000220;;1160
16000230;;15420
16000240;;10103
16000250;;10105
16000270;;20802
16000280;;10106
16000290;;10164
16000310;;20802
16000320;;2908
16000330;;2909
16000350;;10105
16000360;;2908
16000380;;10104
16000390;;20802
16000400;;2911
16000410;;150
16000420;;15030
16000430;;33190000
16000431;;1060000
16000440;;1500
16000450;;9313
16000480;;1910000
16000490;;8000
16000500;;190
16000510;;810000
16000520;;229000
16000530;;10165
16000540;;1001
16000550;;10105
16000560;;10103
16000610;;30150000
16000620;;2090
16000690;;17030000
16000700;;8193
16000710;;8129
16000720;;112
16000730;;1101100
16000940;;23100000
16000950;;7520
16001000;;2900
16001010;;2900
16002000;;10060
18000000;;1720
18000010;;8000
18000020;;2904
18000030;;1480
18000040;;1410
18000050;;1040
18000060;;10900
18000070;;4040
18000080;;100
18000081;;103
18000900;;42030000
18000901;;51000000
30000010;;15100
30000020;;2901
30000030;;9343
30000040;;2201
30010010;;20775
30010020;;2204
30020000;;20775
30020010;;20802
30020020;;240000
30020030;;2200
30030000;;20775
30030010;;251000
30030020;;15100
30030030;;190
30030040;;23010000
30040000;;20775
30050000;;14120000
30050010;;190
30050030;;2090
30050040;;1150
30060000;;20775
30060010;;1300000
30060020;;2902
30060030;;220000
30060040;;190
30060050;;15040
30060060;;15341
30060070;;19000000
30060080;;2203
30070000;;9400
30070010;;2904
30070020;;1420
30070600;;2010
30070900;;2900
30080010;;5000
30080020;;252000
30080030;;4001
30080040;;20775
30080050;;2206
30080060;;15100
30090000;;2090
30090010;;11130000
30090020;;2905
30090030;;20802
30090040;;8000
30090050;;1760000
30090051;;1760100
30090052;;1760200
30090053;;1760300
30090060;;20775
30090070;;15030
30100010;;1430
30100020;;1750
30100030;;2906
30100040;;4070
30100050;;2070000
30100060;;15110
30100070;;8000
30100080;;242000
30100100;;70200
30100101;;270000
30100102;;270100
30100103;;270200
30100104;;270300
30110000;;2090
30110010;;20723
30110020;;9000000
30120000;;1430
30120010;;210000
30120020;;190
30120030;;2202
30120900;;2900
30130010;;9386
30130020;;2906
30130030;;10104
30130040;;20775
30130100;;9500
30130110;;9500
30130120;;9500
30130130;;9500
30130140;;9501
30130150;;9501
30140000;;1084000
30140010;;20654
30140020;;20753
30140030;;20801
30140040;;2903
30140900;;2900
30150000;;245000
30160000;;2905
30160010;;1420
30160020;;253000
30160030;;1190
30160040;;4721
30170000;;12170000
30170010;;6060
30170020;;3000600
30170030;;34020000
30170040;;1470
30170050;;2910
30170060;;2900
30180000;;2909
30180010;;930
30180020;;20800
30180030;;20775
30180040;;9501
30180070;;227000
30180900;;2090
30190000;;2911
30190010;;950
30190020;;20775
30190030;;15100
30190040;;1085000
30190900;;2900
30200000;;3310
30200010;;20753
30200020;;2914
30200030;;15040
30200040;;20775
30200050;;1470
30200060;;4012
30200900;;1100
30200910;;2090
31000000;;20760
31000010;;160100
31000011;;160300
31010000;;2900
31010010;;2030
31010020;;1730
31010030;;20802
31010040;;20651
31010100;;1100
31020000;;2901
31020010;;150
31020020;;1720
31020030;;20691
31020040;;9388
31020050;;1310
31030000;;2900
31030010;;2030
31030020;;9500
31040000;;2902
31040010;;2903
31040020;;50020000
31040030;;2904
31040040;;2030
31040050;;1460
31040060;;430000
31040061;;430100
31040062;;430300
31050000;;15341
31050010;;1700
31050020;;2904
31050030;;2100
31050040;;10103
31050050;;10101
31050060;;15020
31050070;;20691
31050100;;2060
31060000;;3030
31060010;;8000
31060100;;190
31060110;;33040000
31070000;;1460
31070010;;15020
31070020;;940
31070030;;1130000
31070031;;1130100
31070032;;1130200
31070033;;1130300
31070040;;1720
31070050;;2905
31070060;;2906
31070070;;1110
31090000;;2905
31090010;;15000
31090020;;20691
31090030;;15020
31090040;;30200000
31180000;;9510
31180020;;15410
31180030;;15410
31180040;;20691
31180050;;2904
31180060;;15150
31180070;;3310
31180080;;2904
31190000;;950
31190010;;10070
31190030;;31250000
31190040;;1190
31190050;;1400000
31190060;;20800
31190080;;8000
31190090;;1480
31190100;;22030000
31190110;;51020000
31190120;;930100
31190130;;930000
31190200;;2904
31190210;;2904
31100000;;3310
31100010;;2911
31100050;;1210
31100110;;2907
31100120;;15030
31110000;;2902
31110010;;10070
31110020;;2904
31110030;;930
31110040;;10163
31110080;;940
31110090;;1740
31110100;;2904
31110110;;2030
31110200;;16020000
31110220;;208000
31110300;;10100
31120000;;2906
31120010;;1470
31120020;;2915
31120030;;190
31120040;;20653
31120050;;20800
31120060;;920
31120070;;1740
31120080;;920
31120090;;1470
31120100;;1470
31120110;;2909
31120120;;50240000
31150010;;15140
31150020;;20802
31170010;;2900
31170020;;20691
31170030;;10100
31170040;;10101
31170050;;2903
31170060;;1400
31170070;;150
31170080;;7030000
31200000;;1480
31200010;;22010000
31200020;;41040000
31200030;;1400
31210000;;2901
31210030;;2901
31210040;;15040
31210070;;2901
31210080;;2903
31210090;;8000
31210100;;1100000
31210110;;2903
31210120;;15090
31210140;;2904
31210150;;2020
31210160;;2903
31210190;;2030
31210200;;10164
31210210;;30040000
31210350;;2220000
31210400;;190
31220000;;872100
31220001;;872200
31220002;;872300
31220010;;2905
31220020;;2911
31220030;;1470
31220040;;2909
31220050;;2914
31220060;;190
31220070;;1320
31220080;;20691
32000000;;2901
32000010;;2903
32000020;;3051
32000030;;910
32000060;;2100
32000070;;20691
32000900;;1210
32010000;;10100
32010010;;2903
32010020;;3051
32010030;;2900
32010040;;3050
32020000;;10161
32020010;;10162
32020020;;2902
32020030;;10102
32020040;;10162
32020060;;10100
32020070;;4100
32020900;;1050000
32040000;;2905
32040010;;910
32040020;;10163
32040030;;1831
32040040;;4031
32040050;;23130000
32050000;;1740
32050010;;20691
32050020;;2906
32050030;;1031
32050040;;3050
32050900;;3050
32050910;;190
32070000;;10161
32070010;;2904
32070020;;16110000
32070030;;1200
32070060;;3051
32070070;;2050
32080000;;1490
32080020;;2904
32080030;;3050
32080050;;190
32080060;;3030
32080070;;10163
32080100;;2903
32080110;;1480
32080120;;3040
32080900;;3060
32080901;;3070
32080910;;4110
32110000;;1470
32110020;;2909
32110030;;10140
32110040;;190
32110060;;1831
32110080;;2918
34100000;;3310
34100010;;2100
34100070;;15430
34100080;;1190
34100090;;2901
34100100;;4030
34100110;;1900000
34100500;;191
34110010;;2902
34110060;;2903
34110080;;5010
34110100;;911000
34110110;;1180
34110120;;20812
34110200;;33210000
34110400;;530000
34110401;;530100
34110402;;530200
34110403;;530300
34110500;;8191
34110501;;1080
34110700;;4370
34110710;;4480
34120010;;2904
34120020;;2904
34120030;;0
34120040;;15341
34120050;;1200
34120060;;8000
34120070;;190
34120080;;2900
34120090;;150
34120100;;15040
34120110;;2050
34120120;;3051
34120130;;10105
34120140;;0
34120150;;1410
34120160;;2908
34120500;;194
34120900;;8952
34130000;;8000
34130010;;190
34130020;;2911
34130050;;192
34130900;;4070000
34140000;;1320
34140010;;964100
34140020;;4021
34140700;;193
34140710;;195
34140720;;10165
34140800;;2908
34140810;;1160000
34150000;;196
35000000;;1720
35000010;;10000
35000020;;2900
35000030;;1002
35000040;;2910
35000050;;963200
35000051;;964000
35000060;;20740
35000070;;8714
35000080;;940
35000090;;150
35000100;;2900
35000110;;2910
35000120;;190
35000130;;10070
35000150;;10000
35000160;;8000
35000170;;50080000
35000180;;20654
35000190;;10106
35000200;;1160
35000210;;10167
35000220;;10106
35000240;;2050
35000250;;15400
35000260;;1400
35000270;;205000
35000280;;940
35000300;;10000
35000310;;2150
35000320;;1340
35000330;;10000
35000340;;20820
35000350;;1840
35000370;;1470
35000380;;50020000
35000390;;1400
35000400;;10165
35000410;;10106
35000420;;6520
35000430;;2909
35000450;;10166
35000460;;10106
35000470;;10000
35000480;;10106
35000500;;2908
35000510;;2910
35000530;;3310
35000540;;10107
35000550;;20740
35000560;;2907
35000570;;10106
35000580;;2900
35000590;;2910
35000600;;10104
35000610;;9501
35000630;;10105
35000650;;2050
35000660;;2910
35000670;;15341
35000680;;7300
35000700;;1041
35000710;;250000
35000711;;250100
35000712;;250300
35000720;;32130000
35000730;;3310
35000740;;1840
35000750;;10100
35000770;;2000400
35000780;;190
35000800;;9441
35000900;;10915
35000910;;20775
35000920;;20760
35000930;;20753
35000940;;4060
35000950;;4041
35000960;;190
35000970;;10165
35000980;;10166
39200000;;2900
39200010;;10104
39200020;;190
39200030;;10162
39200040;;7110000
39200050;;10103
39200060;;2903
39200070;;2904
39200080;;190
39200090;;2100
39200100;;2904
39200110;;2904
39200120;;10070
39200130;;10102
39200140;;10102
39200150;;10102
39200160;;1410
39200170;;10020
39200200;;10100
39200500;;140000
39200501;;140100
39200502;;140200
39200503;;140300
99010000;;2900
9990000;;404
9990010;;404
9990100;;8552
9990110;;8553
9990120;;9500
9990130;;9510
9990140;;15040
9990141;;15040
9990142;;15040
9990143;;15040
9990150;;15070
9990151;;15070
9990152;;15070
9990153;;15070
9990160;;15120
9990161;;15120
9990162;;15120
9990163;;15120
9990170;;15190
9990171;;15190
9990172;;15190
9990173;;15190
9990180;;15200
9990181;;15200
9990182;;15200
9990183;;15200
9990190;;15210
9990191;;15210
9990192;;15210
9990193;;15210
9990200;;15220
9990201;;15220
9990202;;15220
9990203;;15220
9990210;;15240
9990211;;15240
9990212;;15240
9990213;;15240
9990220;;15250
9990221;;15250
9990222;;15250
9990223;;15250
9990230;;15310
9990231;;15310
9990232;;15310
9990233;;15310
9990240;;15320
9990241;;15320
9990242;;15320
9990243;;15320
9990250;;15390
9990251;;15390
9990252;;15390
9990253;;15390
9990260;;11000
9990270;;11002
9990280;;11016
9990290;;11018
9990300;;11021
9990310;;250
9930000;;780000
9930001;;781000
9930002;;782000
9930003;;783000
9930004;;205000
9930010;;404
9931000;;2100
99010000;;401
99010010;;2900
900002000;;17000
900002010;;17000
900002020;;17000
900002030;;17000
900002040;;17000
900002050;;17000
900002060;;17000
900002070;;17000
900002080;;17000
900002100;;17000
900002110;;17000
900002120;;17000
900002130;;17000
900002200;;17000
900002210;;17000
900002220;;17000
900002300;;17000
900002310;;17000
900002500;;17000
900002510;;17000
900002600;;17000
900002610;;17000
900002620;;17000
900002630;;17000
900002640;;17000
900002650;;17000
900002660;;17000
900003000;;2900
1045370300;;11014
1045370301;;11001
1046380300;;250
1046380301;;11002
1046380100;;10020
1041330200;;10020
1043350100;;10020
1044330100;;10020
1041380100;;10010
1044320020;;10010
1046360100;;10010
1043370400;;10900
1042380400;;4080
1042380410;;8945
1040380000;;10100
1040390000;;9305
1041350000;;15110
1041350010;;10101
1041350020;;1210
1041360000;;15140
1041370000;;15160
1041370020;;1290
1041380010;;1420
1041380030;;10100
1041380040;;8000
1041380050;;250000
1041382000;;20723
1041390000;;15020
1042400000;;101
1042400001;;110
1042350010;;1200
1042350000;;15020
1042360010;;1190
1042360030;;2901
1042360040;;2900
1042360050;;10100
1042360060;;10100
1042370000;;1760
942370060;;13010000
942370070;;3030000
1042371010;;8590
1042371011;;50200
1042370010;;1730
1042371300;;2100
1042370100;;5050
1042380000;;15010
1042380010;;2900
1042380020;;50010000
1042380030;;2904
1042380040;;2900
1042380050;;2902
1042380070;;2901
1042380080;;2900
1042380090;;2901
1042380100;;2900
1042380110;;2900
1042380120;;2901
1042380140;;15020
1042380600;;10100
1042380601;;10101
1042382000;;20802
1042390000;;11021
1042390010;;17060000
1042390900;;31280000
1042390500;;80000
1042390501;;80100
1042390502;;80200
1042390503;;80300
1042390700;;2070
1043350000;;15130
1043350010;;2900
1043350030;;15120
1043360010;;8000
1043360020;;2901
1043360040;;15130
1043361010;;10000000
1043360070;;20691
1043370000;;10100
1043370010;;1400
1043370020;;20691
1042370200;;8600
1042370700;;1040000
1043380000;;9320
1043380010;;10100
1043380020;;2901
1043390010;;1210
1043390020;;10100
1043392000;;2902
1043390030;;15090
1043400000;;1450
1043400010;;2140
1044320000;;8601
1044340000;;8000
1044340010;;10100
1044340050;;1760
1044340080;;12000000
1044350000;;2901
1044350010;;8851
1044350020;;2900
1044350030;;15000
944350050;;6010
1044350040;;15130
1044350060;;2900
1044350070;;1290
1044350100;;8185
1044350900;;6020000
1044360000;;2030
1044360010;;2900
1044360020;;1110
1044360100;;20651
1044360030;;20802
1044360040;;10160
944360200;;15000000
1044360300;;2900
1044360310;;2900
1044360320;;2901
1044360330;;2900
1044360340;;2902
1044370010;;2900
1044372000;;1200
1044370020;;6070
1044380010;;10100
1044380040;;20650
1044380100;;2900
1045330400;;0
1045350000;;2900
1045350020;;2900
1045350030;;2903
1045350040;;2902
1045350050;;2901
1045350060;;2900
1045350070;;2901
1045350080;;2900
1045350090;;2900
1045370000;;2901
1045370010;;10101
1045370020;;8602
1045370030;;9380
1045371000;;2130
1045370050;;2900
1045370060;;15340
1045370070;;20830
1045370080;;1700
1045370090;;2904
1045380000;;1420
1045380010;;9420
1045380020;;2900
1045380030;;2900
1045380040;;2900
1045380050;;2901
1045380060;;2903
1045380070;;2903
1045380080;;2905
1045390000;;2903
1045390020;;20760
1045390140;;10100
1045390120;;1150
1045390040;;10101
1045390050;;2900
1045390060;;2900
1045390070;;2900
1045390080;;2900
1045390090;;2904
1045390100;;2901
1045390110;;2900
1046360000;;10100
1046360010;;20723
1046360020;;9302
1046360030;;20723
1046360500;;8105
1046360700;;20400
1046370000;;15160
1046380010;;900
1041320000;;2900
1041320010;;2900
1041320020;;2901
1041320030;;2900
1041320040;;2900
1041320050;;2902
1041330000;;2900
1041330010;;2904
1041330030;;15110
1041330100;;4600
1042320000;;15110
1042320020;;20760
1042320100;;40050000
1042330000;;31310000
1042330100;;1050
1042340000;;1440
1042350020;;15000
1042350030;;3350
1042340010;;15010
1042340100;;19060000
1042340020;;2901
1042340030;;30130000
1043320000;;20845
1043320010;;15000
1043330000;;2901
1043330010;;2901
1043340000;;20691
1043340100;;31170000
1043340020;;11024
1043340040;;20830
1043340050;;15400
1043340400;;33060000
1043340401;;4090
1044310010;;2903
1044310020;;20691
1044310030;;10161
1044320010;;10100
1044320030;;3310
1044320040;;31140000
1044320400;;14110000
1044320410;;30100
1044320411;;13000000
1044330000;;31260000
1044330020;;2020
1044340100;;44000000
1044340101;;53000000
1044340040;;2020
1044340060;;2900
1044340070;;2900
1045330000;;1290
1045330100;;10030
1045340000;;8000
1042331200;;2900
1043300000;;10160
1043300010;;50010000
1043310000;;1400
1043310010;;0
1043310020;;10101
1043310030;;0
1043310040;;0
1043310050;;0
1043310060;;0
1043310070;;0
1043310080;;2901
1043310090;;10101
1043310100;;0
1043310110;;2901
1043310120;;0
1043310130;;0
1043310140;;1100
1043310150;;0
1043310160;;0
1043310170;;8000
1043310180;;0
1043310190;;0
1043310200;;0
1043310210;;0
1043310220;;20685
1043310230;;0
1043310240;;10101
1043310250;;0
1043310260;;0
1043310270;;0
1043310280;;1700
1043310290;;0
1043310300;;0
1043310310;;0
1043310320;;150
1043310330;;24020000
1043310340;;0
1043310350;;10100
1043310360;;53000000
1043310370;;20000000
1043310400;;2900
1043310500;;10100
1043310900;;2120
1043310910;;3180000
1044330030;;15160
1044330040;;0
1044330050;;2901
1044330060;;0
1044330070;;2901
1044330080;;7310
1044330200;;10101
1044330210;;11050000
1046390000;;2900
1046390010;;2901
1046390020;;2902
1046400000;;20800
1046400010;;190
1046400020;;2902
1046400030;;9365
1046400040;;940
1046400050;;9387
1046400060;;1510
1046400700;;2030
1047370000;;2900
1047370010;;2904
1047370020;;2900
1047370030;;2901
1047370040;;20650
1047370050;;1290
1047370100;;8185
1047380020;;10163
1047380030;;15110
1047380040;;1490
1047380070;;190
1047380080;;3310
1047380100;;20802
1047380110;;20760
1047380120;;6050
1047380130;;53020000
1047380700;;10000
1047380900;;1060
1047380910;;9030000
1047380920;;21100000
1047390000;;10104
1047390040;;2908
1047390080;;15120
1047400000;;2904
1047400010;;9500
1047400020;;10103
1047400030;;10163
1047400040;;52060000
1047400070;;1500
1047400080;;20802
1047400900;;190
1047400910;;2190000
1047400920;;4000000
1048360000;;9403
1048370000;;15130
1048370020;;2902
1048370030;;2903
1048380000;;2903
1048380010;;9510
1048380011;;100000
1048380012;;100100
1048380013;;100200
1048380014;;100300
1048380020;;33250000
1048380500;;20753
1048380501;;2902
1048380502;;2904
1048380503;;2909
1048390000;;20753
1048390010;;10164
1048390040;;15110
1048390050;;8000
1048390900;;4710
1048400010;;2900
1048400020;;2905
1048400030;;2901
1048400040;;20753
1048400050;;15341
1048400060;;32170000
1048400900;;32160000
1048410800;;8948
1049360000;;20802
1049360010;;1750
1049370000;;11015
1049370010;;15030
1049370020;;10010
1049370050;;15030
1049370070;;2901
1049370100;;11900
1049370110;;3200000
1049370700;;10163
1049370701;;15030
1049370702;;15040
1049380000;;4650
1049380010;;10163
1049380020;;20801
1049380030;;10103
1049380040;;52030000
1049380060;;20753
1049380070;;190
1049380080;;2903
1049380110;;2904
1049380120;;10000
1049390000;;8000
1049390010;;20650
1049390020;;190
1049390030;;33280000
1049390040;;235000
1049390800;;2080000
1049390850;;221000
1049390900;;33240000
1049390910;;4011
1049400500;;8610
1049370500;;8609
1049400000;;2904
1049400010;;20855
1049400020;;15000
1049400040;;10104
1049410040;;20691
1049410070;;1480
1049410080;;190
1049410090;;10200
1049410100;;2913
1050390900;;4620
1050390910;;8186
1050360000;;20760
1050360900;;2150
1050380000;;2904
1050380010;;1560
1050380020;;10020
1050390000;;1460
1050390010;;20770
1050390020;;10106
1050390030;;10106
1050390040;;8000
1050390050;;10107
1050390060;;1290
1050390070;;1920000
1050390090;;15030
1050390100;;10010
1050400800;;10060
1051350000;;20802
1051360000;;2905
1051360010;;9326
1051360020;;10105
1051360030;;10102
1051360040;;10103
1051360050;;10102
1051360060;;10104
1051360070;;8971
1051360080;;10104
1051360090;;10103
1051360100;;10105
1051360110;;10164
1051360120;;9331
1051360130;;3050000
1051360700;;10163
1051360701;;15030
1051360702;;15040
1051360800;;10163
1051360801;;15030
1051360802;;15040
1051360910;;10105
1051380000;;51040000
1051380010;;51040000
1051380020;;51040000
1051390040;;2911
1051390050;;900
1051390060;;1051
1051390900;;8106
1051400040;;190
1051430000;;2100
1051430010;;1110000
1051430020;;10010
1051430030;;4000
1052410000;;2907
1052410010;;2905
1052410020;;2902
1052410030;;2900
1052410100;;80100
1052410900;;10030
1052430000;;1290
1035460100;;10010
1036440300;;10010
1039390000;;10020
1036490000;;10020
1037490100;;10020
1036420000;;11022
1035490000;;11023
1036450400;;5001
1036480400;;11600
1036480401;;18050000
1037420400;;2040
1037460400;;8946
1039430400;;20200
1038440100;;8864
1035420200;;1290
1039430100;;1290
1036500010;;2902
1036500020;;920
1036500030;;211000
1039400000;;8866
1038390000;;3310
1038400000;;20802
1038400010;;9341
1039410000;;2902
1039410010;;3030
1039410020;;10161
1039410030;;15430
1039410100;;1090
1039410200;;1240
1039410300;;2905
1039410310;;2905
1039420000;;20760
1039420010;;1740
1039420020;;2905
1039420030;;2902
1039420040;;15030
1039420050;;18020000
1037420000;;2902
1037420030;;10000
1037420100;;9501
1037420900;;3080
1037470000;;20654
1037470010;;20691
1037470020;;1160
1037470030;;30190000
1036410000;;8855
1036410010;;1140
1036410020;;190
1036440000;;20750
1036440010;;20691
1036440040;;10101
1036440050;;50060000
1036440060;;20812
1036440100;;9340
1036450020;;20842
1036450110;;8000
1035430010;;10160
1035430100;;8185
1035440000;;10102
1035440010;;2900
1035440020;;2903
1035440030;;2902
1035440040;;2901
1035440050;;2903
1035440060;;2901
1035440070;;2900
1035440080;;2904
1035440090;;2901
1035440100;;2902
1035440110;;10101
1035440120;;30100000
1035440200;;9306
1035450000;;2130
1035450030;;15160
1035460020;;8000
1035460700;;80200
1035470000;;2900
1034440000;;20751
1034440010;;10101
1034440900;;14080000
1037460000;;8162
1037460001;;8188
1037460010;;15430
1038420000;;10101
1038420010;;2903
1038420020;;33170000
1038420100;;9348
1035470010;;10101
1035470100;;10030
1039480000;;1740
1039480100;;4080
1039480101;;4120
1033400100;;4361
1033460000;;15160
1033460030;;1440
1033460040;;32120000
1033470020;;8186
1033470900;;15420
1033470910;;3030
1034500010;;2902
1034500020;;2903
1034500030;;2904
1034500040;;2900
1034500050;;2902
1034500060;;2902
1034500070;;2901
1034500080;;2902
1034500090;;170000
1034500100;;10030
1034500200;;8165
1034510900;;1010000
1034510901;;1010100
1034510902;;1010300
1034470000;;1700
1034471500;;2901
1034471010;;2900
1034471020;;2902
1034471030;;2902
1034471040;;2900
1034471050;;2904
1034471060;;2902
1034471070;;2901
1034471080;;2902
1034471090;;2902
1034471100;;2903
1034471110;;2901
1034471120;;2903
1034471300;;2905
1034471310;;2905
1034481300;;2905
1034481310;;2905
1034480000;;20751
1034480010;;20812
1034480100;;5050000
1038450000;;20802
1038450010;;6040
1038450020;;10103
1038480000;;9440
1038480020;;20740
1038480030;;8000
1038480040;;8716
1038480100;;6050
1038480120;;20740
1038480130;;3311
1038500000;;10104
1038500010;;1480
1037490000;;3030
1037490010;;190
1037490030;;902000
1037490031;;902100
1037490032;;902300
1037490200;;12060000
1037490300;;8126
1037490301;;17050000
1039430010;;2901
1039430020;;2905
1039430030;;2900
1039430040;;2902
1039430050;;2901
1039430060;;2902
1038430000;;15160
1038430010;;15000
1038430020;;1190
1038430100;;2905
1037410010;;53000000
1037430000;;2902
1037430010;;10102
1037440000;;2903
1037440010;;1420
1037450100;;10102
1036430000;;10101
1036430010;;880000
1036430011;;880100
1036430012;;880200
1036430013;;880300
1036430020;;20685
1036430030;;2020
1039440000;;10102
1039440010;;15110
1039440020;;20651
1039440030;;10102
1039440040;;15410
1039440100;;9500
1039440110;;9500
1039440120;;9500
1039440130;;9501
1039440140;;9501
1034460100;;10102
1034450010;;1480
1034450020;;1730
1034450100;;8109
1037420010;;10102
1037420040;;9322
1035420010;;10101
1035420030;;190
1035420040;;1130000
1035420100;;1290
1035420110;;1290
1035420120;;1290
1035420130;;1290
1035420140;;1290
1035420150;;1290
1035420160;;1290
1035420170;;1290
1035420180;;1290
1035420190;;1290
1035450100;;8198
1035490020;;10163
1035480010;;15040
1035480020;;1450
1035480030;;15020
1035480100;;2905
1036480000;;20795
1036480100;;2900
1037480000;;15120
1037480010;;2902
1037480020;;2902
1037480030;;2900
1037480040;;2906
1037480050;;2902
1037480060;;2901
1037480070;;2903
1037480080;;2902
1037480100;;2900
1033470000;;10162
1033470010;;10103
1033470030;;190
1033470200;;2180000
1038470010;;3311
1038470030;;8000
1038470100;;2900
1038440030;;10102
1038440040;;244000
1040400000;;17070000
1038410000;;9345
1038410010;;6070
1038410100;;1007
1033450100;;9070000
1036470000;;10162
1036470100;;2900
1034420020;;15420
1034420030;;10101
1034420050;;2150000
1034420060;;8185
1034430000;;1420
1034430100;;10030
1034430200;;2905
1034430300;;3030
1035500000;;190
1035500010;;2903
1035500020;;8000
1035500030;;15120
1035500040;;9346
1035500050;;10162
1035500060;;2902
1035500070;;1740
1035500080;;10103
1035500090;;21800
1035500100;;10162
1035500110;;1150
1035500120;;20751
1035500130;;10101
1035500140;;10103
1035500150;;20070000
1035500160;;10102
1035500170;;2903
1035500180;;15040
1035500190;;20812
1035500200;;30140000
1035500220;;1420
1035500230;;20751
1035500240;;20751
1035500250;;20751
1035500260;;20751
1035500270;;20751
1035500280;;20751
1035500300;;10010
1035500400;;9500
1035500900;;2140000
1037490020;;190
1038460000;;1310
1038460400;;2900
1038490000;;20845
1038490010;;10101
1038490030;;52040000
1038490040;;2902
1038490900;;7330
1033410000;;10106
1033410010;;10107
1033410020;;10106
1033410400;;10060
1033410410;;10060
1033440000;;1235
1033440010;;1235
1033440020;;1235
1033440030;;1235
1033440040;;1235
1034410000;;20855
1034420000;;2908
1034420010;;1420
1034420040;;190
1034420100;;10167
1034420400;;10060
1035410000;;2909
1035410010;;20812
1035410100;;1012
1035410110;;10107
1038410200;;8603
1037440210;;8604
1034480200;;8605
1035520010;;2901
1035520020;;2903
1035520030;;2901
1035520040;;2905
1035530000;;20802
1035530010;;2902
1035530020;;20760
1035530030;;20802
