Row ID,Row Name,Unk1,Effect ID - Right Hand,Unk2,Unk3,Base Price,Sell Value,Behavior ID,Replace Item ID,Sort ID,Unk4,Dialog Message ID,Unk5,Icon ID,Model ID,Shop Level,Comp Trophy Sed ID,Trophy Seq ID,Max Amount,Consume Hero Point,Over Dexterity,Goods Type,Reference Type,SpEffect Category,Goods Category,Goods Use Animation,Interaction Menu Type,Use Limit Category,Undetermined,Vow Type 0,Vow Type 1,Vow Type 2,Vow Type 3,Vow Type 4,Vow Type 5,Vow Type 6,Vow Type 7,Vow Type 8,Vow Type 9,Vow Type 10,Vow Type 11,Vow Type 12,Vow Type 13,Vow Type 14,Vow Type 15,Enable Host Player,Enable as Phantom,Enable as Friendly Phantom,Enable as Hostile Phantom,Enable in Multiplayer,Enable Online Only,Is Equippable,Is Usable,Is Auto Equipped,Is Guidance Item,Is Unique,Is Drop,Can be Deposited,Is Exclusive,Is Travel Item,Is Regenerative Item,Is Regenerative Item,Is Weapon Buff Item,Undetermined,Disable Dropping in Multiplayer,Disable Usage in Multiplayer Arena,Undetermined,Has Rapid Application,Is Throwable Item,Is Crimson Tear,Is Cerulean Tear,Undetermined,Undetermined,Undetermined,Unk1,Unk2,Unk3,Effect ID - Left Hand,Reinforce Param Weapon ID,Vagrant Item Lot ID,Vagrant (Enemy) Item Lot ID,Vagrant (Enemy) Item Lot ID,Use VFX 1,Use VFX 2,Use VFX 3,Is Not Great Rune/Physick Item,Undetermined,Can be used on Ladder,Is Activatable Item,Display Use Selected option,Affect Left-hand,Is Pureblood Knight's Medal,Undetermined,Regenerative Item Type,Item Display Type,Can be Dropped,Max Number Stored in Itembox,Undetermined,Undetermined,Undetermined,Undetermined,Unk10,Unk11,Unk12,Unk13,Unk14,Reinforcement Replacement ID,Reinforcement Material Set ID,Reinforcement Cost,Unk15,Unk16,Unk17,Unk18,Unk19,Unk20,Unk21,Unk22
1170,,1,3930,65,0,0,100,0,-1,1090,-1,-1,16711680,58,0,-1,-1,-1,5,0,50,0,2,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,False,True,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,-1,-1,-1,-1,-1,301290,301291,-1,True,False,True,True,False,False,False,False,0,2,True,999,20,1,0,0,30000000,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0
1180,,1,501180,65,0,0,100,0,-1,1100,-1,-1,16711680,59,0,-1,-1,-1,5,0,50,0,2,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,False,True,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,-1,-1,-1,-1,-1,301310,301311,-1,True,False,True,True,False,False,False,False,0,2,True,999,20,1,0,0,30000000,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0
1190,,1,3970,65,0,0,100,0,-1,1210,-1,-1,16711680,60,0,-1,-1,-1,10,0,50,0,2,0,0,26,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,False,True,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,-1,-1,-1,-1,-1,301250,301251,-1,True,False,True,True,False,False,False,False,0,2,True,999,20,1,0,1,30000000,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0
1200,,0,3971,65,0,0,200,0,-1,1220,-1,-1,16711680,62,0,-1,-1,-1,10,0,50,0,2,0,0,26,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,False,True,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,-1,-1,-1,-1,-1,301260,301261,-1,True,False,True,True,False,False,False,False,0,2,True,999,20,1,0,1,30000000,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0
1210,,0,3950,65,0,0,200,0,-1,1200,-1,-1,16711680,63,0,-1,-1,-1,10,0,50,0,2,0,0,26,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,False,True,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,-1,-1,-1,-1,-1,301270,301271,-1,True,False,True,True,False,False,False,False,0,2,True,999,20,1,0,1,30000000,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0
1220,,1,501220,65,0,0,200,0,-1,0,-1,-1,16711680,0,0,-1,-1,-1,10,0,50,0,2,0,0,26,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,False,True,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,-1,-1,-1,-1,-1,301330,301331,-1,True,False,True,True,False,False,False,False,0,2,True,999,255,1,0,1,30000000,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0
1235,,1,501235,65,0,0,100,0,-1,1250,-1,-1,16711680,564,0,-1,-1,-1,3,0,50,0,2,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,False,True,True,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,-1,-1,-1,-1,-1,-1,301340,-1,True,False,True,True,False,False,False,False,0,2,True,999,20,1,0,0,30000000,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0
1240,,1,-1,65,0,0,-1,0,-1,204030,-1,-1,16711680,3052,0,-1,-1,-1,99,0,50,1,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,-1,-1,-1,-1,-1,-1,-1,-1,True,False,False,False,False,False,False,False,0,0,False,999,50,1,0,2,-1,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0
1290,,1,501290,65,0,0,50,0,-1,530,-1,-1,16711680,3282,0,-1,-1,-1,10,0,50,0,2,0,0,65,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,False,True,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,-1,-1,-1,-1,-1,302220,302221,-1,True,False,True,True,False,False,False,False,0,2,True,999,10,1,0,2,30000000,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0
1310,,1,501310,65,0,0,100,0,-1,1150,-1,-1,16711680,568,0,-1,-1,-1,10,0,50,0,2,0,0,26,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,False,True,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,-1,-1,-1,-1,-1,301210,301211,-1,True,False,True,True,False,False,False,False,0,2,True,999,20,1,0,0,30000000,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0
1320,,1,501320,65,0,0,100,0,-1,1160,-1,-1,16711680,569,0,-1,-1,-1,10,0,50,0,2,0,0,26,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,False,True,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,-1,-1,-1,-1,-1,301220,301221,-1,True,False,True,True,False,False,False,False,0,2,True,999,20,1,0,0,30000000,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0
1330,,1,501330,65,0,0,100,0,-1,1170,-1,-1,16711680,570,0,-1,-1,-1,10,0,50,0,2,0,0,26,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,False,True,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,-1,-1,-1,-1,-1,301230,301231,-1,True,False,True,True,False,False,False,False,0,2,True,999,20,1,0,1,30000000,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0
1340,,1,501340,65,0,0,100,0,-1,1180,-1,-1,16711680,571,0,-1,-1,-1,10,0,50,0,2,0,0,26,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,False,True,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,-1,-1,-1,-1,-1,301240,301241,-1,True,False,True,True,False,False,False,False,0,2,True,999,20,1,0,1,30000000,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0
1350,,1,501350,65,0,0,200,0,-1,0,-1,-1,16711680,0,0,-1,-1,-1,10,0,50,0,2,0,0,26,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,False,True,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,-1,-1,-1,-1,-1,301330,301331,-1,True,False,True,True,False,False,False,False,0,2,True,999,255,1,0,1,30000000,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0
1400,,0,3160,23,0,0,100,0,-1,6000,-1,-1,16711680,64,0,-1,-1,-1,10,0,50,0,2,0,0,1,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,False,True,True,False,False,False,True,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3162,-1,-1,-1,-1,-1,303000,-1,True,False,False,True,False,False,False,False,0,2,True,600,70,1,0,0,30010000,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0
1410,,1,3165,24,0,0,100,0,-1,6020,-1,-1,16711680,65,0,-1,-1,-1,10,0,50,0,2,0,0,1,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,False,True,True,False,False,False,True,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3167,-1,-1,-1,-1,-1,303010,-1,True,False,False,True,False,False,False,False,0,2,True,600,70,1,0,0,30010000,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0
1420,,1,3170,26,0,0,100,0,-1,6010,-1,-1,16711680,66,0,-1,-1,-1,10,0,50,0,2,0,0,1,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,False,True,True,False,False,False,True,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3172,-1,-1,-1,-1,-1,303070,-1,True,False,False,True,False,False,False,False,0,2,True,600,70,1,0,0,30010000,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0
1430,,1,3185,26,0,0,100,0,-1,6030,-1,-1,16711680,605,0,-1,-1,-1,10,0,50,0,2,0,0,1,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,False,True,True,False,False,False,True,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3187,-1,-1,-1,-1,-1,303130,-1,True,False,False,True,False,False,False,False,0,2,True,600,70,1,0,0,30010000,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0
1440,,1,3190,26,0,0,100,0,-1,6060,-1,-1,16711680,68,0,-1,-1,-1,10,0,50,0,2,0,0,1,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,False,True,True,False,False,False,True,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3194,-1,-1,-1,-1,-1,303090,-1,True,False,False,True,False,False,False,False,0,2,True,600,70,1,0,0,30010000,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0
1450,,1,3150,26,0,0,200,0,-1,6080,-1,-1,16711680,69,0,-1,-1,-1,10,0,50,0,2,0,0,1,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,False,True,True,False,False,False,True,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3154,-1,-1,-1,-1,-1,303100,-1,True,False,False,True,False,False,False,False,0,2,True,600,70,1,0,1,30010000,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0
1460,,1,3175,26,0,0,100,0,-1,6040,-1,-1,16711680,70,0,-1,-1,-1,10,0,50,0,2,0,0,1,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,False,True,True,False,False,False,True,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3179,-1,-1,-1,-1,-1,303060,-1,True,False,False,True,False,False,False,False,0,2,True,600,70,1,0,0,30010000,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0
1470,,1,3140,26,0,0,100,0,-1,6070,-1,-1,16711680,71,0,-1,-1,-1,10,0,50,0,2,0,0,1,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,False,True,True,False,False,False,True,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3144,-1,-1,-1,-1,-1,303110,-1,True,False,False,True,False,False,False,False,0,2,True,600,70,1,0,0,30010000,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0
1480,,1,3260,26,0,0,200,0,-1,6090,-1,-1,16711680,621,0,-1,-1,-1,10,0,50,0,2,0,0,1,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,False,True,True,False,False,False,True,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3262,-1,-1,-1,-1,-1,303180,-1,True,False,False,True,False,False,False,False,0,2,True,600,70,1,0,1,30010000,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0
1490,,1,3310,26,0,0,200,0,-1,6050,-1,-1,16711680,612,0,-1,-1,-1,10,0,50,0,2,0,0,1,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,False,True,True,False,False,False,True,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3314,-1,-1,-1,-1,-1,303190,-1,True,False,False,True,False,False,False,False,0,2,True,600,70,1,0,1,30010000,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0
1500,,0,3161,23,0,0,100,0,-1,6110,-1,-1,16711680,72,0,-1,-1,-1,30,0,50,0,2,0,0,16,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,False,True,True,False,False,False,True,True,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,3163,-1,-1,-1,-1,-1,303000,-1,True,False,False,True,False,False,False,False,0,2,True,600,70,1,0,0,31000000,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0
1510,,1,3166,24,0,0,100,0,-1,6130,-1,-1,16711680,73,0,-1,-1,-1,30,0,50,0,2,0,0,16,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,False,True,True,False,False,False,True,True,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,3168,-1,-1,-1,-1,-1,303010,-1,True,False,False,True,False,False,False,False,0,2,True,600,70,1,0,0,31000000,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0
1520,,1,3171,24,0,0,100,0,-1,6120,-1,-1,16711680,74,0,-1,-1,-1,30,0,50,0,2,0,0,16,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,False,True,True,False,False,False,True,True,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,3173,-1,-1,-1,-1,-1,303070,-1,True,False,False,True,False,False,False,False,0,2,True,600,70,1,0,0,31000000,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0
1530,,1,3186,24,0,0,100,0,-1,6140,-1,-1,16711680,614,0,-1,-1,-1,30,0,50,0,2,0,0,16,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,False,True,True,False,False,False,True,True,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,3188,-1,-1,-1,-1,-1,303130,-1,True,False,False,True,False,False,False,False,0,2,True,600,70,1,0,0,31000000,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0
1540,,1,3192,24,0,0,100,0,-1,6170,-1,-1,16711680,76,0,-1,-1,-1,30,0,50,0,2,0,0,16,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,False,True,True,False,False,False,True,True,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,3196,-1,-1,-1,-1,-1,303090,-1,True,False,False,True,False,False,False,False,0,2,True,600,70,1,0,0,31000000,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0
1550,,1,3152,24,0,0,200,0,-1,6180,-1,-1,16711680,77,0,-1,-1,-1,30,0,50,0,2,0,0,16,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,False,True,True,False,False,False,True,True,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,3156,-1,-1,-1,-1,-1,303100,-1,True,False,False,True,False,False,False,False,0,2,True,600,70,1,0,1,31000000,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0
1560,,1,3177,23,0,0,100,0,-1,6150,-1,-1,16711680,78,0,-1,-1,-1,30,0,50,0,2,0,0,16,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,False,True,True,False,False,False,True,True,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,3181,-1,-1,-1,-1,-1,303060,-1,True,False,False,True,False,False,False,False,0,2,True,600,70,1,0,0,31000000,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0
1570,,1,3142,24,0,0,100,0,-1,999999,-1,-1,16711680,79,0,-1,-1,-1,30,0,50,0,2,0,0,16,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,False,True,True,False,False,False,True,True,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,3146,-1,-1,-1,-1,-1,303110,-1,True,False,False,True,False,False,False,False,0,2,True,600,255,1,0,0,31000000,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0
1590,,1,3312,24,0,0,200,0,-1,6160,-1,-1,16711680,613,0,-1,-1,-1,30,0,50,0,2,0,0,16,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,False,True,True,False,False,False,True,True,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,3316,-1,-1,-1,-1,-1,303190,-1,True,False,False,True,False,False,False,False,0,2,True,600,70,1,0,1,31000000,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0
1690,,1,501690,23,0,0,100,0,-1,6100,-1,-1,16711680,590,0,-1,-1,-1,10,0,50,0,2,0,0,50,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,False,True,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,501691,-1,-1,-1,-1,-1,303070,-1,True,False,False,True,False,True,False,False,0,2,True,600,70,1,0,0,-1,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0
1700,,0,10170000,17,0,0,10,0,-1,4030,-1,-1,16711680,80,0,-1,-1,-1,40,0,50,0,1,5,0,17,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,False,True,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,-1,170000,-1,-1,-1,300000,-1,-1,True,False,False,True,False,False,False,False,0,2,True,600,50,0,0,0,10000001,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0
1710,,0,10171000,17,0,0,10,0,-1,4000,-1,-1,16711680,82,0,-1,-1,-1,40,0,50,0,1,5,0,17,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,False,True,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,-1,171000,-1,-1,-1,300070,-1,-1,True,False,False,True,False,False,False,False,0,2,True,600,50,0,0,0,10000001,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0
1720,,1,10172000,18,0,0,10,0,-1,4010,-1,-1,16711680,83,0,-1,-1,-1,40,0,50,0,1,5,0,17,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,False,True,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,-1,172000,-1,-1,-1,300620,-1,-1,True,False,False,True,False,False,False,False,0,2,True,600,50,0,0,0,10000001,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0
1730,,1,10173000,17,0,0,10,0,-1,4040,-1,-1,16711680,84,0,-1,-1,-1,30,0,50,0,1,5,0,2,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,False,True,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,-1,173000,-1,-1,-1,300080,-1,-1,True,False,False,True,False,False,False,False,0,2,True,600,50,0,0,0,10000001,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0
1740,,1,10174000,17,0,0,20,0,-1,4020,-1,-1,16711680,85,0,-1,-1,-1,40,0,50,0,1,5,0,17,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,False,True,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,-1,174000,-1,-1,-1,300060,-1,-1,True,False,False,True,False,False,False,False,0,2,True,600,50,0,0,0,10000001,1,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0
1750,,1,10175000,17,0,0,20,0,-1,4050,-1,-1,16711680,622,0,-1,-1,-1,40,0,50,0,1,5,0,17,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,False,True,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,-1,175000,-1,-1,-1,300090,-1,-1,True,False,False,True,False,False,False,False,0,2,True,600,50,0,0,0,10000001,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0
1760,,0,10176000,-1,0,0,10,0,-1,4060,-1,-1,16711680,523,0,-1,-1,-1,999,0,50,0,1,5,0,3,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,False,True,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,-1,176000,-1,-1,-1,302140,-1,-1,True,False,False,True,False,False,False,False,0,2,True,999,50,0,0,0,10000002,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0
1830,,1,10183000,17,0,0,50,0,-1,4090,-1,-1,16711680,702,0,-1,-1,-1,20,0,50,0,1,5,0,3,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,False,True,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,-1,183000,-1,-1,-1,300600,-1,-1,True,False,False,True,False,False,False,False,0,2,True,600,50,0,0,0,10000002,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0
1831,,1,10183100,17,0,0,50,0,-1,4100,-1,-1,16711680,703,0,-1,-1,-1,20,0,50,0,1,5,0,3,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,False,True,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,-1,183100,-1,-1,-1,300650,-1,-1,True,False,False,True,False,False,False,False,0,2,True,600,50,0,0,0,10000002,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0
1840,,1,10184000,17,0,0,50,0,-1,4070,-1,-1,16711680,704,0,-1,-1,-1,20,0,50,0,1,5,0,3,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,False,True,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,-1,184000,-1,-1,-1,300610,-1,-1,True,False,False,True,False,False,False,False,0,2,True,600,50,0,0,0,10000002,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0
1841,,1,10184100,17,0,0,50,0,-1,4080,-1,-1,16711680,705,0,-1,-1,-1,20,0,50,0,1,5,0,3,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,False,True,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,-1,184100,-1,-1,-1,300660,-1,-1,True,False,False,True,False,False,False,False,0,2,True,600,50,0,0,0,10000002,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0
2020,,0,130,-1,0,0,10,0,-1,7030,-1,-1,16711680,90,0,-1,-1,-1,99,0,50,0,1,5,0,7,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,False,True,True,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,-1,-1,-1,-1,-1,302020,-1,-1,True,False,False,True,False,False,False,False,0,2,True,600,80,1,0,0,-1,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0
2030,,0,10203000,-1,0,0,10,0,-1,7040,-1,-1,16711680,91,0,-1,-1,-1,99,0,50,0,1,5,0,7,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,False,True,True,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,-1,-1,-1,-1,-1,302030,-1,-1,True,False,False,True,False,False,False,False,0,2,True,600,80,1,0,0,-1,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0
2040,,0,3240,41,0,0,-1,0,-1,7100,-1,-1,16711680,92,0,-1,-1,-1,1,0,50,0,2,0,0,4,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,-1,-1,-1,-1,-1,302050,-1,-1,True,False,False,True,False,False,False,False,0,0,False,600,80,1,0,2,-1,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0
2050,,1,10205000,-1,0,0,10,0,-1,7070,-1,-1,16711680,572,0,-1,-1,-1,99,0,50,0,1,5,0,7,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,False,True,True,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,-1,-1,-1,-1,-1,302710,-1,-1,True,False,False,True,False,False,False,False,0,2,True,600,80,1,0,0,-1,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0
2070,,1,3245,41,0,0,-1,0,-1,7090,-1,-1,16711680,93,0,-1,-1,-1,1,0,50,0,2,0,0,27,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,3246,-1,-1,-1,-1,302050,-1,-1,True,False,False,True,False,False,False,False,0,0,False,600,80,1,0,2,-1,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0
