Row ID;Row Name;Material ID 1;Material ID 2;Material ID 3;Material ID 4;Material ID 5;Material ID 6;Unk1;Unk2;Unk3;Unk4;Unk5;Material Amount 1;Material Amount 2;Material Amount 3;Material Amount 4;Material Amount 5;Material Amount 6;Unk4;Unk5;Unk6;Unk7;Unk8;Unk9
818;;10105;-1;-1;-1;-1;-1;False;False;False;False;False;6;-1;-1;-1;-1;-1;4;15;15;15;15;0
819;;10106;-1;-1;-1;-1;-1;False;False;False;False;False;2;-1;-1;-1;-1;-1;4;15;15;15;15;0
820;;10106;-1;-1;-1;-1;-1;False;False;False;False;False;4;-1;-1;-1;-1;-1;4;15;15;15;15;0
821;;10106;-1;-1;-1;-1;-1;False;False;False;False;False;6;-1;-1;-1;-1;-1;4;15;15;15;15;0
822;;10107;-1;-1;-1;-1;-1;False;False;False;False;False;2;-1;-1;-1;-1;-1;4;15;15;15;15;0
823;;10107;-1;-1;-1;-1;-1;False;False;False;False;False;4;-1;-1;-1;-1;-1;4;15;15;15;15;0
824;;10107;-1;-1;-1;-1;-1;False;False;False;False;False;6;-1;-1;-1;-1;-1;4;15;15;15;15;0
825;;10140;-1;-1;-1;-1;-1;False;False;False;False;False;1;-1;-1;-1;-1;-1;4;15;15;15;15;0
900;;1180;-1;-1;-1;-1;-1;False;False;False;False;False;1;-1;-1;-1;-1;-1;4;15;15;15;15;0
901;;10100;-1;-1;-1;-1;-1;False;False;False;False;False;2;-1;-1;-1;-1;-1;4;15;15;15;15;0
902;;10100;-1;-1;-1;-1;-1;False;False;False;False;False;4;-1;-1;-1;-1;-1;4;15;15;15;15;0
903;;10100;-1;-1;-1;-1;-1;False;False;False;False;False;6;-1;-1;-1;-1;-1;4;15;15;15;15;0
904;;10101;-1;-1;-1;-1;-1;False;False;False;False;False;2;-1;-1;-1;-1;-1;4;15;15;15;15;0
905;;10101;-1;-1;-1;-1;-1;False;False;False;False;False;4;-1;-1;-1;-1;-1;4;15;15;15;15;0
906;;10101;-1;-1;-1;-1;-1;False;False;False;False;False;6;-1;-1;-1;-1;-1;4;15;15;15;15;0
907;;10102;-1;-1;-1;-1;-1;False;False;False;False;False;2;-1;-1;-1;-1;-1;4;15;15;15;15;0
908;;10102;-1;-1;-1;-1;-1;False;False;False;False;False;4;-1;-1;-1;-1;-1;4;15;15;15;15;0
909;;10102;-1;-1;-1;-1;-1;False;False;False;False;False;6;-1;-1;-1;-1;-1;4;15;15;15;15;0
910;;10103;-1;-1;-1;-1;-1;False;False;False;False;False;2;-1;-1;-1;-1;-1;4;15;15;15;15;0
911;;10103;-1;-1;-1;-1;-1;False;False;False;False;False;4;-1;-1;-1;-1;-1;4;15;15;15;15;0
912;;10103;-1;-1;-1;-1;-1;False;False;False;False;False;6;-1;-1;-1;-1;-1;4;15;15;15;15;0
913;;10104;-1;-1;-1;-1;-1;False;False;False;False;False;2;-1;-1;-1;-1;-1;4;15;15;15;15;0
914;;10104;-1;-1;-1;-1;-1;False;False;False;False;False;4;-1;-1;-1;-1;-1;4;15;15;15;15;0
915;;10104;-1;-1;-1;-1;-1;False;False;False;False;False;6;-1;-1;-1;-1;-1;4;15;15;15;15;0
916;;10105;-1;-1;-1;-1;-1;False;False;False;False;False;2;-1;-1;-1;-1;-1;4;15;15;15;15;0
917;;10105;-1;-1;-1;-1;-1;False;False;False;False;False;4;-1;-1;-1;-1;-1;4;15;15;15;15;0
918;;10105;-1;-1;-1;-1;-1;False;False;False;False;False;6;-1;-1;-1;-1;-1;4;15;15;15;15;0
919;;10106;-1;-1;-1;-1;-1;False;False;False;False;False;2;-1;-1;-1;-1;-1;4;15;15;15;15;0
920;;10106;-1;-1;-1;-1;-1;False;False;False;False;False;4;-1;-1;-1;-1;-1;4;15;15;15;15;0
921;;10106;-1;-1;-1;-1;-1;False;False;False;False;False;6;-1;-1;-1;-1;-1;4;15;15;15;15;0
922;;10107;-1;-1;-1;-1;-1;False;False;False;False;False;2;-1;-1;-1;-1;-1;4;15;15;15;15;0
923;;10107;-1;-1;-1;-1;-1;False;False;False;False;False;4;-1;-1;-1;-1;-1;4;15;15;15;15;0
924;;10107;-1;-1;-1;-1;-1;False;False;False;False;False;6;-1;-1;-1;-1;-1;4;15;15;15;15;0
925;;10140;-1;-1;-1;-1;-1;False;False;False;False;False;1;-1;-1;-1;-1;-1;4;15;15;15;15;0
1000;;1190;-1;-1;-1;-1;-1;False;False;False;False;False;1;-1;-1;-1;-1;-1;4;15;15;15;15;0
1001;;10100;-1;-1;-1;-1;-1;False;False;False;False;False;2;-1;-1;-1;-1;-1;4;15;15;15;15;0
1002;;10100;-1;-1;-1;-1;-1;False;False;False;False;False;4;-1;-1;-1;-1;-1;4;15;15;15;15;0
1003;;10100;-1;-1;-1;-1;-1;False;False;False;False;False;6;-1;-1;-1;-1;-1;4;15;15;15;15;0
1004;;10101;-1;-1;-1;-1;-1;False;False;False;False;False;2;-1;-1;-1;-1;-1;4;15;15;15;15;0
1005;;10101;-1;-1;-1;-1;-1;False;False;False;False;False;4;-1;-1;-1;-1;-1;4;15;15;15;15;0
1006;;10101;-1;-1;-1;-1;-1;False;False;False;False;False;6;-1;-1;-1;-1;-1;4;15;15;15;15;0
1007;;10102;-1;-1;-1;-1;-1;False;False;False;False;False;2;-1;-1;-1;-1;-1;4;15;15;15;15;0
1008;;10102;-1;-1;-1;-1;-1;False;False;False;False;False;4;-1;-1;-1;-1;-1;4;15;15;15;15;0
1009;;10102;-1;-1;-1;-1;-1;False;False;False;False;False;6;-1;-1;-1;-1;-1;4;15;15;15;15;0
1010;;10103;-1;-1;-1;-1;-1;False;False;False;False;False;2;-1;-1;-1;-1;-1;4;15;15;15;15;0
1011;;10103;-1;-1;-1;-1;-1;False;False;False;False;False;4;-1;-1;-1;-1;-1;4;15;15;15;15;0
1012;;10103;-1;-1;-1;-1;-1;False;False;False;False;False;6;-1;-1;-1;-1;-1;4;15;15;15;15;0
1013;;10104;-1;-1;-1;-1;-1;False;False;False;False;False;2;-1;-1;-1;-1;-1;4;15;15;15;15;0
1014;;10104;-1;-1;-1;-1;-1;False;False;False;False;False;4;-1;-1;-1;-1;-1;4;15;15;15;15;0
1015;;10104;-1;-1;-1;-1;-1;False;False;False;False;False;6;-1;-1;-1;-1;-1;4;15;15;15;15;0
1016;;10105;-1;-1;-1;-1;-1;False;False;False;False;False;2;-1;-1;-1;-1;-1;4;15;15;15;15;0
1017;;10105;-1;-1;-1;-1;-1;False;False;False;False;False;4;-1;-1;-1;-1;-1;4;15;15;15;15;0
1018;;10105;-1;-1;-1;-1;-1;False;False;False;False;False;6;-1;-1;-1;-1;-1;4;15;15;15;15;0
1019;;10106;-1;-1;-1;-1;-1;False;False;False;False;False;2;-1;-1;-1;-1;-1;4;15;15;15;15;0
1020;;10106;-1;-1;-1;-1;-1;False;False;False;False;False;4;-1;-1;-1;-1;-1;4;15;15;15;15;0
1021;;10106;-1;-1;-1;-1;-1;False;False;False;False;False;6;-1;-1;-1;-1;-1;4;15;15;15;15;0
1022;;10107;-1;-1;-1;-1;-1;False;False;False;False;False;2;-1;-1;-1;-1;-1;4;15;15;15;15;0
1023;;10107;-1;-1;-1;-1;-1;False;False;False;False;False;4;-1;-1;-1;-1;-1;4;15;15;15;15;0
1024;;10107;-1;-1;-1;-1;-1;False;False;False;False;False;6;-1;-1;-1;-1;-1;4;15;15;15;15;0
1025;;10140;-1;-1;-1;-1;-1;False;False;False;False;False;1;-1;-1;-1;-1;-1;4;15;15;15;15;0
1100;;1200;-1;-1;-1;-1;-1;False;False;False;False;False;1;-1;-1;-1;-1;-1;4;15;15;15;15;0
1101;;10100;-1;-1;-1;-1;-1;False;False;False;False;False;2;-1;-1;-1;-1;-1;4;15;15;15;15;0
1102;;10100;-1;-1;-1;-1;-1;False;False;False;False;False;4;-1;-1;-1;-1;-1;4;15;15;15;15;0
1103;;10100;-1;-1;-1;-1;-1;False;False;False;False;False;6;-1;-1;-1;-1;-1;4;15;15;15;15;0
1104;;10101;-1;-1;-1;-1;-1;False;False;False;False;False;2;-1;-1;-1;-1;-1;4;15;15;15;15;0
1105;;10101;-1;-1;-1;-1;-1;False;False;False;False;False;4;-1;-1;-1;-1;-1;4;15;15;15;15;0
1106;;10101;-1;-1;-1;-1;-1;False;False;False;False;False;6;-1;-1;-1;-1;-1;4;15;15;15;15;0
1107;;10102;-1;-1;-1;-1;-1;False;False;False;False;False;2;-1;-1;-1;-1;-1;4;15;15;15;15;0
1108;;10102;-1;-1;-1;-1;-1;False;False;False;False;False;4;-1;-1;-1;-1;-1;4;15;15;15;15;0
1109;;10102;-1;-1;-1;-1;-1;False;False;False;False;False;6;-1;-1;-1;-1;-1;4;15;15;15;15;0
1110;;10140;-1;-1;-1;-1;-1;False;False;False;False;False;1;-1;-1;-1;-1;-1;4;15;15;15;15;0
1200;;1210;-1;-1;-1;-1;-1;False;False;False;False;False;1;-1;-1;-1;-1;-1;4;15;15;15;15;0
1201;;10100;-1;-1;-1;-1;-1;False;False;False;False;False;2;-1;-1;-1;-1;-1;4;15;15;15;15;0
1202;;10100;-1;-1;-1;-1;-1;False;False;False;False;False;4;-1;-1;-1;-1;-1;4;15;15;15;15;0
1203;;10100;-1;-1;-1;-1;-1;False;False;False;False;False;6;-1;-1;-1;-1;-1;4;15;15;15;15;0
1204;;10101;-1;-1;-1;-1;-1;False;False;False;False;False;2;-1;-1;-1;-1;-1;4;15;15;15;15;0
1205;;10101;-1;-1;-1;-1;-1;False;False;False;False;False;4;-1;-1;-1;-1;-1;4;15;15;15;15;0
1206;;10101;-1;-1;-1;-1;-1;False;False;False;False;False;6;-1;-1;-1;-1;-1;4;15;15;15;15;0
1207;;10102;-1;-1;-1;-1;-1;False;False;False;False;False;2;-1;-1;-1;-1;-1;4;15;15;15;15;0
1208;;10102;-1;-1;-1;-1;-1;False;False;False;False;False;4;-1;-1;-1;-1;-1;4;15;15;15;15;0
1209;;10102;-1;-1;-1;-1;-1;False;False;False;False;False;6;-1;-1;-1;-1;-1;4;15;15;15;15;0
1210;;10140;-1;-1;-1;-1;-1;False;False;False;False;False;1;-1;-1;-1;-1;-1;4;15;15;15;15;0
1300;;1220;-1;-1;-1;-1;-1;False;False;False;False;False;1;-1;-1;-1;-1;-1;4;15;15;15;15;0
1301;;10100;-1;-1;-1;-1;-1;False;False;False;False;False;2;-1;-1;-1;-1;-1;4;15;15;15;15;0
1302;;10100;-1;-1;-1;-1;-1;False;False;False;False;False;4;-1;-1;-1;-1;-1;4;15;15;15;15;0
1303;;10100;-1;-1;-1;-1;-1;False;False;False;False;False;6;-1;-1;-1;-1;-1;4;15;15;15;15;0
1304;;10101;-1;-1;-1;-1;-1;False;False;False;False;False;2;-1;-1;-1;-1;-1;4;15;15;15;15;0
1305;;10101;-1;-1;-1;-1;-1;False;False;False;False;False;4;-1;-1;-1;-1;-1;4;15;15;15;15;0
1306;;10101;-1;-1;-1;-1;-1;False;False;False;False;False;6;-1;-1;-1;-1;-1;4;15;15;15;15;0
1307;;10102;-1;-1;-1;-1;-1;False;False;False;False;False;2;-1;-1;-1;-1;-1;4;15;15;15;15;0
1308;;10102;-1;-1;-1;-1;-1;False;False;False;False;False;4;-1;-1;-1;-1;-1;4;15;15;15;15;0
1309;;10102;-1;-1;-1;-1;-1;False;False;False;False;False;6;-1;-1;-1;-1;-1;4;15;15;15;15;0
1310;;10140;-1;-1;-1;-1;-1;False;False;False;False;False;1;-1;-1;-1;-1;-1;4;15;15;15;15;0
1400;;1230;-1;-1;-1;-1;-1;False;False;False;False;False;1;-1;-1;-1;-1;-1;4;15;15;15;15;0
1401;;10100;-1;-1;-1;-1;-1;False;False;False;False;False;2;-1;-1;-1;-1;-1;4;15;15;15;15;0
1402;;10100;-1;-1;-1;-1;-1;False;False;False;False;False;4;-1;-1;-1;-1;-1;4;15;15;15;15;0
1403;;10100;-1;-1;-1;-1;-1;False;False;False;False;False;6;-1;-1;-1;-1;-1;4;15;15;15;15;0
1404;;10101;-1;-1;-1;-1;-1;False;False;False;False;False;2;-1;-1;-1;-1;-1;4;15;15;15;15;0
1405;;10101;-1;-1;-1;-1;-1;False;False;False;False;False;4;-1;-1;-1;-1;-1;4;15;15;15;15;0
1406;;10101;-1;-1;-1;-1;-1;False;False;False;False;False;6;-1;-1;-1;-1;-1;4;15;15;15;15;0
1407;;10102;-1;-1;-1;-1;-1;False;False;False;False;False;2;-1;-1;-1;-1;-1;4;15;15;15;15;0
1408;;10102;-1;-1;-1;-1;-1;False;False;False;False;False;4;-1;-1;-1;-1;-1;4;15;15;15;15;0
1409;;10102;-1;-1;-1;-1;-1;False;False;False;False;False;6;-1;-1;-1;-1;-1;4;15;15;15;15;0
1410;;10140;-1;-1;-1;-1;-1;False;False;False;False;False;1;-1;-1;-1;-1;-1;4;15;15;15;15;0
1500;;1240;-1;-1;-1;-1;-1;False;False;False;False;False;1;-1;-1;-1;-1;-1;4;15;15;15;15;0
1501;;10100;-1;-1;-1;-1;-1;False;False;False;False;False;2;-1;-1;-1;-1;-1;4;15;15;15;15;0
1502;;10100;-1;-1;-1;-1;-1;False;False;False;False;False;4;-1;-1;-1;-1;-1;4;15;15;15;15;0
1503;;10100;-1;-1;-1;-1;-1;False;False;False;False;False;6;-1;-1;-1;-1;-1;4;15;15;15;15;0
1504;;10101;-1;-1;-1;-1;-1;False;False;False;False;False;2;-1;-1;-1;-1;-1;4;15;15;15;15;0
1505;;10101;-1;-1;-1;-1;-1;False;False;False;False;False;4;-1;-1;-1;-1;-1;4;15;15;15;15;0
1506;;10101;-1;-1;-1;-1;-1;False;False;False;False;False;6;-1;-1;-1;-1;-1;4;15;15;15;15;0
1507;;10102;-1;-1;-1;-1;-1;False;False;False;False;False;2;-1;-1;-1;-1;-1;4;15;15;15;15;0
1508;;10102;-1;-1;-1;-1;-1;False;False;False;False;False;4;-1;-1;-1;-1;-1;4;15;15;15;15;0
1509;;10102;-1;-1;-1;-1;-1;False;False;False;False;False;6;-1;-1;-1;-1;-1;4;15;15;15;15;0
1510;;10140;-1;-1;-1;-1;-1;False;False;False;False;False;1;-1;-1;-1;-1;-1;4;15;15;15;15;0
2000;;-1;-1;-1;-1;-1;-1;False;False;False;False;False;-1;-1;-1;-1;-1;-1;15;15;15;15;15;0
2001;;10150;-1;-1;-1;-1;-1;False;False;False;False;False;1;-1;-1;-1;-1;-1;4;15;15;15;15;0
2002;;10150;-1;-1;-1;-1;-1;False;False;False;False;False;2;-1;-1;-1;-1;-1;4;15;15;15;15;0
2003;;10150;-1;-1;-1;-1;-1;False;False;False;False;False;4;-1;-1;-1;-1;-1;4;15;15;15;15;0
2004;;10150;-1;-1;-1;-1;-1;False;False;False;False;False;8;-1;-1;-1;-1;-1;4;15;15;15;15;0
2005;;10140;-1;-1;-1;-1;-1;False;False;False;False;False;1;-1;-1;-1;-1;-1;4;15;15;15;15;0
2006;;1020;-1;-1;-1;-1;-1;False;False;False;False;False;5;-1;-1;-1;-1;-1;4;15;15;15;15;4
2100;;-1;-1;-1;-1;-1;-1;False;False;False;False;False;-1;-1;-1;-1;-1;-1;15;15;15;15;15;0
2101;;1010;-1;-1;-1;-1;-1;False;False;False;False;False;1;-1;-1;-1;-1;-1;4;15;15;15;15;0
2102;;1010;-1;-1;-1;-1;-1;False;False;False;False;False;2;-1;-1;-1;-1;-1;4;15;15;15;15;0
2103;;1010;-1;-1;-1;-1;-1;False;False;False;False;False;4;-1;-1;-1;-1;-1;4;15;15;15;15;0
2104;;1010;-1;-1;-1;-1;-1;False;False;False;False;False;8;-1;-1;-1;-1;-1;4;15;15;15;15;0
2105;;10140;-1;-1;-1;-1;-1;False;False;False;False;False;1;-1;-1;-1;-1;-1;4;15;15;15;15;0
2200;Unique +0;-1;-1;-1;-1;-1;-1;False;False;False;False;False;-1;-1;-1;-1;-1;-1;15;15;15;15;15;0
2201;Unique +1;10160;-1;-1;-1;-1;-1;False;False;False;False;False;1;-1;-1;-1;-1;-1;4;15;15;15;15;0
2202;Unique +2;10161;-1;-1;-1;-1;-1;False;False;False;False;False;1;-1;-1;-1;-1;-1;4;15;15;15;15;0
2203;Unique +3;10162;-1;-1;-1;-1;-1;False;False;False;False;False;1;-1;-1;-1;-1;-1;4;15;15;15;15;0
2204;Unique +4;10163;-1;-1;-1;-1;-1;False;False;False;False;False;1;-1;-1;-1;-1;-1;4;15;15;15;15;0
2205;Unique +5;10164;-1;-1;-1;-1;-1;False;False;False;False;False;1;-1;-1;-1;-1;-1;4;15;15;15;15;0
2206;Unique +6;10165;-1;-1;-1;-1;-1;False;False;False;False;False;1;-1;-1;-1;-1;-1;4;15;15;15;15;0
2207;Unique +7;10166;-1;-1;-1;-1;-1;False;False;False;False;False;1;-1;-1;-1;-1;-1;4;15;15;15;15;0
2208;Unique +8;10167;-1;-1;-1;-1;-1;False;False;False;False;False;1;-1;-1;-1;-1;-1;4;15;15;15;15;0
2209;Unique +9;10200;-1;-1;-1;-1;-1;False;False;False;False;False;1;-1;-1;-1;-1;-1;4;15;15;15;15;0
2210;Unique +10;10168;-1;-1;-1;-1;-1;False;False;False;False;False;1;-1;-1;-1;-1;-1;4;15;15;15;15;0
10000;;10900;-1;-1;-1;-1;-1;False;False;False;False;False;1;-1;-1;-1;-1;-1;4;15;15;15;15;0
10001;;10901;-1;-1;-1;-1;-1;False;False;False;False;False;1;-1;-1;-1;-1;-1;4;15;15;15;15;0
10002;;10902;-1;-1;-1;-1;-1;False;False;False;False;False;1;-1;-1;-1;-1;-1;4;15;15;15;15;0
10003;;10903;-1;-1;-1;-1;-1;False;False;False;False;False;1;-1;-1;-1;-1;-1;4;15;15;15;15;0
10004;;10904;-1;-1;-1;-1;-1;False;False;False;False;False;1;-1;-1;-1;-1;-1;4;15;15;15;15;0
10005;;10905;-1;-1;-1;-1;-1;False;False;False;False;False;1;-1;-1;-1;-1;-1;4;15;15;15;15;0
10006;;10906;-1;-1;-1;-1;-1;False;False;False;False;False;1;-1;-1;-1;-1;-1;4;15;15;15;15;0
10007;;10907;-1;-1;-1;-1;-1;False;False;False;False;False;1;-1;-1;-1;-1;-1;4;15;15;15;15;0
10008;;10908;-1;-1;-1;-1;-1;False;False;False;False;False;1;-1;-1;-1;-1;-1;4;15;15;15;15;0
10009;;10909;-1;-1;-1;-1;-1;False;False;False;False;False;1;-1;-1;-1;-1;-1;4;15;15;15;15;0
10010;;-1;-1;-1;-1;-1;-1;False;False;False;False;False;1;-1;-1;-1;-1;-1;4;15;15;15;15;0
10100;;10910;-1;-1;-1;-1;-1;False;False;False;False;False;1;-1;-1;-1;-1;-1;4;15;15;15;15;0
10101;;10911;-1;-1;-1;-1;-1;False;False;False;False;False;1;-1;-1;-1;-1;-1;4;15;15;15;15;0
10102;;10912;-1;-1;-1;-1;-1;False;False;False;False;False;1;-1;-1;-1;-1;-1;4;15;15;15;15;0
10103;;10913;-1;-1;-1;-1;-1;False;False;False;False;False;1;-1;-1;-1;-1;-1;4;15;15;15;15;0
10104;;10914;-1;-1;-1;-1;-1;False;False;False;False;False;1;-1;-1;-1;-1;-1;4;15;15;15;15;0
10105;;10915;-1;-1;-1;-1;-1;False;False;False;False;False;1;-1;-1;-1;-1;-1;4;15;15;15;15;0
10106;;10916;-1;-1;-1;-1;-1;False;False;False;False;False;1;-1;-1;-1;-1;-1;4;15;15;15;15;0
10107;;10917;-1;-1;-1;-1;-1;False;False;False;False;False;1;-1;-1;-1;-1;-1;4;15;15;15;15;0
10108;;10918;-1;-1;-1;-1;-1;False;False;False;False;False;1;-1;-1;-1;-1;-1;4;15;15;15;15;0
10109;;10919;-1;-1;-1;-1;-1;False;False;False;False;False;1;-1;-1;-1;-1;-1;4;15;15;15;15;0
10110;;-1;-1;-1;-1;-1;-1;False;False;False;False;False;1;-1;-1;-1;-1;-1;4;15;15;15;15;0
100000;;712;-1;-1;-1;-1;-1;False;False;False;False;False;1;-1;-1;-1;-1;-1;4;15;15;15;15;0
100001;;713;-1;-1;-1;-1;-1;False;False;False;False;False;1;-1;-1;-1;-1;-1;4;15;15;15;15;0
100002;;714;-1;-1;-1;-1;-1;False;False;False;False;False;1;-1;-1;-1;-1;-1;4;15;15;15;15;0
100003;;715;-1;-1;-1;-1;-1;False;False;False;False;False;1;-1;-1;-1;-1;-1;4;15;15;15;15;0
100004;;717;-1;-1;-1;-1;-1;False;False;False;False;False;1;-1;-1;-1;-1;-1;4;15;15;15;15;0
100005;;718;-1;-1;-1;-1;-1;False;False;False;False;False;1;-1;-1;-1;-1;-1;4;15;15;15;15;0
100006;;719;-1;-1;-1;-1;-1;False;False;False;False;False;1;-1;-1;-1;-1;-1;4;15;15;15;15;0
100007;;720;-1;-1;-1;-1;-1;False;False;False;False;False;1;-1;-1;-1;-1;-1;4;15;15;15;15;0
100008;;721;-1;-1;-1;-1;-1;False;False;False;False;False;1;-1;-1;-1;-1;-1;4;15;15;15;15;0
100009;;722;-1;-1;-1;-1;-1;False;False;False;False;False;1;-1;-1;-1;-1;-1;4;15;15;15;15;0
100010;;723;-1;-1;-1;-1;-1;False;False;False;False;False;1;-1;-1;-1;-1;-1;4;15;15;15;15;0
100011;;724;-1;-1;-1;-1;-1;False;False;False;False;False;1;-1;-1;-1;-1;-1;4;15;15;15;15;0
100012;;725;-1;-1;-1;-1;-1;False;False;False;False;False;1;-1;-1;-1;-1;-1;4;15;15;15;15;0
100013;;726;-1;-1;-1;-1;-1;False;False;False;False;False;1;-1;-1;-1;-1;-1;4;15;15;15;15;0
100014;;727;-1;-1;-1;-1;-1;False;False;False;False;False;1;-1;-1;-1;-1;-1;4;15;15;15;15;0
100015;;729;-1;-1;-1;-1;-1;False;False;False;False;False;1;-1;-1;-1;-1;-1;4;15;15;15;15;0
100016;;731;-1;-1;-1;-1;-1;False;False;False;False;False;1;-1;-1;-1;-1;-1;4;15;15;15;15;0
100017;;732;-1;-1;-1;-1;-1;False;False;False;False;False;1;-1;-1;-1;-1;-1;4;15;15;15;15;0
100018;;733;-1;-1;-1;-1;-1;False;False;False;False;False;1;-1;-1;-1;-1;-1;4;15;15;15;15;0
100019;;739;-1;-1;-1;-1;-1;False;False;False;False;False;1;-1;-1;-1;-1;-1;4;15;15;15;15;0
100020;;742;-1;-1;-1;-1;-1;False;False;False;False;False;1;-1;-1;-1;-1;-1;4;15;15;15;15;0
100021;;728;-1;-1;-1;-1;-1;False;False;False;False;False;1;-1;-1;-1;-1;-1;4;15;15;15;15;0
100022;;743;-1;-1;-1;-1;-1;False;False;False;False;False;1;-1;-1;-1;-1;-1;4;15;15;15;15;0
110352;;-1;-1;-1;-1;-1;-1;False;False;False;False;False;-1;-1;-1;-1;-1;-1;4;4;4;4;4;4
110353;;12300;12109;12107;12105;12203;-1;False;False;False;False;False;30;5;5;10;1;-1;4;4;4;4;4;15
110400;;12304;12101;12106;12235;12216;-1;False;False;False;False;False;15;5;5;1;1;-1;4;4;4;4;4;15
110401;;12301;12110;12105;12102;12236;12204;False;False;False;False;False;2;10;10;10;1;1;4;4;4;4;4;4
110402;;12302;12103;12239;12218;-1;-1;False;False;False;False;False;1;1;1;1;-1;-1;4;4;4;4;15;15
110403;;12100;12101;12201;-1;-1;-1;False;False;False;False;False;2;10;1;-1;-1;-1;4;4;4;15;15;15
110404;;12114;12120;12102;12206;12205;-1;False;False;False;False;False;3;3;10;1;1;-1;4;4;4;4;4;15
110405;;12307;12112;12219;12220;-1;-1;False;False;False;False;False;1;3;1;1;-1;-1;4;4;4;4;15;15
110406;;12304;12115;12108;12107;12221;-1;False;False;False;False;False;30;10;2;10;1;-1;4;4;4;4;4;15
111008;;12301;12119;12111;12222;12214;-1;False;False;False;False;False;1;5;1;1;1;-1;4;4;4;4;4;15
112000;;12601;12312;12315;-1;-1;-1;False;False;False;False;False;1;3;1;-1;-1;-1;4;4;4;15;15;15
112001;;12602;12319;12258;12253;12302;-1;False;False;False;False;False;1;1;1;1;2;-1;4;4;4;4;4;15
113000;;12700;12300;-1;-1;-1;-1;False;False;False;False;False;1;10;-1;-1;-1;-1;4;4;15;15;15;0
113001;;12700;12313;12306;-1;-1;-1;False;False;False;False;False;1;10;1;-1;-1;-1;4;4;4;15;15;0
113002;;12700;12314;12306;12307;-1;-1;False;False;False;False;False;1;10;1;2;-1;-1;4;4;4;4;15;0
113003;;12303;-1;-1;-1;-1;-1;False;False;False;False;False;1;-1;-1;-1;-1;-1;4;15;15;15;15;0
300000;Erdleaf Flower;20680;-1;-1;-1;-1;-1;False;False;False;False;False;2;-1;-1;-1;-1;-1;4;4;4;4;4;4
300010;Ruin Fragment;1760;-1;-1;-1;-1;-1;False;False;False;False;False;1;-1;-1;-1;-1;-1;4;4;4;4;4;4
301000;Mushroom, Smoldering Butterfly;20760;20802;-1;-1;-1;-1;False;False;False;False;False;1;1;-1;-1;-1;-1;4;4;4;4;4;4
301010;Mushroom, Smoldering Butterfly, Old Fang;20760;20802;15040;-1;-1;-1;False;False;False;False;False;2;1;1;-1;-1;-1;4;4;4;4;4;4
301020;;20682;-1;-1;-1;-1;-1;False;False;False;False;False;2;-1;-1;-1;-1;-1;4;4;4;4;4;4
301030;;20760;20652;-1;-1;-1;-1;False;False;False;False;False;1;1;-1;-1;-1;-1;4;4;4;4;4;4
301040;;20760;20652;-1;-1;20855;-1;False;False;False;False;False;2;1;-1;-1;1;-1;4;4;4;4;4;4
301050;;20760;20830;-1;-1;-1;-1;False;False;False;False;False;1;1;-1;-1;-1;-1;4;4;4;4;4;4
301060;;20760;20831;-1;-1;-1;-1;False;False;False;False;False;1;1;-1;-1;-1;-1;4;4;4;4;4;4
301070;;20760;20685;-1;-1;-1;-1;False;False;False;False;False;1;1;-1;-1;-1;-1;4;4;4;4;4;4
301080;;20760;20683;-1;-1;20820;-1;False;False;False;False;False;2;1;-1;-1;1;-1;4;4;4;4;4;4
301090;;20751;-1;-1;-1;-1;-1;False;False;False;False;False;2;-1;-1;-1;-1;-1;4;4;4;4;4;4
301100;;20770;20650;-1;-1;-1;-1;False;False;False;False;False;1;1;-1;-1;-1;-1;4;4;4;4;4;4
301110;;20761;-1;-1;-1;-1;-1;False;False;False;False;False;1;-1;-1;-1;-1;-1;4;4;4;4;4;4
301120;;15420;15100;-1;-1;-1;-1;False;False;False;False;False;1;5;-1;-1;-1;-1;4;4;4;4;4;4
301130;;-1;15030;15341;-1;-1;-1;False;False;False;False;False;-1;1;2;-1;-1;-1;4;4;4;4;4;4
301140;;20760;20802;15400;-1;-1;-1;False;False;False;False;False;1;1;1;-1;-1;-1;4;4;4;4;4;4
301150;;20760;20652;15400;-1;-1;-1;False;False;False;False;False;1;1;1;-1;-1;-1;4;4;4;4;4;4
301160;;20760;20830;15400;-1;-1;-1;False;False;False;False;False;1;1;1;-1;-1;-1;4;4;4;4;4;4
301170;;20770;20650;15400;-1;-1;-1;False;False;False;False;False;1;1;1;-1;-1;-1;4;4;4;4;4;4
301180;;20761;-1;15400;-1;-1;-1;False;False;False;False;False;1;-1;1;-1;-1;-1;4;4;4;4;4;4
301190;;20812;-1;15400;-1;-1;-1;False;False;False;False;False;2;-1;1;-1;-1;-1;4;4;4;4;4;4
301200;;20760;20831;15400;-1;-1;-1;False;False;False;False;False;1;1;1;-1;-1;-1;4;4;4;4;4;4
301220;;20850;-1;15400;-1;-1;-1;False;False;False;False;False;2;-1;1;-1;-1;-1;4;4;4;4;4;4
301230;;20760;20685;15400;-1;-1;-1;False;False;False;False;False;1;1;1;-1;-1;-1;4;4;4;4;4;4
301240;;20850;-1;-1;-1;-1;-1;False;False;False;False;False;2;-1;-1;-1;-1;-1;4;4;4;4;4;4
301250;;20760;15420;-1;-1;-1;-1;False;False;False;False;False;2;1;-1;-1;-1;-1;4;4;4;4;4;4
