Row ID;Row Name;Unk0;Logic ID;Battle Goal ID;Unk1;Unk2;Unk3;Unk4;Retreat Time after NPC Wall Collision;Goal ID - To Caution (Sound);Animation ID - Attack Cannot Move;Goal ID - To Find (Sight);Call Help - Action Animation ID;Call Help - Call Action ID;Distance - Sight;Distance - Listen;Listen - Sound Cut Distance;Distance - Sense;Retreat Home - Max Distance;Retreat Home - Distance;Retreat Home - Battle Distance;Non-Battle Act Life;Retreat Home - Look for Target Time;Retreat Home - Look for Target Distance;Target - Sight Forget Time;Target - Listen Forget Time;Battle - Start Distance;Call Help - My Peer ID;Call Help - Call Peer ID;Target System - Damage Effect Rate;Team Attack Effectivity;Sight - Angle X;Sight - Angle Y;State 0;State 1;Call Help - Valid Target Min Distance;Call Help - Valid Target Range;Call Help - Forget Time by Arrival;Call Help - Min Wait Time;Call Help - Max Wait Time;Goal Action - To Caution (Sound);Goal Action - To Find (Sight);Call Help - Reply Behavior Type;Ignore Navmesh;Skip Arrival Visibility Check;Think Attribute - Do Admirer;Navigation - Edge;Navigation - Large Space;Navigation - Ladder;Navigation - Hole;Navigation - Door;Navigation - Ignore Navmesh Wall;Navigation - Ordinary Edge;Navigation - Reserve;Sight Distance (Dark);Battle - Start Distance (Dark);Sight Distance (Pitch Dark);Battle - Start Distance (Pitch Dark);Platoon - Reply Time;Platoon - Reply Add Random Time;Sight - Back Offset Distance;Sight - Begin Distance;Target Arrival Distance;Point Arrival Distance;Change State Action - To Find;Change State Action - To Caution;Change State Action - To Battle;Goal Action - To Disappear;Disable Local Steering;Act Type On Failed Path;Interest Category;Goal Action - To Interest;Unk5;Listen - Angle X;Listen - Angle Y;Change State Action - To Interest;Change State Action - to Normal;Unk6;Unk7;Unk8;Unk11;Unk12;Unk13;Unk14;Unk15;Unk16;Unk17;Unk18;Unk19;Unk20;Unk21;Unk22;Unk23;Unk24;Unk25;Unk26;Unk27
37000020;Depraved Perfumer;0;10000;370010;67764230;-1;5;8;5;8;3010;0.1;0;0;25;0;0;0;85;30;20;1;7;12;0;16448;15;0;0;100;30;60;33;0;0;0;0;0;0;0;1;128;0;0;0;1;True;True;True;False;True;False;False;False;5;0;35;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;3;3;1;2;-1;33619968;131073;10;-1;66048;0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
37010000;Depraved Perfumer;0;10000;370000;68419592;-1;5;8;5;8;3010;0.1;0;0;18;0;0;0;85;30;12;1;7;12;0;16448;15;0;0;100;0;60;45;0;0;0;0;0;0;0;1;128;0;0;0;1;True;True;True;False;True;False;False;False;5;0;35;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;3;3;1;2;-1;33619968;131073;10;-1;66048;0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
37010010;;0;10000;370000;68419592;-1;5;8;5;8;3010;0.1;0;0;18;0;0;0;15;12;12;1;7;30;0;16448;15;0;0;100;0;60;45;0;0;0;0;0;0;0;1;128;0;0;0;1;True;True;True;False;True;False;False;False;5;0;35;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;3;3;1;2;-1;33619968;131073;10;-1;66048;0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
37010900;;0;10000;370000;68419592;-1;5;8;5;8;3010;0.1;0;0;18;0;0;30;85;30;12;1;7;12;0;16448;15;0;0;100;0;60;45;0;0;0;0;0;0;0;1;128;0;0;0;1;True;True;True;False;True;False;False;False;5;0;35;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;3;3;1;2;-1;33619968;131073;10;-1;66048;0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
37020000;Raya Lucaria Scholar;0;10000;370200;68419592;-1;5;8;5;8;3011;0.1;0;0;16;0;0;0;85;30;12;1;7;12;0;16448;15;0;0;100;0;60;45;0;0;0;0;0;0;0;1;128;0;0;0;1;True;True;True;False;True;False;False;False;5;0;35;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;3;3;3;2;-1;33619968;131073;5;-1;66048;0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
37020020;Raya Lucaria Scholar;0;10000;370200;68419584;-1;5;8;5;8;3011;0.1;0;0;30;0;0;0;85;30;12;1;7;12;0;16448;15;0;0;100;0;60;45;0;0;0;0;0;0;0;1;128;0;0;0;1;True;True;True;False;True;False;False;False;5;0;35;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;3;3;3;2;-1;33619968;131073;5;-1;66048;0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
37020021;Raya Lucaria Scholar;0;10000;370200;67764229;-1;5;8;5;8;3011;0.1;0;0;10;0;0;0;85;30;12;1;7;12;0;16448;15;0;0;100;0;60;40;0;0;0;0;0;0;0;1;128;0;0;0;1;True;True;True;False;True;False;False;False;5;0;35;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;3;3;3;2;-1;33619968;131073;5;-1;66048;0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
37020022;;0;10000;370200;68419589;-1;5;8;5;8;3011;0.1;0;0;25;0;0;0;85;30;12;1;7;12;0;16448;15;0;0;100;0;60;45;0;0;0;0;0;0;0;1;128;0;0;0;1;True;True;True;False;True;False;False;False;5;0;35;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;3;3;3;2;-1;33619968;131073;5;-1;66048;0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
37020100;;0;10000;370200;68419604;-1;5;8;5;8;3011;0.1;0;0;40;0;0;0;85;30;12;1;7;12;0;16448;40;0;0;100;0;60;45;0;0;0;0;0;0;0;1;128;0;0;0;1;True;True;True;False;True;False;False;False;5;0;35;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;3;3;3;2;-1;33619968;131073;5;-1;66048;0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
37020120;;0;10000;370200;68419604;-1;5;8;5;8;3011;0.1;0;0;40;0;0;0;85;30;12;1;7;12;0;16448;40;0;0;100;0;60;45;0;0;0;0;0;0;0;1;128;0;0;0;1;True;True;True;False;True;False;False;False;5;0;35;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;3;3;3;0;-1;65536;1;5;-1;66048;0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
37020121;;0;10000;370200;68419584;-1;5;8;5;8;3011;0.1;0;0;40;0;0;0;85;30;12;1;7;12;0;16448;40;0;0;100;0;60;45;0;0;0;0;0;0;0;1;128;0;0;0;1;True;True;True;False;True;False;False;False;5;0;35;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;3;3;3;0;-1;65536;1;5;-1;66048;0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
37030000;Noble's Page;0;10000;370300;68419594;-1;5;8;5;8;3000;0.1;0;0;20;0;0;0;85;30;20;1;7;12;0;16448;15;0;0;100;70;60;45;0;0;0;0;0;0;0;1;128;0;0;0;1;True;True;True;False;True;False;False;False;5;0;35;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;3;3;1;2;-1;33619968;131073;10;-1;66048;0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
37030020;;0;10000;370300;67764224;-1;5;8;5;8;3000;0.1;0;0;25;0;0;0;85;30;20;1;7;12;0;16448;15;0;0;100;70;60;45;0;0;0;0;0;0;0;1;128;0;0;0;1;True;True;True;False;True;False;False;False;5;0;35;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;3;3;1;2;-1;33619968;131073;10;-1;66048;0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
37030120;;0;10000;370300;68419594;-1;5;8;5;8;3000;0.1;0;0;20;0;0;0;85;30;20;1;7;12;0;16448;15;0;0;100;70;60;45;1;0;0;0;0;0;0;1;128;0;0;0;1;True;True;True;False;True;False;False;False;5;0;35;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;3;3;1;2;-1;33619968;131073;10;-1;66050;0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
37040000;Battlemage;0;10000;370400;67436549;-1;5;8;5;8;3000;0.1;0;0;25;0;0;1;85;30;20;1;7;12;0;16448;25;0;0;100;60;25;55;0;0;0;0;0;0;0;1;128;0;0;0;1;True;True;True;False;True;False;False;False;5;0;35;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;2;2;-1;33619968;131073;5;3010;66048;0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
37040010;;0;10000;370400;67436549;-1;5;8;5;8;3000;0.1;0;0;100;0;0;1;85;30;20;1;7;12;0;16448;25;0;0;100;60;25;55;0;0;0;0;0;0;0;1;128;0;0;0;1;True;True;True;False;True;False;False;False;5;0;35;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;2;2;-1;33619968;131073;5;3010;66048;0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
37040020;Battlemage;0;10000;370400;67436549;-1;5;8;5;8;3000;0.1;0;0;35;0;0;1;85;30;20;1;7;12;0;16448;25;0;0;100;60;25;20;0;0;0;0;0;0;0;1;128;0;0;0;1;True;True;True;False;True;False;False;False;5;0;35;0;0;2;256;0;1.973028E-41;0;0;0;0;0;0;0;0;0;0;1;1;2;2;-1;33619968;131073;5;3010;66048;0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
37040900;;0;10000;370400;69533696;-1;5;8;0;9999;3000;0.1;0;0;70;0;0;1;85;30;20;1;7;12;15360;17948;25;0;0;100;60;50;180;0;0;0;0;0;0;0;1;128;0;0;0;1;True;True;True;False;True;False;False;False;5;0;35;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;2;2;-1;33619968;131073;9999;3010;16843264;0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
37100000;Master Azur;0;10000;371000;68419594;-1;5;8;0;8;-1;0.1;0;0;20;0;0;0;85;30;12;1;7;12;0;16448;15;0;0;100;70;60;45;0;0;0;0;0;0;0;0;128;0;0;0;1;True;True;True;False;True;False;False;False;5;0;35;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;3;3;1;0;-1;0;0;5;-1;512;0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
37200000;Master Lusat;0;10000;371000;68419594;-1;5;8;0;8;-1;0.1;0;0;20;0;0;0;85;30;12;1;7;12;0;16448;15;0;0;100;70;60;45;0;0;0;0;0;0;0;0;128;0;0;0;1;True;True;True;False;True;False;False;False;5;0;35;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;3;3;1;0;-1;0;0;5;-1;512;0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
37300000;Orb of Many Faces;0;10000;373000;68419594;-1;1;1;0;1;3000;0.1;0;0;20;0;0;0;85;30;12;1;1;12;0;0;15;0;0;100;70;180;180;0;0;0;0;0;0;0;0;128;0;0;0;0;True;True;True;False;True;False;False;False;5;0;35;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;-1;0;0;1;-1;512;0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
37500000;Clayman;0;10000;375000;67436552;-1;5;8;5;8;3000;0.1;-1;0;16;0;0;0;85;30;12;1;7;12;0;16448;20;0;0;100;40;40;45;1;0;0;0;0;0;0;1;128;0;0;0;1;True;True;True;False;True;False;False;False;5;0;35;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;3;3;2;-1;33619968;131073;5;-1;66048;0;375000;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
37500100;;0;10000;375000;67436544;-1;5;8;5;8;3000;0.1;-1;0;6;0;0;0;85;30;12;1;7;12;0;16448;6;0;0;100;40;15;20;1;0;0;0;0;0;0;1;128;0;0;0;1;True;True;True;False;True;False;False;False;5;0;35;0;0;0;256;20;1.619901E-41;0;0;0;0;0;0;0;0;0;0;3;3;3;2;-1;33619968;131073;5;-1;66048;0;375000;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
37501000;Clayman;0;10000;375010;67436552;-1;5;8;5;8;3000;0.1;-1;0;16;0;0;0;85;30;12;1;7;12;0;16448;20;0;0;100;80;40;45;1;0;0;0;0;0;0;1;128;0;0;0;1;True;True;True;False;True;False;False;False;5;0;35;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;3;2;2;-1;33619968;131073;5;3004;66048;0;375000;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
37501100;;0;10000;375010;67436544;-1;5;8;5;8;3000;0.1;-1;0;10;0;0;0;85;30;12;1;7;12;0;16448;10;0;0;100;80;40;30;1;0;0;0;0;0;0;1;128;0;0;0;1;True;True;True;False;True;False;False;False;5;0;35;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;3;2;2;-1;33619968;131073;5;3004;66048;0;375000;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
37501200;;0;10000;375010;67436552;-1;5;8;5;8;3000;0.1;-1;0;16;0;0;0;85;30;12;1;7;12;0;16448;20;0;0;100;80;40;45;1;0;0;0;0;0;0;1;128;0;0;0;1;True;True;True;False;True;False;False;False;5;0;35;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;3;3;2;-1;33619968;131073;5;-1;66048;0;375000;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
37502000;Clayman;0;10000;375020;67436552;-1;5;8;5;8;3010;0.1;-1;0;16;0;0;0;85;30;12;1;7;12;0;16448;20;0;0;100;80;40;45;1;0;0;0;0;0;0;1;128;0;0;0;1;True;True;True;False;True;False;False;False;5;0;35;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;3;2;2;-1;33619968;131073;5;3014;66048;0;375000;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
37502100;;0;10000;375020;67436544;-1;5;8;5;8;3010;0.1;-1;0;10;0;0;0;85;30;12;1;7;12;0;16448;10;0;0;100;80;40;30;1;0;0;0;0;0;0;1;128;0;0;0;1;True;True;True;False;True;False;False;False;5;0;35;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;3;2;2;-1;33619968;131073;5;3014;66048;0;375000;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
38000000;Cleanrot Knight;0;10000;380000;67764232;-1;5;8;5;8;3000;0.1;-1;-1;20;1;0;0;85;30;20;1;7;12;0;16448;15;0;0;100;80;25;30;0;0;5;15;0;0;0;1;128;0;0;0;1;True;True;True;False;True;False;False;False;5;0;35;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;3;2;-1;33619968;131073;5;-1;66048;0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
38000010;;0;10000;380000;67764232;-1;5;8;5;20;3000;0.1;-1;-1;30;1;0;0;85;30;20;1;7;12;0;16544;20;0;0;100;80;30;180;1;0;5;15;0;0;0;1;128;0;0;0;1;True;True;True;False;True;False;False;False;5;0;35;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;3;2;-1;33619968;131073;10;-1;65536;0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
38001000;Cleanrot Knight;0;10000;380010;67764232;-1;5;8;5;8;3000;0.1;-1;-1;20;0;0;0;85;30;20;1;7;12;0;16448;15;0;0;100;80;25;30;0;0;5;15;0;0;0;1;128;0;0;0;1;True;True;True;False;True;False;False;False;5;0;35;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;3;2;-1;33619968;131073;5;-1;66048;0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
38100000;Kindred of Rot;0;10000;381000;68419592;-1;5;8;5;8;3000;0.1;0;0;22;0;0;0;85;30;20;1;7;12;0;16448;15;0;0;100;80;25;30;0;0;0;0;0;0;0;1;128;0;0;0;1;True;True;False;False;False;False;False;False;5;0;35;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;3;2;3;2;-1;33619968;131073;5;-1;66048;0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
38100001;;0;10000;381000;67108870;-1;5;8;5;8;3000;0.1;0;0;9;0;0;0;85;30;20;1;7;12;0;16448;15;0;0;100;80;25;30;0;0;0;0;0;0;0;1;128;0;0;0;1;True;True;False;False;False;False;False;False;5;0;35;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;3;2;3;1;-1;33619968;131073;5;-1;66048;0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
38100010;;0;10000;381000;68419592;-1;5;8;5;8;3000;0.1;0;0;30;0;0;0;85;30;20;1;7;12;0;16448;15;0;0;100;10;45;30;0;0;0;0;0;0;0;1;128;0;0;0;0;True;True;False;False;False;False;False;False;5;0;35;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;3;2;3;1;-1;16842752;65537;5;-1;66048;0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
38100100;;0;10000;381000;67108864;-1;5;8;5;8;3000;0.1;0;0;22;0;0;0;85;30;20;1;7;12;0;16448;15;0;0;100;80;60;45;0;0;0;0;0;0;0;1;128;0;0;0;1;True;True;False;False;False;False;False;False;5;0;35;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;3;2;3;2;-1;33619968;131073;5;-1;66048;0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
38101000;Kindred of Rot;0;10000;381010;68419592;-1;5;8;5;8;3000;0.1;0;0;22;0;0;0;85;30;20;1;7;12;0;16448;15;0;0;100;80;25;30;0;0;0;0;0;0;0;1;128;0;0;0;1;True;True;False;False;False;False;False;False;5;0;35;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;3;2;3;2;-1;33619968;131073;5;-1;66048;0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
38103000;Kindred of Rot;0;10000;381000;68419592;-1;5;8;5;8;3000;0.1;0;0;22;0;0;0;85;30;20;1;7;12;0;16448;15;0;0;100;80;120;30;0;0;0;0;0;0;0;1;128;0;0;0;1;True;True;False;False;False;False;False;False;5;0;35;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;3;2;3;2;-1;33619968;131073;5;-1;66048;0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
38500000;Marionette;0;10000;385000;68419586;-1;5;8;5;8;3020;0.1;-1;0;21;0;0;0;85;30;12;1;7;12;0;16448;21;0;0;100;34;25;30;1;0;0;0;0;0;0;1;128;1;0;0;1;True;True;True;False;True;False;False;False;5;0;35;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;3;2;2;-1;33619968;131073;5;3020;66048;0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
38500100;;0;10000;385000;68419586;-1;5;8;5;8;3020;0.1;-1;0;21;0;0;0;85;30;12;1;7;12;0;16448;21;0;0;100;34;25;30;1;0;0;0;0;0;0;1;128;1;0;0;1;True;True;True;False;True;False;False;False;5;0;35;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;3;2;2;-1;33619968;131072;5;3020;0;0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
38500110;;0;10000;385000;68419584;-1;5;8;5;8;3020;0.1;-1;0;28;0;0;0;85;30;12;1;7;12;0;16448;21;0;0;100;34;50;30;1;0;0;0;0;0;0;1;128;1;0;0;1;True;True;True;False;True;False;False;False;5;0;35;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;3;2;2;-1;33619968;131072;5;3020;0;0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
38500150;;0;10000;385000;68419584;-1;5;8;5;8;3020;0.1;-1;0;60;0;0;0;85;30;12;1;7;12;0;16448;21;0;0;100;34;25;40;1;0;0;0;0;0;0;1;128;1;0;0;1;True;True;True;False;True;False;False;False;5;0;35;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;3;2;1;-1;16842752;65536;5;3020;0;0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
38501000;Marionette;0;10000;385010;68419585;-1;5;8;5;8;3000;0.1;-1;0;15;0;0;0;85;30;12;1;7;12;0;16448;15;0;0;100;34;25;30;1;0;0;0;0;0;0;1;128;1;0;0;1;True;True;True;False;True;False;False;False;5;0;35;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;3;2;2;-1;33619968;131073;5;3010;66048;0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
38502000;Marionette;0;10000;385020;68419585;-1;5;8;5;8;3003;0.1;-1;0;15;0;0;0;85;30;12;1;7;12;0;16448;15;0;0;100;34;25;30;1;0;0;0;0;0;0;1;128;1;0;0;1;True;True;True;False;True;False;False;False;5;0;35;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;3;3;2;-1;33619968;131073;5;-1;66048;0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
38600000;Avionette;0;10000;386000;67764229;-1;5;8;5;8;3002;0.1;-1;0;20;0;0;0;85;30;12;1;7;12;0;16448;15;0;0;100;34;40;30;1;0;0;0;0;0;0;1;128;1;0;0;1;True;True;False;False;False;False;False;False;5;0;35;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;2;2;-1;33619968;131073;5;3030;66048;0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
38600001;;0;10000;386000;67764229;-1;5;8;5;999;3002;0.1;-1;0;20;0;0;0;250;210;200;1;7;12;0;16448;15;0;0;100;34;40;30;1;0;0;0;0;0;0;1;128;1;0;0;1;True;True;False;False;False;False;False;False;5;0;35;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;2;1;-1;16842752;65537;999;3030;66048;0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
38600011;;0;10000;386000;67764229;-1;5;8;5;999;3002;0.1;-1;0;50;0;0;0;250;210;200;1;7;12;0;16448;15;0;0;100;34;45;35;1;0;0;0;0;0;0;1;128;1;0;0;1;True;True;False;False;False;False;False;False;5;0;35;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;2;1;-1;16842752;65537;999;3030;66048;0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
38600500;Avionette;0;10000;386000;67764229;-1;5;8;5;999;3002;0.1;-1;0;50;0;0;0;250;210;200;1;7;12;0;16448;15;0;0;100;34;180;180;1;0;0;0;0;0;0;1;128;1;0;0;1;True;True;False;False;False;False;False;False;5;0;35;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;2;1;-1;16842752;65537;999;3030;66048;0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
38601000;Avionette;0;10000;386010;67764229;-1;5;8;5;8;3006;0.1;-1;0;20;0;0;0;85;30;12;1;7;12;0;16448;15;0;0;100;34;40;30;1;0;0;0;0;0;0;1;128;1;0;0;1;True;True;False;False;False;False;False;False;5;0;35;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;2;2;-1;33619968;131073;5;3030;66048;0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
38601001;;0;10000;386010;67764229;-1;5;8;5;999;3006;0.1;-1;0;20;0;0;0;250;210;200;1;7;12;0;16448;15;0;0;100;34;40;30;1;0;0;0;0;0;0;1;128;1;0;0;1;True;True;False;False;False;False;False;False;5;0;35;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;2;1;-1;16842752;65537;999;3030;66048;0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
38601011;;0;10000;386010;67764229;-1;5;8;5;999;3006;0.1;-1;0;50;0;0;0;250;210;200;1;7;12;0;16448;15;0;0;100;34;45;35;1;0;0;0;0;0;0;1;128;1;0;0;1;True;True;False;False;False;False;False;False;5;0;35;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;2;1;-1;16842752;65537;999;3030;66048;0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
39000000;Fire Monk;0;10000;390000;67436547;-1;5;8;5;16;3000;0.1;0;0;18;0;0;1;85;30;20;1;7;12;0;16448;20;0;0;100;70;45;50;0;0;0;0;0;0;0;1;128;0;0;0;1;True;True;True;False;True;False;False;False;5;0;35;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;2;2;-1;33619968;131073;5;3014;66048;0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
39000200;;0;10000;390000;67436547;-1;5;8;5;16;3000;0.1;0;0;18;0;0;1;85;30;20;1;7;12;0;16448;20;0;0;100;70;45;50;0;0;0;0;0;0;0;1;128;0;0;0;1;True;True;True;False;True;False;False;False;5;0;35;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;2;1;-1;16842752;65537;5;3014;66048;0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
39001000;Fire Monk;0;10000;390010;67436547;-1;5;8;5;16;3000;0.1;0;0;18;0;0;1;85;30;20;1;7;12;0;16448;20;0;0;100;70;45;50;0;0;0;0;0;0;0;1;128;0;0;0;1;True;True;True;False;True;False;False;False;5;0;35;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;2;2;-1;33619968;131073;5;3014;66048;0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
39001200;;0;10000;390010;67436547;-1;5;8;5;16;3000;0.1;0;0;18;0;0;1;85;30;20;1;7;12;0;16448;20;0;0;100;70;45;50;0;0;0;0;0;0;0;1;128;0;0;0;1;True;True;True;False;True;False;False;False;5;0;35;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;2;1;-1;16842752;65537;5;3014;66048;0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
39010000;Fire Monk;0;10000;390000;67436547;-1;5;8;5;16;3000;0.1;0;0;18;0;0;1;85;30;20;1;7;12;0;16448;20;0;0;100;70;45;50;0;0;0;0;0;0;0;1;128;0;0;0;1;True;True;True;False;True;False;False;False;5;0;35;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;2;2;-1;33619968;131073;5;3030;66048;0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
39011000;Godskin Monk;0;10000;390010;67436547;-1;5;8;5;16;3000;0.1;0;0;18;0;0;1;85;30;20;1;7;12;0;16448;20;0;0;100;70;45;50;0;0;0;0;0;0;0;1;128;0;0;0;1;True;True;True;False;True;False;False;False;5;0;35;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;2;2;-1;33619968;131073;5;3030;66048;0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
