Row ID;Row Name;baseWepId;gemId;reinforceLv
10850;Poison Dagger +0 - Poison Moth Flight;1001000;11900;0;
10851;Poison Longsword +0 - Poison Moth Flight;2001000;11900;0;
10854;Poison Falchion +0 - Poison Moth Flight;7001000;11900;0;
10856;Poison Uchigatana +0 - Poison Moth Flight;9001000;11900;0;
10858;Poison Rapier +0 - Poison Moth Flight;5021000;11900;0;
10900;Magic Dagger +0 - Spinning Weapon;1000800;12000;0;
10901;Magic Longsword +0 - Spinning Weapon;2000800;12000;0;
10904;Magic Falchion +0 - Spinning Weapon;7000800;12000;0;
10906;Magic Uchigatana +0 - Spinning Weapon;9000800;12000;0;
10907;Magic Twinblade +0 - Spinning Weapon;10000800;12000;0;
10908;Magic Rapier +0 - Spinning Weapon;5020800;12000;0;
10910;Magic Battle Axe +0 - Spinning Weapon;14000800;12000;0;
10912;Magic Mace +0 - Spinning Weapon;11000800;12000;0;
10914;Magic Nightrider Flail +0 - Spinning Weapon;13000800;12000;0;
10915;Magic Short Spear +0 - Spinning Weapon;16000800;12000;0;
10917;Magic Halberd +0 - Spinning Weapon;18000800;12000;0;
10918;Magic Scythe +0 - Spinning Weapon;19000800;12000;0;
10957;Quality Twinblade +0 - Storm Assault;10000300;12200;0;
10959;Quality Great epee +0 - Storm Assault;6020300;12200;0;
10965;Quality Short Spear +0 - Storm Assault;16000300;12200;0;
10966;Quality Lance +0 - Storm Assault;17060300;12200;0;
10967;Quality Halberd +0 - Storm Assault;18000300;12200;0;
11001;Quality Longsword +0 - Stormcaller;2000300;12300;0;
11002;Quality Bastard Sword +0 - Stormcaller;3000300;12300;0;
11004;Quality Falchion +0 - Stormcaller;7000300;12300;0;
11005;Quality Dismounter +0 - Stormcaller;8020300;12300;0;
11006;Quality Uchigatana +0 - Stormcaller;9000300;12300;0;
11007;Quality Twinblade +0 - Stormcaller;10000300;12300;0;
11010;Quality Battle Axe +0 - Stormcaller;14000300;12300;0;
11011;Quality Greataxe +0 - Stormcaller;15000300;12300;0;
11012;Quality Mace +0 - Stormcaller;11000300;12300;0;
11013;Quality Large Club +0 - Stormcaller;12000300;12300;0;
11014;Quality Nightrider Flail +0 - Stormcaller;13000300;12300;0;
11015;Quality Short Spear +0 - Stormcaller;16000300;12300;0;
11016;Quality Lance +0 - Stormcaller;17060300;12300;0;
11017;Quality Halberd +0 - Stormcaller;18000300;12300;0;
11018;Quality Scythe +0 - Stormcaller;19000300;12300;0;
11050;Keen Dagger +0 - Sword Dance;1000200;12400;0;
11051;Keen Longsword +0 - Sword Dance;2000200;12400;0;
11052;Keen Bastard Sword +0 - Sword Dance;3000200;12400;0;
11054;Keen Falchion +0 - Sword Dance;7000200;12400;0;
11055;Keen Dismounter +0 - Sword Dance;8020200;12400;0;
11056;Keen Uchigatana +0 - Sword Dance;9000200;12400;0;
11057;Keen Twinblade +0 - Sword Dance;10000200;12400;0;
11060;Keen Battle Axe +0 - Sword Dance;14000200;12400;0;
11061;Keen Greataxe +0 - Sword Dance;15000200;12400;0;
11067;Keen Halberd +0 - Sword Dance;18000200;12400;0;
11068;Keen Scythe +0 - Sword Dance;19000200;12400;0;
11100;Magic Dagger +0 - Glintblade Phalanx;1000800;20000;0;
11101;Magic Longsword +0 - Glintblade Phalanx;2000800;20000;0;
11102;Magic Bastard Sword +0 - Glintblade Phalanx;3000800;20000;0;
11104;Magic Falchion +0 - Glintblade Phalanx;7000800;20000;0;
11105;Magic Dismounter +0 - Glintblade Phalanx;8020800;20000;0;
11106;Magic Uchigatana +0 - Glintblade Phalanx;9000800;20000;0;
11107;Magic Twinblade +0 - Glintblade Phalanx;10000800;20000;0;
11108;Magic Rapier +0 - Glintblade Phalanx;5020800;20000;0;
11109;Magic Great epee +0 - Glintblade Phalanx;6020800;20000;0;
11115;Magic Short Spear +0 - Glintblade Phalanx;16000800;20000;0;
11116;Magic Lance +0 - Glintblade Phalanx;17060800;20000;0;
11117;Magic Halberd +0 - Glintblade Phalanx;18000800;20000;0;
11150;Sacred Dagger +0 - Sacred Blade;1000700;20100;0;
11151;Sacred Longsword +0 - Sacred Blade;2000700;20100;0;
11152;Sacred Bastard Sword +0 - Sacred Blade;3000700;20100;0;
11153;Sacred Greatsword +0 - Sacred Blade;4000700;20100;0;
11154;Sacred Falchion +0 - Sacred Blade;7000700;20100;0;
11155;Sacred Dismounter +0 - Sacred Blade;8020700;20100;0;
11156;Sacred Uchigatana +0 - Sacred Blade;9000700;20100;0;
11157;Sacred Twinblade +0 - Sacred Blade;10000700;20100;0;
11158;Sacred Rapier +0 - Sacred Blade;5020700;20100;0;
11159;Sacred Great epee +0 - Sacred Blade;6020700;20100;0;
11160;Sacred Battle Axe +0 - Sacred Blade;14000700;20100;0;
11161;Sacred Greataxe +0 - Sacred Blade;15000700;20100;0;
11162;Sacred Mace +0 - Sacred Blade;11000700;20100;0;
11163;Sacred Large Club +0 - Sacred Blade;12000700;20100;0;
11164;Sacred Nightrider Flail +0 - Sacred Blade;13000700;20100;0;
11165;Sacred Short Spear +0 - Sacred Blade;16000700;20100;0;
11166;Sacred Lance +0 - Sacred Blade;17060700;20100;0;
11167;Sacred Halberd +0 - Sacred Blade;18000700;20100;0;
11168;Sacred Scythe +0 - Sacred Blade;19000700;20100;0;
11169;Sacred Caestus +0 - Sacred Blade;21000700;20100;0;
11170;Sacred Hookclaws +0 - Sacred Blade;22000700;20100;0;
11172;Sacred Duelist Greataxe +0 - Sacred Blade;23040700;20100;0;
11207;Cold Twinblade +0 - Ice Spear;10000900;20200;0;
11215;Cold Short Spear +0 - Ice Spear;16000900;20200;0;
11216;Cold Lance +0 - Ice Spear;17060900;20200;0;
11217;Cold Halberd +0 - Ice Spear;18000900;20200;0;
11250;Magic Dagger +0 - Glintstone Pebble;1000800;20300;0;
11251;Magic Longsword +0 - Glintstone Pebble;2000800;20300;0;
11252;Magic Bastard Sword +0 - Glintstone Pebble;3000800;20300;0;
11254;Magic Falchion +0 - Glintstone Pebble;7000800;20300;0;
11255;Magic Dismounter +0 - Glintstone Pebble;8020800;20300;0;
11256;Magic Uchigatana +0 - Glintstone Pebble;9000800;20300;0;
11257;Magic Twinblade +0 - Glintstone Pebble;10000800;20300;0;
11258;Magic Rapier +0 - Glintstone Pebble;5020800;20300;0;
11259;Magic Great epee +0 - Glintstone Pebble;6020800;20300;0;
11265;Magic Short Spear +0 - Glintstone Pebble;16000800;20300;0;
11266;Magic Lance +0 - Glintstone Pebble;17060800;20300;0;
11267;Magic Halberd +0 - Glintstone Pebble;18000800;20300;0;
11300;Blood Dagger +0 - Bloody Slash;1001100;20400;0;
11301;Bloody Longsword +0 - Bloody Slash;2001100;20400;0;
11302;Bloody Bastard Sword +0 - Bloody Slash;3001100;20400;0;
11304;Blood Falchion +0 - Bloody Slash;7001100;20400;0;
11305;Blood Dismounter +0 - Bloody Slash;8021100;20400;0;
11306;Blood Uchigatana +0 - Bloody Slash;9001100;20400;0;
11307;Bloody Twinblade +0 - Bloody Slash;10001100;20400;0;
11308;Blood Rapier +0 - Bloody Slash;5021100;20400;0;
11309;Blood Great epee +0 - Bloody Slash;6021100;20400;0;
11369;Blood Caestus +0 - Lifesteal Fist;21001100;20500;0;
11370;Blood Hookclaws +0 - Lifesteal Fist;22001100;20500;0;
11402;Fire Bastard Sword +0 - Eruption;3000400;20700;0;
11403;Fire Greatsword +0 - Eruption;4000400;20700;0;
11405;Fire Dismounter +0 - Eruption;8020400;20700;0;
11411;Fire Greataxe +0 - Eruption;15000400;20700;0;
11413;Fire Large Club +0 - Eruption;12000400;20700;0;
11422;Fire Duelist Greataxe +0 - Eruption;23040400;20700;0;
11460;Sacred Battle Axe +0 - Prayerful Strike;14000700;20800;0;
11461;Sacred Greataxe +0 - Prayerful Strike;15000700;20800;0;
11462;Sacred Mace +0 - Prayerful Strike;11000700;20800;0;
11463;Sacred Large Club +0 - Prayerful Strike;12000700;20800;0;
11464;Sacred Nightrider Flail +0 - Prayerful Strike;13000700;20800;0;
11472;Sacred Duelist Greataxe +0 - Prayerful Strike;23040700;20800;0;
11501;Magic Longsword +0 - Gravitas;2000800;20900;0;
11502;Magic Bastard Sword +0 - Gravitas;3000800;20900;0;
11503;Magic Greatsword +0 - Gravitas;4000800;20900;0;
11504;Magic Falchion +0 - Gravitas;7000800;20900;0;
11505;Magic Dismounter +0 - Gravitas;8020800;20900;0;
11506;Magic Uchigatana +0 - Gravitas;9000800;20900;0;
11507;Magic Twinblade +0 - Gravitas;10000800;20900;0;
11508;Magic Rapier +0 - Gravitas;5020800;20900;0;
11509;Magic Great epee +0 - Gravitas;6020800;20900;0;
11510;Magic Battle Axe +0 - Gravitas;14000800;20900;0;
11511;Magic Greataxe +0 - Gravitas;15000800;20900;0;
11512;Magic Mace +0 - Gravitas;11000800;20900;0;
11513;Magic Large Club +0 - Gravitas;12000800;20900;0;
11514;Magic Nightrider Flail +0 - Gravitas;13000800;20900;0;
11515;Magic Short Spear +0 - Gravitas;16000800;20900;0;
11516;Magic Lance +0 - Gravitas;17060800;20900;0;
11517;Magic Halberd +0 - Gravitas;18000800;20900;0;
11518;Magic Scythe +0 - Gravitas;19000800;20900;0;
11522;Magic Duelist Greataxe +0 - Gravitas;23040800;20900;0;
11550;Quality Dagger +0 - Storm Blade;1000300;21000;0;
11551;Quality Longsword +0 - Storm Blade;2000300;21000;0;
11552;Quality Bastard Sword +0 - Storm Blade;3000300;21000;0;
11554;Quality Falchion +0 - Storm Blade;7000300;21000;0;
11555;Quality Dismounter +0 - Storm Blade;8020300;21000;0;
11556;Quality Uchigatana +0 - Storm Blade;9000300;21000;0;
11558;Quality Rapier +0 - Storm Blade;5020300;21000;0;
11603;Heavy Greatsword +0 - Earthshaker;4000100;21200;0;
11611;Heavy Greataxe +0 - Earthshaker;15000100;21200;0;
11613;Heavy Large Club +0 - Earthshaker;12000100;21200;0;
11616;Heavy Lance +0 - Earthshaker;17060100;21200;0;
11622;Heavy Duelist Greataxe +0 - Earthshaker;23040100;21200;0;
11653;Sacred Greatsword +0 - Golden Land;4000700;21300;0;
11661;Sacred Greataxe +0 - Golden Land;15000700;21300;0;
11663;Sacred Large Club +0 - Golden Land;12000700;21300;0;
11666;Sacred Lance +0 - Golden Land;17060700;21300;0;
11672;Sacred Duelist Greataxe +0 - Golden Land;23040700;21300;0;
11700;Fire Dagger +0 - Flaming Strike;1000400;21400;0;
11701;Fire Longsword +0 - Flaming Strike;2000400;21400;0;
11702;Fire Bastard Sword +0 - Flaming Strike;3000400;21400;0;
11703;Fire Greatsword +0 - Flaming Strike;4000400;21400;0;
11704;Fire Falchion +0 - Flaming Strike;7000400;21400;0;
11705;Fire Dismounter +0 - Flaming Strike;8020400;21400;0;
11706;Fire Uchigatana +0 - Flaming Strike;9000400;21400;0;
11707;Fire Twinblade +0 - Flaming Strike;10000400;21400;0;
11708;Fire Rapier +0 - Flaming Strike;5020400;21400;0;
11709;Fire Great epee +0 - Flaming Strike;6020400;21400;0;
11710;Fire Battle Axe +0 - Flaming Strike;14000400;21400;0;
11711;Fire Greataxe +0 - Flaming Strike;15000400;21400;0;
11712;Fire Mace +0 - Flaming Strike;11000400;21400;0;
11713;Fire Large Club +0 - Flaming Strike;12000400;21400;0;
11714;Fire Nightrider Flail +0 - Flaming Strike;13000400;21400;0;
11715;Fire Short Spear +0 - Flaming Strike;16000400;21400;0;
11716;Fire Lance +0 - Flaming Strike;17060400;21400;0;
11717;Fire Halberd +0 - Flaming Strike;18000400;21400;0;
11718;Fire Scythe +0 - Flaming Strike;19000400;21400;0;
11719;Fire Caestus +0 - Flaming Strike;21000400;21400;0;
11720;Fire Hookclaws +0 - Flaming Strike;22000400;21400;0;
11722;Fire Duelist Greataxe +0 - Flaming Strike;23040400;21400;0;
11750;Lightning Dagger +0 - Thunderbolt;1000600;21600;0;
11751;Lightning Longsword +0 - Thunderbolt;2000600;21600;0;
11752;Lightning Bastard Sword +0 - Thunderbolt;3000600;21600;0;
11753;Lightning Greatsword +0 - Thunderbolt;4000600;21600;0;
11754;Lightning Falchion +0 - Thunderbolt;7000600;21600;0;
11755;Lightning Dismounter +0 - Thunderbolt;8020600;21600;0;
11756;Lightning Uchigatana +0 - Thunderbolt;9000600;21600;0;
11757;Lightning Twinblade +0 - Thunderbolt;10000600;21600;0;
11758;Lightning Rapier +0 - Thunderbolt;5020600;21600;0;
11759;Lightning Great epee +0 - Thunderbolt;6020600;21600;0;
11760;Lightning Battle Axe +0 - Thunderbolt;14000600;21600;0;
11761;Lightning Greataxe +0 - Thunderbolt;15000600;21600;0;
11762;Lightning Mace +0 - Thunderbolt;11000600;21600;0;
11763;Lightning Large Club +0 - Thunderbolt;12000600;21600;0;
11764;Lightning Nightrider Flail +0 - Thunderbolt;13000600;21600;0;
11765;Lightning Short Spear +0 - Thunderbolt;16000600;21600;0;
11766;Lightning Lance +0 - Thunderbolt;17060600;21600;0;
11767;Lightning Halberd +0 - Thunderbolt;18000600;21600;0;
11768;Lightning Scythe +0 - Thunderbolt;19000600;21600;0;
11769;Lightning Caestus +0 - Thunderbolt;21000600;21600;0;
11770;Lightning Hookclaws +0 - Thunderbolt;22000600;21600;0;
11771;Lightning Whip +0 - Thunderbolt;20000600;21600;0;
11772;Lightning Duelist Greataxe +0 - Thunderbolt;23040600;21600;0;
11800;Lightning Dagger +0 - Lightning Slash;1000600;21700;0;
11801;Lightning Longsword +0 - Lightning Slash;2000600;21700;0;
11802;Lightning Bastard Sword +0 - Lightning Slash;3000600;21700;0;
11803;Lightning Greatsword +0 - Lightning Slash;4000600;21700;0;
11804;Lightning Falchion +0 - Lightning Slash;7000600;21700;0;
11805;Lightning Dismounter +0 - Lightning Slash;8020600;21700;0;
11806;Lightning Uchigatana +0 - Lightning Slash;9000600;21700;0;
11807;Lightning Twinblade +0 - Lightning Slash;10000600;21700;0;
11808;Lightning Rapier +0 - Lightning Slash;5020600;21700;0;
11809;Lightning Great epee +0 - Lightning Slash;6020600;21700;0;
11810;Lightning Battle Axe +0 - Lightning Slash;14000600;21700;0;
11811;Lightning Greataxe +0 - Lightning Slash;15000600;21700;0;
11812;Lightning Mace +0 - Lightning Slash;11000600;21700;0;
11813;Lightning Large Club +0 - Lightning Slash;12000600;21700;0;
11814;Lightning Nightrider Flail +0 - Lightning Slash;13000600;21700;0;
11822;Lightning Duelist Greataxe +0 - Lightning Slash;23040600;21700;0;
11850;Magic Dagger +0 - Carian Grandeur;1000800;21800;0;
11851;Magic Longsword +0 - Carian Grandeur;2000800;21800;0;
11852;Magic Bastard Sword +0 - Carian Grandeur;3000800;21800;0;
11854;Magic Falchion +0 - Carian Grandeur;7000800;21800;0;
11855;Magic Dismounter +0 - Carian Grandeur;8020800;21800;0;
11856;Magic Uchigatana +0 - Carian Grandeur;9000800;21800;0;
11857;Magic Twinblade +0 - Carian Grandeur;10000800;21800;0;
11858;Magic Rapier +0 - Carian Grandeur;5020800;21800;0;
11859;Magic Great epee +0 - Carian Grandeur;6020800;21800;0;
11900;Magic Dagger +0 - Carian Greatsword;1000800;21900;0;
11901;Magic Longsword +0 - Carian Greatsword;2000800;21900;0;
11902;Magic Bastard Sword +0 - Carian Greatsword;3000800;21900;0;
11904;Magic Falchion +0 - Carian Greatsword;7000800;21900;0;
11905;Magic Dismounter +0 - Carian Greatsword;8020800;21900;0;
11906;Magic Uchigatana +0 - Carian Greatsword;9000800;21900;0;
11907;Magic Twinblade +0 - Carian Greatsword;10000800;21900;0;
11908;Magic Rapier +0 - Carian Greatsword;5020800;21900;0;
11909;Magic Great epee +0 - Carian Greatsword;6020800;21900;0;
11950;Quality Dagger +0 - Vacuum Slice;1000300;22000;0;
11951;Quality Longsword +0 - Vacuum Slice;2000300;22000;0;
11952;Quality Bastard Sword +0 - Vacuum Slice;3000300;22000;0;
11953;Quality Greatsword +0 - Vacuum Slice;4000300;22000;0;
11954;Quality Falchion +0 - Vacuum Slice;7000300;22000;0;
11955;Quality Dismounter +0 - Vacuum Slice;8020300;22000;0;
11956;Quality Uchigatana +0 - Vacuum Slice;9000300;22000;0;
11957;Quality Twinblade +0 - Vacuum Slice;10000300;22000;0;
11958;Quality Rapier +0 - Vacuum Slice;5020300;22000;0;
11959;Quality Great epee +0 - Vacuum Slice;6020300;22000;0;
11960;Quality Battle Axe +0 - Vacuum Slice;14000300;22000;0;
11961;Quality Greataxe +0 - Vacuum Slice;15000300;22000;0;
12007;Flame Art Twinblade +0 - Black Flame Tornado;10000500;22100;0;
12015;Flame Art Short Spear +0 - Black Flame Tornado;16000500;22100;0;
12016;Flame Art Lance +0 - Black Flame Tornado;17060500;22100;0;
12017;Flame Art Halberd +0 - Black Flame Tornado;18000500;22100;0;
12018;Flame Art Scythe +0 - Black Flame Tornado;19000500;22100;0;
12065;Sacred Short Spear +0 - Sacred Ring of Light;16000700;22200;0;
12067;Sacred Halberd +0 - Sacred Ring of Light;18000700;22200;0;
12068;Sacred Scythe +0 - Sacred Ring of Light;19000700;22200;0;
12100;Blood Dagger +0 - Blood Blade;1001100;22400;0;
12101;Bloody Longsword +0 - Blood Blade;2001100;22400;0;
12104;Blood Falchion +0 - Blood Blade;7001100;22400;0;
12106;Blood Uchigatana +0 - Blood Blade;9001100;22400;0;
12107;Bloody Twinblade +0 - Blood Blade;10001100;22400;0;
12108;Blood Rapier +0 - Blood Blade;5021100;22400;0;
12157;Quality Twinblade +0 - Phantom Slash;10000300;22500;0;
12165;Quality Short Spear +0 - Phantom Slash;16000300;22500;0;
12167;Quality Halberd +0 - Phantom Slash;18000300;22500;0;
12168;Quality Scythe +0 - Phantom Slash;19000300;22500;0;
12215;Occult Short Spear +0 - Spectral Lance;16001200;22600;0;
12216;Occult Lance +0 - Spectral Lance;17061200;22600;0;
12217;Occult Halberd +0 - Spectral Lance;18001200;22600;0;
12250;Cold Dagger +0 - Chilling Mist;1000900;22700;0;
12251;Cold Longsword +0 - Chilling Mist;2000900;22700;0;
12252;Cold Bastard Sword +0 - Chilling Mist;3000900;22700;0;
12253;Cold Greatsword +0 - Chilling Mist;4000900;22700;0;
12254;Cold Falchion +0 - Chilling Mist;7000900;22700;0;
12255;Cold Dismounter +0 - Chilling Mist;8020900;22700;0;
12256;Cold Uchigatana +0 - Chilling Mist;9000900;22700;0;
12257;Cold Twinblade +0 - Chilling Mist;10000900;22700;0;
12258;Cold Rapier +0 - Chilling Mist;5020900;22700;0;
12259;Cold Great epee +0 - Chilling Mist;6020900;22700;0;
12260;Cold Battle Axe +0 - Chilling Mist;14000900;22700;0;
12261;Cold Greataxe +0 - Chilling Mist;15000900;22700;0;
12262;Cold Mace +0 - Chilling Mist;11000900;22700;0;
12263;Cold Large Club +0 - Chilling Mist;12000900;22700;0;
12264;Cold Nightrider Flail +0 - Chilling Mist;13000900;22700;0;
12265;Cold Short Spear +0 - Chilling Mist;16000900;22700;0;
12266;Cold Lance +0 - Chilling Mist;17060900;22700;0;
12267;Cold Halberd +0 - Chilling Mist;18000900;22700;0;
12268;Cold Scythe +0 - Chilling Mist;19000900;22700;0;
12269;Cold Caestus +0 - Chilling Mist;21000900;22700;0;
12270;Cold Hookclaws +0 - Chilling Mist;22000900;22700;0;
12272;Cold Duelist Greataxe +0 - Chilling Mist;23040900;22700;0;
12300;Poison Dagger +0 - Poisonous Mist;1001000;22800;0;
12301;Poison Longsword +0 - Poisonous Mist;2001000;22800;0;
12302;Poison Bastard Sword +0 - Poisonous Mist;3001000;22800;0;
12303;Poison Greatsword +0 - Poisonous Mist;4001000;22800;0;
12304;Poison Falchion +0 - Poisonous Mist;7001000;22800;0;
12305;Poison Dismounter +0 - Poisonous Mist;8021000;22800;0;
12306;Poison Uchigatana +0 - Poisonous Mist;9001000;22800;0;
12307;Poison Twinblade +0 - Poisonous Mist;10001000;22800;0;
12308;Poison Rapier +0 - Poisonous Mist;5021000;22800;0;
12309;Poison Great epee +0 - Poisonous Mist;6021000;22800;0;
12310;Poison Battle Axe +0 - Poisonous Mist;14001000;22800;0;
12311;Poison Greataxe +0 - Poisonous Mist;15001000;22800;0;
12312;Poison Mace +0 - Poisonous Mist;11001000;22800;0;
12313;Poison Large Club +0 - Poisonous Mist;12001000;22800;0;
12314;Poison Nightrider Flail +0 - Poisonous Mist;13001000;22800;0;
12315;Poison Short Spear +0 - Poisonous Mist;16001000;22800;0;
12316;Poison Lance +0 - Poisonous Mist;17061000;22800;0;
12317;Poison Halberd +0 - Poisonous Mist;18001000;22800;0;
12318;Poison Scythe +0 - Poisonous Mist;19001000;22800;0;
12319;Poison Caestus +0 - Poisonous Mist;21001000;22800;0;
12320;Poison Hookclaws +0 - Poisonous Mist;22001000;22800;0;
12322;Poison Duelist Greataxe +0 - Poisonous Mist;23041000;22800;0;
12378;Red Thorn Roundshield +0 - Shield Bash;30070000;30000;0;
12379;Kite Shield +0 - Shield Bash;31000000;30000;0;
12380;Dragon Towershield +0 - Shield Bash;32000000;30000;0;
12428;Red Thorn Roundshield +0 - Barricade Shield;30070000;30100;0;
12429;Kite Shield +0 - Barricade Shield;31000000;30100;0;
12430;Dragon Towershield +0 - Barricade Shield;32000000;30100;0;
12450;Dagger +0 - Parry;1000000;30200;0;
12454;Falchion +0 - Parry;7000000;30200;0;
12458;Rapier +0 - Parry;5020000;30200;0;
12469;Caestus +0 - Poisonous Mist;21000000;22800;0;
12470;Hookclaws +0 - Poisonous Mist;22000000;22800;0;
12478;Red Thorn Roundshield +0 - Parry;30070000;30200;0;
12479;Kite Shield +0 - Parry;31000000;30200;0;
12528;Red Thorn Roundshield +0 - Carian Retaliation;30070000;30500;0;
12529;Kite Shield +0 - Carian Retaliation;31000000;30500;0;
12578;Red Thorn Roundshield +0 - Storm Wall;30070000;30600;0;
12579;Kite Shield +0 - Storm Wall;31000000;30600;0;
12628;Red Thorn Roundshield +0 - Golden Parry;30070000;30700;0;
12629;Kite Shield +0 - Golden Parry;31000000;30700;0;
12678;Red Thorn Roundshield +0 - Shield Crash;30070000;30800;0;
12679;Kite Shield +0 - Shield Crash;31000000;30800;0;
12680;Dragon Towershield +0 - Shield Crash;32000000;30800;0;
12728;Red Thorn Roundshield +0 - No Skill;30070000;30900;0;
12729;Kite Shield +0 - No Skill;31000000;30900;0;
12730;Dragon Towershield +0 - No Skill;32000000;30900;0;
12731;Torch +0 - No Skill;24000000;30900;0;
12778;Red Thorn Roundshield +0 - Thops's Barrier;30070000;31000;0;
12779;Kite Shield +0 - Thops's Barrier;31000000;31000;0;
12825;Greatbow +0 - Through and Through;42040000;40000;0;
12873;Composite Bow +0 - Barrage;40050000;40100;0;
12874;Longbow +0 - Barrage;41000000;40100;0;
12923;Composite Bow +0 - Mighty Shot;40050000;40200;0;
12924;Longbow +0 - Mighty Shot;41000000;40200;0;
12973;Composite Bow +0 - Enchanted Shot;40050000;40400;0;
12974;Longbow +0 - Enchanted Shot;41000000;40400;0;
13023;Composite Bow +0 - Sky Shot;40050000;40500;0;
13024;Longbow +0 - Sky Shot;41000000;40500;0;
13073;Composite Bow +0 - Rain of Arrows;40050000;40600;0;
13074;Longbow +0 - Rain of Arrows;41000000;40600;0;
13075;Greatbow +0 - Rain of Arrows;42040000;40600;0;
13100;Cold Dagger +0 - Hoarfrost Stomp;1000900;50100;0;
13101;Cold Longsword +0 - Hoarfrost Stomp;2000900;50100;0;
13102;Cold Bastard Sword +0 - Hoarfrost Stomp;3000900;50100;0;
13103;Cold Greatsword +0 - Hoarfrost Stomp;4000900;50100;0;
13104;Cold Falchion +0 - Hoarfrost Stomp;7000900;50100;0;
13105;Cold Dismounter +0 - Hoarfrost Stomp;8020900;50100;0;
13106;Cold Uchigatana +0 - Hoarfrost Stomp;9000900;50100;0;
13107;Cold Twinblade +0 - Hoarfrost Stomp;10000900;50100;0;
13108;Cold Rapier +0 - Hoarfrost Stomp;5020900;50100;0;
13109;Cold Great epee +0 - Hoarfrost Stomp;6020900;50100;0;
13110;Cold Battle Axe +0 - Hoarfrost Stomp;14000900;50100;0;
13111;Cold Greataxe +0 - Hoarfrost Stomp;15000900;50100;0;
13112;Cold Mace +0 - Hoarfrost Stomp;11000900;50100;0;
13113;Cold Large Club +0 - Hoarfrost Stomp;12000900;50100;0;
13114;Cold Nightrider Flail +0 - Hoarfrost Stomp;13000900;50100;0;
13115;Cold Short Spear +0 - Hoarfrost Stomp;16000900;50100;0;
13116;Cold Lance +0 - Hoarfrost Stomp;17060900;50100;0;
13117;Cold Halberd +0 - Hoarfrost Stomp;18000900;50100;0;
13118;Cold Scythe +0 - Hoarfrost Stomp;19000900;50100;0;
13119;Cold Caestus +0 - Hoarfrost Stomp;21000900;50100;0;
13120;Cold Hookclaws +0 - Hoarfrost Stomp;22000900;50100;0;
13121;Cold Whip +0 - Hoarfrost Stomp;20000900;50100;0;
13122;Cold Duelist Greataxe +0 - Hoarfrost Stomp;23040900;50100;0;
13150;Quality Dagger +0 - Storm Stomp;1000300;50200;0;
13151;Quality Longsword +0 - Storm Stomp;2000300;50200;0;
13152;Quality Bastard Sword +0 - Storm Stomp;3000300;50200;0;
13153;Quality Greatsword +0 - Storm Stomp;4000300;50200;0;
13154;Quality Falchion +0 - Storm Stomp;7000300;50200;0;
13155;Quality Dismounter +0 - Storm Stomp;8020300;50200;0;
13156;Quality Uchigatana +0 - Storm Stomp;9000300;50200;0;
13157;Quality Twinblade +0 - Storm Stomp;10000300;50200;0;
13158;Quality Rapier +0 - Storm Stomp;5020300;50200;0;
13159;Quality Great epee +0 - Storm Stomp;6020300;50200;0;
13160;Quality Battle Axe +0 - Storm Stomp;14000300;50200;0;
13161;Quality Greataxe +0 - Storm Stomp;15000300;50200;0;
13162;Quality Mace +0 - Storm Stomp;11000300;50200;0;
13163;Quality Large Club +0 - Storm Stomp;12000300;50200;0;
13164;Quality Nightrider Flail +0 - Storm Stomp;13000300;50200;0;
13165;Quality Short Spear +0 - Storm Stomp;16000300;50200;0;
13166;Quality Lance +0 - Storm Stomp;17060300;50200;0;
13167;Quality Halberd +0 - Storm Stomp;18000300;50200;0;
13168;Quality Scythe +0 - Storm Stomp;19000300;50200;0;
13169;Quality Caestus +0 - Storm Stomp;21000300;50200;0;
13170;Quality Hookclaws +0 - Storm Stomp;22000300;50200;0;
13171;Quality Whip +0 - Storm Stomp;20000300;50200;0;
13172;Quality Duelist Greataxe +0 - Storm Stomp;23040300;50200;0;
13200;Heavy Dagger +0 - Kick;1000100;50300;0;
13201;Heavy Longsword +0 - Kick;2000100;50300;0;
13202;Heavy Bastard Sword +0 - Kick;3000100;50300;0;
13203;Heavy Greatsword +0 - Kick;4000100;50300;0;
13204;Heavy Falchion +0 - Kick;7000100;50300;0;
13205;Heavy Dismounter +0 - Kick;8020100;50300;0;
13206;Heavy Uchigatana +0 - Kick;9000100;50300;0;
13207;Heavy Twinblade +0 - Kick;10000100;50300;0;
13208;Heavy Rapier +0 - Kick;5020100;50300;0;
13209;Heavy Great epee +0 - Kick;6020100;50300;0;
13210;Heavy Battle Axe +0 - Kick;14000100;50300;0;
13211;Heavy Greataxe +0 - Kick;15000100;50300;0;
13212;Heavy Mace +0 - Kick;11000100;50300;0;
13213;Heavy Large Club +0 - Kick;12000100;50300;0;
13214;Heavy Nightrider Flail +0 - Kick;13000100;50300;0;
13215;Heavy Short Spear +0 - Kick;16000100;50300;0;
13216;Heavy Lance +0 - Kick;17060100;50300;0;
13217;Heavy Halberd +0 - Kick;18000100;50300;0;
13218;Heavy Scythe +0 - Kick;19000100;50300;0;
13219;Heavy Caestus +0 - Kick;21000100;50300;0;
13220;Heavy Hookclaws +0 - Kick;22000100;50300;0;
13221;Heavy Whip +0 - Kick;20000100;50300;0;
13222;Heavy Duelist Greataxe +0 - Kick;23040100;50300;0;
