Row ID;Row Name;variationId;behaviorJudgeId;ezStateBehaviorType_old;refType;refId;consumeSA;stamina;consumeDurability;category;heroPoint
100500509;Thrusting Sword;500;509;1;0;500509;0;8;0;12;0;
100500510;Thrusting Sword;500;510;1;0;500510;0;13;0;12;0;
100500515;Thrusting Sword;500;515;1;0;500515;0;0;0;12;0;
100500516;Thrusting Sword;500;516;1;0;500516;0;0;0;12;0;
100500520;Thrusting Sword;500;520;1;0;500520;0;0;0;12;0;
100500530;Thrusting Sword;500;530;1;0;500530;0;13;0;12;0;
100500540;Thrusting Sword;500;540;1;0;500540;0;0;0;12;0;
100500550;Thrusting Sword;500;550;1;0;500550;0;13;0;12;0;
100500560;Thrusting Sword;500;560;1;0;500560;0;6;0;12;0;
100500561;Thrusting Sword;500;561;1;0;500561;0;7;0;12;0;
100500590;Thrusting Sword;500;590;1;0;500590;0;0;0;0;0;
100500591;Thrusting Sword - 1H - L1 - Parry;500;591;1;0;500591;0;10;0;0;0;
100500600;Thrusting Sword - Horse - R1 #1;500;600;1;0;500600;0;8;0;12;0;
100500605;Thrusting Sword - Horse - R1 #2;500;605;1;0;500605;0;8;0;12;0;
100500610;Thrusting Sword - Horse - R1 #3;500;610;1;0;500610;0;8;0;12;0;
100500630;Thrusting Sword - Horse - R2 - Hold;500;630;1;0;500630;0;0;0;12;0;
100500632;Thrusting Sword - Horse - R2 - Release;500;632;1;0;500632;0;13;0;12;0;
100500635;Thrusting Sword;500;635;1;0;500635;0;20;0;12;0;
100500640;Thrusting Sword;500;640;1;0;500640;0;0;0;12;0;
100500642;Thrusting Sword;500;642;1;0;500642;0;13;0;12;0;
100500645;Thrusting Sword;500;645;1;0;500645;0;20;0;12;0;
100500650;Thrusting Sword;500;650;1;0;500650;0;8;0;12;0;
100500660;Thrusting Sword;500;660;1;0;500660;0;13;0;12;0;
100500665;Thrusting Sword;500;665;1;0;500665;0;13;0;12;0;
100500700;Thrusting Sword - Horse - L1 #1;500;700;1;0;500700;0;8;0;12;0;
100500705;Thrusting Sword - Horse - L1 #2;500;705;1;0;500705;0;8;0;12;0;
100500710;Thrusting Sword - Horse - L1 #3;500;710;1;0;500710;0;8;0;12;0;
100500730;Thrusting Sword - Horse - L2 - Hold;500;730;1;0;500730;0;0;0;12;0;
100500732;Thrusting Sword - Horse - L2 - Release;500;732;1;0;500732;0;13;0;12;0;
100500735;Thrusting Sword;500;735;1;0;500735;0;20;0;12;0;
100500740;Thrusting Sword;500;740;1;0;500740;0;0;0;12;0;
100500742;Thrusting Sword;500;742;1;0;500742;0;13;0;12;0;
100500745;Thrusting Sword;500;745;1;0;500745;0;20;0;12;0;
100500750;Thrusting Sword;500;750;1;0;500750;0;8;0;12;0;
100500760;Thrusting Sword;500;760;1;0;500760;0;13;0;12;0;
100500765;Thrusting Sword;500;765;1;0;500765;0;13;0;12;0;
100500800;Thrusting Sword - Powerstance - R1 Combo #1 Right-hand;500;800;1;0;500800;0;5;0;1;0;
100500805;Thrusting Sword - Powerstance - R1 Combo #1 Left-hand;500;805;1;0;500805;0;5;0;2;0;
100500810;Thrusting Sword - Powerstance - R1 Combo #2 Right-hand;500;810;1;0;500810;0;5;0;1;0;
100500811;Thrusting Sword;500;811;1;0;500811;0;5;0;1;0;
100500812;Thrusting Sword;500;812;1;0;500812;0;5;0;1;0;
100500820;Thrusting Sword - Powerstance - R1 Combo #3 Right-hand;500;820;1;0;500820;0;5;0;1;0;
100500825;Thrusting Sword - Powerstance - R1 Combo #3 Left-hand;500;825;1;0;500825;0;5;0;2;0;
100500830;Thrusting Sword - Powerstance - R1 Combo #4 Right-hand;500;830;1;0;500830;0;5;0;1;0;
100500835;Thrusting Sword - Powerstance - R1 Combo #4 Left-hand;500;835;1;0;500835;0;5;0;2;0;
100500836;Thrusting Sword;500;836;1;0;500836;0;5;0;2;0;
100500860;Thrusting Sword - Powerstance - R1 - Dash Right-hand;500;860;1;0;500860;0;5;0;1;0;
100500865;Thrusting Sword - Powerstance - R1 - Dash Left-hand;500;865;1;0;500865;0;5;0;2;0;
100500870;Thrusting Sword - Powerstance - R1 - Roll Right-hand;500;870;1;0;500870;0;5;0;1;0;
100500875;Thrusting Sword - Powerstance - R1 - Roll Left-hand;500;875;1;0;500875;0;5;0;2;0;
100500880;Thrusting Sword - Powerstance - R1 - Backstep Right-hand;500;880;1;0;500880;0;5;0;1;0;
100500885;Thrusting Sword - Powerstance - R1 - Backstep Left-hand;500;885;1;0;500885;0;5;0;2;0;
100500890;Thrusting Sword - Powerstance - R1 - Jump Right-hand;500;890;1;0;500890;0;4;0;1;0;
100500891;Thrusting Sword;500;891;1;0;500891;0;4;0;1;0;
100500895;Thrusting Sword - Powerstance - R1 - Jump Left-hand;500;895;1;0;500895;0;4;0;2;0;
100501001;Frozen Needle;501;1;1;1;2540;0;15;0;1;0;
100501002;Frozen Needle;501;2;1;1;2541;0;15;0;1;0;
100501100;Frozen Needle - 1H - R2 #1;501;100;1;0;501100;0;10;0;1;0;
100501110;Frozen Needle - 1H - R2 #2;501;110;1;0;501110;0;10;0;1;0;
100501300;Frozen Needle - 2H - R2 #1;501;300;1;0;501300;0;10;0;12;0;
100501310;Frozen Needle - 2H - R2 #2;501;310;1;0;501310;0;10;0;12;0;
100502100;Rogier's Rapier - 1H - R2 #1;502;100;1;0;502100;0;5;0;1;0;
100502101;Rogier's Rapier;502;101;1;0;502101;0;5;0;1;0;
100502105;Rogier's Rapier - 1H - R2 #1 - Charged;502;105;1;0;502105;0;10;0;1;0;
100502106;Rogier's Rapier;502;106;1;0;502106;0;10;0;1;0;
100502110;Rogier's Rapier - 1H - R2 #2;502;110;1;0;502110;0;5;0;1;0;
100502111;Rogier's Rapier;502;111;1;0;502111;0;5;0;1;0;
100502115;Rogier's Rapier - 1H - R2 #2 - Charged;502;115;1;0;502115;0;10;0;1;0;
100502116;Rogier's Rapier;502;116;1;0;502116;0;10;0;1;0;
100502300;Rogier's Rapier - 2H - R2 #1;502;300;1;0;502300;0;6;0;12;0;
100502301;Rogier's Rapier;502;301;1;0;502301;0;6;0;12;0;
100502305;Rogier's Rapier - 2H - R2 #1 - Charged;502;305;1;0;502305;0;11;0;12;0;
100502306;Rogier's Rapier;502;306;1;0;502306;0;11;0;12;0;
100502310;Rogier's Rapier - 2H - R2 #2;502;310;1;0;502310;0;6;0;12;0;
100502311;Rogier's Rapier;502;311;1;0;502311;0;6;0;12;0;
100502315;Rogier's Rapier - 2H - R2 #2 - Charged;502;315;1;0;502315;0;11;0;12;0;
100502316;Rogier's Rapier;502;316;1;0;502316;0;11;0;12;0;
100503100;Estoc - Noble's Estoc - 1H - R2 #1;503;100;1;0;503100;0;10;0;1;0;
100503105;Estoc - Noble's Estoc - 1H - R2 #1 - Charged;503;105;1;0;503105;0;20;0;1;0;
100503110;Estoc - Noble's Estoc - 1H - R2 #2;503;110;1;0;503110;0;10;0;1;0;
100503115;Estoc - Noble's Estoc - 1H - R2 #2 - Charged;503;115;1;0;503115;0;20;0;1;0;
100503300;Estoc - Noble's Estoc - 2H - R2 #1;503;300;1;0;503300;0;12;0;12;0;
100503305;Estoc - Noble's Estoc - 2H - R2 #1 - Charged;503;305;1;0;503305;0;22;0;12;0;
100503310;Estoc - Noble's Estoc - 2H - R2 #2;503;310;1;0;503310;0;12;0;12;0;
100503315;Estoc - Noble's Estoc - 2H - R2 #2 - Charged;503;315;1;0;503315;0;22;0;12;0;
100600000;Heavy Thrusting Sword - 1H - R1 #1;600;0;1;0;600000;0;14;0;1;0;
100600010;Heavy Thrusting Sword - 1H - R1 #2;600;10;1;0;600010;0;14;0;1;0;
100600020;Heavy Thrusting Sword - 1H - R1 #3;600;20;1;0;600020;0;14;0;1;0;
100600030;Heavy Thrusting Sword - 1H - R1 #4;600;30;1;0;600030;0;14;0;1;0;
100600040;Heavy Thrusting Sword - 1H - R1 #5;600;40;1;0;600040;0;14;0;1;0;
100600100;Heavy Thrusting Sword - 1H - R2 #1;600;100;1;0;600100;0;24;0;1;0;
100600105;Heavy Thrusting Sword - 1H - R2 #1 - Charged;600;105;1;0;600105;0;34;0;1;0;
100600110;Heavy Thrusting Sword - 1H - R2 #2;600;110;1;0;600110;0;26;0;1;0;
100600115;Heavy Thrusting Sword - 1H - R2 #2 - Charged;600;115;1;0;600115;0;36;0;1;0;
100600120;Heavy Thrusting Sword - 1H - R1 - Dash #1;600;120;1;0;600120;0;17;0;1;0;
100600125;Heavy Thrusting Sword - 1H - R1 - Dash #2;600;125;1;0;600125;0;24;0;1;0;
100600130;Heavy Thrusting Sword - 1H - R1 - Roll;600;130;1;0;600130;0;17;0;1;0;
100600140;Heavy Thrusting Sword - 1H - R1 - Crouch;600;140;1;0;600140;0;17;0;1;0;
100600150;Heavy Thrusting Sword - 1H - R1 - Crouch;600;150;1;0;600150;0;17;0;1;0;
100600155;Heavy Thrusting Sword;600;155;1;0;600155;0;17;0;1;0;
100600160;Heavy Thrusting Sword - 1H - R1 - Jump #2;600;160;1;0;600160;0;24;0;1;0;
100600165;Heavy Thrusting Sword;600;165;1;0;600165;0;24;0;1;0;
100600170;Heavy Thrusting Sword;600;170;1;0;600170;0;14;0;1;0;
100600175;Heavy Thrusting Sword;600;175;1;0;600175;0;19;0;1;0;
100600176;Heavy Thrusting Sword;600;176;1;0;600176;0;19;0;1;0;
100600180;Heavy Thrusting Sword - 1H - R1 - Guard Counter;600;180;1;0;600180;0;24;0;1;0;
100600200;Heavy Thrusting Sword - 2H - R1 #1;600;200;1;0;600200;0;14;0;12;0;
100600210;Heavy Thrusting Sword - 2H - R1 #2;600;210;1;0;600210;0;14;0;12;0;
100600220;Heavy Thrusting Sword - 2H - R1 #3;600;220;1;0;600220;0;14;0;12;0;
100600230;Heavy Thrusting Sword - 2H - R1 #4;600;230;1;0;600230;0;14;0;12;0;
100600240;Heavy Thrusting Sword - 2H - R1 #5;600;240;1;0;600240;0;14;0;12;0;
100600300;Heavy Thrusting Sword - 2H - R2 #1;600;300;1;0;600300;0;24;0;12;0;
100600305;Heavy Thrusting Sword - 2H - R2 #1 - Charged;600;305;1;0;600305;0;34;0;12;0;
100600310;Heavy Thrusting Sword - 2H - R2 #2;600;310;1;0;600310;0;26;0;12;0;
100600315;Heavy Thrusting Sword - 2H - R2 #2 - Charged;600;315;1;0;600315;0;36;0;12;0;
100600320;Heavy Thrusting Sword - 2H - R1 - Dash #1;600;320;1;0;600320;0;17;0;12;0;
100600325;Heavy Thrusting Sword - 2H - R1 - Dash #2;600;325;1;0;600325;0;24;0;12;0;
100600330;Heavy Thrusting Sword - 2H - R1 - Roll;600;330;1;0;600330;0;17;0;12;0;
100600340;Heavy Thrusting Sword - 2H - R1 - Crouch;600;340;1;0;600340;0;17;0;12;0;
100600350;Heavy Thrusting Sword - 2H - R1 - Jump #1;600;350;1;0;600350;0;17;0;12;0;
100600355;Heavy Thrusting Sword;600;355;1;0;600355;0;17;0;12;0;
100600360;Heavy Thrusting Sword - 2H - R1 - Jump #2;600;360;1;0;600360;0;24;0;12;0;
100600365;Heavy Thrusting Sword;600;365;1;0;600365;0;24;0;12;0;
100600375;Heavy Thrusting Sword;600;375;1;0;600375;0;19;0;12;0;
100600376;Heavy Thrusting Sword;600;376;1;0;600376;0;19;0;12;0;
100600380;Heavy Thrusting Sword - 2H - R1 - Guard Counter;600;380;1;0;600380;0;24;0;12;0;
100600400;Heavy Thrusting Sword - 1H - L1 #1;600;400;1;0;600400;0;14;0;2;0;
100600410;Heavy Thrusting Sword - 1H - L1 #2;600;410;1;0;600410;0;14;0;2;0;
100600420;Heavy Thrusting Sword - 1H - L1 #3;600;420;1;0;600420;0;14;0;2;0;
100600430;Heavy Thrusting Sword - 1H - L1 #4;600;430;1;0;600430;0;14;0;2;0;
100600440;Heavy Thrusting Sword - 1H - L1 #5;600;440;1;0;600440;0;14;0;2;0;
100600460;Heavy Thrusting Sword;600;460;1;0;600460;0;0;0;0;0;
100600470;Heavy Thrusting Sword;600;470;1;0;600470;0;0;0;0;0;
100600480;Heavy Thrusting Sword;600;480;1;0;600480;0;0;0;0;0;
100600500;Heavy Thrusting Sword;600;500;1;0;600500;0;19;0;12;0;
100600505;Heavy Thrusting Sword;600;505;1;0;600505;0;0;0;12;0;
100600509;Heavy Thrusting Sword;600;509;1;0;600509;0;14;0;12;0;
100600510;Heavy Thrusting Sword;600;510;1;0;600510;0;19;0;12;0;
100600515;Heavy Thrusting Sword;600;515;1;0;600515;0;0;0;12;0;
100600516;Heavy Thrusting Sword;600;516;1;0;600516;0;0;0;12;0;
100600520;Heavy Thrusting Sword;600;520;1;0;600520;0;0;0;12;0;
100600530;Heavy Thrusting Sword;600;530;1;0;600530;0;19;0;12;0;
100600540;Heavy Thrusting Sword;600;540;1;0;600540;0;0;0;12;0;
100600550;Heavy Thrusting Sword;600;550;1;0;600550;0;19;0;12;0;
100600560;Heavy Thrusting Sword;600;560;1;0;600560;0;9;0;12;0;
100600561;Heavy Thrusting Sword;600;561;1;0;600561;0;10;0;12;0;
100600590;Heavy Thrusting Sword;600;590;1;0;600590;0;0;0;0;0;
100600591;Heavy Thrusting Sword - 1H - L1 - Parry;600;591;1;0;600591;0;10;0;0;0;
100600600;Heavy Thrusting Sword - Horse - R1 #1;600;600;1;0;600600;0;11;0;12;0;
100600605;Heavy Thrusting Sword - Horse - R1 #2;600;605;1;0;600605;0;11;0;12;0;
100600610;Heavy Thrusting Sword - Horse - R1 #3;600;610;1;0;600610;0;11;0;12;0;
100600630;Heavy Thrusting Sword - Horse - R2 - Hold;600;630;1;0;600630;0;0;0;12;0;
100600632;Heavy Thrusting Sword - Horse - R2 - Release;600;632;1;0;600632;0;39;0;12;0;
100600635;Heavy Thrusting Sword;600;635;1;0;600635;0;39;0;12;0;
100600640;Heavy Thrusting Sword;600;640;1;0;600640;0;0;0;12;0;
100600642;Heavy Thrusting Sword;600;642;1;0;600642;0;39;0;12;0;
100600645;Heavy Thrusting Sword;600;645;1;0;600645;0;39;0;12;0;
100600650;Heavy Thrusting Sword;600;650;1;0;600650;0;0;0;12;0;
100600660;Heavy Thrusting Sword;600;660;1;0;600660;0;39;0;12;0;
100600665;Heavy Thrusting Sword;600;665;1;0;600665;0;39;0;12;0;
100600700;Heavy Thrusting Sword - Horse - L1 #1;600;700;1;0;600700;0;11;0;12;0;
100600705;Heavy Thrusting Sword - Horse - L1 #2;600;705;1;0;600705;0;11;0;12;0;
100600710;Heavy Thrusting Sword - Horse - L1 #3;600;710;1;0;600710;0;11;0;12;0;
100600730;Heavy Thrusting Sword - Horse - L2 - Hold;600;730;1;0;600730;0;0;0;12;0;
100600732;Heavy Thrusting Sword - Horse - L2 - Release;600;732;1;0;600732;0;39;0;12;0;
100600735;Heavy Thrusting Sword;600;735;1;0;600735;0;39;0;12;0;
100600740;Heavy Thrusting Sword;600;740;1;0;600740;0;0;0;12;0;
100600742;Heavy Thrusting Sword;600;742;1;0;600742;0;39;0;12;0;
100600745;Heavy Thrusting Sword;600;745;1;0;600745;0;39;0;12;0;
100600750;Heavy Thrusting Sword;600;750;1;0;600750;0;0;0;12;0;
100600760;Heavy Thrusting Sword;600;760;1;0;600760;0;39;0;12;0;
100600765;Heavy Thrusting Sword;600;765;1;0;600765;0;39;0;12;0;
100600800;Heavy Thrusting Sword - Powerstance - R1 Combo #1 Right-hand;600;800;1;0;600800;0;11;0;1;0;
100600805;Heavy Thrusting Sword - Powerstance - R1 Combo #1 Left-hand;600;805;1;0;600805;0;11;0;2;0;
100600810;Heavy Thrusting Sword - Powerstance - R1 Combo #2 Right-hand;600;810;1;0;600810;0;11;0;1;0;
100600815;Heavy Thrusting Sword - Powerstance - R1 Combo #2 Left-hand;600;815;1;0;600815;0;11;0;2;0;
100600820;Heavy Thrusting Sword - Powerstance - R1 Combo #3 Right-hand;600;820;1;0;600820;0;11;0;1;0;
100600825;Heavy Thrusting Sword - Powerstance - R1 Combo #3 Left-hand;600;825;1;0;600825;0;11;0;2;0;
100600860;Heavy Thrusting Sword - Powerstance - R1 - Dash Right-hand;600;860;1;0;600860;0;9;0;1;0;
100600865;Heavy Thrusting Sword - Powerstance - R1 - Dash Left-hand;600;865;1;0;600865;0;16;0;2;0;
100600870;Heavy Thrusting Sword - Powerstance - R1 - Roll Right-hand;600;870;1;0;600870;0;11;0;1;0;
100600875;Heavy Thrusting Sword - Powerstance - R1 - Roll Left-hand;600;875;1;0;600875;0;11;0;2;0;
100600880;Heavy Thrusting Sword - Powerstance - R1 - Backstep Right-hand;600;880;1;0;600880;0;11;0;1;0;
100600885;Heavy Thrusting Sword - Powerstance - R1 - Backstep Left-hand;600;885;1;0;600885;0;11;0;2;0;
100600890;Heavy Thrusting Sword - Powerstance - R1 - Jump Right-hand;600;890;1;0;600890;0;9;0;1;0;
100600895;Heavy Thrusting Sword - Powerstance - R1 - Jump Left-hand;600;895;1;0;600895;0;16;0;2;0;
100603100;Great epee - 1H - R2 #1;603;100;1;0;601100;0;10;0;1;0;
100603105;Great epee - 1H - R2 #1 - Charged;603;105;1;0;601105;0;20;0;1;0;
100603110;Great epee - 1H - R2 #2;603;110;1;0;601110;0;10;0;1;0;
100603115;Great epee - 1H - R2 #2 - Charged;603;115;1;0;601115;0;20;0;1;0;
100603175;Great epee;603;175;1;0;601175;0;19;0;1;0;
100603176;Great epee;603;176;1;0;601176;0;19;0;1;0;
100603300;Great epee - 2H - R2 #1;603;300;1;0;601300;0;10;0;12;0;
100603305;Great epee - 2H - R2 #1 - Charged;603;305;1;0;601305;0;20;0;12;0;
100603310;Great epee - 2H - R2 #2;603;310;1;0;601310;0;10;0;12;0;
100603315;Great epee - 2H - R2 #2 - Charged;603;315;1;0;601315;0;20;0;12;0;
100603375;Great epee;603;375;1;0;601375;0;19;0;12;0;
100603376;Great epee;603;376;1;0;601376;0;19;0;12;0;
100604100;Godskin Stitcher - 1H - R2 #1;604;100;1;0;602100;0;24;0;1;0;
100604105;Godskin Stitcher - 1H - R2 #1 - Charged;604;105;1;0;602105;0;17;0;1;0;
100604106;Godskin Stitcher;604;106;1;0;602106;0;17;0;1;0;
100604110;Godskin Stitcher - 1H - R2 #2;604;110;1;0;602110;0;26;0;1;0;
100604115;Godskin Stitcher - 1H - R2 #2 - Charged;604;115;1;0;602115;0;18;0;1;0;
100604116;Godskin Stitcher;604;116;1;0;602116;0;18;0;1;0;
100604175;Godskin Stitcher;604;175;1;0;602175;0;19;0;1;0;
100604176;Godskin Stitcher;604;176;1;0;602176;0;19;0;1;0;
100604300;Godskin Stitcher - 2H - R2 #1;604;300;1;0;602300;0;24;0;12;0;
100604305;Godskin Stitcher - 2H - R2 #1 - Charged;604;305;1;0;602305;0;17;0;12;0;
100604306;Godskin Stitcher;604;306;1;0;602306;0;17;0;12;0;
100604310;Godskin Stitcher - 2H - R2 #2;604;310;1;0;602310;0;26;0;12;0;
100604315;Godskin Stitcher - 2H - R2 #2 - Charged;604;315;1;0;602315;0;18;0;12;0;
100604316;Godskin Stitcher;604;316;1;0;602316;0;18;0;12;0;
100604375;Godskin Stitcher;604;375;1;0;602375;0;19;0;12;0;
100604376;Godskin Stitcher;604;376;1;0;602376;0;19;0;12;0;
100700000;Curved Sword - 1H - R1 #1;700;0;1;0;700000;0;12;0;1;0;
100700010;Curved Sword - 1H - R1 #2;700;10;1;0;700010;0;12;0;1;0;
100700020;Curved Sword - 1H - R1 #3;700;20;1;0;700020;0;12;0;1;0;
100700030;Curved Sword - 1H - R1 #4;700;30;1;0;700030;0;12;0;1;0;
100700040;Curved Sword - 1H - R1 #5;700;40;1;0;700040;0;10;0;1;0;
100700050;Curved Sword - 1H - R1 #6;700;50;1;0;700050;0;10;0;1;0;
100700100;Curved Sword - 1H - R2 #1;700;100;1;0;700100;0;20;0;1;0;
100700105;Curved Sword - 1H - R2 #1 - Charged;700;105;1;0;700105;0;10;0;1;0;
100700106;Curved Sword;700;106;1;0;700106;0;20;0;1;0;
100700110;Curved Sword - 1H - R2 #2;700;110;1;0;700110;0;20;0;1;0;
100700115;Curved Sword - 1H - R2 #2 - Charged;700;115;1;0;700115;0;10;0;1;0;
100700116;Curved Sword;700;116;1;0;700116;0;20;0;1;0;
100700120;Curved Sword - 1H - R1 - Dash #1;700;120;1;0;700120;0;15;0;1;0;
100700125;Curved Sword - 1H - R1 - Dash #2;700;125;1;0;700125;0;20;0;1;0;
100700130;Curved Sword - 1H - R1 - Roll;700;130;1;0;700130;0;10;0;1;0;
100700140;Curved Sword - 1H - R1 - Crouch;700;140;1;0;700140;0;10;0;1;0;
100700150;Curved Sword - 1H - R1 - Crouch;700;150;1;0;700150;0;10;0;1;0;
100700155;Curved Sword;700;155;1;0;700155;0;10;0;1;0;
100700160;Curved Sword - 1H - R1 - Jump #2;700;160;1;0;700160;0;20;0;1;0;
100700165;Curved Sword;700;165;1;0;700165;0;20;0;1;0;
100700175;Curved Sword;700;175;1;0;700175;0;12;0;1;0;
100700176;Curved Sword;700;176;1;0;700176;0;12;0;1;0;
100700180;Curved Sword - 1H - R1 - Guard Counter;700;180;1;0;700180;0;20;0;1;0;
100700200;Curved Sword - 2H - R1 #1;700;200;1;0;700200;0;15;0;12;0;
100700210;Curved Sword - 2H - R1 #2;700;210;1;0;700210;0;15;0;12;0;
100700220;Curved Sword - 2H - R1 #3;700;220;1;0;700220;0;15;0;12;0;
100700230;Curved Sword - 2H - R1 #4;700;230;1;0;700230;0;15;0;12;0;
100700240;Curved Sword - 2H - R1 #5;700;240;1;0;700240;0;12;0;12;0;
100700250;Curved Sword - 2H - R1 #6;700;250;1;0;700250;0;12;0;12;0;
100700300;Curved Sword - 2H - R2 #1;700;300;1;0;700300;0;24;0;12;0;
100700305;Curved Sword - 2H - R2 #1 - Charged;700;305;1;0;700305;0;16;0;12;0;
100700306;Curved Sword;700;306;1;0;700306;0;20;0;12;0;
100700310;Curved Sword - 2H - R2 #2;700;310;1;0;700310;0;24;0;12;0;
100700315;Curved Sword - 2H - R2 #2 - Charged;700;315;1;0;700315;0;16;0;12;0;
100700316;Curved Sword;700;316;1;0;700316;0;20;0;12;0;
100700320;Curved Sword - 2H - R1 - Dash #1;700;320;1;0;700320;0;18;0;12;0;
100700325;Curved Sword - 2H - R1 - Dash #2;700;325;1;0;700325;0;24;0;12;0;
100700330;Curved Sword - 2H - R1 - Roll;700;330;1;0;700330;0;13;0;12;0;
100700340;Curved Sword - 2H - R1 - Crouch;700;340;1;0;700340;0;13;0;12;0;
100700350;Curved Sword - 2H - R1 - Jump #1;700;350;1;0;700350;0;12;0;12;0;
100700355;Curved Sword;700;355;1;0;700355;0;12;0;12;0;
100700360;Curved Sword - 2H - R1 - Jump #2;700;360;1;0;700360;0;24;0;12;0;
100700365;Curved Sword;700;365;1;0;700365;0;24;0;12;0;
100700375;Curved Sword;700;375;1;0;700375;0;15;0;12;0;
100700376;Curved Sword;700;376;1;0;700376;0;15;0;12;0;
100700380;Curved Sword - 2H - R1 - Guard Counter;700;380;1;0;700380;0;24;0;12;0;
100700400;Curved Sword - 1H - L1 #1;700;400;1;0;700400;0;12;0;2;0;
100700410;Curved Sword - 1H - L1 #2;700;410;1;0;700410;0;12;0;2;0;
100700420;Curved Sword - 1H - L1 #3;700;420;1;0;700420;0;12;0;2;0;
100700430;Curved Sword - 1H - L1 #4;700;430;1;0;700430;0;12;0;2;0;
100700440;Curved Sword - 1H - L1 #5;700;440;1;0;700440;0;10;0;2;0;
100700450;Curved Sword - 1H - L1 #6;700;450;1;0;700450;0;10;0;2;0;
100700460;Curved Sword;700;460;1;0;700460;0;0;0;0;0;
100700470;Curved Sword;700;470;1;0;700470;0;0;0;0;0;
100700480;Curved Sword;700;480;1;0;700480;0;0;0;0;0;
100700500;Curved Sword;700;500;1;0;700500;0;17;0;12;0;
100700505;Curved Sword;700;505;1;0;700505;0;0;0;1;0;
100700509;Curved Sword;700;509;1;0;700509;0;12;0;12;0;
100700510;Curved Sword;700;510;1;0;700510;0;17;0;12;0;
100700515;Curved Sword;700;515;1;0;700515;0;0;0;1;0;
100700516;Curved Sword;700;516;1;0;700516;0;0;0;1;0;
100700520;Curved Sword;700;520;1;0;700520;0;0;0;1;0;
100700530;Curved Sword;700;530;1;0;700530;0;17;0;12;0;
100700540;Curved Sword;700;540;1;0;700540;0;0;0;1;0;
100700550;Curved Sword;700;550;1;0;700550;0;17;0;12;0;
100700560;Curved Sword;700;560;1;0;700560;0;8;0;12;0;
100700561;Curved Sword;700;561;1;0;700561;0;9;0;12;0;
100700590;Curved Sword;700;590;1;0;700590;0;0;0;0;0;
100700591;Curved Sword - 1H - L1 - Parry;700;591;1;0;700591;0;10;0;0;0;
100700600;Curved Sword - Horse - R1 #1;700;600;1;0;700600;0;12;0;12;0;
100700605;Curved Sword - Horse - R1 #2;700;605;1;0;700605;0;12;0;12;0;
100700610;Curved Sword - Horse - R1 #3;700;610;1;0;700610;0;12;0;12;0;
100700630;Curved Sword - Horse - R2 - Hold;700;630;1;0;700630;0;0;0;12;0;
100700632;Curved Sword - Horse - R2 - Release;700;632;1;0;700632;0;20;0;12;0;
100700635;Curved Sword;700;635;1;0;700635;0;10;0;12;0;
100700636;Curved Sword;700;636;1;0;700636;0;20;0;12;0;
100700640;Curved Sword;700;640;1;0;700640;0;0;0;12;0;
100700642;Curved Sword;700;642;1;0;700642;0;20;0;12;0;
100700645;Curved Sword;700;645;1;0;700645;0;30;0;12;0;
100700650;Curved Sword;700;650;1;0;700650;0;12;0;12;0;
100700660;Curved Sword;700;660;1;0;700660;0;20;0;12;0;
100700665;Curved Sword;700;665;1;0;700665;0;20;0;12;0;
100700700;Curved Sword - Horse - L1 #1;700;700;1;0;700700;0;12;0;12;0;
100700705;Curved Sword - Horse - L1 #2;700;705;1;0;700705;0;12;0;12;0;
100700710;Curved Sword - Horse - L1 #3;700;710;1;0;700710;0;12;0;12;0;
100700730;Curved Sword - Horse - L2 - Hold;700;730;1;0;700730;0;0;0;12;0;
100700732;Curved Sword - Horse - L2 - Release;700;732;1;0;700732;0;20;0;12;0;
100700735;Curved Sword;700;735;1;0;700735;0;10;0;12;0;
100700736;Curved Sword;700;736;1;0;700736;0;20;0;12;0;
100700740;Curved Sword;700;740;1;0;700740;0;0;0;12;0;
100700742;Curved Sword;700;742;1;0;700742;0;20;0;12;0;
100700745;Curved Sword;700;745;1;0;700745;0;30;0;12;0;
100700750;Curved Sword;700;750;1;0;700750;0;12;0;12;0;
100700760;Curved Sword;700;760;1;0;700760;0;12;0;12;0;
100700765;Curved Sword;700;765;1;0;700765;0;12;0;12;0;
100700800;Curved Sword - Powerstance - R1 Combo #1 Right-hand;700;800;1;0;700800;0;12;0;1;0;
100700805;Curved Sword - Powerstance - R1 Combo #1 Left-hand;700;805;1;0;700805;0;12;0;2;0;
100700810;Curved Sword - Powerstance - R1 Combo #2 Right-hand;700;810;1;0;700810;0;12;0;1;0;
100700815;Curved Sword - Powerstance - R1 Combo #2 Left-hand;700;815;1;0;700815;0;12;0;2;0;
100700820;Curved Sword - Powerstance - R1 Combo #3 Right-hand;700;820;1;0;700820;0;12;0;1;0;
100700825;Curved Sword - Powerstance - R1 Combo #3 Left-hand;700;825;1;0;700825;0;12;0;2;0;
100700830;Curved Sword - Powerstance - R1 Combo #4 Right-hand;700;830;1;0;700830;0;12;0;1;0;
100700835;Curved Sword - Powerstance - R1 Combo #4 Left-hand;700;835;1;0;700835;0;12;0;2;0;
100700860;Curved Sword - Powerstance - R1 - Dash Right-hand;700;860;1;0;700860;0;7;0;1;0;
100700861;Curved Sword;700;861;1;0;700861;0;8;0;1;0;
100700865;Curved Sword - Powerstance - R1 - Dash Left-hand;700;865;1;0;700865;0;7;0;2;0;
