Row ID;Row Name;disableParam_NT;refId_default;sfxVariationId;weight;basicPrice;sellValue;behaviorId;replaceItemId;sortId;appearanceReplaceItemId;yesNoDialogMessageId;useEnableSpEffectType;potGroupId;iconId;modelId;shopLv;compTrophySedId;trophySeqId;maxNum;consumeHeroPoint;overDexterity;goodsType;refCategory;spEffectCategory;goodsUseAnim;opmeMenuType;useLimitCategory;replaceCategory;enable_live;enable_gray;enable_white;enable_black;enable_multi;disable_offline;isEquip;isConsume;isAutoEquip;isEstablishment;isOnlyOne;isDiscard;isDeposit;isDisableHand;isRemoveItem_forGameClear;isSuppleItem;isFullSuppleItem;isEnhance;isFixItem;disableMultiDropShare;disableUseAtColiseum;disableUseAtOutOfColiseum;isEnableFastUseItem;isApplySpecialEffect;syncNumVaryId;refId_1;refVirtualWepId;vagrantItemLotId;vagrantBonusEneDropItemLotId;vagrantItemEneDropItemLotId;castSfxId;fireSfxId;effectSfxId;enable_ActiveBigRune;isBonfireWarpItem;enable_Ladder;isUseMultiPlayPreparation;canMultiUse;isShieldEnchant;isWarpProhibited;isUseMultiPenaltyOnly;suppleType;autoReplenishType;isDrop;showLogCondType;isSummonHorse;showDialogCondType;isSleepCollectionItem;enableRiding;disableRiding;maxRepositoryNum;sortGroupId;isUseNoAttackRegion;saleValue;rarity;useLimitSummonBuddy;useLimitSpEffectType;aiUseJudgeId;consumeMP;consumeHP;reinforceGoodsId;reinforceMaterialId;reinforcePrice;useLevel_vowType0;useLevel_vowType1;useLevel_vowType2;useLevel_vowType3;useLevel_vowType4;useLevel_vowType5;useLevel_vowType6;useLevel_vowType7;useLevel_vowType8;useLevel_vowType9;useLevel_vowType10;useLevel_vowType11;useLevel_vowType12;useLevel_vowType13;useLevel_vowType14;useLevel_vowType15;useLevel;itemGetTutorialFlagId
1211;Bloodied Flesh;0;9300000;65;0;0;200;0;-1;521;-1;-1;0;-1;362;0;-1;-1;-1;10;0;50;0;2;0;26;0;0;0;1;1;1;1;1;0;1;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;-1;-1;-1;-1;-1;301270;301271;-1;1;0;1;1;0;0;0;0;0;2;1;1;0;2;0;1;0;999;20;1;0;1;0;0;30000000;0;-1;-1;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
1212;Sorcerous Flesh;0;9300010;65;0;0;200;0;-1;522;-1;-1;0;-1;364;0;-1;-1;-1;10;0;50;0;2;0;26;0;0;0;1;1;1;1;1;0;1;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;-1;-1;-1;-1;-1;301270;301271;-1;1;0;1;1;0;0;0;0;0;2;1;1;0;2;0;1;0;999;20;1;0;1;0;0;30000000;0;-1;-1;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
1213;Hallowed Flesh;0;9300020;65;0;0;200;0;-1;1201;-1;-1;0;-1;364;0;-1;-1;-1;10;0;50;0;2;0;26;0;0;0;1;1;1;1;1;0;1;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;-1;-1;-1;-1;-1;301270;301271;-1;1;0;1;1;0;0;0;0;0;2;1;1;0;2;0;1;0;999;20;1;0;1;0;0;30000000;0;-1;-1;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
1220;Deathsbane Jerky;1;501220;65;0;0;200;0;-1;0;-1;-1;0;-1;0;0;-1;-1;-1;10;0;50;0;2;0;26;0;0;0;1;1;1;1;1;0;1;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;-1;-1;-1;-1;-1;301330;301331;-1;1;0;1;1;0;0;0;0;0;2;1;1;0;2;0;1;0;999;255;1;0;1;0;0;30000000;0;-1;-1;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
1235;Raw Meat Dumpling;1;501235;65;0;0;100;0;-1;1250;-1;-1;0;-1;564;0;-1;-1;-1;3;0;50;0;2;0;0;0;0;0;1;1;1;1;1;0;1;1;0;0;0;1;1;0;0;0;0;0;0;1;0;0;0;0;0;-1;-1;-1;-1;-1;-1;301340;-1;1;0;1;1;0;0;0;0;0;2;1;1;0;2;0;1;0;999;20;1;0;0;0;0;30000000;0;-1;-1;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
1240;Shabriri Grape;1;-1;65;0;0;-1;0;-1;204030;-1;-1;0;-1;3052;0;-1;-1;-1;99;0;50;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;-1;-1;-1;-1;-1;-1;-1;-1;1;0;0;0;0;0;0;0;0;0;0;1;0;2;0;0;0;999;50;1;0;2;0;0;-1;0;-1;-1;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
1241;Ripe Grape;0;9300030;65;0;0;500;0;-1;2000;-1;-1;0;-1;3054;0;-1;-1;-1;3;0;50;0;2;0;26;0;0;0;1;1;1;1;1;0;1;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;-1;-1;-1;-1;-1;300730;-1;-1;1;0;1;1;0;0;0;0;0;2;1;1;0;2;0;1;0;999;20;1;0;1;0;0;30000000;0;-1;-1;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
1290;Starlight Shards;1;501290;65;0;0;50;0;-1;530;-1;-1;0;-1;3282;0;-1;-1;-1;10;0;50;0;2;0;65;0;0;0;1;1;1;1;1;0;1;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;-1;-1;-1;-1;-1;302220;302221;-1;1;0;1;1;0;0;0;0;0;2;1;1;0;2;0;1;0;999;10;1;0;2;0;0;30000000;0;-1;-1;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
1310;Immunizing White Cured Meat;1;501310;65;0;0;100;0;-1;1150;-1;-1;0;-1;568;0;-1;-1;-1;10;0;50;0;2;0;26;0;0;0;1;1;1;1;1;0;1;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;-1;-1;-1;-1;-1;301210;301211;-1;1;0;1;1;0;0;0;0;0;2;1;1;0;2;0;1;0;999;20;1;0;0;0;0;30000000;0;-1;-1;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
1320;Invigorating White Cured Meat;1;501320;65;0;0;100;0;-1;1160;-1;-1;0;-1;569;0;-1;-1;-1;10;0;50;0;2;0;26;0;0;0;1;1;1;1;1;0;1;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;-1;-1;-1;-1;-1;301220;301221;-1;1;0;1;1;0;0;0;0;0;2;1;1;0;2;0;1;0;999;20;1;0;0;0;0;30000000;0;-1;-1;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
1330;Clarifying White Cured Meat;1;501330;65;0;0;100;0;-1;1170;-1;-1;0;-1;570;0;-1;-1;-1;10;0;50;0;2;0;26;0;0;0;1;1;1;1;1;0;1;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;-1;-1;-1;-1;-1;301230;301231;-1;1;0;1;1;0;0;0;0;0;2;1;1;0;2;0;1;0;999;20;1;0;1;0;0;30000000;0;-1;-1;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
1340;Dappled White Cured Meat;1;501340;65;0;0;100;0;-1;1180;-1;-1;0;-1;571;0;-1;-1;-1;10;0;50;0;2;0;26;0;0;0;1;1;1;1;1;0;1;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;-1;-1;-1;-1;-1;301240;301241;-1;1;0;1;1;0;0;0;0;0;2;1;1;0;2;0;1;0;999;20;1;0;1;0;0;30000000;0;-1;-1;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
1350;Deathsbane White Jerky;1;501350;65;0;0;200;0;-1;0;-1;-1;0;-1;0;0;-1;-1;-1;10;0;50;0;2;0;26;0;0;0;1;1;1;1;1;0;1;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;-1;-1;-1;-1;-1;301330;301331;-1;1;0;1;1;0;0;0;0;0;2;0;1;0;2;0;1;0;999;255;1;0;1;0;0;30000000;0;-1;-1;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
1400;Fire Grease;0;3160;23;0;0;100;0;-1;6000;-1;-1;0;-1;64;0;-1;-1;-1;10;0;50;0;2;0;1;0;0;0;1;1;1;1;1;0;1;1;0;0;0;1;1;1;0;0;0;1;0;0;0;0;0;0;0;3162;-1;-1;-1;-1;-1;303000;-1;1;0;0;1;0;0;0;0;0;2;1;1;0;2;0;1;0;600;70;1;0;0;0;0;30010000;0;-1;-1;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
1410;Lightning Grease;1;3165;24;0;0;100;0;-1;6020;-1;-1;0;-1;65;0;-1;-1;-1;10;0;50;0;2;0;1;0;0;0;1;1;1;1;1;0;1;1;0;0;0;1;1;1;0;0;0;1;0;0;0;0;0;0;0;3167;-1;-1;-1;-1;-1;303010;-1;1;0;0;1;0;0;0;0;0;2;1;1;0;2;0;1;0;600;70;1;0;0;0;0;30010000;0;-1;-1;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
1420;Magic Grease;1;3170;26;0;0;100;0;-1;6010;-1;-1;0;-1;66;0;-1;-1;-1;10;0;50;0;2;0;1;0;0;0;1;1;1;1;1;0;1;1;0;0;0;1;1;1;0;0;0;1;0;0;0;0;0;0;0;3172;-1;-1;-1;-1;-1;303070;-1;1;0;0;1;0;0;0;0;0;2;1;1;0;2;0;1;0;600;70;1;0;0;0;0;30010000;0;-1;-1;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
1430;Holy Grease;1;3185;26;0;0;100;0;-1;6030;-1;-1;0;-1;605;0;-1;-1;-1;10;0;50;0;2;0;1;0;0;0;1;1;1;1;1;0;1;1;0;0;0;1;1;1;0;0;0;1;0;0;0;0;0;0;0;3187;-1;-1;-1;-1;-1;303130;-1;1;0;0;1;0;0;0;0;0;2;1;1;0;2;0;1;0;600;70;1;0;0;0;0;30010000;0;-1;-1;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
1440;Blood Grease;1;3190;26;0;0;100;0;-1;6060;-1;-1;0;-1;68;0;-1;-1;-1;10;0;50;0;2;0;1;0;0;0;1;1;1;1;1;0;1;1;0;0;0;1;1;1;0;0;0;1;0;0;0;0;0;0;0;3194;-1;-1;-1;-1;-1;303090;-1;1;0;0;1;0;0;0;0;0;2;1;1;0;2;0;1;0;600;70;1;0;0;0;0;30010000;0;-1;-1;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
1450;Soporific Grease;1;3150;26;0;0;200;0;-1;6080;-1;-1;0;-1;69;0;-1;-1;-1;10;0;50;0;2;0;1;0;0;0;1;1;1;1;1;0;1;1;0;0;0;1;1;1;0;0;0;1;0;0;0;0;0;0;0;3154;-1;-1;-1;-1;-1;303100;-1;1;0;0;1;0;0;0;0;0;2;1;1;0;2;0;1;0;600;70;1;0;1;0;0;30010000;0;-1;-1;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
1460;Poison Grease;1;3175;26;0;0;100;0;-1;6040;-1;-1;0;-1;70;0;-1;-1;-1;10;0;50;0;2;0;1;0;0;0;1;1;1;1;1;0;1;1;0;0;0;1;1;1;0;0;0;1;0;0;0;0;0;0;0;3179;-1;-1;-1;-1;-1;303060;-1;1;0;0;1;0;0;0;0;0;2;1;1;0;2;0;1;0;600;70;1;0;0;0;0;30010000;0;-1;-1;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
1470;Freezing Grease;1;3140;26;0;0;100;0;-1;6070;-1;-1;0;-1;71;0;-1;-1;-1;10;0;50;0;2;0;1;0;0;0;1;1;1;1;1;0;1;1;0;0;0;1;1;1;0;0;0;1;0;0;0;0;0;0;0;3144;-1;-1;-1;-1;-1;303110;-1;1;0;0;1;0;0;0;0;0;2;1;1;0;2;0;1;0;600;70;1;0;0;0;0;30010000;0;-1;-1;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
1480;Dragonwound Grease;1;3260;26;0;0;200;0;-1;6090;-1;-1;0;-1;621;0;-1;-1;-1;10;0;50;0;2;0;1;0;0;0;1;1;1;1;1;0;1;1;0;0;0;1;1;1;0;0;0;1;0;0;0;0;0;0;0;3262;-1;-1;-1;-1;-1;303180;-1;1;0;0;1;0;0;0;0;0;2;1;1;0;2;0;1;0;600;70;1;0;1;0;0;30010000;0;-1;-1;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
1490;Rot Grease;1;3310;26;0;0;200;0;-1;6050;-1;-1;0;-1;612;0;-1;-1;-1;10;0;50;0;2;0;1;0;0;0;1;1;1;1;1;0;1;1;0;0;0;1;1;1;0;0;0;1;0;0;0;0;0;0;0;3314;-1;-1;-1;-1;-1;303190;-1;1;0;0;1;0;0;0;0;0;2;1;1;0;2;0;1;0;600;70;1;0;1;0;0;30010000;0;-1;-1;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
1500;Drawstring Fire Grease;0;3161;23;0;0;100;0;-1;6110;-1;-1;0;-1;72;0;-1;-1;-1;30;0;50;0;2;0;16;0;0;0;1;1;1;1;1;0;1;1;0;0;0;1;1;1;0;0;0;1;0;0;0;0;1;0;0;3163;-1;-1;-1;-1;-1;303000;-1;1;0;0;1;0;0;0;0;0;2;1;1;0;2;0;1;0;600;70;1;0;0;0;0;31000000;0;-1;-1;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
1510;Drawstring Lightning Grease;1;3166;24;0;0;100;0;-1;6130;-1;-1;0;-1;73;0;-1;-1;-1;30;0;50;0;2;0;16;0;0;0;1;1;1;1;1;0;1;1;0;0;0;1;1;1;0;0;0;1;0;0;0;0;1;0;0;3168;-1;-1;-1;-1;-1;303010;-1;1;0;0;1;0;0;0;0;0;2;1;1;0;2;0;1;0;600;70;1;0;0;0;0;31000000;0;-1;-1;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
1520;Drawstring Magic Grease;1;3171;24;0;0;100;0;-1;6120;-1;-1;0;-1;74;0;-1;-1;-1;30;0;50;0;2;0;16;0;0;0;1;1;1;1;1;0;1;1;0;0;0;1;1;1;0;0;0;1;0;0;0;0;1;0;0;3173;-1;-1;-1;-1;-1;303070;-1;1;0;0;1;0;0;0;0;0;2;1;1;0;2;0;1;0;600;70;1;0;0;0;0;31000000;0;-1;-1;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
1530;Drawstring Holy Grease;1;3186;24;0;0;100;0;-1;6140;-1;-1;0;-1;614;0;-1;-1;-1;30;0;50;0;2;0;16;0;0;0;1;1;1;1;1;0;1;1;0;0;0;1;1;1;0;0;0;1;0;0;0;0;1;0;0;3188;-1;-1;-1;-1;-1;303130;-1;1;0;0;1;0;0;0;0;0;2;1;1;0;2;0;1;0;600;70;1;0;0;0;0;31000000;0;-1;-1;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
1540;Drawstring Blood Grease;1;3192;24;0;0;100;0;-1;6170;-1;-1;0;-1;76;0;-1;-1;-1;30;0;50;0;2;0;16;0;0;0;1;1;1;1;1;0;1;1;0;0;0;1;1;1;0;0;0;1;0;0;0;0;1;0;0;3196;-1;-1;-1;-1;-1;303090;-1;1;0;0;1;0;0;0;0;0;2;1;1;0;2;0;1;0;600;70;1;0;0;0;0;31000000;0;-1;-1;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
1550;Drawstring Soporific Grease;1;3152;24;0;0;200;0;-1;6180;-1;-1;0;-1;77;0;-1;-1;-1;30;0;50;0;2;0;16;0;0;0;1;1;1;1;1;0;1;1;0;0;0;1;1;1;0;0;0;1;0;0;0;0;1;0;0;3156;-1;-1;-1;-1;-1;303100;-1;1;0;0;1;0;0;0;0;0;2;1;1;0;2;0;1;0;600;70;1;0;1;0;0;31000000;0;-1;-1;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
1560;Drawstring Poison Grease;1;3177;23;0;0;100;0;-1;6150;-1;-1;0;-1;78;0;-1;-1;-1;30;0;50;0;2;0;16;0;0;0;1;1;1;1;1;0;1;1;0;0;0;1;1;1;0;0;0;1;0;0;0;0;1;0;0;3181;-1;-1;-1;-1;-1;303060;-1;1;0;0;1;0;0;0;0;0;2;1;1;0;2;0;1;0;600;70;1;0;0;0;0;31000000;0;-1;-1;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
1570;Drawstring Freezing Grease;1;3142;24;0;0;100;0;-1;999999;-1;-1;0;-1;79;0;-1;-1;-1;30;0;50;0;2;0;16;0;0;0;1;1;1;1;1;0;1;1;0;0;0;1;1;1;0;0;0;1;0;0;0;0;1;0;0;3146;-1;-1;-1;-1;-1;303110;-1;1;0;0;1;0;0;0;0;0;2;0;1;0;2;0;1;0;600;255;1;0;0;0;0;31000000;0;-1;-1;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
1590;Drawstring Rot Grease;1;3312;24;0;0;200;0;-1;6160;-1;-1;0;-1;613;0;-1;-1;-1;30;0;50;0;2;0;16;0;0;0;1;1;1;1;1;0;1;1;0;0;0;1;1;1;0;0;0;1;0;0;0;0;1;0;0;3316;-1;-1;-1;-1;-1;303190;-1;1;0;0;1;0;0;0;0;0;2;1;1;0;2;0;1;0;600;70;1;0;1;0;0;31000000;0;-1;-1;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
1690;Shield Grease;1;501690;23;0;0;100;0;-1;6100;-1;-1;0;-1;590;0;-1;-1;-1;10;0;50;0;2;0;50;0;0;0;1;1;1;1;1;0;1;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;501691;-1;-1;-1;-1;-1;303070;-1;1;0;0;1;0;1;0;0;0;2;1;1;0;2;0;0;0;600;70;1;0;0;0;0;-1;0;-1;-1;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
1700;Throwing Dagger;0;10170000;17;0;0;10;0;-1;4030;-1;-1;0;-1;80;0;-1;-1;-1;40;0;50;0;1;5;17;0;0;0;1;1;1;1;1;0;1;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0;1;0;0;-1;170000;-1;-1;-1;300000;-1;-1;1;0;0;1;0;0;0;0;0;2;1;1;0;2;0;1;0;600;50;0;0;0;0;0;10000001;0;-1;-1;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
1710;Bone Dart;0;10171000;17;0;0;10;0;-1;4000;-1;-1;0;-1;82;0;-1;-1;-1;40;0;50;0;1;5;17;0;0;0;1;1;1;1;1;0;1;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0;1;0;0;-1;171000;-1;-1;-1;300070;-1;-1;1;0;0;1;0;0;0;0;0;2;1;1;0;2;0;1;0;600;50;0;0;0;0;0;10000001;0;-1;-1;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
1720;Poisonbone Dart;1;10172000;18;0;0;10;0;-1;4010;-1;-1;0;-1;83;0;-1;-1;-1;40;0;50;0;1;5;17;0;0;0;1;1;1;1;1;0;1;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0;1;0;0;-1;172000;-1;-1;-1;300620;-1;-1;1;0;0;1;0;0;0;0;0;2;1;1;0;2;0;1;0;600;50;0;0;0;0;0;10000001;0;-1;-1;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
1730;Kukri;1;10173000;17;0;0;10;0;-1;4040;-1;-1;0;-1;84;0;-1;-1;-1;30;0;50;0;1;5;2;0;0;0;1;1;1;1;1;0;1;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;-1;173000;-1;-1;-1;300080;-1;-1;1;0;0;1;0;0;0;0;0;2;1;1;0;2;0;1;0;600;50;0;0;0;0;0;10000001;0;-1;-1;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
1740;Crystal Dart;1;10174000;17;0;0;20;0;-1;4020;-1;-1;0;-1;85;0;-1;-1;-1;40;0;50;0;1;5;17;0;0;0;1;1;1;1;1;0;1;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0;1;0;0;-1;174000;-1;-1;-1;300060;-1;-1;1;0;0;1;0;0;0;0;0;2;1;1;0;2;0;1;0;600;50;0;0;0;0;0;10000001;1;-1;-1;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
1750;Fan Daggers;1;10175000;17;0;0;20;0;-1;4050;-1;-1;0;-1;622;0;-1;-1;-1;40;0;50;0;1;5;17;0;0;0;1;1;1;1;1;0;1;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0;1;0;0;-1;175000;-1;-1;-1;300090;-1;-1;1;0;0;1;0;0;0;0;0;2;1;1;0;2;0;1;0;600;50;0;0;0;0;0;10000001;0;-1;-1;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
1760;Ruin Fragment;0;10176000;-1;0;0;10;0;-1;4060;-1;-1;0;-1;523;0;-1;-1;-1;999;0;50;0;1;5;3;0;0;0;1;1;1;1;1;0;1;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;-1;176000;-1;-1;-1;302140;-1;-1;1;0;0;1;0;0;0;0;0;2;1;1;0;2;0;1;0;999;50;0;0;0;0;0;10000002;0;-1;-1;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
1830;Explosive Stone;1;10183000;17;0;0;50;0;-1;4090;-1;-1;0;-1;702;0;-1;-1;-1;20;0;50;0;1;5;3;0;0;0;1;1;1;1;1;0;1;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;-1;183000;-1;-1;-1;300600;-1;-1;1;0;0;1;0;0;0;0;0;2;1;1;0;2;0;1;0;600;50;0;0;0;0;0;10000002;0;-1;-1;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
1831;Explosive Stone Clump;1;10183100;17;0;0;50;0;-1;4100;-1;-1;0;-1;703;0;-1;-1;-1;20;0;50;0;1;5;3;0;0;0;1;1;1;1;1;0;1;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;-1;183100;-1;-1;-1;300650;-1;-1;1;0;0;1;0;0;0;0;0;2;1;1;0;2;0;1;0;600;50;0;0;0;0;0;10000002;0;-1;-1;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
1840;Poisoned Stone;1;10184000;17;0;0;50;0;-1;4070;-1;-1;0;-1;704;0;-1;-1;-1;20;0;50;0;1;5;3;0;0;0;1;1;1;1;1;0;1;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;-1;184000;-1;-1;-1;300610;-1;-1;1;0;0;1;0;0;0;0;0;2;1;1;0;2;0;1;0;600;50;0;0;0;0;0;10000002;0;-1;-1;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
1841;Poisoned Stone Clump;1;10184100;17;0;0;50;0;-1;4080;-1;-1;0;-1;705;0;-1;-1;-1;20;0;50;0;1;5;3;0;0;0;1;1;1;1;1;0;1;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;-1;184100;-1;-1;-1;300660;-1;-1;1;0;0;1;0;0;0;0;0;2;1;1;0;2;0;1;0;600;50;0;0;0;0;0;10000002;0;-1;-1;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
2020;Rainbow Stone;0;130;-1;0;0;10;0;-1;7030;-1;-1;0;-1;90;0;-1;-1;-1;99;0;50;0;1;5;7;0;0;0;1;1;1;1;1;0;1;1;0;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;-1;-1;-1;-1;-1;302020;-1;-1;1;0;0;1;0;0;0;0;0;2;1;1;0;2;0;1;0;600;80;1;0;0;0;0;-1;0;-1;-1;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
2030;Glowstone;0;10203000;-1;0;0;10;0;-1;7040;-1;-1;0;-1;91;0;-1;-1;-1;99;0;50;0;1;5;7;0;0;0;1;1;1;1;1;0;1;1;0;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;-1;-1;-1;-1;-1;302030;-1;-1;1;0;0;1;0;0;0;0;0;2;1;1;0;2;0;1;0;600;80;1;0;0;0;0;-1;0;-1;-1;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
2040;Telescope;0;3240;41;0;0;-1;0;-1;7100;-1;-1;0;-1;92;0;-1;-1;-1;1;0;50;0;2;0;4;0;0;0;1;1;1;1;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;-1;-1;-1;-1;-1;302050;-1;-1;1;0;0;1;0;0;0;0;0;0;0;1;0;2;0;1;0;600;80;1;0;2;0;0;-1;0;-1;-1;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
2050;Grace Mimic;1;10205000;-1;0;0;10;0;-1;7070;-1;-1;0;-1;572;0;-1;-1;-1;99;0;50;0;1;5;7;0;0;0;1;1;1;1;1;0;1;1;0;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;-1;-1;-1;-1;-1;302710;-1;-1;1;0;0;1;0;0;0;0;0;2;1;1;0;2;0;1;0;600;80;1;0;0;0;0;-1;0;-1;-1;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
2070;Lantern;1;3245;41;0;0;-1;0;-1;7090;-1;-1;0;-1;93;0;-1;-1;-1;1;0;50;0;2;0;27;0;0;0;1;1;1;1;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;3246;-1;-1;-1;-1;302050;-1;-1;1;0;0;1;0;0;0;0;0;0;0;1;0;2;0;1;0;600;80;1;0;2;0;0;-1;0;-1;-1;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
2080;Blasphemous Claw;1;10208000;98;0;0;-1;0;-1;5100;-1;-1;0;-1;94;0;-1;-1;-1;1;0;50;0;1;0;62;0;0;0;1;1;1;1;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;-1;-1;-1;-1;-1;-1;-1;-1;1;0;0;1;0;0;0;0;0;0;0;1;0;2;0;0;0;600;60;0;0;3;0;0;-1;0;-1;-1;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
2090;Deathroot;1;-1;98;0;0;-1;0;-1;204300;-1;-1;0;-1;557;0;-1;-1;-1;99;0;50;1;0;0;0;0;0;0;1;1;1;1;1;0;0;1;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;-1;-1;-1;-1;-1;-1;-1;-1;1;0;0;1;0;0;0;0;0;0;0;1;0;2;0;0;0;600;50;1;0;2;0;0;-1;0;-1;-1;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
