Row ID;Row Name;disableParam_NT;msgId;voiceId;spEffectId0;motionId0;spEffectId1;motionId1;returnPos;reactionId;eventId;msgId_female;voiceId_female;lipSyncStart;lipSyncTime;timeout;talkAnimationId;isForceDisp
22301104;What made you go and do a thing like that...;0;223011030;223011030;-1;-1;-1;-1;0;-1;-1;223011030;223011030;0;-1;-1;-1;0;
22301105;My mum was a seamstress...;0;223011040;223011040;-1;-1;-1;-1;0;-1;-1;223011040;223011040;0;-1;-1;-1;0;
22301106;...and that sewing kit was all I had to remember her by.;0;223011050;223011050;-1;-1;-1;-1;0;-1;-1;223011050;223011050;0;-1;-1;-1;0;
22301107;I always wanted to be just like sweet old Mum.;0;223011060;223011060;-1;-1;-1;-1;0;-1;-1;223011060;223011060;0;-1;-1;-1;0;
22301108;Then, I suppose I-I can't just curl up and die, can I.;0;223011070;223011070;-1;-1;-1;-1;0;-1;-1;223011070;223011070;0;-1;-1;-1;0;
22301200;Thank you.;0;223012000;223012000;-1;-1;-1;-1;0;-1;-1;223012000;223012000;0;-1;-1;-1;0;
22301201;You're very kind.;0;223012010;223012010;-1;-1;-1;-1;0;-1;-1;223012010;223012010;0;-1;-1;-1;0;
22301202;I always wanted to be a seamster, l-like my mum.;0;223012020;223012020;-1;-1;-1;-1;0;-1;-1;223012020;223012020;0;-1;-1;-1;0;
22301203;Then, I suppose I can't just curl up and die, can I.;0;223012030;223012030;-1;-1;-1;-1;0;-1;-1;223012030;223012030;0;-1;-1;-1;0;
22302000;Good to see you! Master.;0;223020000;223020000;-1;-1;-1;-1;0;-1;-1;223020000;223020000;0;-1;-1;-1;0;
22302001;Do you remember me? Boc, the demi-human.;0;223020010;223020010;-1;-1;-1;-1;0;-1;-1;223020010;223020010;0;-1;-1;-1;0;
22302002;You helped me before, and retrieved my sewing needle.;0;223020020;223020020;-1;-1;-1;-1;0;-1;-1;223020020;223020020;0;-1;-1;-1;0;
22302003;Please, master.;0;223020030;223020030;-1;-1;-1;-1;0;-1;-1;223020030;223020030;0;-1;-1;-1;0;
22302004;Allow me to serve you, as your seamster.;0;223020040;223020040;-1;-1;-1;-1;0;-1;-1;223020040;223020040;0;-1;-1;-1;0;
22302005;I can't make nothing from scratch, but�;0;223020050;223020050;-1;-1;-1;-1;0;-1;-1;223020050;223020050;0;-1;-1;-1;0;
22302006;I'm happy to make adjustments to your garments.;0;223020060;223020060;-1;-1;-1;-1;0;-1;-1;223020060;223020060;0;-1;-1;-1;0;
22302100;Boc the seamster, at your service, Master.;0;223021000;223021000;-1;-1;-1;-1;0;-1;-1;223021000;223021000;0;-1;-1;-1;0;
22302101;Ready to make adjustments to your garments.;0;223021010;223021010;-1;-1;-1;-1;0;-1;-1;223021010;223021010;0;-1;-1;-1;0;
22302200;Oh, going so soon?;0;223022000;223022000;-1;-1;-1;-1;0;-1;-1;223022000;223022000;0;-1;-1;-1;0;
22302201;Please, do be safe on your journeys.;0;223022010;223022010;-1;-1;-1;-1;0;-1;-1;223022010;223022010;0;-1;-1;20038;0;
22302300;Master, I was wondering...;0;223023000;223023000;-1;-1;-1;-1;0;-1;-1;223023000;223023000;0;-1;-1;-1;0;
22302301;Do you ever...make adjustments to your garb yourself?;0;223023010;223023010;-1;-1;-1;-1;0;-1;-1;223023010;223023010;0;-1;-1;-1;0;
22302302;I would, well, rather you let me do the job when possible, please.;0;223023020;223023020;-1;-1;-1;-1;0;-1;-1;223023020;223023020;0;-1;-1;-1;0;
22302303;I don't ask anything in return, you know, and, well...;0;223023030;223023030;-1;-1;-1;-1;0;-1;-1;223023030;223023030;0;-1;-1;-1;0;
22302304;I am your personal seamster, after all!;0;223023040;223023040;-1;-1;-1;-1;0;-1;-1;223023040;223023040;0;-1;-1;-1;0;
22303000;Master, my apologies.;0;223030000;223030000;-1;-1;-1;-1;0;-1;-1;223030000;223030000;0;-1;-1;-1;0;
22303001;Your wardrobe includes the garb of old demigods,;0;223030010;223030010;-1;-1;-1;-1;0;-1;-1;223030010;223030010;0;-1;-1;-1;0;
22303002;and I'm afraid I can't make adjustments to them.;0;223030020;223030020;-1;-1;-1;-1;0;-1;-1;223030020;223030020;0;-1;-1;-1;0;
22303003;My mum told me once.;0;223030030;223030030;-1;-1;-1;-1;0;-1;-1;223030030;223030030;0;-1;-1;-1;0;
22303004;That a royal seamster would do them up in a jiffy.;0;223030040;223030040;-1;-1;-1;-1;0;-1;-1;223030040;223030040;0;-1;-1;-1;0;
22303005;Just wait, master. Before long, I'll be that good, too!;0;223030050;223030050;-1;-1;-1;-1;0;-1;-1;223030050;223030050;0;-1;-1;-1;0;
22303100;Is that a gift for my undeserving self?;0;223031000;223031000;-1;-1;-1;-1;0;-1;-1;223031000;223031000;0;-1;-1;-1;0;
22303101;Thank you kindly. But what on earth could it...;0;223031010;223031010;-1;-1;-1;-1;0;-1;-1;223031010;223031010;0;-1;-1;-1;0;
22303102;Oh!;0;223031020;223031020;-1;-1;-1;-1;0;-1;-1;223031020;223031020;0;0;-1;-1;0;
22303103;Amazing! I've never seen a golden needle, not in all my life!;0;223031030;223031030;-1;-1;-1;-1;0;-1;-1;223031030;223031030;0;-1;-1;-1;0;
22303104;With a spectacular royal crest, to boot...;0;223031040;223031040;-1;-1;-1;-1;0;-1;-1;223031040;223031040;0;-1;-1;-1;0;
22303105;Are you certain that this is for me?;0;223031050;223031050;-1;-1;-1;-1;0;-1;-1;223031050;223031050;0;-1;-1;-1;0;
22303106;Oh, I can hardly believe it.;0;223031060;223031060;-1;-1;-1;-1;0;-1;-1;223031060;223031060;0;-1;-1;-1;0;
22303107;Have faith in me, Master!;0;223031070;223031070;-1;-1;-1;-1;0;-1;-1;223031070;223031070;0;-1;-1;-1;0;
22303108;I'll polish my craft enough that I deserve this golden gift!;0;223031080;223031080;-1;-1;-1;-1;0;-1;-1;223031080;223031080;0;-1;-1;-1;0;
22303109;I'll be the golden seamster, Boc!;0;223031090;223031090;-1;-1;-1;-1;0;-1;-1;223031090;223031090;0;-1;-1;-1;0;
22303110;Now I'll be able to sew anything, even the threads of the demigods!;0;223031100;223031100;-1;-1;-1;-1;0;-1;-1;223031100;223031100;0;-1;-1;-1;0;
22303200;Do you think that Mum would be pleased if she knew?;0;223032000;223032000;-1;-1;-1;-1;0;-1;-1;223032000;223032000;0;-1;-1;-1;0;
22303201;That I'm as good as any royal seamster, now.;0;223032010;223032010;-1;-1;-1;-1;0;-1;-1;223032010;223032010;0;-1;-1;-1;0;
22303202;Oh, it's still not enough.;0;223032020;223032020;-1;-1;-1;-1;0;-1;-1;223032020;223032020;0;-1;-1;-1;0;
22303203;I need to learn how to sew from scratch, like her.;0;223032030;223032030;-1;-1;-1;-1;0;-1;-1;223032030;223032030;0;-1;-1;-1;0;
22304000;Master, may I ask you something?;0;223040000;223040000;-1;-1;-1;-1;0;-1;-1;223040000;223040000;0;-1;-1;-1;0;
22304001;Would you mind if I called you lord?;0;223040010;223040010;-1;-1;-1;-1;0;-1;-1;223040010;223040010;0;-1;-1;-1;0;
22304002;I heard that you and the other Tarnished seek the throne of the Elden Lord.;0;223040020;223040020;-1;-1;-1;-1;0;-1;-1;223040020;223040020;0;-1;-1;-1;0;
22304003;Well, I know that you will be the one,;0;223040030;223040030;-1;-1;-1;-1;0;-1;-1;223040030;223040030;0;-1;-1;-1;0;
22304004;and you'd make just the manner of kind-hearted lord that I'd wish for.;0;223040040;223040040;-1;-1;-1;-1;0;-1;-1;223040040;223040040;0;-1;-1;-1;0;
22304005;So, please, if you would.;0;223040050;223040050;-1;-1;-1;-1;0;-1;-1;223040050;223040050;0;-1;-1;-1;0;
22304006;Allow me to call you lord.;0;223040060;223040060;-1;-1;-1;-1;0;-1;-1;223040060;223040060;0;-1;-1;-1;0;
22304100;You don't say! Thank you, thank you!;0;223041000;223041000;-1;-1;-1;-1;0;-1;-1;223041000;223041000;0;-1;-1;-1;0;
22304101;M'lord, m'lord, m'lord!;0;223041010;223041010;-1;-1;-1;-1;0;-1;-1;223041010;223041010;0;-1;-1;-1;0;
22304102;Please, become Elden Lord.;0;223041020;223041020;-1;-1;-1;-1;0;-1;-1;223041020;223041020;0;-1;-1;-1;0;
22304103;And please, let I, Boc the seamster, remain at your side.;0;223041030;223041030;-1;-1;-1;-1;0;-1;-1;223041030;223041030;0;-1;-1;-1;0;
22304200;No, and why would you...;0;223042000;223042000;-1;-1;-1;-1;0;-1;-1;223042000;223042000;0;-1;-1;-1;0;
22304201;Forgive me, for overstepping my bounds. I didn't mean it.;0;223042010;223042010;-1;-1;-1;-1;0;-1;-1;223042010;223042010;0;-1;-1;-1;0;
22304300;Boc the seamster, at your service, m'lord.;0;223043000;223043000;-1;-1;-1;-1;0;-1;-1;223043000;223043000;0;-1;-1;-1;0;
22304301;Ready to make adjustments to your garments.;0;223043010;223043010;-1;-1;-1;-1;0;-1;-1;223043010;223043010;0;-1;-1;-1;0;
22304400;Going already, m'lord?;0;223044000;223044000;-1;-1;-1;-1;0;-1;-1;223044000;223044000;0;-1;-1;-1;0;
22304401;Please, do be safe on your journeys.;0;223044010;223044010;-1;-1;-1;-1;0;-1;-1;223044010;223044010;0;-1;-1;20038;0;
22304500;Master, did you see it?;0;223045000;223045000;-1;-1;-1;-1;0;-1;-1;223045000;223045000;0;-1;-1;-1;0;
22304501;Th-the Erdtree?;0;223045010;223045010;-1;-1;-1;-1;0;-1;-1;223045010;223045010;0;-1;-1;-1;0;
22304502;I, oh, I don't really have the words for this...;0;223045020;223045020;-1;-1;-1;-1;0;-1;-1;223045020;223045020;0;-1;-1;-1;0;
22304503;But I was so...so dazzled, I felt something stir, in my breast.;0;223045030;223045030;-1;-1;-1;-1;0;-1;-1;223045030;223045030;0;-1;-1;-1;0;
22304504;The Erdtree is waiting for you, master.;0;223045040;223045040;-1;-1;-1;-1;0;-1;-1;223045040;223045040;0;-1;-1;-1;0;
22304505;I know it, I do. I feel it in my bones.;0;223045050;223045050;-1;-1;-1;-1;0;-1;-1;223045050;223045050;0;-1;-1;-1;0;
22304600;M'lord, did you see it?;0;223046000;223046000;-1;-1;-1;-1;0;-1;-1;223046000;223046000;0;-1;-1;-1;0;
22304601;Th-the Erdtree?;0;223046010;223046010;-1;-1;-1;-1;0;-1;-1;223046010;223046010;0;-1;-1;-1;0;
22304602;I, oh, I don't really have the words for this...;0;223046020;223046020;-1;-1;-1;-1;0;-1;-1;223046020;223046020;0;-1;-1;-1;0;
22304603;But I was so...so dazzled, I felt something stir, in my breast.;0;223046030;223046030;-1;-1;-1;-1;0;-1;-1;223046030;223046030;0;-1;-1;-1;0;
22304604;The Erdtree is waiting for you, m'lord.;0;223046040;223046040;-1;-1;-1;-1;0;-1;-1;223046040;223046040;0;-1;-1;-1;0;
22304605;I know it, I do. I feel it in my bones.;0;223046050;223046050;-1;-1;-1;-1;0;-1;-1;223046050;223046050;0;-1;-1;-1;0;
22304606;O please, take the throne of Elden Lord.;0;223046060;223046060;-1;-1;-1;-1;0;-1;-1;223046060;223046060;0;-1;-1;-1;0;
22305000;M'lord... Have you ever wished you might be born again?;0;223050000;223050000;-1;-1;-1;-1;0;-1;-1;223050000;223050000;0;-1;-1;-1;0;
22305001;Well, they say that Rennala of Raya Lucaria;0;223050010;223050010;-1;-1;-1;-1;0;-1;-1;223050010;223050010;0;-1;-1;-1;0;
22305002;has the power to help people be reborn.;0;223050020;223050020;-1;-1;-1;-1;0;-1;-1;223050020;223050020;0;-1;-1;-1;0;
22305003;Oh? Me? Reborn?;0;223050030;223050030;-1;-1;-1;-1;0;-1;-1;223050030;223050030;0;-1;-1;-1;0;
22305004;Oh, look at me. When you're this ugly...;0;223050040;223050040;-1;-1;-1;-1;0;-1;-1;223050040;223050040;0;-1;-1;-1;0;
22305005;well, being reborn? It would hardly make a difference, I'm afraid.;0;223050050;223050050;-1;-1;-1;-1;0;-1;-1;223050050;223050050;0;-1;-1;-1;0;
22305400;Master... Have you ever wished you might be born again?;0;223054000;223054000;-1;-1;-1;-1;0;-1;-1;223054000;223054000;0;-1;-1;-1;0;
22305401;Well, they say that Rennala of Raya Lucaria;0;223050010;223050010;-1;-1;-1;-1;0;-1;-1;223050010;223050010;0;-1;-1;-1;0;
22305402;has the power to help people be reborn.;0;223050020;223050020;-1;-1;-1;-1;0;-1;-1;223050020;223050020;0;-1;-1;-1;0;
22305403;Oh? Me? Reborn?;0;223050030;223050030;-1;-1;-1;-1;0;-1;-1;223050030;223050030;0;-1;-1;-1;0;
22305404;Oh, look at me. When you're this ugly...;0;223050040;223050040;-1;-1;-1;-1;0;-1;-1;223050040;223050040;0;-1;-1;-1;0;
22305405;well, being reborn? It would hardly make a difference, I'm afraid.;0;223050050;223050050;-1;-1;-1;-1;0;-1;-1;223050050;223050050;0;-1;-1;-1;0;
22305100;M'lord, what's this?;0;223051000;223051000;-1;-1;-1;-1;0;-1;-1;223051000;223051000;0;-1;-1;-1;0;
22305101;Oh! Oh!;0;223051010;223051010;-1;-1;-1;-1;0;-1;-1;223051010;223051010;0;0;-1;-1;0;
22305102;It can't be� For my rebirth?;0;223051020;223051020;-1;-1;-1;-1;0;-1;-1;223051020;223051020;0;-1;-1;-1;0;
22305103;But these are precious, are you certain that it's for me?;0;223051030;223051030;-1;-1;-1;-1;0;-1;-1;223051030;223051030;0;-1;-1;-1;0;
22305104;Oh...;0;223051040;223051040;-1;-1;-1;-1;0;-1;-1;223051040;223051040;0;-1;-1;-1;0;
22305105;M'lord, how did you know?;0;223051050;223051050;-1;-1;-1;-1;0;-1;-1;223051050;223051050;0;-1;-1;-1;0;
22305106;It was my only wish, that I might honour you with a decent appearance.;0;223051060;223051060;-1;-1;-1;-1;0;-1;-1;223051060;223051060;0;-1;-1;-1;0;
22305500;Master, what's this?;0;223055000;223055000;-1;-1;-1;-1;0;-1;-1;223055000;223055000;0;-1;-1;-1;0;
22305501;Oh! Oh!;0;223051010;223051010;-1;-1;-1;-1;0;-1;-1;223051010;223051010;0;0;-1;-1;0;
22305502;It can't be� For my rebirth?;0;223051020;223051020;-1;-1;-1;-1;0;-1;-1;223051020;223051020;0;-1;-1;-1;0;
22305503;But these are precious, are you certain that it's for me?;0;223051030;223051030;-1;-1;-1;-1;0;-1;-1;223051030;223051030;0;-1;-1;-1;0;
22305504;Oh...;0;223051040;223051040;-1;-1;-1;-1;0;-1;-1;223051040;223051040;0;-1;-1;-1;0;
22305505;Master, how did you know?;0;223055050;223055050;-1;-1;-1;-1;0;-1;-1;223055050;223055050;0;-1;-1;-1;0;
22305505;Master, how did you know?;0;223051060;223051060;-1;-1;-1;-1;0;-1;-1;223051060;223051060;0;-1;-1;-1;0;
22305200;M'lord, it shouldn't take me long.;0;223052000;223052000;-1;-1;-1;-1;0;-1;-1;223052000;223052000;0;-1;-1;-1;0;
22305201;I'm off to see Rennala of Raya Lucaria.;0;223052010;223052010;-1;-1;-1;-1;0;-1;-1;223052010;223052010;0;-1;-1;-1;0;
22305202;I'll be reborn, fresh and new.;0;223052020;223052020;-1;-1;-1;-1;0;-1;-1;223052020;223052020;0;-1;-1;-1;0;
22305600;Master, it shouldn't take me long.;0;223056000;223056000;-1;-1;-1;-1;0;-1;-1;223056000;223056000;0;-1;-1;-1;0;
22305601;I'm off to see Rennala of Raya Lucaria.;0;223052010;223052010;-1;-1;-1;-1;0;-1;-1;223052010;223052010;0;-1;-1;-1;0;
22305602;I'll be reborn, fresh and new.;0;223052020;223052020;-1;-1;-1;-1;0;-1;-1;223052020;223052020;0;-1;-1;-1;0;
22305300;M'lord.;0;223053000;223053000;-1;-1;-1;-1;0;-1;-1;223053000;223053000;0;-1;-1;-1;0;
22305301;In all honesty, what do you think of me?;0;223053010;223053010;-1;-1;-1;-1;0;-1;-1;223053010;223053010;0;-1;-1;-1;0;
22305302;Am I fit to serve a lord such as you, in all my ugliness?;0;223053020;223053020;-1;-1;-1;-1;0;-1;-1;223053020;223053020;0;-1;-1;-1;0;
22305303;Must I be reborn, no matter what ill fate awaits me?;0;223053030;223053030;-1;-1;-1;-1;0;-1;-1;223053030;223053030;0;-1;-1;-1;0;
22305304;Oh, I'm such a fool.;0;223053040;223053040;-1;-1;-1;-1;0;-1;-1;223053040;223053040;0;-1;-1;-1;0;
22305305;I don't even have answers to the simplest of questions.;0;223053050;223053050;-1;-1;-1;-1;0;-1;-1;223053050;223053050;0;-1;-1;-1;0;
22305700;Master.;0;223057000;223057000;-1;-1;-1;-1;0;-1;-1;223057000;223057000;0;-1;-1;-1;0;
22305701;In all honesty, what do you think of me?;0;223053010;223053010;-1;-1;-1;-1;0;-1;-1;223053010;223053010;0;-1;-1;-1;0;
22305702;Am I fit to serve you, master, in all my ugliness?;0;223057020;223057020;-1;-1;-1;-1;0;-1;-1;223057020;223057020;0;-1;-1;-1;0;
22305703;Must I be reborn, no matter what ill fate awaits me?;0;223053030;223053030;-1;-1;-1;-1;0;-1;-1;223053030;223053030;0;-1;-1;-1;0;
22305704;Oh, I'm such a fool.;0;223053040;223053040;-1;-1;-1;-1;0;-1;-1;223053040;223053040;0;-1;-1;-1;0;
22305705;I don't even have answers to the simplest of questions.;0;223053050;223053050;-1;-1;-1;-1;0;-1;-1;223053050;223053050;0;-1;-1;-1;0;
22306000;Did I just hear my mum speaking?;0;223060000;223060000;-1;-1;-1;-1;0;-1;-1;223060000;223060000;0;-1;-1;-1;0;
22306001;Thank you very much.;0;223060010;223060010;-1;-1;-1;-1;0;-1;-1;223060010;223060010;0;-1;-1;-1;0;
22306002;Mum was always the only one who said I was beautiful.;0;223060020;223060020;-1;-1;-1;-1;0;-1;-1;223060020;223060020;0;-1;-1;-1;0;
22306003;And now, my dear lord let me hear her voice.;0;223060030;223060030;-1;-1;-1;-1;0;-1;-1;223060030;223060030;0;-1;-1;-1;0;
22306004;Please, if I may dream, just once...;0;223060040;223060040;-1;-1;-1;-1;0;-1;-1;223060040;223060040;0;-1;-1;-1;0;
22306005;Do you feel the same way my mum did, m'lord?;0;223060050;223060050;-1;-1;-1;-1;0;-1;-1;223060050;223060050;0;-1;-1;-1;0;
22306006;Do you think I'm beautiful, despite these looks?;0;223060060;223060060;-1;-1;-1;-1;0;-1;-1;223060060;223060060;0;-1;-1;-1;0;
22306100;<sob>;0;223061000;223061000;-1;-1;-1;-1;0;-1;-1;223061000;223061000;0;-1;-1;-1;0;
22306101;M'lord, my dear lord...;0;223061010;223061010;-1;-1;-1;-1;0;-1;-1;223061010;223061010;0;-1;-1;-1;0;
22306102;I, Boc the seamster, am forever in your service.;0;223061020;223061020;-1;-1;-1;-1;0;-1;-1;223061020;223061020;0;-1;-1;-1;0;
22306103;May the throne of Elden Lord be yours.;0;223061030;223061030;-1;-1;-1;-1;0;-1;-1;223061030;223061030;0;-1;-1;-1;0;
22306200;No, why on earth would you...;0;223062000;223062000;-1;-1;-1;-1;0;-1;-1;223062000;223062000;0;-1;-1;-1;0;
22306201;It was silly of me to ask. Please, forget that I did.;0;223062010;223062010;-1;-1;-1;-1;0;-1;-1;223062010;223062010;0;-1;-1;-1;0;
22306202;But I beg, don't renounce me for my appearance.;0;223062020;223062020;-1;-1;-1;-1;0;-1;-1;223062020;223062020;0;-1;-1;-1;0;
22306203;One day, I'll look every bit the servant.;0;223062030;223062030;-1;-1;-1;-1;0;-1;-1;223062030;223062030;0;-1;-1;-1;0;
22306500;Did I just hear my mum speaking?;0;223065000;223065000;-1;-1;-1;-1;0;-1;-1;223065000;223065000;0;-1;-1;-1;0;
22306501;Thank you very much.;0;223065010;223065010;-1;-1;-1;-1;0;-1;-1;223065010;223065010;0;-1;-1;-1;0;
22306502;Mum was always the only one who said I was beautiful.;0;223065020;223065020;-1;-1;-1;-1;0;-1;-1;223065020;223065020;0;-1;-1;-1;0;
22306503;And now, my kind master let me hear her voice.;0;223065030;223065030;-1;-1;-1;-1;0;-1;-1;223065030;223065030;0;-1;-1;-1;0;
22306504;Please, if I may dream, just once...;0;223065040;223065040;-1;-1;-1;-1;0;-1;-1;223065040;223065040;0;-1;-1;-1;0;
22306505;Do you feel the same way my mum did, master?;0;223065050;223065050;-1;-1;-1;-1;0;-1;-1;223065050;223065050;0;-1;-1;-1;0;
22306506;Do you think I'm beautiful, despite these looks?;0;223065060;223065060;-1;-1;-1;-1;0;-1;-1;223065060;223065060;0;-1;-1;-1;0;
22306600;<sob>;0;223066000;223066000;-1;-1;-1;-1;0;-1;-1;223066000;223066000;0;-1;-1;-1;0;
22306601;Master, kind master...;0;223066010;223066010;-1;-1;-1;-1;0;-1;-1;223066010;223066010;0;-1;-1;-1;0;
22306602;I, Boc the seamster, am forever in your service.;0;223066020;223066020;-1;-1;-1;-1;0;-1;-1;223066020;223066020;0;-1;-1;-1;0;
22306700;No, why on earth would you...;0;223067000;223067000;-1;-1;-1;-1;0;-1;-1;223067000;223067000;0;-1;-1;-1;0;
22306701;It was silly of me to ask. Please, forget that I did.;0;223067010;223067010;-1;-1;-1;-1;0;-1;-1;223067010;223067010;0;-1;-1;-1;0;
22306702;But I beg, don't renounce me for my appearance.;0;223067020;223067020;-1;-1;-1;-1;0;-1;-1;223067020;223067020;0;-1;-1;-1;0;
22306703;One day, I'll look every bit the servant.;0;223067030;223067030;-1;-1;-1;-1;0;-1;-1;223067030;223067030;0;-1;-1;-1;0;
22311000;...;0;223110000;99900001;-1;-1;-1;-1;0;-1;-1;223110000;99900001;0;-1;-1;-1;0;
22380000;Ow!;0;223800000;223800000;-1;-1;-1;-1;0;-1;-1;223800000;223800000;0;-1;-1;-1;0;
22380002;Why'd you go and do that?;0;223800010;223800010;-1;-1;-1;-1;0;-1;-1;223800010;223800010;0;-1;-1;-1;0;
22380003;It's because I'm ugly, isn't it?;0;223800020;223800020;-1;-1;-1;-1;0;-1;-1;223800020;223800020;0;-1;-1;-1;0;
22380100;Oh, now, you too, is it?;0;223801000;223801000;-1;-1;-1;-1;0;-1;-1;223801000;223801000;0;-1;-1;-1;0;
22380101;The story of my rotten life...;0;223801010;223801010;-1;-1;-1;-1;0;-1;-1;223801010;223801010;0;-1;-1;-1;0;
22380102;Ah...aaah!;0;223801020;223801020;-1;-1;-1;-1;0;-1;-1;223801020;223801020;0;-1;-1;-1;0;
22380200;No...;0;223802000;223802000;-1;-1;-1;-1;0;-1;-1;223802000;223802000;0;-1;-1;-1;0;
22380201;I never wanted this...;0;223802010;223802010;-1;-1;-1;-1;0;-1;-1;223802010;223802010;0;-1;-1;-1;0;
22380300;Mum...;0;223803000;223803000;-1;-1;-1;-1;0;-1;-1;223803000;223803000;0;-1;-1;-1;0;
22380301;I've... I've let you down...;0;223803010;223803010;-1;-1;-1;-1;0;-1;-1;223803010;223803010;0;-1;-1;-1;0;
22381000;Ow!;0;223810000;223810000;-1;-1;-1;-1;0;-1;-1;223810000;223810000;0;-1;-1;-1;0;
22381001;M-master?;0;223810010;223810010;-1;-1;-1;-1;0;-1;-1;223810010;223810010;0;-1;-1;-1;0;
22381002;Is something wrong?;0;223810020;223810020;-1;-1;-1;-1;0;-1;-1;223810020;223810020;0;-1;-1;-1;0;
22381003;It's me! Boc, the seamster!;0;223810030;223810030;-1;-1;-1;-1;0;-1;-1;223810030;223810030;0;-1;-1;-1;0;
22381100;Master, what's happened...;0;223811000;223811000;-1;-1;-1;-1;0;-1;-1;223811000;223811000;0;-1;-1;-1;0;
22381101;Did I do something wrong?;0;223811010;223811010;-1;-1;-1;-1;0;-1;-1;223811010;223811010;0;-1;-1;-1;0;
22381102;Or is it just...because I'm ugly?;0;223811020;223811020;-1;-1;-1;-1;0;-1;-1;223811020;223811020;0;-1;-1;-1;0;
22381200;Oh, my...;0;223812000;223812000;-1;-1;-1;-1;0;-1;-1;223812000;223812000;0;-1;-1;-1;0;
22381201;Master, is that the truth, your heart of hearts? My, oh my...;0;223812010;223812010;-1;-1;-1;-1;0;-1;-1;223812010;223812010;0;-1;-1;-1;0;
22381202;Ah...aaah!;0;223812020;223812020;-1;-1;-1;-1;0;-1;-1;223812020;223812020;0;-1;-1;-1;0;
22381300;Oh, master, what have I done...;0;223813000;223813000;-1;-1;-1;-1;0;-1;-1;223813000;223813000;0;-1;-1;-1;0;
22381301;Master! Master!;0;223813010;223813010;-1;-1;-1;-1;0;-1;-1;223813010;223813010;0;-1;-1;-1;0;
22381400;Master...;0;223814000;223814000;-1;-1;-1;-1;0;-1;-1;223814000;223814000;0;-1;-1;-1;0;
22381401;I've failed you...please, forgive me.;0;223814010;223814010;-1;-1;-1;-1;0;-1;-1;223814010;223814010;0;-1;-1;-1;0;
22382000;Ow!;0;223820000;223820000;-1;-1;-1;-1;0;-1;-1;223820000;223820000;0;-1;-1;-1;0;
22382001;M-m'lord?;0;223820010;223820010;-1;-1;-1;-1;0;-1;-1;223820010;223820010;0;-1;-1;-1;0;
22382002;Is something wrong?;0;223820020;223820020;-1;-1;-1;-1;0;-1;-1;223820020;223820020;0;-1;-1;-1;0;
22382003;It's me! Boc, the seamster!;0;223820030;223820030;-1;-1;-1;-1;0;-1;-1;223820030;223820030;0;-1;-1;-1;0;
22382100;M'lord, what's happened...;0;223821000;223821000;-1;-1;-1;-1;0;-1;-1;223821000;223821000;0;-1;-1;-1;0;
22382101;Did I do something wrong?;0;223821010;223821010;-1;-1;-1;-1;0;-1;-1;223821010;223821010;0;-1;-1;-1;0;
22382102;Or is it just...because I'm ugly?;0;223821020;223821020;-1;-1;-1;-1;0;-1;-1;223821020;223821020;0;-1;-1;-1;0;
22382200;Oh, my...;0;223822000;223822000;-1;-1;-1;-1;0;-1;-1;223822000;223822000;0;-1;-1;-1;0;
22382201;M'lord, is that the truth, your heart of hearts? My, oh my...;0;223822010;223822010;-1;-1;-1;-1;0;-1;-1;223822010;223822010;0;-1;-1;-1;0;
22382202;Ah...aaah!;0;223822020;223822020;-1;-1;-1;-1;0;-1;-1;223822020;223822020;0;-1;-1;-1;0;
22382300;M'lord, what have I done...;0;223823000;223823000;-1;-1;-1;-1;0;-1;-1;223823000;223823000;0;-1;-1;-1;0;
22382301;M'lord! M'lord!;0;223823010;223823010;-1;-1;-1;-1;0;-1;-1;223823010;223823010;0;-1;-1;-1;0;
22382400;M'lord...;0;223824000;223824000;-1;-1;-1;-1;0;-1;-1;223824000;223824000;0;-1;-1;-1;0;
22382401;I've failed you...please, forgive me.;0;223824010;223824010;-1;-1;-1;-1;0;-1;-1;223824010;223824010;0;-1;-1;-1;0;
22400100;Well, look at you. We don't receive many visitors.;0;224001000;224001000;-1;-1;-1;-1;0;-1;-1;224001000;224001000;0;-1;-1;-1;0;
22400101;I presume you are a Tarnished. What brings you here?;0;224001010;224001010;-1;-1;-1;-1;0;-1;-1;224001010;224001010;0;-1;-1;-1;0;
22401000;Oh, pardon me. It's hardly my place to ask, is it.;0;224010000;224010000;-1;-1;-1;-1;0;-1;-1;224010000;224010000;0;-1;-1;-1;0;
22401001;I am Iji. A blacksmith who once served the Carian royals�;0;224010010;224010010;-1;-1;-1;-1;0;-1;-1;224010010;224010010;0;-1;-1;-1;0;
22401002;An old codger who refuses to retire his rusty hammer.;0;224010020;224010020;-1;-1;-1;-1;0;-1;-1;224010020;224010020;0;-1;-1;-1;0;
22401003;So, here I am, still quietly plying my trade, on this spot.;0;224010030;224010030;-1;-1;-1;-1;0;-1;-1;224010030;224010030;0;-1;-1;-1;0;
22401004;Perhaps you'd like a display? These bones are old, but still able.;0;224010040;224010040;-1;-1;-1;-1;0;-1;-1;224010040;224010040;0;-1;-1;-1;0;
22401100;Well, it's kind of you to speak to me again.;0;224011000;224011000;-1;-1;-1;-1;0;-1;-1;224011000;224011000;0;-1;-1;-1;0;
22401101;Then I presume these old bones served their purpose, more or less?;0;224011010;224011010;-1;-1;-1;-1;0;-1;-1;224011010;224011010;0;-1;-1;-1;0;
