Row ID;Row Name;disableParam_NT;behaviorVariationId;sortId;wanderingEquipId;weight;weaponWeightRate;fixPrice;reinforcePrice;sellValue;correctStrength;correctAgility;correctMagic;correctFaith;physGuardCutRate;magGuardCutRate;fireGuardCutRate;thunGuardCutRate;spEffectBehaviorId0;spEffectBehaviorId1;spEffectBehaviorId2;residentSpEffectId;residentSpEffectId1;residentSpEffectId2;materialSetId;originEquipWep;originEquipWep1;originEquipWep2;originEquipWep3;originEquipWep4;originEquipWep5;originEquipWep6;originEquipWep7;originEquipWep8;originEquipWep9;originEquipWep10;originEquipWep11;originEquipWep12;originEquipWep13;originEquipWep14;originEquipWep15;weakA_DamageRate;weakB_DamageRate;weakC_DamageRate;weakD_DamageRate;sleepGuardResist_MaxCorrect;madnessGuardResist_MaxCorrect;saWeaponDamage;equipModelId;iconId;durability;durabilityMax;attackThrowEscape;parryDamageLife;attackBasePhysics;attackBaseMagic;attackBaseFire;attackBaseThunder;attackBaseStamina;guardAngle;saDurability;staminaGuardDef;reinforceTypeId;trophySGradeId;trophySeqId;throwAtkRate;bowDistRate;equipModelCategory;equipModelGender;weaponCategory;wepmotionCategory;guardmotionCategory;atkMaterial;defSeMaterial1;correctType_Physics;spAttribute;spAtkcategory;wepmotionOneHandId;wepmotionBothHandId;properStrength;properAgility;properMagic;properFaith;overStrength;attackBaseParry;defenseBaseParry;guardBaseRepel;attackBaseRepel;guardCutCancelRate;guardLevel;slashGuardCutRate;blowGuardCutRate;thrustGuardCutRate;poisonGuardResist;diseaseGuardResist;bloodGuardResist;curseGuardResist;atkAttribute;rightHandEquipable;leftHandEquipable;bothHandEquipable;arrowSlotEquipable;boltSlotEquipable;enableGuard;enableParry;enableMagic;enableSorcery;enableMiracle;enableVowMagic;isNormalAttackType;isBlowAttackType;isSlashAttackType;isThrustAttackType;isEnhance;isHeroPointCorrect;isCustom;disableBaseChangeReset;disableRepair;isDarkHand;simpleModelForDlc;lanternWep;isVersusGhostWep;baseChangeCategory;isDragonSlayer;isDeposit;disableMultiDropShare;isDiscard;isDrop;showLogCondType;enableThrow;showDialogCondType;disableGemAttr;defSfxMaterial1;wepCollidableType0;wepCollidableType1;postureControlId_Right;postureControlId_Left;traceSfxId0;traceDmyIdHead0;traceDmyIdTail0;traceSfxId1;traceDmyIdHead1;traceDmyIdTail1;traceSfxId2;traceDmyIdHead2;traceDmyIdTail2;traceSfxId3;traceDmyIdHead3;traceDmyIdTail3;traceSfxId4;traceDmyIdHead4;traceDmyIdTail4;traceSfxId5;traceDmyIdHead5;traceDmyIdTail5;traceSfxId6;traceDmyIdHead6;traceDmyIdTail6;traceSfxId7;traceDmyIdHead7;traceDmyIdTail7;defSfxMaterial2;defSeMaterial2;absorpParamId;toughnessCorrectRate;isValidTough_ProtSADmg;isDualBlade;isAutoEquip;isEnableEmergencyStep;invisibleOnRemo;correctType_Magic;correctType_Fire;correctType_Thunder;weakE_DamageRate;weakF_DamageRate;darkGuardCutRate;attackBaseDark;correctType_Dark;correctType_Poison;sortGroupId;atkAttribute2;sleepGuardResist;madnessGuardResist;correctType_Blood;properLuck;freezeGuardResist;autoReplenishType;swordArtsParamId;correctLuck;arrowBoltEquipId;DerivationLevelType;enchantSfxSize;wepType;physGuardCutRate_MaxCorrect;magGuardCutRate_MaxCorrect;fireGuardCutRate_MaxCorrect;thunGuardCutRate_MaxCorrect;darkGuardCutRate_MaxCorrect;poisonGuardResist_MaxCorrect;diseaseGuardResist_MaxCorrect;bloodGuardResist_MaxCorrect;curseGuardResist_MaxCorrect;freezeGuardResist_MaxCorrect;staminaGuardDef_MaxCorrect;residentSfxId_1;residentSfxId_2;residentSfxId_3;residentSfxId_4;residentSfx_DmyId_1;residentSfx_DmyId_2;residentSfx_DmyId_3;residentSfx_DmyId_4;staminaConsumptionRate;vsPlayerDmgCorrectRate_Physics;vsPlayerDmgCorrectRate_Magic;vsPlayerDmgCorrectRate_Fire;vsPlayerDmgCorrectRate_Thunder;vsPlayerDmgCorrectRate_Dark;vsPlayerDmgCorrectRate_Poison;vsPlayerDmgCorrectRate_Blood;vsPlayerDmgCorrectRate_Freeze;attainmentWepStatusStr;attainmentWepStatusDex;attainmentWepStatusMag;attainmentWepStatusFai;attainmentWepStatusLuc;attackElementCorrectId;saleValue;reinforceShopCategory;maxArrowQuantity;residentSfx_1_IsVisibleForHang;residentSfx_2_IsVisibleForHang;residentSfx_3_IsVisibleForHang;residentSfx_4_IsVisibleForHang;isSoulParamIdChange_model0;isSoulParamIdChange_model1;isSoulParamIdChange_model2;isSoulParamIdChange_model3;wepSeIdOffset;baseChangePrice;levelSyncCorrectId;correctType_Sleep;correctType_Madness;rarity;gemMountType;wepRegainHp;spEffectMsgId0;spEffectMsgId1;spEffectMsgId2;originEquipWep16;originEquipWep17;originEquipWep18;originEquipWep19;originEquipWep20;originEquipWep21;originEquipWep22;originEquipWep23;originEquipWep24;originEquipWep25;vsPlayerDmgCorrectRate_Sleep;vsPlayerDmgCorrectRate_Madness;saGuardCutRate;defMaterialVariationValue;spAttributeVariationValue;stealthAtkRate;vsPlayerDmgCorrectRate_Disease;vsPlayerDmgCorrectRate_Curse
12130900;Celebrant's Skull [Cold];1;1200;2407011;0;8.5;0;1250;550;100;36;36;36;0;63;34;34;34;-1;107600;5121300;5010601;-1;-1;0;12130000;12130000;12130000;12130000;12130000;12130000;12130000;12130000;12130000;12130000;12130000;12130000;12130000;12130000;12130000;12130000;1;1;1;1;15;15;6.5;860;10445;0;0;1;10;133;100;0;0;91;60;0;40;900;-1;-1;0;-1;7;0;5;35;2;4;153;0;10;0;2;12;18;12;0;0;99;0;0;30;80;0;2;0;0;0;19;19;19;19;1;1;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;1;1;1;1;2;0;117;2;2;7;7;401000;300;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;139;139;35;0.062;1;0;0;1;1;4;0;0;1;1;34;0;0;6;150;1;19;19;6;0;19;0;650;0;0;0;4;23;15;15;15;15;15;15;15;15;15;15;0;-1;-1;-1;-1;-1;-1;-1;-1;0.965;1;1;1;1;1;1;1;1;-1;-1;-1;-1;-1;10000;0;1;1;0;0;0;0;1;0;0;0;2;5500;310;6;6;2;2;60;6601;-1;-1;12130000;12130000;12130000;12130000;12130000;12130000;12130000;12130000;12130000;12130000;1;1;0;0;0;0;1;1;
12131000;Celebrant's Skull [Poison];1;1200;2407009;0;8.5;0;1250;550;100;38;38;0;0;63;34;34;34;-1;106100;5121300;5010601;-1;-1;0;12130000;12130000;12130000;12130000;12130000;12130000;12130000;12130000;12130000;12130000;12130000;12130000;12130000;12130000;12130000;12130000;1;1;1;1;15;15;6.5;860;10445;0;0;1;10;133;0;0;0;91;60;0;40;1000;-1;-1;0;-1;7;0;5;35;2;4;153;0;0;0;2;12;18;12;0;0;99;0;0;30;80;0;2;0;0;0;19;19;19;19;1;1;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;1;1;1;1;2;0;117;2;2;7;7;401000;300;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;139;139;35;0.062;1;0;0;1;1;0;0;0;1;1;34;0;0;6;150;1;19;19;6;0;19;0;650;30;0;0;4;23;15;15;15;15;15;15;15;15;15;15;0;-1;-1;-1;-1;-1;-1;-1;-1;0.965;1;1;1;1;1;1;1;1;-1;-1;-1;-1;-1;10013;0;1;1;0;0;0;0;1;0;0;0;2;5500;310;6;6;2;2;60;6401;-1;-1;12130000;12130000;12130000;12130000;12130000;12130000;12130000;12130000;12130000;12130000;1;1;0;0;0;0;1;1;
12131100;Celebrant's Skull [Blood];1;1200;2407010;0;8.5;0;1250;550;100;38;38;0;0;63;34;34;34;105100;-1;5121300;5010601;-1;-1;0;12130000;12130000;12130000;12130000;12130000;12130000;12130000;12130000;12130000;12130000;12130000;12130000;12130000;12130000;12130000;12130000;1;1;1;1;15;15;6.5;860;10445;0;0;1;10;133;0;0;0;91;60;0;40;1100;-1;-1;0;-1;7;0;5;35;2;4;153;0;0;0;2;12;18;12;0;0;99;0;0;30;80;0;2;0;0;0;19;19;19;19;1;1;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;1;1;1;1;2;0;117;2;2;7;7;401000;300;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;139;139;35;0.062;1;0;0;1;1;0;0;0;1;1;34;0;0;6;150;1;19;19;6;0;19;0;650;30;0;0;4;23;15;15;15;15;15;15;15;15;15;15;0;-1;-1;-1;-1;-1;-1;-1;-1;0.965;1;1;1;1;1;1;1;1;-1;-1;-1;-1;-1;10013;0;1;1;0;0;0;0;1;0;0;0;2;5500;310;6;6;2;2;60;6501;-1;-1;12130000;12130000;12130000;12130000;12130000;12130000;12130000;12130000;12130000;12130000;1;1;0;0;0;0;1;1;
12131200;Celebrant's Skull [Occult];1;1200;2407012;0;8.5;0;1250;550;100;16;16;0;0;63;34;34;34;-1;-1;5121300;5010601;-1;-1;0;12130000;12130000;12130000;12130000;12130000;12130000;12130000;12130000;12130000;12130000;12130000;12130000;12130000;12130000;12130000;12130000;1;1;1;1;15;15;6.5;860;10445;0;0;1;10;133;0;0;0;91;60;0;40;1200;-1;-1;0;-1;7;0;5;35;2;4;153;7;0;0;2;12;18;12;0;0;99;0;0;30;80;0;2;0;0;0;19;19;19;19;1;1;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;1;1;1;1;2;0;117;2;2;7;7;401000;300;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;139;139;35;0.062;1;0;0;1;1;0;0;0;1;1;34;0;0;6;150;1;19;19;6;0;19;0;650;68;0;0;4;23;15;15;15;15;15;15;15;15;15;15;0;-1;-1;-1;-1;-1;-1;-1;-1;0.965;1;1;1;1;1;1;1;1;-1;-1;-1;-1;-1;10013;0;1;1;0;0;0;0;1;0;0;0;2;5500;310;6;6;2;2;60;-1;-1;-1;12130000;12130000;12130000;12130000;12130000;12130000;12130000;12130000;12130000;12130000;1;1;0;0;0;0;1;1;
12140000;Pickaxe;1;1205;2403000;0;10;0;1250;630;100;53;25;0;0;68;36;36;36;-1;-1;-1;-1;-1;-1;0;12140000;12140000;12140000;12140000;12140000;12140000;12140000;12140000;12140000;12140000;12140000;12140000;12140000;12140000;12140000;12140000;1;1;1;1;15;15;6.5;861;10446;0;0;1;10;144;0;0;0;95;60;0;44;0;-1;-1;0;-1;7;0;5;32;2;0;102;0;0;176;2;12;22;10;0;0;99;0;0;30;80;0;2;0;0;0;21;21;21;21;2;1;1;1;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;0;0;0;0;0;0;0;0;1;0;1;1;1;1;2;0;128;2;2;7;7;401000;300;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;139;139;35;0.062;1;0;0;1;1;0;0;0;1;1;36;0;0;6;150;1;21;21;6;0;21;0;700;0;0;0;3;23;15;15;15;15;15;15;15;15;15;15;0;-1;-1;-1;-1;-1;-1;-1;-1;1.03;1;1;1;1;1;1;1;1;-1;-1;-1;-1;-1;10000;0;1;1;0;0;0;0;1;0;0;0;6;6300;310;6;6;1;2;60;-1;-1;-1;12140000;12140000;12140000;12140000;12140000;12140000;12140000;12140000;12140000;12140000;1;1;0;0;0;0;1;1;
12140100;Pickaxe [Heavy];1;1205;2403001;0;10;0;1250;630;100;56;0;0;0;68;36;36;36;-1;-1;-1;-1;-1;-1;0;12140000;12140000;12140000;12140000;12140000;12140000;12140000;12140000;12140000;12140000;12140000;12140000;12140000;12140000;12140000;12140000;1;1;1;1;15;15;6.5;861;10446;0;0;1;10;139;0;0;0;95;60;0;44;6000;-1;-1;0;-1;7;0;5;32;2;0;102;1;0;176;2;12;22;10;0;0;99;0;0;30;80;0;2;0;0;0;21;21;21;21;2;1;1;1;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;0;0;0;0;0;0;0;0;1;0;1;1;1;1;2;0;128;2;2;7;7;401000;300;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;139;139;35;0.062;1;0;0;1;1;0;0;0;1;1;36;0;0;6;150;1;21;21;6;0;21;0;700;0;0;0;3;23;15;15;15;15;15;15;15;15;15;15;0;-1;-1;-1;-1;-1;-1;-1;-1;1.03;1;1;1;1;1;1;1;1;-1;-1;-1;-1;-1;10000;0;1;1;0;0;0;0;1;0;0;0;6;6300;310;6;6;1;2;60;-1;-1;-1;12140000;12140000;12140000;12140000;12140000;12140000;12140000;12140000;12140000;12140000;1;1;0;0;0;0;1;1;
12140200;Pickaxe [Keen];1;1205;2403002;0;10;0;1250;630;100;15;40;0;0;68;36;36;36;-1;-1;-1;-1;-1;-1;0;12140000;12140000;12140000;12140000;12140000;12140000;12140000;12140000;12140000;12140000;12140000;12140000;12140000;12140000;12140000;12140000;1;1;1;1;15;15;6.5;861;10446;0;0;1;10;139;0;0;0;95;60;0;44;200;-1;-1;0;-1;7;0;5;32;2;0;102;2;0;176;2;12;22;10;0;0;99;0;0;30;80;0;2;0;0;0;21;21;21;21;2;1;1;1;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;0;0;0;0;0;0;0;0;1;0;1;1;1;1;2;0;128;2;2;7;7;401000;300;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;139;139;35;0.062;1;0;0;1;1;0;0;0;1;1;36;0;0;6;150;1;21;21;6;0;21;0;700;0;0;0;3;23;15;15;15;15;15;15;15;15;15;15;0;-1;-1;-1;-1;-1;-1;-1;-1;1.03;1;1;1;1;1;1;1;1;-1;-1;-1;-1;-1;10000;0;1;1;0;0;0;0;1;0;0;0;6;6300;310;6;6;1;2;60;-1;-1;-1;12140000;12140000;12140000;12140000;12140000;12140000;12140000;12140000;12140000;12140000;1;1;0;0;0;0;1;1;
12140300;Pickaxe [Quality];1;1205;2403003;0;10;0;1250;630;100;49;49;0;0;68;36;36;36;-1;-1;-1;-1;-1;-1;0;12140000;12140000;12140000;12140000;12140000;12140000;12140000;12140000;12140000;12140000;12140000;12140000;12140000;12140000;12140000;12140000;1;1;1;1;15;15;6.5;861;10446;0;0;1;10;139;0;0;0;95;60;0;44;300;-1;-1;0;-1;7;0;5;32;2;0;102;8;0;176;2;12;22;10;0;0;99;0;0;30;80;0;2;0;0;0;21;21;21;21;2;1;1;1;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;0;0;0;0;0;0;0;0;1;0;1;1;1;1;2;0;128;2;2;7;7;401000;300;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;139;139;35;0.062;1;0;0;1;1;0;0;0;1;1;36;0;0;6;150;1;21;21;6;0;21;0;700;0;0;0;3;23;15;15;15;15;15;15;15;15;15;15;0;-1;-1;-1;-1;-1;-1;-1;-1;1.03;1;1;1;1;1;1;1;1;-1;-1;-1;-1;-1;10000;0;1;1;0;0;0;0;1;0;0;0;6;6300;310;6;6;1;2;60;-1;-1;-1;12140000;12140000;12140000;12140000;12140000;12140000;12140000;12140000;12140000;12140000;1;1;0;0;0;0;1;1;
12140400;Pickaxe [Fire];1;1205;2403005;0;10;0;1250;630;100;33;7;0;0;68;36;36;36;-1;-1;-1;-1;-1;-1;0;12140000;12140000;12140000;12140000;12140000;12140000;12140000;12140000;12140000;12140000;12140000;12140000;12140000;12140000;12140000;12140000;1;1;1;1;15;15;6.5;861;10446;0;0;1;10;139;0;139;0;95;60;0;44;400;-1;-1;0;-1;7;0;5;32;2;0;102;0;11;176;2;12;22;10;0;0;99;0;0;30;80;0;2;0;0;0;21;21;21;21;2;1;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;1;0;1;1;1;1;2;0;128;2;2;7;7;401000;300;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;139;139;35;0.062;1;0;0;1;1;0;4;0;1;1;36;0;0;6;150;1;21;21;6;0;21;0;700;0;0;0;3;23;15;15;15;15;15;15;15;15;15;15;0;-1;-1;-1;-1;-1;-1;-1;-1;1.03;1;1;1;1;1;1;1;1;-1;-1;-1;-1;-1;10005;0;1;1;0;0;0;0;1;0;0;0;6;6300;310;6;6;1;2;60;-1;-1;-1;12140000;12140000;12140000;12140000;12140000;12140000;12140000;12140000;12140000;12140000;1;1;0;0;0;0;1;1;
12140500;Pickaxe [Flame Art];1;1205;2403006;0;10;0;1250;630;100;15;7;0;32;68;36;36;36;-1;-1;-1;-1;-1;-1;0;12140000;12140000;12140000;12140000;12140000;12140000;12140000;12140000;12140000;12140000;12140000;12140000;12140000;12140000;12140000;12140000;1;1;1;1;15;15;6.5;861;10446;0;0;1;10;139;0;139;0;95;60;0;44;500;-1;-1;0;-1;7;0;5;32;2;0;102;0;11;176;2;12;22;10;0;0;99;0;0;30;80;0;2;0;0;0;21;21;21;21;2;1;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;1;0;1;1;1;1;2;0;128;2;2;7;7;401000;300;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;139;139;35;0.062;1;0;0;1;1;0;4;0;1;1;36;0;0;6;150;1;21;21;6;0;21;0;700;0;0;0;3;23;15;15;15;15;15;15;15;15;15;15;0;-1;-1;-1;-1;-1;-1;-1;-1;1.03;1;1;1;1;1;1;1;1;-1;-1;-1;-1;-1;10000;0;1;1;0;0;0;0;1;0;0;0;6;6300;310;6;6;1;2;60;-1;-1;-1;12140000;12140000;12140000;12140000;12140000;12140000;12140000;12140000;12140000;12140000;1;1;0;0;0;0;1;1;
12140600;Pickaxe [Lightning];1;1205;2403007;0;10;0;1250;630;100;7;33;0;0;68;36;36;36;-1;-1;-1;-1;-1;-1;0;12140000;12140000;12140000;12140000;12140000;12140000;12140000;12140000;12140000;12140000;12140000;12140000;12140000;12140000;12140000;12140000;1;1;1;1;15;15;6.5;861;10446;0;0;1;10;139;0;0;139;95;60;0;44;600;-1;-1;0;-1;7;0;5;32;2;0;102;0;12;176;2;12;22;10;0;0;99;0;0;30;80;0;2;0;0;0;21;21;21;21;2;1;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;1;0;1;1;1;1;2;0;128;2;2;7;7;401000;300;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;139;139;35;0.062;1;0;0;1;1;0;0;4;1;1;36;0;0;6;150;1;21;21;6;0;21;0;700;0;0;0;3;23;15;15;15;15;15;15;15;15;15;15;0;-1;-1;-1;-1;-1;-1;-1;-1;1.03;1;1;1;1;1;1;1;1;-1;-1;-1;-1;-1;10000;0;1;1;0;0;0;0;1;0;0;0;6;6300;310;6;6;1;2;60;-1;-1;-1;12140000;12140000;12140000;12140000;12140000;12140000;12140000;12140000;12140000;12140000;1;1;0;0;0;0;1;1;
12140700;Pickaxe [Sacred];1;1205;2403008;0;10;0;1250;630;100;15;7;0;32;68;36;36;36;-1;-1;-1;-1;-1;-1;0;12140000;12140000;12140000;12140000;12140000;12140000;12140000;12140000;12140000;12140000;12140000;12140000;12140000;12140000;12140000;12140000;1;1;1;1;15;15;6.5;861;10446;0;0;1;10;139;0;0;0;95;60;0;44;700;-1;-1;0;-1;7;0;5;32;2;0;102;0;13;176;2;12;22;10;0;0;99;0;0;30;80;0;2;0;0;0;21;21;21;21;2;1;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;1;0;1;1;1;1;2;0;128;2;2;7;7;401000;300;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;139;139;35;0.062;1;0;0;1;1;0;0;0;1;1;36;139;4;6;150;1;21;21;6;0;21;0;700;0;0;0;3;23;15;15;15;15;15;15;15;15;15;15;0;-1;-1;-1;-1;-1;-1;-1;-1;1.03;1;1;1;1;1;1;1;1;-1;-1;-1;-1;-1;10000;0;1;1;0;0;0;0;1;0;0;0;6;6300;310;6;6;1;2;60;-1;-1;-1;12140000;12140000;12140000;12140000;12140000;12140000;12140000;12140000;12140000;12140000;1;1;0;0;0;0;1;1;
12140800;Pickaxe [Magic];1;1205;2403004;0;10;0;1250;630;100;15;7;35;0;68;36;36;36;-1;-1;-1;-1;-1;-1;0;12140000;12140000;12140000;12140000;12140000;12140000;12140000;12140000;12140000;12140000;12140000;12140000;12140000;12140000;12140000;12140000;1;1;1;1;15;15;6.5;861;10446;0;0;1;10;139;139;0;0;95;60;0;44;800;-1;-1;0;-1;7;0;5;32;2;0;102;0;10;176;2;12;22;10;0;0;99;0;0;30;80;0;2;0;0;0;21;21;21;21;2;1;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;1;0;1;1;1;1;2;0;128;2;2;7;7;401000;300;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;139;139;35;0.062;1;0;0;1;1;4;0;0;1;1;36;0;0;6;150;1;21;21;6;0;21;0;700;0;0;0;3;23;15;15;15;15;15;15;15;15;15;15;0;-1;-1;-1;-1;-1;-1;-1;-1;1.03;1;1;1;1;1;1;1;1;-1;-1;-1;-1;-1;10000;0;1;1;0;0;0;0;1;0;0;0;6;6300;310;6;6;1;2;60;-1;-1;-1;12140000;12140000;12140000;12140000;12140000;12140000;12140000;12140000;12140000;12140000;1;1;0;0;0;0;1;1;
12140900;Pickaxe [Cold];1;1205;2403011;0;10;0;1250;630;100;47;22;35;0;68;36;36;36;-1;107600;-1;-1;-1;-1;0;12140000;12140000;12140000;12140000;12140000;12140000;12140000;12140000;12140000;12140000;12140000;12140000;12140000;12140000;12140000;12140000;1;1;1;1;15;15;6.5;861;10446;0;0;1;10;139;104;0;0;95;60;0;44;900;-1;-1;0;-1;7;0;5;32;2;0;102;0;10;176;2;12;22;10;0;0;99;0;0;30;80;0;2;0;0;0;21;21;21;21;2;1;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;1;0;1;1;1;1;2;0;128;2;2;7;7;401000;300;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;139;139;35;0.062;1;0;0;1;1;4;0;0;1;1;36;0;0;6;150;1;21;21;6;0;21;0;700;0;0;0;3;23;15;15;15;15;15;15;15;15;15;15;0;-1;-1;-1;-1;-1;-1;-1;-1;1.03;1;1;1;1;1;1;1;1;-1;-1;-1;-1;-1;10000;0;1;1;0;0;0;0;1;0;0;0;6;6300;310;6;6;1;2;60;6601;-1;-1;12140000;12140000;12140000;12140000;12140000;12140000;12140000;12140000;12140000;12140000;1;1;0;0;0;0;1;1;
12141000;Pickaxe [Poison];1;1205;2403009;0;10;0;1250;630;100;50;23;0;0;68;36;36;36;-1;106100;-1;-1;-1;-1;0;12140000;12140000;12140000;12140000;12140000;12140000;12140000;12140000;12140000;12140000;12140000;12140000;12140000;12140000;12140000;12140000;1;1;1;1;15;15;6.5;861;10446;0;0;1;10;139;0;0;0;95;60;0;44;1000;-1;-1;0;-1;7;0;5;32;2;0;102;0;0;176;2;12;22;10;0;0;99;0;0;30;80;0;2;0;0;0;21;21;21;21;2;1;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;1;0;1;1;1;1;2;0;128;2;2;7;7;401000;300;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;139;139;35;0.062;1;0;0;1;1;0;0;0;1;1;36;0;0;6;150;1;21;21;6;0;21;0;700;30;0;0;3;23;15;15;15;15;15;15;15;15;15;15;0;-1;-1;-1;-1;-1;-1;-1;-1;1.03;1;1;1;1;1;1;1;1;-1;-1;-1;-1;-1;10013;0;1;1;0;0;0;0;1;0;0;0;6;6300;310;6;6;1;2;60;6401;-1;-1;12140000;12140000;12140000;12140000;12140000;12140000;12140000;12140000;12140000;12140000;1;1;0;0;0;0;1;1;
12141100;Pickaxe [Blood];1;1205;2403010;0;10;0;1250;630;100;50;23;0;0;68;36;36;36;105100;-1;-1;-1;-1;-1;0;12140000;12140000;12140000;12140000;12140000;12140000;12140000;12140000;12140000;12140000;12140000;12140000;12140000;12140000;12140000;12140000;1;1;1;1;15;15;6.5;861;10446;0;0;1;10;139;0;0;0;95;60;0;44;1100;-1;-1;0;-1;7;0;5;32;2;0;102;0;0;176;2;12;22;10;0;0;99;0;0;30;80;0;2;0;0;0;21;21;21;21;2;1;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;1;0;1;1;1;1;2;0;128;2;2;7;7;401000;300;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;139;139;35;0.062;1;0;0;1;1;0;0;0;1;1;36;0;0;6;150;1;21;21;6;0;21;0;700;30;0;0;3;23;15;15;15;15;15;15;15;15;15;15;0;-1;-1;-1;-1;-1;-1;-1;-1;1.03;1;1;1;1;1;1;1;1;-1;-1;-1;-1;-1;10013;0;1;1;0;0;0;0;1;0;0;0;6;6300;310;6;6;1;2;60;6501;-1;-1;12140000;12140000;12140000;12140000;12140000;12140000;12140000;12140000;12140000;12140000;1;1;0;0;0;0;1;1;
12141200;Pickaxe [Occult];1;1205;2403012;0;10;0;1250;630;100;21;10;0;0;68;36;36;36;-1;-1;-1;-1;-1;-1;0;12140000;12140000;12140000;12140000;12140000;12140000;12140000;12140000;12140000;12140000;12140000;12140000;12140000;12140000;12140000;12140000;1;1;1;1;15;15;6.5;861;10446;0;0;1;10;139;0;0;0;95;60;0;44;1200;-1;-1;0;-1;7;0;5;32;2;0;102;7;0;176;2;12;22;10;0;0;99;0;0;30;80;0;2;0;0;0;21;21;21;21;2;1;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;1;0;1;1;1;1;2;0;128;2;2;7;7;401000;300;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;139;139;35;0.062;1;0;0;1;1;0;0;0;1;1;36;0;0;6;150;1;21;21;6;0;21;0;700;66;0;0;3;23;15;15;15;15;15;15;15;15;15;15;0;-1;-1;-1;-1;-1;-1;-1;-1;1.03;1;1;1;1;1;1;1;1;-1;-1;-1;-1;-1;10013;0;1;1;0;0;0;0;1;0;0;0;6;6300;310;6;6;1;2;60;-1;-1;-1;12140000;12140000;12140000;12140000;12140000;12140000;12140000;12140000;12140000;12140000;1;1;0;0;0;0;1;1;
