Row ID;Row Name;Moveset Override Category
8900000;;0
9000000;Uchigatana;0
9000100;Heavy Uchigatana;0
9000200;Keen Uchigatana;0
9000300;Quality Uchigatana;0
9000400;Fire Uchigatana;0
9000500;Flame Art Uchigatana;0
9000600;Lightning Uchigatana;0
9000700;Sacred Uchigatana;0
9000800;Magic Uchigatana;0
9000900;Cold Uchigatana;0
9001000;Poison Uchigatana;0
9001100;Blood Uchigatana;0
9001200;Occult Uchigatana;0
9010000;Nagakiba;167
9010100;Heavy Nagakiba;167
9010200;Keen Nagakiba;167
9010300;Quality Nagakiba;167
9010400;Fire Nagakiba;167
9010500;Flame Art Nagakiba;167
9010600;Lightning Nagakiba;167
9010700;Sacred Nagakiba;167
9010800;Magic Nagakiba;167
9010900;Cold Nagakiba;167
9011000;Poison Nagakiba;167
9011100;Blood Nagakiba;167
9011200;Occult Nagakiba;167
9020000;Hand of Malenia;0
9030000;Meteoric Ore Blade;166
9040000;Rivers of Blood;0
9060000;Moonveil;0
9070000;Dragonscale Blade;0
9080000;Serpentbone Blade;165
9080100;Heavy Serpentbone Blade;165
9080200;Keen Serpentbone Blade;165
9080300;Quality Serpentbone Blade;165
9080400;Fire Serpentbone Blade;165
9080500;Flame Art Serpentbone Blade;165
9080600;Lightning Serpentbone Blade;165
9080700;Sacred Serpentbone Blade;165
9080800;Magic Serpentbone Blade;165
9080900;Cold Serpentbone Blade;165
9081000;Poison Serpentbone Blade;165
9081100;Blood Serpentbone Blade;165
9081200;Occult Serpentbone Blade;165
9900000;;0
9910000;;0
9911000;;0
9920000;;157
9930000;;167
10000000;Twinblade;0
10000100;Heavy Twinblade;0
10000200;Keen Twinblade;0
10000300;Quality Twinblade;0
10000400;Fire Twinblade;0
10000500;Flame Art Twinblade;0
10000600;Lightning Twinblade;0
10000700;Sacred Twinblade;0
10000800;Magic Twinblade;0
10000900;Cold Twinblade;0
10001000;Poison Twinblade;0
10001100;Bloody Twinblade;0
10001200;Occult Twinblade;0
10010000;Godskin Peeler;121
10010100;Heavy Godskin Peeler;121
10010200;Keen Godskin Peeler;121
10010300;Quality Godskin Peeler;121
10010400;Fire Godskin Peeler;121
10010500;Flame Art Godskin Peeler;121
10010600;Lightning Godskin Peeler;121
10010700;Sacred Godskin Peeler;121
10010800;Magic Godskin Peeler;121
10010900;Cold Godskin Peeler;121
10011000;Poison Godskin Peeler;121
10011100;Blood Godskin Peeler;121
10011200;Occult Godskin Peeler;121
10030000;Twinned Knight Swords;0
10030100;Heavy Twinned Knight Swords;0
10030200;Keen Twinned Knight Swords;0
10030300;Quality Twinned Knight Swords;0
10030400;Fire Twinned Knight Swords;0
10030500;Flame Art Twinned Knight Swords;0
10030600;Lightning Twinned Knight Swords;0
10030700;Sacred Twinned Knight Swords;0
10030800;Magic Twinned Knight Swords;0
10030900;Cold Twinned Knight Swords;0
10031000;Poison Twinned Knight Swords;0
10031100;Blood Twinned Knight Swords;0
10031200;Occult Twinned Knight Swords;0
10050000;Eleonora's Poleblade;120
10080000;Gargoyle's Twinblade;0
10080100;Gargoyle's Heavy Twinblade;0
10080200;Gargoyle's Keen Twinblade;0
10080300;Gargoyle's Quality Twinblade;0
10080400;Gargoyle's Fire Twinblade;0
10080500;Gargoyle's Flame Art Twinblade;0
10080600;Gargoyle's Lightning Twinblade;0
10080700;Gargoyle's Sacred Twinblade;0
10080800;Gargoyle's Magic Twinblade;0
10080900;Gargoyle's Cold Twinblade;0
10081000;Gargoyle's Poison Twinblade;0
10081100;Gargoyle's Blood Twinblade;0
10081200;Gargoyle's Occult Twinblade;0
10090000;Gargoyle's Black Blades;0
11000000;Mace;183
11000100;Heavy Mace;183
11000200;Keen Mace;183
11000300;Quality Mace;183
11000400;Fire Mace;183
11000500;Flame Art Mace;183
11000600;Lightning Mace;183
11000700;Sacred Mace;183
11000800;Magic Mace;183
11000900;Cold Mace;183
11001000;Poison Mace;183
11001100;Blood Mace;183
11001200;Occult Mace;183
11010000;Club;180
11010100;Heavy Club;180
11010200;Keen Club;180
11010300;Quality Club;180
11010400;Fire Club;180
11010500;Flame Art Club;180
11010600;Lightning Club;180
11010700;Sacred Club;180
11010800;Magic Club;180
11010900;Cold Club;180
11011000;Poison Club;180
11011100;Bloody Club;180
11011200;Occult Club;180
11030000;Curved Club;0
11030100;Heavy Curved Club;0
11030200;Keen Curved Club;0
11030300;Quality Curved Club;0
11030400;Fire Curved Club;0
11030500;Flame Art Curved Club;0
11030600;Lightning Curved Club;0
11030700;Sacred Curved Club;0
11030800;Magic Curved Club;0
11030900;Cold Curved Club;0
11031000;Poison Curved Club;0
11031100;Blood Curved Club;0
11031200;Occult Curved Club;0
11040000;Warpick;0
11040100;Heavy Warpick;0
11040200;Keen Warpick;0
11040300;Quality Warpick;0
11040400;Fire Warpick;0
11040500;Flame Art Warpick;0
11040600;Lightning Warpick;0
11040700;Sacred Warpick;0
11040800;Magic Warpick;0
11040900;Cold Warpick;0
11041000;Poison Warpick;0
11041100;Blood Warpick;0
11041200;Occult Warpick;0
11050000;Morning Star;182
11050100;Heavy Morning Star;182
11050200;Keen Morning Star;182
11050300;Quality Morning Star;182
11050400;Fire Morning Star;182
11050500;Flame Art Morning Star;182
11050600;Lightning Morning Star;182
11050700;Sacred Morning Star;182
11050800;Magic Morning Star;182
11050900;Cold Morning Star;182
11051000;Poison Morning Star;182
11051100;Blood Morning Star;182
11051200;Occult Morning Star;182
11060000;Varre's Bouquet;0
11070000;Spiked Club;181
11070100;Heavy Spiked Club;181
11070200;Keen Spiked Club;181
11070300;Quality Spiked Club;181
11070400;Fire Spiked Club;181
11070500;Flame Art Spiked Club;181
11070600;Lightning Spiked Club;181
11070700;Sacred Spiked Club;181
11070800;Magic Spiked Club;181
11070900;Cold Spiked Club;181
11071000;Poison Spiked Club;181
11071100;Blood Spiked Club;181
11071200;Occult Spiked Club;181
11080000;Hammer;0
11080100;Heavy Hammer;0
11080200;Keen Hammer;0
11080300;Quality Hammer;0
11080400;Fire Hammer;0
11080500;Flame Art Hammer;0
11080600;Lightning Hammer;0
11080700;Sacred Hammer;0
11080800;Magic Hammer;0
11080900;Cold Hammer;0
11081000;Poison Hammer;0
11081100;Blood Hammer;0
11081200;Occult Hammer;0
11090000;Monk's Flamemace;184
11090100;Monk's Heavy Flamemace;184
11090200;Monk's Keen Flamemace;184
11090300;Monk's Quality Flamemace;184
11090400;Monk's Fire Flamemace;184
11090500;Monk's Flame Art Flamemace;184
11090600;Monk's Lightning Flamemace;184
11090700;Monk's Sacred Flamemace;184
11090800;Monk's Magic Flamemace;184
11090900;Monk's Cold Flamemace;184
11091000;Monk's Poison Flamemace;184
11091100;Monk's Blood Flamemace;184
11091200;Monk's Occult Flamemace;184
11100000;Envoy's Horn;0
11110000;Scepter of the All-Knowing;182
11120000;Nox Flowing Hammer;0
11130000;Ringed Finger;0
11140000;Stone Club;180
11140100;Heavy Stone Club;180
11140200;Keen Stone Club;180
11140300;Quality Stone Club;180
11140400;Fire Stone Club;180
11140500;Flame Art Stone Club;180
11140600;Lightning Stone Club;180
11140700;Sacred Stone Club;180
11140800;Magic Stone Club;180
11140900;Cold Stone Club;180
11141000;Poison Stone Club;180
11141100;Blood Stone Club;180
11141200;Occult Stone Club;180
11150000;Marika's Hammer;0
11170000;;182
12000000;Large Club;0
12000100;Heavy Large Club;0
12000200;Keen Large Club;0
12000300;Quality Large Club;0
12000400;Fire Large Club;0
12000500;Flame Art Large Club;0
12000600;Lightning Large Club;0
12000700;Sacred Large Club;0
12000800;Magic Large Club;0
12000900;Cold Large Club;0
12001000;Poison Large Club;0
12001100;Blood Large Club;0
12001200;Occult Large Club;0
12010000;Greathorn Hammer;0
12010100;Heavy Greathorn Hammer;0
12010200;Keen Greathorn Hammer;0
12010300;Quality Greathorn Hammer;0
12010400;Fire Greathorn Hammer;0
12010500;Flame Art Greathorn Hammer;0
12010600;Lightning Greathorn Hammer;0
12010700;Sacred Greathorn Hammer;0
12010800;Magic Greathorn Hammer;0
12010900;Cold Greathorn Hammer;0
12011000;Poison Greathorn Hammer;0
12011100;Blood Greathorn Hammer;0
12011200;Occult Greathorn Hammer;0
12020000;Battle Hammer;0
12020100;Heavy Battle Hammer;0
12020200;Keen Battle Hammer;0
12020300;Quality Battle Hammer;0
12020400;Fire Battle Hammer;0
12020500;Flame Art Battle Hammer;0
12020600;Lightning Battle Hammer;0
12020700;Sacred Battle Hammer;0
12020800;Magic Battle Hammer;0
12020900;Cold Battle Hammer;0
12021000;Poison Battle Hammer;0
12021100;Blood Battle Hammer;0
12021200;Occult Battle Hammer;0
12060000;Great Mace;0
12060100;Heavy Great Mace;0
12060200;Keen Great Mace;0
12060300;Quality Great Mace;0
12060400;Fire Great Mace;0
12060500;Flame Art Great Mace;0
12060600;Lightning Great Mace;0
12060700;Sacred Great Mace;0
12060800;Magic Great Mace;0
12060900;Cold Great Mace;0
12061000;Poison Great Mace;0
12061100;Blood Great Mace;0
12061200;Occult Great Mace;0
12080000;Curved Great Club;0
12080100;Heavy Curved Great Club;0
12080200;Keen Curved Great Club;0
12080300;Quality Curved Great Club;0
12080400;Fire Curved Great Club;0
12080500;Flame Art Curved Great Club;0
12080600;Lightning Curved Great Club;0
12080700;Sacred Curved Great Club;0
12080800;Magic Curved Great Club;0
12080900;Cold Curved Great Club;0
12081000;Poison Curved Great Club;0
12081100;Blood Curved Great Club;0
12081200;Occult Curved Great Club;0
12130000;Celebrant's Skull;0
12130100;Celebrant's Heavy Skull;0
12130200;Celebrant's Keen Skull;0
12130300;Celebrant's Quality Skull;0
12130400;Celebrant's Fire Skull;0
12130500;Celebrant's Flame Art Skull;0
12130600;Celebrant's Lightning Skull;0
12130700;Celebrant's Sacred Skull;0
12130800;Celebrant's Magic Skull;0
12130900;Celebrant's Cold Skull;0
12131000;Celebrant's Poison Skull;0
12131100;Celebrant's Blood Skull;0
12131200;Celebrant's Occult Skull;0
12140000;Pickaxe;176
12140100;Heavy Pickaxe;176
12140200;Keen Pickaxe;176
12140300;Quality Pickaxe;176
12140400;Fire Pickaxe;176
12140500;Flame Art Pickaxe;176
12140600;Lightning Pickaxe;176
12140700;Sacred Pickaxe;176
12140800;Magic Pickaxe;176
12140900;Cold Pickaxe;176
12141000;Poison Pickaxe;176
12141100;Blood Pickaxe;176
12141200;Occult Pickaxe;176
12150000;Beastclaw Greathammer;0
12160000;Envoy's Long Horn;0
12170000;Cranial Vessel Candlestand;0
12180000;Great Stars;0
12180100;Heavy Great Stars;0
12180200;Keen Great Stars;0
12180300;Quality Great Stars;0
12180400;Fire Great Stars;0
12180500;Flame Art Great Stars;0
12180600;Lightning Great Stars;0
12180700;Sacred Great Stars;0
12180800;Magic Great Stars;0
12180900;Cold Great Stars;0
12181000;Poison Great Stars;0
12181100;Blood Great Stars;0
12181200;Occult Great Stars;0
12190000;Brick Hammer;0
12190100;Heavy Brick Hammer;0
12190200;Keen Brick Hammer;0
12190300;Quality Brick Hammer;0
12190400;Fire Brick Hammer;0
12190500;Flame Art Brick Hammer;0
12190600;Lightning Brick Hammer;0
12190700;Sacred Brick Hammer;0
12190800;Magic Brick Hammer;0
12190900;Cold Brick Hammer;0
12191000;Poison Brick Hammer;0
12191100;Blood Brick Hammer;0
12191200;Occult Brick Hammer;0
12200000;Devourer's Scepter;0
12210000;Rotten Battle Hammer;0
12210100;Heavy Rotten Battle Hammer;0
12210200;Keen Rotten Battle Hammer;0
12210300;Quality Rotten Battle Hammer;0
12210400;Fire Rotten Battle Hammer;0
12210500;Flame Art Rotten Battle Hammer;0
12210600;Lightning Rotten Battle Hammer;0
12210700;Sacred Rotten Battle Hammer;0
12210800;Magic Rotten Battle Hammer;0
12210900;Cold Rotten Battle Hammer;0
12211000;Poison Rotten Battle Hammer;0
12211100;Blood Rotten Battle Hammer;0
12211200;Occult Rotten Battle Hammer;0
12900000;;0
12910000;;0
13000000;Nightrider Flail;0
13000100;Heavy Nightrider Flail;0
13000200;Keen Nightrider Flail;0
13000300;Quality Nightrider Flail;0
13000400;Fire Nightrider Flail;0
13000500;Flame Art Nightrider Flail;0
13000600;Lightning Nightrider Flail;0
13000700;Sacred Nightrider Flail;0
13000800;Magic Nightrider Flail;0
13000900;Cold Nightrider Flail;0
13001000;Poison Nightrider Flail;0
13001100;Blood Nightrider Flail;0
13001200;Occult Nightrider Flail;0
13010000;Flail;0
13010100;Heavy Flail;0
13010200;Keen Flail;0
13010300;Quality Flail;0
13010400;Fire Flail;0
13010500;Flame Art Flail;0
13010600;Lightning Flail;0
13010700;Sacred Flail;0
13010800;Magic Flail;0
13010900;Cold Flail;0
13011000;Poison Flail;0
13011100;Blood Flail;0
13011200;Occult Flail;0
13020000;Family Heads;0
13030000;Bastard's Stars;0
13040000;Chainlink Flail;0
13040100;Heavy Chainlink Flail;0
13040200;Keen Chainlink Flail;0
13040300;Quality Chainlink Flail;0
13040400;Fire Chainlink Flail;0
13040500;Flame Art Chainlink Flail;0
13040600;Lightning Chainlink Flail;0
13040700;Sacred Chainlink Flail;0
13040800;Magic Chainlink Flail;0
13040900;Cold Chainlink Flail;0
13041000;Poison Chainlink Flail;0
13041100;Blood Chainlink Flail;0
13041200;Occult Chainlink Flail;0
14000000;Battle Axe;0
14000100;Heavy Battle Axe;0
14000200;Keen Battle Axe;0
14000300;Quality Battle Axe;0
14000400;Fire Battle Axe;0
14000500;Flame Art Battle Axe;0
14000600;Lightning Battle Axe;0
14000700;Sacred Battle Axe;0
14000800;Magic Battle Axe;0
14000900;Cold Battle Axe;0
14001000;Poison Battle Axe;0
14001100;Blood Battle Axe;0
14001200;Occult Battle Axe;0
14010000;Forked Hatchet;170
14010100;Heavy Forked Hatchet;170
14010200;Keen Forked Hatchet;170
14010300;Quality Forked Hatchet;170
14010400;Fire Forked Hatchet;170
14010500;Flame Art Forked Hatchet;170
14010600;Lightning Forked Hatchet;170
14010700;Sacred Forked Hatchet;170
14010800;Magic Forked Hatchet;170
14010900;Cold Forked Hatchet;170
14011000;Poison Forked Hatchet;170
14011100;Blood Forked Hatchet;170
14011200;Occult Forked Hatchet;170
14020000;Hand Axe;170
14020100;Heavy Hand Axe;170
14020200;Keen Hand Axe;170
14020300;Quality Hand Axe;170
14020400;Fire Hand Axe;170
14020500;Flame Art Hand Axe;170
14020600;Lightning Hand Axe;170
14020700;Sacred Hand Axe;170
14020800;Magic Hand Axe;170
14020900;Cold Hand Axe;170
14021000;Poison Hand Axe;170
14021100;Blood Hand Axe;170
14021200;Occult Hand Axe;170
14030000;Jawbone Axe;0
14030100;Heavy Jawbone Axe;0
14030200;Keen Jawbone Axe;0
14030300;Quality Jawbone Axe;0
14030400;Fire Jawbone Axe;0
14030500;Flame Art Jawbone Axe;0
14030600;Lightning Jawbone Axe;0
14030700;Sacred Jawbone Axe;0
14030800;Magic Jawbone Axe;0
14030900;Cold Jawbone Axe;0
14031000;Poison Jawbone Axe;0
14031100;Blood Jawbone Axe;0
14031200;Occult Jawbone Axe;0
14040000;Iron Cleaver;172
14040100;Heavy Iron Cleaver;172
14040200;Keen Iron Cleaver;172
14040300;Quality Iron Cleaver;172
14040400;Fire Iron Cleaver;172
14040500;Flame Art Iron Cleaver;172
14040600;Lightning Iron Cleaver;172
14040700;Sacred Iron Cleaver;172
14040800;Magic Iron Cleaver;172
14040900;Cold Iron Cleaver;172
14041000;Poison Iron Cleaver;172
14041100;Blood Iron Cleaver;172
14041200;Occult Iron Cleaver;172
14050000;Ripple Blade;171
14060000;Celebrant's Cleaver;172
14060100;Celebrant's Heavy Cleaver;172
14060200;Celebrant's Keen Cleaver;172
14060300;Celebrant's Quality Cleaver;172
14060400;Celebrant's Fire Cleaver;172
14060500;Celebrant's Flame Art Cleaver Blades;172
14060600;Celebrant's Lightning Cleaver;172
14060700;Celebrant's Sacred Cleaver;172
14060800;Celebrant's Magic Cleaver;172
14060900;Celebrant's Cold Cleaver;172
14061000;Celebrant's Poison Cleaver;172
14061100;Celebrant's Blood Cleaver;172
14061200;Celebrant's Occult Cleaver;172
14080000;Icerind Hatchet;170
14100000;Highland Axe;0
14100100;Heavy Highland Axe;0
14100200;Keen Highland Axe;0
14100300;Quality Highland Axe;0
14100400;Fire Highland Axe;0
14100500;Flame Art Highland Axe;0
14100600;Lightning Highland Axe;0
14100700;Sacred Highland Axe;0
14100800;Magic Highland Axe;0
14100900;Cold Highland Axe;0
14101000;Poison Highland Axe;0
14101100;Bloody Highland Axe;0
14101200;Occult Highland Axe;0
14110000;Sacrificial Axe;0
14110100;Heavy Sacrificial Axe;0
14110200;Keen Sacrificial Axe;0
14110300;Quality Sacrificial Axe;0
14110400;Fire Sacrificial Axe;0
14110500;Flame Art Sacrificial Axe;0
14110600;Lightning Sacrificial Axe;0
14110700;Sacred Sacrificial Axe;0
14110800;Magic Sacrificial Axe;0
14110900;Cold Sacrificial Axe;0
14111000;Poison Sacrificial Axe;0
14111100;Blood Sacrificial Axe;0
14111200;Occult Sacrificial Axe;0
14120000;Rosus' Axe;0
14140000;Stormhawk Axe;0
15000000;Greataxe;0
15000100;Heavy Greataxe;0
15000200;Keen Greataxe;0
15000300;Quality Greataxe;0
15000400;Fire Greataxe;0
15000500;Flame Art Greataxe;0
15000600;Lightning Greataxe;0
15000700;Sacred Greataxe;0
15000800;Magic Greataxe;0
15000900;Cold Greataxe;0
15001000;Poison Greataxe;0
15001100;Blood Greataxe;0
15001200;Occult Greataxe;0
15010000;Warped Axe;171
15010100;Heavy Warped Axe;171
15010200;Keen Warped Axe;171
15010300;Quality Warped Axe;171
15010400;Fire Warped Axe;171
15010500;Flame Art Warped Axe;171
15010600;Lightning Warped Axe;171
15010700;Sacred Warped Axe;171
15010800;Magic Warped Axe;171
15010900;Cold Warped Axe;171
15011000;Poison Warped Axe;171
15011100;Blood Warped Axe;171
15011200;Occult Warped Axe;171
15020000;Great Omenkiller Cleaver;0
15020100;Heavy Great Omenkiller Cleaver;0
15020200;Keen Great Omenkiller Cleaver;0
15020300;Quality Great Omenkiller Cleaver;0
15020400;Fire Great Omenkiller Cleaver;0
15020500;Flame Art Great Omenkiller Cleaver;0
15020600;Lightning Great Omenkiller Cleaver;0
15020700;Sacred Great Omenkiller Cleaver;0
15020800;Magic Great Omenkiller Cleaver;0
15020900;Cold Great Omenkiller Cleaver;0
15021000;Poison Great Omenkiller Cleaver;0
15021100;Blood Great Omenkiller Cleaver;0
15021200;Occult Great Omenkiller Cleaver;0
15030000;Crescent Moon Axe;177
15030100;Heavy Crescent Moon Axe;177
15030200;Keen Crescent Moon Axe;177
15030300;Quality Crescent Moon Axe;177
15030400;Fire Crescent Moon Axe;177
15030500;Flame Art Crescent Moon Axe;177
15030600;Lightning Crescent Moon Axe;177
15030700;Sacred Crescent Moon Axe;177
15030800;Magic Crescent Moon Axe;177
15030900;Cold Crescent Moon Axe;177
15031000;Poison Crescent Moon Axe;177
15031100;Blood Crescent Moon Axe;177
15031200;Occult Crescent Moon Axe;177
15040000;Axe of Godrick;177
15050000;Longhaft Axe;0
15050100;Heavy Longhaft Axe;0
15050200;Keen Longhaft Axe;0
15050300;Quality Longhaft Axe;0
15050400;Fire Longhaft Axe;0
15050500;Flame Art Longhaft Axe;0
15050600;Lightning Longhaft Axe;0
15050700;Sacred Longhaft Axe;0
15050800;Magic Longhaft Axe;0
15050900;Cold Longhaft Axe;0
15051000;Poison Longhaft Axe;0
15051100;Blood Longhaft Axe;0
15051200;Occult Longhaft Axe;0
15060000;Rusted Anchor;0
15060100;Heavy Rusted Anchor;0
15060200;Keen Rusted Anchor;0
15060300;Quality Rusted Anchor;0
15060400;Fire Rusted Anchor;0
15060500;Flame Art Rusted Anchor;0
15060600;Lightning Rusted Anchor;0
15060700;Sacred Rusted Anchor;0
15060800;Magic Rusted Anchor;0
15060900;Cold Rusted Anchor;0
15061000;Poison Rusted Anchor;0
15061100;Blood Rusted Anchor;0
15061200;Occult Rusted Anchor;0
15080000;Executioner's Greataxe;0
15080100;Executioner's Heavy Greataxe;0
15080200;Executioner's Keen Greataxe;0
15080300;Executioner's Quality Greataxe;0
15080400;Executioner's Fire Greataxe;0
15080500;Executioner's Flame Art Greataxe;0
15080600;Executioner's Lightning Greataxe;0
15080700;Executioner's Sacred Greataxe;0
15080800;Executioner's Magic Greataxe;0
15080900;Executioner's Cold Greataxe;0
15081000;Executioner's Poison Greataxe;0
15081100;Executioner's Blood Greataxe;0
15081200;Executioner's Occult Greataxe;0
15110000;Winged Greathorn;0
15120000;Butchering Knife;175
15120100;Heavy Butchering Knife;175
15120200;Keen Butchering Knife;175
15120300;Quality Butchering Knife;175
15120400;Fire Butchering Knife;175
15120500;Flame Art Butchering Knife;175
15120600;Lightning Butchering Knife;175
15120700;Sacred Butchering Knife;175
15120800;Magic Butchering Knife;175
15120900;Cold Butchering Knife;175
15121000;Poison Butchering Knife;175
15121100;Blood Butchering Knife;175
15121200;Occult Butchering Knife;175
15130000;Gargoyle's Great Axe;0
15130100;Gargoyle's Heavy Great Axe;0
15130200;Gargoyle's Keen Great Axe;0
15130300;Gargoyle's Quality Great Axe;0
15130400;Gargoyle's Fire Great Axe;0
15130500;Gargoyle's Flame Art Great Axe;0
15130600;Gargoyle's Lightning Great Axe;0
15130700;Gargoyle's Sacred Great Axe;0
15130800;Gargoyle's Magic Great Axe;0
15130900;Gargoyle's Cold Great Axe;0
15131000;Gargoyle's Poison Great Axe;0
15131100;Gargoyle's Blood Great Axe;0
15131200;Gargoyle's Occult Great Axe;0
15140000;Gargoyle's Black Axe;0
15900000;;175
16000000;Short Spear;203
16000100;Heavy Short Spear;203
16000200;Keen Short Spear;203
16000300;Quality Short Spear;203
16000400;Fire Short Spear;203
16000500;Flame Art Short Spear;203
16000600;Lightning Short Spear;203
16000700;Sacred Short Spear;203
16000800;Magic Short Spear;203
16000900;Cold Short Spear;203
16001000;Poison Short Spear;203
16001100;Blood Short Spear;203
16001200;Occult Short Spear;203
16010000;Spear;0
16010100;Heavy Spear;0
16010200;Keen Spear;0
16010300;Quality Spear;0
16010400;Fire Spear;0
16010500;Flame Art Spear;0
16010600;Lightning Spear;0
16010700;Sacred Spear;0
16010800;Magic Spear;0
16010900;Cold Spear;0
16011000;Poison Spear;0
16011100;Bloody Spear;0
16011200;Occult Spear;0
16020000;Crystal Spear;0
16030000;Clayman's Harpoon;0
16030100;Clayman's Heavy Harpoon;0
16030200;Clayman's Keen Harpoon;0
16030300;Clayman's Quality Harpoon;0
16030400;Clayman's Fire Harpoon;0
16030500;Clayman's Flame Art Harpoon;0
16030600;Clayman's Lightning Harpoon;0
16030700;Clayman's Sacred Harpoon;0
16030800;Clayman's Magic Harpoon;0
16030900;Clayman's Cold Harpoon;0
16031000;Clayman's Poison Harpoon;0
16031100;Clayman's Blood Harpoon;0
16031200;Clayman's Occult Harpoon;0
16040000;Cleanrot Spear;203
16050000;Partisan;200
16050100;Heavy Partisan;200
16050200;Keen Partisan;200
16050300;Quality Partisan;200
16050400;Fire Partisan;200
16050500;Flame Art Partisan;200
16050600;Lightning Partisan;200
16050700;Sacred Partisan;200
16050800;Magic Partisan;200
16050900;Cold Partisan;200
16051000;Poison Partisan;200
16051100;Blood Partisan;200
16051200;Occult Partisan;200
16060000;Celebrant's Rib-Rake;0
16060100;Celebrant's Heavy Rib-Rake;0
16060200;Celebrant's Keen Rib-Rake;0
16060300;Celebrant's Quality Rib-Rake;0
16060400;Celebrant's Fire Rib-Rake;0
16060500;Celebrant's Flame Art Rib-Rake;0
16060600;Celebrant's Lightning Rib-Rake;0
16060700;Celebrant's Sacred Rib-Rake;0
16060800;Celebrant's Magic Rib-Rake;0
16060900;Celebrant's Cold Rib-Rake;0
16061000;Celebrant's Poison Rib-Rake;0
16061100;Celebrant's Blood Rib-Rake;0
16061200;Celebrant's Occult Rib-Rake;0
16070000;Pike;201
16070100;Heavy Pike;201
16070200;Keen Pike;201
16070300;Quality Pike;201
16070400;Fire Pike;201
16070500;Flame Art Pike;201
16070600;Lightning Pike;201
16070700;Sacred Pike;201
16070800;Magic Pike;201
16070900;Cold Pike;201
16071000;Poison Pike;201
16071100;Blood Pike;201
16071200;Occult Pike;201
16080000;Torchpole;0
16090000;Bolt of Gransax;0
16110000;Cross-Naginata;202
16110100;Heavy Cross-Naginata;202
16110200;Keen Cross-Naginata;202
16110300;Quality Cross-Naginata;202
16110400;Fire Cross-Naginata;202
16110500;Flame Art Cross-Naginata;202
16110600;Lightning Cross-Naginata;202
16110700;Sacred Cross-Naginata;202
16110800;Magic Cross-Naginata;202
16110900;Cold Cross-Naginata;202
16111000;Poison Cross-Naginata;202
16111100;Blood Cross-Naginata;202
16111200;Occult Cross-Naginata;202
16120000;Death Ritual Spear;200
16130000;Inquisitor's Girandole;0
16140000;Spiked Spear;200
16140100;Heavy Spiked Spear;200
16140200;Keen Spiked Spear;200
16140300;Quality Spiked Spear;200
16140400;Fire Spiked Spear;200
16140500;Flame Art Spiked Spear;200
16140600;Lightning Spiked Spear;200
16140700;Sacred Spiked Spear;200
16140800;Magic Spiked Spear;200
16140900;Cold Spiked Spear;200
16141000;Poison Spiked Spear;200
16141100;Blood Spiked Spear;200
16141200;Occult Spiked Spear;200
16150000;Iron Spear;0
16150100;Heavy Iron Spear;0
16150200;Keen Iron Spear;0
16150300;Quality Iron Spear;0
16150400;Fire Iron Spear;0
16150500;Flame Art Iron Spear;0
16150600;Lightning Iron Spear;0
16150700;Sacred Iron Spear;0
16150800;Magic Iron Spear;0
16150900;Cold Iron Spear;0
16151000;Poison Iron Spear;0
16151100;Blood Iron Spear;0
16151200;Occult Iron Spear;0
16160000;Rotten Crystal Spear;0
17010000;Mohgwyn's Sacred Spear;0
17020000;Siluria's Tree;205
17030000;Serpent-Hunter;207
17050000;Vyke's War Spear;205
17060000;Lance;0
17060100;Heavy Lance;0
17060200;Keen Lance;0
17060300;Quality Lance;0
17060400;Fire Lance;0
17060500;Flame Art Lance;0
17060600;Lightning Lance;0
17060700;Sacred Lance;0
17060800;Magic Lance;0
17060900;Cold Lance;0
17061000;Poison Lance;0
17061100;Bloody Lance;0
17061200;Occult Lance;0
17070000;Treespear;206
17070100;Heavy Treespear;206
17070200;Keen Treespear;206
17070300;Quality Treespear;206
17070400;Fire Treespear;206
17070500;Flame Art Treespear;206
17070600;Lightning Treespear;206
17070700;Sacred Treespear;206
17070800;Magic Treespear;206
17070900;Cold Treespear;206
17071000;Poison Treespear;206
17071100;Blood Treespear;206
17071200;Occult Treespear;206
17900000;;0
17910000;;206
18000000;Halberd;210
18000100;Heavy Halberd;210
18000200;Keen Halberd;210
18000300;Quality Halberd;210
18000400;Fire Halberd;210
18000500;Flame Art Halberd;210
18000600;Lightning Halberd;210
18000700;Sacred Halberd;210
18000800;Magic Halberd;210
18000900;Cold Halberd;210
18001000;Poison Halberd;210
18001100;Blood Halberd;210
18001200;Occult Halberd;210
18010000;Pest's Glaive;0
18010100;Pest's Heavy Glaive;0
18010200;Pest's Keen Glaive;0
18010300;Pest's Quality Glaive;0
18010400;Pest's Fire Glaive;0
18010500;Pest's Flame Art Glaive;0
18010600;Pest's Lightning Glaive;0
18010700;Pest's Sacred Glaive;0
18010800;Pest's Magic Glaive;0
18010900;Pest's Cold Glaive;0
18011000;Pest's Poison Glaive;0
18011100;Pest's Blood Glaive;0
18011200;Pest's Occult Glaive;0
18020000;Lucerne;211
18020100;Heavy Lucerne;211
18020200;Keen Lucerne;211
18020300;Quality Lucerne;211
18020400;Fire Lucerne;211
18020500;Flame Art Lucerne;211
18020600;Lightning Lucerne;211
18020700;Sacred Lucerne;211
18020800;Magic Lucerne;211
18020900;Cold Lucerne;211
18021000;Poison Lucerne;211
18021100;Blood Lucerne;211
18021200;Occult Lucerne;211
