Row ID,Row Name,Equip Model ID
8900000,,452
9000000,Uchigatana,550
9000100,Heavy Uchigatana,550
9000200,Keen Uchigatana,550
9000300,Quality Uchigatana,550
9000400,Fire Uchigatana,550
9000500,Flame Art Uchigatana,550
9000600,Lightning Uchigatana,550
9000700,Sacred Uchigatana,550
9000800,Magic Uchigatana,550
9000900,Cold Uchigatana,550
9001000,Poison Uchigatana,550
9001100,Blood Uchigatana,550
9001200,Occult Uchigatana,550
9010000,Nagakiba,551
9010100,Heavy Nagakiba,551
9010200,Keen Nagakiba,551
9010300,Quality Nagakiba,551
9010400,Fire Nagakiba,551
9010500,Flame Art Nagakiba,551
9010600,Lightning Nagakiba,551
9010700,Sacred Nagakiba,551
9010800,Magic Nagakiba,551
9010900,Cold Nagakiba,551
9011000,Poison Nagakiba,551
9011100,Blood Nagakiba,551
9011200,Occult Nagakiba,551
9020000,Hand of Malenia,552
9030000,Meteoric Ore Blade,553
9040000,Rivers of Blood,554
9060000,Moonveil,556
9070000,Dragonscale Blade,558
9080000,Serpentbone Blade,557
9080100,Heavy Serpentbone Blade,557
9080200,Keen Serpentbone Blade,557
9080300,Quality Serpentbone Blade,557
9080400,Fire Serpentbone Blade,557
9080500,Flame Art Serpentbone Blade,557
9080600,Lightning Serpentbone Blade,557
9080700,Sacred Serpentbone Blade,557
9080800,Magic Serpentbone Blade,557
9080900,Cold Serpentbone Blade,557
9081000,Poison Serpentbone Blade,557
9081100,Blood Serpentbone Blade,557
9081200,Occult Serpentbone Blade,557
9900000,,550
9910000,,554
9911000,,554
9920000,,408
9930000,,551
10000000,Twinblade,1100
10000100,Heavy Twinblade,1100
10000200,Keen Twinblade,1100
10000300,Quality Twinblade,1100
10000400,Fire Twinblade,1100
10000500,Flame Art Twinblade,1100
10000600,Lightning Twinblade,1100
10000700,Sacred Twinblade,1100
10000800,Magic Twinblade,1100
10000900,Cold Twinblade,1100
10001000,Poison Twinblade,1100
10001100,Bloody Twinblade,1100
10001200,Occult Twinblade,1100
10010000,Godskin Peeler,1101
10010100,Heavy Godskin Peeler,1101
10010200,Keen Godskin Peeler,1101
10010300,Quality Godskin Peeler,1101
10010400,Fire Godskin Peeler,1101
10010500,Flame Art Godskin Peeler,1101
10010600,Lightning Godskin Peeler,1101
10010700,Sacred Godskin Peeler,1101
10010800,Magic Godskin Peeler,1101
10010900,Cold Godskin Peeler,1101
10011000,Poison Godskin Peeler,1101
10011100,Blood Godskin Peeler,1101
10011200,Occult Godskin Peeler,1101
10030000,Twinned Knight Swords,1105
10030100,Heavy Twinned Knight Swords,1105
10030200,Keen Twinned Knight Swords,1105
10030300,Quality Twinned Knight Swords,1105
10030400,Fire Twinned Knight Swords,1105
10030500,Flame Art Twinned Knight Swords,1105
10030600,Lightning Twinned Knight Swords,1105
10030700,Sacred Twinned Knight Swords,1105
10030800,Magic Twinned Knight Swords,1105
10030900,Cold Twinned Knight Swords,1105
10031000,Poison Twinned Knight Swords,1105
10031100,Blood Twinned Knight Swords,1105
10031200,Occult Twinned Knight Swords,1105
10050000,Eleonora's Poleblade,1104
10080000,Gargoyle's Twinblade,1109
10080100,Gargoyle's Heavy Twinblade,1109
10080200,Gargoyle's Keen Twinblade,1109
10080300,Gargoyle's Quality Twinblade,1109
10080400,Gargoyle's Fire Twinblade,1109
10080500,Gargoyle's Flame Art Twinblade,1109
10080600,Gargoyle's Lightning Twinblade,1109
10080700,Gargoyle's Sacred Twinblade,1109
10080800,Gargoyle's Magic Twinblade,1109
10080900,Gargoyle's Cold Twinblade,1109
10081000,Gargoyle's Poison Twinblade,1109
10081100,Gargoyle's Blood Twinblade,1109
10081200,Gargoyle's Occult Twinblade,1109
10090000,Gargoyle's Black Blades,1110
11000000,Mace,802
11000100,Heavy Mace,802
11000200,Keen Mace,802
11000300,Quality Mace,802
11000400,Fire Mace,802
11000500,Flame Art Mace,802
11000600,Lightning Mace,802
11000700,Sacred Mace,802
11000800,Magic Mace,802
11000900,Cold Mace,802
11001000,Poison Mace,802
11001100,Blood Mace,802
11001200,Occult Mace,802
11010000,Club,800
11010100,Heavy Club,800
11010200,Keen Club,800
11010300,Quality Club,800
11010400,Fire Club,800
11010500,Flame Art Club,800
11010600,Lightning Club,800
11010700,Sacred Club,800
11010800,Magic Club,800
11010900,Cold Club,800
11011000,Poison Club,800
11011100,Bloody Club,800
11011200,Occult Club,800
11030000,Curved Club,805
11030100,Heavy Curved Club,805
11030200,Keen Curved Club,805
11030300,Quality Curved Club,805
11030400,Fire Curved Club,805
11030500,Flame Art Curved Club,805
11030600,Lightning Curved Club,805
11030700,Sacred Curved Club,805
11030800,Magic Curved Club,805
11030900,Cold Curved Club,805
11031000,Poison Curved Club,805
11031100,Blood Curved Club,805
11031200,Occult Curved Club,805
11040000,Warpick,809
11040100,Heavy Warpick,809
11040200,Keen Warpick,809
11040300,Quality Warpick,809
11040400,Fire Warpick,809
11040500,Flame Art Warpick,809
11040600,Lightning Warpick,809
11040700,Sacred Warpick,809
11040800,Magic Warpick,809
11040900,Cold Warpick,809
11041000,Poison Warpick,809
11041100,Blood Warpick,809
11041200,Occult Warpick,809
11050000,Morning Star,812
11050100,Heavy Morning Star,812
11050200,Keen Morning Star,812
11050300,Quality Morning Star,812
11050400,Fire Morning Star,812
11050500,Flame Art Morning Star,812
11050600,Lightning Morning Star,812
11050700,Sacred Morning Star,812
11050800,Magic Morning Star,812
11050900,Cold Morning Star,812
11051000,Poison Morning Star,812
11051100,Blood Morning Star,812
11051200,Occult Morning Star,812
11060000,Varre's Bouquet,814
11070000,Spiked Club,815
11070100,Heavy Spiked Club,815
11070200,Keen Spiked Club,815
11070300,Quality Spiked Club,815
11070400,Fire Spiked Club,815
11070500,Flame Art Spiked Club,815
11070600,Lightning Spiked Club,815
11070700,Sacred Spiked Club,815
11070800,Magic Spiked Club,815
11070900,Cold Spiked Club,815
11071000,Poison Spiked Club,815
11071100,Blood Spiked Club,815
11071200,Occult Spiked Club,815
11080000,Hammer,816
11080100,Heavy Hammer,816
11080200,Keen Hammer,816
11080300,Quality Hammer,816
11080400,Fire Hammer,816
11080500,Flame Art Hammer,816
11080600,Lightning Hammer,816
11080700,Sacred Hammer,816
11080800,Magic Hammer,816
11080900,Cold Hammer,816
11081000,Poison Hammer,816
11081100,Blood Hammer,816
11081200,Occult Hammer,816
11090000,Monk's Flamemace,806
11090100,Monk's Heavy Flamemace,806
11090200,Monk's Keen Flamemace,806
11090300,Monk's Quality Flamemace,806
11090400,Monk's Fire Flamemace,806
11090500,Monk's Flame Art Flamemace,806
11090600,Monk's Lightning Flamemace,806
11090700,Monk's Sacred Flamemace,806
11090800,Monk's Magic Flamemace,806
11090900,Monk's Cold Flamemace,806
11091000,Monk's Poison Flamemace,806
11091100,Monk's Blood Flamemace,806
11091200,Monk's Occult Flamemace,806
11100000,Envoy's Horn,4014
11110000,Scepter of the All-Knowing,817
11120000,Nox Flowing Hammer,818
11130000,Ringed Finger,819
11140000,Stone Club,820
11140100,Heavy Stone Club,820
11140200,Keen Stone Club,820
11140300,Quality Stone Club,820
11140400,Fire Stone Club,820
11140500,Flame Art Stone Club,820
11140600,Lightning Stone Club,820
11140700,Sacred Stone Club,820
11140800,Magic Stone Club,820
11140900,Cold Stone Club,820
11141000,Poison Stone Club,820
11141100,Blood Stone Club,820
11141200,Occult Stone Club,820
11150000,Marika's Hammer,821
11170000,,817
12000000,Large Club,850
12000100,Heavy Large Club,850
12000200,Keen Large Club,850
12000300,Quality Large Club,850
12000400,Fire Large Club,850
12000500,Flame Art Large Club,850
12000600,Lightning Large Club,850
12000700,Sacred Large Club,850
12000800,Magic Large Club,850
12000900,Cold Large Club,850
12001000,Poison Large Club,850
12001100,Blood Large Club,850
12001200,Occult Large Club,850
12010000,Greathorn Hammer,803
12010100,Heavy Greathorn Hammer,803
12010200,Keen Greathorn Hammer,803
12010300,Quality Greathorn Hammer,803
12010400,Fire Greathorn Hammer,803
12010500,Flame Art Greathorn Hammer,803
12010600,Lightning Greathorn Hammer,803
12010700,Sacred Greathorn Hammer,803
12010800,Magic Greathorn Hammer,803
12010900,Cold Greathorn Hammer,803
12011000,Poison Greathorn Hammer,803
12011100,Blood Greathorn Hammer,803
12011200,Occult Greathorn Hammer,803
12020000,Battle Hammer,804
12020100,Heavy Battle Hammer,804
12020200,Keen Battle Hammer,804
12020300,Quality Battle Hammer,804
12020400,Fire Battle Hammer,804
12020500,Flame Art Battle Hammer,804
12020600,Lightning Battle Hammer,804
12020700,Sacred Battle Hammer,804
12020800,Magic Battle Hammer,804
12020900,Cold Battle Hammer,804
12021000,Poison Battle Hammer,804
12021100,Blood Battle Hammer,804
12021200,Occult Battle Hammer,804
12060000,Great Mace,852
12060100,Heavy Great Mace,852
12060200,Keen Great Mace,852
12060300,Quality Great Mace,852
12060400,Fire Great Mace,852
12060500,Flame Art Great Mace,852
12060600,Lightning Great Mace,852
12060700,Sacred Great Mace,852
12060800,Magic Great Mace,852
12060900,Cold Great Mace,852
12061000,Poison Great Mace,852
12061100,Blood Great Mace,852
12061200,Occult Great Mace,852
12080000,Curved Great Club,855
12080100,Heavy Curved Great Club,855
12080200,Keen Curved Great Club,855
12080300,Quality Curved Great Club,855
12080400,Fire Curved Great Club,855
12080500,Flame Art Curved Great Club,855
12080600,Lightning Curved Great Club,855
12080700,Sacred Curved Great Club,855
12080800,Magic Curved Great Club,855
12080900,Cold Curved Great Club,855
12081000,Poison Curved Great Club,855
12081100,Blood Curved Great Club,855
12081200,Occult Curved Great Club,855
12130000,Celebrant's Skull,860
12130100,Celebrant's Heavy Skull,860
12130200,Celebrant's Keen Skull,860
12130300,Celebrant's Quality Skull,860
12130400,Celebrant's Fire Skull,860
12130500,Celebrant's Flame Art Skull,860
12130600,Celebrant's Lightning Skull,860
12130700,Celebrant's Sacred Skull,860
12130800,Celebrant's Magic Skull,860
12130900,Celebrant's Cold Skull,860
12131000,Celebrant's Poison Skull,860
12131100,Celebrant's Blood Skull,860
12131200,Celebrant's Occult Skull,860
12140000,Pickaxe,861
12140100,Heavy Pickaxe,861
12140200,Keen Pickaxe,861
12140300,Quality Pickaxe,861
12140400,Fire Pickaxe,861
12140500,Flame Art Pickaxe,861
12140600,Lightning Pickaxe,861
12140700,Sacred Pickaxe,861
12140800,Magic Pickaxe,861
12140900,Cold Pickaxe,861
12141000,Poison Pickaxe,861
12141100,Blood Pickaxe,861
12141200,Occult Pickaxe,861
12150000,Beastclaw Greathammer,862
12160000,Envoy's Long Horn,4015
12170000,Cranial Vessel Candlestand,863
12180000,Great Stars,864
12180100,Heavy Great Stars,864
12180200,Keen Great Stars,864
12180300,Quality Great Stars,864
12180400,Fire Great Stars,864
12180500,Flame Art Great Stars,864
12180600,Lightning Great Stars,864
12180700,Sacred Great Stars,864
12180800,Magic Great Stars,864
12180900,Cold Great Stars,864
12181000,Poison Great Stars,864
12181100,Blood Great Stars,864
12181200,Occult Great Stars,864
12190000,Brick Hammer,865
12190100,Heavy Brick Hammer,865
12190200,Keen Brick Hammer,865
12190300,Quality Brick Hammer,865
12190400,Fire Brick Hammer,865
12190500,Flame Art Brick Hammer,865
12190600,Lightning Brick Hammer,865
12190700,Sacred Brick Hammer,865
12190800,Magic Brick Hammer,865
12190900,Cold Brick Hammer,865
12191000,Poison Brick Hammer,865
12191100,Blood Brick Hammer,865
12191200,Occult Brick Hammer,865
12200000,Devourer's Scepter,871
12210000,Rotten Battle Hammer,876
12210100,Heavy Rotten Battle Hammer,876
12210200,Keen Rotten Battle Hammer,876
12210300,Quality Rotten Battle Hammer,876
12210400,Fire Rotten Battle Hammer,876
12210500,Flame Art Rotten Battle Hammer,876
12210600,Lightning Rotten Battle Hammer,876
12210700,Sacred Rotten Battle Hammer,876
12210800,Magic Rotten Battle Hammer,876
12210900,Cold Rotten Battle Hammer,876
12211000,Poison Rotten Battle Hammer,876
12211100,Blood Rotten Battle Hammer,876
12211200,Occult Rotten Battle Hammer,876
12900000,,852
12910000,,871
13000000,Nightrider Flail,1251
13000100,Heavy Nightrider Flail,1251
13000200,Keen Nightrider Flail,1251
13000300,Quality Nightrider Flail,1251
13000400,Fire Nightrider Flail,1251
13000500,Flame Art Nightrider Flail,1251
13000600,Lightning Nightrider Flail,1251
13000700,Sacred Nightrider Flail,1251
13000800,Magic Nightrider Flail,1251
13000900,Cold Nightrider Flail,1251
13001000,Poison Nightrider Flail,1251
13001100,Blood Nightrider Flail,1251
13001200,Occult Nightrider Flail,1251
13010000,Flail,1250
13010100,Heavy Flail,1250
13010200,Keen Flail,1250
13010300,Quality Flail,1250
13010400,Fire Flail,1250
13010500,Flame Art Flail,1250
13010600,Lightning Flail,1250
13010700,Sacred Flail,1250
13010800,Magic Flail,1250
13010900,Cold Flail,1250
13011000,Poison Flail,1250
13011100,Blood Flail,1250
13011200,Occult Flail,1250
13020000,Family Heads,1252
13030000,Bastard's Stars,1253
13040000,Chainlink Flail,1255
13040100,Heavy Chainlink Flail,1255
13040200,Keen Chainlink Flail,1255
13040300,Quality Chainlink Flail,1255
13040400,Fire Chainlink Flail,1255
13040500,Flame Art Chainlink Flail,1255
13040600,Lightning Chainlink Flail,1255
13040700,Sacred Chainlink Flail,1255
13040800,Magic Chainlink Flail,1255
13040900,Cold Chainlink Flail,1255
13041000,Poison Chainlink Flail,1255
13041100,Blood Chainlink Flail,1255
13041200,Occult Chainlink Flail,1255
14000000,Battle Axe,701
14000100,Heavy Battle Axe,701
14000200,Keen Battle Axe,701
14000300,Quality Battle Axe,701
14000400,Fire Battle Axe,701
14000500,Flame Art Battle Axe,701
14000600,Lightning Battle Axe,701
14000700,Sacred Battle Axe,701
14000800,Magic Battle Axe,701
14000900,Cold Battle Axe,701
14001000,Poison Battle Axe,701
14001100,Blood Battle Axe,701
14001200,Occult Battle Axe,701
14010000,Forked Hatchet,406
14010100,Heavy Forked Hatchet,406
14010200,Keen Forked Hatchet,406
14010300,Quality Forked Hatchet,406
14010400,Fire Forked Hatchet,406
14010500,Flame Art Forked Hatchet,406
14010600,Lightning Forked Hatchet,406
14010700,Sacred Forked Hatchet,406
14010800,Magic Forked Hatchet,406
14010900,Cold Forked Hatchet,406
14011000,Poison Forked Hatchet,406
14011100,Blood Forked Hatchet,406
14011200,Occult Forked Hatchet,406
14020000,Hand Axe,700
14020100,Heavy Hand Axe,700
14020200,Keen Hand Axe,700
14020300,Quality Hand Axe,700
14020400,Fire Hand Axe,700
14020500,Flame Art Hand Axe,700
14020600,Lightning Hand Axe,700
14020700,Sacred Hand Axe,700
14020800,Magic Hand Axe,700
14020900,Cold Hand Axe,700
14021000,Poison Hand Axe,700
14021100,Blood Hand Axe,700
14021200,Occult Hand Axe,700
14030000,Jawbone Axe,705
14030100,Heavy Jawbone Axe,705
14030200,Keen Jawbone Axe,705
14030300,Quality Jawbone Axe,705
14030400,Fire Jawbone Axe,705
14030500,Flame Art Jawbone Axe,705
14030600,Lightning Jawbone Axe,705
14030700,Sacred Jawbone Axe,705
14030800,Magic Jawbone Axe,705
14030900,Cold Jawbone Axe,705
14031000,Poison Jawbone Axe,705
14031100,Blood Jawbone Axe,705
14031200,Occult Jawbone Axe,705
14040000,Iron Cleaver,706
14040100,Heavy Iron Cleaver,706
14040200,Keen Iron Cleaver,706
14040300,Quality Iron Cleaver,706
14040400,Fire Iron Cleaver,706
14040500,Flame Art Iron Cleaver,706
14040600,Lightning Iron Cleaver,706
14040700,Sacred Iron Cleaver,706
14040800,Magic Iron Cleaver,706
14040900,Cold Iron Cleaver,706
14041000,Poison Iron Cleaver,706
14041100,Blood Iron Cleaver,706
14041200,Occult Iron Cleaver,706
14050000,Ripple Blade,707
14060000,Celebrant's Cleaver,708
14060100,Celebrant's Heavy Cleaver,708
14060200,Celebrant's Keen Cleaver,708
14060300,Celebrant's Quality Cleaver,708
14060400,Celebrant's Fire Cleaver,708
14060500,Celebrant's Flame Art Cleaver Blades,708
14060600,Celebrant's Lightning Cleaver,708
14060700,Celebrant's Sacred Cleaver,708
14060800,Celebrant's Magic Cleaver,708
14060900,Celebrant's Cold Cleaver,708
14061000,Celebrant's Poison Cleaver,708
14061100,Celebrant's Blood Cleaver,708
14061200,Celebrant's Occult Cleaver,708
14080000,Icerind Hatchet,714
14100000,Highland Axe,716
14100100,Heavy Highland Axe,716
14100200,Keen Highland Axe,716
14100300,Quality Highland Axe,716
14100400,Fire Highland Axe,716
14100500,Flame Art Highland Axe,716
14100600,Lightning Highland Axe,716
14100700,Sacred Highland Axe,716
14100800,Magic Highland Axe,716
14100900,Cold Highland Axe,716
14101000,Poison Highland Axe,716
14101100,Bloody Highland Axe,716
14101200,Occult Highland Axe,716
14110000,Sacrificial Axe,717
14110100,Heavy Sacrificial Axe,717
14110200,Keen Sacrificial Axe,717
14110300,Quality Sacrificial Axe,717
14110400,Fire Sacrificial Axe,717
14110500,Flame Art Sacrificial Axe,717
14110600,Lightning Sacrificial Axe,717
14110700,Sacred Sacrificial Axe,717
14110800,Magic Sacrificial Axe,717
14110900,Cold Sacrificial Axe,717
14111000,Poison Sacrificial Axe,717
14111100,Blood Sacrificial Axe,717
14111200,Occult Sacrificial Axe,717
14120000,Rosus' Axe,718
14140000,Stormhawk Axe,720
15000000,Greataxe,750
15000100,Heavy Greataxe,750
15000200,Keen Greataxe,750
15000300,Quality Greataxe,750
15000400,Fire Greataxe,750
15000500,Flame Art Greataxe,750
15000600,Lightning Greataxe,750
15000700,Sacred Greataxe,750
15000800,Magic Greataxe,750
15000900,Cold Greataxe,750
15001000,Poison Greataxe,750
15001100,Blood Greataxe,750
15001200,Occult Greataxe,750
15010000,Warped Axe,711
15010100,Heavy Warped Axe,711
15010200,Keen Warped Axe,711
15010300,Quality Warped Axe,711
15010400,Fire Warped Axe,711
15010500,Flame Art Warped Axe,711
15010600,Lightning Warped Axe,711
15010700,Sacred Warped Axe,711
15010800,Magic Warped Axe,711
15010900,Cold Warped Axe,711
15011000,Poison Warped Axe,711
15011100,Blood Warped Axe,711
15011200,Occult Warped Axe,711
15020000,Great Omenkiller Cleaver,712
15020100,Heavy Great Omenkiller Cleaver,712
15020200,Keen Great Omenkiller Cleaver,712
15020300,Quality Great Omenkiller Cleaver,712
15020400,Fire Great Omenkiller Cleaver,712
15020500,Flame Art Great Omenkiller Cleaver,712
15020600,Lightning Great Omenkiller Cleaver,712
15020700,Sacred Great Omenkiller Cleaver,712
15020800,Magic Great Omenkiller Cleaver,712
15020900,Cold Great Omenkiller Cleaver,712
15021000,Poison Great Omenkiller Cleaver,712
15021100,Blood Great Omenkiller Cleaver,712
15021200,Occult Great Omenkiller Cleaver,712
15030000,Crescent Moon Axe,752
15030100,Heavy Crescent Moon Axe,752
15030200,Keen Crescent Moon Axe,752
15030300,Quality Crescent Moon Axe,752
15030400,Fire Crescent Moon Axe,752
15030500,Flame Art Crescent Moon Axe,752
15030600,Lightning Crescent Moon Axe,752
15030700,Sacred Crescent Moon Axe,752
15030800,Magic Crescent Moon Axe,752
15030900,Cold Crescent Moon Axe,752
15031000,Poison Crescent Moon Axe,752
15031100,Blood Crescent Moon Axe,752
15031200,Occult Crescent Moon Axe,752
15040000,Axe of Godrick,756
15050000,Longhaft Axe,1006
15050100,Heavy Longhaft Axe,1006
15050200,Keen Longhaft Axe,1006
15050300,Quality Longhaft Axe,1006
15050400,Fire Longhaft Axe,1006
15050500,Flame Art Longhaft Axe,1006
15050600,Lightning Longhaft Axe,1006
15050700,Sacred Longhaft Axe,1006
15050800,Magic Longhaft Axe,1006
15050900,Cold Longhaft Axe,1006
15051000,Poison Longhaft Axe,1006
15051100,Blood Longhaft Axe,1006
15051200,Occult Longhaft Axe,1006
15060000,Rusted Anchor,713
15060100,Heavy Rusted Anchor,713
15060200,Keen Rusted Anchor,713
15060300,Quality Rusted Anchor,713
15060400,Fire Rusted Anchor,713
15060500,Flame Art Rusted Anchor,713
15060600,Lightning Rusted Anchor,713
15060700,Sacred Rusted Anchor,713
15060800,Magic Rusted Anchor,713
15060900,Cold Rusted Anchor,713
15061000,Poison Rusted Anchor,713
15061100,Blood Rusted Anchor,713
15061200,Occult Rusted Anchor,713
15080000,Executioner's Greataxe,758
15080100,Executioner's Heavy Greataxe,758
15080200,Executioner's Keen Greataxe,758
15080300,Executioner's Quality Greataxe,758
15080400,Executioner's Fire Greataxe,758
15080500,Executioner's Flame Art Greataxe,758
15080600,Executioner's Lightning Greataxe,758
15080700,Executioner's Sacred Greataxe,758
15080800,Executioner's Magic Greataxe,758
15080900,Executioner's Cold Greataxe,758
15081000,Executioner's Poison Greataxe,758
15081100,Executioner's Blood Greataxe,758
15081200,Executioner's Occult Greataxe,758
15110000,Winged Greathorn,753
15120000,Butchering Knife,761
15120100,Heavy Butchering Knife,761
15120200,Keen Butchering Knife,761
15120300,Quality Butchering Knife,761
15120400,Fire Butchering Knife,761
15120500,Flame Art Butchering Knife,761
15120600,Lightning Butchering Knife,761
15120700,Sacred Butchering Knife,761
15120800,Magic Butchering Knife,761
15120900,Cold Butchering Knife,761
15121000,Poison Butchering Knife,761
15121100,Blood Butchering Knife,761
15121200,Occult Butchering Knife,761
15130000,Gargoyle's Great Axe,762
15130100,Gargoyle's Heavy Great Axe,762
15130200,Gargoyle's Keen Great Axe,762
15130300,Gargoyle's Quality Great Axe,762
15130400,Gargoyle's Fire Great Axe,762
15130500,Gargoyle's Flame Art Great Axe,762
15130600,Gargoyle's Lightning Great Axe,762
15130700,Gargoyle's Sacred Great Axe,762
15130800,Gargoyle's Magic Great Axe,762
15130900,Gargoyle's Cold Great Axe,762
15131000,Gargoyle's Poison Great Axe,762
15131100,Gargoyle's Blood Great Axe,762
15131200,Gargoyle's Occult Great Axe,762
15140000,Gargoyle's Black Axe,763
15900000,,761
16000000,Short Spear,923
16000100,Heavy Short Spear,923
16000200,Keen Short Spear,923
16000300,Quality Short Spear,923
16000400,Fire Short Spear,923
16000500,Flame Art Short Spear,923
16000600,Lightning Short Spear,923
16000700,Sacred Short Spear,923
16000800,Magic Short Spear,923
16000900,Cold Short Spear,923
16001000,Poison Short Spear,923
16001100,Blood Short Spear,923
16001200,Occult Short Spear,923
16010000,Spear,902
16010100,Heavy Spear,902
16010200,Keen Spear,902
16010300,Quality Spear,902
16010400,Fire Spear,902
16010500,Flame Art Spear,902
16010600,Lightning Spear,902
16010700,Sacred Spear,902
16010800,Magic Spear,902
16010900,Cold Spear,902
16011000,Poison Spear,902
16011100,Bloody Spear,902
16011200,Occult Spear,902
16020000,Crystal Spear,905
16030000,Clayman's Harpoon,909
16030100,Clayman's Heavy Harpoon,909
16030200,Clayman's Keen Harpoon,909
16030300,Clayman's Quality Harpoon,909
16030400,Clayman's Fire Harpoon,909
16030500,Clayman's Flame Art Harpoon,909
16030600,Clayman's Lightning Harpoon,909
16030700,Clayman's Sacred Harpoon,909
16030800,Clayman's Magic Harpoon,909
16030900,Clayman's Cold Harpoon,909
16031000,Clayman's Poison Harpoon,909
16031100,Clayman's Blood Harpoon,909
16031200,Clayman's Occult Harpoon,909
16040000,Cleanrot Spear,910
16050000,Partisan,921
16050100,Heavy Partisan,921
16050200,Keen Partisan,921
16050300,Quality Partisan,921
16050400,Fire Partisan,921
16050500,Flame Art Partisan,921
16050600,Lightning Partisan,921
16050700,Sacred Partisan,921
16050800,Magic Partisan,921
16050900,Cold Partisan,921
16051000,Poison Partisan,921
16051100,Blood Partisan,921
16051200,Occult Partisan,921
16060000,Celebrant's Rib-Rake,922
16060100,Celebrant's Heavy Rib-Rake,922
16060200,Celebrant's Keen Rib-Rake,922
16060300,Celebrant's Quality Rib-Rake,922
16060400,Celebrant's Fire Rib-Rake,922
16060500,Celebrant's Flame Art Rib-Rake,922
16060600,Celebrant's Lightning Rib-Rake,922
16060700,Celebrant's Sacred Rib-Rake,922
16060800,Celebrant's Magic Rib-Rake,922
16060900,Celebrant's Cold Rib-Rake,922
16061000,Celebrant's Poison Rib-Rake,922
16061100,Celebrant's Blood Rib-Rake,922
16061200,Celebrant's Occult Rib-Rake,922
16070000,Pike,926
16070100,Heavy Pike,926
16070200,Keen Pike,926
16070300,Quality Pike,926
16070400,Fire Pike,926
16070500,Flame Art Pike,926
16070600,Lightning Pike,926
16070700,Sacred Pike,926
16070800,Magic Pike,926
16070900,Cold Pike,926
16071000,Poison Pike,926
16071100,Blood Pike,926
16071200,Occult Pike,926
16080000,Torchpole,3001
16090000,Bolt of Gransax,930
16110000,Cross-Naginata,932
16110100,Heavy Cross-Naginata,932
16110200,Keen Cross-Naginata,932
16110300,Quality Cross-Naginata,932
16110400,Fire Cross-Naginata,932
16110500,Flame Art Cross-Naginata,932
16110600,Lightning Cross-Naginata,932
16110700,Sacred Cross-Naginata,932
16110800,Magic Cross-Naginata,932
16110900,Cold Cross-Naginata,932
16111000,Poison Cross-Naginata,932
16111100,Blood Cross-Naginata,932
16111200,Occult Cross-Naginata,932
16120000,Death Ritual Spear,933
16130000,Inquisitor's Girandole,934
16140000,Spiked Spear,1017
16140100,Heavy Spiked Spear,1017
16140200,Keen Spiked Spear,1017
16140300,Quality Spiked Spear,1017
16140400,Fire Spiked Spear,1017
16140500,Flame Art Spiked Spear,1017
16140600,Lightning Spiked Spear,1017
16140700,Sacred Spiked Spear,1017
16140800,Magic Spiked Spear,1017
16140900,Cold Spiked Spear,1017
16141000,Poison Spiked Spear,1017
16141100,Blood Spiked Spear,1017
16141200,Occult Spiked Spear,1017
16150000,Iron Spear,919
16150100,Heavy Iron Spear,919
16150200,Keen Iron Spear,919
16150300,Quality Iron Spear,919
16150400,Fire Iron Spear,919
16150500,Flame Art Iron Spear,919
16150600,Lightning Iron Spear,919
16150700,Sacred Iron Spear,919
16150800,Magic Iron Spear,919
16150900,Cold Iron Spear,919
16151000,Poison Iron Spear,919
16151100,Blood Iron Spear,919
16151200,Occult Iron Spear,919
16160000,Rotten Crystal Spear,1021
17010000,Mohgwyn's Sacred Spear,918
17020000,Siluria's Tree,929
17030000,Serpent-Hunter,935
17050000,Vyke's War Spear,937
17060000,Lance,938
17060100,Heavy Lance,938
17060200,Keen Lance,938
17060300,Quality Lance,938
17060400,Fire Lance,938
17060500,Flame Art Lance,938
17060600,Lightning Lance,938
17060700,Sacred Lance,938
17060800,Magic Lance,938
17060900,Cold Lance,938
17061000,Poison Lance,938
17061100,Bloody Lance,938
17061200,Occult Lance,938
17070000,Treespear,939
17070100,Heavy Treespear,939
17070200,Keen Treespear,939
17070300,Quality Treespear,939
17070400,Fire Treespear,939
17070500,Flame Art Treespear,939
17070600,Lightning Treespear,939
17070700,Sacred Treespear,939
17070800,Magic Treespear,939
17070900,Cold Treespear,939
17071000,Poison Treespear,939
17071100,Blood Treespear,939
17071200,Occult Treespear,939
17900000,,937
17910000,,939
18000000,Halberd,1001
18000100,Heavy Halberd,1001
18000200,Keen Halberd,1001
18000300,Quality Halberd,1001
18000400,Fire Halberd,1001
18000500,Flame Art Halberd,1001
18000600,Lightning Halberd,1001
18000700,Sacred Halberd,1001
18000800,Magic Halberd,1001
18000900,Cold Halberd,1001
18001000,Poison Halberd,1001
18001100,Blood Halberd,1001
18001200,Occult Halberd,1001
18010000,Pest's Glaive,911
18010100,Pest's Heavy Glaive,911
18010200,Pest's Keen Glaive,911
18010300,Pest's Quality Glaive,911
18010400,Pest's Fire Glaive,911
18010500,Pest's Flame Art Glaive,911
18010600,Pest's Lightning Glaive,911
18010700,Pest's Sacred Glaive,911
18010800,Pest's Magic Glaive,911
18010900,Pest's Cold Glaive,911
18011000,Pest's Poison Glaive,911
18011100,Pest's Blood Glaive,911
18011200,Pest's Occult Glaive,911
18020000,Lucerne,1002
18020100,Heavy Lucerne,1002
18020200,Keen Lucerne,1002
18020300,Quality Lucerne,1002
