Row ID,Row Name,Target SpEffect ID 0
10676000,Law of Causality,1676010
10678000,Order Healing,1678000
10686000,Bestial Constitution,1686000
10686001,Bestial Constitution,1686002
10692100,Frozen Lightning Spear,1692100
10692101,Frozen Lightning Spear,1692100
10692111,Frozen Lightning Spear,1692100
10692112,Frozen Lightning Spear,1692100
10702000,Dragonice,1702000
10702002,Dragonice,1702000
10702100,Borealis's Mist,1702100
10702101,Borealis's Mist,1702100
10702102,Borealis's Mist,1702100
10702122,Borealis's Mist,1702100
10703000,Rotten Breath,1703000
10703002,Rotten Breath,1703000
10703100,Ekzykes's Decay,1703100
10703101,Ekzykes's Decay,1703100
10703102,Ekzykes's Decay,1703100
10703122,Ekzykes's Decay,1703100
10709000,Greyoll's Roar,1709000
10721001,Swarm of Flies,3126
10722000,Poison Mist,1722000
10722001,Poison Mist,1722000
10724001,Scarlet Aeonia,1724000
10731000,The Flame of Frenzy,1731000
10731001,The Flame of Frenzy,1731000
10731002,The Flame of Frenzy,1731000
10731005,The Flame of Frenzy,1731000
10731006,The Flame of Frenzy,1731000
10731050,The Flame of Frenzy,1731001
10731051,The Flame of Frenzy,1731001
10731052,The Flame of Frenzy,1731001
10731055,The Flame of Frenzy,1731001
10731056,The Flame of Frenzy,1731001
10731100,Unendurable Frenzy,1731100
10731103,Unendurable Frenzy,1731100
10731104,Unendurable Frenzy,1731100
10731105,Unendurable Frenzy,1731100
10731106,Unendurable Frenzy,1731100
10731107,Unendurable Frenzy,1731100
10731108,Unendurable Frenzy,1731100
10731115,Unendurable Frenzy,1731100
10731116,Unendurable Frenzy,1731100
10731117,Unendurable Frenzy,1731100
10732000,Frenzied Burst,1732000
10732050,Frenzied Burst,1732001
10733000,Howl of Shabriri,1733001
10733001,Howl of Shabriri,1733002
10753000,Black Blade,6850
10753001,Black Blade,6850
10753010,Black Blade,6850
10753011,Black Blade,6850
10753020,Black Blade,6850
10753021,Black Blade,6850
10753030,Black Blade,6850
10753031,Black Blade,6850
10790099,Fire's Deadly Sin,1790003
10790300,Golden Lightning Fortification,1790300
10790301,Golden Lightning Fortification,1790300
20005201,Golden Great Arrow,1730
81110000,,500360
81110001,,500360
81110010,,500360
81110011,,500360
81110020,,500360
81110021,,500360
81110030,,500360
81110031,,500360
81110040,,500360
81110041,,500360
81110050,,500360
81110051,,500360
81110060,,500360
81110061,,500360
81110070,,500360
81110071,,500360
81300000,,8570
81301200,,8570
81301210,,8570
81301220,,8570
81301230,,8570
81301240,,8570
81301250,,8570
81301260,,8570
81301270,,8570
81303200,,8570
81303210,,8570
81303220,,8570
81303230,,8570
81303240,,8570
81303250,,8570
81303260,,8570
81303270,,8570
82300000,,16610
82300005,,16611
82700001,,21005
82700002,,21000
82700011,,21005
82700012,,21000
82700021,,21005
82700022,,21000
82700031,,21005
82700032,,21000
82700041,,21005
82700042,,21000
82700051,,21005
82700052,,21000
82700061,,21005
82700062,,21000
82700071,,21005
82700072,,21000
82730001,,21005
82730002,,21000
82730011,,21005
82730012,,21000
82730021,,21005
82730022,,21000
82730031,,21005
82730032,,21000
82730041,,21005
82730042,,21000
82730051,,21005
82730052,,21000
82730061,,21005
82730062,,21000
82730071,,21005
82730072,,21000
83100000,,14507
87100001,,20003
