Row ID,Row Name,Target Effect 1
4470371,[Ghiza Torturer],22002
4470372,[Ghiza Torturer],22002
4470373,[Ghiza Torturer],22002
4470374,[Ghiza Torturer],22002
4470375,[Ghiza Torturer],22002
4470376,[Ghiza Torturer],22002
4470377,[Ghiza Torturer],22002
4470378,[Ghiza Torturer],22002
4470379,[Ghiza Torturer],22002
4470380,[Ghiza Torturer],22002
4470410,[Ghiza Torturer],22002
4470411,[Ghiza Torturer],22002
4470412,[Ghiza Torturer],22002
4470413,[Ghiza Torturer],22002
4470414,[Ghiza Torturer],22002
4470415,[Ghiza Torturer],22002
4470416,[Ghiza Torturer],22002
4470417,[Ghiza Torturer],22002
4470418,[Ghiza Torturer],22002
4470419,[Ghiza Torturer],22002
4470420,[Ghiza Torturer],22002
4470421,[Ghiza Torturer],22002
4470422,[Ghiza Torturer],22002
4470423,[Ghiza Torturer],22002
4470440,[Ghiza Torturer],22002
4470441,[Ghiza Torturer],22002
4470442,[Ghiza Torturer],22002
4470443,[Ghiza Torturer],22002
4470444,[Ghiza Torturer],22002
4470445,[Ghiza Torturer],22002
4470446,[Ghiza Torturer],22002
4470447,[Ghiza Torturer],22002
4470448,[Ghiza Torturer],22002
4470449,[Ghiza Torturer],22002
4470460,[Ghiza Torturer],22002
4470461,[Ghiza Torturer],22002
4470462,[Ghiza Torturer],22002
4470463,[Ghiza Torturer],22002
4470464,[Ghiza Torturer],22002
4470465,[Ghiza Torturer],22002
4470466,[Ghiza Torturer],22002
4470467,[Ghiza Torturer],22002
4470468,[Ghiza Torturer],22002
4470469,[Ghiza Torturer],22002
4470470,[Ghiza Torturer],22002
4470471,[Ghiza Torturer],22002
4470472,[Ghiza Torturer],22002
4470473,[Ghiza Torturer],22002
4470474,[Ghiza Torturer],22002
4470475,[Ghiza Torturer],22002
4470476,[Ghiza Torturer],22002
4470490,[Ghiza Torturer],22007
4470491,[Ghiza Torturer],22002
4470492,[Ghiza Torturer],22002
4470493,[Ghiza Torturer],22002
4470494,[Ghiza Torturer],22002
4470495,[Ghiza Torturer],22002
4470496,[Ghiza Torturer],22002
4470497,[Ghiza Torturer],22002
4470510,[Ghiza Torturer],22002
4470511,[Ghiza Torturer],22002
4470512,[Ghiza Torturer],22002
4470513,[Ghiza Torturer],22002
4470514,[Ghiza Torturer],22002
4470515,[Ghiza Torturer],22002
4470516,[Ghiza Torturer],22002
4470520,[Ghiza Torturer],22007
4470521,[Ghiza Torturer],22002
4470522,[Ghiza Torturer],22002
4470523,[Ghiza Torturer],22002
4470524,[Ghiza Torturer],22002
4470530,[Ghiza Torturer],22007
4470531,[Ghiza Torturer],22002
4470532,[Ghiza Torturer],22002
4470533,[Ghiza Torturer],22002
4470534,[Ghiza Torturer],22002
4470535,[Ghiza Torturer],22002
4470540,[Ghiza Torturer],22006
4470541,[Ghiza Torturer],22007
4470542,[Ghiza Torturer],22002
4470543,[Ghiza Torturer],22002
4470544,[Ghiza Torturer],22002
4470550,[Ghiza Torturer],22002
4470551,[Ghiza Torturer],22007
4470552,[Ghiza Torturer],22002
4470553,[Ghiza Torturer],22002
4470554,[Ghiza Torturer],22002
4470560,[Ghiza Torturer],22006
4470561,[Ghiza Torturer],22007
4470562,[Ghiza Torturer],22002
4470563,[Ghiza Torturer],22002
4470564,[Ghiza Torturer],22002
4470570,[Ghiza Torturer],22002
4470571,[Ghiza Torturer],22007
4470572,[Ghiza Torturer],22002
4470573,[Ghiza Torturer],22002
4470574,[Ghiza Torturer],22002
4470600,[Ghiza Torturer],22007
4470601,[Ghiza Torturer],22007
4470602,[Ghiza Torturer],22007
4470603,[Ghiza Torturer],22007
4470604,[Ghiza Torturer],22007
4470610,[Ghiza Torturer],22007
4470611,[Ghiza Torturer],22007
4470620,[Ghiza Torturer],22002
4470621,[Ghiza Torturer],22002
4470622,[Ghiza Torturer],22002
4470630,[Ghiza Torturer],22007
4470631,[Ghiza Torturer],22002
4470632,[Ghiza Torturer],22002
4470633,[Ghiza Torturer],22002
4470634,[Ghiza Torturer],22002
4470635,[Ghiza Torturer],22002
4470636,[Ghiza Torturer],22002
4470637,[Ghiza Torturer],22002
4470638,[Ghiza Torturer],22002
4470639,[Ghiza Torturer],22002
4470640,[Ghiza Torturer],22002
4470645,[Ghiza Torturer],22007
4470646,[Ghiza Torturer],22002
4470647,[Ghiza Torturer],22002
4470648,[Ghiza Torturer],22002
4470649,[Ghiza Torturer],22002
4470650,[Ghiza Torturer],22002
4470651,[Ghiza Torturer],22002
4470652,[Ghiza Torturer],22002
4470653,[Ghiza Torturer],22002
4470654,[Ghiza Torturer],22002
4470655,[Ghiza Torturer],22002
4470660,[Ghiza Torturer],22007
4470661,[Ghiza Torturer],22002
4470662,[Ghiza Torturer],22002
4470663,[Ghiza Torturer],22002
4470664,[Ghiza Torturer],22002
4470665,[Ghiza Torturer],22002
4470666,[Ghiza Torturer],22002
4470667,[Ghiza Torturer],22002
4470668,[Ghiza Torturer],22002
4470669,[Ghiza Torturer],22002
4470670,[Ghiza Torturer],22002
4470671,[Ghiza Torturer],22002
4470672,[Ghiza Torturer],22002
4470673,[Ghiza Torturer],22002
4470674,[Ghiza Torturer],22002
4470680,[Ghiza Torturer],22007
4470681,[Ghiza Torturer],22002
4470682,[Ghiza Torturer],22002
4470683,[Ghiza Torturer],22002
4470684,[Ghiza Torturer],22002
4470685,[Ghiza Torturer],22002
4470686,[Ghiza Torturer],22002
4470687,[Ghiza Torturer],22002
4470688,[Ghiza Torturer],22002
4470689,[Ghiza Torturer],22002
4470690,[Ghiza Torturer],22002
4470691,[Ghiza Torturer],22002
4470692,[Ghiza Torturer],22002
4470693,[Ghiza Torturer],22002
4470694,[Ghiza Torturer],22002
4501120,[Dragon 2],21003
4501130,[Dragon 2],21003
4501140,[Dragon 2],21003
4501150,[Dragon 2],21003
4501160,[Dragon 2],21003
4501170,[Dragon 2],21003
4501180,[Dragon 2],21003
4501190,[Dragon 2],21003
4501200,[Dragon 2],21003
4501210,[Dragon 2],21003
4501220,[Dragon 2],21003
4501221,[Dragon 2],21003
4501222,[Dragon 2],21003
4501250,[Dragon 2],21003
4501251,[Dragon 2],21003
4501260,[Dragon 2],21003
4501270,[Dragon 2],21003
4501280,[Dragon 2],21003
4501310,[Dragon 2],21003
4502450,[Dragon 3],24170
4503120,[Dragon 4],24003
4503130,[Dragon 4],24003
4503140,[Dragon 4],24003
4503150,[Dragon 4],24003
4503160,[Dragon 4],24003
4503170,[Dragon 4],24003
4503180,[Dragon 4],24003
4503190,[Dragon 4],24003
4503200,[Dragon 4],24003
4503210,[Dragon 4],24003
4503220,[Dragon 4],24003
4503221,[Dragon 4],24003
4503222,[Dragon 4],24003
4503250,[Dragon 4],24003
4503251,[Dragon 4],24003
4503260,[Dragon 4],24003
4503270,[Dragon 4],24003
4503280,[Dragon 4],24003
4503310,[Dragon 4],24003
4510980,[Ancient Dragon],14898
4630110,[Runebear],22004
4630140,[Runebear],22004
4630150,[Runebear],22004
4630200,[Runebear],22004
4630210,[Runebear],22004
4630220,[Runebear],22004
4630230,[Runebear],22004
4630231,[Runebear],22004
4630240,[Runebear],22004
4640490,[Ulcerated Tree Spirit],21006
4640491,[Ulcerated Tree Spirit],21006
4640492,[Ulcerated Tree Spirit],21006
4640493,[Ulcerated Tree Spirit],21006
4640515,[Ulcerated Tree Spirit],21006
4640525,[Ulcerated Tree Spirit],21006
4640565,[Ulcerated Tree Spirit],21006
4640605,[Ulcerated Tree Spirit],21006
4640655,[Ulcerated Tree Spirit],21006
4640665,[Ulcerated Tree Spirit],21006
4640675,[Ulcerated Tree Spirit],21006
4640695,[Ulcerated Tree Spirit],21006
4640705,[Ulcerated Tree Spirit],21006
4640725,[Ulcerated Tree Spirit],21006
4640735,[Ulcerated Tree Spirit],21006
4640775,[Ulcerated Tree Spirit],21006
4640785,[Ulcerated Tree Spirit],21006
4640825,[Ulcerated Tree Spirit],21006
4640826,[Ulcerated Tree Spirit],21006
4650400,[Dragonkin Soldier],24009
4650410,[Dragonkin Soldier],24009
4650420,[Dragonkin Soldier],24009
4650430,[Dragonkin Soldier],24009
4650431,[Dragonkin Soldier],24009
4650440,[Dragonkin Soldier],24009
4650450,[Dragonkin Soldier],24009
4650451,[Dragonkin Soldier],24009
4650460,[Dragonkin Soldier],24009
4650461,[Dragonkin Soldier],24009
4650470,[Dragonkin Soldier],24009
4650480,[Dragonkin Soldier],24009
4650481,[Dragonkin Soldier],24009
4650491,[Dragonkin Soldier],24009
4650492,[Dragonkin Soldier],24009
4650493,[Dragonkin Soldier],24009
4650500,[Dragonkin Soldier],24009
4650501,[Dragonkin Soldier],24009
4650580,[Dragonkin Soldier],24009
4650581,[Dragonkin Soldier],24009
4650660,[Dragonkin Soldier],24009
4650680,[Dragonkin Soldier],24009
4650692,[Dragonkin Soldier],24009
4650693,[Dragonkin Soldier],24009
4650702,[Dragonkin Soldier],24009
4650703,[Dragonkin Soldier],24009
4650710,[Dragonkin Soldier],24009
4650780,[Dragonkin Soldier],24009
4650790,[Dragonkin Soldier],24009
4650801,[Dragonkin Soldier],24009
4650802,[Dragonkin Soldier],24009
4650821,[Dragonkin Soldier],24009
4650822,[Dragonkin Soldier],24009
4670191,[Ancestor Spirit],13617
4680230,[Fallingstar Beast],16488
4770381,[Gargoyle],29502
4770390,[Gargoyle],29502
4770391,[Gargoyle],29502
4770430,[Gargoyle],29502
4770750,[Gargoyle],29502
4770820,[Gargoyle],29502
4770821,[Gargoyle],29502
4770822,[Gargoyle],29502
4770830,[Gargoyle],29502
4770831,[Gargoyle],29502
4770832,[Gargoyle],29502
4770833,[Gargoyle],29502
4770840,[Gargoyle],29502
4770841,[Gargoyle],29502
4800330,[Mohg],10690
4800560,[Mohg],10690
4800570,[Mohg],10690
4800580,[Mohg],10690
4800590,[Mohg],10690
4800600,[Mohg],10690
4800601,[Mohg],10690
4800620,[Mohg],10690
4800630,[Mohg],10690
4800700,[Mohg],10690
4800705,[Mohg],10690
4800710,[Mohg],10690
4800740,[Mohg],10690
4800745,[Mohg],10690
4800750,[Mohg],10690
4800760,[Mohg],10690
4800770,[Mohg],10690
4800790,[Mohg],10690
4800795,[Mohg],10690
4800800,[Mohg],10690
4800820,[Mohg],10690
4800835,[Mohg],10690
4800840,[Mohg],10690
4820100,[Omenkiller],22006
4820110,[Omenkiller],22006
4820120,[Omenkiller],22006
4820130,[Omenkiller],22006
4820140,[Omenkiller],22007
4820150,[Omenkiller],22006
4820180,[Omenkiller],22006
4820190,[Omenkiller],22006
4820191,[Omenkiller],22006
4980400,[Death Rite Bird],24005
4980410,[Death Rite Bird],24005
4980420,[Death Rite Bird],24005
4980430,[Death Rite Bird],24005
4980432,[Death Rite Bird],24005
4980440,[Death Rite Bird],24005
4980450,[Death Rite Bird],24005
4980460,[Death Rite Bird],24005
4980470,[Death Rite Bird],24005
4980480,[Death Rite Bird],24005
4980490,[Death Rite Bird],24005
4980520,[Death Rite Bird],24005
4980530,[Death Rite Bird],24005
4980550,[Death Rite Bird],24005
4980560,[Death Rite Bird],24008
4980570,[Death Rite Bird],24005
4980600,[Death Rite Bird],24005
4980610,[Death Rite Bird],24005
4980620,[Death Rite Bird] Bullet,24015
4980621,[Death Rite Bird] Bullet,24010
4980630,[Death Rite Bird] Bullet,24010
4980640,[Death Rite Bird],24005
4980650,[Death Rite Bird] Bullet,24005
4980670,[Death Rite Bird],24008
4980680,[Death Rite Bird],24005
4980681,[Death Rite Bird],24008
4980700,[Death Rite Bird] Bullet,240010
4980710,[Death Rite Bird] ,24005
4980720,[Death Rite Bird] Bullet,24015
4980730,[Death Rite Bird] ,24005
4980740,[Death Rite Bird] Bullet,24005
4980910,[Death Rite Bird] Bullet,24004
4980911,[Death Rite Bird] Bullet,24008
7000110,[Fallen Hawk Soldier],24160
7000120,[Fallen Hawk Soldier],24160
7100101,[White Mask Assailant],24003
7100111,[White Mask Assailant],24003
7100121,[White Mask Assailant],24003
7100131,[White Mask Assailant],24003
7100142,[White Mask Assailant],24003
7100143,[White Mask Assailant],24003
7100151,[White Mask Assailant],24003
7100172,[White Mask Assailant],24003
7100173,[White Mask Assailant],24003
7100180,[White Mask Assailant],24003
7100211,[White Mask Assailant],24003
7100230,[White Mask Assailant],24005
7100231,[White Mask Assailant],24005
7100240,[White Mask Assailant],24003
7100250,[White Mask Assailant],24003
7100251,[White Mask Assailant],24003
7100260,[White Mask Assailant],24003
7100261,[White Mask Assailant],24003
7100270,[White Mask Assailant],24003
7100280,[White Mask Assailant],24003
7100281,[White Mask Assailant],24003
7100282,[White Mask Assailant],24003
8000010,[Torrent],125
8000011,[Torrent],126
8110010,[Dragon-faced Flamethrower] Bullet,10165
81200000,,22003
81202000,,22003
81202010,,22003
81202020,,22003
81202030,,22003
81202040,,22003
81202050,,22003
81202060,,22003
81202070,,22003
81203000,,22003
81203010,,22003
81203020,,22003
81203030,,22003
81203040,,22003
81203050,,22003
81203060,,22003
81203070,,22003
81203200,,22003
81203210,,22003
81203220,,22003
81203230,,22003
81203240,,22003
81203250,,22003
81203260,,22003
81203270,,22003
81205000,,22003
81205010,,22003
81205020,,22003
81205030,,22003
81205040,,22003
81205050,,22003
81205060,,22003
81205070,,22003
81300000,,22001
81301200,,22001
81301210,,22001
81301220,,22001
81301230,,22001
81301240,,22001
81301250,,22001
81301260,,22001
81301270,,22001
81303200,,22001
81303210,,22001
81303220,,22001
81303230,,22001
81303240,,22001
81303250,,22001
81303260,,22001
81303270,,22001
