Row ID,Row Name,Event Flag
101831,[Twin Maiden Husks] Grave Glovewort [3],280310
101832,[Twin Maiden Husks] Grave Glovewort [4],280320
101833,[Twin Maiden Husks] Grave Glovewort [5],280330
101834,[Twin Maiden Husks] Grave Glovewort [6],280340
101835,[Twin Maiden Husks] Grave Glovewort [7],280350
101836,[Twin Maiden Husks] Grave Glovewort [8],280360
101837,[Twin Maiden Husks] Grave Glovewort [9],280370
101838,[Twin Maiden Husks] Ghost Glovewort [1],280380
101839,[Twin Maiden Husks] Ghost Glovewort [2],280390
101840,[Twin Maiden Husks] Ghost Glovewort [3],280400
101841,[Twin Maiden Husks] Ghost Glovewort [4],280410
101842,[Twin Maiden Husks] Ghost Glovewort [5],280420
101843,[Twin Maiden Husks] Ghost Glovewort [6],280430
101844,[Twin Maiden Husks] Ghost Glovewort [7],280440
101845,[Twin Maiden Husks] Ghost Glovewort [8],280450
101846,[Twin Maiden Husks] Ghost Glovewort [9],280460
101847,[Twin Maiden Husks] Thin Beast Bones,280470
101848,[Twin Maiden Husks] Hefty Beast Bone,280480
101849,[Twin Maiden Husks] Sliver of Meat,280490
101850,[Twin Maiden Husks] Lump of Flesh,280500
101851,[Twin Maiden Husks] Turtle Neck Meat,280510
101852,[Twin Maiden Husks] Neutralizing Boluses,280520
101853,[Twin Maiden Husks] Stanching Boluses,280530
101854,[Twin Maiden Husks] Thawfrost Boluses,280540
101855,[Twin Maiden Husks] Stimulating Boluses,280550
101856,[Twin Maiden Husks] Gravity Stone Fan,280560
101857,[Twin Maiden Husks] Gravity Stone Chunk,280570
101858,[Twin Maiden Husks] Ruin Fragment,280580
101859,[Twin Maiden Husks] Memory Stone,60470
101860,[Twin Maiden Husks] Stonesword Key,250010
101861,[Twin Maiden Husks] Rune Arc,250020
101862,[Twin Maiden Husks] Furled Finger's Trick-Mirror,250330
101863,[Twin Maiden Husks] Host's Trick-Mirror,250340
101864,[Twin Maiden Husks] Dagger,250350
101865,[Twin Maiden Husks] Longsword,250360
101866,[Twin Maiden Husks] Scimitar,250370
101867,[Twin Maiden Husks] Battle Axe,250380
101868,[Twin Maiden Husks] Mace,250390
101869,[Twin Maiden Husks] Short Spear,250400
101870,[Twin Maiden Husks] Rapier,250410
101871,[Twin Maiden Husks] Finger Seal,250420
101872,[Twin Maiden Husks] Longbow,250430
101873,[Twin Maiden Husks] Heater Shield,250440
101874,[Twin Maiden Husks] Knight Helm,250450
101875,[Twin Maiden Husks] Knight Armor,250460
101876,[Twin Maiden Husks] Knight Gauntlets,250470
101877,[Twin Maiden Husks] Knight Greaves,250480
101900,[Remembrance of the Grafted] Axe of Godrick,290000
101901,[Remembrance of the Grafted] Grafted Dragon,290010
101902,[Remembrance of the Starscourge] Starscourge Greatsword,290020
101903,[Remembrance of the Starscourge] Lion Greatbow,290030
101904,[Remembrance of the Omen King] Morgott's Cursed Sword,290040
101905,[Remembrance of the Omen King] Regal Omen Bairn,290050
101906,[Remembrance of the Blasphemous] Blasphemous Blade,290060
101907,[Remembrance of the Blasphemous] Rykard's Rancor,290070
101908,[Remembrance of the Rot Goddess] Hand of Malenia,290080
101909,[Remembrance of the Rot Goddess] Scarlet Aeonia,290090
101910,[Remembrance of the Blood Lord] Mohgwyn's Sacred Spear,290100
101911,[Remembrance of the Blood Lord] Bloodboon,290110
101912,[Remembrance of the Black Blade] Maliketh's Black Blade,290120
101913,[Remembrance of the Black Blade] Black Blade,290130
101914,[Remembrance of Hoarah Loux] Axe of Godfrey,290140
101915,[Remembrance of Hoarah Loux] Ash of War: Hoarah Loux's Earthshaker,290150
101916,[Remembrance of the Dragonlord] Dragon King's Cragblade,290160
101917,[Remembrance of the Dragonlord] Placidusax's Ruin,290170
101918,[Remembrance of The Full Moon Queen] Carian Regal Scepter,290180
101919,[Remembrance of The Full Moon Queen] Rennala's Full Moon,290190
101920,[Remembrance of the Lichdragon] Fortissax's Lightning Spear,290200
101921,[Remembrance of the Lichdragon] Death Lightning,290210
101922,[Remembrance of the Fire Giant] Giant's Red Braid,290220
101923,[Remembrance of the Fire Giant] Burn,290230
101924,[Remembrance of the Regal Ancestor] Winged Greathorn,290240
101925,[Remembrance of the Regal Ancestor] Ancestral Spirit's Horn,290250
101926,[Elden Remembrance] Marika's Hammer,290260
101927,[Elden Remembrance] Sacred Relic Sword,290270
101928,[Remembrance of the Naturalborn] Bastard's Stars,290280
101929,[Remembrance of the Naturalborn] Ash of War: Waves of Darkness,290290
101950,[Dragon Communion] Dragonfire,290500
101951,[Dragon Communion] Dragonice,290510
101952,[Dragon Communion] Glintstone Breath,290520
101953,[Dragon Communion] Rotten Breath,290530
101954,[Dragon Communion] Agheel's Flame,290540
101955,[Dragon Communion] Borealis's Mist,290550
101956,[Dragon Communion] Smarag's Glintstone Breath,290560
101957,[Dragon Communion] Ekzykes's Decay,290570
101958,[Dragon Communion] Dragonclaw,290750
101959,[Dragon Communion] Dragonmaw,290760
101960,[Dragon Communion] Magma Breath,290770
101961,[Dragon Communion] Theodorix's Magma,290780
101962,[Dragon Communion] Greyoll's Roar,290790
101975,[Dragon Communion] Dragonclaw,290750
101976,[Dragon Communion] Dragonmaw,290760
101980,[Dragon Communion] Dragonfire,290500
110000,Drake Knight Helm (Altered),0
110001,Drake Knight Armor (Altered),0
110002,Scaled Armor (Altered),0
110003,Perfumer Robe (Altered),0
110004,Perfumer's Traveling Garb (Altered),0
110005,Spellblade's Traveling Attire (Altered),0
110006,Ronin's Armor (Altered),0
110007,Blaidd's Armor (Altered),0
110008,Black Knife Armor (Altered),0
110009,Briar Armor (Altered),0
110010,Page Garb (Altered),0
110011,Night's Cavalry Helm (Altered),0
110012,Night's Cavalry Armor (Altered),0
110013,Blue Silver Mail Armor (Altered),0
110014,Nomadic Merchant's Finery (Altered),0
110015,Tree Sentinel Armor (Altered),0
110016,Royal Knight Armor (Altered),0
110017,Nox Monk Hood (Altered),0
110018,Nox Monk Armor (Altered),0
110019,Nox Swordstress Crown (Altered),0
110020,Nox Swordstress Armor (Altered),0
110021,Gravekeeper Cloak (Altered),0
110022,Cleanrot Helm (Altered),0
110023,Cleanrot Armor (Altered),0
110024,Depraved Perfumer Robe (Altered),0
110025,All-Knowing Armor (Altered),0
110026,Twinned Armor (Altered),0
110029,Prophet Robe (Altered),0
110030,Astrologer Robe (Altered),0
110031,Lionel's Armor (Altered),0
110032,Hoslow's Armor (Altered),0
110033,Vagabond Knight Armor (Altered),0
110034,War Surgeon Gown (Altered),0
110036,Veteran's Armor (Altered),0
110037,Bloodhound Knight Armor (Altered),0
110038,Festive Hood (Altered),0
110039,Commoner's Garb (Altered),0
110040,Commoner's Simple Garb (Altered),0
110041,Raging Wolf Armor (Altered),0
110042,Land of Reeds Armor (Altered),0
110043,Confessor Hood (Altered),0
110044,Confessor Armor (Altered),0
110045,Finger Maiden Robe (Altered),0
110047,Preceptor's Long Gown (Altered),0
110049,Eccentric's Hood (Altered),0
110050,Fingerprint Armor (Altered),0
110051,Carian Knight Armor (Altered),0
110052,Errant Sorcerer Robe (Altered),0
110053,Gelmir Knight Armor (Altered),0
110054,Godrick Knight Armor (Altered),0
110055,Cuckoo Knight Armor (Altered),0
110056,Leyndell Knight Armor (Altered),0
110057,Redmane Knight Armor (Altered),0
110058,Mausoleum Knight Armor (Altered),0
110059,Haligtree Knight Armor (Altered),0
110060,High Page Clothes (Altered),0
110061,Rotten Gravekeeper Cloak (Altered),0
110062,Beast Champion Armor (Altered),0
110063,Snow Witch Robe (Altered),0
110064,Crucible Axe Armor (Altered),0
110065,Crucible Tree Armor (Altered),0
110066,Fia's Robe (Altered),0
110067,Alberich's Pointed Hat (Altered),0
110068,Alberich's Robe (Altered),0
110069,Traveling Maiden Robe (Altered),0
110100,Elden Lord Armor (Altered),0
110101,Radahn's Lion Armor (Altered),0
110102,Lord of Blood's Robe (Altered),0
110103,Maliketh's Armor (Altered),0
110104,Malenia's Armor (Altered),0
110200,Drake Knight Helm,0
110201,Drake Knight Armor,0
110202,Scaled Armor,0
110203,Perfumer Robe,0
110204,Perfumer's Traveling Garb,0
110205,Spellblade's Traveling Attire,0
110206,Ronin's Armor,0
110207,Blaidd's Armor,0
110208,Black Knife Armor,0
110209,Briar Armor,0
110210,Page Garb,0
110211,Night's Cavalry Helm,0
110212,Night's Cavalry Armor,0
110213,Blue Silver Mail Armor,0
110214,Nomadic Merchant's Finery,0
110215,Tree Sentinel Armor,0
110216,Royal Knight Armor,0
110217,Nox Monk Hood,0
110218,Nox Monk Armor,0
110219,Nox Swordstress Crown,0
110220,Nox Swordstress Armor,0
110221,Gravekeeper Cloak,0
110222,Cleanrot Helm,0
110223,Cleanrot Armor,0
110224,Depraved Perfumer Robe,0
110225,All-Knowing Armor,0
110226,Twinned Armor,0
110229,Prophet Robe,0
110230,Astrologer Robe,0
110231,Lionel's Armor,0
110232,Hoslow's Armor,0
110233,Vagabond Knight Armor,0
110234,War Surgeon Gown,0
110236,Veteran's Armor,0
110237,Bloodhound Knight Armor,0
110238,Festive Hood,0
110239,Commoner's Garb,0
110240,Commoner's Simple Garb,0
110241,Raging Wolf Armor,0
110242,Land of Reeds Armor,0
110243,Confessor Hood,0
110244,Confessor Armor,0
110245,Finger Maiden Robe,0
110247,Preceptor's Long Gown,0
110249,Eccentric's Hood,0
110250,Fingerprint Armor,0
110251,Carian Knight Armor,0
110252,Errant Sorcerer Robe,0
110253,Gelmir Knight Armor,0
110254,Godrick Knight Armor,0
110255,Cuckoo Knight Armor,0
110256,Leyndell Knight Armor,0
110257,Redmane Knight Armor,0
110258,Mausoleum Knight Armor,0
110259,Haligtree Knight Armor,0
110260,High Page Clothes,0
110261,Rotten Gravekeeper Cloak,0
110262,Beast Champion Armor,0
110263,Snow Witch Robe,0
110264,Crucible Axe Armor,0
110265,Crucible Tree Armor,0
110266,Fia's Robe,0
110267,Alberich's Pointed Hat,0
110268,Alberich's Robe,0
110269,Traveling Maiden Robe,0
110300,Elden Lord Armor,0
110301,Radahn's Lion Armor,0
110302,Lord of Blood's Robe,0
110303,Maliketh's Armor,0
110304,Malenia's Armor,0
111000,Drake Knight Helm (Altered),0
111001,Drake Knight Armor (Altered),0
111002,Scaled Armor (Altered),0
111003,Perfumer Robe (Altered),0
111004,Perfumer's Traveling Garb (Altered),0
111005,Spellblade's Traveling Attire (Altered),0
111006,Ronin's Armor (Altered),0
111007,Blaidd's Armor (Altered),0
111008,Black Knife Armor (Altered),0
111009,Briar Armor (Altered),0
111010,Page Garb (Altered),0
111011,Night's Cavalry Helm (Altered),0
111012,Night's Cavalry Armor (Altered),0
111013,Blue Silver Mail Armor (Altered),0
111014,Nomadic Merchant's Finery (Altered),0
111015,Tree Sentinel Armor (Altered),0
111016,Royal Knight Armor (Altered),0
111017,Nox Monk Hood (Altered),0
111018,Nox Monk Armor (Altered),0
111019,Nox Swordstress Crown (Altered),0
111020,Nox Swordstress Armor (Altered),0
111021,Gravekeeper Cloak (Altered),0
111022,Cleanrot Helm (Altered),0
111023,Cleanrot Armor (Altered),0
111024,Depraved Perfumer Robe (Altered),0
111025,All-Knowing Armor (Altered),0
111026,Twinned Armor (Altered),0
111029,Prophet Robe (Altered),0
111030,Astrologer Robe (Altered),0
111031,Lionel's Armor (Altered),0
111032,Hoslow's Armor (Altered),0
111033,Vagabond Knight Armor (Altered),0
111034,War Surgeon Gown (Altered),0
111036,Veteran's Armor (Altered),0
111037,Bloodhound Knight Armor (Altered),0
111038,Festive Hood (Altered),0
111039,Commoner's Garb (Altered),0
111040,Commoner's Simple Garb (Altered),0
111041,Raging Wolf Armor (Altered),0
111042,Land of Reeds Armor (Altered),0
111043,Confessor Hood (Altered),0
111044,Confessor Armor (Altered),0
111045,Finger Maiden Robe (Altered),0
111047,Preceptor's Long Gown (Altered),0
111049,Eccentric's Hood (Altered),0
111050,Fingerprint Armor (Altered),0
111051,Carian Knight Armor (Altered),0
111052,Errant Sorcerer Robe (Altered),0
111053,Gelmir Knight Armor (Altered),0
111054,Godrick Knight Armor (Altered),0
111055,Cuckoo Knight Armor (Altered),0
111056,Leyndell Knight Armor (Altered),0
111057,Redmane Knight Armor (Altered),0
111058,Mausoleum Knight Armor (Altered),0
111059,Haligtree Knight Armor (Altered),0
111060,High Page Clothes (Altered),0
111061,Rotten Gravekeeper Cloak (Altered),0
111062,Beast Champion Armor (Altered),0
111063,Snow Witch Robe (Altered),0
111064,Crucible Axe Armor (Altered),0
111065,Crucible Tree Armor (Altered),0
111066,Fia's Robe (Altered),0
111067,Alberich's Pointed Hat (Altered),0
111068,Alberich's Robe (Altered),0
111069,Traveling Maiden Robe (Altered),0
111100,Elden Lord Armor (Altered),0
111101,Radahn's Lion Armor (Altered),0
111102,Lord of Blood's Robe (Altered),0
111103,Maliketh's Armor (Altered),0
111104,Malenia's Armor (Altered),0
111200,Drake Knight Helm,0
111201,Drake Knight Armor,0
111202,Scaled Armor,0
111203,Perfumer Robe,0
111204,Perfumer's Traveling Garb,0
111205,Spellblade's Traveling Attire,0
111206,Ronin's Armor,0
111207,Blaidd's Armor,0
111208,Black Knife Armor,0
111209,Briar Armor,0
111210,Page Garb,0
111211,Night's Cavalry Helm,0
111212,Night's Cavalry Armor,0
111213,Blue Silver Mail Armor,0
111214,Nomadic Merchant's Finery,0
111215,Tree Sentinel Armor,0
111216,Royal Knight Armor,0
111217,Nox Monk Hood,0
111218,Nox Monk Armor,0
111219,Nox Swordstress Crown,0
111220,Nox Swordstress Armor,0
111221,Gravekeeper Cloak,0
111222,Cleanrot Helm,0
111223,Cleanrot Armor,0
111224,Depraved Perfumer Robe,0
111225,All-Knowing Armor,0
111226,Twinned Armor,0
111229,Prophet Robe,0
111230,Astrologer Robe,0
111231,Lionel's Armor,0
111232,Hoslow's Armor,0
111233,Vagabond Knight Armor,0
111234,War Surgeon Gown,0
111236,Veteran's Armor,0
111237,Bloodhound Knight Armor,0
111238,Festive Hood,0
111239,Commoner's Garb,0
111240,Commoner's Simple Garb,0
111241,Raging Wolf Armor,0
111242,Land of Reeds Armor,0
111243,Confessor Hood,0
111244,Confessor Armor,0
111245,Finger Maiden Robe,0
111247,Preceptor's Long Gown,0
111249,Eccentric's Hood,0
111250,Fingerprint Armor,0
111251,Carian Knight Armor,0
111252,Errant Sorcerer Robe,0
111253,Gelmir Knight Armor,0
111254,Godrick Knight Armor,0
111255,Cuckoo Knight Armor,0
111256,Leyndell Knight Armor,0
111257,Redmane Knight Armor,0
111258,Mausoleum Knight Armor,0
111259,Haligtree Knight Armor,0
111260,High Page Clothes,0
111261,Rotten Gravekeeper Cloak,0
111262,Beast Champion Armor,0
111263,Snow Witch Robe,0
111264,Crucible Axe Armor,0
111265,Crucible Tree Armor,0
111266,Fia's Robe,0
111267,Alberich's Pointed Hat,0
111268,Alberich's Robe,0
111269,Traveling Maiden Robe,0
111300,Elden Lord Armor,0
111301,Radahn's Lion Armor,0
111302,Lord of Blood's Robe,0
111303,Maliketh's Armor,0
111304,Malenia's Armor,0
112000,Ash of War: Impaling Thrust,0
112001,Ash of War: Piercing Fang,0
112002,Ash of War: Spinning Slash,0
112003,Ash of War: Repeating Thrust,0
112004,Ash of War: Double Slash,0
112005,Ash of War: Unsheathe,0
112006,Ash of War: Sword Dance,0
112008,Ash of War: Quickstep,0
112009,Ash of War: Bloodhound's Step,0
112010,Ash of War: Lion's Claw,0
112011,Ash of War: Stamp (Upward Cut),0
112012,Ash of War: Stamp (Sweep),0
112013,Ash of War: Wild Strikes,0
112014,Ash of War: Earthshaker,0
112015,Ash of War: Kick,0
112016,Ash of War: Ground Slam,0
112017,Ash of War: Hoarah Loux's Earthshaker,0
112018,Ash of War: Barbaric Roar,0
112019,Ash of War: War Cry,0
112020,Ash of War: Troll's Roar,0
112021,Ash of War: Braggart's Roar,0
112022,Ash of War: Endure,0
112023,Ash of War: Charge Forth,0
112024,Ash of War: Square Off,0
112025,Ash of War: Giant Hunt,0
112026,Ash of War: Spinning Strikes,0
112027,Ash of War: Storm Assault,0
112028,Ash of War: Stormcaller,0
112029,Ash of War: Storm Blade,0
112030,Ash of War: Vacuum Slice,0
112031,Ash of War: Storm Stomp,0
112032,Ash of War: Determination,0
112033,Ash of War: Royal Knight's Resolve,0
112034,Ash of War: Prelate's Charge,0
112035,Ash of War: Eruption,0
112036,Ash of War: Flaming Strike,0
112037,Ash of War: Black Flame Tornado,0
112038,Ash of War: Flame of the Redmanes,0
112039,Ash of War: Thunderbolt,0
112040,Ash of War: Lightning Slash,0
112041,Ash of War: Lightning Ram,0
112042,Ash of War: Loretta's Slash,0
112043,Ash of War: Spinning Weapon,0
112044,Ash of War: Glintblade Phalanx,0
112045,Ash of War: Glintstone Pebble,0
112046,Ash of War: Gravitas,0
112047,Ash of War: Carian Grandeur,0
112048,Ash of War: Carian Greatsword,0
112049,Ash of War: Waves of Darkness,0
112050,Ash of War: Cragblade,0
112051,Ash of War: Sacred Blade,0
112052,Ash of War: Prayerful Strike,0
112053,Ash of War: Golden Land,0
112054,Ash of War: Sacred Ring of Light,0
112055,Ash of War: Golden Slam,0
112056,Ash of War: Golden Vow,0
112057,Ash of War: Sacred Order,0
112058,Ash of War: Shared Order,0
112059,Ash of War: Beast's Roar,0
112060,Ash of War: Phantom Slash,0
112061,Ash of War: Spectral Lance,0
112062,Ash of War: Raptor of the Mists,0
112063,Ash of War: White Shadow's Lure,0
112064,Ash of War: Poison Moth Flight,0
112065,Ash of War: Poisonous Mist,0
112066,Ash of War: Blood Tax,0
112067,Ash of War: Bloody Slash,0
112068,Ash of War: Lifesteal Fist,0
112069,Ash of War: Blood Blade,0
112070,Ash of War: Assassin's Gambit,0
112071,Ash of War: Seppuku,0
112072,Ash of War: Ice Spear,0
112073,Ash of War: Chilling Mist,0
112074,Ash of War: Hoarfrost Stomp,0
112075,Ash of War: No Skill,0
112076,Ash of War: Shield Bash,0
112077,Ash of War: Shield Crash,0
112078,Ash of War: Barricade Shield,0
112079,Ash of War: Parry,0
112080,Ash of War: Carian Retaliation,0
112081,Ash of War: Storm Wall,0
112082,Ash of War: Golden Parry,0
112083,Ash of War: Thops's Barrier,0
112084,Ash of War: Holy Ground,0
112085,Ash of War: Vow of the Indomitable,0
112086,Ash of War: Barrage,0
112087,Ash of War: Mighty Shot,0
112088,Ash of War: Sky Shot,0
112089,Ash of War: Through and Through,0
112090,Ash of War: Enchanted Shot,0
112091,Ash of War: Rain of Arrows,0
600000,Dagger,220500
600001,Longsword,220510
600002,Short Spear,220520
600003,Mace,220530
600004,Longbow,220540
600005,Falchion,220550
600006,Hand Axe,220560
600007,Buckler,220570
600008,Round Shield,220580
600009,Blue Cloth Cowl,220590
600010,Blue Cloth Vest,220600
600011,Warrior Gauntlets,220610
600012,Warrior Greaves,220620
600013,Lone Wolf Ashes,220630
600014,Cracked Pot,220640
600015,,220650
600016,Arrow,220660
600017,String,220670
600018,Note: Imp Shades,220680
600019,Note: Flask of Wondrous Physick,220690
600020,,220700
600021,Miranda Powder,220710
600022,,220720
900000,[Incantation] Dragonfire,190000
900001,[Incantation] Agheel's Flame,190010
900002,[Incantation] Magma Breath,190020
900003,[Incantation] Dragonice,190030
900004,[Incantation] Rotten Breath,190040
900010,[Incantation] Dragonfire,190000
900011,[Incantation] Agheel's Flame,190010
900012,[Incantation] Magma Breath,190020
900013,[Incantation] Dragonice,190030
900014,[Incantation] Rotten Breath,190040
900020,[Incantation] Dragonfire,190000
900021,[Incantation] Agheel's Flame,190010
900022,[Incantation] Magma Breath,190020
900023,[Incantation] Dragonice,190030
900024,[Incantation] Rotten Breath,190040
900030,[Incantation] Dragonfire,190000
900031,[Incantation] Agheel's Flame,190010
900032,[Incantation] Magma Breath,190020
900033,[Incantation] Dragonice,190030
900034,[Incantation] Rotten Breath,190040
1600101,Dagger,220500
1600102,Longsword,220510
1600103,Short Spear,220520
1600104,Mace,220530
1600105,Longbow,220540
1600106,Falchion,220550
1600107,Hand Axe,220560
1600108,Buckler,220570
1600109,Round Shield,220580
1600110,Blue Cloth Cowl,220590
1600111,Blue Cloth Vest,220600
1600112,Warrior Gauntlets,220610
1600113,Warrior Greaves,220620
1600114,,220630
1600115,Cracked Pot,220640
1600116,,220650
1600117,Arrow,220660
1600118,String,220670
1600119,Note: Imp Shades,220680
1600120,Note: Flask of Wondrous Physick,220690
1600121,,220700
1600122,Miranda Powder,220710
1600123,,220720
1600401,Glintstone Staff,230000
1600402,Finger Seal,230010
1600403,Clawmark Seal,230020
1600404,[Sorcery] Glintstone Pebble,230030
1600405,[Sorcery] Stars of Ruin,230040
1600406,,230050
1600407,[Incantation] Flame,230060
1600408,[Incantation] Frenzied Burst,230070
1600409,Carian Knight Helm,230080
1600410,Carian Knight Armor (Altered),230090
1600411,Carian Knight Gauntlets,230100
1600412,Carian Knight Greaves,230110
1600413,Champion Headband,230120
1600414,Champion Pauldron,230130
1600415,Champion Bracers,230140
1600416,Champion Gaiters,230150
1600417,Crimson Amber Medallion,230160
1600418,Axe Talisman,230170
1600419,Fire Arrow,230180
1600420,Note: Stonedigger Trolls,230190
9000000,Forked Greatsword,400000
9000001,Iron Greatsword,400010
9000002,Lordsworn's Greatsword,400020
9000003,Knight's Greatsword,400030
9000004,Ordovis's Greatsword,400040
9001000,Omen Helm,400000
9001001,Omen Armor,400010
9001002,Omen Gauntlets,400020
9001003,Omen Greaves,400030
9001004,,400040
