Row ID,Row Name,Guard Stability
9000000,Uchigatana,30
9000100,Heavy Uchigatana,30
9000200,Keen Uchigatana,30
9000300,Quality Uchigatana,30
9000400,Fire Uchigatana,30
9000500,Flame Art Uchigatana,30
9000600,Lightning Uchigatana,30
9000700,Sacred Uchigatana,30
9000800,Magic Uchigatana,30
9000900,Cold Uchigatana,30
9001000,Poison Uchigatana,30
9001100,Blood Uchigatana,30
9001200,Occult Uchigatana,30
9010000,Nagakiba,33
9010100,Heavy Nagakiba,33
9010200,Keen Nagakiba,33
9010300,Quality Nagakiba,33
9010400,Fire Nagakiba,33
9010500,Flame Art Nagakiba,33
9010600,Lightning Nagakiba,33
9010700,Sacred Nagakiba,33
9010800,Magic Nagakiba,33
9010900,Cold Nagakiba,33
9011000,Poison Nagakiba,33
9011100,Blood Nagakiba,33
9011200,Occult Nagakiba,33
9020000,Hand of Malenia,33
9030000,Meteoric Ore Blade,30
9040000,Rivers of Blood,31
9060000,Moonveil,31
9070000,Dragonscale Blade,30
9080000,Serpentbone Blade,30
9080100,Heavy Serpentbone Blade,30
9080200,Keen Serpentbone Blade,30
9080300,Quality Serpentbone Blade,30
9080400,Fire Serpentbone Blade,30
9080500,Flame Art Serpentbone Blade,30
9080600,Lightning Serpentbone Blade,30
9080700,Sacred Serpentbone Blade,30
9080800,Magic Serpentbone Blade,30
9080900,Cold Serpentbone Blade,30
9081000,Poison Serpentbone Blade,30
9081100,Blood Serpentbone Blade,30
9081200,Occult Serpentbone Blade,30
9900000,,30
9910000,,31
9911000,,31
9920000,,30
9930000,,33
10000000,Twinblade,30
10000100,Heavy Twinblade,30
10000200,Keen Twinblade,30
10000300,Quality Twinblade,30
10000400,Fire Twinblade,30
10000500,Flame Art Twinblade,30
10000600,Lightning Twinblade,30
10000700,Sacred Twinblade,30
10000800,Magic Twinblade,30
10000900,Cold Twinblade,30
10001000,Poison Twinblade,30
10001100,Bloody Twinblade,30
10001200,Occult Twinblade,30
10010000,Godskin Peeler,31
10010100,Heavy Godskin Peeler,31
10010200,Keen Godskin Peeler,31
10010300,Quality Godskin Peeler,31
10010400,Fire Godskin Peeler,31
10010500,Flame Art Godskin Peeler,31
10010600,Lightning Godskin Peeler,31
10010700,Sacred Godskin Peeler,31
10010800,Magic Godskin Peeler,31
10010900,Cold Godskin Peeler,31
10011000,Poison Godskin Peeler,31
10011100,Blood Godskin Peeler,31
10011200,Occult Godskin Peeler,31
10030000,Twinned Knight Swords,31
10030100,Heavy Twinned Knight Swords,31
10030200,Keen Twinned Knight Swords,31
10030300,Quality Twinned Knight Swords,31
10030400,Fire Twinned Knight Swords,31
10030500,Flame Art Twinned Knight Swords,31
10030600,Lightning Twinned Knight Swords,31
10030700,Sacred Twinned Knight Swords,31
10030800,Magic Twinned Knight Swords,31
10030900,Cold Twinned Knight Swords,31
10031000,Poison Twinned Knight Swords,31
10031100,Blood Twinned Knight Swords,31
10031200,Occult Twinned Knight Swords,31
10050000,Eleonora's Poleblade,28
10080000,Gargoyle's Twinblade,32
10080100,Gargoyle's Heavy Twinblade,32
10080200,Gargoyle's Keen Twinblade,32
10080300,Gargoyle's Quality Twinblade,32
10080400,Gargoyle's Fire Twinblade,32
10080500,Gargoyle's Flame Art Twinblade,32
10080600,Gargoyle's Lightning Twinblade,32
10080700,Gargoyle's Sacred Twinblade,32
10080800,Gargoyle's Magic Twinblade,32
10080900,Gargoyle's Cold Twinblade,32
10081000,Gargoyle's Poison Twinblade,32
10081100,Gargoyle's Blood Twinblade,32
10081200,Gargoyle's Occult Twinblade,32
10090000,Gargoyle's Black Blades,32
11000000,Mace,30
11000100,Heavy Mace,30
11000200,Keen Mace,30
11000300,Quality Mace,30
11000400,Fire Mace,30
11000500,Flame Art Mace,30
11000600,Lightning Mace,30
11000700,Sacred Mace,30
11000800,Magic Mace,30
11000900,Cold Mace,30
11001000,Poison Mace,30
11001100,Blood Mace,30
11001200,Occult Mace,30
11010000,Club,27
11010100,Heavy Club,27
11010200,Keen Club,27
11010300,Quality Club,27
11010400,Fire Club,27
11010500,Flame Art Club,27
11010600,Lightning Club,27
11010700,Sacred Club,27
11010800,Magic Club,27
11010900,Cold Club,27
11011000,Poison Club,27
11011100,Bloody Club,27
11011200,Occult Club,27
11030000,Curved Club,30
11030100,Heavy Curved Club,30
11030200,Keen Curved Club,30
11030300,Quality Curved Club,30
11030400,Fire Curved Club,30
11030500,Flame Art Curved Club,30
11030600,Lightning Curved Club,30
11030700,Sacred Curved Club,30
11030800,Magic Curved Club,30
11030900,Cold Curved Club,30
11031000,Poison Curved Club,30
11031100,Blood Curved Club,30
11031200,Occult Curved Club,30
11040000,Warpick,27
11040100,Heavy Warpick,27
11040200,Keen Warpick,27
11040300,Quality Warpick,27
11040400,Fire Warpick,27
11040500,Flame Art Warpick,27
11040600,Lightning Warpick,27
11040700,Sacred Warpick,27
11040800,Magic Warpick,27
11040900,Cold Warpick,27
11041000,Poison Warpick,27
11041100,Blood Warpick,27
11041200,Occult Warpick,27
11050000,Morning Star,31
11050100,Heavy Morning Star,31
11050200,Keen Morning Star,31
11050300,Quality Morning Star,31
11050400,Fire Morning Star,31
11050500,Flame Art Morning Star,31
11050600,Lightning Morning Star,31
11050700,Sacred Morning Star,31
11050800,Magic Morning Star,31
11050900,Cold Morning Star,31
11051000,Poison Morning Star,31
11051100,Blood Morning Star,31
11051200,Occult Morning Star,31
11060000,Varre's Bouquet,25
11070000,Spiked Club,30
11070100,Heavy Spiked Club,30
11070200,Keen Spiked Club,30
11070300,Quality Spiked Club,30
11070400,Fire Spiked Club,30
11070500,Flame Art Spiked Club,30
11070600,Lightning Spiked Club,30
11070700,Sacred Spiked Club,30
11070800,Magic Spiked Club,30
11070900,Cold Spiked Club,30
11071000,Poison Spiked Club,30
11071100,Blood Spiked Club,30
11071200,Occult Spiked Club,30
11080000,Hammer,36
11080100,Heavy Hammer,36
11080200,Keen Hammer,36
11080300,Quality Hammer,36
11080400,Fire Hammer,36
11080500,Flame Art Hammer,36
11080600,Lightning Hammer,36
11080700,Sacred Hammer,36
11080800,Magic Hammer,36
11080900,Cold Hammer,36
11081000,Poison Hammer,36
11081100,Blood Hammer,36
11081200,Occult Hammer,36
11090000,Monk's Flamemace,33
11090100,Monk's Heavy Flamemace,33
11090200,Monk's Keen Flamemace,33
11090300,Monk's Quality Flamemace,33
11090400,Monk's Fire Flamemace,33
11090500,Monk's Flame Art Flamemace,33
11090600,Monk's Lightning Flamemace,33
11090700,Monk's Sacred Flamemace,33
11090800,Monk's Magic Flamemace,33
11090900,Monk's Cold Flamemace,33
11091000,Monk's Poison Flamemace,33
11091100,Monk's Blood Flamemace,33
11091200,Monk's Occult Flamemace,33
11100000,Envoy's Horn,28
11110000,Scepter of the All-Knowing,27
11120000,Nox Flowing Hammer,34
11130000,Ringed Finger,28
11140000,Stone Club,36
11140100,Heavy Stone Club,36
11140200,Keen Stone Club,36
11140300,Quality Stone Club,36
11140400,Fire Stone Club,36
11140500,Flame Art Stone Club,36
11140600,Lightning Stone Club,36
11140700,Sacred Stone Club,36
11140800,Magic Stone Club,36
11140900,Cold Stone Club,36
11141000,Poison Stone Club,36
11141100,Blood Stone Club,36
11141200,Occult Stone Club,36
11150000,Marika's Hammer,33
11170000,,27
12000000,Large Club,35
12000100,Heavy Large Club,35
12000200,Keen Large Club,35
12000300,Quality Large Club,35
12000400,Fire Large Club,35
12000500,Flame Art Large Club,35
12000600,Lightning Large Club,35
12000700,Sacred Large Club,35
12000800,Magic Large Club,35
12000900,Cold Large Club,35
12001000,Poison Large Club,35
12001100,Blood Large Club,35
12001200,Occult Large Club,35
12010000,Greathorn Hammer,35
12010100,Heavy Greathorn Hammer,35
12010200,Keen Greathorn Hammer,35
12010300,Quality Greathorn Hammer,35
12010400,Fire Greathorn Hammer,35
12010500,Flame Art Greathorn Hammer,35
12010600,Lightning Greathorn Hammer,35
12010700,Sacred Greathorn Hammer,35
12010800,Magic Greathorn Hammer,35
12010900,Cold Greathorn Hammer,35
12011000,Poison Greathorn Hammer,35
12011100,Blood Greathorn Hammer,35
12011200,Occult Greathorn Hammer,35
12020000,Battle Hammer,36
12020100,Heavy Battle Hammer,36
12020200,Keen Battle Hammer,36
12020300,Quality Battle Hammer,36
12020400,Fire Battle Hammer,36
12020500,Flame Art Battle Hammer,36
12020600,Lightning Battle Hammer,36
12020700,Sacred Battle Hammer,36
12020800,Magic Battle Hammer,36
12020900,Cold Battle Hammer,36
12021000,Poison Battle Hammer,36
12021100,Blood Battle Hammer,36
12021200,Occult Battle Hammer,36
12060000,Great Mace,35
12060100,Heavy Great Mace,35
12060200,Keen Great Mace,35
12060300,Quality Great Mace,35
12060400,Fire Great Mace,35
12060500,Flame Art Great Mace,35
12060600,Lightning Great Mace,35
12060700,Sacred Great Mace,35
12060800,Magic Great Mace,35
12060900,Cold Great Mace,35
12061000,Poison Great Mace,35
12061100,Blood Great Mace,35
12061200,Occult Great Mace,35
12080000,Curved Great Club,36
12080100,Heavy Curved Great Club,36
12080200,Keen Curved Great Club,36
12080300,Quality Curved Great Club,36
12080400,Fire Curved Great Club,36
12080500,Flame Art Curved Great Club,36
12080600,Lightning Curved Great Club,36
12080700,Sacred Curved Great Club,36
12080800,Magic Curved Great Club,36
12080900,Cold Curved Great Club,36
12081000,Poison Curved Great Club,36
12081100,Blood Curved Great Club,36
12081200,Occult Curved Great Club,36
12130000,Celebrant's Skull,34
12130100,Celebrant's Heavy Skull,34
12130200,Celebrant's Keen Skull,34
12130300,Celebrant's Quality Skull,34
12130400,Celebrant's Fire Skull,34
12130500,Celebrant's Flame Art Skull,34
12130600,Celebrant's Lightning Skull,34
12130700,Celebrant's Sacred Skull,34
12130800,Celebrant's Magic Skull,34
12130900,Celebrant's Cold Skull,34
12131000,Celebrant's Poison Skull,34
12131100,Celebrant's Blood Skull,34
12131200,Celebrant's Occult Skull,34
12140000,Pickaxe,36
12140100,Heavy Pickaxe,36
12140200,Keen Pickaxe,36
12140300,Quality Pickaxe,36
12140400,Fire Pickaxe,36
12140500,Flame Art Pickaxe,36
12140600,Lightning Pickaxe,36
12140700,Sacred Pickaxe,36
12140800,Magic Pickaxe,36
12140900,Cold Pickaxe,36
12141000,Poison Pickaxe,36
12141100,Blood Pickaxe,36
12141200,Occult Pickaxe,36
12150000,Beastclaw Greathammer,35
12160000,Envoy's Long Horn,35
12170000,Cranial Vessel Candlestand,40
12180000,Great Stars,36
12180100,Heavy Great Stars,36
12180200,Keen Great Stars,36
12180300,Quality Great Stars,36
12180400,Fire Great Stars,36
12180500,Flame Art Great Stars,36
12180600,Lightning Great Stars,36
12180700,Sacred Great Stars,36
12180800,Magic Great Stars,36
12180900,Cold Great Stars,36
12181000,Poison Great Stars,36
12181100,Blood Great Stars,36
12181200,Occult Great Stars,36
12190000,Brick Hammer,40
12190100,Heavy Brick Hammer,40
12190200,Keen Brick Hammer,40
12190300,Quality Brick Hammer,40
12190400,Fire Brick Hammer,40
12190500,Flame Art Brick Hammer,40
12190600,Lightning Brick Hammer,40
12190700,Sacred Brick Hammer,40
12190800,Magic Brick Hammer,40
12190900,Cold Brick Hammer,40
12191000,Poison Brick Hammer,40
12191100,Blood Brick Hammer,40
12191200,Occult Brick Hammer,40
12200000,Devourer's Scepter,35
12210000,Rotten Battle Hammer,42
12210100,Heavy Rotten Battle Hammer,42
12210200,Keen Rotten Battle Hammer,42
12210300,Quality Rotten Battle Hammer,42
12210400,Fire Rotten Battle Hammer,42
12210500,Flame Art Rotten Battle Hammer,42
12210600,Lightning Rotten Battle Hammer,42
12210700,Sacred Rotten Battle Hammer,42
12210800,Magic Rotten Battle Hammer,42
12210900,Cold Rotten Battle Hammer,42
12211000,Poison Rotten Battle Hammer,42
12211100,Blood Rotten Battle Hammer,42
12211200,Occult Rotten Battle Hammer,42
12900000,,35
12910000,,35
13000000,Nightrider Flail,21
13000100,Heavy Nightrider Flail,21
13000200,Keen Nightrider Flail,21
13000300,Quality Nightrider Flail,21
13000400,Fire Nightrider Flail,21
13000500,Flame Art Nightrider Flail,21
13000600,Lightning Nightrider Flail,21
13000700,Sacred Nightrider Flail,21
13000800,Magic Nightrider Flail,21
13000900,Cold Nightrider Flail,21
13001000,Poison Nightrider Flail,21
13001100,Blood Nightrider Flail,21
13001200,Occult Nightrider Flail,21
13010000,Flail,20
13010100,Heavy Flail,20
13010200,Keen Flail,20
13010300,Quality Flail,20
13010400,Fire Flail,20
13010500,Flame Art Flail,20
13010600,Lightning Flail,20
13010700,Sacred Flail,20
13010800,Magic Flail,20
13010900,Cold Flail,20
13011000,Poison Flail,20
13011100,Blood Flail,20
13011200,Occult Flail,20
13020000,Family Heads,20
13030000,Bastard's Stars,20
13040000,Chainlink Flail,24
13040100,Heavy Chainlink Flail,24
13040200,Keen Chainlink Flail,24
13040300,Quality Chainlink Flail,24
13040400,Fire Chainlink Flail,24
13040500,Flame Art Chainlink Flail,24
13040600,Lightning Chainlink Flail,24
13040700,Sacred Chainlink Flail,24
13040800,Magic Chainlink Flail,24
13040900,Cold Chainlink Flail,24
13041000,Poison Chainlink Flail,24
13041100,Blood Chainlink Flail,24
13041200,Occult Chainlink Flail,24
14000000,Battle Axe,31
14000100,Heavy Battle Axe,31
14000200,Keen Battle Axe,31
14000300,Quality Battle Axe,31
14000400,Fire Battle Axe,31
14000500,Flame Art Battle Axe,31
14000600,Lightning Battle Axe,31
14000700,Sacred Battle Axe,31
14000800,Magic Battle Axe,31
14000900,Cold Battle Axe,31
14001000,Poison Battle Axe,31
14001100,Blood Battle Axe,31
14001200,Occult Battle Axe,31
14010000,Forked Hatchet,27
14010100,Heavy Forked Hatchet,27
14010200,Keen Forked Hatchet,27
14010300,Quality Forked Hatchet,27
14010400,Fire Forked Hatchet,27
14010500,Flame Art Forked Hatchet,27
14010600,Lightning Forked Hatchet,27
14010700,Sacred Forked Hatchet,27
14010800,Magic Forked Hatchet,27
14010900,Cold Forked Hatchet,27
14011000,Poison Forked Hatchet,27
14011100,Blood Forked Hatchet,27
14011200,Occult Forked Hatchet,27
14020000,Hand Axe,28
14020100,Heavy Hand Axe,28
14020200,Keen Hand Axe,28
14020300,Quality Hand Axe,28
14020400,Fire Hand Axe,28
14020500,Flame Art Hand Axe,28
14020600,Lightning Hand Axe,28
14020700,Sacred Hand Axe,28
14020800,Magic Hand Axe,28
14020900,Cold Hand Axe,28
14021000,Poison Hand Axe,28
14021100,Blood Hand Axe,28
14021200,Occult Hand Axe,28
14030000,Jawbone Axe,36
14030100,Heavy Jawbone Axe,36
14030200,Keen Jawbone Axe,36
14030300,Quality Jawbone Axe,36
14030400,Fire Jawbone Axe,36
14030500,Flame Art Jawbone Axe,36
14030600,Lightning Jawbone Axe,36
14030700,Sacred Jawbone Axe,36
14030800,Magic Jawbone Axe,36
14030900,Cold Jawbone Axe,36
14031000,Poison Jawbone Axe,36
14031100,Blood Jawbone Axe,36
14031200,Occult Jawbone Axe,36
14040000,Iron Cleaver,34
14040100,Heavy Iron Cleaver,34
14040200,Keen Iron Cleaver,34
14040300,Quality Iron Cleaver,34
14040400,Fire Iron Cleaver,34
14040500,Flame Art Iron Cleaver,34
14040600,Lightning Iron Cleaver,34
14040700,Sacred Iron Cleaver,34
14040800,Magic Iron Cleaver,34
14040900,Cold Iron Cleaver,34
14041000,Poison Iron Cleaver,34
14041100,Blood Iron Cleaver,34
14041200,Occult Iron Cleaver,34
14050000,Ripple Blade,31
14060000,Celebrant's Cleaver,33
14060100,Celebrant's Heavy Cleaver,33
14060200,Celebrant's Keen Cleaver,33
14060300,Celebrant's Quality Cleaver,33
14060400,Celebrant's Fire Cleaver,33
14060500,Celebrant's Flame Art Cleaver Blades,33
14060600,Celebrant's Lightning Cleaver,33
14060700,Celebrant's Sacred Cleaver,33
14060800,Celebrant's Magic Cleaver,33
14060900,Celebrant's Cold Cleaver,33
14061000,Celebrant's Poison Cleaver,33
14061100,Celebrant's Blood Cleaver,33
14061200,Celebrant's Occult Cleaver,33
14080000,Icerind Hatchet,27
14100000,Highland Axe,31
14100100,Heavy Highland Axe,31
14100200,Keen Highland Axe,31
14100300,Quality Highland Axe,31
14100400,Fire Highland Axe,31
14100500,Flame Art Highland Axe,31
14100600,Lightning Highland Axe,31
14100700,Sacred Highland Axe,31
14100800,Magic Highland Axe,31
14100900,Cold Highland Axe,31
14101000,Poison Highland Axe,31
14101100,Bloody Highland Axe,31
14101200,Occult Highland Axe,31
14110000,Sacrificial Axe,33
14110100,Heavy Sacrificial Axe,33
14110200,Keen Sacrificial Axe,33
14110300,Quality Sacrificial Axe,33
14110400,Fire Sacrificial Axe,33
14110500,Flame Art Sacrificial Axe,33
14110600,Lightning Sacrificial Axe,33
14110700,Sacred Sacrificial Axe,33
14110800,Magic Sacrificial Axe,33
14110900,Cold Sacrificial Axe,33
14111000,Poison Sacrificial Axe,33
14111100,Blood Sacrificial Axe,33
14111200,Occult Sacrificial Axe,33
14120000,Rosus' Axe,33
14140000,Stormhawk Axe,31
15000000,Greataxe,37
15000100,Heavy Greataxe,37
15000200,Keen Greataxe,37
15000300,Quality Greataxe,37
15000400,Fire Greataxe,37
15000500,Flame Art Greataxe,37
15000600,Lightning Greataxe,37
15000700,Sacred Greataxe,37
15000800,Magic Greataxe,37
15000900,Cold Greataxe,37
15001000,Poison Greataxe,37
15001100,Blood Greataxe,37
15001200,Occult Greataxe,37
15010000,Warped Axe,43
15010100,Heavy Warped Axe,43
15010200,Keen Warped Axe,43
15010300,Quality Warped Axe,43
15010400,Fire Warped Axe,43
15010500,Flame Art Warped Axe,43
15010600,Lightning Warped Axe,43
15010700,Sacred Warped Axe,43
15010800,Magic Warped Axe,43
15010900,Cold Warped Axe,43
15011000,Poison Warped Axe,43
15011100,Blood Warped Axe,43
15011200,Occult Warped Axe,43
15020000,Great Omenkiller Cleaver,35
15020100,Heavy Great Omenkiller Cleaver,35
15020200,Keen Great Omenkiller Cleaver,35
15020300,Quality Great Omenkiller Cleaver,35
15020400,Fire Great Omenkiller Cleaver,35
15020500,Flame Art Great Omenkiller Cleaver,35
15020600,Lightning Great Omenkiller Cleaver,35
15020700,Sacred Great Omenkiller Cleaver,35
15020800,Magic Great Omenkiller Cleaver,35
15020900,Cold Great Omenkiller Cleaver,35
15021000,Poison Great Omenkiller Cleaver,35
15021100,Blood Great Omenkiller Cleaver,35
15021200,Occult Great Omenkiller Cleaver,35
15030000,Crescent Moon Axe,36
15030100,Heavy Crescent Moon Axe,36
15030200,Keen Crescent Moon Axe,36
15030300,Quality Crescent Moon Axe,36
15030400,Fire Crescent Moon Axe,36
15030500,Flame Art Crescent Moon Axe,36
15030600,Lightning Crescent Moon Axe,36
15030700,Sacred Crescent Moon Axe,36
15030800,Magic Crescent Moon Axe,36
15030900,Cold Crescent Moon Axe,36
15031000,Poison Crescent Moon Axe,36
15031100,Blood Crescent Moon Axe,36
15031200,Occult Crescent Moon Axe,36
15040000,Axe of Godrick,35
15050000,Longhaft Axe,36
15050100,Heavy Longhaft Axe,36
15050200,Keen Longhaft Axe,36
15050300,Quality Longhaft Axe,36
15050400,Fire Longhaft Axe,36
15050500,Flame Art Longhaft Axe,36
15050600,Lightning Longhaft Axe,36
15050700,Sacred Longhaft Axe,36
15050800,Magic Longhaft Axe,36
15050900,Cold Longhaft Axe,36
15051000,Poison Longhaft Axe,36
15051100,Blood Longhaft Axe,36
15051200,Occult Longhaft Axe,36
15060000,Rusted Anchor,36
15060100,Heavy Rusted Anchor,36
15060200,Keen Rusted Anchor,36
15060300,Quality Rusted Anchor,36
15060400,Fire Rusted Anchor,36
15060500,Flame Art Rusted Anchor,36
15060600,Lightning Rusted Anchor,36
15060700,Sacred Rusted Anchor,36
15060800,Magic Rusted Anchor,36
15060900,Cold Rusted Anchor,36
15061000,Poison Rusted Anchor,36
15061100,Blood Rusted Anchor,36
15061200,Occult Rusted Anchor,36
15080000,Executioner's Greataxe,40
15080100,Executioner's Heavy Greataxe,40
15080200,Executioner's Keen Greataxe,40
15080300,Executioner's Quality Greataxe,40
15080400,Executioner's Fire Greataxe,40
15080500,Executioner's Flame Art Greataxe,40
15080600,Executioner's Lightning Greataxe,40
15080700,Executioner's Sacred Greataxe,40
15080800,Executioner's Magic Greataxe,40
15080900,Executioner's Cold Greataxe,40
15081000,Executioner's Poison Greataxe,40
15081100,Executioner's Blood Greataxe,40
15081200,Executioner's Occult Greataxe,40
15110000,Winged Greathorn,35
15120000,Butchering Knife,33
15120100,Heavy Butchering Knife,33
15120200,Keen Butchering Knife,33
15120300,Quality Butchering Knife,33
15120400,Fire Butchering Knife,33
15120500,Flame Art Butchering Knife,33
15120600,Lightning Butchering Knife,33
15120700,Sacred Butchering Knife,33
15120800,Magic Butchering Knife,33
15120900,Cold Butchering Knife,33
15121000,Poison Butchering Knife,33
15121100,Blood Butchering Knife,33
15121200,Occult Butchering Knife,33
15130000,Gargoyle's Great Axe,31
15130100,Gargoyle's Heavy Great Axe,31
15130200,Gargoyle's Keen Great Axe,31
15130300,Gargoyle's Quality Great Axe,31
15130400,Gargoyle's Fire Great Axe,31
15130500,Gargoyle's Flame Art Great Axe,31
15130600,Gargoyle's Lightning Great Axe,31
15130700,Gargoyle's Sacred Great Axe,31
15130800,Gargoyle's Magic Great Axe,31
15130900,Gargoyle's Cold Great Axe,31
15131000,Gargoyle's Poison Great Axe,31
15131100,Gargoyle's Blood Great Axe,31
15131200,Gargoyle's Occult Great Axe,31
15140000,Gargoyle's Black Axe,31
15900000,,33
16000000,Short Spear,30
16000100,Heavy Short Spear,30
16000200,Keen Short Spear,30
16000300,Quality Short Spear,30
16000400,Fire Short Spear,30
16000500,Flame Art Short Spear,30
16000600,Lightning Short Spear,30
16000700,Sacred Short Spear,30
16000800,Magic Short Spear,30
16000900,Cold Short Spear,30
16001000,Poison Short Spear,30
16001100,Blood Short Spear,30
16001200,Occult Short Spear,30
16010000,Spear,31
16010100,Heavy Spear,31
16010200,Keen Spear,31
16010300,Quality Spear,31
16010400,Fire Spear,31
16010500,Flame Art Spear,31
16010600,Lightning Spear,31
16010700,Sacred Spear,31
16010800,Magic Spear,31
16010900,Cold Spear,31
16011000,Poison Spear,31
16011100,Bloody Spear,31
16011200,Occult Spear,31
16020000,Crystal Spear,33
16030000,Clayman's Harpoon,33
16030100,Clayman's Heavy Harpoon,33
16030200,Clayman's Keen Harpoon,33
16030300,Clayman's Quality Harpoon,33
16030400,Clayman's Fire Harpoon,33
16030500,Clayman's Flame Art Harpoon,33
16030600,Clayman's Lightning Harpoon,33
16030700,Clayman's Sacred Harpoon,33
16030800,Clayman's Magic Harpoon,33
16030900,Clayman's Cold Harpoon,33
16031000,Clayman's Poison Harpoon,33
16031100,Clayman's Blood Harpoon,33
16031200,Clayman's Occult Harpoon,33
16040000,Cleanrot Spear,33
16050000,Partisan,36
16050100,Heavy Partisan,36
16050200,Keen Partisan,36
16050300,Quality Partisan,36
16050400,Fire Partisan,36
16050500,Flame Art Partisan,36
16050600,Lightning Partisan,36
16050700,Sacred Partisan,36
16050800,Magic Partisan,36
16050900,Cold Partisan,36
16051000,Poison Partisan,36
16051100,Blood Partisan,36
16051200,Occult Partisan,36
16060000,Celebrant's Rib-Rake,33
16060100,Celebrant's Heavy Rib-Rake,33
16060200,Celebrant's Keen Rib-Rake,33
16060300,Celebrant's Quality Rib-Rake,33
16060400,Celebrant's Fire Rib-Rake,33
16060500,Celebrant's Flame Art Rib-Rake,33
16060600,Celebrant's Lightning Rib-Rake,33
16060700,Celebrant's Sacred Rib-Rake,33
16060800,Celebrant's Magic Rib-Rake,33
16060900,Celebrant's Cold Rib-Rake,33
16061000,Celebrant's Poison Rib-Rake,33
16061100,Celebrant's Blood Rib-Rake,33
16061200,Celebrant's Occult Rib-Rake,33
16070000,Pike,39
16070100,Heavy Pike,39
16070200,Keen Pike,39
16070300,Quality Pike,39
16070400,Fire Pike,39
16070500,Flame Art Pike,39
16070600,Lightning Pike,39
16070700,Sacred Pike,39
16070800,Magic Pike,39
16070900,Cold Pike,39
16071000,Poison Pike,39
16071100,Blood Pike,39
16071200,Occult Pike,39
16080000,Torchpole,34
16090000,Bolt of Gransax,40
16110000,Cross-Naginata,39
16110100,Heavy Cross-Naginata,39
16110200,Keen Cross-Naginata,39
16110300,Quality Cross-Naginata,39
16110400,Fire Cross-Naginata,39
16110500,Flame Art Cross-Naginata,39
16110600,Lightning Cross-Naginata,39
16110700,Sacred Cross-Naginata,39
16110800,Magic Cross-Naginata,39
16110900,Cold Cross-Naginata,39
16111000,Poison Cross-Naginata,39
16111100,Blood Cross-Naginata,39
16111200,Occult Cross-Naginata,39
16120000,Death Ritual Spear,36
16130000,Inquisitor's Girandole,37
16140000,Spiked Spear,34
16140100,Heavy Spiked Spear,34
16140200,Keen Spiked Spear,34
16140300,Quality Spiked Spear,34
16140400,Fire Spiked Spear,34
16140500,Flame Art Spiked Spear,34
16140600,Lightning Spiked Spear,34
16140700,Sacred Spiked Spear,34
16140800,Magic Spiked Spear,34
16140900,Cold Spiked Spear,34
16141000,Poison Spiked Spear,34
16141100,Blood Spiked Spear,34
16141200,Occult Spiked Spear,34
16150000,Iron Spear,31
16150100,Heavy Iron Spear,31
16150200,Keen Iron Spear,31
16150300,Quality Iron Spear,31
16150400,Fire Iron Spear,31
16150500,Flame Art Iron Spear,31
16150600,Lightning Iron Spear,31
16150700,Sacred Iron Spear,31
16150800,Magic Iron Spear,31
16150900,Cold Iron Spear,31
16151000,Poison Iron Spear,31
16151100,Blood Iron Spear,31
16151200,Occult Iron Spear,31
16160000,Rotten Crystal Spear,34
17010000,Mohgwyn's Sacred Spear,38
17020000,Siluria's Tree,38
17030000,Serpent-Hunter,40
17050000,Vyke's War Spear,35
17060000,Lance,36
17060100,Heavy Lance,36
17060200,Keen Lance,36
17060300,Quality Lance,36
17060400,Fire Lance,36
17060500,Flame Art Lance,36
17060600,Lightning Lance,36
17060700,Sacred Lance,36
17060800,Magic Lance,36
17060900,Cold Lance,36
17061000,Poison Lance,36
17061100,Bloody Lance,36
17061200,Occult Lance,36
17070000,Treespear,40
17070100,Heavy Treespear,40
17070200,Keen Treespear,40
17070300,Quality Treespear,40
17070400,Fire Treespear,40
17070500,Flame Art Treespear,40
17070600,Lightning Treespear,40
17070700,Sacred Treespear,40
17070800,Magic Treespear,40
17070900,Cold Treespear,40
17071000,Poison Treespear,40
17071100,Blood Treespear,40
17071200,Occult Treespear,40
17900000,,35
17910000,,40
18000000,Halberd,35
18000100,Heavy Halberd,35
18000200,Keen Halberd,35
18000300,Quality Halberd,35
18000400,Fire Halberd,35
18000500,Flame Art Halberd,35
18000600,Lightning Halberd,35
18000700,Sacred Halberd,35
18000800,Magic Halberd,35
18000900,Cold Halberd,35
18001000,Poison Halberd,35
18001100,Blood Halberd,35
18001200,Occult Halberd,35
18010000,Pest's Glaive,33
18010100,Pest's Heavy Glaive,33
18010200,Pest's Keen Glaive,33
18010300,Pest's Quality Glaive,33
18010400,Pest's Fire Glaive,33
18010500,Pest's Flame Art Glaive,33
18010600,Pest's Lightning Glaive,33
18010700,Pest's Sacred Glaive,33
18010800,Pest's Magic Glaive,33
18010900,Pest's Cold Glaive,33
18011000,Pest's Poison Glaive,33
18011100,Pest's Blood Glaive,33
18011200,Pest's Occult Glaive,33
18020000,Lucerne,33
18020100,Heavy Lucerne,33
18020200,Keen Lucerne,33
18020300,Quality Lucerne,33
18020400,Fire Lucerne,33
18020500,Flame Art Lucerne,33
18020600,Lightning Lucerne,33
18020700,Sacred Lucerne,33
18020800,Magic Lucerne,33
18020900,Cold Lucerne,33
18021000,Poison Lucerne,33
18021100,Blood Lucerne,33
18021200,Occult Lucerne,33
18030000,Banished Knight's Halberd,35
