Row ID;Row Name;Unk0;Unk1;Unk2;Unk3;Unk4;Unk5;Unk6;Unk7;Unk8;Unk9;Unk10;Unk11;Unk12;Unk13;Unk14;Unk15;Unk16;Unk17;Unk18;Unk19;Unk20;Unk21;Unk22;Unk23;Unk24;Unk25;Unk26;Unk27
366517;;3665;0;0;0;1750294348;1684829551;29285;0;0;0;0;0;1884643148;1416458817;1953720695;0;0;0;0;0;1816354636;1667855969;25964;0;0;0;0;0
366518;;3665;0;0;0;1750359884;1416128361;1953720695;49;0;0;0;0;1750359884;6842217;0;0;0;0;0;0;1750359884;1416128361;1953720695;0;0;0;0;0
366519;;3665;0;0;0;1884643148;1416458817;1953720695;49;0;0;0;0;1884643148;1098016112;28018;0;0;0;0;0;1884643148;1416458817;1953720695;0;0;0;0;0
366520;;3665;0;0;0;1631805266;2002019948;829715305;0;0;0;0;0;1631805266;26220;0;0;0;0;0;0;1631805266;2002019948;7631721;0;0;0;0;0
366521;;3665;0;0;0;1816485714;7827298;0;0;0;0;0;0;1866882898;1918985586;109;0;0;0;0;0;1884643154;1098016112;28018;0;0;0;0;0
366522;;3665;0;0;0;1866882898;2002023535;7631721;0;0;0;0;0;1866882898;1147106415;2037214581;49;0;0;0;0;1866882898;1147106415;2037214581;50;0;0;0;0
366523;;3665;0;0;0;1866882898;1916888434;1769428077;3241075;0;0;0;0;1866882898;1918985586;109;0;0;0;0;0;1866882898;1916888434;1769428077;29811;0;0;0;0
366524;;3665;0;0;0;1766350674;112;0;0;0;0;0;0;1750359890;1416128361;1953720695;0;0;0;0;0;1986815312;1147106153;2037214581;0;0;0;0;0
366525;;3665;0;0;0;1850433362;25957;0;0;0;0;0;0;1631805266;26220;0;0;0;0;0;0;1750359890;6842217;0;0;0;0;0;0
366526;;3665;0;0;0;1850433362;1398760805;1953655147;0;0;0;0;0;1631805266;1398761068;1953655147;0;0;0;0;0;1750359890;1600677737;1919511379;116;0;0;0;0
366527;;3665;0;0;0;1750294354;1684829551;29285;0;0;0;0;0;1884643154;1416458817;1953720695;0;0;0;0;0;1816354642;1667855969;25964;0;0;0;0;0
366528;;3665;0;0;0;1750359890;1416128361;1953720695;49;0;0;0;0;1750359890;6842217;0;0;0;0;0;0;1750359890;1416128361;1953720695;0;0;0;0;0
366529;;3665;0;0;0;1884643154;1416458817;1953720695;49;0;0;0;0;1884643154;1098016112;28018;0;0;0;0;0;1884643154;1416458817;1953720695;0;0;0;0;0
366600;;3666;1;0;0;1631805260;1398761068;1953655147;0;0;0;0;0;1750359884;1600677737;1919511379;116;0;0;0;0;0;0;0;0;0;0;0;0
366601;;3666;1;0;0;1631805260;2002019948;7631721;0;0;0;0;0;1866882892;29807;0;0;0;0;0;0;0;0;0;0;0;0;0;0
366602;;3666;1;0;0;1866882892;1147106415;2037214581;49;0;0;0;0;1867800396;12389;0;0;0;0;0;0;0;0;0;0;0;0;0;0
366603;;3666;1;0;0;1866882892;1916888434;1769428077;29811;0;0;0;0;1632132940;1147102318;2037214581;0;0;0;0;0;0;0;0;0;0;0;0;0
366604;;3666;1;0;0;1750359884;1416128361;1953720695;0;0;0;0;0;1986815312;1147106153;2037214581;0;0;0;0;0;0;0;0;0;0;0;0;0
366605;;3666;1;0;0;1631805266;1398761068;1953655147;0;0;0;0;0;1750359890;1600677737;1919511379;116;0;0;0;0;0;0;0;0;0;0;0;0
366606;;3666;1;0;0;1631805266;2002019948;7631721;0;0;0;0;0;1866882898;29807;0;0;0;0;0;0;0;0;0;0;0;0;0;0
366607;;3666;1;0;0;1866882898;1147106415;2037214581;49;0;0;0;0;1867800402;12389;0;0;0;0;0;0;0;0;0;0;0;0;0;0
366608;;3666;1;0;0;1866882898;1916888434;1769428077;29811;0;0;0;0;1632132946;1147102318;2037214581;0;0;0;0;0;0;0;0;0;0;0;0;0
366609;;3666;1;0;0;1750359890;1416128361;1953720695;0;0;0;0;0;1986815312;1147106153;2037214581;0;0;0;0;0;0;0;0;0;0;0;0;0
366610;;3666;0;0;0;1631805260;2002019948;829715305;0;0;0;0;0;1631805260;26220;0;0;0;0;0;0;1631805260;2002019948;7631721;0;0;0;0;0
366611;;3666;0;0;0;1816485708;7827298;0;0;0;0;0;0;1866882892;1918985586;109;0;0;0;0;0;1884643148;1098016112;28018;0;0;0;0;0
366612;;3666;0;0;0;1866882892;2002023535;7631721;0;0;0;0;0;1866882892;1147106415;2037214581;49;0;0;0;0;1866882892;1147106415;2037214581;50;0;0;0;0
366613;;3666;0;0;0;1866882892;1916888434;1769428077;3241075;0;0;0;0;1866882892;1918985586;109;0;0;0;0;0;1866882892;1916888434;1769428077;29811;0;0;0;0
366614;;3666;0;0;0;1766350668;112;0;0;0;0;0;0;1750359884;1416128361;1953720695;0;0;0;0;0;1986815312;1147106153;2037214581;0;0;0;0;0
366615;;3666;0;0;0;1850433356;25957;0;0;0;0;0;0;1631805260;26220;0;0;0;0;0;0;1750359884;6842217;0;0;0;0;0;0
366616;;3666;0;0;0;1850433356;1398760805;1953655147;0;0;0;0;0;1631805260;1398761068;1953655147;0;0;0;0;0;1750359884;1600677737;1919511379;116;0;0;0;0
366617;;3666;0;0;0;1750294348;1684829551;29285;0;0;0;0;0;1884643148;1416458817;1953720695;0;0;0;0;0;1816354636;1667855969;25964;0;0;0;0;0
366618;;3666;0;0;0;1750359884;1416128361;1953720695;49;0;0;0;0;1750359884;6842217;0;0;0;0;0;0;1750359884;1416128361;1953720695;0;0;0;0;0
366619;;3666;0;0;0;1884643148;1416458817;1953720695;49;0;0;0;0;1884643148;1098016112;28018;0;0;0;0;0;1884643148;1416458817;1953720695;0;0;0;0;0
366620;;3666;0;0;0;1631805266;2002019948;829715305;0;0;0;0;0;1631805266;26220;0;0;0;0;0;0;1631805266;2002019948;7631721;0;0;0;0;0
366621;;3666;0;0;0;1816485714;7827298;0;0;0;0;0;0;1866882898;1918985586;109;0;0;0;0;0;1884643154;1098016112;28018;0;0;0;0;0
366622;;3666;0;0;0;1866882898;2002023535;7631721;0;0;0;0;0;1866882898;1147106415;2037214581;49;0;0;0;0;1866882898;1147106415;2037214581;50;0;0;0;0
366623;;3666;0;0;0;1866882898;1916888434;1769428077;3241075;0;0;0;0;1866882898;1918985586;109;0;0;0;0;0;1866882898;1916888434;1769428077;29811;0;0;0;0
366624;;3666;0;0;0;1766350674;112;0;0;0;0;0;0;1750359890;1416128361;1953720695;0;0;0;0;0;1986815312;1147106153;2037214581;0;0;0;0;0
366625;;3666;0;0;0;1850433362;25957;0;0;0;0;0;0;1631805266;26220;0;0;0;0;0;0;1750359890;6842217;0;0;0;0;0;0
366626;;3666;0;0;0;1850433362;1398760805;1953655147;0;0;0;0;0;1631805266;1398761068;1953655147;0;0;0;0;0;1750359890;1600677737;1919511379;116;0;0;0;0
366627;;3666;0;0;0;1750294354;1684829551;29285;0;0;0;0;0;1884643154;1416458817;1953720695;0;0;0;0;0;1816354642;1667855969;25964;0;0;0;0;0
366628;;3666;0;0;0;1750359890;1416128361;1953720695;49;0;0;0;0;1750359890;6842217;0;0;0;0;0;0;1750359890;1416128361;1953720695;0;0;0;0;0
366629;;3666;0;0;0;1884643154;1416458817;1953720695;49;0;0;0;0;1884643154;1098016112;28018;0;0;0;0;0;1884643154;1416458817;1953720695;0;0;0;0;0
370000;;3700;1;0;0;1631805260;1398761068;1953655147;0;0;0;0;0;1750359884;1600677737;1919511379;116;0;0;0;0;0;0;0;0;0;0;0;0
370001;;3700;1;0;0;1631805260;2002019948;7631721;0;0;0;0;0;1866882892;29807;0;0;0;0;0;0;0;0;0;0;0;0;0;0
370002;;3700;1;0;0;1866882892;1147106415;2037214581;49;0;0;0;0;1867800396;12389;0;0;0;0;0;0;0;0;0;0;0;0;0;0
370003;;3700;1;0;0;1866882892;1916888434;1769428077;29811;0;0;0;0;1632132940;1147102318;2037214581;0;0;0;0;0;0;0;0;0;0;0;0;0
370004;;3700;1;0;0;1750359884;1416128361;1953720695;0;0;0;0;0;1986815312;1147106153;2037214581;0;0;0;0;0;0;0;0;0;0;0;0;0
370005;;3700;1;0;0;1631805266;1398761068;1953655147;0;0;0;0;0;1750359890;1600677737;1919511379;116;0;0;0;0;0;0;0;0;0;0;0;0
370006;;3700;1;0;0;1631805266;2002019948;7631721;0;0;0;0;0;1866882898;29807;0;0;0;0;0;0;0;0;0;0;0;0;0;0
370007;;3700;1;0;0;1866882898;1147106415;2037214581;49;0;0;0;0;1867800402;12389;0;0;0;0;0;0;0;0;0;0;0;0;0;0
370008;;3700;1;0;0;1866882898;1916888434;1769428077;29811;0;0;0;0;1632132946;1147102318;2037214581;0;0;0;0;0;0;0;0;0;0;0;0;0
370009;;3700;1;0;0;1750359890;1416128361;1953720695;0;0;0;0;0;1986815312;1147106153;2037214581;0;0;0;0;0;0;0;0;0;0;0;0;0
370010;;3700;0;0;0;1631805260;2002019948;829715305;0;0;0;0;0;1631805260;26220;0;0;0;0;0;0;1631805260;2002019948;7631721;0;0;0;0;0
370011;;3700;0;0;0;1816485708;7827298;0;0;0;0;0;0;1866882892;1918985586;109;0;0;0;0;0;1884643148;1098016112;28018;0;0;0;0;0
370012;;3700;0;0;0;1866882892;2002023535;7631721;0;0;0;0;0;1866882892;1147106415;2037214581;49;0;0;0;0;1866882892;1147106415;2037214581;50;0;0;0;0
370013;;3700;0;0;0;1866882892;1916888434;1769428077;3241075;0;0;0;0;1866882892;1918985586;109;0;0;0;0;0;1866882892;1916888434;1769428077;29811;0;0;0;0
370014;;3700;0;0;0;1766350668;112;0;0;0;0;0;0;1750359884;1416128361;1953720695;0;0;0;0;0;1986815312;1147106153;2037214581;0;0;0;0;0
370015;;3700;0;0;0;1850433356;25957;0;0;0;0;0;0;1631805260;26220;0;0;0;0;0;0;1750359884;6842217;0;0;0;0;0;0
370016;;3700;0;0;0;1850433356;1398760805;1953655147;0;0;0;0;0;1631805260;1398761068;1953655147;0;0;0;0;0;1750359884;1600677737;1919511379;116;0;0;0;0
370017;;3700;0;0;0;1750294348;1684829551;29285;0;0;0;0;0;1884643148;1416458817;1953720695;0;0;0;0;0;1816354636;1667855969;25964;0;0;0;0;0
370018;;3700;0;0;0;1750359884;1416128361;1953720695;49;0;0;0;0;1750359884;6842217;0;0;0;0;0;0;1750359884;1416128361;1953720695;0;0;0;0;0
370019;;3700;0;0;0;1884643148;1416458817;1953720695;49;0;0;0;0;1884643148;1098016112;28018;0;0;0;0;0;1884643148;1416458817;1953720695;0;0;0;0;0
370020;;3700;0;0;0;1631805266;2002019948;829715305;0;0;0;0;0;1631805266;26220;0;0;0;0;0;0;1631805266;2002019948;7631721;0;0;0;0;0
370021;;3700;0;0;0;1816485714;7827298;0;0;0;0;0;0;1866882898;1918985586;109;0;0;0;0;0;1884643154;1098016112;28018;0;0;0;0;0
370022;;3700;0;0;0;1866882898;2002023535;7631721;0;0;0;0;0;1866882898;1147106415;2037214581;49;0;0;0;0;1866882898;1147106415;2037214581;50;0;0;0;0
370023;;3700;0;0;0;1866882898;1916888434;1769428077;3241075;0;0;0;0;1866882898;1918985586;109;0;0;0;0;0;1866882898;1916888434;1769428077;29811;0;0;0;0
370024;;3700;0;0;0;1766350674;112;0;0;0;0;0;0;1750359890;1416128361;1953720695;0;0;0;0;0;1986815312;1147106153;2037214581;0;0;0;0;0
370025;;3700;0;0;0;1850433362;25957;0;0;0;0;0;0;1631805266;26220;0;0;0;0;0;0;1750359890;6842217;0;0;0;0;0;0
370026;;3700;0;0;0;1850433362;1398760805;1953655147;0;0;0;0;0;1631805266;1398761068;1953655147;0;0;0;0;0;1750359890;1600677737;1919511379;116;0;0;0;0
370027;;3700;0;0;0;1750294354;1684829551;29285;0;0;0;0;0;1884643154;1416458817;1953720695;0;0;0;0;0;1816354642;1667855969;25964;0;0;0;0;0
370028;;3700;0;0;0;1750359890;1416128361;1953720695;49;0;0;0;0;1750359890;6842217;0;0;0;0;0;0;1750359890;1416128361;1953720695;0;0;0;0;0
370029;;3700;0;0;0;1884643154;1416458817;1953720695;49;0;0;0;0;1884643154;1098016112;28018;0;0;0;0;0;1884643154;1416458817;1953720695;0;0;0;0;0
370100;;3701;1;0;0;1631805260;1398761068;1953655147;0;0;0;0;0;1750359884;1600677737;1919511379;116;0;0;0;0;0;0;0;0;0;0;0;0
370101;;3701;1;0;0;1631805260;2002019948;7631721;0;0;0;0;0;1866882892;29807;0;0;0;0;0;0;0;0;0;0;0;0;0;0
370102;;3701;1;0;0;1866882892;1147106415;2037214581;49;0;0;0;0;1867800396;12389;0;0;0;0;0;0;0;0;0;0;0;0;0;0
370103;;3701;1;0;0;1866882892;1916888434;1769428077;29811;0;0;0;0;1632132940;1147102318;2037214581;0;0;0;0;0;0;0;0;0;0;0;0;0
370104;;3701;1;0;0;1750359884;1416128361;1953720695;0;0;0;0;0;1986815312;1147106153;2037214581;0;0;0;0;0;0;0;0;0;0;0;0;0
370105;;3701;1;0;0;1631805266;1398761068;1953655147;0;0;0;0;0;1750359890;1600677737;1919511379;116;0;0;0;0;0;0;0;0;0;0;0;0
370106;;3701;1;0;0;1631805266;2002019948;7631721;0;0;0;0;0;1866882898;29807;0;0;0;0;0;0;0;0;0;0;0;0;0;0
370107;;3701;1;0;0;1866882898;1147106415;2037214581;49;0;0;0;0;1867800402;12389;0;0;0;0;0;0;0;0;0;0;0;0;0;0
370108;;3701;1;0;0;1866882898;1916888434;1769428077;29811;0;0;0;0;1632132946;1147102318;2037214581;0;0;0;0;0;0;0;0;0;0;0;0;0
370109;;3701;1;0;0;1750359890;1416128361;1953720695;0;0;0;0;0;1986815312;1147106153;2037214581;0;0;0;0;0;0;0;0;0;0;0;0;0
370110;;3701;0;0;0;1631805260;2002019948;829715305;0;0;0;0;0;1631805260;26220;0;0;0;0;0;0;1631805260;2002019948;7631721;0;0;0;0;0
370111;;3701;0;0;0;1816485708;7827298;0;0;0;0;0;0;1866882892;1918985586;109;0;0;0;0;0;1884643148;1098016112;28018;0;0;0;0;0
370112;;3701;0;0;0;1866882892;2002023535;7631721;0;0;0;0;0;1866882892;1147106415;2037214581;49;0;0;0;0;1866882892;1147106415;2037214581;50;0;0;0;0
370113;;3701;0;0;0;1866882892;1916888434;1769428077;3241075;0;0;0;0;1866882892;1918985586;109;0;0;0;0;0;1866882892;1916888434;1769428077;29811;0;0;0;0
370114;;3701;0;0;0;1766350668;112;0;0;0;0;0;0;1750359884;1416128361;1953720695;0;0;0;0;0;1986815312;1147106153;2037214581;0;0;0;0;0
370115;;3701;0;0;0;1850433356;25957;0;0;0;0;0;0;1631805260;26220;0;0;0;0;0;0;1750359884;6842217;0;0;0;0;0;0
370116;;3701;0;0;0;1850433356;1398760805;1953655147;0;0;0;0;0;1631805260;1398761068;1953655147;0;0;0;0;0;1750359884;1600677737;1919511379;116;0;0;0;0
370117;;3701;0;0;0;1750294348;1684829551;29285;0;0;0;0;0;1884643148;1416458817;1953720695;0;0;0;0;0;1816354636;1667855969;25964;0;0;0;0;0
370118;;3701;0;0;0;1750359884;1416128361;1953720695;49;0;0;0;0;1750359884;6842217;0;0;0;0;0;0;1750359884;1416128361;1953720695;0;0;0;0;0
370119;;3701;0;0;0;1884643148;1416458817;1953720695;49;0;0;0;0;1884643148;1098016112;28018;0;0;0;0;0;1884643148;1416458817;1953720695;0;0;0;0;0
370120;;3701;0;0;0;1631805266;2002019948;829715305;0;0;0;0;0;1631805266;26220;0;0;0;0;0;0;1631805266;2002019948;7631721;0;0;0;0;0
370121;;3701;0;0;0;1816485714;7827298;0;0;0;0;0;0;1866882898;1918985586;109;0;0;0;0;0;1884643154;1098016112;28018;0;0;0;0;0
370122;;3701;0;0;0;1866882898;2002023535;7631721;0;0;0;0;0;1866882898;1147106415;2037214581;49;0;0;0;0;1866882898;1147106415;2037214581;50;0;0;0;0
370123;;3701;0;0;0;1866882898;1916888434;1769428077;3241075;0;0;0;0;1866882898;1918985586;109;0;0;0;0;0;1866882898;1916888434;1769428077;29811;0;0;0;0
370124;;3701;0;0;0;1766350674;112;0;0;0;0;0;0;1750359890;1416128361;1953720695;0;0;0;0;0;1986815312;1147106153;2037214581;0;0;0;0;0
370125;;3701;0;0;0;1850433362;25957;0;0;0;0;0;0;1631805266;26220;0;0;0;0;0;0;1750359890;6842217;0;0;0;0;0;0
370126;;3701;0;0;0;1850433362;1398760805;1953655147;0;0;0;0;0;1631805266;1398761068;1953655147;0;0;0;0;0;1750359890;1600677737;1919511379;116;0;0;0;0
370127;;3701;0;0;0;1750294354;1684829551;29285;0;0;0;0;0;1884643154;1416458817;1953720695;0;0;0;0;0;1816354642;1667855969;25964;0;0;0;0;0
370128;;3701;0;0;0;1750359890;1416128361;1953720695;49;0;0;0;0;1750359890;6842217;0;0;0;0;0;0;1750359890;1416128361;1953720695;0;0;0;0;0
370129;;3701;0;0;0;1884643154;1416458817;1953720695;49;0;0;0;0;1884643154;1098016112;28018;0;0;0;0;0;1884643154;1416458817;1953720695;0;0;0;0;0
370200;;3702;1;0;0;1631805260;1398761068;1953655147;0;0;0;0;0;1750359884;1600677737;1919511379;116;0;0;0;0;0;0;0;0;0;0;0;0
370201;;3702;1;0;0;1631805260;2002019948;7631721;0;0;0;0;0;1866882892;29807;0;0;0;0;0;0;0;0;0;0;0;0;0;0
370202;;3702;1;0;0;1866882892;1147106415;2037214581;49;0;0;0;0;1867800396;12389;0;0;0;0;0;0;0;0;0;0;0;0;0;0
370203;;3702;1;0;0;1866882892;1916888434;1769428077;29811;0;0;0;0;1632132940;1147102318;2037214581;0;0;0;0;0;0;0;0;0;0;0;0;0
370204;;3702;1;0;0;1750359884;1416128361;1953720695;0;0;0;0;0;1986815312;1147106153;2037214581;0;0;0;0;0;0;0;0;0;0;0;0;0
370205;;3702;1;0;0;1631805266;1398761068;1953655147;0;0;0;0;0;1750359890;1600677737;1919511379;116;0;0;0;0;0;0;0;0;0;0;0;0
370206;;3702;1;0;0;1631805266;2002019948;7631721;0;0;0;0;0;1866882898;29807;0;0;0;0;0;0;0;0;0;0;0;0;0;0
370207;;3702;1;0;0;1866882898;1147106415;2037214581;49;0;0;0;0;1867800402;12389;0;0;0;0;0;0;0;0;0;0;0;0;0;0
370208;;3702;1;0;0;1866882898;1916888434;1769428077;29811;0;0;0;0;1632132946;1147102318;2037214581;0;0;0;0;0;0;0;0;0;0;0;0;0
370209;;3702;1;0;0;1750359890;1416128361;1953720695;0;0;0;0;0;1986815312;1147106153;2037214581;0;0;0;0;0;0;0;0;0;0;0;0;0
370210;;3702;0;0;0;1631805260;2002019948;829715305;0;0;0;0;0;1631805260;26220;0;0;0;0;0;0;1631805260;2002019948;7631721;0;0;0;0;0
370211;;3702;0;0;0;1816485708;7827298;0;0;0;0;0;0;1866882892;1918985586;109;0;0;0;0;0;1884643148;1098016112;28018;0;0;0;0;0
370212;;3702;0;0;0;1866882892;2002023535;7631721;0;0;0;0;0;1866882892;1147106415;2037214581;49;0;0;0;0;1866882892;1147106415;2037214581;50;0;0;0;0
370213;;3702;0;0;0;1866882892;1916888434;1769428077;3241075;0;0;0;0;1866882892;1918985586;109;0;0;0;0;0;1866882892;1916888434;1769428077;29811;0;0;0;0
370214;;3702;0;0;0;1766350668;112;0;0;0;0;0;0;1750359884;1416128361;1953720695;0;0;0;0;0;1986815312;1147106153;2037214581;0;0;0;0;0
370215;;3702;0;0;0;1850433356;25957;0;0;0;0;0;0;1631805260;26220;0;0;0;0;0;0;1750359884;6842217;0;0;0;0;0;0
370216;;3702;0;0;0;1850433356;1398760805;1953655147;0;0;0;0;0;1631805260;1398761068;1953655147;0;0;0;0;0;1750359884;1600677737;1919511379;116;0;0;0;0
370217;;3702;0;0;0;1750294348;1684829551;29285;0;0;0;0;0;1884643148;1416458817;1953720695;0;0;0;0;0;1816354636;1667855969;25964;0;0;0;0;0
370218;;3702;0;0;0;1750359884;1416128361;1953720695;49;0;0;0;0;1750359884;6842217;0;0;0;0;0;0;1750359884;1416128361;1953720695;0;0;0;0;0
370219;;3702;0;0;0;1884643148;1416458817;1953720695;49;0;0;0;0;1884643148;1098016112;28018;0;0;0;0;0;1884643148;1416458817;1953720695;0;0;0;0;0
370220;;3702;0;0;0;1631805266;2002019948;829715305;0;0;0;0;0;1631805266;26220;0;0;0;0;0;0;1631805266;2002019948;7631721;0;0;0;0;0
370221;;3702;0;0;0;1816485714;7827298;0;0;0;0;0;0;1866882898;1918985586;109;0;0;0;0;0;1884643154;1098016112;28018;0;0;0;0;0
370222;;3702;0;0;0;1866882898;2002023535;7631721;0;0;0;0;0;1866882898;1147106415;2037214581;49;0;0;0;0;1866882898;1147106415;2037214581;50;0;0;0;0
370223;;3702;0;0;0;1866882898;1916888434;1769428077;3241075;0;0;0;0;1866882898;1918985586;109;0;0;0;0;0;1866882898;1916888434;1769428077;29811;0;0;0;0
370224;;3702;0;0;0;1766350674;112;0;0;0;0;0;0;1750359890;1416128361;1953720695;0;0;0;0;0;1986815312;1147106153;2037214581;0;0;0;0;0
370225;;3702;0;0;0;1850433362;25957;0;0;0;0;0;0;1631805266;26220;0;0;0;0;0;0;1750359890;6842217;0;0;0;0;0;0
370226;;3702;0;0;0;1850433362;1398760805;1953655147;0;0;0;0;0;1631805266;1398761068;1953655147;0;0;0;0;0;1750359890;1600677737;1919511379;116;0;0;0;0
370227;;3702;0;0;0;1750294354;1684829551;29285;0;0;0;0;0;1884643154;1416458817;1953720695;0;0;0;0;0;1816354642;1667855969;25964;0;0;0;0;0
370228;;3702;0;0;0;1750359890;1416128361;1953720695;49;0;0;0;0;1750359890;6842217;0;0;0;0;0;0;1750359890;1416128361;1953720695;0;0;0;0;0
370229;;3702;0;0;0;1884643154;1416458817;1953720695;49;0;0;0;0;1884643154;1098016112;28018;0;0;0;0;0;1884643154;1416458817;1953720695;0;0;0;0;0
370300;;3703;1;0;0;1631805260;1398761068;1953655147;0;0;0;0;0;1750359884;1600677737;1919511379;116;0;0;0;0;0;0;0;0;0;0;0;0
370301;;3703;1;0;0;1631805260;2002019948;7631721;0;0;0;0;0;1866882892;29807;0;0;0;0;0;0;0;0;0;0;0;0;0;0
370302;;3703;1;0;0;1866882892;1147106415;2037214581;49;0;0;0;0;1867800396;12389;0;0;0;0;0;0;0;0;0;0;0;0;0;0
370303;;3703;1;0;0;1866882892;1916888434;1769428077;29811;0;0;0;0;1632132940;1147102318;2037214581;0;0;0;0;0;0;0;0;0;0;0;0;0
370304;;3703;1;0;0;1750359884;1416128361;1953720695;0;0;0;0;0;1986815312;1147106153;2037214581;0;0;0;0;0;0;0;0;0;0;0;0;0
370305;;3703;1;0;0;1631805266;1398761068;1953655147;0;0;0;0;0;1750359890;1600677737;1919511379;116;0;0;0;0;0;0;0;0;0;0;0;0
370306;;3703;1;0;0;1631805266;2002019948;7631721;0;0;0;0;0;1866882898;29807;0;0;0;0;0;0;0;0;0;0;0;0;0;0
370307;;3703;1;0;0;1866882898;1147106415;2037214581;49;0;0;0;0;1867800402;12389;0;0;0;0;0;0;0;0;0;0;0;0;0;0
370308;;3703;1;0;0;1866882898;1916888434;1769428077;29811;0;0;0;0;1632132946;1147102318;2037214581;0;0;0;0;0;0;0;0;0;0;0;0;0
370309;;3703;1;0;0;1750359890;1416128361;1953720695;0;0;0;0;0;1986815312;1147106153;2037214581;0;0;0;0;0;0;0;0;0;0;0;0;0
370310;;3703;0;0;0;1631805260;2002019948;829715305;0;0;0;0;0;1631805260;26220;0;0;0;0;0;0;1631805260;2002019948;7631721;0;0;0;0;0
370311;;3703;0;0;0;1816485708;7827298;0;0;0;0;0;0;1866882892;1918985586;109;0;0;0;0;0;1884643148;1098016112;28018;0;0;0;0;0
370312;;3703;0;0;0;1866882892;2002023535;7631721;0;0;0;0;0;1866882892;1147106415;2037214581;49;0;0;0;0;1866882892;1147106415;2037214581;50;0;0;0;0
370313;;3703;0;0;0;1866882892;1916888434;1769428077;3241075;0;0;0;0;1866882892;1918985586;109;0;0;0;0;0;1866882892;1916888434;1769428077;29811;0;0;0;0
370314;;3703;0;0;0;1766350668;112;0;0;0;0;0;0;1750359884;1416128361;1953720695;0;0;0;0;0;1986815312;1147106153;2037214581;0;0;0;0;0
370315;;3703;0;0;0;1850433356;25957;0;0;0;0;0;0;1631805260;26220;0;0;0;0;0;0;1750359884;6842217;0;0;0;0;0;0
370316;;3703;0;0;0;1850433356;1398760805;1953655147;0;0;0;0;0;1631805260;1398761068;1953655147;0;0;0;0;0;1750359884;1600677737;1919511379;116;0;0;0;0
370317;;3703;0;0;0;1750294348;1684829551;29285;0;0;0;0;0;1884643148;1416458817;1953720695;0;0;0;0;0;1816354636;1667855969;25964;0;0;0;0;0
370318;;3703;0;0;0;1750359884;1416128361;1953720695;49;0;0;0;0;1750359884;6842217;0;0;0;0;0;0;1750359884;1416128361;1953720695;0;0;0;0;0
370319;;3703;0;0;0;1884643148;1416458817;1953720695;49;0;0;0;0;1884643148;1098016112;28018;0;0;0;0;0;1884643148;1416458817;1953720695;0;0;0;0;0
370320;;3703;0;0;0;1631805266;2002019948;829715305;0;0;0;0;0;1631805266;26220;0;0;0;0;0;0;1631805266;2002019948;7631721;0;0;0;0;0
370321;;3703;0;0;0;1816485714;7827298;0;0;0;0;0;0;1866882898;1918985586;109;0;0;0;0;0;1884643154;1098016112;28018;0;0;0;0;0
370322;;3703;0;0;0;1866882898;2002023535;7631721;0;0;0;0;0;1866882898;1147106415;2037214581;49;0;0;0;0;1866882898;1147106415;2037214581;50;0;0;0;0
370323;;3703;0;0;0;1866882898;1916888434;1769428077;3241075;0;0;0;0;1866882898;1918985586;109;0;0;0;0;0;1866882898;1916888434;1769428077;29811;0;0;0;0
370324;;3703;0;0;0;1766350674;112;0;0;0;0;0;0;1750359890;1416128361;1953720695;0;0;0;0;0;1986815312;1147106153;2037214581;0;0;0;0;0
370325;;3703;0;0;0;1850433362;25957;0;0;0;0;0;0;1631805266;26220;0;0;0;0;0;0;1750359890;6842217;0;0;0;0;0;0
370326;;3703;0;0;0;1850433362;1398760805;1953655147;0;0;0;0;0;1631805266;1398761068;1953655147;0;0;0;0;0;1750359890;1600677737;1919511379;116;0;0;0;0
370327;;3703;0;0;0;1750294354;1684829551;29285;0;0;0;0;0;1884643154;1416458817;1953720695;0;0;0;0;0;1816354642;1667855969;25964;0;0;0;0;0
370328;;3703;0;0;0;1750359890;1416128361;1953720695;49;0;0;0;0;1750359890;6842217;0;0;0;0;0;0;1750359890;1416128361;1953720695;0;0;0;0;0
370329;;3703;0;0;0;1884643154;1416458817;1953720695;49;0;0;0;0;1884643154;1098016112;28018;0;0;0;0;0;1884643154;1416458817;1953720695;0;0;0;0;0
370400;;3704;1;0;0;1631805260;1398761068;1953655147;0;0;0;0;0;1750359884;1600677737;1919511379;116;0;0;0;0;0;0;0;0;0;0;0;0
370401;;3704;1;0;0;1631805260;2002019948;7631721;0;0;0;0;0;1866882892;29807;0;0;0;0;0;0;0;0;0;0;0;0;0;0
370402;;3704;1;0;0;1866882892;1147106415;2037214581;49;0;0;0;0;1867800396;12389;0;0;0;0;0;0;0;0;0;0;0;0;0;0
370403;;3704;1;0;0;1866882892;1916888434;1769428077;29811;0;0;0;0;1632132940;1147102318;2037214581;0;0;0;0;0;0;0;0;0;0;0;0;0
370404;;3704;1;0;0;1750359884;1416128361;1953720695;0;0;0;0;0;1986815312;1147106153;2037214581;0;0;0;0;0;0;0;0;0;0;0;0;0
370405;;3704;1;0;0;1631805266;1398761068;1953655147;0;0;0;0;0;1750359890;1600677737;1919511379;116;0;0;0;0;0;0;0;0;0;0;0;0
370406;;3704;1;0;0;1631805266;2002019948;7631721;0;0;0;0;0;1866882898;29807;0;0;0;0;0;0;0;0;0;0;0;0;0;0
