Row ID;Row Name;Unk1;Unk1;Unk1;Unknown
603644025;;9179466;1847667281;-1734331882;3
603644026;;151028332;-2008227700;30094337;4
603644027;;361776148;271106332;-1018551664;0
603644028;;1973636104;1197827498;205554718;3
603644029;;-1727970807;1891696897;-1339719147;4
603644030;;81905201;33562816;287631960;4
603644031;;4772226;651235552;1226180655;11
603644032;;940150052;-2135905023;-1597976540;12
603644033;;-2117402044;-1605063470;-2079276750;1
603645000;;7180;1077684227;-1577054126;4
603645001;;1678008468;673194114;-1753218912;0
603645002;;1367364232;376455316;956364198;11
603645003;;48399106;1753743401;1838611;14
603645004;;-2096229340;839647394;-2147483647;2
603645005;;-1072157695;37798256;1644201992;9
603645006;;223347202;268769860;-1073609183;0
603645007;;1191280776;406873089;1954562552;2
603645008;;-1205860254;42107714;5440968;9
603645009;;-2079809212;-1610284256;8921094;1
603645010;;268502033;-1051720435;269484548;4
603645011;;136390736;75662464;221145360;4
603645012;;10797400;1275279384;1102129664;0
603645013;;538837505;-2063415220;141377536;0
603645014;;440422690;-2120215536;107188296;0
603645015;;550699169;18420224;138711045;0
603645016;;329274565;1999663265;1348420713;10
603645017;;1223436866;1410371079;1677924355;4
603645018;;-2113725672;-1504565696;-955970343;10
603645019;;138154156;186654803;-1580898810;9
603645020;;-2002615150;512335969;-665234412;0
603645021;;299378320;273330208;1117022568;3
603645022;;1795833905;272962198;10557189;4
603645023;;341484053;676808754;6332672;12
603645024;;335709270;92540010;428875970;1
603645025;;-1072549595;-2130359984;-1895555310;9
603645026;;18215240;707565398;1749575865;0
603645027;;548618756;-2113916015;520099332;5
603645028;;1729178058;1494077848;659823374;0
603645029;;-1774152416;-1989672024;-1572281600;2
603645030;;939821697;556960776;1077419169;4
603645031;;83953937;1826705461;-1872625635;2
603645032;;306186314;-2112730808;271622374;9
603645033;;-1409200600;50613380;109499026;1
603645034;;-1998782414;344360206;-2011461566;2
603645035;;1331964198;1083195392;1553990540;2
603645036;;-199146879;-928316915;581075193;1
603645037;;1653380425;-1596314656;-1861549760;12
603645038;;545674308;1078530185;556048416;12
603645039;;-1050091350;-190798842;747290672;6
603646000;;75582481;277094668;-788428526;8
603646001;;-2140847488;27268770;1141219616;6
603646002;;138420490;-1877213151;144855425;1
603646003;;174227457;219259136;688137793;0
603646004;;536885284;-1606334424;1615332998;1
603646005;;419993620;-234776294;33570952;8
603646006;;280097;1610653760;545425444;2
603646007;;573243906;1268777600;67248136;4
603646008;;-2071703478;47320709;-1801448375;8
603646009;;-997195343;-2006833150;8136704;12
603646010;;1763214784;69484674;-1744615408;2
603646011;;336601218;268637188;102237289;0
603646012;;-1295376316;1074266216;325402802;3
603646013;;1092682776;84578640;-1068989948;0
603646014;;1392515368;776486933;135271188;4
603646015;;1475140;1328721;596643906;1
603647000;;287900865;537988640;104874007;8
603647001;;142753880;-1981312679;539302962;0
603647002;;106102825;1476953537;560320520;3
603647003;;1780744752;1128865952;-1333132878;8
603647004;;-2122046060;249823232;278406664;15
603647005;;1413532484;-534896636;-2147309432;0
603647006;;-2070171382;-2147483614;303366924;6
603647007;;237021193;137894486;33872320;1
603647008;;-490732415;344069272;1212154885;4
603647009;;405041682;122205;-925891983;0
603647010;;1615071812;-1325380862;1092791328;0
603647011;;1661218;387973290;-1920262080;0
603647012;;-2129522560;584245252;1849180544;7
603647013;;822641702;1141137921;352326215;8
603648000;;-988946223;1631868394;-2108625636;11
603648001;;-2079240563;332001307;831717896;12
603648002;;415316794;427821447;1523300071;7
603648003;;988167346;607481897;1740544733;0
603648004;;1030930521;-567432940;-1258252250;4
603648005;;-929217243;-1348821196;140998545;9
603648006;;657102980;-197400874;-998439838;10
603648007;;1135740782;-1058929047;2083277265;1
603648008;;-229854398;173411008;-1954520790;6
603648009;;-914763019;33244105;-550655002;7
603648010;;-625533349;-144737082;1871388367;10
603648011;;601192690;-843468953;-1527457859;6
603648012;;1071949230;2117067068;-355632037;9
603648013;;-1088442586;381711515;1362289586;9
603648014;;1955252685;-1427726794;863147097;6
603648015;;-999655655;-116089863;-1663080156;13
603648016;;1007706721;56773196;-1514794239;10
603648017;;35816730;1820660881;134827134;0
603648018;;-1043523452;-1877434078;1379967104;5
603648019;;566321676;911802643;-1849552766;8
603648020;;91848801;612469452;-1805252434;0
603648021;;-2105144122;1225672874;607478297;6
603648022;;1141213450;147464658;1477764647;4
603648023;;973357829;-496749520;716327172;5
603648024;;-1801308623;429922308;1661587874;4
603648025;;692067520;-2145782644;1192529936;10
603648026;;271241402;-1023013343;403246096;2
603648027;;-903028220;320045897;-2138438044;8
603648028;;1460668513;-864804352;1332223313;1
603648029;;-1475201766;2114867;536912584;11
603648030;;1087963536;880857156;-2134826679;1
603649000;;-1718082535;23725216;-1610067442;5
603649001;;927345857;1453336064;180506689;4
603649002;;35674594;742492741;-2118515598;3
603649003;;-1606680566;-2112720580;1376029196;8
603649004;;1279382068;1485635666;475373953;2
603649005;;1082360580;-1592469109;1696673200;8
603649006;;-1621507279;-1315069502;-1227199266;9
603649007;;538230238;250807862;1275932280;3
603649008;;-911317467;1416256237;964137383;6
603649009;;1994594506;-351994599;-1012870399;12
603649010;;-1927669439;-1395094551;68764692;2
603649011;;570704538;1124406290;-1038079381;0
603649012;;1356964900;270688260;969314688;13
603649013;;-972550590;690496602;-1695477311;1
603649014;;145125772;-725413883;1074137654;10
603649015;;827424817;34917280;621339656;4
603649016;;554965140;-855349109;17252372;0
603649017;;34022476;1192542656;-1475247704;4
603649018;;168626306;672800812;206066752;10
603649019;;48261153;-2113922785;-2113230847;1
603649020;;-1996340918;1076896320;1384127496;12
603649021;;1958790914;811810850;1503666885;1
603649022;;405869601;483235088;913051664;12
603649023;;-1005935736;41945317;1074808627;1
603649024;;-1855451024;-1316289024;609331370;2
603649025;;1687192085;6329872;-2119826618;2
603650000;;-1742840158;-1917888353;-606850878;7
603650001;;1800302069;995227617;909031313;0
603650002;;-977558663;2142112167;-922911073;2
603650003;;1470355741;-189746074;-1577366915;13
603650004;;-20870982;-998756712;2117197182;8
603650005;;963950535;1918360441;533195558;15
603650006;;-1493338546;-1949309090;-452295191;15
603650007;;-100129695;1880637568;-2121721498;9
603650008;;807526469;678068592;615761064;0
603650009;;17354260;8586376;1312948762;11
603650010;;437338506;75899715;151717956;9
603650011;;-2079913870;514871848;307244577;4
603650012;;56198304;-1071314794;557351680;0
603650013;;-1583054264;-703589880;289423698;0
603650014;;71312396;92603475;1745629316;1
603650015;;1704466689;50521089;274997761;6
603650016;;1276270992;722766646;-863841142;0
603650017;;138817841;-1452696563;-1877993996;4
603650018;;-1868430714;-1874839100;-425351167;2
603650019;;1122243082;1078485024;33832985;14
603650020;;-341439416;1410275491;71434688;4
603650021;;538131092;-1986509772;444637188;2
603650022;;403980298;72361414;-2057613192;8
603650023;;-2142658207;975217408;1627658914;2
603650024;;1151862674;1656852489;1647855389;13
603650025;;390123557;-2128197032;-1733972989;1
603650026;;556401202;965321244;-515637248;3
603650027;;102291461;-752692090;68659362;8
603650028;;1245797505;4328032;1378508548;8
603650029;;-1786378334;-2079309783;-2001207295;4
603650030;;-127557544;1319168;8496479;0
603650031;;9445708;1861033427;1061180152;7
603651000;;51987972;761303397;641238289;0
603651001;;1344551306;-1878654334;-670627090;13
603651002;;-1396539279;1117350936;29388800;2
603651003;;177386257;-1805492216;-1967095639;0
603651004;;359402570;537200560;2571584;7
603651005;;-536788828;1268291655;1964524054;8
603652000;;1850686538;1802918273;-95042669;15
603652001;;1366385561;92320890;361424424;0
603652002;;-1332700299;-768802113;1843534070;12
603652003;;-1884371802;-1126437052;-2109915827;3
603652004;;-1229821290;1724868165;-1525854037;11
603652005;;1229821289;-1724868166;1525854036;4
603652006;;-342844502;-1613898050;-1545889832;6
603652007;;-17863073;-470600235;1575779951;11
603652008;;360707573;2084498283;-29890121;13
603652009;;-1173354652;358722054;1615406;8
603652010;;1088444553;-502529759;-733537984;2
603652011;;84910098;143807704;731922577;5
603652012;;958299639;1601531835;1595629491;12
603652013;;-1799362599;-269536169;-353747587;10
603652014;;-471101522;-1900872777;-1745367594;3
603652015;;1878652522;-259338514;-377621875;15
603652016;;-540649097;-1073759255;2091760510;7
603652017;;-25838947;1901974876;-1210652949;13
603652018;;-792650310;-783245960;749866198;3
603652019;;-986449914;604494460;-178924247;6
603652020;;802038489;720922499;-892526055;13
603652021;;977061733;-542171001;321584102;8
603653000;;1481771046;1980501992;844697360;0
603653001;;-1853853648;1151568769;285619205;14
603653002;;-1440444798;-1286429520;-2078257084;11
603653003;;1142555306;39084036;-1472151382;12
603653004;;579716417;-2145053678;1185650753;0
603653005;;-1855737452;-2139094482;1633429146;0
603653006;;1847593560;679487749;145817913;6
603653007;;12857417;490328152;-587035834;1
603653008;;85542149;1229606979;42229920;1
603654000;;-1492751332;1358966851;-2130654103;5
603654001;;481464454;-1810654832;715784228;0
603654002;;-515566071;732038724;85004561;14
603654003;;1086327441;1140867870;1545958552;8
603654004;;168386912;-1965290336;-1337154810;2
603654005;;272138594;544071721;1121061570;1
603654006;;-1518245823;-1942187935;-1803513852;1
603654007;;-1739586256;1457652055;-382398205;12
603654008;;1781146433;579873410;504694364;8
603654009;;309105804;17188872;1076019954;6
603654010;;1082443930;-939436516;541747616;3
603654011;;85135910;826910112;63450121;0
603654012;;-1879035896;266252;512;0
603654013;;557976354;390154819;-1626811356;5
603654014;;1454973073;-2003009268;1614086682;2
603654015;;-2012949428;1612854448;12724673;8
603654016;;1145298953;-301603296;650127876;0
603654017;;999033520;301465672;1075533282;5
603654018;;-2144332474;137623;-1725661159;10
603654019;;1141491521;1015156768;547459857;1
603654020;;-1856761686;1110805021;1414923406;4
603654021;;715270164;-2125961790;-1962383264;10
603654022;;859969321;-1877024677;-687340988;9
603654023;;1056115721;-1653308160;12869039;5
603654024;;-1853053802;1937919909;811795249;10
603654025;;1172519233;-796181430;771916797;9
603654026;;-149907839;1232153100;-1373127096;6
603654027;;-1968880762;1252475633;-1068403214;2
603654028;;337976021;1021362463;-182969978;1
603654029;;-1067586122;-463192365;-233517990;6
603654030;;-914069142;-431777224;16775172;12
603654031;;-396696468;110670981;435822760;1
603654032;;1781156441;790393702;-910559605;8
603654033;;637465082;433705440;1070051191;6
603654034;;504992310;-1557197378;1336688657;15
603741000;;-1460601993;-1627854005;-684753313;9
603741001;;-107096146;-540066315;1472600046;15
603741002;;-18170661;1669330327;761129398;12
603741003;;394226605;-38384854;-84216623;15
603741004;;-813193735;-32524545;-37893265;7
603741005;;2004835926;569499388;-1426866247;2
603741006;;-1157890167;-92376130;-8751131;13
603741007;;-584709250;-403198257;183172926;15
603741008;;-1512203015;-1074278596;-577376513;5
603741009;;-362219530;1506571769;-477654573;10
603741010;;2146957647;631896771;1971288815;3
603741011;;1470064311;-568615561;-1090679528;14
603741012;;-1505367034;2048263064;1991836810;12
603741013;;1760940466;90450033;-2130910204;0
603741014;;-745512391;-783596561;-2019017864;2
603741015;;388643953;-859570901;1217873492;1
603741016;;633389778;1470208660;1074080547;15
603741017;;-590412982;305713248;-1256023585;1
603741018;;170998029;-1503906749;1061962155;2
603741019;;1898880652;-1467292282;710147316;14
603741020;;-2011560475;699731484;-649948671;13
603741021;;1504229780;306186760;-915652302;0
603741022;;-1575878623;698963250;612567629;5
603741023;;71648842;-1005150011;303084672;10
603741024;;1351430410;-1644035702;98566566;8
603741025;;-2034023312;1706841732;-2013002357;3
603741026;;85107201;-1463221470;504086560;10
603741027;;1093420492;4509737;-1869784492;5
603741028;;709920913;1124215892;1634902041;0
603741029;;-1205855706;271689809;1645231680;4
603741030;;644387172;984100932;-2103626748;5
603741031;;-1778360762;1094918152;-2071789398;8
603741032;;143107080;-1575481561;2102415686;6
603741033;;1235880081;274764712;271370800;1
603741034;;1360281737;-855130029;1260520977;2
603741035;;-1605295310;76827792;541108681;8
603741036;;1074069506;555745280;16384;1
603742000;;688030738;-2121072639;539533441;0
603742001;;542261396;142674185;155377760;0
603742002;;553714728;687899656;574689556;7
603742003;;1076040273;-1423941534;23208194;9
603742004;;185675920;-800058868;1275078668;1
603742005;;67691556;941888016;8978689;0
603742006;;67897633;67895302;-2146417390;9
603742007;;-1266671548;-1845489264;239240203;0
603742008;;-2110782942;1079608032;268980940;2
603742009;;8395396;1409286736;-1031728608;8
603742010;;1095008266;77734160;1897136216;2
603742011;;-1845360318;1093058;-1800349150;0
603742012;;1522559369;86557697;813960352;4
603742013;;140575040;545475616;1141768709;8
603742014;;77350408;1112287397;52430864;4
603742015;;-802385919;38162446;-2011888448;6
603742016;;1310721;1124073472;134218240;0
603743000;;413446720;-2118778874;11634824;0
603743001;;218104585;545326384;687869222;9
603743002;;1619099666;-2142977377;-1069481463;0
603743003;;725624912;1342721057;-2097020927;0
603743004;;-2130706294;67207250;763642011;9
603743005;;-2106980222;241698304;33808;6
603743006;;675873;18120800;1897029953;0
603743007;;1343242532;-903779324;33851046;8
603743008;;136517124;948048288;1058828;0
603743009;;-2142498772;819209;-2044047360;0
603743010;;578890817;30480768;-793165568;2
603743011;;621841412;1660946946;403050720;8
603743012;;350797842;371876352;1212483120;3
603743013;;1142292673;135505;608187202;4
603743014;;1107568032;475013196;371767296;6
603743015;;-1877916904;-536858488;13107284;5
603743016;;175703217;556105784;-1136655296;8
603743017;;1346418177;974456420;1349550358;4
603743018;;4557338;565568272;1082295296;0
603743019;;738657324;940134680;135898434;0
603743020;;203457574;559055295;-1073185984;1
603743021;;324029313;2509642;87444033;4
603743022;;1104233476;-1671936982;580985858;11
603743023;;1317548256;55783445;595787830;0
603743024;;90313094;-968473536;126841064;10
603743025;;1353781670;1738570752;50406190;6
603743026;;671273546;-2146788224;-1869030883;0
603743027;;-2138119680;-994279355;1174637197;10
603743028;;1914182296;1342177660;-452407808;1
603743029;;-2029844143;337875425;-1943793200;0
603743030;;-2044403694;-872273402;268703790;2
603743031;;-1879024430;313004696;1353467308;7
603743032;;-2063061692;-262646368;-888535408;8
603743033;;-516927391;-872403915;-1493954011;4
603743034;;1004864828;142646083;1533157539;13
603743035;;145230378;42205891;281039258;5
603743036;;-795959287;130885634;676530176;1
603743037;;-1605958831;408994826;963387481;10
603743038;;672948289;1091117188;-1542341375;11
603743039;;2006100364;-1412289919;139772145;4
603744000;;2008710355;-874975562;927946769;11
603744001;;-1416389617;1372544203;-836485378;13
603744002;;1344140146;531312942;1306326807;4
603744003;;753789838;-335361187;-1108176899;6
603744004;;-370792983;-143297580;1946141162;15
603744005;;-1753476235;-1329676741;-633756182;9
603744006;;-565981508;779453921;-1601996283;2
603744007;;-1837092040;-1062428048;1077567488;6
603744008;;8665606;67240482;1788525314;2
603744009;;742556933;1626623088;-1035939839;6
603744010;;604177813;366084106;1882929834;14
603744011;;-1339552730;258873540;95158880;1
603744012;;-2047334056;-1567259832;-1677639110;5
603744013;;1112378954;-1876049469;-1643049534;13
603744014;;135311878;1904285217;1629783297;2
603744015;;850629058;2835481;897843404;8
603744016;;663831056;167780494;-1845231163;9
603744017;;1277232338;-1671916528;1224762560;10
603744018;;1300776321;181506058;956590865;0
603744019;;-1862975196;135930149;57878185;2
603744020;;1075187816;-2113771467;-2042361733;4
603744021;;-1056350047;288131650;68250708;1
603744022;;-1476230615;1638228360;-561950653;1
603744023;;-1710088047;1409438277;78222612;8
603744024;;1366608564;1997748124;-1597339842;5
603744025;;306475080;-2050978559;22596668;0
603744026;;284084293;-871619804;828899376;0
603744027;;151631361;-402537326;-496631676;4
603744028;;-278918944;274729984;139956356;8
603744029;;67244058;591419634;8425993;9
603744030;;1661750538;705706381;142752002;2
603745000;;287315072;-1258084980;269484353;8
603745001;;33622049;-1476214235;-2004268992;4
603745002;;204546368;1644210436;-805238718;0
603745003;;33562689;143540369;50386572;4
603745004;;135276569;280038417;36802204;9
603745005;;1629652488;353;1275094320;6
603745006;;1889943812;7602850;1094979584;2
603745007;;80298002;-2146959296;281944131;11
603745008;;805358628;1749296640;203620873;0
603745009;;-1023409652;218174484;36053285;2
603745010;;545755206;17090762;-1337458560;9
603745011;;1208488354;-2099244520;-1542422506;0
603745012;;5546512;1452294402;545524778;0
603745013;;-2021387512;1076070464;1311773200;4
603745014;;-1941304126;106442792;16908320;0
603745015;;-1873264463;285741058;566817152;1
603745016;;93459601;551592474;1073961220;1
603745017;;1074058208;302090257;-2142173456;8
603745018;;13959273;-1886839262;1104175144;15
603745019;;243548745;-768818683;1227358594;5
603745020;;134270097;1772401962;-1835491244;2
603745021;;545558180;839983649;430153;1
603745022;;1093927441;205893522;278924928;6
603745023;;-1778377438;67262088;1783513115;6
603745024;;-854966116;622149824;16976033;4
603745025;;840017924;-727140004;-1559166621;0
603745026;;338136002;-1592786666;-1470033396;1
603745027;;1953666362;6537601;498346433;10
603745028;;-2109136383;1628864585;942423045;10
603745029;;-1576181595;-2125983616;-167194144;12
603745030;;-267828860;-1835382720;80904721;11
603745031;;-1266098138;311173253;174507850;0
603745032;;-2120080022;1514031673;732341334;13
603745033;;1138858058;-926790560;-767530238;0
603745034;;293225220;1682973228;-1408666621;12
603745035;;1213732890;6762932;-1767339848;2
603745036;;-917948344;1048708202;80036396;0
603745037;;157680658;1293966656;1142435900;1
603745038;;1041375569;139460822;286629014;0
603745039;;715142660;-2130111225;1694631680;0
603746000;;-871103734;-1597220090;495821440;6
603746001;;1410409148;-1493059579;-1576490648;11
603746002;;-477179675;286852275;-1546402410;9
603746003;;-2102185647;-2144336380;1256342049;9
603746004;;973645890;1232515912;-1000269822;6
603746005;;621334178;874250592;521504470;10
603746006;;1103273361;1520817619;1351628045;4
603746007;;-2030615283;-823990258;288118817;0
603746008;;946146404;986333433;-400932228;1
603746009;;426275354;1157836472;610680283;4
603746010;;-255870679;83878651;746058633;3
603746011;;-842113866;-30042209;-394129092;11
603746012;;-1344838857;476609922;1400750052;12
603746013;;-420354599;-879391316;519691355;13
603746014;;873700078;-202426764;-205821497;7
603746015;;1533582941;1871903077;-1656328526;0
603746016;;455894978;-1320531365;-410220929;14
603746017;;-531590559;1115817994;749865480;5
603746018;;420104458;-1927154127;-1018407872;10
603746019;;111486100;811336132;268542391;0
603746020;;144771466;1275401489;1074401630;9
603746021;;274118436;571745796;827366528;0
603746022;;1645806817;44728610;-2146800062;0
603746023;;1277309506;568062720;848302468;0
603746024;;-1199025655;142626548;156581940;13
603746025;;-2076178287;-714553138;237305920;6
603746026;;-1056677844;324012112;1548281515;10
603746027;;596085074;-937086935;-996046807;5
603746028;;393790484;-1274937205;-1549393135;2
603747000;;765822033;726190752;1985120278;3
603747001;;1094856764;-2008908518;708419234;0
603747002;;311534470;1653821570;-2123619050;8
603747003;;-2080364263;1879082197;1121927732;4
603747004;;-2074343320;304284276;-939462191;12
603747005;;1612269632;-1576226878;457326600;1
603747006;;981852720;-803995592;344331841;12
603747007;;1768554630;-2047866871;806357064;6
603747008;;309218178;1277755652;-1474277464;0
603747009;;270538117;161398791;92278784;0
603747010;;-946809758;356594753;-981392959;11
603747011;;-2013129207;77869864;2990127;3
603747012;;1511633725;1010160829;-1409096707;4
603747013;;-1597927698;-473256986;1960807479;2
603747014;;1291281514;-1149346269;459053960;15
603747015;;-413729239;-6083648;-727580802;9
603747016;;-1683333674;1406532959;1676298139;13
603747017;;1030730643;-996658694;-277385022;2
603747018;;-138655275;208651805;-1682097051;15
603747019;;1181194641;1898251634;1058362720;8
603747020;;1519419974;-1965516287;2019184326;10
603747021;;-1857259927;-1004116916;1084268569;5
603747022;;-1456460762;369244588;-2029417969;7
603747023;;613106072;702136979;-2132397648;0
603747024;;1404842837;-645177210;226061218;6
603747025;;-1404842838;645177209;-226061219;9
603747026;;1079052330;-1317442479;556073984;14
603747027;;245413761;1317273632;-560418239;0
603747028;;-1324466092;168846;4344254;1
603747029;;136380672;8421384;16512;1
603748000;;-577541;2099249151;1448865214;15
603748001;;-268568642;-536873236;-1078067241;13
603748002;;-1628448003;-1638473;-68715521;10
603748003;;2044656975;-201372161;-268517381;15
603748004;;-147062793;-1359365285;-33565075;7
603748005;;-2005612091;-16436912;-1644034158;9
603748006;;277358350;1220035433;-1052170047;14
603748007;;1192839782;595876101;-276504239;3
603748008;;-1043978368;309208758;200119593;0
603748009;;1013715858;878591232;639219814;0
603748010;;256082146;-1271886261;537941416;8
603748011;;-794597336;1309903541;1886012054;4
603748012;;-1575907271;29978858;7744057;15
603748013;;672298069;-916405236;361123396;6
603748014;;2007800857;-2138865518;-659451890;1
603748015;;596000;537133507;-2138555581;1
603748016;;541197512;269551104;1090846880;2
603748017;;-2088746735;-2111774688;140640268;4
603748018;;472915972;1158152212;100713472;0
603748019;;1074037250;146937864;806354960;8
603748020;;1645552260;-2092348970;-767327781;4
603748021;;1235274980;751993219;649125662;0
603748022;;-2067030462;1361341020;1101727232;11
603748023;;-2063260119;1687622834;-2064854292;2
603748024;;1900466506;887644933;1834233009;4
603748025;;1081289114;1262004096;2014118402;5
603748026;;1017955641;-1911286231;-1560254223;1
603748027;;729419813;-1609845660;-1675270070;9
603748028;;-1644156015;1518442523;182096164;14
603748029;;-1835511722;-1855567768;286405893;10
603748030;;210174246;-315358464;57532424;11
603748031;;1080605840;33623218;-1409153131;4
603748032;;-1290780087;281735245;1351620706;0
603749000;;1717720970;-724266176;1110064232;0
603749001;;1728114889;185344417;-1925824166;3
603749002;;-1998246380;1714072606;1891721861;6
603749003;;287082546;568412831;631081493;8
603749004;;-1734672027;-1743563680;-1707043422;13
603749005;;1268794897;268831874;100677917;12
603749006;;-1337058910;-1058471064;-644332992;2
603749007;;68264012;789639189;543655074;1
603749008;;51943562;-1023138032;322976858;2
603749009;;1078011649;744194091;-2078490208;13
603749010;;-1129955212;278943940;1755513349;0
603749011;;-2125460415;947204246;93782032;8
603749012;;479429170;-1822086712;-1862205886;3
603749013;;303616042;1111544232;124850218;5
603749014;;224658724;339510023;134350853;4
603749015;;63127938;25305107;452489840;12
603749016;;1208018738;537100316;-1004392508;0
603749017;;739056140;1170363489;2019590431;10
603749018;;-265123175;-1121426816;773362306;0
603749019;;76181585;1786841449;-1299561455;8
603749020;;-1054600951;-1944431600;1099768225;0
603749021;;-1568071484;-1071870396;-536572440;3
603749022;;1919167684;41946658;4538380;7
603749023;;-570706467;-1115996434;1981767352;13
603749024;;-200109;-91377838;1845096226;0
603749025;;1590554342;2028402117;-876152609;11
603749026;;-1602229317;-940191233;-1086384257;14
603749027;;-5087811;-1486954689;-1645354523;7
603749028;;587669358;1606118073;-218972193;15
603749029;;13142225;571285927;541741220;6
603749030;;-872397814;-1878512120;21318657;4
603749031;;1344824353;274728960;310808715;10
603749032;;537928002;1713471908;84060737;0
603749033;;1149571076;1225273360;158335796;1
603749034;;1194129;814059008;269750638;2
603749035;;-2111028478;-2146009024;10486800;0
603749036;;-1826488280;214058002;268460032;9
603749037;;591628292;-2013265710;-939455478;0
603749038;;135271304;1125253449;-367516992;5
603749039;;700548612;3166216;-427785968;8
603749040;;335806576;96490021;69795840;0
603750000;;-2006836952;251937627;-356236142;6
603750001;;1963835537;-522091360;2110284;0
603750002;;43001414;270153732;354125857;9
603750003;;378808072;1644697126;815945356;14
603750004;;1231048837;-2142033648;-872109759;1
603750005;;-1609856910;497336521;56164402;0
603750006;;1883525894;153241001;-1308620104;10
603750007;;-1911414552;42545218;228434178;1
603750008;;27888657;-195786220;1080185925;4
603750009;;208248929;49413;1437216035;15
603750010;;-535670636;1009131602;576012932;0
603750011;;327421706;-1009181016;-2013228968;0
603751000;;-511225379;1913769110;-966755586;4
603751001;;2043063386;-894550591;-1184026362;13
603751002;;-693027950;-1180551946;913016767;7
603751003;;512378421;-180059383;-325282301;8
603751004;;593760165;1695517093;1234408625;9
603751005;;1216203105;-1778748834;1402357832;10
603751006;;-1921321942;175206185;-1155993783;7
603751007;;-1239829810;249418362;82274804;2
603751008;;1140968452;-993161018;-1039003946;8
603751009;;-1557790702;3285797;-106862591;0
603751010;;348525512;-1342109696;84989001;5
603751011;;22065193;713037466;47087910;15
603751012;;1754859282;319179048;269030200;2
603751013;;-1708627739;1299768401;744759424;0
603751014;;117790916;1091319809;1610899717;0
603751015;;1620607249;885114296;-1927084526;3
603751016;;-1738398166;-1976434106;316184808;12
603752000;;-1201454524;38486656;301797225;4
603752001;;84977689;-1384112073;-838836222;11
603752002;;1116476834;1345625416;537038996;0
603752003;;-2121136318;310509642;957121668;9
603752004;;340598828;-1456374895;-2140983255;4
603752005;;1780537489;1145865252;1183861586;2
603752006;;-2096743994;-77886390;949630315;10
603752007;;2096743993;77886389;-949630316;5
603752008;;27866696;1686245456;744555716;4
603752009;;1318084645;305447776;-2136882688;4
603752010;;-182972142;143286406;-787078669;9
603752011;;2393857;-484078039;306634244;2
603752012;;-1840838478;-1807738473;1149765898;2
603752013;;675465420;156836872;723005497;9
603752014;;1700813906;18945689;857948742;13
603752015;;404235048;-1830936320;1150071169;2
603752016;;-2105048955;1811990630;-2008019912;0
603752017;;-742605110;-2098067416;-913003772;11
603752018;;1748228518;-97941546;-1920990094;4
603752019;;1856577061;1155022828;1587478408;9
603752020;;-1202821287;1946634861;2016103879;3
603752021;;1437578657;-758623850;83548379;4
603752022;;-1535989187;804776195;377017401;15
603752023;;805652210;1025372375;-110794796;0
603752024;;-2017107506;234010265;935571517;14
603752025;;1608028501;-653351895;-1574104405;3
603752026;;-1957541862;-1557831822;-480826522;12
603752027;;-1124686003;-61919569;2137653240;7
603752028;;-681214219;330498042;-897872399;15
603752029;;-89393701;-1107436776;1039127071;9
603752030;;-136655173;-23751433;-1298253858;15
603752031;;1262467902;1266647013;-975737753;0
603752032;;769481190;-404037281;-4916305;14
603752033;;880535677;-1679228969;-570493121;5
603752034;;-813197378;-40380100;1999233020;11
603752035;;-67338301;1719609067;-1428739901;14
603753000;;387209389;-1361664108;877221995;0
603753001;;-387209390;1361664107;-877221996;15
603753002;;-1842642302;1075060784;-1599665136;1
603753003;;1816138152;1528965767;7356825;14
603753004;;324412682;-1601743871;1543635816;5
603753005;;-1063224283;90752002;-1651923808;0
603753006;;219760721;-1676147892;50346054;0
603753007;;545555028;583113208;1650250247;10
603753008;;8417553;408323179;1956652872;0
603753009;;1141542338;-1012657914;-1976545110;8
603753010;;919081154;956940471;-2130575264;8
603753011;;-2146171352;221881280;5084416;4
603753012;;1908671313;75520597;2053667761;9
603753013;;-1974091320;1245912480;88034372;6
603753014;;1126209540;-1878892381;-934279086;2
603753015;;-852122582;-1606150652;-1828289402;0
603753016;;1141292;1144792328;613525643;5
603753017;;-1599990234;1723877464;546013701;11
603753018;;975904785;805997080;113263129;4
603753019;;491407509;-2085543936;1493446964;3
603754000;;1074467366;-737847982;1172327227;8
603754001;;2138712582;-352050156;781341760;4
603754002;;-2017438663;687382564;406684596;2
603754003;;279307728;323685289;-264166396;13
603754004;;-1475049015;78830283;-2096187189;3
603754005;;-772976742;-1310196577;-576229465;15
603754006;;-1351435411;1602103161;846839166;1
603754007;;2124412151;-291906586;-270609703;14
603754008;;262160;545267720;2048;0
603754009;;503470089;-649062376;67347992;0
603754010;;-2115755694;570859938;-1049880379;13
603754011;;1612285604;78202437;982532386;2
603754012;;-156972288;205864993;1081208977;0
603754013;;-1610217175;1487034700;-1608121116;8
603754014;;969433412;537659115;1686377008;2
603754015;;87765020;-1574695804;1146686528;15
603754016;;38977634;509118232;-1808367085;4
603754017;;-738127151;-1858398192;21162764;1
603754018;;33565865;1640145667;461377675;14
603754019;;136644114;59830322;185167204;0
603754020;;1238930566;-1006559036;-1165491958;1
603755000;;1650172842;1322868498;-947714829;4
603755001;;2070156537;-1855755003;847402232;5
603755002;;-2070156538;1855755002;-847402233;10
603840000;;1638421190;-212939268;-66216911;0
603840001;;-1638421191;212939267;66216910;15
603840002;;1610281721;-1074040841;-279970065;15
