Row ID;Row Name;Disable Param - Network Test;Bonus Runes - Singleplayer;Bonus Runes - Multiplayer;Humanity Point Count Flag ID;Humanity Drop Point [1];Humanity Drop Point [2];Humanity Drop Point [3];Humanity Drop Point [4];Humanity Drop Point [5];Humanity Drop Point [6];Humanity Drop Point [7];Humanity Drop Point [9];Humanity Drop Point [9];Humanity Drop Point [10];Min Invasion Spawns added after Boss Defeat;Max Invasion Spawns added after Boss Defeat;Boss Defeat Flag - For Sign Aim List;Display Aim Flag ID;Found Boss Flag ID;Fond Boss Text ID;Not Found Boss Text ID;Boss Challenge Flag ID;Boss Defeat Flag ID;Boss Coordinate: X;Boss Coordinate: Y;Boss Coordinate: Z;Map Area;Map Block;Map Region
1043300800;;True;3800;3800;0;0;0;0;0;0;0;0;0;0;0;0;0;30020800;82103;30020801;3002100;3002000;0;1043300800;-32.21;0.7;-21.91;60;43;30
1043330800;;True;3600;3600;0;0;0;0;0;0;0;0;0;0;0;0;0;30020800;82103;30020801;3002100;3002000;0;1043330800;-55.4;83.11;21.96;60;43;33
1043360800;;False;5000;5000;0;0;0;0;0;0;0;0;0;0;0;0;0;30020800;82103;30020801;3002100;3002000;1043360340;1043360800;-95.5;64.96;80.23;60;43;36
1043370340;;True;2400;2400;0;0;0;0;0;0;0;0;0;0;0;0;0;30020800;82103;30020801;3002100;3002000;0;1043370800;72.46;90.96;-94.7;60;43;37
1043530800;;False;20000;20000;0;0;0;0;0;0;0;0;0;0;0;0;0;30020800;82103;30020801;3002100;3002000;0;1043530800;-9.89;993.22;3.19;60;43;53
1044320340;;True;3900;3900;0;0;0;0;0;0;0;0;0;0;0;0;0;30020800;82103;30020801;3002100;3002000;0;1044320800;-103.38;41.2;7.57;60;44;32
1044320342;;True;3400;3400;0;0;0;0;0;0;0;0;0;0;0;0;0;30020800;82103;30020801;3002100;3002000;0;1044320850;36.61;42.82;102.45;60;44;32
1044350800;;False;1900;1900;0;0;0;0;0;0;0;0;0;0;0;0;0;30020800;82103;30020801;3002100;3002000;0;1044350800;-17.4;105.68;119.83;60;44;34
1044360800;;False;1100;1100;0;0;0;0;0;0;0;0;0;0;0;0;0;30020800;82103;30020801;3002100;3002000;0;1044360800;17.39;80.81;29.78;60;44;36
1044530800;;False;29000;29000;0;0;0;0;0;0;0;0;0;0;0;0;0;30020800;82103;30020801;3002100;3002000;0;1043530800;-23.58;1025.94;75.99;60;44;53
1045390800;;True;2400;2400;0;0;0;0;0;0;0;0;0;0;0;0;0;30020800;82103;30020801;3002100;3002000;0;1045390800;-35.05;92.23;1.29;60;45;39
1045520800;;True;50000;50000;0;0;0;0;0;0;0;0;0;0;0;0;0;30020800;82103;30020801;3002100;3002000;0;1045520800;27.69;1023.82;43.92;60;45;52
1047400800;;True;9600;9600;0;0;0;0;0;0;0;0;0;0;0;0;0;30020800;82103;30020801;3002100;3002000;0;1047400800;-102.34;126.24;102.54;60;47;40
1048370800;;True;38000;38000;0;0;0;0;0;0;0;0;0;0;0;0;0;30020800;82103;30020801;3002100;3002000;0;1048370800;-48.09;114.95;-42.67;60;48;37
1048400800;;True;6300;6300;0;0;0;0;0;0;0;0;0;0;0;0;0;30020800;82103;30020801;3002100;3002000;0;1048400800;-118.79;138.42;-91.28;60;48;40
1048410800;;True;50000;50000;0;0;0;0;0;0;0;0;0;0;0;0;0;30020800;82103;30020801;3002100;3002000;0;1048410800;-86.98;225.66;-70.16;60;48;41
1048510800;;True;36000;36000;0;0;0;0;0;0;0;0;0;0;0;0;0;30020800;82103;30020801;3002100;3002000;0;1048510800;-93.2;971.48;47.68;60;48;51
1048570800;;True;220000;220000;0;0;0;0;0;0;0;0;0;0;0;0;0;30020800;82103;30020801;3002100;3002000;0;1048570800;-106.89;1255.08;116.48;60;48;57
1049370800;;True;8500;8500;0;0;0;0;0;0;0;0;0;0;0;0;0;30020800;82103;30020801;3002100;3002000;0;1049370800;-116.52;102.11;-7.9;60;49;37
1049370850;;True;15000;15000;0;0;0;0;0;0;0;0;0;0;0;0;0;30020800;82103;30020801;3002100;3002000;0;1049370850;112.21;102.17;15.51;60;49;37
1049380800;;True;12000;12000;0;0;0;0;0;0;0;0;0;0;0;0;0;30020800;82103;30020801;3002100;3002000;0;1049380800;-25.22;65.88;50.57;60;49;38
1049390800;;True;6400;6400;0;0;0;0;0;0;0;0;0;0;0;0;0;30020800;82103;30020801;3002100;3002000;0;1049390800;94.02;83.54;86.54;60;49;39
1049390850;;True;7800;7800;0;0;0;0;0;0;0;0;0;0;0;0;0;30020800;82103;30020801;3002100;3002000;0;1049390850;-89.47;164.03;-1.09;60;49;39
1049520800;;True;60000;60000;0;0;0;0;0;0;0;0;0;0;0;0;0;30020800;82103;30020801;3002100;3002000;0;1049520800;-20.31;1048.49;54.71;60;49;52
1050560800;;True;180000;180000;0;0;0;0;0;0;0;0;0;0;0;0;0;30020800;82103;30020801;3002100;3002000;0;1050560800;15.43;1255.08;9.55;60;50;56
1050570800;;True;77000;77000;0;0;0;0;0;0;0;0;0;0;0;0;0;30020800;82103;30020801;3002100;3002000;0;1050570800;64.6;1630.35;-79.5;60;50;57
1050570850;;True;160000;160000;0;0;0;0;0;0;0;0;0;0;0;0;0;30020800;82103;30020801;3002100;3002000;0;1050570850;-85.38;1390.24;-56.42;60;50;57
1051360800;;True;16000;16000;0;0;0;0;0;0;0;0;0;0;0;0;0;30020800;82103;30020801;3002100;3002000;0;1051360800;78.39;91.78;37.64;60;51;36
1051400800;;True;91000;91000;0;0;0;0;0;0;0;0;0;0;0;0;0;30020800;82103;30020801;3002100;3002000;0;1051400800;37.4;209.43;70.23;60;51;40
1051430800;;True;88000;88000;0;0;0;0;0;0;0;0;0;0;0;0;0;30020800;82103;30020801;3002100;3002000;0;1051430800;60.89;305.2;-63.97;60;51;43
1051570800;;True;90000;90000;0;0;0;0;0;0;0;0;0;0;0;0;0;30020800;82103;30020801;3002100;3002000;0;1051570800;78.08;1632.02;210.23;60;51;57
1052380800;;True;70000;70000;0;0;0;0;0;0;0;0;0;0;0;0;0;30020800;82103;30020801;3002100;3002000;0;1252380800;-46.99;35.13;-39.66;60;52;38
1052410800;;True;80000;80000;0;0;0;0;0;0;0;0;0;0;0;0;0;30020800;82103;30020801;3002100;3002000;0;1052410800;-110.47;248.33;107.53;60;52;41
1052410850;;True;42000;42000;0;0;0;0;0;0;0;0;0;0;0;0;0;30020800;82103;30020801;3002100;3002000;0;1052410850;8.28;221.38;115.71;60;52;41
1052520800;;True;180000;180000;0;0;0;0;0;0;0;0;0;0;0;0;0;30020800;82103;30020801;3002100;3002000;0;1052520800;104.6;1859.69;58.67;60;52;52
1052560800;;True;70000;70000;0;0;0;0;0;0;0;0;0;0;0;0;0;30020800;82103;30020801;3002100;3002000;0;1052560800;-58.98;1676.36;70.18;60;52;56
1053560800;;True;75000;75000;0;0;0;0;0;0;0;0;0;0;0;0;0;30020800;82103;30020801;3002100;3002000;0;1053560800;-52.5;1668.45;-116.28;60;53;56
1054560800;;True;100000;100000;0;0;0;0;0;0;0;0;0;0;0;0;0;30020800;82103;30020801;3002100;3002000;0;1054560800;-124.93;1620.18;54.68;60;54;56
1248550800;;True;84000;84000;0;0;0;0;0;0;0;0;0;0;0;0;0;30020800;82103;30020801;3002100;3002000;0;1248550800;108.17;1281.57;-33.08;60;48;55
