Row ID;Row Name;Disable Param - Network Test;Male - Message ID;Male - Voice ID;SpEffect ID [0];Motion ID [0];SpEffect ID [1];Motion ID [1];Return Position;Reaction ID;Event ID;Female - Message ID;Female - Voice ID;Lip Sync Start;Lip Sync Time;Voice Playback Timeout;Talk Animation ID;Force Subtitle Display
22403204;Oh, no, wait...;False;224032040;224032040;-1;-1;-1;-1;0;-1;-1;224032040;224032040;0;-1;-1;-1;False
22403205;How did I not see it before!;False;224032050;224032050;-1;-1;-1;-1;0;-1;-1;224032050;224032050;0;-1;-1;-1;False
22403206;I ought to retire as war counsellor for such a gross oversight!;False;224032060;224032060;-1;-1;-1;-1;0;-1;-1;224032060;224032060;0;-1;-1;-1;False
22403207;Let me explain. The fate of the Carian royal family is guided by the stars.;False;224032070;224032070;-1;-1;-1;-1;0;-1;-1;224032070;224032070;0;-1;-1;-1;False
22403208;As is the fate of Lady Ranni, first heir in the Carian royal line.;False;224032080;224032080;-1;-1;-1;-1;0;-1;-1;224032080;224032080;0;-1;-1;-1;False
22403209;But General Radahn is the conqueror of the stars.;False;224032090;224032090;-1;-1;-1;-1;0;-1;-1;224032090;224032090;0;-1;-1;-1;False
22403210;Who stood up to the swirling constellations, halting their movement in a smashing victory.;False;224032100;224032100;-1;-1;-1;-1;0;-1;-1;224032100;224032100;0;-1;-1;-1;False
22403211;And so, if General Radahn were defeated, the stars would once again resume their movement.;False;224032110;224032110;-1;-1;-1;-1;0;-1;-1;224032110;224032110;0;-1;-1;-1;False
22403212;As would Lady Ranni's destiny.;False;224032120;224032120;-1;-1;-1;-1;0;-1;-1;224032120;224032120;0;-1;-1;-1;False
22403213;Perhaps, even, revealing the elusive path. That leads to Nokron.;False;224032130;224032130;-1;-1;-1;-1;0;-1;-1;224032130;224032130;0;-1;-1;-1;False
22403250;Jerren. Now, that's a name I haven't heard for a while.;False;224032000;224032000;-1;-1;-1;-1;0;-1;-1;224032000;224032000;0;-1;-1;-1;False
22403251;Before taking up the banner of General Radahn, he was a guest of the Carian royal family.;False;224032010;224032010;-1;-1;-1;-1;0;-1;-1;224032010;224032010;0;-1;-1;-1;False
22403252;An expert swordsman, to be sure, but ever the eccentric.;False;224032020;224032020;-1;-1;-1;-1;0;-1;-1;224032020;224032020;0;-1;-1;-1;False
22403253;No surprise he'd get wrapped up in some festival.;False;224032030;224032030;-1;-1;-1;-1;0;-1;-1;224032030;224032030;0;-1;-1;-1;False
22403300;My apologies for the misleading words of warning.;False;224033000;224033000;-1;-1;-1;-1;0;-1;-1;224033000;224033000;0;-1;-1;-1;False
22403301;I never imagined that an audience, let alone service to Lady Ranni was in your fate.;False;224033010;224033010;-1;-1;-1;-1;0;-1;-1;224033010;224033010;0;-1;-1;-1;False
22403302;I, for one, should have seen it, but I did not.;False;224033020;224033020;-1;-1;-1;-1;0;-1;-1;224033020;224033020;0;-1;-1;-1;False
22403303;Do forgive me, my fellow.;False;224033030;224033030;-1;-1;-1;-1;0;-1;-1;224033030;224033030;0;-1;-1;-1;False
22403304;Let us give all that we can of ourselves.;False;224033040;224033040;-1;-1;-1;-1;0;-1;-1;224033040;224033040;0;-1;-1;-1;False
22403305;Together, for Lady Ranni.;False;224033050;224033050;-1;-1;-1;-1;0;-1;-1;224033050;224033050;0;-1;-1;-1;False
22403400;Let us give all that we can of ourselves.;False;224034000;224034000;-1;-1;-1;-1;0;-1;-1;224034000;224034000;0;-1;-1;-1;False
22403401;Together, for Lady Ranni.;False;224034010;224034010;-1;-1;-1;-1;0;-1;-1;224034010;224034010;0;-1;-1;-1;False
22403500;Let us give all that we can of ourselves.;False;224035000;224035000;-1;-1;-1;-1;0;-1;-1;224035000;224035000;0;-1;-1;-1;False
22403501;Together, for Lady Ranni.;False;224035010;224035010;-1;-1;-1;-1;0;-1;-1;224035010;224035010;0;-1;-1;-1;False
22403600;Well, my fellow. How may I serve you?;False;224036000;224036000;-1;-1;-1;-1;0;-1;-1;224036000;224036000;0;-1;-1;-1;False
22403601;As war counsellor, or as blacksmith?;False;224036010;224036010;-1;-1;-1;-1;0;-1;-1;224036010;224036010;0;-1;-1;-1;False
22403700;Greetings, my fellow. How can I help?;False;224037000;224037000;-1;-1;-1;-1;0;-1;-1;224037000;224037000;0;-1;-1;-1;False
22403800;Something else for you?;False;224038000;224038000;-1;-1;-1;-1;0;-1;-1;224038000;224038000;0;-1;-1;-1;False
22403900;Go with Blaidd to the festival grounds.;False;224039000;224039000;-1;-1;-1;-1;0;-1;-1;224039000;224039000;0;-1;-1;-1;False
22403901;Should General Radahn be defeated, the stars would once again resume their movement.;False;224039010;224039010;-1;-1;-1;-1;0;-1;-1;224039010;224039010;0;-1;-1;-1;False
22403902;Perhaps revealing the elusive path to Nokron.;False;224039020;224039020;-1;-1;-1;-1;0;-1;-1;224039020;224039020;0;-1;-1;-1;False
22404000;Ah, you've finally come. Blaidd told me everything.;False;224040000;224040000;-1;-1;-1;-1;0;-1;-1;224040000;224040000;0;-1;-1;-1;False
22404001;You've defeated General Radahn, unlocking the stars.;False;224040010;224040010;-1;-1;-1;-1;0;-1;-1;224040010;224040010;0;-1;-1;-1;False
22404002;The General was blighted by scarlet rot and driven to madness, but not long ago he was hailed as the mightiest demigod of them all.;False;224040020;224040020;-1;-1;-1;-1;0;-1;-1;224040020;224040020;0;-1;-1;-1;False
22404003;There is no parallel to your achievement. Nor to Lady Ranni's acute judgement of character.;False;224040030;224040030;-1;-1;-1;-1;0;-1;-1;224040030;224040030;0;-1;-1;-1;False
22404004;Thanks to you, Lady Ranni's fate once again stirs, and the path to Nokron has opened.;False;224040040;224040040;-1;-1;-1;-1;0;-1;-1;224040040;224040040;0;-1;-1;-1;False
22404005;Descend underground where the fallen star struck Limgrave.;False;224040050;224040050;-1;-1;-1;-1;0;-1;-1;224040050;224040050;0;-1;-1;-1;False
22404006;And make it yours. The precious treasure of Nokron.;False;224040060;224040060;-1;-1;-1;-1;0;-1;-1;224040060;224040060;0;-1;-1;-1;False
22404100;Oh, Blaidd wanted me to tell you.;False;224041000;224041000;-1;-1;-1;-1;0;-1;-1;224041000;224041000;0;-1;-1;-1;False
22404101;Not to bother waiting for him, and head straight to Nokron.;False;224041010;224041010;-1;-1;-1;-1;0;-1;-1;224041010;224041010;0;-1;-1;-1;False
22404102;Blaidd has been given an important task.;False;224041020;224041020;-1;-1;-1;-1;0;-1;-1;224041020;224041020;0;-1;-1;-1;False
22404103;Apparently, a matter of great urgency.;False;224041030;224041030;-1;-1;-1;-1;0;-1;-1;224041030;224041030;0;-1;-1;-1;False
22404200;You need not await Blaidd.;False;224042000;224042000;-1;-1;-1;-1;0;-1;-1;224042000;224042000;0;-1;-1;-1;False
22404201;Descend underground alone where the fallen star struck Limgrave.;False;224042010;224042010;-1;-1;-1;-1;0;-1;-1;224042010;224042010;0;-1;-1;-1;False
22404202;And make it yours. The precious treasure of Nokron.;False;224042020;224042020;-1;-1;-1;-1;0;-1;-1;224042020;224042020;0;-1;-1;-1;False
22404203;So that Lady Ranni may tread the dark path of the Empyrean.;False;224042030;224042030;-1;-1;-1;-1;0;-1;-1;224042030;224042030;0;-1;-1;-1;False
22405000;Now the festival is over, and General Radahn is defeated...;False;224050000;224050000;-1;-1;-1;-1;0;-1;-1;224050000;224050000;0;-1;-1;-1;False
22405001;Jerren's duties are finally fulfilled.;False;224050010;224050010;-1;-1;-1;-1;0;-1;-1;224050010;224050010;0;-1;-1;-1;False
22405002;Though we served different masters, I could see he was truly adept in his role.;False;224050020;224050020;-1;-1;-1;-1;0;-1;-1;224050020;224050020;0;-1;-1;-1;False
22405003;Now the time has come to remind him of an old promise made.;False;224050030;224050030;-1;-1;-1;-1;0;-1;-1;224050030;224050030;0;-1;-1;-1;False
22405004;With the stars of fate set into motion, a certain sorceress is dispossessed of her immortality...;False;224050040;224050040;-1;-1;-1;-1;0;-1;-1;224050040;224050040;0;-1;-1;-1;False
22405005;Finally, we can be rid of a longstanding Carian weed...;False;224050050;224050050;-1;-1;-1;-1;0;-1;-1;224050050;224050050;0;-1;-1;-1;False
22405100;Jerren. Now, that's a name I haven't heard for a while.;False;224051000;224051000;-1;-1;-1;-1;0;-1;-1;224051000;224051000;0;-1;-1;-1;False
22405101;Before taking up the banner of General Radahn, he was a guest of the Carian royal family.;False;224051010;224051010;-1;-1;-1;-1;0;-1;-1;224051010;224051010;0;-1;-1;-1;False
22405102;An expert swordsman, to be sure, but ever the eccentric.;False;224051020;224051020;-1;-1;-1;-1;0;-1;-1;224051020;224051020;0;-1;-1;-1;False
22405103;It's funny how things happen.;False;224051030;224051030;-1;-1;-1;-1;0;-1;-1;224051030;224051030;0;-1;-1;-1;False
22405104;Jerren and I parted ways long, long ago, yet here he is, playing his part in Lady Ranni's fate.;False;224051040;224051040;-1;-1;-1;-1;0;-1;-1;224051040;224051040;0;-1;-1;-1;False
22405105;I'm afraid I never saw it coming. And I thought myself a capable war counsellor...;False;224051050;224051050;-1;-1;-1;-1;0;-1;-1;224051050;224051050;0;-1;-1;-1;False
22406000;I presume you've spoken with Blaidd?;False;224060000;224060000;-1;-1;-1;-1;0;-1;-1;224060000;224060000;0;-1;-1;-1;False
22406001;Very well. There is something you should know.;False;224060010;224060010;-1;-1;-1;-1;0;-1;-1;224060010;224060010;0;-1;-1;-1;False
22406002;The Two Fingers gave Blaidd to Lady Ranni, as a faithful follower. Her very shadow, incapable of treachery.;False;224060020;224060020;-1;-1;-1;-1;0;-1;-1;224060020;224060020;0;-1;-1;-1;False
22406003;But if Lady Ranni, as an Empyrean, resists being an instrument of the Two Fingers,;False;224060030;224060030;-1;-1;-1;-1;0;-1;-1;224060030;224060030;0;-1;-1;-1;False
22406004;the shadow will go mad, transforming from a follower into a horrid curse.;False;224060040;224060040;-1;-1;-1;-1;0;-1;-1;224060040;224060040;0;-1;-1;-1;False
22406005;But such is his destiny. In such matters, Blaidd's own thoughts hold no weight.;False;224060050;224060050;-1;-1;-1;-1;0;-1;-1;224060050;224060050;0;-1;-1;-1;False
22406006;It pains me so, but he must be neutralised. For Lady Ranni's sake.;False;224060060;224060060;-1;-1;-1;-1;0;-1;-1;224060060;224060060;0;-1;-1;-1;False
22407000;Unthinkable, how could Blaidd...;False;224070000;224070000;-1;-1;-1;-1;0;-1;-1;224070000;224070000;0;-1;-1;-1;False
22407001;How did he break free from his cell?;False;224070010;224070010;-1;-1;-1;-1;0;-1;-1;224070010;224070010;0;-1;-1;-1;False
22407002;No, more importantly...;False;224070020;224070020;-1;-1;-1;-1;0;-1;-1;224070020;224070020;0;-1;-1;-1;False
22407003;Blaidd became a curse that plagued Lady Ranni, yet even in madness, gave himself to her.;False;224070030;224070030;-1;-1;-1;-1;0;-1;-1;224070030;224070030;0;-1;-1;-1;False
22407004;I've made a grave misjudgment. And I thought myself a capable war counsellor...;False;224070040;224070040;-1;-1;-1;-1;0;-1;-1;224070040;224070040;0;-1;-1;-1;False
22407005;I'll catch up with you soon enough, Blaidd.;False;224070050;224070050;-1;-1;-1;-1;0;-1;-1;224070050;224070050;0;-1;-1;-1;False
22407006;When I do, I only hope you'll accept my apology.;False;224070060;224070060;-1;-1;-1;-1;0;-1;-1;224070060;224070060;0;-1;-1;-1;False
22410000;Oh, so you were the one. Lady Ranni has explained everything.;False;224100000;224100000;-1;-1;-1;-1;0;-1;-1;224100000;224100000;0;-1;-1;-1;False
22410001;You've defeated General Radahn, unlocking the stars.;False;224100010;224100010;-1;-1;-1;-1;0;-1;-1;224100010;224100010;0;-1;-1;-1;False
22410002;A grand reward, justly procured by any measure.;False;224100020;224100020;-1;-1;-1;-1;0;-1;-1;224100020;224100020;0;-1;-1;-1;False
22410003;Again, I am Iji.;False;224100030;224100030;-1;-1;-1;-1;0;-1;-1;224100030;224100030;0;-1;-1;-1;False
22410004;The Carian royal family's dedicated blacksmith, and Lady Ranni's war counsellor.;False;224100040;224100040;-1;-1;-1;-1;0;-1;-1;224100040;224100040;0;-1;-1;-1;False
22410005;I welcome one of your calibre. A fellow champion in service of Lady Ranni.;False;224100050;224100050;-1;-1;-1;-1;0;-1;-1;224100050;224100050;0;-1;-1;-1;False
22410100;Thanks to you, Lady Ranni's fate once again stirs, and the path to Nokron has opened.;False;224101000;224101000;-1;-1;-1;-1;0;-1;-1;224101000;224101000;0;-1;-1;-1;False
22410101;Descend underground where the fallen star struck Limgrave.;False;224101010;224101010;-1;-1;-1;-1;0;-1;-1;224101010;224101010;0;-1;-1;-1;False
22410102;And make it yours. The precious treasure of Nokron.;False;224101020;224101020;-1;-1;-1;-1;0;-1;-1;224101020;224101020;0;-1;-1;-1;False
22410103;So that Lady Ranni may tread the dark path of the Empyrean.;False;224101030;224101030;-1;-1;-1;-1;0;-1;-1;224101030;224101030;0;-1;-1;-1;False
22410200;Oh, so you must be the one. Lady Ranni has explained everything.;False;224102000;224102000;-1;-1;-1;-1;0;-1;-1;224102000;224102000;0;-1;-1;-1;False
22410201;You've defeated General Radahn, unlocking the stars.;False;224102010;224102010;-1;-1;-1;-1;0;-1;-1;224102010;224102010;0;-1;-1;-1;False
22410202;A grand reward, justly procured by any measure.;False;224102020;224102020;-1;-1;-1;-1;0;-1;-1;224102020;224102020;0;-1;-1;-1;False
22410203;The pleasure is mine. I am Iji.;False;224102030;224102030;-1;-1;-1;-1;0;-1;-1;224102030;224102030;0;-1;-1;-1;False
22410204;The Carian royal family's dedicated blacksmith, and Lady Ranni's war counsellor.;False;224102040;224102040;-1;-1;-1;-1;0;-1;-1;224102040;224102040;0;-1;-1;-1;False
22410205;I welcome one of your calibre. A fellow champion in service of Lady Ranni.;False;224102050;224102050;-1;-1;-1;-1;0;-1;-1;224102050;224102050;0;-1;-1;-1;False
22415000;Oh, there you are. Good of you to drop by.;False;224150000;224150000;-1;-1;-1;-1;0;-1;-1;224150000;224150000;0;-1;-1;-1;False
22415001;Have you heard? Lady Ranni has departed on her journey.;False;224150010;224150010;-1;-1;-1;-1;0;-1;-1;224150010;224150010;0;-1;-1;-1;False
22415002;Along the dark path of the Empyrean, from Renna's Rise, as she calls it.;False;224150020;224150020;-1;-1;-1;-1;0;-1;-1;224150020;224150020;0;-1;-1;-1;False
22415003;It would not have been possible without you.;False;224150030;224150030;-1;-1;-1;-1;0;-1;-1;224150030;224150030;0;-1;-1;-1;False
22415004;As Lady Ranni's war counsellor, and moreover, her childhood warden, I express my deepest gratitude.;False;224150040;224150040;-1;-1;-1;-1;0;-1;-1;224150040;224150040;0;-1;-1;-1;False
22415005;You, and only you, were Lady Ranni's true champion.;False;224150050;224150050;-1;-1;-1;-1;0;-1;-1;224150050;224150050;0;-1;-1;-1;False
22415100;My purpose is nearing its end.;False;224151000;224151000;-1;-1;-1;-1;0;-1;-1;224151000;224151000;0;-1;-1;-1;False
22415101;I've served Lady Ranni for as long as I can remember...;False;224151010;224151010;-1;-1;-1;-1;0;-1;-1;224151010;224151010;0;-1;-1;-1;False
22415102;It has been a long and wondrous journey.;False;224151020;224151020;-1;-1;-1;-1;0;-1;-1;224151020;224151020;0;-1;-1;-1;False
22415103;Now Lady Ranni is in your hands.;False;224151030;224151030;-1;-1;-1;-1;0;-1;-1;224151030;224151030;0;-1;-1;-1;False
22415104;I pray that you serve her well, unto the very end.;False;224151040;224151040;-1;-1;-1;-1;0;-1;-1;224151040;224151040;0;-1;-1;-1;False
22415200;Well, what's this?;False;224152000;224152000;-1;-1;-1;-1;0;-1;-1;224152000;224152000;0;-1;-1;-1;False
22415201;Are you certain? This is a fine reserve.;False;224152010;224152010;-1;-1;-1;-1;0;-1;-1;224152010;224152010;0;-1;-1;-1;False
22415202;Perhaps you knew that Old Iji appreciates a good drink.;False;224152020;224152020;-1;-1;-1;-1;0;-1;-1;224152020;224152020;0;-1;-1;-1;False
22415203;I'll save it for a quiet moment, that I might truly savour it.;False;224152030;224152030;-1;-1;-1;-1;0;-1;-1;224152030;224152030;0;-1;-1;-1;False
22415300;Lady Ranni has departed on her journey.;False;224153000;224153000;-1;-1;-1;-1;0;-1;-1;224153000;224153000;0;-1;-1;-1;False
22415301;Along the dark path of the Empyrean, from Renna's Rise, as she calls it.;False;224153010;224150020;-1;-1;-1;-1;0;-1;-1;224153010;224150020;0;-1;-1;-1;False
22415302;Now Lady Ranni is in your hands.;False;224153020;224151030;-1;-1;-1;-1;0;-1;-1;224153020;224151030;0;-1;-1;-1;False
22415303;I pray that you serve her well, unto the very end.;False;224153030;224151040;-1;-1;-1;-1;0;-1;-1;224153030;224151040;0;-1;-1;-1;False
22480000;Ngh!;False;224800000;224800000;-1;-1;-1;-1;0;-1;-1;224800000;224800000;0;-1;-1;-1;False
22480100;Enough of that, Tarnished.;False;224801000;224801000;-1;-1;-1;-1;0;-1;-1;224801000;224801000;0;-1;-1;-1;False
22480101;There is no fight without a foe.;False;224801010;224801010;-1;-1;-1;-1;0;-1;-1;224801010;224801010;0;-1;-1;-1;False
22480200;If that's the cloth you're cut from,;False;224802000;224802000;-1;-1;-1;-1;0;-1;-1;224802000;224802000;0;-1;-1;-1;False
22480201;Don't ever show your face again.;False;224812010;224802010;-1;-1;-1;-1;0;-1;-1;224812010;224802010;0;-1;-1;-1;False
22480202;Not to me. And not to my liege.;False;224812020;224802020;-1;-1;-1;-1;0;-1;-1;224812020;224802020;0;-1;-1;-1;False
22480210;...;False;224802030;99900001;-1;-1;-1;-1;0;-1;-1;224802030;99900001;-1;-1;-1;-1;False
22481000;Agh.;False;224810000;224810000;-1;-1;-1;-1;0;-1;-1;224810000;224810000;0;-1;-1;-1;False
22481100;Cease this treachery at once.;False;224811000;224811000;-1;-1;-1;-1;0;-1;-1;224811000;224811000;0;-1;-1;-1;False
22481101;Lady Ranni will be devastated.;False;224811010;224811010;-1;-1;-1;-1;0;-1;-1;224811010;224811010;0;-1;-1;-1;False
22481200;This is a true shame.;False;224812000;224812000;-1;-1;-1;-1;0;-1;-1;224812000;224812000;0;-1;-1;-1;False
22481201;Don't ever show your face again.;False;224812010;224802010;-1;-1;-1;-1;0;-1;-1;224812010;224802010;0;-1;-1;-1;False
22481202;Not to me. And not to my liege.;False;224812020;224802020;-1;-1;-1;-1;0;-1;-1;224812020;224802020;0;-1;-1;-1;False
22481210;...;False;224812030;99900001;-1;-1;-1;-1;0;-1;-1;224812030;99900001;-1;-1;-1;-1;False
22600100;Hallo coz, what are you doing here?;False;226001000;226001000;-1;-1;-1;-1;0;-1;-1;226001001;226001001;-1;-1;-1;-1;False
22600101;I didn't think anyone knew about this place, 'cept us jars.;False;226001010;226001010;-1;-1;-1;-1;0;-1;-1;226001010;226001010;-1;-1;-1;-1;False
22600102;Oh! Are you going to be the new Potentate?;False;226001020;226001020;-1;-1;-1;-1;0;-1;-1;226001020;226001020;-1;-1;-1;-1;False
22600200;Gosh, truly? That's wonderful news!;False;226002000;226002000;-1;-1;-1;-1;0;-1;-1;226002000;226002000;-1;-1;-1;-1;False
22600201;It's not easy being Potentate, though.;False;226002010;226002010;-1;-1;-1;-1;0;-1;-1;226002010;226002010;-1;-1;-1;-1;False
22600202;I know, show me your hands.;False;226002020;226002020;-1;-1;-1;-1;0;-1;-1;226002020;226002020;-1;-1;-1;-1;False
22600203;It's just a little test, coz, to see if you've got the right stuff.;False;226002030;226002030;-1;-1;-1;-1;0;-1;-1;226002031;226002031;-1;-1;-1;-1;False
22600300;Hmm.;False;226003000;226003000;-1;-1;-1;-1;0;-1;-1;226003000;226003000;-1;-1;-1;-1;False
22600301;Your skin isn't so smooth, is it...;False;226003010;226003010;-1;-1;-1;-1;0;-1;-1;226003010;226003010;-1;-1;-1;-1;False
22600302;You need slick, slidey hands to be Potentate, you know.;False;226003020;226003020;-1;-1;-1;-1;0;-1;-1;226003020;226003020;-1;-1;-1;-1;False
22600303;I'm sorry coz, but I don't think you've got what it takes...;False;226003030;226003030;-1;-1;-1;-1;0;-1;-1;226003031;226003031;-1;-1;-1;-1;False
22600304;What a shame...;False;226003040;226003040;-1;-1;-1;-1;0;-1;-1;226003040;226003040;-1;-1;-1;-1;False
22600400;Oh, hallo again, coz.;False;226004000;226004000;-1;-1;-1;-1;0;-1;-1;226004001;226004001;-1;-1;-1;-1;False
22600401;I'm happy you came back.;False;226004010;226004010;-1;-1;-1;-1;0;-1;-1;226004010;226004010;-1;-1;-1;-1;False
22600402;I have good tidings for you, coz.;False;226004020;226004020;-1;-1;-1;-1;0;-1;-1;226004021;226004021;-1;-1;-1;-1;False
22600403;Have you noticed the rare flowers growing in this village?;False;226004040;226004040;-1;-1;-1;-1;0;-1;-1;226004040;226004040;-1;-1;-1;-1;False
22600404;I asked the villagers if you could pick some of them.;False;226004050;226004050;-1;-1;-1;-1;0;-1;-1;226004051;226004051;-1;-1;-1;-1;False
22600405;And they said you'd be very welcome!;False;226004060;226004060;-1;-1;-1;-1;0;-1;-1;226004060;226004060;-1;-1;-1;-1;False
22600410;;False;226004000;226004000;-1;-1;-1;-1;0;-1;-1;226004001;226004001;-1;-1;-1;-1;False
22600411;;False;226004010;226004010;-1;-1;-1;-1;0;-1;-1;226004010;226004010;-1;-1;-1;-1;False
22600500;You know the huge vase, at the centre of our village?;False;226005000;226005000;-1;-1;-1;-1;0;-1;-1;226005000;226005000;-1;-1;-1;-1;False
22600501;If you plant lovely flower seeds inside the big vase, coz...;False;226005010;226005010;-1;-1;-1;-1;0;-1;-1;226005011;226005011;-1;-1;-1;-1;False
22600502;Those flowers will bloom all through the whole village!;False;226005020;226005020;-1;-1;-1;-1;0;-1;-1;226005020;226005020;-1;-1;-1;-1;False
22600600;Oh, well, I'm sorry.;False;226006000;226006000;-1;-1;-1;-1;0;-1;-1;226006000;226006000;-1;-1;-1;-1;False
22600700;Coz. You'll be our Potentate after all, then?;False;226007000;226007000;-1;-1;-1;-1;0;-1;-1;226007001;226007001;-1;-1;-1;-1;False
22600800;Don't look so glum, coz.;False;226008000;226008000;-1;-1;-1;-1;0;-1;-1;226008001;226008001;-1;-1;-1;-1;False
22600801;We can still chat, Potentate or not.;False;226008020;226008020;-1;-1;-1;-1;0;-1;-1;226008020;226008020;-1;-1;-1;-1;False
22600802;Come back and visit me, when you can.;False;226008030;226008030;-1;-1;-1;-1;0;-1;-1;226008030;226008030;-1;-1;-1;-1;False
22600900;Go on, coz, you really should pick some of our flowers.;False;226009000;226009000;-1;-1;-1;-1;0;-1;-1;226009001;226009001;-1;-1;-1;-1;False
22600901;Go on, coz, you really should pick some of our flowers.;False;226009020;226009020;-1;-1;-1;-1;0;-1;-1;226009020;226009020;-1;-1;-1;-1;False
22601000;Oh, did you come to visit me again, coz?;False;226010000;226010000;-1;-1;-1;-1;0;-1;-1;226010001;226010001;-1;-1;-1;-1;False
22601001;I'm happy you came back.;False;226010010;226010010;-1;-1;-1;-1;0;-1;-1;226010010;226010010;-1;-1;-1;-1;False
22601002;Can you tell me about the outside?;False;226010020;226010020;-1;-1;-1;-1;0;-1;-1;226010020;226010020;-1;-1;-1;-1;False
22601003;Oh first though, if you have some nice flower seeds,;False;226010030;226010030;-1;-1;-1;-1;0;-1;-1;226010030;226010030;-1;-1;-1;-1;False
22601004;can you put them in the big vase in the middle of the village?;False;226010040;226010040;-1;-1;-1;-1;0;-1;-1;226010040;226010040;-1;-1;-1;-1;False
22601005;I'm sure, when lots of them are in bloom,;False;226010050;226010050;-1;-1;-1;-1;0;-1;-1;226010050;226010050;-1;-1;-1;-1;False
22601006;everyone will be so happy.;False;226010060;226010060;-1;-1;-1;-1;0;-1;-1;226010060;226010060;-1;-1;-1;-1;False
22601100;Oh, hallo again, coz.;False;226011000;226011000;-1;-1;-1;-1;0;-1;-1;226011001;226011001;-1;-1;-1;-1;False
22601101;I'm happy you came back.;False;226011010;226011010;-1;-1;-1;-1;0;-1;-1;226011010;226011010;-1;-1;-1;-1;False
22601102;Can you tell me about the outside?;False;226011020;226011020;-1;-1;-1;-1;0;-1;-1;226011020;226011020;-1;-1;-1;-1;False
22601103;Oh, and you put seeds in the big vase, didn't you?;False;226011030;226011030;-1;-1;-1;-1;0;-1;-1;226011030;226011030;-1;-1;-1;-1;False
22601104;Thanks, coz.;False;226011040;226011040;-1;-1;-1;-1;0;-1;-1;226011041;226011041;-1;-1;-1;-1;False
22601105;I'm so excited to see what kind of flowers will blossom...;False;226011050;226011050;-1;-1;-1;-1;0;-1;-1;226011050;226011050;-1;-1;-1;-1;False
22602000;Oh, hallo again, coz.;False;226020000;226020000;-1;-1;-1;-1;0;-1;-1;226020001;226020001;-1;-1;-1;-1;False
22602001;You put seeds in the big vase, didn't you?;False;226020010;226020010;-1;-1;-1;-1;0;-1;-1;226020010;226020010;-1;-1;-1;-1;False
22602002;Such pretty flowers are blooming! Everyone's so happy.;False;226020020;226020020;-1;-1;-1;-1;0;-1;-1;226020020;226020020;-1;-1;-1;-1;False
22602003;I've never seen anything like it! I'd love to see more flowers from the outside, someday. Loads more!;False;226020030;226020030;-1;-1;-1;-1;0;-1;-1;226020030;226020030;-1;-1;-1;-1;False
22602100;Oh, hallo again, coz.;False;226021000;226021000;-1;-1;-1;-1;0;-1;-1;226021001;226021001;-1;-1;-1;-1;False
22602101;You put seeds in the big vase, didn't you?;False;226021010;226021010;-1;-1;-1;-1;0;-1;-1;226021010;226021010;-1;-1;-1;-1;False
22602102;But...I don't really like those flowers.;False;226021020;226021020;-1;-1;-1;-1;0;-1;-1;226021020;226021020;-1;-1;-1;-1;False
22602103;I'm sorry coz, I know you brought the seeds from all that way away...;False;226021030;226021030;-1;-1;-1;-1;0;-1;-1;226021031;226021031;-1;-1;-1;-1;False
22602104;But I'm a jar, and you're not. I s'pose we just see things differently.;False;226021040;226021040;-1;-1;-1;-1;0;-1;-1;226021041;226021041;-1;-1;-1;-1;False
22603000;Ah, hallo again.;False;226030000;226030000;-1;-1;-1;-1;0;-1;-1;226030000;226030000;-1;-1;-1;-1;False
22603001;Say, coz. Have you met Uncle Alexander?;False;226030010;226030010;-1;-1;-1;-1;0;-1;-1;226030011;226030011;-1;-1;-1;-1;False
22603002;He used to live here with us, but then he left, to be a champion.;False;226030020;226030020;-1;-1;-1;-1;0;-1;-1;226030020;226030020;-1;-1;-1;-1;False
22603003;I asked to go with him, but he said "The path of champions must be trod alone".;False;226030030;226030030;-1;-1;-1;-1;0;-1;-1;226030030;226030030;-1;-1;-1;-1;False
22603004;So heroic, right? I miss him though.;False;226030040;226030040;-1;-1;-1;-1;0;-1;-1;226030040;226030040;-1;-1;-1;-1;False
22603005;If you see him, you should ask him to teach you how to fight, coz.;False;226030050;226030050;-1;-1;-1;-1;0;-1;-1;226030051;226030051;-1;-1;-1;-1;False
22603006;He's big and tough and strong!;False;226030060;226030060;-1;-1;-1;-1;0;-1;-1;226030060;226030060;-1;-1;-1;-1;False
22603100;Uncle Alexander said he won't be back again.;False;226031000;226031000;-1;-1;-1;-1;0;-1;-1;226031000;226031000;-1;-1;-1;-1;False
22603101;"My home is of the past. And the past, as they say, is a different country.";False;226031010;226031010;-1;-1;-1;-1;0;-1;-1;226031010;226031010;-1;-1;-1;-1;False
22603102;I suppose that's part of being a warrior, isn't it.;False;226031020;226031020;-1;-1;-1;-1;0;-1;-1;226031020;226031020;-1;-1;-1;-1;False
22603103;So...please don't tell anyone, coz, but...;False;226031030;226031030;-1;-1;-1;-1;0;-1;-1;226031031;226031031;-1;-1;-1;-1;False
22603104;I'm actually a warrior jar as well! One day, I'll be just like Uncle Alexander.;False;226031040;226031040;-1;-1;-1;-1;0;-1;-1;226031040;226031040;-1;-1;-1;-1;False
22603105;And I'll have to leave the village to become a champion.;False;226031050;226031050;-1;-1;-1;-1;0;-1;-1;226031050;226031050;-1;-1;-1;-1;False
