Row ID;Row Name;Random Slot [0];Random Slot [1];Random Slot [2];Random Slot [3];Random Slot [4];Random Slot [5];Random Slot [6];Random Slot [7];Random Slot [8];Random Slot [9];Random Slot [10];Random Slot [11];Random Slot [12]
603552003;;130;53;8;26;96;27;32;16;109;9;232;23;2
603552004;;41;0;96;165;28;196;133;13;128;214;16;0;9
603552005;;84;202;151;64;131;32;90;226;18;32;7;232;4
603552006;;2;16;0;0;128;0;88;1;8;0;0;32;0
603553001;;36;137;212;8;128;8;144;73;82;165;178;0;8
603553002;;26;6;11;22;43;151;64;34;13;24;12;52;2
603553003;;10;49;5;29;240;43;197;1;36;136;18;161;12
603553004;;100;142;130;2;13;64;24;32;26;101;36;92;3
603553005;;145;64;120;224;2;148;34;222;193;18;201;2;0
603553006;;1;67;6;66;3;40;112;37;93;240;96;4;0
603553007;;164;188;217;8;128;195;130;82;34;8;136;235;4
603553008;;90;0;32;181;124;20;13;136;128;7;23;16;11
603553009;;49;32;32;198;208;1;17;128;116;1;145;0;2
603553010;;132;136;73;2;36;115;12;49;8;129;160;24;0
603553011;;24;1;4;13;26;48;64;8;134;42;10;0;8
603553012;;129;82;0;145;129;136;19;12;0;176;12;204;6
603553013;;72;36;150;32;36;4;36;21;129;12;64;48;0
603553014;;2;72;9;48;8;192;130;96;96;84;38;7;1
603553015;;4;7;176;64;2;0;32;130;25;0;80;226;9
603553016;;98;144;66;8;65;14;200;66;2;66;1;1;4
603554000;;113;46;181;26;69;57;189;164;70;242;95;187;2
603554001;;150;87;75;241;10;7;88;223;163;132;113;117;4
603554002;;13;209;148;205;177;246;198;48;29;75;172;4;9
603554003;;234;168;106;38;254;200;35;75;248;61;130;202;15
603554004;;149;225;143;227;81;147;4;85;146;174;211;60;3
603554005;;177;7;181;84;245;4;243;171;57;209;189;243;6
603554006;;106;188;80;56;14;239;126;100;206;118;42;14;9
603554007;;78;90;106;143;170;120;137;154;101;9;68;193;12
603554008;;90;105;214;234;248;242;243;112;221;192;104;11;4
603554009;;165;150;41;21;7;13;12;143;34;63;151;244;11
603554010;;74;176;4;39;3;56;70;28;8;1;6;16;4
603554011;;49;68;80;208;252;130;24;224;20;168;113;104;9
603554012;;132;11;171;8;0;69;161;3;227;86;136;135;2
603554013;;154;23;90;51;16;136;190;222;252;20;135;159;8
603554014;;170;74;197;6;157;95;143;33;39;71;98;164;10
603554015;;117;252;21;248;38;228;193;187;91;184;153;73;4
603554016;;234;36;184;224;203;34;62;33;6;239;47;104;7
603554017;;69;211;107;79;107;179;64;92;168;80;248;150;3
603554018;;21;169;166;157;244;93;113;198;209;171;84;115;13
603554019;;1;74;224;153;115;6;8;69;131;133;190;17;0
603554020;;20;39;49;9;165;6;184;18;8;34;133;15;0
603554021;;33;197;18;4;137;69;82;201;84;38;144;3;8
603554022;;73;28;136;163;34;0;197;8;3;114;1;164;12
603554023;;50;26;140;64;2;136;36;64;100;25;64;76;3
603554024;;132;224;47;18;12;144;163;168;9;0;59;208;15
603554025;;198;0;81;52;212;240;12;5;186;128;108;176;4
603554026;;154;49;4;72;80;57;16;182;112;201;2;98;0
603554027;;104;128;66;230;8;107;67;50;132;92;64;8;3
603641000;;178;209;149;2;207;173;163;130;191;140;47;79;5
603641001;;77;46;106;253;48;82;92;125;64;115;208;176;10
603641002;;255;254;254;167;255;87;255;207;254;251;215;219;11
603641003;;247;221;239;255;108;189;254;247;253;215;191;255;13
603641004;;185;255;95;126;255;255;231;186;55;238;106;191;7
603641005;;111;55;247;221;247;251;91;125;223;125;255;125;14
603641006;;222;235;185;251;155;238;189;255;235;191;253;230;15
603641007;;126;249;15;210;91;247;238;125;239;91;247;151;7
603641008;;157;38;243;109;236;74;215;234;254;254;122;123;12
603641009;;227;223;252;191;183;189;57;151;17;165;141;236;11
603641010;;74;80;81;132;78;16;70;255;25;64;134;1;7
603641011;;132;15;38;56;0;140;48;0;100;149;88;216;8
603641012;;49;160;136;67;177;99;137;0;130;42;33;38;0
603641013;;53;89;161;139;231;6;187;183;245;36;149;46;8
603641014;;186;6;94;246;24;219;1;66;0;95;106;213;3
603641015;;77;226;188;56;188;57;206;172;90;234;20;235;7
603641016;;194;189;67;69;67;228;116;89;175;145;235;16;12
603641017;;4;130;0;0;224;8;0;0;8;1;0;0;0
603641018;;237;44;99;198;46;171;171;167;126;74;27;65;15
603641019;;18;211;156;57;209;84;84;88;129;181;228;190;0
603641020;;52;16;7;32;151;26;130;46;104;90;36;6;9
603641021;;33;225;176;115;0;3;88;12;20;35;97;252;2
603641022;;212;14;40;132;106;148;60;192;115;8;147;81;12
603641023;;137;68;219;152;97;12;128;177;133;37;130;138;3
603641024;;2;56;64;69;24;225;67;2;8;212;8;33;0
603641025;;74;131;4;10;132;96;37;81;130;128;92;0;4
603641026;;12;161;242;12;5;96;168;129;195;138;80;88;0
603641027;;101;88;0;34;86;59;66;92;172;211;36;212;9
603641028;;96;138;13;82;136;148;128;49;64;37;74;164;6
603641029;;130;22;18;109;72;9;23;192;36;0;1;34;2
603641030;;25;100;96;145;160;70;100;2;19;16;131;9;9
603641031;;146;1;141;128;51;128;25;46;24;108;188;3;4
603642000;;48;64;128;180;64;22;10;12;20;74;228;156;2
603642001;;165;37;68;40;9;1;106;43;64;2;35;64;14
603642002;;2;18;197;132;80;16;33;130;11;80;73;18;2
603642003;;65;106;10;1;68;8;146;64;161;129;80;66;8
603642004;;160;24;152;64;184;194;129;20;132;137;0;36;4
603642005;;130;140;1;105;22;5;17;16;54;128;12;24;1
603642006;;81;6;138;78;7;40;28;120;16;116;177;160;0
603642007;;132;9;0;6;5;22;100;130;0;2;64;61;8
603642008;;88;66;68;152;72;32;52;32;131;165;17;0;4
603642009;;20;148;96;2;136;129;197;5;32;26;158;6;0
603642010;;73;128;50;145;2;214;130;144;73;4;2;3;3
603642011;;12;65;42;17;161;105;0;5;74;45;0;96;4
603642012;;34;176;53;96;160;128;0;235;0;112;42;193;9
603642013;;10;33;17;2;50;104;72;64;252;0;132;137;1
603642014;;201;166;149;153;144;198;180;139;159;1;252;108;5
603642015;;54;89;106;102;111;57;75;116;96;254;3;147;10
603642016;;1;4;64;2;0;162;16;64;1;16;0;0;0
603642017;;34;11;10;161;201;66;160;4;11;2;44;144;6
603642018;;68;5;230;73;16;118;17;129;74;211;0;91;4
603642019;;90;40;40;9;129;157;64;33;84;164;88;51;0
603642020;;128;111;172;208;20;0;27;0;68;24;16;137;1
603642021;;6;48;11;64;244;42;46;164;80;50;162;28;3
603642022;;166;192;228;191;138;197;11;152;194;24;200;194;12
603642023;;72;154;5;66;42;32;145;26;20;22;0;112;11
603642024;;81;2;145;132;14;148;202;1;52;82;165;68;8
603642025;;164;37;130;112;80;1;4;4;212;228;3;72;5
603642026;;146;52;209;0;2;152;1;116;143;136;34;42;0
603642027;;24;99;17;33;137;42;69;76;1;21;144;227;0
603642028;;9;196;30;112;101;3;226;195;169;177;73;96;1
603642029;;166;136;108;14;4;0;32;70;137;12;82;4;8
603642030;;97;152;66;4;30;146;90;136;138;74;34;52;4
603642031;;17;78;1;1;72;233;225;90;3;68;65;146;8
603642032;;168;98;2;84;53;4;5;99;1;2;200;149;7
603642033;;42;12;129;132;33;41;234;144;36;169;4;165;0
603642034;;4;161;40;24;0;244;136;135;48;104;204;0;0
603642035;;130;80;65;146;37;64;28;110;32;160;185;1;7
603642036;;81;18;22;234;131;8;16;104;110;69;7;192;0
603642037;;17;5;180;21;194;20;80;1;48;193;34;10;2
603642038;;69;80;16;171;162;104;36;56;136;1;23;2;10
603642039;;220;128;120;10;112;199;134;178;147;0;148;45;10
603642040;;41;145;64;38;88;19;52;17;96;47;125;12;13
603643000;;72;50;0;8;193;44;56;3;0;44;176;148;0
603643001;;1;36;4;9;4;66;186;2;227;16;12;32;0
603643002;;34;34;129;24;35;128;20;32;4;130;230;34;4
603643003;;144;76;2;2;2;20;3;8;162;8;72;13;12
603643004;;24;131;104;162;114;128;40;24;64;102;115;72;1
603643005;;26;4;74;17;64;0;32;236;140;9;16;1;4
603643006;;76;128;49;40;0;0;68;64;128;73;4;86;8
603643007;;65;112;8;66;1;210;128;4;17;17;0;81;0
603643008;;36;80;4;224;12;10;132;132;5;4;0;2;3
603643009;;144;129;16;21;24;134;2;83;33;0;9;8;0
603643010;;161;72;132;0;112;65;1;129;70;192;66;40;0
603643011;;66;9;0;4;137;33;78;76;24;0;32;129;1
603643012;;4;9;83;64;132;56;1;129;64;128;3;0;6
603643013;;4;2;161;133;132;33;209;18;48;19;132;144;10
603643014;;34;148;24;84;16;85;0;48;8;242;136;102;11
603643015;;129;0;230;162;42;8;64;32;26;36;17;128;0
603643016;;68;109;232;58;24;128;244;165;68;76;218;113;1
603643017;;128;74;82;148;40;97;128;10;48;66;136;13;9
603643018;;193;17;50;193;1;176;150;201;17;0;16;36;10
603643019;;28;144;153;4;232;12;195;48;225;121;164;199;8
603643020;;17;124;0;64;100;81;68;88;194;177;40;77;5
603643021;;12;237;36;166;55;17;128;118;192;40;113;128;2
603643022;;50;32;131;128;8;0;83;22;13;139;4;132;12
603643023;;129;72;46;1;34;16;40;160;7;197;16;209;4
603643024;;10;70;213;32;132;44;165;92;168;30;130;48;13
603643025;;12;17;28;13;0;6;102;165;2;0;42;8;4
603643026;;149;66;28;5;155;4;121;1;143;55;24;107;0
603643027;;106;2;129;49;66;15;30;24;42;148;38;24;8
603643028;;81;136;129;234;64;194;2;113;52;193;8;19;2
603643029;;42;42;102;75;17;167;5;34;80;74;247;36;0
603643030;;18;135;10;104;21;34;136;128;148;34;2;182;10
603643031;;38;180;34;146;135;50;0;136;45;33;69;51;3
603643032;;162;33;56;141;144;79;26;82;128;0;67;130;5
603643033;;201;24;132;18;200;4;49;197;17;87;1;36;0
603643034;;82;17;193;28;78;24;9;36;154;32;197;64;10
603643035;;36;212;17;50;40;24;0;141;114;208;13;202;2
603643036;;113;128;67;104;49;193;32;3;64;132;144;208;1
603643037;;68;133;96;66;214;226;216;0;40;136;19;10;0
603643038;;129;34;68;21;100;201;98;10;10;14;104;0;4
603643039;;168;2;8;192;131;248;13;66;69;48;228;8;7
603644000;;73;152;196;38;148;3;139;48;98;161;106;200;2
603644001;;212;162;177;1;240;147;150;140;205;28;20;149;8
603644002;;208;77;3;220;101;44;168;66;98;93;129;120;5
603644003;;37;101;118;34;16;231;180;25;29;162;138;5;11
603644004;;38;34;74;91;11;73;85;163;164;130;23;161;15
603644005;;166;140;73;5;10;12;113;28;201;105;96;16;0
603644006;;26;82;47;228;141;84;65;64;16;96;249;78;4
603644007;;18;18;144;80;2;184;108;243;63;73;68;199;1
603644008;;169;69;20;136;125;32;10;164;18;22;179;42;0
603644009;;73;185;168;187;226;210;2;79;128;150;12;50;14
603644010;;194;28;168;6;8;14;36;88;35;27;179;52;0
603644011;;49;129;49;41;35;8;133;11;138;44;11;64;8
603644012;;129;19;40;106;140;192;178;130;0;171;208;66;8
603644013;;148;140;138;40;111;240;50;20;89;8;41;117;10
603644014;;113;24;52;192;18;146;11;138;10;68;158;144;4
603644015;;42;44;18;194;68;0;197;48;69;133;5;109;2
603644016;;138;32;70;38;16;0;3;57;224;40;240;154;4
603644017;;161;114;4;241;38;170;202;57;2;149;1;114;1
603644018;;25;170;128;87;72;80;2;197;64;68;14;0;0
603644019;;66;113;102;130;48;16;108;161;224;16;8;15;0
603644020;;10;49;80;138;133;95;8;12;188;1;176;136;15
603644021;;148;4;122;18;130;7;18;148;225;25;76;2;6
603644022;;68;98;22;104;41;30;144;65;0;68;20;110;1
603644023;;101;41;69;196;85;69;14;64;196;83;34;34;9
603644024;;146;128;21;20;50;19;24;71;137;98;65;5;10
603644025;;74;17;140;0;81;42;33;110;22;50;160;152;3
603644026;;108;130;0;9;140;224;76;136;1;52;203;1;4
603644027;;20;68;144;21;28;193;40;16;144;34;74;195;0
603644028;;8;76;163;117;170;101;101;71;30;132;64;12;3
603644029;;9;66;1;153;1;1;193;112;21;130;37;176;4
603644030;;49;198;225;4;192;32;0;2;88;234;36;17;4
603644031;;130;209;72;0;224;16;209;38;47;8;22;73;11
603644032;;36;141;9;56;1;173;176;128;36;208;192;160;12
603644033;;68;2;203;129;210;172;84;160;50;193;16;132;1
603645000;;12;28;0;0;3;40;60;64;82;16;0;162;4
603645001;;148;96;4;100;130;32;32;40;160;0;128;151;0
603645002;;136;82;128;81;148;64;112;22;166;245;0;57;11
603645003;;2;131;226;2;41;0;136;104;19;14;28;0;14
603645004;;36;20;14;131;162;0;12;50;1;0;0;128;2
603645005;;1;44;24;192;112;193;64;2;8;136;0;98;9
603645006;;2;2;80;13;68;26;5;16;33;6;2;192;0
603645007;;136;128;1;71;1;100;64;24;248;65;128;116;2
603645008;;98;8;32;184;66;131;130;2;200;5;83;0;9
603645009;;68;161;8;132;32;3;5;160;6;32;136;0;1
603645010;;17;4;1;16;13;5;80;193;4;2;16;16;4
603645011;;80;40;33;8;128;132;130;4;16;105;46;13;4
603645012;;88;193;164;0;24;56;3;76;0;42;177;65;0
603645013;;1;2;30;32;76;200;2;133;0;64;109;8;0
603645014;;34;81;64;26;16;20;160;129;72;144;99;6;0
603645015;;161;0;211;32;0;18;25;1;5;144;68;8;0
603645016;;197;84;160;19;161;112;48;119;105;68;95;80;10
603645017;;66;42;236;72;7;142;16;84;3;24;3;100;4
603645018;;24;27;3;130;64;38;82;166;217;12;5;199;10
603645019;;172;16;60;8;83;32;32;11;6;102;197;161;9
603645020;;146;132;162;136;97;160;137;30;20;84;89;216;0
603645021;;144;38;216;17;32;176;74;16;104;105;148;66;3
603645022;;49;64;10;107;150;18;69;16;5;23;161;0;4
603645023;;21;162;90;20;50;72;87;40;0;161;96;0;12
603645024;;86;132;2;20;106;12;132;5;194;32;144;25;1
603645025;;37;49;18;192;80;73;5;129;18;31;4;143;9
603645026;;72;241;21;1;86;151;44;42;185;104;72;104;0
603645027;;4;66;179;32;145;51;0;130;4;22;0;31;5
603645028;;202;41;17;103;152;209;13;89;14;27;84;39;0
603645029;;32;149;64;150;168;3;104;137;0;227;72;162;2
603645030;;129;138;4;56;8;140;50;33;161;28;56;64;4
603645031;;17;9;1;5;53;80;225;108;29;0;98;144;2
603645032;;74;8;64;18;72;73;18;130;230;160;48;16;9
603645033;;40;78;1;172;132;76;4;3;146;210;134;6;1
603645034;;50;0;221;136;14;133;134;20;66;136;27;136;2
603645035;;38;41;100;79;0;64;144;64;140;3;160;92;2
603645036;;129;66;33;244;13;2;171;200;249;128;162;34;1
603645037;;73;149;140;98;224;43;218;160;64;1;11;145;12
603645038;;68;84;134;32;137;16;73;64;32;160;36;33;12
603645039;;170;224;104;193;6;164;160;244;48;192;138;44;6
603646000;;17;76;129;4;12;33;132;16;18;137;1;209;8
603646001;;128;66;101;128;162;22;160;1;32;161;5;68;6
603646002;;10;33;64;8;33;0;28;144;129;81;162;8;1
603646003;;1;128;98;10;0;161;17;13;65;38;4;41;0
603646004;;36;56;0;32;40;72;65;160;134;6;72;96;1
603646005;;20;152;8;25;26;153;1;242;136;64;0;2;8
603646006;;33;70;4;0;64;160;0;96;36;136;130;32;2
603646007;;2;2;43;34;128;2;160;75;8;32;2;4;4
603646008;;74;80;132;132;133;14;210;2;73;20;160;148;8
603646009;;177;1;144;196;2;40;98;136;0;40;124;0;12
603646010;;192;133;24;105;130;64;36;4;16;72;3;152;2
603646011;;130;32;16;20;4;20;3;16;105;4;24;6;0
603646012;;68;32;202;178;104;0;8;64;178;64;101;19;3
603646013;;24;4;33;65;80;145;10;5;4;130;72;192;0
603646014;;40;25;0;83;21;64;72;46;20;19;16;8;4
603646015;;68;130;22;0;81;70;20;0;66;16;144;35;1
603647000;;193;4;41;17;32;14;17;32;23;64;64;6;8
603647001;;88;64;130;8;89;145;231;137;50;28;37;32;0
603647002;;41;0;83;6;193;133;8;88;8;208;101;33;3
603647003;;48;2;36;106;160;32;73;67;178;1;138;176;8
603647004;;148;37;132;129;0;0;228;14;8;38;152;16;15
603647005;;68;203;64;84;4;32;30;224;136;168;2;128;0
603647006;;10;177;155;132;34;0;0;128;12;3;21;18;6
603647007;;9;168;32;14;86;26;56;8;192;217;4;2;1
603647008;;129;4;192;226;152;20;130;20;5;4;64;72;4
603647009;;18;114;36;24;93;221;1;0;113;2;208;200;0
603647010;;68;10;68;96;2;75;0;177;32;172;34;65;0
603647011;;34;89;25;0;170;0;32;23;64;32;139;141;0
603647012;;128;16;18;129;4;224;210;34;128;65;56;110;7
603647013;;38;132;8;49;1;98;4;68;71;18;0;21;8
603648000;;209;224;13;197;234;85;68;97;28;237;80;130;11
603648001;;141;78;17;132;27;240;201;19;8;2;147;49;12
603648002;;58;59;193;24;135;9;128;25;231;182;203;90;7
603648003;;178;60;230;58;41;112;53;36;221;154;190;103;0
603648004;;89;192;114;61;20;169;45;222;38;152;0;181;4
603648005;;37;69;157;200;52;159;154;175;145;119;103;8;9
603648006;;132;152;42;39;214;230;59;244;98;4;125;196;10
603648007;;110;7;178;67;105;6;226;192;209;73;44;124;1
603648008;;66;179;76;242;192;10;86;10;42;97;128;139;6
603648009;;245;210;121;201;201;67;251;1;230;171;45;223;7
603648010;;91;30;183;218;198;124;95;247;207;30;139;111;10
603648011;;242;120;213;35;103;175;185;205;189;215;244;164;6
603648012;;174;165;228;63;60;225;47;126;91;124;205;234;9
603648013;;38;175;31;191;155;116;192;22;178;227;50;81;9
603648014;;205;201;138;116;54;158;230;170;89;148;114;51;6
603648015;;25;119;106;196;249;155;20;249;36;105;223;156;13
603648016;;97;98;16;60;76;74;98;3;1;19;182;165;10
603648017;;26;133;34;2;145;20;133;108;126;76;9;8;0
603648018;;132;24;205;193;34;161;24;144;128;160;64;82;5
603648019;;12;98;193;33;19;1;89;54;130;16;194;145;8
603648020;;97;128;121;5;204;138;129;36;174;8;102;148;0
603648021;;198;12;134;130;170;72;14;73;25;98;53;36;6
603648022;;10;137;5;68;210;33;202;8;39;230;20;88;4
603648023;;5;67;4;58;48;52;100;226;4;73;178;42;5
603648024;;49;54;162;148;4;24;160;25;162;209;9;99;4
603648025;;192;28;64;41;140;244;25;128;16;144;20;71;10
603648026;;186;208;42;16;33;14;6;195;16;12;9;24;2
603648027;;4;226;44;202;73;131;19;19;100;6;138;128;8
603648028;;97;8;16;87;0;34;116;204;81;29;104;79;1
603648029;;26;53;18;168;51;69;32;0;200;162;0;32;11
603648030;;144;1;217;64;68;208;128;52;73;33;193;128;1
603649000;;25;36;152;153;160;4;106;1;14;82;8;160;5
603649001;;193;44;70;55;0;38;160;86;65;80;194;10;4
603649002;;226;89;32;2;69;138;65;44;114;4;186;129;3
603649003;;10;0;60;160;60;113;18;130;12;138;4;82;8
603649004;;52;210;65;76;82;0;141;88;129;161;85;28;2
603649005;;4;131;131;64;139;217;20;161;176;45;33;101;8
603649006;;49;195;89;159;194;161;157;177;222;108;218;182;9
603649007;;222;189;20;32;54;6;243;14;120;46;13;76;3
603649008;;37;102;174;201;237;90;106;84;167;145;119;57;6
603649009;;202;24;227;118;25;253;4;235;1;211;160;195;12
603649010;;65;25;26;141;233;139;216;172;20;68;25;4;2
603649011;;154;66;4;34;18;20;5;67;107;42;32;194;0
603649012;;36;164;225;80;4;96;34;16;128;145;198;57;13
603649013;;66;14;8;198;90;36;40;41;193;17;241;154;1
603649014;;140;113;166;8;5;16;195;212;54;10;6;64;10
603649015;;49;128;81;49;160;203;20;2;8;228;8;37;4
603649016;;148;24;20;33;139;104;4;205;20;64;7;1;0
603649017;;76;36;7;2;192;193;20;71;168;129;17;168;4
603649018;;130;8;13;10;44;32;26;40;64;84;72;12;10
603649019;;33;104;224;2;31;25;0;130;1;168;10;130;1
603649020;;74;65;2;137;64;34;48;64;8;28;128;82;12
603649021;;2;199;192;116;34;64;99;48;197;34;160;89;1
603649022;;33;20;49;24;16;149;205;28;16;16;108;54;12
603649023;;136;163;10;196;229;8;128;2;51;71;16;64;1
603649024;;112;16;104;145;0;6;139;177;170;168;81;36;2
603649025;;21;130;144;100;16;150;96;0;70;3;166;129;2
603650000;;162;94;30;152;159;88;175;141;194;48;212;219;7
603650001;;245;109;78;107;225;247;81;59;145;183;46;54;0
603650002;;121;163;187;197;167;9;174;127;159;126;253;200;2
603650003;;29;217;163;87;102;180;176;244;125;74;251;161;13
603650004;;186;136;193;254;152;46;120;196;126;221;49;126;8
603650005;;199;183;116;57;121;219;87;114;38;235;199;31;15
603650006;;78;118;253;166;94;231;207;139;233;133;10;229;15
603650007;;97;36;8;250;128;64;24;112;102;25;137;129;9
603650008;;69;224;33;48;112;129;106;40;168;196;179;36;0
603650009;;20;206;8;1;136;4;131;0;26;2;66;78;11
603650010;;138;65;17;26;67;35;134;4;68;8;11;9;9
603650011;;114;8;7;132;40;82;176;30;33;46;80;18;4
603650012;;160;132;89;3;150;8;37;192;0;131;56;33;0
603650013;;72;130;164;161;8;18;16;214;82;65;64;17;0
603650014;;12;36;64;4;83;4;133;5;132;48;12;104;1
603650015;;1;25;152;101;1;228;2;3;1;34;100;16;6
603650016;;144;89;18;76;54;139;20;43;138;212;130;204;0
603650017;;49;49;70;8;13;156;105;169;244;21;16;144;4
603650018;;134;2;162;144;196;57;64;144;1;168;165;230;2
603650019;;10;18;228;66;32;96;72;64;25;64;4;2;14
603650020;;72;12;166;235;163;24;15;84;192;1;66;4;4
603650021;;148;58;19;32;52;68;152;137;4;160;128;26;2
603650022;;10;64;20;24;198;37;80;4;120;80;91;133;8
603650023;;97;161;73;128;0;163;32;58;162;26;4;97;2
603650024;;146;7;168;68;9;144;193;98;29;71;56;98;13
603650025;;37;208;64;23;88;74;38;129;3;172;165;152;1
603650026;;50;2;42;33;28;162;137;57;0;0;68;225;3
603650027;;5;216;24;6;134;212;34;211;162;168;23;4;8
603650028;;129;92;65;74;96;10;66;0;4;95;42;82;8
603650029;;162;7;134;149;41;64;16;132;1;0;184;136;4
603650030;;88;160;101;248;0;33;20;0;95;165;129;0;0
603650031;;76;33;144;0;211;29;237;110;248;82;64;63;7
603651000;;4;70;25;3;101;145;96;45;17;133;56;38;0
603651001;;138;57;36;80;130;2;6;144;238;10;7;216;13
603651002;;113;128;194;172;24;108;153;66;0;112;192;1;2
603651003;;17;179;146;10;8;96;98;148;169;128;192;138;0
603651004;;74;12;108;21;176;7;5;32;64;61;39;0;7
603651005;;164;64;1;224;71;152;152;75;22;66;24;117;8
603652000;;74;60;79;110;129;89;118;107;147;195;85;250;15
603652001;;153;99;113;81;122;180;128;5;40;230;138;21;0
603652002;;117;155;144;176;191;2;45;210;246;24;226;109;12
603652003;;166;196;174;143;68;239;219;188;77;61;61;130;3
603652004;;150;106;178;182;69;102;207;102;171;80;13;165;11
603652005;;105;149;77;73;186;153;48;153;84;175;242;90;4
603652006;;170;155;144;235;190;222;205;159;216;151;219;163;6
603652007;;95;110;239;254;213;53;243;227;111;126;236;93;11
603652008;;245;245;127;21;107;235;62;124;183;233;55;254;13
603652009;;100;7;16;186;6;170;97;21;46;166;24;0;8
603652010;;137;88;224;64;33;1;12;226;64;25;71;212;2
603652011;;18;160;15;5;216;84;146;8;145;64;160;43;5
603652012;;247;125;30;57;187;111;117;95;179;95;27;95;12
603652013;;217;231;191;148;87;52;239;239;125;61;234;234;10
603652014;;174;143;235;227;183;251;178;142;214;205;247;151;3
603652015;;106;246;249;111;238;206;138;240;141;242;125;233;15
603652016;;119;89;198;223;233;187;255;191;126;187;173;124;7
603652017;;157;186;117;254;92;213;93;113;235;230;214;183;13
603652018;;186;29;193;208;120;157;80;209;214;12;178;44;3
603652019;;6;248;51;197;124;218;7;36;41;213;85;245;6
603652020;;217;34;206;47;131;103;248;42;25;34;205;202;13
603652021;;101;199;60;58;135;32;175;223;230;251;42;19;8
603653000;;38;8;82;88;232;15;12;118;16;15;89;50;0
603653001;;48;112;128;145;129;139;163;68;5;52;6;17;14
603653002;;130;142;36;170;176;164;82;179;68;80;32;132;11
603653003;;170;2;26;68;4;96;84;2;170;192;64;168;12
603653004;;65;197;141;34;18;20;37;128;65;152;171;70;0
603653005;;148;177;99;145;46;2;128;128;154;38;92;97;0
603653006;;88;10;32;110;5;41;128;40;57;1;177;8;6
603653007;;73;48;196;0;88;208;57;29;70;139;2;221;1
603653008;;5;69;25;5;67;80;74;73;160;96;132;2;1
603654000;;28;108;6;167;67;48;0;81;105;204;0;129;5
603654001;;134;144;178;28;144;153;19;148;36;0;170;42;0
603654002;;9;22;69;225;68;6;162;43;17;17;17;5;14
603654003;;145;10;192;64;30;67;0;68;152;116;37;92;8
603654004;;96;97;9;10;160;12;220;138;6;163;76;176;2
603654005;;98;129;56;16;41;224;109;32;194;10;210;66;1
603654006;;65;104;129;165;97;144;60;140;4;144;128;148;1
603654007;;48;5;80;152;87;1;226;86;3;17;53;233;12
603654008;;65;35;42;106;130;42;144;34;92;6;21;30;8
603654009;;140;148;108;18;8;72;6;1;242;194;34;64;6
603654010;;154;200;132;64;28;86;1;200;160;105;74;32;3
603654011;;38;18;19;5;160;165;73;49;9;44;200;3;0
603654012;;8;48;0;144;12;16;4;0;0;2;0;0;0
603654013;;34;11;66;33;67;74;65;23;36;212;8;159;5
603654014;;145;32;185;86;12;129;156;136;26;2;53;96;2
603654015;;76;212;4;136;176;52;34;96;193;41;194;0;8
603654016;;9;224;67;68;32;230;5;238;4;42;192;38;0
603654017;;176;10;140;59;72;0;248;17;226;85;27;64;5
603654018;;70;21;48;128;151;25;2;0;25;128;36;153;10
603654019;;65;199;9;68;32;16;130;60;17;147;161;32;1
603654020;;170;16;84;145;29;138;53;66;142;4;86;84;4
603654021;;20;40;162;42;194;101;72;129;96;104;8;139;10
603654022;;41;23;66;51;91;224;30;144;68;2;8;215;9
603654023;;9;12;243;62;0;133;116;157;175;93;196;0;5
603654024;;150;164;140;145;165;79;130;115;49;3;99;48;10
603654025;;65;57;227;69;74;60;139;208;253;131;2;46;9
603654026;;129;150;16;247;12;42;113;73;72;190;39;174;6
603654027;;134;67;165;138;241;66;167;74;242;117;81;192;2
603654028;;213;26;37;20;31;193;224;60;134;25;24;245;1
603654029;;182;237;93;192;211;62;100;228;90;204;20;242;6
603654030;;106;105;132;201;56;154;67;230;4;248;255;0;12
603654031;;108;228;90;232;133;180;152;6;168;32;250;25;1
603654032;;89;74;42;106;102;115;28;47;139;246;185;201;8
603654033;;250;241;254;37;224;209;217;25;119;175;199;63;6
603654034;;54;146;25;30;190;13;47;163;17;64;172;79;15
603741000;;119;251;240;168;75;235;248;158;95;126;47;215;9
603741001;;174;215;157;249;245;61;207;223;238;23;198;87;15
603741002;;219;188;234;254;151;245;127;99;182;233;93;45;12
603741003;;173;107;127;23;42;75;182;253;209;244;250;250;15
603741004;;249;165;135;207;255;182;15;254;111;203;189;253;7
603741005;;86;94;127;119;252;222;241;33;185;191;243;170;2
603741006;;137;255;251;186;190;115;126;250;229;119;122;255;13
603741007;;126;11;38;221;207;174;247;231;62;255;234;10;15
603741008;;249;156;221;165;60;207;247;191;255;238;149;221;5
603741009;;246;247;104;234;249;117;204;89;211;145;135;227;10
603741010;;79;249;247;127;195;250;169;37;239;122;127;117;3
603741011;;183;102;159;87;119;157;27;222;24;141;253;190;14
603741012;;6;236;69;166;152;3;22;122;138;4;185;118;12
603741013;;178;209;245;104;113;40;100;5;4;228;252;128;0
603741014;;57;98;144;211;239;67;75;209;120;59;168;135;2
603741015;;113;60;42;23;43;253;195;204;84;70;151;72;1
603741016;;210;194;192;37;148;154;161;87;35;43;5;64;15
603741017;;74;3;207;220;96;208;56;18;223;153;34;181;1
603741018;;13;57;49;10;67;52;92;166;171;65;76;63;2
603741019;;140;158;46;113;134;229;138;168;244;252;83;42;14
603741020;;229;5;26;136;28;14;181;41;1;146;66;217;13
