Row ID;Row Name;Ongoing SFX ID;Ongoing SE ID;Initial SFX ID;Initial SE ID;Finish SFX ID;Finish SE ID;Camouflage - Start Distance;Camouflage - End Distance;Transform - Protector ID;Ongoing Dummy Poly ID;Initial Dummy Poly ID;Finish Dummy Poly ID;Effect Type;Weapon Enchant - Soul Param ID;Play Category;Play Priority;Large Effect Exists;Soul Effect Exists;Camouflage - Invisible while Active;Camouflage - Fields;Camouflage - Invisible for Friend;Camouflage - Hide Foot Effect;Camouflage - Translucent Appearance;Is Full Body Protector ID;Is Invisible Weapon;Is Silent;Is Ongoing SFX Full Body;Is Initial SFX Full Body;Is Finish SFX Full Body;Is Visible on Dead Chr;Use Enchant SFX Size to Offset SFX ID;Decal ID [0];Decal ID [1];Foot Effect Priority;Foot Effect Offset;Trace SFX ID Offset Type;Force Deceased Type;Enchant SFX Start - Dummy Poly ID [0];Enchant SFX end - Dummy Poly ID [0];Enchant SFX Start - Dummy Poly ID [1];Enchant SFX End - Dummy Poly ID [1];Enchant SFX Start - Dummy Poly ID [2];Enchant SFX End - Dummy Poly ID [2];Enchant SFX Start - Dummy Poly ID [3];Enchant SFX End - Dummy Poly ID [3];Enchant SFX Start - Dummy Poly ID [4];Enchant SFX End - Dummy Poly ID [4];Enchant SFX Start - Dummy Poly ID [5];Enchant SFX End - Dummy Poly ID [5];Enchant SFX Start - Dummy Poly ID [6];Enchant SFX End - Dummy Poly ID [6];Enchant SFX Start - Dummy Poly ID [7];Enchant SFX End - Dummy Poly ID [7];SFX ID OffsetType;Phantom Param Overwrite Type;Camouflage - Min Alpha;Wet Aspect Type;Phantom Param Overwrite ID;Material Param ID;Material Param - Start Fade;Material Param - End Fade;Material Param - Fade Time;Foot Decal Material Offset Overwrite ID
4545;;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;0;0;0;0;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;-1;-1;0;0;0;1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;0;2;0;0;80;-1;0;0;0;0
4550;;-1;-1;320090;-1;320091;-1;-1;-1;-1;-1;900;900;0;0;0;0;False;False;False;True;True;False;False;False;False;False;False;False;False;False;False;-1;-1;0;0;0;0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;0;0;0;0;0;-1;0;0;0;0
4555;;-1;-1;-1;-1;-1;-1;-1;-1;-1;220;-1;-1;0;0;0;0;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;-1;-1;0;0;0;0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;0;0;0;0;0;-1;0;0;0;0
4560;;-1;-1;-1;-1;-1;-1;-1;-1;-1;220;-1;-1;0;0;0;0;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;-1;-1;0;0;0;0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;0;0;0;0;0;-1;0;0;0;0
4565;;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;0;0;0;0;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;-1;-1;0;0;0;1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;0;2;0;0;0;-1;0;0;0;0
4570;;-1;-1;-1;-1;-1;-1;17;16;-1;220;-1;-1;0;0;1;3;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;-1;-1;0;0;0;0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;0;0;0;0;0;-1;0;0;0;0
4575;;320160;-1;-1;-1;-1;-1;-1;-1;-1;220;-1;-1;0;0;0;0;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;-1;-1;0;0;0;0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;0;0;0;0;0;-1;0;0;0;0
4580;;320160;-1;-1;-1;-1;-1;-1;-1;-1;220;-1;-1;0;0;0;0;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;-1;-1;0;0;0;0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;0;0;0;0;0;-1;0;0;0;0
4585;;320170;-1;-1;-1;-1;-1;-1;-1;-1;220;-1;-1;0;0;0;0;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;-1;-1;0;0;0;0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;0;0;0;0;0;-1;0;0;0;0
4590;;320020;-1;-1;-1;-1;-1;-1;-1;-1;220;-1;-1;0;0;3;40;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;-1;-1;0;0;0;0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;0;0;0;0;0;-1;0;0;0;0
4595;;320030;-1;-1;-1;-1;-1;-1;-1;-1;220;-1;-1;0;0;3;41;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;-1;-1;0;0;0;0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;0;0;0;0;0;-1;0;0;0;0
4600;;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;0;0;0;0;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;-1;-1;0;0;0;0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;0;0;0;0;0;-1;0;0;0;0
4605;;320140;-1;-1;-1;-1;-1;-1;-1;-1;220;-1;-1;0;0;3;44;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;-1;-1;0;0;0;0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;0;0;0;0;0;-1;0;0;0;0
4610;;320180;-1;-1;-1;-1;-1;-1;-1;-1;220;-1;-1;0;0;0;0;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;-1;-1;0;0;0;0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;0;0;0;0;0;-1;0;0;0;0
4615;;-1;-1;-1;-1;-1;-1;-1;-1;-1;220;-1;-1;0;0;0;0;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;-1;-1;0;0;0;0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;0;0;0;0;0;-1;0;0;0;0
4620;;524402;524402;-1;-1;-1;-1;-1;-1;-1;200;-1;-1;0;0;3;45;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;-1;-1;0;0;0;0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;0;0;0;0;0;-1;0;0;0;-1
5000;;402000;-1;-1;-1;-1;-1;-1;-1;-1;64;-1;-1;2;0;0;0;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;-1;-1;0;0;0;0;206;206;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;0;0;0;0;0;-1;0;0;0;-1
5001;;130010;-1;-1;-1;-1;-1;-1;-1;-1;3;-1;-1;0;0;0;0;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;-1;-1;0;0;0;0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;0;0;0;0;0;-1;0;0;0;-1
5010;;300183;-1;-1;-1;-1;-1;-1;-1;-1;220;-1;-1;0;0;0;0;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;-1;-1;0;0;0;0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;0;0;0;0;0;-1;0;0;0;-1
5011;;300183;-1;-1;-1;-1;-1;-1;-1;-1;220;-1;-1;0;0;0;0;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;-1;-1;0;0;0;0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;0;0;0;0;0;-1;0;0;0;-1
5012;;300183;-1;-1;-1;-1;-1;-1;-1;-1;220;-1;-1;0;0;0;0;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;-1;-1;0;0;0;0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;0;0;0;0;0;-1;0;0;0;-1
5020;;-1;-1;300373;-1;-1;-1;-1;-1;-1;-1;205;-1;0;0;0;0;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;-1;-1;0;0;0;0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;0;0;0;0;0;-1;0;0;0;-1
5021;;4860;-1;-1;-1;-1;-1;-1;-1;-1;905;-1;-1;0;0;0;0;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;-1;-1;0;0;0;0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;0;0;0;0;0;-1;0;0;0;-1
5022;;4865;-1;-1;-1;-1;-1;-1;-1;-1;199;-1;-1;0;0;0;0;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;-1;-1;0;0;0;0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;0;0;0;0;0;-1;0;0;0;-1
5030;;301002;-1;-1;-1;-1;-1;-1;-1;-1;220;-1;-1;0;0;0;0;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;-1;-1;0;0;0;0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;0;0;0;0;0;-1;0;0;0;-1
5031;;-1;-1;302901;-1;-1;-1;-1;-1;-1;-1;907;-1;0;0;0;0;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;-1;-1;0;0;0;0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;0;0;0;0;0;-1;0;0;0;-1
5032;;-1;-1;302911;-1;-1;-1;-1;-1;-1;-1;907;-1;0;0;0;0;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;-1;-1;0;0;0;0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;0;0;0;0;0;-1;0;0;0;-1
5033;;-1;-1;302921;-1;-1;-1;-1;-1;-1;-1;907;-1;0;0;0;0;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;-1;-1;0;0;0;0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;0;0;0;0;0;-1;0;0;0;-1
5035;;304665;-1;-1;-1;-1;-1;-1;-1;-1;220;-1;-1;0;0;0;0;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;-1;-1;0;0;0;0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;0;0;0;0;0;-1;0;0;0;0
5036;;4910;100004910;-1;-1;-1;-1;-1;-1;-1;905;-1;-1;0;0;0;0;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;-1;-1;0;0;0;0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;0;0;0;0;0;-1;0;0;0;-1
5037;;4900;100004900;-1;-1;-1;-1;-1;-1;-1;905;-1;-1;0;0;0;0;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;-1;-1;0;0;0;0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;0;0;0;0;0;-1;0;0;0;-1
5043;;304620;-1;-1;-1;-1;-1;-1;-1;-1;220;-1;-1;0;0;0;0;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;-1;-1;0;0;0;0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;0;0;0;0;0;-1;0;0;0;0
5044;;304675;-1;320160;-1;-1;-1;-1;-1;-1;220;220;-1;0;0;0;0;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;-1;-1;0;0;0;0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;0;0;0;0;0;-1;0;0;0;0
5045;;4910;100004910;-1;-1;-1;-1;-1;-1;-1;905;-1;-1;0;0;0;0;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;-1;-1;0;0;0;0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;0;0;0;0;0;-1;0;0;0;-1
5046;;4900;100004900;-1;-1;-1;-1;-1;-1;-1;905;-1;-1;0;0;0;0;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;-1;-1;0;0;0;0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;0;0;0;0;0;-1;0;0;0;-1
5050;;-1;-1;304571;-1;-1;-1;-1;-1;-1;-1;905;-1;0;0;0;0;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;-1;-1;0;0;0;0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;0;0;0;0;0;-1;0;0;0;-1
5051;;-1;-1;304511;-1;-1;-1;-1;-1;-1;-1;905;-1;0;0;0;0;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;-1;-1;0;0;0;0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;0;0;0;0;0;-1;0;0;0;-1
5052;;-1;-1;304541;-1;-1;-1;-1;-1;-1;-1;905;-1;0;0;0;0;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;-1;-1;0;0;0;0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;0;0;0;0;0;-1;0;0;0;-1
5053;;-1;-1;304551;-1;-1;-1;-1;-1;-1;-1;905;-1;0;0;0;0;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;-1;-1;0;0;0;0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;0;0;0;0;0;-1;0;0;0;-1
5054;;-1;-1;304521;-1;-1;-1;-1;-1;-1;-1;905;-1;0;0;0;0;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;-1;-1;0;0;0;0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;0;0;0;0;0;-1;0;0;0;-1
5055;;-1;-1;304561;-1;-1;-1;-1;-1;-1;-1;905;-1;0;0;0;0;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;-1;-1;0;0;0;0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;0;0;0;0;0;-1;0;0;0;-1
5056;;-1;-1;304531;-1;-1;-1;-1;-1;-1;-1;905;-1;0;0;0;0;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;-1;-1;0;0;0;0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;0;0;0;0;0;-1;0;0;0;-1
5090;;303091;303091;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;1;0;0;0;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;-1;-1;0;0;11;0;10300;-1;11300;-1;10310;-1;11310;-1;10320;-1;11320;-1;10330;-1;11330;-1;0;0;0;0;0;-1;0;0;0;-1
5091;;303101;303101;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;1;12;0;0;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;-1;-1;0;0;12;0;10300;-1;11300;-1;10310;-1;11310;-1;10320;-1;11320;-1;10330;-1;11330;-1;0;0;0;0;0;-1;0;0;0;-1
5092;;303111;303111;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;1;6;0;0;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;-1;-1;0;0;6;0;10300;-1;11300;-1;10310;-1;11310;-1;10320;-1;11320;-1;10330;-1;11330;-1;0;0;0;0;0;-1;0;0;0;-1
5093;;303181;303181;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;1;0;0;0;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;-1;-1;0;0;16;0;10300;-1;11300;-1;10310;-1;11310;-1;10320;-1;11320;-1;10330;-1;11330;-1;0;0;0;0;0;-1;0;0;0;-1
5094;;303191;303191;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;1;0;0;0;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;-1;-1;0;0;14;0;10300;-1;11300;-1;10310;-1;11310;-1;10320;-1;11320;-1;10330;-1;11330;-1;0;0;0;0;0;-1;0;0;0;-1
5100;;303001;303001;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;2;0;0;0;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;-1;-1;0;0;2;0;20300;-1;21300;-1;20310;-1;21310;-1;20320;-1;21320;-1;20330;-1;21330;-1;0;0;0;0;0;-1;0;0;0;-1
5105;;303011;303011;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;2;0;0;0;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;-1;-1;0;0;3;0;20300;-1;21300;-1;20310;-1;21310;-1;20320;-1;21320;-1;20330;-1;21330;-1;0;0;0;0;0;-1;0;0;0;-1
5110;;303061;303061;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;2;0;0;0;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;-1;-1;0;0;5;0;20300;-1;21300;-1;20310;-1;21310;-1;20320;-1;21320;-1;20330;-1;21330;-1;0;0;0;0;0;-1;0;0;0;-1
5115;;303071;303071;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;2;1;0;0;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;-1;-1;0;0;1;0;20300;-1;21300;-1;20310;-1;21310;-1;20320;-1;21320;-1;20330;-1;21330;-1;0;0;0;0;0;-1;0;0;0;-1
5120;;303131;303131;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;2;10;0;0;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;-1;-1;0;0;10;0;20300;-1;21300;-1;20310;-1;21310;-1;20320;-1;21320;-1;20330;-1;21330;-1;0;0;0;0;0;-1;0;0;0;-1
5125;;303091;303091;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;2;0;0;0;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;-1;-1;0;0;11;0;20300;-1;21300;-1;20310;-1;21310;-1;20320;-1;21320;-1;20330;-1;21330;-1;0;0;0;0;0;-1;0;0;0;-1
5130;;303101;303101;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;2;12;0;0;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;-1;-1;0;0;12;0;20300;-1;21300;-1;20310;-1;21310;-1;20320;-1;21320;-1;20330;-1;21330;-1;0;0;0;0;0;-1;0;0;0;-1
5135;;303111;303111;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;2;6;0;0;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;-1;-1;0;0;6;0;20300;-1;21300;-1;20310;-1;21310;-1;20320;-1;21320;-1;20330;-1;21330;-1;0;0;0;0;0;-1;0;0;0;-1
5140;;303131;303131;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;2;10;0;0;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;-1;-1;0;0;10;0;20300;-1;21300;-1;20310;-1;21310;-1;20320;-1;21320;-1;20330;-1;21330;-1;0;0;0;0;0;-1;0;0;0;-1
5145;;303181;303181;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;2;0;0;0;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;-1;-1;0;0;16;0;20300;-1;21300;-1;20310;-1;21310;-1;20320;-1;21320;-1;20330;-1;21330;-1;0;0;0;0;0;-1;0;0;0;-1
5150;;303191;303191;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;2;0;0;0;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;-1;-1;0;0;14;0;20300;-1;21300;-1;20310;-1;21310;-1;20320;-1;21320;-1;20330;-1;21330;-1;0;0;0;0;0;-1;0;0;0;-1
5160;;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;1;1;0;0;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;-1;-1;0;0;1;0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;0;0;0;0;0;-1;0;0;0;-1
5165;;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;2;1;0;0;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;-1;-1;0;0;1;0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;0;0;0;0;0;-1;0;0;0;-1
5190;;4090;-1;-1;-1;-1;-1;-1;-1;-1;907;-1;-1;0;0;0;0;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;-1;-1;0;0;0;0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;0;0;0;0;0;-1;0;0;0;-1
5200;;301282;-1;-1;-1;-1;-1;-1;-1;-1;200;-1;-1;0;0;3;70;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;-1;-1;0;0;0;0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;0;0;0;0;0;-1;0;0;0;-1
5210;;4720;-1;-1;-1;-1;-1;-1;-1;-1;905;-1;-1;0;0;3;70;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;-1;-1;0;0;0;0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;0;0;0;0;0;-1;0;0;0;-1
5220;;301292;-1;-1;-1;-1;-1;-1;-1;-1;200;-1;-1;0;0;3;70;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;-1;-1;0;0;0;0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;0;0;0;0;0;-1;0;0;0;-1
5230;;301312;-1;-1;-1;-1;-1;-1;-1;-1;200;-1;-1;0;0;3;70;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;-1;-1;0;0;0;0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;0;0;0;0;0;-1;0;0;0;-1
5270;;-1;-1;-1;-1;300552;300552;-1;-1;-1;-1;-1;200;0;0;7;6;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;-1;-1;0;0;0;0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;0;0;0;7;0;-1;0;0;0;-1
5271;;300552;-1;300551;-1;-1;-1;-1;-1;-1;200;220;-1;0;0;0;0;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;-1;-1;0;0;0;0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;0;0;0;0;0;-1;0;0;0;-1
5280;;4530;-1;-1;-1;-1;-1;-1;-1;-1;905;-1;-1;0;0;3;60;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;-1;-1;0;0;0;0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;0;0;0;0;0;-1;0;0;0;-1
5281;;-1;-1;300561;-1;-1;-1;-1;-1;-1;-1;220;-1;0;0;0;0;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;-1;-1;0;0;0;0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;0;0;0;0;0;-1;0;0;0;-1
5302;;300552;-1;300551;-1;-1;-1;-1;-1;-1;200;220;-1;0;0;7;6;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;-1;-1;0;0;0;0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;0;0;0;7;0;-1;0;0;0;-1
5303;;4530;-1;300561;-1;-1;-1;-1;-1;-1;905;220;-1;0;0;3;60;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;-1;-1;0;0;0;0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;0;0;0;0;0;-1;0;0;0;-1
5304;;4610;-1;-1;-1;-1;-1;-1;-1;-1;220;-1;-1;0;0;0;0;True;False;False;False;False;False;False;False;False;False;True;True;True;False;False;-1;-1;0;0;0;0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;0;0;0;0;0;-1;0;0;0;-1
5306;;4750;300541;-1;-1;-1;-1;-1;-1;-1;905;-1;-1;0;0;3;21;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;-1;-1;0;0;0;0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;0;0;0;0;0;-1;0;0;0;-1
5307;;4500;-1;300541;-1;-1;-1;-1;-1;-1;905;905;-1;0;0;3;40;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;-1;-1;0;0;0;0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;0;0;0;0;0;-1;0;0;0;-1
5308;;4610;-1;-1;-1;-1;-1;-1;-1;-1;220;-1;-1;0;0;0;0;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;-1;-1;0;0;0;0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;0;0;0;0;0;-1;0;0;0;-1
5309;;4225;-1;-1;-1;-1;-1;-1;-1;-1;845;-1;-1;0;0;0;0;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;-1;-1;0;0;0;0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;0;0;0;0;0;-1;0;0;0;-1
5310;;302212;523542;-1;-1;-1;-1;-1;-1;-1;212;-1;-1;0;0;1;20;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;-1;-1;0;0;0;0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;0;0;0;0;0;-1;0;0;0;-1
5311;;302213;523542;-1;-1;-1;-1;-1;-1;-1;1;-1;-1;0;0;0;0;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;-1;-1;0;0;0;0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;0;0;0;0;0;-1;0;0;0;-1
5312;;302213;-1;-1;-1;-1;-1;-1;-1;-1;2;-1;-1;0;0;0;0;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;-1;-1;0;0;0;0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;0;0;0;0;0;-1;0;0;0;-1
5313;;302213;-1;-1;-1;-1;-1;-1;-1;-1;3;-1;-1;0;0;0;0;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;-1;-1;0;0;0;0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;0;0;0;0;0;-1;0;0;0;-1
5314;;302213;-1;-1;-1;-1;-1;-1;-1;-1;4;-1;-1;0;0;0;0;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;-1;-1;0;0;0;0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;0;0;0;0;0;-1;0;0;0;-1
