Row ID;Row Name;Disable Param - Network Test;Enable Fast Travel Event Flag ID;Weather Lot - Time Offset;Weather Create Asset Limit ID;Map AI Sight Type;Sound Indoor Type;Reverb Default Type;BGM Place Info;Env Place Info;Map Additional Sound Bank ID;Map Height for Sound;Enable Blend Timezone Envmap;Override GI Resolution - XSS;Map High Hit Switch - AABB Depth;Map High Hit Switch - AABB Height;Map High Hit Switch - Play Distance;Automatic Draw Group - Back Side Pixel Count;Player Light Scale;Enable Timezone Player Light Scale;Disable Automatic Cliff Wind;Open Character Activation Threshold;Map Mimicry Establishment Param ID;Override GI Resolution - XSX
60404900;;True;0;0;2;0;0;-1;20;20;-1;0;True;-1;40;40;5;32400;1;True;False;-1;-1;-1
60405000;;True;0;0;2;0;0;-1;20;20;-1;0;True;-1;40;40;5;32400;1;True;False;-1;-1;-1
60405100;;True;0;0;2;0;0;-1;20;20;-1;0;True;-1;40;40;5;32400;1;True;False;-1;-1;-1
60405200;;True;0;0;2;0;0;-1;20;20;-1;0;True;-1;40;40;5;32400;1;True;False;-1;-1;-1
60405300;;True;0;0;2;0;0;-1;20;20;-1;0;True;-1;40;40;5;32400;1;True;False;-1;-1;-1
60405400;;True;0;0;2;0;0;-1;20;20;-1;0;True;-1;40;40;5;32400;1;True;False;-1;-1;-1
60405500;;True;0;0;2;0;0;-1;20;20;60020;0;True;-1;40;40;5;32400;1;True;False;-1;-1;-1
60405600;;True;0;0;4;0;0;-1;40;40;-1;0;True;-1;40;40;5;32400;1;True;False;-1;-1;-1
60413200;;True;0;0;0;0;0;-1;0;0;60000;0;True;-1;40;40;5;32400;1;True;False;-1;-1;-1
60413300;;True;0;3600;0;0;0;-1;0;0;60000;0;True;-1;40;40;5;32400;1;True;False;-1;-1;-1
60413400;;False;0;0;0;0;0;-1;0;0;60000;0;True;-1;40;40;5;32400;1;True;False;-1;-1;-1
60413500;;False;0;0;0;0;0;-1;0;0;60000;0;True;-1;40;40;5;32400;1;True;False;-1;-1;-1
60413600;;False;0;0;0;0;0;-1;0;0;60000;0;True;-1;40;40;5;32400;1;True;False;-1;-1;-1
60413700;;False;0;0;0;0;0;-1;0;0;60000;0;True;-1;40;40;5;32400;1;True;False;-1;-1;-1
60413800;;False;0;0;0;0;0;-1;0;0;60000;0;True;-1;40;40;5;32400;1;True;False;-1;-1;-1
60413900;;False;0;0;0;0;0;-1;0;0;60000;0;True;-1;40;40;5;32400;1;True;False;-1;-1;-1
60414000;;True;0;0;0;0;0;-1;0;0;60000;0;True;-1;40;40;5;32400;1;True;False;-1;-1;-1
60414100;;True;0;0;1;0;0;-1;10;10;60010;0;True;-1;40;40;5;32400;1;True;False;-1;-1;-1
60414200;;True;0;0;1;0;0;-1;10;10;60010;0;True;-1;40;40;5;32400;1;True;False;-1;-1;-1
60414300;;True;0;0;1;0;0;-1;10;10;60010;0;True;-1;40;40;5;32400;1;True;False;-1;-1;-1
60414400;;True;0;0;1;0;0;-1;10;10;60010;0;True;-1;40;40;5;32400;1;True;False;-1;-1;-1
60414500;;True;0;0;1;0;0;-1;10;10;60010;0;True;-1;40;40;5;32400;1;True;False;-1;-1;-1
60414600;;True;0;0;1;0;0;-1;10;10;60010;0;True;-1;40;40;5;32400;1;True;False;-1;-1;-1
60414700;;True;0;0;2;0;0;-1;20;20;-1;0;True;-1;40;40;5;32400;1;True;False;-1;-1;-1
60414800;;True;0;0;2;0;0;-1;20;20;-1;0;True;-1;40;40;5;32400;1;True;False;-1;-1;-1
60414900;;True;0;0;2;0;0;-1;20;20;-1;0;True;-1;40;40;5;32400;1;True;False;-1;-1;-1
60415000;;True;0;0;2;0;0;-1;20;20;60020;0;True;-1;40;40;5;32400;1;True;False;-1;-1;-1
60415100;;True;0;0;2;0;0;-1;20;20;60020;0;True;-1;40;40;5;32400;1;True;False;-1;-1;-1
60415200;;True;0;0;2;0;0;-1;20;20;60020;0;True;-1;40;40;5;32400;1;True;False;-1;-1;-1
60415300;;True;0;0;2;0;0;-1;20;20;-1;0;True;-1;40;40;5;32400;1;True;False;-1;-1;-1
60415400;;True;0;0;2;0;0;-1;20;20;-1;0;True;-1;40;40;5;32400;1;True;False;-1;-1;-1
60415500;;True;0;0;2;0;0;-1;20;20;-1;0;True;-1;40;40;5;32400;1;True;False;-1;-1;-1
60415600;;True;0;0;4;0;0;-1;40;40;-1;0;True;-1;40;40;5;32400;1;True;False;-1;-1;-1
60415700;;True;0;0;4;0;0;-1;40;40;-1;0;True;-1;40;40;5;32400;1;True;False;-1;-1;-1
60415800;;True;0;0;4;0;0;-1;40;40;-1;0;True;-1;40;40;5;32400;1;True;False;-1;-1;-1
60415900;;True;0;0;4;0;0;-1;40;40;-1;0;True;-1;40;40;5;32400;1;True;False;-1;-1;-1
60416000;;True;0;0;4;0;0;-1;40;40;-1;0;True;-1;40;40;5;32400;1;True;False;-1;-1;-1
60416100;;True;0;0;4;0;0;-1;40;40;-1;0;True;-1;40;40;5;32400;1;True;False;-1;-1;-1
60423000;;True;0;0;0;0;0;-1;0;0;60000;0;True;-1;40;40;5;32400;1;True;False;-1;-1;-1
60423100;;True;0;0;0;0;0;-1;0;0;60000;0;True;-1;40;40;5;32400;1;True;False;-1;-1;-1
60423200;;True;0;0;0;0;0;-1;0;0;60000;0;True;-1;40;40;5;32400;1;True;False;-1;-1;-1
60423300;;True;0;2400;0;0;0;-1;0;0;60000;0;True;-1;40;40;5;32400;1;True;False;-1;-1;-1
60423400;;True;0;0;0;0;0;-1;0;0;60000;0;True;-1;40;40;5;32400;1;True;False;-1;-1;-1
60423500;;False;0;0;0;0;0;-1;0;0;60000;0;True;-1;40;40;5;32400;1;True;False;-1;-1;-1
60423600;;False;0;0;0;0;0;-1;0;0;60000;0;True;-1;40;40;5;32400;1;True;False;-1;-1;-1
60423700;;False;0;0;0;0;0;-1;0;0;60000;0;True;-1;40;40;5;32400;1;True;False;-1;-1;-1
60423800;;False;0;0;0;0;0;-1;0;0;60000;0;True;-1;40;40;5;32400;1;True;False;-1;-1;-1
60423900;;False;0;0;0;0;0;-1;0;0;60000;0;True;-1;40;40;5;32400;1;True;False;-1;-1;-1
60424000;;True;0;0;0;0;0;-1;0;0;60000;0;True;-1;40;40;5;32400;1;True;False;-1;-1;-1
60424100;;True;0;0;1;0;0;-1;10;10;60010;0;True;-1;40;40;5;32400;1;True;False;-1;-1;-1
60424200;;True;0;0;1;0;0;-1;10;10;60010;0;True;-1;40;40;5;32400;1;True;False;-1;-1;-1
60424300;;True;0;0;1;0;0;-1;10;10;60010;0;True;-1;40;40;5;32400;1;True;False;-1;-1;-1
60424400;;True;0;0;1;0;0;-1;10;10;60010;0;True;-1;40;40;5;32400;1;True;False;-1;-1;-1
60424500;;True;0;0;1;0;0;-1;10;10;60010;0;True;-1;40;40;5;32400;1;True;False;-1;-1;-1
60424600;;True;0;0;1;0;0;-1;10;10;60010;0;True;-1;40;40;5;32400;1;True;False;-1;-1;-1
60424700;;True;0;0;2;0;0;-1;20;20;-1;0;True;-1;40;40;5;32400;1;True;False;-1;-1;-1
60424800;;True;0;0;2;0;0;-1;20;20;-1;0;True;-1;40;40;5;32400;1;True;False;-1;-1;-1
60424900;;True;0;0;2;0;0;-1;20;20;-1;0;True;-1;40;40;5;32400;1;True;False;-1;-1;-1
60425000;;True;0;0;2;0;0;-1;20;20;60020;0;True;-1;40;40;5;32400;1;True;False;-1;-1;-1
60425100;;True;0;0;2;0;0;-1;20;20;60020;0;True;-1;40;40;5;32400;1;True;False;-1;-1;-1
60425200;;True;0;0;2;0;0;-1;20;20;60020;0;True;-1;40;40;5;32400;1;True;False;-1;-1;-1
60425300;;True;0;0;2;0;0;-1;20;20;-1;0;True;-1;40;40;5;32400;1;True;False;-1;-1;-1
60425400;;True;0;0;2;0;0;-1;20;20;-1;0;True;-1;40;40;5;32400;1;True;False;-1;-1;-1
60425500;;True;0;0;2;0;0;-1;20;20;-1;0;True;-1;40;40;5;32400;1;True;False;-1;-1;-1
60425600;;True;0;0;4;0;0;-1;40;40;-1;0;True;-1;40;40;5;32400;1;True;False;-1;-1;-1
60425700;;True;0;0;4;0;0;-1;40;40;-1;0;True;-1;40;40;5;32400;1;True;False;-1;-1;-1
60425800;;True;0;0;4;0;0;-1;40;40;-1;0;True;-1;40;40;5;32400;1;True;False;-1;-1;-1
60425900;;True;0;0;4;0;0;-1;40;40;-1;0;True;-1;40;40;5;32400;1;True;False;-1;-1;-1
60426000;;True;0;0;4;0;0;-1;40;40;-1;0;True;-1;40;40;5;32400;1;True;False;-1;-1;-1
60426100;;True;0;0;4;0;0;-1;40;40;-1;0;True;-1;40;40;5;32400;1;True;False;-1;-1;-1
60426200;;True;0;0;4;0;0;-1;40;40;-1;0;True;-1;40;40;5;32400;1;True;False;-1;-1;-1
60433000;;True;0;0;0;0;0;-1;0;0;60000;0;True;-1;40;40;5;32400;1;True;False;-1;-1;-1
60433100;;True;0;0;0;0;0;-1;0;0;60000;0;True;-1;40;40;5;32400;1;True;False;-1;-1;-1
60433200;;True;0;0;0;0;0;-1;0;0;60000;0;True;-1;40;40;5;32400;1;True;False;-1;-1;-1
60433300;;True;0;0;0;0;0;-1;0;0;60000;0;True;-1;40;40;5;32400;1;True;False;-1;-1;-1
60433400;;True;0;0;0;0;0;-1;0;0;60000;0;True;-1;40;40;5;32400;1;True;False;-1;-1;-1
60433500;;False;0;0;0;0;0;-1;0;0;60000;0;True;-1;40;40;5;32400;1;True;False;-1;-1;-1
60433600;;False;0;0;0;0;0;-1;0;0;60000;0;True;-1;40;40;5;32400;1;True;False;-1;-1;-1
60433700;;False;0;0;0;0;0;-1;0;0;60000;0;True;-1;40;40;5;32400;1;True;False;-1;-1;-1
60433800;;False;0;0;0;0;0;-1;0;0;60000;0;True;-1;40;40;5;32400;1;True;False;-1;-1;-1
60433900;;False;0;0;0;0;0;-1;0;0;60000;0;True;-1;40;40;5;32400;1;True;False;-1;-1;-1
60434000;;True;0;0;0;0;0;-1;0;0;60000;0;True;-1;40;40;5;32400;1;True;False;-1;-1;-1
60434100;;True;0;0;1;0;0;-1;10;10;60010;0;True;-1;40;40;5;32400;1;True;False;-1;-1;-1
60434200;;True;0;0;1;0;0;-1;10;10;60010;0;True;-1;40;40;5;32400;1;True;False;-1;-1;-1
60434300;;True;0;0;1;0;0;-1;10;10;60010;0;True;-1;40;40;5;32400;1;True;False;-1;-1;-1
60434400;;True;0;0;1;0;0;-1;10;10;60010;0;True;-1;40;40;5;32400;1;True;False;-1;-1;-1
60434500;;True;0;0;1;0;0;-1;10;10;60010;0;True;-1;40;40;5;32400;1;True;False;-1;-1;-1
60434600;;True;0;0;1;0;0;-1;10;10;60010;0;True;-1;40;40;5;32400;1;True;False;-1;-1;-1
60434700;;True;0;0;2;0;0;-1;20;20;-1;0;True;-1;40;40;5;32400;1;True;False;-1;-1;-1
60434800;;True;0;0;2;0;0;-1;20;20;-1;0;True;-1;40;40;5;32400;1;True;False;-1;-1;-1
60434900;;True;0;0;2;0;0;-1;20;20;-1;0;True;-1;40;40;5;32400;1;True;False;-1;-1;-1
60435000;;True;0;0;2;0;0;-1;20;20;60020;0;True;-1;40;40;5;32400;1;True;False;-1;-1;-1
60435100;;True;0;0;2;0;0;-1;20;20;60020;0;True;-1;40;40;5;32400;1;True;False;-1;-1;-1
60435200;;True;0;0;2;0;0;-1;20;20;60020;0;True;-1;40;40;5;32400;1;True;False;-1;-1;-1
60435300;;True;0;0;2;0;0;-1;20;20;-1;0;True;-1;40;40;5;32400;1;True;False;-1;-1;-1
60435400;;True;0;0;4;0;0;-1;40;40;-1;0;True;-1;40;40;5;32400;1;True;False;-1;-1;-1
60435500;;True;0;0;4;0;0;-1;40;40;-1;0;True;-1;40;40;5;32400;1;True;False;-1;-1;-1
60435600;;True;0;0;4;0;0;-1;40;40;-1;0;True;-1;40;40;5;32400;1;True;False;-1;-1;-1
60435700;;True;0;0;4;0;0;-1;40;40;-1;0;True;-1;40;40;5;32400;1;True;False;-1;-1;-1
60435800;;True;0;0;4;0;0;-1;40;40;-1;0;True;-1;40;40;5;32400;1;True;False;-1;-1;-1
60435900;;True;0;0;4;0;0;-1;40;40;-1;0;True;-1;40;40;5;32400;1;True;False;-1;-1;-1
60436000;;True;0;0;4;0;0;-1;40;40;-1;0;True;-1;40;40;5;32400;1;True;False;-1;-1;-1
60436100;;True;0;0;4;0;0;-1;40;40;-1;0;True;-1;40;40;5;32400;1;True;False;-1;-1;-1
60436200;;True;0;0;4;0;0;-1;40;40;-1;0;True;-1;40;40;5;32400;1;True;False;-1;-1;-1
60443000;;True;0;0;0;0;0;-1;0;0;60000;0;True;-1;40;40;5;32400;1;True;False;-1;-1;-1
60443100;;True;0;0;0;0;0;-1;0;0;60000;0;True;-1;40;40;5;32400;1;True;False;-1;-1;-1
60443200;;True;0;0;0;0;0;-1;0;0;60000;0;True;-1;40;40;5;32400;1;True;False;-1;-1;-1
60443300;;True;0;0;0;0;0;-1;0;0;60000;0;True;-1;40;40;5;32400;1;True;False;-1;-1;-1
60443400;;True;0;0;0;0;0;-1;0;0;60000;0;True;-1;40;40;5;32400;1;True;False;-1;-1;-1
60443500;;False;0;0;0;0;0;-1;0;0;60000;0;True;-1;40;40;5;32400;1;True;False;-1;-1;-1
60443600;;False;0;0;0;0;0;-1;0;0;60000;0;True;-1;40;40;5;32400;1;True;False;-1;-1;-1
60443700;;False;0;0;0;0;0;-1;0;0;60000;0;True;-1;40;40;5;32400;1;True;False;-1;-1;-1
60443800;;False;0;0;0;0;0;-1;0;0;60000;0;True;-1;40;40;5;32400;1;True;False;-1;-1;-1
60443900;;False;0;0;0;0;0;-1;0;0;60000;0;True;-1;40;40;5;32400;1;True;False;-1;-1;-1
60444000;;True;0;0;0;0;0;-1;0;0;60000;0;True;-1;40;40;5;32400;1;True;False;-1;-1;-1
60444100;;True;0;0;0;0;0;-1;0;0;60000;0;True;-1;40;40;5;32400;1;True;False;-1;-1;-1
60444200;;True;0;0;1;0;0;-1;10;10;60010;0;True;-1;40;40;5;32400;1;True;False;-1;-1;-1
60444300;;True;0;0;1;0;0;-1;10;10;60010;0;True;-1;40;40;5;32400;1;True;False;-1;-1;-1
60444400;;True;0;0;1;0;0;-1;10;10;60010;0;True;-1;40;40;5;32400;1;True;False;-1;-1;-1
60444500;;True;0;0;1;0;0;-1;10;10;60010;0;True;-1;40;40;5;32400;1;True;False;-1;-1;-1
60444600;;True;0;0;1;0;0;-1;10;10;60010;0;True;-1;40;40;5;32400;1;True;False;-1;-1;-1
60444700;;True;0;0;2;0;0;-1;20;20;-1;0;True;-1;40;40;5;32400;1;True;False;-1;-1;-1
60444800;;True;0;0;2;0;0;-1;20;20;-1;0;True;-1;40;40;5;32400;1;True;False;-1;-1;-1
60444900;;True;0;0;2;0;0;-1;20;20;-1;0;True;-1;40;40;5;32400;1;True;False;-1;-1;-1
60445000;;True;0;0;2;0;0;-1;20;20;-1;0;True;-1;40;40;5;32400;1;True;False;-1;-1;-1
60445100;;True;0;0;2;0;0;-1;20;20;-1;0;True;-1;40;40;5;32400;1;True;False;-1;-1;-1
60445200;;True;0;0;2;0;0;-1;20;20;60020;0;True;-1;40;40;5;32400;1;True;False;-1;-1;-1
60445300;;True;0;0;2;0;0;-1;20;20;-1;0;True;-1;40;40;5;32400;1;True;False;-1;-1;-1
60445400;;True;0;0;4;0;0;-1;40;40;-1;0;True;-1;40;40;5;32400;1;True;False;-1;-1;-1
60445500;;True;0;0;4;0;0;-1;40;40;-1;0;True;-1;40;40;5;32400;1;True;False;-1;-1;-1
60445600;;True;0;0;4;0;0;-1;40;40;-1;0;True;-1;40;40;5;32400;1;True;False;-1;-1;-1
60445700;;True;0;0;4;0;0;-1;40;40;-1;0;True;-1;40;40;5;32400;1;True;False;-1;-1;-1
60445800;;True;0;0;4;0;0;-1;40;40;-1;0;True;-1;40;40;5;32400;1;True;False;-1;-1;-1
60445900;;True;0;0;4;0;0;-1;40;40;-1;0;True;-1;40;40;5;32400;1;True;False;-1;-1;-1
60446000;;True;0;0;4;0;0;-1;40;40;-1;0;True;-1;40;40;5;32400;1;True;False;-1;-1;-1
60446100;;True;0;0;4;0;0;-1;40;40;-1;0;True;-1;40;40;5;32400;1;True;False;-1;-1;-1
60446200;;True;0;0;4;0;0;-1;40;40;-1;0;True;-1;40;40;5;32400;1;True;False;-1;-1;-1
60453100;;True;0;0;0;0;0;-1;0;0;60000;0;True;-1;40;40;5;32400;1;True;False;-1;-1;-1
60453200;;True;0;0;0;0;0;-1;0;0;60000;0;True;-1;40;40;5;32400;1;True;False;-1;-1;-1
60453300;;True;0;0;0;0;0;-1;0;0;60000;0;True;-1;40;40;5;32400;1;True;False;-1;-1;-1
60453400;;True;0;0;0;0;0;-1;0;0;60000;0;True;-1;40;40;5;32400;1;True;False;-1;-1;-1
60453500;;True;0;0;0;0;0;-1;0;0;60000;0;True;-1;40;40;5;32400;1;True;False;-1;-1;-1
60453600;;True;0;0;0;0;0;-1;0;0;60000;0;True;-1;40;40;5;32400;1;True;False;-1;-1;-1
60453700;;True;0;0;0;0;0;-1;0;0;60000;0;True;-1;40;40;5;32400;1;True;False;-1;-1;-1
60453800;;True;0;0;0;0;0;-1;0;0;60000;0;True;-1;40;40;5;32400;1;True;False;-1;-1;-1
60453900;;True;0;0;0;0;0;-1;0;0;60000;0;True;-1;40;40;5;32400;1;True;False;-1;-1;-1
60454000;;True;0;0;0;0;0;-1;0;0;60000;0;True;-1;40;40;5;32400;1;True;False;-1;-1;-1
60454100;;True;0;0;0;0;0;-1;0;0;60000;0;True;-1;40;40;5;32400;1;True;False;-1;-1;-1
60454200;;True;0;0;1;0;0;-1;10;10;60010;0;True;-1;40;40;5;32400;1;True;False;-1;-1;-1
60454300;;True;0;0;1;0;0;-1;10;10;60010;0;True;-1;40;40;5;32400;1;True;False;-1;-1;-1
60454400;;True;0;0;1;0;0;-1;10;10;60010;0;True;-1;40;40;5;32400;1;True;False;-1;-1;-1
60454500;;True;0;0;1;0;0;-1;10;10;60010;0;True;-1;40;40;5;32400;1;True;False;-1;-1;-1
60454600;;True;0;0;1;0;0;-1;10;10;60010;0;True;-1;40;40;5;32400;1;True;False;-1;-1;-1
60454700;;True;0;0;2;0;0;-1;20;20;-1;0;True;-1;40;40;5;32400;1;True;False;-1;-1;-1
60454800;;True;0;0;2;0;0;-1;20;20;-1;0;True;-1;40;40;5;32400;1;True;False;-1;-1;-1
60454900;;True;0;0;2;0;0;-1;20;20;-1;0;True;-1;40;40;5;32400;1;True;False;-1;-1;-1
60455000;;True;0;0;2;0;0;-1;20;20;-1;0;True;-1;40;40;5;32400;1;True;False;-1;-1;-1
60455100;;True;0;0;2;0;0;-1;20;20;-1;0;True;-1;40;40;5;32400;1;True;False;-1;-1;-1
60455200;;True;0;0;2;0;0;-1;20;20;-1;0;True;-1;40;40;5;32400;1;True;False;-1;-1;-1
60455300;;True;0;0;2;0;0;-1;20;20;-1;0;True;-1;40;40;5;32400;1;True;False;-1;-1;-1
60455400;;True;0;0;4;0;0;-1;40;40;-1;0;True;-1;40;40;5;32400;1;True;False;-1;-1;-1
60455500;;True;0;0;4;0;0;-1;40;40;-1;0;True;-1;40;40;5;32400;1;True;False;-1;-1;-1
60455600;;True;0;0;4;0;0;-1;40;40;-1;0;True;-1;40;40;5;32400;1;True;False;-1;-1;-1
60455700;;True;0;0;4;0;0;-1;40;40;-1;0;True;-1;40;40;5;32400;1;True;False;-1;-1;-1
60455800;;True;0;0;4;0;0;-1;40;40;-1;0;True;-1;40;40;5;32400;1;True;False;-1;-1;-1
60455900;;True;0;0;4;0;0;-1;40;40;-1;0;True;-1;40;40;5;32400;1;True;False;-1;-1;-1
60456000;;True;0;0;4;0;0;-1;40;40;-1;0;True;-1;40;40;5;32400;1;True;False;-1;-1;-1
60456100;;True;0;0;4;0;0;-1;40;40;-1;0;True;-1;40;40;5;32400;1;True;False;-1;-1;-1
60456200;;True;0;0;4;0;0;-1;40;40;-1;0;True;-1;40;40;5;32400;1;True;False;-1;-1;-1
60456300;;True;0;0;4;0;0;-1;40;40;-1;0;True;-1;40;40;5;32400;1;True;False;-1;-1;-1
60463400;;True;0;0;0;0;0;-1;0;0;60000;0;True;-1;40;40;5;32400;1;True;False;-1;-1;-1
60463500;;True;0;0;0;0;0;-1;0;0;60000;0;True;-1;40;40;5;32400;1;True;False;-1;-1;-1
60463600;;True;0;0;0;0;0;-1;0;0;60000;0;True;-1;40;40;5;32400;1;True;False;-1;-1;-1
60463700;;True;0;0;0;0;0;-1;0;0;60000;0;True;-1;40;40;5;32400;1;True;False;-1;-1;-1
60463800;;True;0;0;0;0;0;-1;0;0;60000;0;True;-1;40;40;5;32400;1;True;False;-1;-1;-1
60463900;;True;0;0;0;0;0;-1;0;0;60000;0;True;-1;40;40;5;32400;1;True;False;-1;-1;-1
60464000;;True;0;0;3;0;0;-1;0;0;60000;0;True;-1;40;40;5;32400;1;True;False;-1;-1;-1
60464100;;True;0;0;3;0;0;-1;30;30;-1;0;True;-1;40;40;5;32400;1;True;False;-1;-1;-1
60464200;;True;0;0;3;0;0;-1;30;30;-1;0;True;-1;40;40;5;32400;1;True;False;-1;-1;-1
60464300;;True;0;0;3;0;0;-1;30;30;-1;0;True;-1;40;40;5;32400;1;True;False;-1;-1;-1
60464400;;True;0;0;3;0;0;-1;30;30;-1;0;True;-1;40;40;5;32400;1;True;False;-1;-1;-1
60464500;;True;0;0;3;0;0;-1;30;30;-1;0;True;-1;40;40;5;32400;1;True;False;-1;-1;-1
60464600;;True;0;0;2;0;0;-1;20;20;-1;0;True;-1;40;40;5;32400;1;True;False;-1;-1;-1
60464700;;True;0;0;2;0;0;-1;20;20;-1;0;True;-1;40;40;5;32400;1;True;False;-1;-1;-1
60464800;;True;0;0;2;0;0;-1;20;20;-1;0;True;-1;40;40;5;32400;1;True;False;-1;-1;-1
60464900;;True;0;0;4;0;0;-1;40;40;-1;0;True;-1;40;40;5;32400;1;True;False;-1;-1;-1
60465000;;True;0;0;4;0;0;-1;40;40;-1;0;True;-1;40;40;5;32400;1;True;False;-1;-1;-1
60465100;;True;0;0;4;0;0;-1;40;40;-1;0;True;-1;40;40;5;32400;1;True;False;-1;-1;-1
60465200;;True;0;0;4;0;0;-1;40;40;-1;0;True;-1;40;40;5;32400;1;True;False;-1;-1;-1
60465300;;True;0;0;4;0;0;-1;40;40;-1;0;True;-1;40;40;5;32400;1;True;False;-1;-1;-1
60465400;;True;0;0;4;0;0;-1;40;40;-1;0;True;-1;40;40;5;32400;1;True;False;-1;-1;-1
60465500;;True;0;0;41;0;0;-1;41;40;-1;0;True;-1;40;40;5;32400;1;True;False;-1;-1;-1
60465600;;True;0;0;41;0;0;-1;41;40;-1;0;True;-1;40;40;5;32400;1;True;False;-1;-1;-1
60465700;;True;0;0;41;0;0;-1;41;40;-1;0;True;-1;40;40;5;32400;1;True;False;-1;-1;-1
60465800;;True;0;0;4;0;0;-1;40;40;-1;0;True;-1;40;40;5;32400;1;True;False;-1;-1;-1
60465900;;True;0;0;4;0;0;-1;40;40;-1;0;True;-1;40;40;5;32400;1;True;False;-1;-1;-1
60466000;;True;0;0;4;0;0;-1;40;40;-1;0;True;-1;40;40;5;32400;1;True;False;-1;-1;-1
60466100;;True;0;0;4;0;0;-1;40;40;-1;0;True;-1;40;40;5;32400;1;True;False;-1;-1;-1
60466200;;True;0;0;4;0;0;-1;40;40;-1;0;True;-1;40;40;5;32400;1;True;False;-1;-1;-1
60466300;;True;0;0;4;0;0;-1;40;40;-1;0;True;-1;40;40;5;32400;1;True;False;-1;-1;-1
60473600;;True;0;0;3;0;0;-1;30;30;-1;0;True;-1;40;40;5;32400;1;True;False;-1;-1;-1
60473700;;True;0;0;3;0;0;-1;30;30;-1;0;True;-1;40;40;5;32400;1;True;False;-1;-1;-1
60473800;;True;0;0;3;0;0;-1;30;30;60030;0;True;-1;40;40;5;32400;1;True;False;-1;-1;-1
60473900;;True;0;0;3;0;0;-1;30;30;-1;0;True;-1;40;40;5;32400;1;True;False;-1;-1;-1
60474000;;True;0;0;3;0;0;-1;30;30;60030;0;True;-1;40;40;5;32400;1;True;False;-1;-1;-1
60474100;;True;0;0;3;0;0;-1;30;30;-1;0;True;-1;40;40;5;32400;1;True;False;-1;-1;-1
60474200;;True;0;0;3;0;0;-1;30;30;-1;0;True;-1;40;40;5;32400;1;True;False;-1;-1;-1
60474300;;True;0;0;3;0;0;-1;30;30;-1;0;True;-1;40;40;5;32400;1;True;False;-1;-1;-1
60474400;;True;0;0;3;0;0;-1;30;30;-1;0;True;-1;40;40;5;32400;1;True;False;-1;-1;-1
60474500;;True;0;0;3;0;0;-1;30;30;-1;0;True;-1;40;40;5;32400;1;True;False;-1;-1;-1
60474600;;True;0;0;4;0;0;-1;40;40;-1;0;True;-1;40;40;5;32400;1;True;False;-1;-1;-1
60474700;;True;0;0;4;0;0;-1;40;40;-1;0;True;-1;40;40;5;32400;1;True;False;-1;-1;-1
60474800;;True;0;0;4;0;0;-1;40;40;-1;0;True;-1;40;40;5;32400;1;True;False;-1;-1;-1
60474900;;True;0;0;4;0;0;-1;40;40;-1;0;True;-1;40;40;5;32400;1;True;False;-1;-1;-1
60475000;;True;0;0;4;0;0;-1;40;40;-1;0;True;-1;40;40;5;32400;1;True;False;-1;-1;-1
60475100;;True;0;0;42;0;0;-1;40;40;-1;0;True;-1;40;40;5;32400;1;True;False;-1;-1;-1
60475200;;True;0;0;4;0;0;-1;40;40;-1;0;True;-1;40;40;5;32400;1;True;False;-1;-1;-1
60475300;;True;0;0;4;0;0;-1;40;40;-1;0;True;-1;40;40;5;32400;1;True;False;-1;-1;-1
60475400;;True;0;0;41;0;0;-1;40;40;-1;0;True;-1;40;40;5;32400;1;True;False;-1;-1;-1
60475500;;True;0;0;41;0;0;-1;41;40;-1;0;True;-1;40;40;5;32400;1;True;False;-1;-1;-1
60475600;;True;0;0;41;0;0;-1;41;40;-1;0;True;-1;40;40;5;32400;1;True;False;-1;-1;-1
60475700;;True;0;0;41;0;0;-1;41;40;-1;0;True;-1;40;40;5;32400;1;True;False;-1;-1;-1
60475800;;True;0;0;41;0;0;-1;41;40;-1;0;True;-1;40;40;5;32400;1;True;False;-1;-1;-1
60475900;;True;0;0;4;0;0;-1;40;40;-1;0;True;-1;40;40;5;32400;1;True;False;-1;-1;-1
60476000;;True;0;0;4;0;0;-1;40;40;-1;0;True;-1;40;40;5;32400;1;True;False;-1;-1;-1
60476100;;True;0;0;4;0;0;-1;40;40;-1;0;True;-1;40;40;5;32400;1;True;False;-1;-1;-1
60476200;;True;0;0;4;0;0;-1;40;40;-1;0;True;-1;40;40;5;32400;1;True;False;-1;-1;-1
60476300;;True;0;0;4;0;0;-1;40;40;-1;0;True;-1;40;40;5;32400;1;True;False;-1;-1;-1
60483600;;True;0;0;3;0;0;-1;30;30;-1;0;True;-1;40;40;5;32400;1;True;False;-1;-1;-1
60483700;;True;0;0;3;0;0;-1;30;30;-1;0;True;-1;40;40;5;32400;1;True;False;-1;-1;-1
60483800;;True;0;0;3;0;0;-1;30;30;-1;0;True;-1;40;40;5;32400;1;True;False;-1;-1;-1
60483900;;True;0;0;3;0;0;-1;30;30;-1;0;True;-1;40;40;5;32400;1;True;False;-1;-1;-1
60484000;;True;0;0;3;0;0;-1;30;30;-1;0;True;-1;40;40;5;32400;1;True;False;-1;-1;-1
60484100;;True;0;0;3;0;0;-1;30;30;-1;0;True;-1;40;40;5;32400;1;True;False;-1;-1;-1
60484200;;True;0;0;3;0;0;-1;30;30;-1;0;True;-1;40;40;5;32400;1;True;False;-1;-1;-1
60484300;;True;0;0;3;0;0;-1;30;30;-1;0;True;-1;40;40;5;32400;1;True;False;-1;-1;-1
