Row ID;Row Name;Disable Param - Network Test;Logic ID;Battle Goal ID;Sight - Distance;Sight - Y Angle;Don't Avoid Giant Enemy;Enable Weapon Switch;Aim for AI Target Lock Dummy Poly ID;Ranged Attack - SpEffect ID;Search Target - Forget Time [1];Search Target - Forget Time [2];BackToHome Goal Duration after NPC Wall Collision;Search Target - Visual Forget Time;Blocked Movement - Anim ID;Listen - Distance;Call Help - Action Animation ID;Call Help - Call Action ID;Sight - Distance;Use Guard against Actions;Listen - Sound Cutoff Distance;Sense - Distance;Retreat Home - Max Distance;Retreat Home - Distance;Retreat Home - Battle Distance;Non-Battle Act Life;Retreat Home - Look for Target Time;Retreat Home - Look for Target Distance;Sound Target - Forget Time;Battle - Start Distance;Call Help - My Peer ID;Call Help - Call Peer ID;Target System - Damage Effect Rate;Team Attack Effectivity;Sight - Angle X;Sight - Angle Y;Disable Darkness Modifier to Distance;Caravan Role;Call Help - Valid Target Min Distance;Call Help - Valid Target Range;Call Help - Forget Time by Arrival;Call Help - Min Wait Time;Call Help - Max Wait Time;Goal Action - To Caution (Sound);Listen - Listen Level;Call Help - Reply Behavior Type;Disable Path Move;Skip Arrival Visibility Check;Think Attribute - Do Admirer;Navigation - Edge;Navigation - Large Space;Navigation - Ladder;Navigation - Hole;Navigation - Door;Navigation - Ignore Navmesh Wall;Navigation - Lava;Navigation - Cliff Edge;Search Threshold - Level 0 to Level 1;Search Threshold - Level 1 to Level 2;Platoon - Reply Time;Platoon - Reply Add Random Time;Search Sight - Angle X;Update Battle Sight;Battle Sight - Overwrite Distance;Battle Sight - Overwrite Angle Height;Battle Sight - Overwrite Angle Width;Sight - Start Position - Backward Offset;Sight - Start Distance;Act Type on Failed Path;Goal Action - Target Alerted by Important Sound;Shift Animation ID on Ranged Attack;Act Type on Non-BTL Failed Path;Is Spirit Summon AI;Goal Action - Target Search Level 1;Goal Action - Target Search Level 2;Jump Move Type;Disable Local Steering;Goal Action - Target Lost;Change State Action - To Normal;Time to Forget Target;Attack ID - On Ranged Attack;Use Fall Jump - Outside of Combat;Use Fall Jump - In Combat;Enable Jump - In Combat;Back to Home Stuck Act;Sound Behavior ID [1];Sound Behavior ID [2];Sound Behavior ID [3];Sound Behavior ID [4];Sound Behavior ID [5];Sound Behavior ID [6];Sound Behavior ID [7];Sound Behavior ID [8];Weapon Switch Out - SpEffect ID;Weapon Switch In - SpEffect ID;Weapon Switch Out - Animation ID;Weapon Switch In - Animation ID;Stealth Attack - Animation ID
36301000;;False;10000;363000;20;20;False;False;True;-1;5;8;5;8;3000;0.1;0;0;100;False;0;0;85;30;20;1;7;12;3;100;0;0;100;70;60;45;True;0;0;0;0;0;0;1;128;0;False;0;1;True;True;False;False;True;False;False;False;5;35;0;2;0;False;0;0;0;2;2;2;2;-1;0;False;1;2;1;False;2;0;5;3005;0;2;1;0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
36301054;;False;10000;363000;20;20;False;False;True;-1;5;8;5;8;3000;0.1;0;0;80;False;0;0;85;30;20;1;7;12;3;100;0;0;100;70;80;45;True;0;0;0;0;0;0;1;128;0;False;0;1;True;True;False;False;True;False;False;False;5;35;0;2;0;False;0;0;0;2;2;2;1;-1;0;False;1;1;1;False;1;0;5;3005;0;2;1;0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
36400000;;False;10000;364000;8;20;False;False;True;-1;5;8;5;8;3000;0.1;0;0;16;False;0;0;85;30;12;1;7;12;3;15;0;0;100;0;60;45;True;0;0;0;0;0;0;1;128;0;False;0;1;True;True;False;False;True;False;False;False;5;35;0;2;0;False;0;0;0;2;2;1;2;-1;0;False;1;2;1;False;2;0;5;-1;0;2;1;0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
36500000;Erdtree Guardian;False;10000;365000;5;5;False;False;True;-1;5;8;5;8;3000;0.1;-1;-1;15;False;0;0;85;30;12;1;7;12;3;20;0;0;100;50;30;50;False;0;5;15;0;0;0;1;128;0;False;0;1;True;True;True;False;True;False;False;False;5;35;1;3;0;False;0;0;0;1;1;3;2;-1;0;False;1;2;2;False;2;0;5;-1;0;2;2;0;365000;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
36500100;;False;10000;365000;5;5;False;False;True;-1;5;8;5;8;3000;0.1;-1;-1;15;False;0;0;85;30;12;1;7;12;3;20;0;0;100;50;60;50;False;0;5;15;0;0;0;1;128;0;False;0;1;True;True;True;False;True;False;False;False;5;35;1;3;0;False;0;0;0;1;1;3;2;-1;0;False;1;2;2;False;2;0;5;-1;0;2;2;0;365000;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
36600000;Commoner;False;366000;366000;3;5;False;False;True;-1;5;8;5;8;3000;0.1;0;0;20;False;0;0;85;30;12;1;7;12;3;20;0;0;100;40;55;60;False;0;0;0;0;0;0;1;128;0;False;0;1;True;True;True;False;True;False;False;False;5;35;0;2;0;False;0;0;0;1;1;2;2;-1;0;False;1;2;1;False;2;0;5;3020;0;2;1;0;366000;450003;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;20020
36600040;;False;366000;366000;3;5;False;False;True;-1;5;8;5;8;3000;0.1;0;0;20;False;0;0;85;30;12;1;7;12;3;20;0;0;100;40;55;60;False;0;0;0;0;0;0;1;128;0;False;0;1;True;True;True;False;True;False;False;False;5;35;0;2;0;False;0;0;0;1;1;2;2;-1;0;False;1;2;1;False;2;0;5;3020;0;2;1;0;366000;450003;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
36600041;Commoner;False;366000;366000;0;0;False;False;True;-1;5;8;5;8;3000;0.1;0;0;0;False;0;0;85;30;12;1;7;12;3;0;0;0;100;40;0;0;False;0;0;0;0;0;0;0;0;0;False;0;1;True;True;True;False;True;False;False;False;5;35;0;2;0;False;0;0;0;0;0;2;0;-1;0;False;1;2;1;False;2;0;5;3020;0;2;1;0;366000;450003;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
36600090;;False;366000;366000;0;0;False;False;True;-1;5;8;5;8;3000;0.1;0;0;0;False;0;0;85;30;12;1;7;12;3;0;0;0;100;40;0;0;False;0;0;0;0;0;0;0;0;0;False;0;1;True;True;True;False;True;False;False;False;5;35;0;2;0;False;0;0;0;0;0;2;0;-1;0;False;1;2;1;False;2;0;5;3020;0;2;1;0;366000;450003;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
36600100;Commoner;False;366000;366000;3;5;False;False;True;-1;5;8;5;8;3000;0.1;0;0;20;False;0;0;85;30;12;1;7;12;3;20;0;0;100;40;55;60;False;0;0;0;0;0;0;1;128;0;False;0;1;True;True;True;False;True;False;False;False;5;35;0;2;0;False;0;0;0;1;1;2;2;-1;0;False;1;2;1;False;2;0;5;3020;0;2;1;0;-1;450003;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;20020
36600140;;False;366000;366000;3;5;False;False;True;-1;5;8;5;8;3000;0.1;0;0;20;False;0;0;85;30;12;1;7;12;3;20;0;0;100;40;55;60;False;0;0;0;0;0;0;1;128;0;False;0;1;True;True;True;False;True;False;False;False;5;35;0;2;0;False;0;0;0;1;1;2;2;-1;0;False;1;2;1;False;2;0;5;3020;0;2;1;0;-1;450003;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
36600200;;False;366000;366000;3;5;False;False;True;-1;5;8;5;8;3000;0.1;0;0;20;False;0;0;85;30;12;1;7;12;3;20;0;0;100;40;55;60;False;0;0;0;0;0;0;1;128;0;False;0;1;True;True;True;False;True;False;False;False;5;35;0;2;0;False;0;0;0;1;1;2;2;-1;0;False;1;2;1;False;2;0;5;3022;0;2;1;0;366000;450003;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;20020
36600210;;False;366000;366000;3;5;False;False;True;-1;5;8;5;8;3000;0.1;0;0;20;False;0;0;85;30;12;1;7;12;3;20;0;0;100;40;55;60;False;0;0;0;0;0;0;1;128;0;False;0;1;True;True;True;False;True;False;False;False;5;35;0;2;0;False;0;0;0;1;1;2;1;-1;0;False;1;1;1;False;1;0;5;3022;0;2;1;0;366000;450003;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;20020
36600240;;False;366000;366000;3;5;False;False;True;-1;5;8;5;8;3000;0.1;0;0;20;False;0;0;85;30;12;1;7;12;3;20;0;0;100;40;55;60;False;0;0;0;0;0;0;1;128;0;False;0;1;True;True;True;False;True;False;False;False;5;35;0;2;0;False;0;0;0;1;1;2;2;-1;0;False;1;2;1;False;2;0;5;3022;0;2;1;0;366000;450003;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
36600300;;False;366000;366000;3;5;False;False;True;-1;5;8;5;8;3000;0.1;0;0;20;False;0;0;85;30;12;1;7;12;3;20;0;0;100;40;55;60;False;0;0;0;0;0;0;1;128;0;False;0;1;True;True;True;False;True;False;False;False;5;35;0;2;0;False;0;0;0;1;1;2;2;-1;0;False;1;2;1;False;2;0;5;3024;0;2;1;0;366000;450003;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;20020
36600400;;False;366000;366000;3;5;False;False;True;-1;5;8;5;8;3000;0.1;0;0;20;False;0;0;85;30;12;1;7;12;3;20;0;0;100;40;55;60;False;0;0;0;0;0;0;1;128;0;False;0;1;True;True;True;False;True;False;False;False;5;35;0;2;0;False;0;0;0;1;1;2;2;-1;0;False;1;2;1;False;2;0;5;3025;0;2;1;0;366000;450003;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;20020
36600500;;False;366000;366000;3;5;False;False;True;-1;5;8;5;8;3000;0.1;0;0;20;False;0;0;85;30;12;1;7;12;3;20;0;0;100;40;55;60;False;0;0;0;0;0;0;1;128;0;False;0;1;True;True;True;False;True;False;False;False;5;35;0;2;0;False;0;0;0;1;1;2;2;-1;0;False;1;2;1;False;2;0;5;3020;0;2;1;0;366000;450003;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;20020
36600600;Commoner;False;366000;366000;3;5;False;False;True;-1;5;8;5;8;3000;0.1;0;0;20;False;0;0;85;30;12;1;7;12;3;20;0;0;100;40;55;60;False;0;0;0;0;0;0;1;128;0;False;0;1;True;True;True;False;True;False;False;False;5;35;0;2;0;False;0;0;0;1;1;2;2;-1;0;False;1;2;1;False;2;0;5;3020;0;2;1;0;366000;450003;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;20020
36601000;Commoner;False;366000;366010;3;5;False;False;True;-1;5;8;5;8;3004;0.1;0;0;20;False;0;0;85;30;12;1;7;12;3;20;0;0;100;40;55;60;False;0;0;0;0;0;0;1;128;0;False;0;1;True;True;True;False;True;False;False;False;5;35;0;2;0;False;0;0;0;1;1;2;2;-1;0;False;1;2;1;False;2;0;5;3020;0;2;1;0;366000;450003;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;20020
36601040;;False;366000;366010;3;5;False;False;True;-1;5;8;5;8;3004;0.1;0;0;20;False;0;0;85;30;12;1;7;12;3;20;0;0;100;40;55;60;False;0;0;0;0;0;0;1;128;0;False;0;1;True;True;True;False;True;False;False;False;5;35;0;2;0;False;0;0;0;1;1;2;2;-1;0;False;1;2;1;False;2;0;5;3020;0;2;1;0;366000;450003;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
36601100;;False;366000;366010;3;5;False;False;True;-1;5;8;5;8;3004;0.1;0;0;20;False;0;0;85;30;12;1;7;12;3;20;0;0;100;40;55;60;False;0;0;0;0;0;0;1;128;0;False;0;1;True;True;True;False;True;False;False;False;5;35;0;2;0;False;0;0;0;1;1;2;2;-1;0;False;1;2;1;False;2;0;5;3020;0;2;1;0;-1;450003;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;20020
36601200;Commoner;False;366000;366010;3;5;False;False;True;-1;5;8;5;8;3004;0.1;0;0;20;False;0;0;85;30;12;1;7;12;3;20;0;0;100;40;55;60;False;0;0;0;0;0;0;1;128;0;False;0;1;True;True;True;False;True;False;False;False;5;35;0;2;0;False;0;0;0;1;1;2;2;-1;0;False;1;2;1;False;2;0;5;3022;0;2;1;0;366000;450003;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;20020
36601300;Commoner;False;366000;366010;3;5;False;False;True;-1;5;8;5;8;3004;0.1;0;0;20;False;0;0;85;30;12;1;7;12;3;20;0;0;100;40;55;60;False;0;0;0;0;0;0;1;128;0;False;0;1;True;True;True;False;True;False;False;False;5;35;0;2;0;False;0;0;0;1;1;2;2;-1;0;False;1;2;1;False;2;0;5;3024;0;2;1;0;366000;450003;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;20020
36601400;Commoner;False;366000;366010;3;5;False;False;True;-1;5;8;5;8;3004;0.1;0;0;20;False;0;0;85;30;12;1;7;12;3;20;0;0;100;40;55;60;False;0;0;0;0;0;0;1;128;0;False;0;1;True;True;True;False;True;False;False;False;5;35;0;2;0;False;0;0;0;1;1;2;2;-1;0;False;1;2;1;False;2;0;5;3025;0;2;1;0;366000;450003;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;20020
36601500;;False;366000;366010;3;5;False;False;True;-1;5;8;5;8;3004;0.1;0;0;20;False;0;0;85;30;12;1;7;12;3;20;0;0;100;40;55;60;False;0;0;0;0;0;0;1;128;0;False;0;1;True;True;True;False;True;False;False;False;5;35;0;2;0;False;0;0;0;1;1;2;2;-1;0;False;1;2;1;False;2;0;5;3020;0;2;1;0;366000;450003;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;20020
36601600;;False;366000;366010;3;5;False;False;True;-1;5;8;5;8;3004;0.1;0;0;20;False;0;0;85;30;12;1;7;12;3;20;0;0;100;40;55;60;False;0;0;0;0;0;0;1;128;0;False;0;1;True;True;True;False;True;False;False;False;5;35;0;2;0;False;0;0;0;1;1;2;2;-1;0;False;1;2;1;False;2;0;5;3020;0;2;1;0;366000;450003;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;20020
36602000;Commoner;False;366000;366020;3;5;False;False;True;-1;5;8;5;8;3010;0.1;0;0;20;False;0;0;85;30;12;1;7;12;3;20;0;0;100;40;55;60;True;0;0;0;0;0;0;1;128;0;False;0;1;True;True;True;False;True;False;False;False;5;35;0;2;0;False;0;0;0;1;1;2;2;-1;0;False;1;2;1;False;2;0;5;3020;0;2;1;0;366000;450003;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;20020
36602100;Commoner;False;366000;366020;3;5;False;False;True;-1;5;8;5;8;3010;0.1;0;0;20;False;0;0;85;30;12;1;7;12;3;20;0;0;100;40;55;60;True;0;0;0;0;0;0;1;128;0;False;0;1;True;True;True;False;True;False;False;False;5;35;0;2;0;False;0;0;0;1;1;2;2;-1;0;False;1;2;1;False;2;0;5;3020;0;2;1;0;-1;450003;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;20020
36602200;Commoner;False;366000;366020;3;5;False;False;True;-1;5;8;5;8;3010;0.1;0;0;20;False;0;0;85;30;12;1;7;12;3;20;0;0;100;40;55;60;True;0;0;0;0;0;0;1;128;0;False;0;1;True;True;True;False;True;False;False;False;5;35;0;2;0;False;0;0;0;1;1;2;2;-1;0;False;1;2;1;False;2;0;5;3022;0;2;1;0;366000;450003;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;20020
36602300;Commoner;False;366000;366020;3;5;False;False;True;-1;5;8;5;8;3010;0.1;0;0;20;False;0;0;85;30;12;1;7;12;3;20;0;0;100;40;55;60;True;0;0;0;0;0;0;1;128;0;False;0;1;True;True;True;False;True;False;False;False;5;35;0;2;0;False;0;0;0;1;1;2;2;-1;0;False;1;2;1;False;2;0;5;3024;0;2;1;0;366000;450003;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;20020
36602400;;False;366000;366020;3;5;False;False;True;-1;5;8;5;8;3010;0.1;0;0;20;False;0;0;85;30;12;1;7;12;3;20;0;0;100;40;55;60;True;0;0;0;0;0;0;1;128;0;False;0;1;True;True;True;False;True;False;False;False;5;35;0;2;0;False;0;0;0;1;1;2;2;-1;0;False;1;2;1;False;2;0;5;3025;0;2;1;0;366000;450003;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;20020
36602500;;False;366000;366020;3;5;False;False;True;-1;5;8;5;8;3010;0.1;0;0;20;False;0;0;85;30;12;1;7;12;3;20;0;0;100;40;55;60;True;0;0;0;0;0;0;1;128;0;False;0;1;True;True;True;False;True;False;False;False;5;35;0;2;0;False;0;0;0;1;1;2;2;-1;0;False;1;2;1;False;2;0;5;3020;0;2;1;0;366000;450003;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;20020
36602600;;False;366000;366020;3;5;False;False;True;-1;5;8;5;8;3010;0.1;0;0;20;False;0;0;85;30;12;1;7;12;3;20;0;0;100;40;55;60;True;0;0;0;0;0;0;1;128;0;False;0;1;True;True;True;False;True;False;False;False;5;35;0;2;0;False;0;0;0;1;1;2;2;-1;0;False;1;2;1;False;2;0;5;3020;0;2;1;0;366000;450003;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;20020
36603000;Commoner;False;366000;366020;3;5;False;False;True;-1;5;8;5;8;3010;0.1;0;0;25;False;0;0;85;30;12;1;7;12;3;20;0;0;100;40;55;60;True;0;0;0;0;0;0;1;128;0;False;0;1;True;True;True;False;True;False;False;False;5;35;0;2;0;False;0;0;0;1;1;2;2;-1;0;False;1;2;1;False;2;0;5;3020;0;2;1;0;366000;450003;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;20020
36603100;Commoner;False;366000;366020;3;5;False;False;True;-1;5;8;5;8;3010;0.1;0;0;20;False;0;0;85;30;12;1;7;12;3;20;0;0;100;40;55;60;True;0;0;0;0;0;0;1;128;0;False;0;1;True;True;True;False;True;False;False;False;5;35;0;2;0;False;0;0;0;1;1;2;2;-1;0;False;1;2;1;False;2;0;5;3020;0;2;1;0;-1;450003;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;20020
36603200;;False;366000;366020;3;5;False;False;True;-1;5;8;5;8;3010;0.1;0;0;25;False;0;0;85;30;12;1;7;12;3;20;0;0;100;40;55;60;True;0;0;0;0;0;0;1;128;0;False;0;1;True;True;True;False;True;False;False;False;5;35;0;2;0;False;0;0;0;1;1;2;2;-1;0;False;1;2;1;False;2;0;5;3022;0;2;1;0;366000;450003;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;20020
36603300;;False;366000;366020;3;5;False;False;True;-1;5;8;5;8;3010;0.1;0;0;25;False;0;0;85;30;12;1;7;12;3;20;0;0;100;40;55;60;True;0;0;0;0;0;0;1;128;0;False;0;1;True;True;True;False;True;False;False;False;5;35;0;2;0;False;0;0;0;1;1;2;2;-1;0;False;1;2;1;False;2;0;5;3024;0;2;1;0;366000;450003;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;20020
36603400;;False;366000;366020;3;5;False;False;True;-1;5;8;5;8;3010;0.1;0;0;25;False;0;0;85;30;12;1;7;12;3;20;0;0;100;40;55;60;True;0;0;0;0;0;0;1;128;0;False;0;1;True;True;True;False;True;False;False;False;5;35;0;2;0;False;0;0;0;1;1;2;2;-1;0;False;1;2;1;False;2;0;5;3025;0;2;1;0;366000;450003;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;20020
36608000;Commoner;False;366000;366000;0;0;False;False;True;-1;5;8;5;8;3000;0.1;0;0;25;False;0;0;85;30;12;1;7;12;3;25;0;0;100;40;90;180;False;0;0;0;0;0;0;0;128;0;False;0;1;True;True;True;False;True;False;False;False;5;35;0;2;0;False;0;0;0;1;1;2;0;-1;0;False;0;0;1;False;0;0;5;3020;0;2;1;0;366000;450003;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
36610000;Putrid Corpse;False;10000;366100;10;10;False;False;True;-1;2;2;5;60;3002;0.1;0;0;11;False;0;0;85;30;12;1;7;12;60;20;0;0;100;10;60;45;False;0;0;0;0;0;0;1;128;0;False;0;1;True;True;False;False;True;False;False;False;5;35;0;2;0;False;0;0;0;1;1;3;2;-1;0;False;1;2;0;False;2;0;2;-1;0;2;0;0;366100;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
36610100;Putrid Corpse;False;10000;366100;10;10;False;False;True;-1;2;2;5;60;3024;0.1;0;0;11;False;0;0;85;30;12;1;7;12;60;20;0;0;100;10;60;45;False;0;0;0;0;0;0;1;128;0;False;0;1;True;True;False;False;True;False;False;False;5;35;0;2;0;False;0;0;0;1;1;3;2;-1;0;False;1;2;0;False;2;0;2;-1;0;2;0;0;366100;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
36615000;Putrid Corpse;False;366100;366100;10;10;False;False;True;-1;2;2;5;60;3002;0.1;0;0;20;False;0;0;85;30;12;1;7;12;60;20;0;0;100;10;180;180;False;0;0;0;0;0;0;1;128;0;False;0;1;True;True;False;False;True;False;False;False;5;35;0;2;0;False;0;0;0;1;1;3;2;-1;0;False;1;2;0;False;2;0;2;-1;0;2;0;0;-1;366110;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
36620000;Putrid Corpse;False;10000;366100;10;10;False;False;True;-1;5;8;5;60;3002;0.1;0;0;14;False;0;0;85;30;12;1;7;12;60;20;0;0;100;10;60;45;False;0;0;0;0;0;0;1;128;0;False;0;1;True;True;False;False;True;False;False;False;5;35;0;2;0;False;0;0;0;1;1;3;2;-1;0;False;1;2;0;False;2;0;60;-1;0;2;0;0;366100;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
36620100;Putrid Corpse;False;10000;366100;20;10;False;False;True;-1;5;8;5;60;3024;0.1;0;0;40;False;0;0;85;30;12;1;7;12;60;20;0;0;100;10;60;45;False;0;0;0;0;0;0;1;128;0;False;0;1;True;True;False;False;True;False;False;False;5;35;0;2;0;False;0;0;0;1;1;3;2;-1;0;False;1;2;0;False;2;0;60;-1;0;2;0;0;366100;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
36625000;Putrid Corpse;False;366100;366100;10;10;False;False;True;-1;2;2;5;60;3002;0.1;0;0;20;False;0;0;85;30;12;1;7;12;60;20;0;0;100;10;180;180;False;0;0;0;0;0;0;1;128;0;False;0;1;True;True;False;False;True;False;False;False;5;35;0;2;0;False;0;0;0;1;1;3;2;-1;0;False;1;2;0;False;2;0;2;-1;0;2;0;0;-1;366110;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
36640000;Cemetery Shade;False;10000;366400;10;10;False;False;True;-1;5;8;5;60;3000;0.1;0;0;18;False;0;0;85;30;20;1;7;12;60;20;0;0;100;10;60;45;True;0;0;0;0;0;0;1;128;0;False;0;1;True;True;False;False;True;False;False;False;5;35;0;2;0;False;0;0;0;1;1;3;2;-1;0;False;1;2;0;False;2;0;60;-1;0;2;0;1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
36640010;;False;10000;366400;20;10;False;False;True;-1;5;8;5;60;3000;0.1;0;0;15;False;0;0;85;30;20;1;7;12;60;20;0;0;100;10;60;45;True;0;0;0;0;0;0;1;128;0;False;0;1;True;True;False;False;True;False;False;False;5;35;0;2;0;False;0;0;0;1;1;3;2;-1;0;False;1;2;0;False;2;0;60;-1;0;2;0;1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
36640020;;False;10000;366400;5;10;False;False;True;-1;5;8;5;60;3000;0.1;0;0;45;False;0;0;85;30;20;1;7;12;60;20;0;0;100;10;60;45;True;0;0;0;0;0;0;1;128;0;False;0;1;True;True;False;False;True;False;False;False;5;35;0;2;0;False;0;0;0;1;1;3;2;-1;0;False;1;2;0;False;2;0;60;-1;0;2;0;1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
36640900;;False;10000;366400;10;10;False;False;True;-1;5;8;5;60;3000;0.1;0;0;18;False;0;30;85;30;20;1;7;12;60;20;0;0;100;10;60;45;True;0;0;0;0;0;0;1;128;0;False;0;1;True;True;False;False;True;False;False;False;5;35;0;2;0;False;0;0;0;1;1;3;2;-1;0;False;1;2;0;False;2;0;60;-1;0;2;0;1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
36650000;Devious Commoner;False;10000;366500;3;5;False;False;True;-1;5;8;5;8;3000;0.1;0;0;20;False;0;0;85;30;12;1;7;12;3;20;0;0;100;40;35;65;False;0;0;0;0;0;0;1;128;0;False;0;0;True;True;True;False;True;False;False;False;5;35;0;2;0;False;0;0;0;1;1;3;2;-1;0;False;1;2;1;False;2;0;5;-1;0;2;1;0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
36660000;Sunflower Commoner;False;10000;366500;3;5;False;False;True;-1;5;8;5;8;3000;0.1;0;0;20;False;0;0;85;30;12;1;7;12;3;20;0;0;100;40;35;65;False;0;0;0;0;0;0;1;128;0;False;0;0;True;True;True;False;True;False;False;False;5;35;0;2;0;False;0;0;0;1;1;3;2;-1;0;False;1;2;1;False;2;0;5;-1;0;2;1;0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
36700000;Albinauric Lookout;False;10000;367000;10;5;False;False;True;-1;2;2;5;8;3000;0.1;-1;-1;11;False;0;0;85;30;12;1;7;12;3;20;0;0;100;30;25;55;False;0;5;15;0;0;0;1;128;0;False;0;1;True;True;False;False;True;False;False;False;5;35;0;2;0;False;0;0;0;1;1;3;2;-1;0;False;1;2;0;False;2;0;2;-1;0;2;0;0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
36700100;Albinauric Lookout;False;10000;367000;10;5;False;False;True;-1;2;2;5;8;3000;0.1;-1;-1;22;False;0;0;85;30;12;1;7;12;3;20;0;0;100;30;25;55;False;0;5;15;0;0;0;1;128;0;False;0;1;True;True;False;False;True;False;False;False;5;35;0;2;0;False;0;0;0;1;1;3;2;-1;0;False;1;2;0;False;2;0;2;-1;0;2;0;0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
36701000;Albinauric Lookout;False;10000;367010;10;5;False;False;True;-1;2;2;5;8;3011;0.1;-1;-1;11;False;0;0;85;30;12;1;7;12;3;20;0;0;100;30;25;55;False;0;5;15;0;0;0;1;128;0;False;0;1;True;True;False;False;True;False;False;False;5;35;0;2;0;False;0;0;0;1;1;2;2;-1;0;False;1;2;0;False;2;0;2;3012;0;2;0;0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
36701100;Albinauric Lookout;False;10000;367010;10;5;False;False;True;-1;2;2;5;8;3011;0.1;-1;-1;22;False;0;0;85;30;12;1;7;12;3;20;0;0;100;30;30;55;False;0;5;15;0;0;0;1;128;0;False;0;1;True;True;False;False;True;False;False;False;5;35;0;2;0;False;0;0;0;1;1;2;2;-1;0;False;1;2;0;False;2;0;2;3012;0;2;0;0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
36701110;;False;10000;367010;5;5;False;False;True;-1;2;2;5;8;-1;0.1;-1;-1;30;False;0;0;85;30;12;1;7;12;3;20;0;0;100;30;30;55;False;0;5;15;0;0;0;1;128;0;False;0;1;True;True;False;False;True;False;False;False;5;35;0;2;0;False;0;0;0;1;1;2;2;-1;0;False;1;2;0;False;2;0;2;3012;0;2;0;0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
36701120;Albinauric Lookout;False;10000;367010;0;5;False;False;True;-1;2;2;5;8;3011;0.1;-1;-1;22;False;0;0;85;30;12;1;7;12;3;20;0;0;100;30;30;55;False;0;5;15;0;0;0;1;128;0;False;0;1;True;True;False;False;True;False;False;False;5;35;0;2;0;False;0;0;0;1;1;2;2;-1;0;False;1;2;0;False;2;0;2;3012;0;2;0;0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
