Row ID,Row Name,AtkParam ID,Projectile FX ID,Impact FX ID,Flick FX ID,Duration,Attenuation Range,Shoot Interval,Gravity: In Range,Gravity: Out of Range,Homing Stop Range,Initial Velocity,Acceleration: In Range,Acceleration: Out of Range,Max Velocity,Min Velocity,Acceleration Duration,Homing Start Distance,Initial Hit Radius,Final Hit Radius,Radius Spread Time,Explosion Delay,Homing Offset Range,Hitbox Duration,External Force,Owner Effect ID,Bullet AI,Hit Bullet ID,Target Effect ID 0,Target Effect ID 1,Target Effect ID 2,Target Effect ID 3,Target Effect ID 4,Bullet Count,Homing Angle,Horizontal Shoot Angle,Shoot Angle - Horizontal Interval,Shoot Angle - Vertical Interval,Damage Falloff: Physical,Damage Falloff: Magic,Damage Falloff: Fire,Damage Falloff: Lightning,Damage Falloff: Stamina,Damage Falloff: Knockback,Vertical Shoot Angle,Lock Shoot Limit Angle,Is Object Penetration,Previous Velocity Direction Rate,Attack Attribute,Effect Attribute,Material Attack Type,Material Attack Material,Material Size,Launch Condition Type,Follow Type: Soulmass,Follow Type: Catalyst,Follow Type: Follow Floor,Emitter Type: Player Feet,Emitter Type: Parent Bullet,Emitter Type: Nearest Enemy Feet,Persistent Attack FX,Continuous Hitbox,Penetrate Map,Hit Both Teams,Use Shared Hit List,Use Multiple Model Points,Attach Effect Type 0,Attach Effect Type 1,Can be Deflected by Magic,Ignore FX On Water Hit,Ignore State Transition On Water Hit,Can Be Deflected By Bullet Deflection,Transfer Effect to Child Bullet,Transfer Speed to Child Bullet,Is Lock Module,Is Search For Target,Is Emitted Bullet,Transfer Duration to Child Bullet,Damage Falloff: Dark Damage,Bullet Hit Type 0,Bullet Hit Type 1,Sp Homing Y Angle,Emitted Bullet - Random Angle XZ,Emitted Bullet - Random Angle Y,Bullet Emitter: Bullet ID,Bullet Emitter: Shoot Interval 1,Bullet Emitter: Initial Shoot Interval,Sp Homing Y Angle For Enemy,Bullet Emitter: Shoot Interval 2,Launch Type,Limit Bullet Param ID,Counter Hit Type,Is Position Hit Bullet,Is Attach Attack SFX,Is Sp Correction 0,Is Sp Correction 1,Is Penetrate Target,Is Sp Correction 2,Is Disable Int Scale,0xC3,Emitter Position Radius,Hit Object ID,Sub - Life,Sub - Homing Angle,Lock Shoot Correction Angle,Unk0,Unk1,Unk2,Unk3
3703201,,3703201,636990,-1,-1,30,40,0,0.5,9,0,20,2,-2,60,20,0,0,0.1,-1,0,0,0,0,0,0,0,-1,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,20,0,0,3,254,254,6,0,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,0,0,-1,0,65535,1,0,0,0
3703202,,3703200,-1,-1,-1,0.4,1,0,0,0,0,0,0,0,0,0,0,0,0.5,0.65,0.3,0,0,0,0,0,0,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,254,6,0,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,0,0,-1,0,65535,1,0,0,0
3704160,,3704160,637052,637053,-1,1,12,0,0,0,0.4,13,30,30,30,13,0.32,0,0.2,-1,0,0,0,0,0,0,0,-1,0,0,0,0,0,1,35,0,0,0,0,0,0,0,0,0,0,45,0,0,254,254,254,254,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,True,False,False,False,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,False,False,False,True,False,False,False,False,0,0,-1,0,65535,1,0,0,0
3704170,,3704170,637087,637088,-1,3,9999,0,95,95,0,30,0,0,999,0,0,0,1,-1,0,0,0,1,0,0,0,3704171,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,35,40,0,0,254,254,254,254,0,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,0,0,-1,0,131071,1,0,0,0
3704171,,3704171,-1,-1,-1,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0.1,6,0.06,0,0,1,0,0,0,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,254,254,254,254,3,0,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,0,0,0,0,0,0,-1,0,0,0,0,1,0,0,False,False,False,False,False,False,False,False,0,0,-1,0,65535,1,0,0,0
3704181,,3704181,637094,-1,-1,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0.1,3,0.06,0,0,0,0,0,0,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,254,254,254,254,3,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,0,0,0,0,0,0,-1,0,0,0,0,1,0,0,False,False,False,False,False,False,False,False,0,0,-1,0,65535,1,0,0,0
3704191,,3704191,637094,-1,-1,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0.1,3,0.06,0,0,0,0,0,0,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,254,254,254,254,3,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,0,0,0,0,0,0,-1,0,0,0,0,1,0,0,False,False,False,False,False,False,False,False,0,0,-1,0,65535,1,0,0,0
3704200,,3704200,637052,637053,-1,1,12,0,0,0,0.4,13,30,30,30,13,0.32,0,0.2,-1,0,0,0,0,0,0,0,-1,0,0,0,0,0,1,35,0,0,0,0,0,0,0,0,0,0,45,0,0,254,254,254,254,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,True,False,False,False,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,False,False,False,True,False,False,False,False,0,0,-1,0,65535,1,0,0,0
3704210,,3704210,637052,637053,-1,1,12,0,0,0,0.4,13,30,30,30,13,0.32,0,0.2,-1,0,0,0,0,0,0,0,-1,0,0,0,0,0,1,35,0,0,0,0,0,0,0,0,0,0,45,0,0,254,254,254,254,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,True,False,False,False,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,False,False,False,True,False,False,False,False,0,0,-1,0,65535,1,0,0,0
3704220,,3704220,637087,637088,-1,3,9999,0,95,95,0,30,0,0,999,0,0,0,1,-1,0,0,0,1,0,0,0,3704221,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,35,40,0,0,254,254,254,254,0,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,0,0,-1,0,131071,1,0,0,0
3704221,,3704221,-1,-1,-1,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0.1,6,0.06,0,0,1,0,0,0,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,254,254,254,254,3,0,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,0,0,0,0,0,0,-1,0,0,0,0,1,0,0,False,False,False,False,False,False,False,False,0,0,-1,0,65535,1,0,0,0
3710100,,3710100,637101,637102,-1,0.3,0,0,0,0,0,0,0,0,0,0,0,0,4,-1,0,0,0,0,0,0,0,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,254,6,3,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,0,0,-1,0,65535,1,0,0,0
3710110,,3710110,637112,637113,-1,5.5,20,0,0,0,0.8,1.5,40,40,10,1.5,2.7,0.4,0.1,-1,0,0,0.5,0,0,0,0,-1,0,0,0,0,0,3,90,-80,80,0,0,0,0,0,0,0,0,30,0,0,3,10,254,6,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,False,False,False,True,False,False,False,False,0,0,-1,0,65535,1,0,0,0
3710111,,3710110,637112,637113,-1,5.5,20,0,0,0,0.8,1.5,40,40,10,1.5,2.7,0.4,0.1,-1,0,0,0.5,0,0,0,0,-1,0,0,0,0,0,3,90,-80,80,0,0,0,0,0,0,0,60,30,0,0,3,10,254,6,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,False,False,False,True,False,False,False,False,0,0,-1,0,65535,1,0,0,0
3710112,,3710110,637112,637113,-1,5.5,20,0,0,0,0.8,1.5,40,40,10,1.5,2.7,0.4,0.1,-1,0,0,0.5,0,0,0,0,-1,0,0,0,0,0,3,90,-80,80,0,0,0,0,0,0,0,196,30,0,0,3,10,254,6,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,False,False,False,True,False,False,False,False,0,0,-1,0,65535,1,0,0,0
3710120,,3710120,637112,637113,-1,5.5,20,0,0,0,0.8,1.5,40,40,10,1.5,2.7,0.8,0.1,-1,0,0,1.5,0,0,0,0,-1,0,0,0,0,0,2,90,45,0,90,0,0,0,0,0,0,45,30,0,0,3,10,254,6,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,False,False,False,True,False,False,False,False,0,0,-1,0,65535,1,0,0,0
3710121,,3710120,637112,637113,-1,5.5,20,0,0,0,0.8,1.5,40,40,10,1.5,2.7,0.8,0.1,-1,0,0,1.5,0,0,0,0,-1,0,0,0,0,0,2,90,90,0,90,0,0,0,0,0,0,45,30,0,0,3,10,254,6,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,False,False,False,True,False,False,False,False,0,0,-1,0,65535,1,0,0,0
3710122,,3710120,637112,637113,-1,5.5,20,0,0,0,0.8,1.5,40,40,10,1.5,2.7,0.8,0.1,-1,0,0,1.5,0,0,0,0,-1,0,0,0,0,0,2,90,135,0,90,0,0,0,0,0,0,45,30,0,0,3,10,254,6,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,False,False,False,True,False,False,False,False,0,0,-1,0,65535,1,0,0,0
3710123,,3710120,637112,637113,-1,5.5,20,0,0,0,0.8,1.5,40,40,10,1.5,2.7,0.8,0.1,-1,0,0,1.5,0,0,0,0,-1,0,0,0,0,0,2,90,180,0,90,0,0,0,0,0,0,45,30,0,0,3,10,254,6,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,False,False,False,True,False,False,False,False,0,0,-1,0,65535,1,0,0,0
3710124,,3710120,637112,637113,-1,5.5,20,0,0,0,0.8,1.5,40,40,10,1.5,2.7,0.8,0.1,-1,0,0,1.5,0,0,0,0,-1,0,0,0,0,0,2,90,-135,0,90,0,0,0,0,0,0,45,30,0,0,3,10,254,6,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,False,False,False,True,False,False,False,False,0,0,-1,0,65535,1,0,0,0
3710125,,3710120,637112,637113,-1,5.5,20,0,0,0,0.8,1.5,40,40,10,1.5,2.7,0.8,0.1,-1,0,0,1.5,0,0,0,0,-1,0,0,0,0,0,2,90,-90,0,90,0,0,0,0,0,0,45,30,0,0,3,10,254,6,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,False,False,False,True,False,False,False,False,0,0,-1,0,65535,1,0,0,0
3710126,,3710120,637112,637113,-1,5.5,20,0,0,0,0.8,1.5,40,40,10,1.5,2.7,0.8,0.1,-1,0,0,1.5,0,0,0,0,-1,0,0,0,0,0,2,90,-45,0,90,0,0,0,0,0,0,45,30,0,0,3,10,254,6,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,False,False,False,True,False,False,False,False,0,0,-1,0,65535,1,0,0,0
3710127,,3710120,637112,637113,-1,5.5,20,0,0,0,0.8,1.5,40,40,10,1.5,2.7,0.8,0.1,-1,0,0,1.5,0,0,0,0,-1,0,0,0,0,0,2,90,0,0,90,0,0,0,0,0,0,45,30,0,0,3,10,254,6,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,False,False,False,True,False,False,False,False,0,0,-1,0,65535,1,0,0,0
3730100,,3730100,637310,-1,-1,1.2,999,0.3,0,0,0,2.5,0,0,2.8,2.5,0,0,0.2,0.8,2,0,0,0.4,0,0,0,3730102,0,0,0,0,0,1,0,0,360,180,0,0,0,0,0,0,0,0,0,0,254,254,254,254,3,0,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,360,180,-1,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,0,0,-1,0,65535,1,0,0,0
3730101,,3730100,637310,-1,-1,2,999,0.2,0,0,0,2.5,0,0,2.8,2.5,0,0,0.2,0.8,2,0,0,0.4,0,0,0,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,254,254,254,254,3,0,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,0,0,-1,0,65535,1,0,0,0
3730102,,3730100,637311,-1,-1,1.5,999,0,0,0,0,0,0,0,0,0,0,0,0.5,3,2.5,0,0,0.4,0,0,0,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,254,254,254,254,3,0,False,False,False,False,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,-1,0,0,0,0,1,0,0,False,False,False,False,False,False,False,False,0,0,-1,0,65535,1,0,0,0
3730110,,3730110,637320,-1,-1,1,999,0.3,0,0,0,35,-1.5,1.5,35,35,0,0,0.1,0.1,0,0,0,0.5,0,0,0,3730111,0,0,0,0,0,2,0,0,30,0,0,0,0,0,0,0,90,0,0,0,254,254,254,254,0,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,0,0,0,0,30,0,-1,0,0,0,0,2,0,0,True,False,False,True,False,False,False,False,0,0,-1,0,0,1,0,0,0
3730111,,3730110,637320,637321,-1,10,999,0,100,100,10,0,3,3,7,3,0,2,0.1,2,0.7,0,0,0.5,0,0,0,3730112,0,0,0,0,0,1,70,0,0,0,0,0,0,0,0,0,0,0,0,0,254,254,254,254,0,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,False,False,False,True,False,False,False,False,0,0,-1,0,0,1,0,0,0
3730112,,3730110,637321,-1,-1,0.5,999,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0.5,0,0,0,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,254,254,254,254,0,0,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,False,False,False,True,False,False,False,False,0,0,-1,0,0,1,0,0,0
3750240,,3750240,637530,637531,-1,5,10,0,10,10,0,15,2,-2,50,15,0,0,0.5,-1,0,0,0,0.4,0,0,0,3750241,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,10,45,0,0,254,254,254,254,0,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,0,0,-1,0,65535,1,0,0,0
3750241,,3750241,-1,-1,-1,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0.5,1.2,0.06,0,0,0.4,0,0,0,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,254,254,254,254,3,0,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,0,0,0,0,0,0,-1,0,0,0,0,1,0,0,False,False,False,False,False,False,False,False,0,0,-1,0,65535,1,0,0,0
3750320,,3750320,637521,-1,-1,4,2,1,0,-0.1,2,3,0,-1.5,3,0.5,0.5,0,0.15,-1,0,0,0,0.4,0,0,0,3750321,0,0,0,0,0,15,5,-20,2,1,0,0,0,0,0,0,0,30,0,0,254,254,254,254,0,0,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,0,0,0,-0.3,50,20,-1,3,3,0,0,0,0,0,False,False,False,False,False,False,False,False,0,0,-1,-26214,65535,1,0,0,0
3750321,,3750321,637522,-1,-1,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0.15,0.35,0.06,0,0,0.4,0,0,0,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,254,254,254,254,3,0,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,-1,0,0,0,0,1,0,0,False,False,False,False,False,False,False,False,0,0,-1,0,65535,1,0,0,0
3750330,,3750330,637521,-1,-1,4,2,1,0,-0.1,2,3,0,-1.5,3,0.5,0.5,0,0.15,-1,0,0,0,0.4,0,0,0,3750331,0,0,0,0,0,15,5,-15,2,1,0,0,0,0,0,0,0,30,0,0,254,254,254,254,0,0,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,0,0,0,-0.3,50,20,-1,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,0,0,-1,-26214,65535,1,0,0,0
3750331,,3750331,637522,-1,-1,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0.15,0.35,0.06,0,0,0.4,0,0,0,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,254,254,254,254,3,0,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,-1,0,0,0,0,1,0,0,False,False,False,False,False,False,False,False,0,0,-1,0,65535,1,0,0,0
3750340,,3750340,637501,-1,-1,12,2,0,0,0,0,2,2,-1,5,0.8,0,1,0.55,-1,0,0,0,0.4,0,0,0,3750341,0,0,0,0,0,1,30,0,0,0,0,0,0,0,0,0,0,45,0,0,254,254,254,254,0,0,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,0,0,0,0.3,0,0,-1,0,0,0,0,0,0,0,False,False,False,True,False,False,False,False,0,0,-1,0,65535,1,0,0,0
3750341,,3750341,637502,-1,-1,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0.55,3,0.25,0,0,0.4,0,0,0,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,254,254,254,254,3,0,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,-1,0,0,0,0,1,0,0,False,False,False,False,False,False,False,False,0,0,-1,0,65535,1,0,0,0
3750350,,3750350,637521,-1,-1,4,2,1,0,-0.1,2,3,0,-1.5,3,0.5,0.5,0,0.15,-1,0,0,0,0.4,0,0,0,3750351,0,0,0,0,0,15,5,-15,2,1,0,0,0,0,0,0,0,30,0,0,254,254,254,254,0,0,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,0,0,0,-0.3,50,20,-1,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,0,0,-1,-26214,65535,1,0,0,0
3750351,,3750351,637522,-1,-1,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0.15,0.35,0.06,0,0,0.4,0,0,0,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,254,254,254,254,3,0,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,-1,0,0,0,0,1,0,0,False,False,False,False,False,False,False,False,0,0,-1,0,65535,1,0,0,0
3800195,,0,638006,-1,-1,0.3,999,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,0,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,254,254,6,3,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,0,0,-1,0,65535,1,0,0,0
3800240,,3800240,-1,-1,-1,0.1,999,0,0,0,0,0,0,0,0,0,0,0,10,-1,0,0,0,0,0,0,0,-1,13855,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,254,254,6,3,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,0,0,-1,0,65535,1,0,0,0
3800241,,3800240,-1,-1,-1,0.1,999,0,0,0,0,0,0,0,0,0,0,0,10,-1,0,0,0,0,0,0,0,-1,13856,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,254,254,6,3,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,0,0,-1,0,65535,1,0,0,0
3800280,,0,-1,-1,-1,0.42,0,0,0,0,2.5,25,0,0,100,5,0,0,0.1,0.1,0,0,0,0.3,0,0,0,-1,0,0,0,0,0,1,500,5,0,0,0,0,0,0,0,0,246,0,0,0,3,254,254,6,1,0,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,1,0,0,3800282,0.06,0.06,0,0,0,0,0,False,False,False,False,False,False,False,False,0,0,-1,0,65535,1,0,0,0
3800281,,0,-1,-1,-1,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0,0,0,0.3,0,0,0,3800282,0,0,0,0,0,6,0,60,37,5,0,0,0,0,0,0,173,0,0,0,3,254,254,6,1,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,0,0,-1,0,65535,1,0,0,0
3800282,,0,-1,-1,-1,5,3,0,100,100,0,100,0,0,100,5,0,0,0.1,0.1,0,0,0,0.3,0,0,0,3800283,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,166,0,0,0,3,254,254,6,3,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,0,0,-1,0,65535,1,0,0,0
3800283,,0,638021,-1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0,0,0,0.3,0,0,0,3800284,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,254,254,6,3,0,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,-1,0,0,0,0,2,0,0,False,False,False,False,False,False,False,False,0,0,-1,0,65535,1,0,0,0
3800284,,3800284,638022,-1,-1,0.2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0.5,0,0,0,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,254,2,6,3,0,False,False,False,True,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,-1,0,0,0,0,2,0,0,False,False,False,False,False,False,False,False,0,0,-1,0,65535,1,0,0,0
3800290,,3800290,638031,638032,638032,3,1,0,5,10,0,0.6,19,7,10,0,0,0,0.3,0.8,0.5,0,0,1,0,0,0,3800291,21019,0,0,0,0,4,0,-30,20,0,0,0,0,0,0,0,15,30,0,0,3,254,254,6,3,5,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,0,0,-1,0,65535,1,0,0,0
3800291,,3800291,638033,-1,-1,2,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0.8,0,0,0,0.3,0,0,0,-1,21009,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,15,0,0,0,3,254,254,6,3,0,False,False,False,False,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,0,0,-1,0,65535,1,0,0,0
3800300,,3800300,-1,-1,-1,3,9999,0,0,0,0,30,0,0,30,30,0,0,0.3,0.5,0.2,0,0,0,0,0,0,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,180,0,0,0,254,0,6,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,False,False,False,True,False,False,False,False,0,0,-1,0,65535,1,0,0,0
3800310,,3800310,638045,638041,638041,0.7,9999,0,0,0,1,10,-35,0,10,5,0.03,0.4,0.3,0.6,0.2,0,0,0,0,0,0,3800311,0,0,0,0,0,1,250,-90,0,0,0,0,0,0,0,0,20,180,0,0,0,254,0,6,0,4,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,0,0,0,0.3,0,0,-1,0,0,0,0,0,0,0,True,False,False,True,False,False,False,False,0,0,-1,0,65535,1,0,0,0
3800311,,3800310,638045,638041,638041,3,9999,0,0,0,2,5,50,0,20,12,0.5,0,0.65,0.65,0,0,0,0,0,0,0,-1,0,0,0,0,0,1,20,0,0,0,0,0,0,0,0,0,10,180,0,0,0,254,0,6,0,0,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,0,0,0,0.3,0,0,-1,0,0,0,0,0,0,0,False,False,False,True,False,False,False,False,0,0,-1,0,65535,1,0,0,0
3800313,,3800310,638046,638041,638041,0.7,9999,0,0,0,1,10,-35,0,10,5,0.05,0.8,0.3,0.6,0.2,0,0,0,0,0,0,3800314,0,0,0,0,0,1,250,70,0,0,0,0,0,0,0,0,20,180,0,0,0,254,0,6,0,4,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,0,0,0,0.3,0,0,-1,0,0,0,0,0,0,0,True,False,False,True,False,False,False,False,0,0,-1,0,65535,1,0,0,0
