Row ID,Row Name,Damage %: Physical,Damage %: Magic,Damage %: Fire,Damage %: Lightning,Damage %: Stamina,Damage %: Poise,Damage %: Poise Durability,Scaling %: STR,Scaling %: DEX,Scaling %: INT,Scaling %: FTH,Guard %: Physical,Guard %: Magic,Guard %: Fire,Guard %: Lightning,Guard %: Poison,Guard %: Blight,Guard %: Hemorrhage,Guard %: Curse,Guard %: Stability,Behavior Effect 1 Offset,Behavior Effect 2 Offset,Behavior Effect 3 Offset,Resident Effect 1 Offset,Resident Effect 2 Offset,Resident Effect 3 Offset,Material Set ID,Damage %: Dark,Guard %: Dark,Scaling %: LCK,Guard %: Stamina,Guard %: Frostbite,Infusion Cost %
506,,1.114,1.114,1.114,1.114,1.24,1,1,1.1,1.1,1.48,1.42,0.95,0.95,1.18,1.08,0.95,0.95,0.95,0.95,1,0,0,0,0,0,0,6,1.114,0.95,1.24,0.95,2,1
507,,1.158,1.158,1.158,1.158,1.28,1,1,1.15,1.15,1.56,1.49,0.95,0.95,1.18,1.08,0.95,0.95,0.95,0.95,1,0,0,0,0,0,0,7,1.158,0.95,1.28,0.95,2.2,1
508,,1.202,1.202,1.202,1.202,1.32,1,1,1.2,1.2,1.64,1.56,0.95,0.95,1.19,1.09,0.95,0.95,0.95,0.95,1,0,0,0,0,0,0,8,1.202,0.95,1.32,0.95,2.4,1
509,,1.246,1.246,1.246,1.246,1.36,1,1,1.25,1.25,1.72,1.63,0.95,0.95,1.19,1.09,0.95,0.95,0.95,0.95,1,0,0,0,0,0,0,9,1.246,0.95,1.36,0.95,2.6,1
510,,1.29,1.29,1.29,1.29,1.4,1,1,1.3,1.3,1.8,1.7,0.95,0.95,1.2,1.1,0.95,0.95,0.95,0.95,1,0,0,0,0,0,0,10,1.29,0.95,1.4,0.95,2.8,1
511,,1.334,1.334,1.334,1.334,1.44,1,1,1.34,1.34,1.85,1.75,0.95,0.95,1.2,1.1,0.95,0.95,0.95,0.95,1,0,0,0,0,0,0,11,1.334,0.95,1.43,0.95,3,1
512,,1.378,1.378,1.378,1.378,1.48,1,1,1.38,1.38,1.9,1.8,0.95,0.95,1.21,1.11,0.95,0.95,0.95,0.95,1,0,0,0,0,0,0,12,1.378,0.95,1.46,0.95,3.2,1
513,,1.422,1.422,1.422,1.422,1.52,1,1,1.42,1.42,1.95,1.85,0.95,0.95,1.21,1.11,0.95,0.95,0.95,0.95,1,0,0,0,0,0,0,13,1.422,0.95,1.49,0.95,3.4,1
514,,1.466,1.466,1.466,1.466,1.56,1,1,1.46,1.46,2,1.9,0.95,0.95,1.21,1.11,0.95,0.95,0.95,0.95,1,0,0,0,0,0,0,14,1.466,0.95,1.52,0.95,3.6,1
515,,1.51,1.51,1.51,1.51,1.6,1,1,1.5,1.5,2.05,1.95,0.95,0.95,1.22,1.12,0.95,0.95,0.95,0.95,1,0,0,0,0,0,0,15,1.51,0.95,1.55,0.95,3.8,1
516,,1.554,1.554,1.554,1.554,1.64,1,1,1.54,1.54,2.1,2,0.95,0.95,1.22,1.12,0.95,0.95,0.95,0.95,1,0,0,0,0,0,0,16,1.554,0.95,1.58,0.95,4,1
517,,1.598,1.598,1.598,1.598,1.68,1,1,1.58,1.58,2.15,2.05,0.95,0.95,1.22,1.12,0.95,0.95,0.95,0.95,1,0,0,0,0,0,0,17,1.598,0.95,1.61,0.95,4.2,1
518,,1.642,1.642,1.642,1.642,1.72,1,1,1.62,1.62,2.2,2.1,0.95,0.95,1.23,1.13,0.95,0.95,0.95,0.95,1,0,0,0,0,0,0,18,1.642,0.95,1.64,0.95,4.4,1
519,,1.686,1.686,1.686,1.686,1.76,1,1,1.66,1.66,2.25,2.15,0.95,0.95,1.23,1.13,0.95,0.95,0.95,0.95,1,0,0,0,0,0,0,19,1.686,0.95,1.67,0.95,4.6,1
520,,1.73,1.73,1.73,1.73,1.8,1,1,1.7,1.7,2.3,2.2,0.95,0.95,1.23,1.13,0.95,0.95,0.95,0.95,1,0,0,0,0,0,0,20,1.73,0.95,1.7,0.95,4.8,1
521,,1.774,1.774,1.774,1.774,1.84,1,1,1.72,1.72,2.2,2.22,0.95,0.95,1.24,1.14,0.95,0.95,0.95,0.95,1,0,0,0,0,0,0,21,1.774,0.95,1.72,0.95,5,1
522,,1.818,1.818,1.818,1.818,1.88,1,1,1.74,1.74,2.1,2.24,0.95,0.95,1.24,1.14,0.95,0.95,0.95,0.95,1,0,0,0,0,0,0,22,1.818,0.95,1.74,0.95,5.2,1
523,,1.862,1.862,1.862,1.862,1.92,1,1,1.76,1.76,2,2.26,0.95,0.95,1.24,1.14,0.95,0.95,0.95,0.95,1,0,0,0,0,0,0,23,1.862,0.95,1.76,0.95,5.4,1
524,,1.906,1.906,1.906,1.906,1.96,1,1,1.78,1.78,1.9,2.28,0.95,0.95,1.24,1.14,0.95,0.95,0.95,0.95,1,0,0,0,0,0,0,24,1.906,0.95,1.78,0.95,5.6,1
525,,1.95,1.95,1.95,1.95,2,1,1,1.8,1.8,1.8,2.3,0.95,0.95,1.25,1.15,0.95,0.95,0.95,0.95,1,0,0,0,0,0,0,25,1.95,0.95,1.8,0.95,5.8,1
600,,0.8,0.8,0.8,0.8,1,1,1,0.5,1.3,1,1,0.95,0.95,1.05,1.15,0.95,0.95,0.95,0.95,1,0,0,0,0,0,0,0,0.8,0.95,1,0.95,1,1
601,,0.836,0.836,0.836,0.836,1.04,1,1,0.53,1.34,1.04,1.04,0.95,0.95,1.05,1.15,0.95,0.95,0.95,0.95,1,0,0,0,0,0,0,1,0.836,0.95,1.04,0.95,1,1
602,,0.872,0.872,0.872,0.872,1.08,1,1,0.56,1.38,1.08,1.08,0.95,0.95,1.06,1.16,0.95,0.95,0.95,0.95,1,0,0,0,0,0,0,2,0.872,0.95,1.08,0.95,1.2,1
603,,0.908,0.908,0.908,0.908,1.12,1,1,0.59,1.42,1.12,1.12,0.95,0.95,1.06,1.16,0.95,0.95,0.95,0.95,1,0,0,0,0,0,0,3,0.908,0.95,1.12,0.95,1.4,1
604,,0.944,0.944,0.944,0.944,1.16,1,1,0.62,1.46,1.16,1.16,0.95,0.95,1.07,1.17,0.95,0.95,0.95,0.95,1,0,0,0,0,0,0,4,0.944,0.95,1.16,0.95,1.6,1
605,,0.98,0.98,0.98,0.98,1.2,1,1,0.65,1.5,1.2,1.2,0.95,0.95,1.07,1.17,0.95,0.95,0.95,0.95,1,0,0,0,0,0,0,5,0.98,0.95,1.2,0.95,1.8,1
606,,1.016,1.016,1.016,1.016,1.24,1,1,0.68,1.54,1.24,1.24,0.95,0.95,1.08,1.18,0.95,0.95,0.95,0.95,1,0,0,0,0,0,0,6,1.016,0.95,1.24,0.95,2,1
607,,1.052,1.052,1.052,1.052,1.28,1,1,0.71,1.58,1.28,1.28,0.95,0.95,1.08,1.18,0.95,0.95,0.95,0.95,1,0,0,0,0,0,0,7,1.052,0.95,1.28,0.95,2.2,1
608,,1.088,1.088,1.088,1.088,1.32,1,1,0.74,1.62,1.32,1.32,0.95,0.95,1.09,1.19,0.95,0.95,0.95,0.95,1,0,0,0,0,0,0,8,1.088,0.95,1.32,0.95,2.4,1
609,,1.124,1.124,1.124,1.124,1.36,1,1,0.77,1.66,1.36,1.36,0.95,0.95,1.09,1.19,0.95,0.95,0.95,0.95,1,0,0,0,0,0,0,9,1.124,0.95,1.36,0.95,2.6,1
610,,1.16,1.16,1.16,1.16,1.4,1,1,0.8,1.7,1.4,1.4,0.95,0.95,1.1,1.2,0.95,0.95,0.95,0.95,1,0,0,0,0,0,0,10,1.16,0.95,1.4,0.95,2.8,1
611,,1.196,1.196,1.196,1.196,1.44,1,1,0.83,1.73,1.43,1.43,0.95,0.95,1.1,1.2,0.95,0.95,0.95,0.95,1,0,0,0,0,0,0,11,1.196,0.95,1.43,0.95,3,1
612,,1.232,1.232,1.232,1.232,1.48,1,1,0.86,1.76,1.46,1.46,0.95,0.95,1.11,1.21,0.95,0.95,0.95,0.95,1,0,0,0,0,0,0,12,1.232,0.95,1.46,0.95,3.2,1
613,,1.268,1.268,1.268,1.268,1.52,1,1,0.89,1.79,1.49,1.49,0.95,0.95,1.11,1.21,0.95,0.95,0.95,0.95,1,0,0,0,0,0,0,13,1.268,0.95,1.49,0.95,3.4,1
614,,1.304,1.304,1.304,1.304,1.56,1,1,0.92,1.82,1.52,1.52,0.95,0.95,1.11,1.21,0.95,0.95,0.95,0.95,1,0,0,0,0,0,0,14,1.304,0.95,1.52,0.95,3.6,1
615,,1.34,1.34,1.34,1.34,1.6,1,1,0.95,1.85,1.55,1.55,0.95,0.95,1.12,1.22,0.95,0.95,0.95,0.95,1,0,0,0,0,0,0,15,1.34,0.95,1.55,0.95,3.8,1
616,,1.376,1.376,1.376,1.376,1.64,1,1,0.98,1.88,1.58,1.58,0.95,0.95,1.12,1.22,0.95,0.95,0.95,0.95,1,0,0,0,0,0,0,16,1.376,0.95,1.58,0.95,4,1
617,,1.412,1.412,1.412,1.412,1.68,1,1,1.01,1.91,1.61,1.61,0.95,0.95,1.12,1.22,0.95,0.95,0.95,0.95,1,0,0,0,0,0,0,17,1.412,0.95,1.61,0.95,4.2,1
618,,1.448,1.448,1.448,1.448,1.72,1,1,1.04,1.94,1.64,1.64,0.95,0.95,1.13,1.23,0.95,0.95,0.95,0.95,1,0,0,0,0,0,0,18,1.448,0.95,1.64,0.95,4.4,1
619,,1.484,1.484,1.484,1.484,1.76,1,1,1.07,1.97,1.67,1.67,0.95,0.95,1.13,1.23,0.95,0.95,0.95,0.95,1,0,0,0,0,0,0,19,1.484,0.95,1.67,0.95,4.6,1
620,,1.52,1.52,1.52,1.52,1.8,1,1,1.1,2,1.7,1.7,0.95,0.95,1.13,1.23,0.95,0.95,0.95,0.95,1,0,0,0,0,0,0,20,1.52,0.95,1.7,0.95,4.8,1
621,,1.556,1.556,1.556,1.556,1.84,1,1,1.12,2.02,1.72,1.72,0.95,0.95,1.14,1.24,0.95,0.95,0.95,0.95,1,0,0,0,0,0,0,21,1.556,0.95,1.72,0.95,5,1
622,,1.592,1.592,1.592,1.592,1.88,1,1,1.14,2.04,1.74,1.74,0.95,0.95,1.14,1.24,0.95,0.95,0.95,0.95,1,0,0,0,0,0,0,22,1.592,0.95,1.74,0.95,5.2,1
623,,1.628,1.628,1.628,1.628,1.92,1,1,1.16,2.06,1.76,1.76,0.95,0.95,1.14,1.24,0.95,0.95,0.95,0.95,1,0,0,0,0,0,0,23,1.628,0.95,1.76,0.95,5.4,1
624,,1.664,1.664,1.664,1.664,1.96,1,1,1.18,2.08,1.78,1.78,0.95,0.95,1.14,1.24,0.95,0.95,0.95,0.95,1,0,0,0,0,0,0,24,1.664,0.95,1.78,0.95,5.6,1
625,,1.7,1.7,1.7,1.7,2,1,1,1.2,2.1,1.8,1.8,0.95,0.95,1.15,1.25,0.95,0.95,0.95,0.95,1,0,0,0,0,0,0,25,1.7,0.95,1.8,0.95,5.8,1
700,,0.75,0.75,0.75,0.75,1,1,1,1,1,1,1,0.95,1.05,0.95,0.95,0.95,0.95,0.95,0.95,1,0,0,0,0,0,0,0,0.75,1.15,1,0.95,1,1
701,,0.798,0.798,0.798,0.798,1.04,1,1,1.04,1.04,1.04,1.07,0.95,1.05,0.95,0.95,0.95,0.95,0.95,0.95,1,0,0,0,0,0,0,1,0.798,1.15,1.04,0.95,1,1
702,,0.846,0.846,0.846,0.846,1.08,1,1,1.08,1.08,1.08,1.14,0.95,1.06,0.95,0.95,0.95,0.95,0.95,0.95,1,0,0,0,0,0,0,2,0.846,1.16,1.08,0.95,1.2,1
703,,0.894,0.894,0.894,0.894,1.12,1,1,1.12,1.12,1.12,1.21,0.95,1.06,0.95,0.95,0.95,0.95,0.95,0.95,1,0,0,0,0,0,0,3,0.894,1.16,1.12,0.95,1.4,1
704,,0.942,0.942,0.942,0.942,1.16,1,1,1.16,1.16,1.16,1.28,0.95,1.07,0.95,0.95,0.95,0.95,0.95,0.95,1,0,0,0,0,0,0,4,0.942,1.17,1.16,0.95,1.6,1
705,,0.99,0.99,0.99,0.99,1.2,1,1,1.2,1.2,1.2,1.35,0.95,1.07,0.95,0.95,0.95,0.95,0.95,0.95,1,0,0,0,0,0,0,5,0.99,1.17,1.2,0.95,1.8,1
706,,1.038,1.038,1.038,1.038,1.24,1,1,1.24,1.24,1.24,1.42,0.95,1.08,0.95,0.95,0.95,0.95,0.95,0.95,1,0,0,0,0,0,0,6,1.038,1.18,1.24,0.95,2,1
707,,1.086,1.086,1.086,1.086,1.28,1,1,1.28,1.28,1.28,1.49,0.95,1.08,0.95,0.95,0.95,0.95,0.95,0.95,1,0,0,0,0,0,0,7,1.086,1.18,1.28,0.95,2.2,1
708,,1.134,1.134,1.134,1.134,1.32,1,1,1.32,1.32,1.32,1.56,0.95,1.09,0.95,0.95,0.95,0.95,0.95,0.95,1,0,0,0,0,0,0,8,1.134,1.19,1.32,0.95,2.4,1
709,,1.182,1.182,1.182,1.182,1.36,1,1,1.36,1.36,1.36,1.63,0.95,1.09,0.95,0.95,0.95,0.95,0.95,0.95,1,0,0,0,0,0,0,9,1.182,1.19,1.36,0.95,2.6,1
710,,1.23,1.23,1.23,1.23,1.4,1,1,1.4,1.4,1.4,1.7,0.95,1.1,0.95,0.95,0.95,0.95,0.95,0.95,1,0,0,0,0,0,0,10,1.23,1.2,1.4,0.95,2.8,1
711,,1.278,1.278,1.278,1.278,1.44,1,1,1.43,1.43,1.43,1.75,0.95,1.1,0.95,0.95,0.95,0.95,0.95,0.95,1,0,0,0,0,0,0,11,1.278,1.2,1.43,0.95,3,1
712,,1.326,1.326,1.326,1.326,1.48,1,1,1.46,1.46,1.46,1.8,0.95,1.11,0.95,0.95,0.95,0.95,0.95,0.95,1,0,0,0,0,0,0,12,1.326,1.21,1.46,0.95,3.2,1
713,,1.374,1.374,1.374,1.374,1.52,1,1,1.49,1.49,1.49,1.85,0.95,1.11,0.95,0.95,0.95,0.95,0.95,0.95,1,0,0,0,0,0,0,13,1.374,1.21,1.49,0.95,3.4,1
714,,1.422,1.422,1.422,1.422,1.56,1,1,1.52,1.52,1.52,1.9,0.95,1.11,0.95,0.95,0.95,0.95,0.95,0.95,1,0,0,0,0,0,0,14,1.422,1.21,1.52,0.95,3.6,1
715,,1.47,1.47,1.47,1.47,1.6,1,1,1.55,1.55,1.55,1.95,0.95,1.12,0.95,0.95,0.95,0.95,0.95,0.95,1,0,0,0,0,0,0,15,1.47,1.22,1.55,0.95,3.8,1
716,,1.518,1.518,1.518,1.518,1.64,1,1,1.58,1.58,1.58,2,0.95,1.12,0.95,0.95,0.95,0.95,0.95,0.95,1,0,0,0,0,0,0,16,1.518,1.22,1.58,0.95,4,1
717,,1.566,1.566,1.566,1.566,1.68,1,1,1.61,1.61,1.61,2.05,0.95,1.12,0.95,0.95,0.95,0.95,0.95,0.95,1,0,0,0,0,0,0,17,1.566,1.22,1.61,0.95,4.2,1
718,,1.614,1.614,1.614,1.614,1.72,1,1,1.64,1.64,1.64,2.1,0.95,1.13,0.95,0.95,0.95,0.95,0.95,0.95,1,0,0,0,0,0,0,18,1.614,1.23,1.64,0.95,4.4,1
719,,1.662,1.662,1.662,1.662,1.76,1,1,1.67,1.67,1.67,2.15,0.95,1.13,0.95,0.95,0.95,0.95,0.95,0.95,1,0,0,0,0,0,0,19,1.662,1.23,1.67,0.95,4.6,1
720,,1.71,1.71,1.71,1.71,1.8,1,1,1.7,1.7,1.7,2.2,0.95,1.13,0.95,0.95,0.95,0.95,0.95,0.95,1,0,0,0,0,0,0,20,1.71,1.23,1.7,0.95,4.8,1
721,,1.758,1.758,1.758,1.758,1.84,1,1,1.72,1.72,1.72,2.22,0.95,1.14,0.95,0.95,0.95,0.95,0.95,0.95,1,0,0,0,0,0,0,21,1.758,1.24,1.72,0.95,5,1
722,,1.806,1.806,1.806,1.806,1.88,1,1,1.74,1.74,1.74,2.24,0.95,1.14,0.95,0.95,0.95,0.95,0.95,0.95,1,0,0,0,0,0,0,22,1.806,1.24,1.74,0.95,5.2,1
723,,1.854,1.854,1.854,1.854,1.92,1,1,1.76,1.76,1.76,2.26,0.95,1.14,0.95,0.95,0.95,0.95,0.95,0.95,1,0,0,0,0,0,0,23,1.854,1.24,1.76,0.95,5.4,1
724,,1.902,1.902,1.902,1.902,1.96,1,1,1.78,1.78,1.78,2.28,0.95,1.14,0.95,0.95,0.95,0.95,0.95,0.95,1,0,0,0,0,0,0,24,1.902,1.24,1.78,0.95,5.6,1
725,,1.95,1.95,1.95,1.95,2,1,1,1.8,1.8,1.8,2.3,0.95,1.15,0.95,0.95,0.95,0.95,0.95,0.95,1,0,0,0,0,0,0,25,1.95,1.25,1.8,0.95,5.8,1
800,,0.75,0.75,0.75,0.75,1,1,1,0.75,0.75,1,1,0.95,1.15,0.95,0.95,0.95,0.95,0.95,0.95,1,0,0,0,0,0,0,0,0.75,1.05,1,0.95,1,1
801,,0.798,0.798,0.798,0.798,1.04,1,1,0.78,0.78,1.07,1.04,0.95,1.15,0.95,0.95,0.95,0.95,0.95,0.95,1,0,0,0,0,0,0,1,0.798,1.05,1.04,0.95,1,1
802,,0.846,0.846,0.846,0.846,1.08,1,1,0.81,0.81,1.14,1.08,0.95,1.16,0.95,0.95,0.95,0.95,0.95,0.95,1,0,0,0,0,0,0,2,0.846,1.06,1.08,0.95,1.2,1
803,,0.894,0.894,0.894,0.894,1.12,1,1,0.84,0.84,1.21,1.12,0.95,1.16,0.95,0.95,0.95,0.95,0.95,0.95,1,0,0,0,0,0,0,3,0.894,1.06,1.12,0.95,1.4,1
804,,0.942,0.942,0.942,0.942,1.16,1,1,0.87,0.87,1.28,1.16,0.95,1.17,0.95,0.95,0.95,0.95,0.95,0.95,1,0,0,0,0,0,0,4,0.942,1.07,1.16,0.95,1.6,1
805,,0.99,0.99,0.99,0.99,1.2,1,1,0.9,0.9,1.35,1.2,0.95,1.17,0.95,0.95,0.95,0.95,0.95,0.95,1,0,0,0,0,0,0,5,0.99,1.07,1.2,0.95,1.8,1
806,,1.038,1.038,1.038,1.038,1.24,1,1,0.93,0.93,1.42,1.24,0.95,1.18,0.95,0.95,0.95,0.95,0.95,0.95,1,0,0,0,0,0,0,6,1.038,1.08,1.24,0.95,2,1
807,,1.086,1.086,1.086,1.086,1.28,1,1,0.96,0.96,1.49,1.28,0.95,1.18,0.95,0.95,0.95,0.95,0.95,0.95,1,0,0,0,0,0,0,7,1.086,1.08,1.28,0.95,2.2,1
808,,1.134,1.134,1.134,1.134,1.32,1,1,0.99,0.99,1.56,1.32,0.95,1.19,0.95,0.95,0.95,0.95,0.95,0.95,1,0,0,0,0,0,0,8,1.134,1.09,1.32,0.95,2.4,1
809,,1.182,1.182,1.182,1.182,1.36,1,1,1.02,1.02,1.63,1.36,0.95,1.19,0.95,0.95,0.95,0.95,0.95,0.95,1,0,0,0,0,0,0,9,1.182,1.09,1.36,0.95,2.6,1
810,,1.23,1.23,1.23,1.23,1.4,1,1,1.05,1.05,1.7,1.4,0.95,1.2,0.95,0.95,0.95,0.95,0.95,0.95,1,0,0,0,0,0,0,10,1.23,1.1,1.4,0.95,2.8,1
811,,1.278,1.278,1.278,1.278,1.44,1,1,1.07,1.07,1.75,1.43,0.95,1.2,0.95,0.95,0.95,0.95,0.95,0.95,1,0,0,0,0,0,0,11,1.278,1.1,1.43,0.95,3,1
812,,1.326,1.326,1.326,1.326,1.48,1,1,1.09,1.09,1.8,1.46,0.95,1.21,0.95,0.95,0.95,0.95,0.95,0.95,1,0,0,0,0,0,0,12,1.326,1.11,1.46,0.95,3.2,1
813,,1.374,1.374,1.374,1.374,1.52,1,1,1.11,1.11,1.85,1.49,0.95,1.21,0.95,0.95,0.95,0.95,0.95,0.95,1,0,0,0,0,0,0,13,1.374,1.11,1.49,0.95,3.4,1
814,,1.422,1.422,1.422,1.422,1.56,1,1,1.13,1.13,1.9,1.52,0.95,1.21,0.95,0.95,0.95,0.95,0.95,0.95,1,0,0,0,0,0,0,14,1.422,1.11,1.52,0.95,3.6,1
815,,1.47,1.47,1.47,1.47,1.6,1,1,1.15,1.15,1.95,1.55,0.95,1.22,0.95,0.95,0.95,0.95,0.95,0.95,1,0,0,0,0,0,0,15,1.47,1.12,1.55,0.95,3.8,1
816,,1.518,1.518,1.518,1.518,1.64,1,1,1.17,1.17,2,1.58,0.95,1.22,0.95,0.95,0.95,0.95,0.95,0.95,1,0,0,0,0,0,0,16,1.518,1.12,1.58,0.95,4,1
817,,1.566,1.566,1.566,1.566,1.68,1,1,1.19,1.19,2.05,1.61,0.95,1.22,0.95,0.95,0.95,0.95,0.95,0.95,1,0,0,0,0,0,0,17,1.566,1.12,1.61,0.95,4.2,1
818,,1.614,1.614,1.614,1.614,1.72,1,1,1.21,1.21,2.1,1.64,0.95,1.23,0.95,0.95,0.95,0.95,0.95,0.95,1,0,0,0,0,0,0,18,1.614,1.13,1.64,0.95,4.4,1
819,,1.662,1.662,1.662,1.662,1.76,1,1,1.23,1.23,2.15,1.67,0.95,1.23,0.95,0.95,0.95,0.95,0.95,0.95,1,0,0,0,0,0,0,19,1.662,1.13,1.67,0.95,4.6,1
820,,1.71,1.71,1.71,1.71,1.8,1,1,1.25,1.25,2.2,1.7,0.95,1.23,0.95,0.95,0.95,0.95,0.95,0.95,1,0,0,0,0,0,0,20,1.71,1.13,1.7,0.95,4.8,1
821,,1.758,1.758,1.758,1.758,1.84,1,1,1.26,1.26,2.23,1.72,0.95,1.24,0.95,0.95,0.95,0.95,0.95,0.95,1,0,0,0,0,0,0,21,1.758,1.14,1.72,0.95,5,1
822,,1.806,1.806,1.806,1.806,1.88,1,1,1.27,1.27,2.26,1.74,0.95,1.24,0.95,0.95,0.95,0.95,0.95,0.95,1,0,0,0,0,0,0,22,1.806,1.14,1.74,0.95,5.2,1
823,,1.854,1.854,1.854,1.854,1.92,1,1,1.28,1.28,2.29,1.76,0.95,1.24,0.95,0.95,0.95,0.95,0.95,0.95,1,0,0,0,0,0,0,23,1.854,1.14,1.76,0.95,5.4,1
824,,1.902,1.902,1.902,1.902,1.96,1,1,1.29,1.29,2.32,1.78,0.95,1.24,0.95,0.95,0.95,0.95,0.95,0.95,1,0,0,0,0,0,0,24,1.902,1.14,1.78,0.95,5.6,1
825,,1.95,1.95,1.95,1.95,2,1,1,1.3,1.3,2.35,1.8,0.95,1.25,0.95,0.95,0.95,0.95,0.95,0.95,1,0,0,0,0,0,0,25,1.95,1.15,1.8,0.95,5.8,1
900,,0.85,0.85,0.85,0.85,1,1,1,1,1,1,1,0.95,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0.85,1,1,1,1,1
901,,0.888,0.888,0.888,0.888,1.04,1,1,1.05,1.05,1.05,1.04,0.95,1,1,1,1,1,1,1,1,0,1,0,0,0,0,1,0.888,1,1.04,1,1,1
902,,0.926,0.926,0.926,0.926,1.08,1,1,1.1,1.1,1.1,1.08,0.95,1,1,1,1,1,1,1,1,0,2,0,0,0,0,2,0.926,1,1.08,1,1.2,1
903,,0.964,0.964,0.964,0.964,1.12,1,1,1.15,1.15,1.15,1.12,0.95,1,1,1,1,1,1,1,1,0,3,0,0,0,0,3,0.964,1,1.12,1,1.4,1
904,,1.002,1.002,1.002,1.002,1.16,1,1,1.2,1.2,1.2,1.16,0.95,1,1,1,1,1,1,1,1,0,4,0,0,0,0,4,1.002,1,1.16,1,1.6,1
905,,1.04,1.04,1.04,1.04,1.2,1,1,1.25,1.25,1.25,1.2,0.95,1,1,1,1,1,1,1,1,0,5,0,0,0,0,5,1.04,1,1.2,1,1.8,1
906,,1.078,1.078,1.078,1.078,1.24,1,1,1.3,1.3,1.3,1.24,0.95,1,1,1,1,1,1,1,1,0,6,0,0,0,0,6,1.078,1,1.24,1,2,1
907,,1.116,1.116,1.116,1.116,1.28,1,1,1.35,1.35,1.35,1.28,0.95,1,1,1,1,1,1,1,1,0,7,0,0,0,0,7,1.116,1,1.28,1,2.2,1
908,,1.154,1.154,1.154,1.154,1.32,1,1,1.4,1.4,1.4,1.32,0.95,1,1,1,1,1,1,1,1,0,8,0,0,0,0,8,1.154,1,1.32,1,2.4,1
909,,1.192,1.192,1.192,1.192,1.36,1,1,1.45,1.45,1.45,1.36,0.95,1,1,1,1,1,1,1,1,0,9,0,0,0,0,9,1.192,1,1.36,1,2.6,1
910,,1.23,1.23,1.23,1.23,1.4,1,1,1.5,1.5,1.5,1.4,0.95,1,1,1,1,1,1,1,1,0,10,0,0,0,0,10,1.23,1,1.4,1,2.8,1
911,,1.268,1.268,1.268,1.268,1.44,1,1,1.53,1.53,1.54,1.43,0.95,1,1,1,1,1,1,1,1,0,11,0,0,0,0,11,1.268,1,1.43,1,3,1
912,,1.306,1.306,1.306,1.306,1.48,1,1,1.56,1.56,1.58,1.46,0.95,1,1,1,1,1,1,1,1,0,12,0,0,0,0,12,1.306,1,1.46,1,3.2,1
913,,1.344,1.344,1.344,1.344,1.52,1,1,1.59,1.59,1.62,1.49,0.95,1,1,1,1,1,1,1,1,0,13,0,0,0,0,13,1.344,1,1.49,1,3.4,1
914,,1.382,1.382,1.382,1.382,1.56,1,1,1.62,1.62,1.66,1.52,0.95,1,1,1,1,1,1,1,1,0,14,0,0,0,0,14,1.382,1,1.52,1,3.6,1
915,,1.42,1.42,1.42,1.42,1.6,1,1,1.65,1.65,1.7,1.55,0.95,1,1,1,1,1,1,1,1,0,15,0,0,0,0,15,1.42,1,1.55,1,3.8,1
916,,1.458,1.458,1.458,1.458,1.64,1,1,1.68,1.68,1.74,1.58,0.95,1,1,1,1,1,1,1,1,0,16,0,0,0,0,16,1.458,1,1.58,1,4,1
917,,1.496,1.496,1.496,1.496,1.68,1,1,1.71,1.71,1.78,1.61,0.95,1,1,1,1,1,1,1,1,0,17,0,0,0,0,17,1.496,1,1.61,1,4.2,1
918,,1.534,1.534,1.534,1.534,1.72,1,1,1.74,1.74,1.82,1.64,0.95,1,1,1,1,1,1,1,1,0,18,0,0,0,0,18,1.534,1,1.64,1,4.4,1
919,,1.572,1.572,1.572,1.572,1.76,1,1,1.77,1.77,1.86,1.67,0.95,1,1,1,1,1,1,1,1,0,19,0,0,0,0,19,1.572,1,1.67,1,4.6,1
920,,1.61,1.61,1.61,1.61,1.8,1,1,1.8,1.8,1.9,1.7,0.95,1,1,1,1,1,1,1,1,0,20,0,0,0,0,20,1.61,1,1.7,1,4.8,1
921,,1.648,1.648,1.648,1.648,1.84,1,1,1.82,1.82,1.92,1.72,0.95,1,1,1,1,1,1,1,1,0,21,0,0,0,0,21,1.648,1,1.72,1,5,1
922,,1.686,1.686,1.686,1.686,1.88,1,1,1.84,1.84,1.94,1.74,0.95,1,1,1,1,1,1,1,1,0,22,0,0,0,0,22,1.686,1,1.74,1,5.2,1
923,,1.724,1.724,1.724,1.724,1.92,1,1,1.86,1.86,1.96,1.76,0.95,1,1,1,1,1,1,1,1,0,23,0,0,0,0,23,1.724,1,1.76,1,5.4,1
924,,1.762,1.762,1.762,1.762,1.96,1,1,1.88,1.88,1.98,1.78,0.95,1,1,1,1,1,1,1,1,0,24,0,0,0,0,24,1.762,1,1.78,1,5.6,1
925,,1.8,1.8,1.8,1.8,2,1,1,1.9,1.9,2,1.8,0.95,1,1,1,1,1,1,1,1,0,25,0,0,0,0,25,1.8,1,1.8,1,5.8,1
1000,,0.85,0.85,0.85,0.85,1,1,1,1,1,1,1,0.95,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0.85,1,1,1,1,1
1001,,0.902,0.902,0.902,0.902,1.04,1,1,1.04,1.04,1.04,1.04,0.95,1,1,1,1,1,1,1,1,0,1,0,0,0,0,1,0.902,1,1.03,1,1,1
