Row ID,Row Name,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
603641011,,-124,15,38,56,0,-116,48,0,100,-107,88,-40
603641012,,49,-96,-120,67,-79,99,-119,0,-126,42,33,38
603641013,,53,89,-95,-117,-25,6,-69,-73,-11,36,-107,46
603641014,,-70,6,94,-10,24,-37,1,66,0,95,106,-43
603641015,,77,-30,-68,56,-68,57,-50,-84,90,-22,20,-21
603641016,,-62,-67,67,69,67,-28,116,89,-81,-111,-21,16
603641017,,4,-126,0,0,-32,8,0,0,8,1,0,0
603641018,,-19,44,99,-58,46,-85,-85,-89,126,74,27,65
603641019,,18,-45,-100,57,-47,84,84,88,-127,-75,-28,-66
603641020,,52,16,7,32,-105,26,-126,46,104,90,36,6
603641021,,33,-31,-80,115,0,3,88,12,20,35,97,-4
603641022,,-44,14,40,-124,106,-108,60,-64,115,8,-109,81
603641023,,-119,68,-37,-104,97,12,-128,-79,-123,37,-126,-118
603641024,,2,56,64,69,24,-31,67,2,8,-44,8,33
603641025,,74,-125,4,10,-124,96,37,81,-126,-128,92,0
603641026,,12,-95,-14,12,5,96,-88,-127,-61,-118,80,88
603641027,,101,88,0,34,86,59,66,92,-84,-45,36,-44
603641028,,96,-118,13,82,-120,-108,-128,49,64,37,74,-92
603641029,,-126,22,18,109,72,9,23,-64,36,0,1,34
603641030,,25,100,96,-111,-96,70,100,2,19,16,-125,9
603641031,,-110,1,-115,-128,51,-128,25,46,24,108,-68,3
603642000,,48,64,-128,-76,64,22,10,12,20,74,-28,-100
603642001,,-91,37,68,40,9,1,106,43,64,2,35,64
603642002,,2,18,-59,-124,80,16,33,-126,11,80,73,18
603642003,,65,106,10,1,68,8,-110,64,-95,-127,80,66
603642004,,-96,24,-104,64,-72,-62,-127,20,-124,-119,0,36
603642005,,-126,-116,1,105,22,5,17,16,54,-128,12,24
603642006,,81,6,-118,78,7,40,28,120,16,116,-79,-96
603642007,,-124,9,0,6,5,22,100,-126,0,2,64,61
603642008,,88,66,68,-104,72,32,52,32,-125,-91,17,0
603642009,,20,-108,96,2,-120,-127,-59,5,32,26,-98,6
603642010,,73,-128,50,-111,2,-42,-126,-112,73,4,2,3
603642011,,12,65,42,17,-95,105,0,5,74,45,0,96
603642012,,34,-80,53,96,-96,-128,0,-21,0,112,42,-63
603642013,,10,33,17,2,50,104,72,64,-4,0,-124,-119
603642014,,-55,-90,-107,-103,-112,-58,-76,-117,-97,1,-4,108
603642015,,54,89,106,102,111,57,75,116,96,-2,3,-109
603642016,,1,4,64,2,0,-94,16,64,1,16,0,0
603642017,,34,11,10,-95,-55,66,-96,4,11,2,44,-112
603642018,,68,5,-26,73,16,118,17,-127,74,-45,0,91
603642019,,90,40,40,9,-127,-99,64,33,84,-92,88,51
603642020,,-128,111,-84,-48,20,0,27,0,68,24,16,-119
603642021,,6,48,11,64,-12,42,46,-92,80,50,-94,28
603642022,,-90,-64,-28,-65,-118,-59,11,-104,-62,24,-56,-62
603642023,,72,-102,5,66,42,32,-111,26,20,22,0,112
603642024,,81,2,-111,-124,14,-108,-54,1,52,82,-91,68
603642025,,-92,37,-126,112,80,1,4,4,-44,-28,3,72
603642026,,-110,52,-47,0,2,-104,1,116,-113,-120,34,42
603642027,,24,99,17,33,-119,42,69,76,1,21,-112,-29
603642028,,9,-60,30,112,101,3,-30,-61,-87,-79,73,96
603642029,,-90,-120,108,14,4,0,32,70,-119,12,82,4
603642030,,97,-104,66,4,30,-110,90,-120,-118,74,34,52
603642031,,17,78,1,1,72,-23,-31,90,3,68,65,-110
603642032,,-88,98,2,84,53,4,5,99,1,2,-56,-107
603642033,,42,12,-127,-124,33,41,-22,-112,36,-87,4,-91
603642034,,4,-95,40,24,0,-12,-120,-121,48,104,-52,0
603642035,,-126,80,65,-110,37,64,28,110,32,-96,-71,1
603642036,,81,18,22,-22,-125,8,16,104,110,69,7,-64
603642037,,17,5,-76,21,-62,20,80,1,48,-63,34,10
603642038,,69,80,16,-85,-94,104,36,56,-120,1,23,2
603642039,,-36,-128,120,10,112,-57,-122,-78,-109,0,-108,45
603642040,,41,-111,64,38,88,19,52,17,96,47,125,12
603643000,,72,50,0,8,-63,44,56,3,0,44,-80,-108
603643001,,1,36,4,9,4,66,-70,2,-29,16,12,32
603643002,,34,34,-127,24,35,-128,20,32,4,-126,-26,34
603643003,,-112,76,2,2,2,20,3,8,-94,8,72,13
603643004,,24,-125,104,-94,114,-128,40,24,64,102,115,72
603643005,,26,4,74,17,64,0,32,-20,-116,9,16,1
603643006,,76,-128,49,40,0,0,68,64,-128,73,4,86
603643007,,65,112,8,66,1,-46,-128,4,17,17,0,81
603643008,,36,80,4,-32,12,10,-124,-124,5,4,0,2
603643009,,-112,-127,16,21,24,-122,2,83,33,0,9,8
603643010,,-95,72,-124,0,112,65,1,-127,70,-64,66,40
603643011,,66,9,0,4,-119,33,78,76,24,0,32,-127
603643012,,4,9,83,64,-124,56,1,-127,64,-128,3,0
603643013,,4,2,-95,-123,-124,33,-47,18,48,19,-124,-112
603643014,,34,-108,24,84,16,85,0,48,8,-14,-120,102
603643015,,-127,0,-26,-94,42,8,64,32,26,36,17,-128
603643016,,68,109,-24,58,24,-128,-12,-91,68,76,-38,113
603643017,,-128,74,82,-108,40,97,-128,10,48,66,-120,13
603643018,,-63,17,50,-63,1,-80,-106,-55,17,0,16,36
603643019,,28,-112,-103,4,-24,12,-61,48,-31,121,-92,-57
603643020,,17,124,0,64,100,81,68,88,-62,-79,40,77
603643021,,12,-19,36,-90,55,17,-128,118,-64,40,113,-128
603643022,,50,32,-125,-128,8,0,83,22,13,-117,4,-124
603643023,,-127,72,46,1,34,16,40,-96,7,-59,16,-47
603643024,,10,70,-43,32,-124,44,-91,92,-88,30,-126,48
603643025,,12,17,28,13,0,6,102,-91,2,0,42,8
603643026,,-107,66,28,5,-101,4,121,1,-113,55,24,107
603643027,,106,2,-127,49,66,15,30,24,42,-108,38,24
603643028,,81,-120,-127,-22,64,-62,2,113,52,-63,8,19
603643029,,42,42,102,75,17,-89,5,34,80,74,-9,36
603643030,,18,-121,10,104,21,34,-120,-128,-108,34,2,-74
603643031,,38,-76,34,-110,-121,50,0,-120,45,33,69,51
603643032,,-94,33,56,-115,-112,79,26,82,-128,0,67,-126
603643033,,-55,24,-124,18,-56,4,49,-59,17,87,1,36
603643034,,82,17,-63,28,78,24,9,36,-102,32,-59,64
603643035,,36,-44,17,50,40,24,0,-115,114,-48,13,-54
603643036,,113,-128,67,104,49,-63,32,3,64,-124,-112,-48
603643037,,68,-123,96,66,-42,-30,-40,0,40,-120,19,10
603643038,,-127,34,68,21,100,-55,98,10,10,14,104,0
603643039,,-88,2,8,-64,-125,-8,13,66,69,48,-28,8
603644000,,73,-104,-60,38,-108,3,-117,48,98,-95,106,-56
603644001,,-44,-94,-79,1,-16,-109,-106,-116,-51,28,20,-107
603644002,,-48,77,3,-36,101,44,-88,66,98,93,-127,120
603644003,,37,101,118,34,16,-25,-76,25,29,-94,-118,5
603644004,,38,34,74,91,11,73,85,-93,-92,-126,23,-95
603644005,,-90,-116,73,5,10,12,113,28,-55,105,96,16
603644006,,26,82,47,-28,-115,84,65,64,16,96,-7,78
603644007,,18,18,-112,80,2,-72,108,-13,63,73,68,-57
603644008,,-87,69,20,-120,125,32,10,-92,18,22,-77,42
603644009,,73,-71,-88,-69,-30,-46,2,79,-128,-106,12,50
603644010,,-62,28,-88,6,8,14,36,88,35,27,-77,52
603644011,,49,-127,49,41,35,8,-123,11,-118,44,11,64
603644012,,-127,19,40,106,-116,-64,-78,-126,0,-85,-48,66
603644013,,-108,-116,-118,40,111,-16,50,20,89,8,41,117
603644014,,113,24,52,-64,18,-110,11,-118,10,68,-98,-112
603644015,,42,44,18,-62,68,0,-59,48,69,-123,5,109
603644016,,-118,32,70,38,16,0,3,57,-32,40,-16,-102
603644017,,-95,114,4,-15,38,-86,-54,57,2,-107,1,114
603644018,,25,-86,-128,87,72,80,2,-59,64,68,14,0
603644019,,66,113,102,-126,48,16,108,-95,-32,16,8,15
603644020,,10,49,80,-118,-123,95,8,12,-68,1,-80,-120
603644021,,-108,4,122,18,-126,7,18,-108,-31,25,76,2
603644022,,68,98,22,104,41,30,-112,65,0,68,20,110
603644023,,101,41,69,-60,85,69,14,64,-60,83,34,34
603644024,,-110,-128,21,20,50,19,24,71,-119,98,65,5
603644025,,74,17,-116,0,81,42,33,110,22,50,-96,-104
603644026,,108,-126,0,9,-116,-32,76,-120,1,52,-53,1
603644027,,20,68,-112,21,28,-63,40,16,-112,34,74,-61
603644028,,8,76,-93,117,-86,101,101,71,30,-124,64,12
603644029,,9,66,1,-103,1,1,-63,112,21,-126,37,-80
603644030,,49,-58,-31,4,-64,32,0,2,88,-22,36,17
603644031,,-126,-47,72,0,-32,16,-47,38,47,8,22,73
603644032,,36,-115,9,56,1,-83,-80,-128,36,-48,-64,-96
603644033,,68,2,-53,-127,-46,-84,84,-96,50,-63,16,-124
603645000,,12,28,0,0,3,40,60,64,82,16,0,-94
603645001,,-108,96,4,100,-126,32,32,40,-96,0,-128,-105
603645002,,-120,82,-128,81,-108,64,112,22,-90,-11,0,57
603645003,,2,-125,-30,2,41,0,-120,104,19,14,28,0
603645004,,36,20,14,-125,-94,0,12,50,1,0,0,-128
603645005,,1,44,24,-64,112,-63,64,2,8,-120,0,98
603645006,,2,2,80,13,68,26,5,16,33,6,2,-64
603645007,,-120,-128,1,71,1,100,64,24,-8,65,-128,116
603645008,,98,8,32,-72,66,-125,-126,2,-56,5,83,0
603645009,,68,-95,8,-124,32,3,5,-96,6,32,-120,0
603645010,,17,4,1,16,13,5,80,-63,4,2,16,16
603645011,,80,40,33,8,-128,-124,-126,4,16,105,46,13
603645012,,88,-63,-92,0,24,56,3,76,0,42,-79,65
603645013,,1,2,30,32,76,-56,2,-123,0,64,109,8
603645014,,34,81,64,26,16,20,-96,-127,72,-112,99,6
603645015,,-95,0,-45,32,0,18,25,1,5,-112,68,8
603645016,,-59,84,-96,19,-95,112,48,119,105,68,95,80
603645017,,66,42,-20,72,7,-114,16,84,3,24,3,100
603645018,,24,27,3,-126,64,38,82,-90,-39,12,5,-57
603645019,,-84,16,60,8,83,32,32,11,6,102,-59,-95
603645020,,-110,-124,-94,-120,97,-96,-119,30,20,84,89,-40
603645021,,-112,38,-40,17,32,-80,74,16,104,105,-108,66
603645022,,49,64,10,107,-106,18,69,16,5,23,-95,0
603645023,,21,-94,90,20,50,72,87,40,0,-95,96,0
603645024,,86,-124,2,20,106,12,-124,5,-62,32,-112,25
603645025,,37,49,18,-64,80,73,5,-127,18,31,4,-113
603645026,,72,-15,21,1,86,-105,44,42,-71,104,72,104
603645027,,4,66,-77,32,-111,51,0,-126,4,22,0,31
603645028,,-54,41,17,103,-104,-47,13,89,14,27,84,39
603645029,,32,-107,64,-106,-88,3,104,-119,0,-29,72,-94
603645030,,-127,-118,4,56,8,-116,50,33,-95,28,56,64
603645031,,17,9,1,5,53,80,-31,108,29,0,98,-112
603645032,,74,8,64,18,72,73,18,-126,-26,-96,48,16
603645033,,40,78,1,-84,-124,76,4,3,-110,-46,-122,6
603645034,,50,0,-35,-120,14,-123,-122,20,66,-120,27,-120
603645035,,38,41,100,79,0,64,-112,64,-116,3,-96,92
603645036,,-127,66,33,-12,13,2,-85,-56,-7,-128,-94,34
603645037,,73,-107,-116,98,-32,43,-38,-96,64,1,11,-111
603645038,,68,84,-122,32,-119,16,73,64,32,-96,36,33
603645039,,-86,-32,104,-63,6,-92,-96,-12,48,-64,-118,44
603646000,,17,76,-127,4,12,33,-124,16,18,-119,1,-47
603646001,,-128,66,101,-128,-94,22,-96,1,32,-95,5,68
603646002,,10,33,64,8,33,0,28,-112,-127,81,-94,8
603646003,,1,-128,98,10,0,-95,17,13,65,38,4,41
603646004,,36,56,0,32,40,72,65,-96,-122,6,72,96
603646005,,20,-104,8,25,26,-103,1,-14,-120,64,0,2
603646006,,33,70,4,0,64,-96,0,96,36,-120,-126,32
603646007,,2,2,43,34,-128,2,-96,75,8,32,2,4
603646008,,74,80,-124,-124,-123,14,-46,2,73,20,-96,-108
603646009,,-79,1,-112,-60,2,40,98,-120,0,40,124,0
603646010,,-64,-123,24,105,-126,64,36,4,16,72,3,-104
603646011,,-126,32,16,20,4,20,3,16,105,4,24,6
603646012,,68,32,-54,-78,104,0,8,64,-78,64,101,19
603646013,,24,4,33,65,80,-111,10,5,4,-126,72,-64
603646014,,40,25,0,83,21,64,72,46,20,19,16,8
603646015,,68,-126,22,0,81,70,20,0,66,16,-112,35
603647000,,-63,4,41,17,32,14,17,32,23,64,64,6
603647001,,88,64,-126,8,89,-111,-25,-119,50,28,37,32
603647002,,41,0,83,6,-63,-123,8,88,8,-48,101,33
603647003,,48,2,36,106,-96,32,73,67,-78,1,-118,-80
603647004,,-108,37,-124,-127,0,0,-28,14,8,38,-104,16
603647005,,68,-53,64,84,4,32,30,-32,-120,-88,2,-128
603647006,,10,-79,-101,-124,34,0,0,-128,12,3,21,18
603647007,,9,-88,32,14,86,26,56,8,-64,-39,4,2
603647008,,-127,4,-64,-30,-104,20,-126,20,5,4,64,72
603647009,,18,114,36,24,93,-35,1,0,113,2,-48,-56
603647010,,68,10,68,96,2,75,0,-79,32,-84,34,65
603647011,,34,89,25,0,-86,0,32,23,64,32,-117,-115
603647012,,-128,16,18,-127,4,-32,-46,34,-128,65,56,110
603647013,,38,-124,8,49,1,98,4,68,71,18,0,21
603648000,,-47,-32,13,-59,-22,85,68,97,28,-19,80,-126
603648001,,-115,78,17,-124,27,-16,-55,19,8,2,-109,49
603648002,,58,59,-63,24,-121,9,-128,25,-25,-74,-53,90
603648003,,-78,60,-26,58,41,112,53,36,-35,-102,-66,103
603648004,,89,-64,114,61,20,-87,45,-34,38,-104,0,-75
603648005,,37,69,-99,-56,52,-97,-102,-81,-111,119,103,8
603648006,,-124,-104,42,39,-42,-26,59,-12,98,4,125,-60
603648007,,110,7,-78,67,105,6,-30,-64,-47,73,44,124
603648008,,66,-77,76,-14,-64,10,86,10,42,97,-128,-117
603648009,,-11,-46,121,-55,-55,67,-5,1,-26,-85,45,-33
603648010,,91,30,-73,-38,-58,124,95,-9,-49,30,-117,111
603648011,,-14,120,-43,35,103,-81,-71,-51,-67,-41,-12,-92
603648012,,-82,-91,-28,63,60,-31,47,126,91,124,-51,-22
603648013,,38,-81,31,-65,-101,116,-64,22,-78,-29,50,81
603648014,,-51,-55,-118,116,54,-98,-26,-86,89,-108,114,51
603648015,,25,119,106,-60,-7,-101,20,-7,36,105,-33,-100
603648016,,97,98,16,60,76,74,98,3,1,19,-74,-91
603648017,,26,-123,34,2,-111,20,-123,108,126,76,9,8
603648018,,-124,24,-51,-63,34,-95,24,-112,-128,-96,64,82
603648019,,12,98,-63,33,19,1,89,54,-126,16,-62,-111
603648020,,97,-128,121,5,-52,-118,-127,36,-82,8,102,-108
603648021,,-58,12,-122,-126,-86,72,14,73,25,98,53,36
603648022,,10,-119,5,68,-46,33,-54,8,39,-26,20,88
603648023,,5,67,4,58,48,52,100,-30,4,73,-78,42
603648024,,49,54,-94,-108,4,24,-96,25,-94,-47,9,99
603648025,,-64,28,64,41,-116,-12,25,-128,16,-112,20,71
603648026,,-70,-48,42,16,33,14,6,-61,16,12,9,24
603648027,,4,-30,44,-54,73,-125,19,19,100,6,-118,-128
603648028,,97,8,16,87,0,34,116,-52,81,29,104,79
603648029,,26,53,18,-88,51,69,32,0,-56,-94,0,32
603648030,,-112,1,-39,64,68,-48,-128,52,73,33,-63,-128
603649000,,25,36,-104,-103,-96,4,106,1,14,82,8,-96
603649001,,-63,44,70,55,0,38,-96,86,65,80,-62,10
603649002,,-30,89,32,2,69,-118,65,44,114,4,-70,-127
603649003,,10,0,60,-96,60,113,18,-126,12,-118,4,82
603649004,,52,-46,65,76,82,0,-115,88,-127,-95,85,28
603649005,,4,-125,-125,64,-117,-39,20,-95,-80,45,33,101
603649006,,49,-61,89,-97,-62,-95,-99,-79,-34,108,-38,-74
603649007,,-34,-67,20,32,54,6,-13,14,120,46,13,76
603649008,,37,102,-82,-55,-19,90,106,84,-89,-111,119,57
603649009,,-54,24,-29,118,25,-3,4,-21,1,-45,-96,-61
603649010,,65,25,26,-115,-23,-117,-40,-84,20,68,25,4
603649011,,-102,66,4,34,18,20,5,67,107,42,32,-62
603649012,,36,-92,-31,80,4,96,34,16,-128,-111,-58,57
603649013,,66,14,8,-58,90,36,40,41,-63,17,-15,-102
603649014,,-116,113,-90,8,5,16,-61,-44,54,10,6,64
603649015,,49,-128,81,49,-96,-53,20,2,8,-28,8,37
603649016,,-108,24,20,33,-117,104,4,-51,20,64,7,1
603649017,,76,36,7,2,-64,-63,20,71,-88,-127,17,-88
603649018,,-126,8,13,10,44,32,26,40,64,84,72,12
603649019,,33,104,-32,2,31,25,0,-126,1,-88,10,-126
603649020,,74,65,2,-119,64,34,48,64,8,28,-128,82
603649021,,2,-57,-64,116,34,64,99,48,-59,34,-96,89
603649022,,33,20,49,24,16,-107,-51,28,16,16,108,54
603649023,,-120,-93,10,-60,-27,8,-128,2,51,71,16,64
603649024,,112,16,104,-111,0,6,-117,-79,-86,-88,81,36
603649025,,21,-126,-112,100,16,-106,96,0,70,3,-90,-127
603650000,,-94,94,30,-104,-97,88,-81,-115,-62,48,-44,-37
603650001,,-11,109,78,107,-31,-9,81,59,-111,-73,46,54
603650002,,121,-93,-69,-59,-89,9,-82,127,-97,126,-3,-56
603650003,,29,-39,-93,87,102,-76,-80,-12,125,74,-5,-95
603650004,,-70,-120,-63,-2,-104,46,120,-60,126,-35,49,126
603650005,,-57,-73,116,57,121,-37,87,114,38,-21,-57,31
603650006,,78,118,-3,-90,94,-25,-49,-117,-23,-123,10,-27
603650007,,97,36,8,-6,-128,64,24,112,102,25,-119,-127
603650008,,69,-32,33,48,112,-127,106,40,-88,-60,-77,36
603650009,,20,-50,8,1,-120,4,-125,0,26,2,66,78
603650010,,-118,65,17,26,67,35,-122,4,68,8,11,9
603650011,,114,8,7,-124,40,82,-80,30,33,46,80,18
603650012,,-96,-124,89,3,-106,8,37,-64,0,-125,56,33
603650013,,72,-126,-92,-95,8,18,16,-42,82,65,64,17
603650014,,12,36,64,4,83,4,-123,5,-124,48,12,104
603650015,,1,25,-104,101,1,-28,2,3,1,34,100,16
603650016,,-112,89,18,76,54,-117,20,43,-118,-44,-126,-52
603650017,,49,49,70,8,13,-100,105,-87,-12,21,16,-112
603650018,,-122,2,-94,-112,-60,57,64,-112,1,-88,-91,-26
603650019,,10,18,-28,66,32,96,72,64,25,64,4,2
603650020,,72,12,-90,-21,-93,24,15,84,-64,1,66,4
603650021,,-108,58,19,32,52,68,-104,-119,4,-96,-128,26
603650022,,10,64,20,24,-58,37,80,4,120,80,91,-123
603650023,,97,-95,73,-128,0,-93,32,58,-94,26,4,97
603650024,,-110,7,-88,68,9,-112,-63,98,29,71,56,98
603650025,,37,-48,64,23,88,74,38,-127,3,-84,-91,-104
603650026,,50,2,42,33,28,-94,-119,57,0,0,68,-31
603650027,,5,-40,24,6,-122,-44,34,-45,-94,-88,23,4
603650028,,-127,92,65,74,96,10,66,0,4,95,42,82
603650029,,-94,7,-122,-107,41,64,16,-124,1,0,-72,-120
603650030,,88,-96,101,-8,0,33,20,0,95,-91,-127,0
603650031,,76,33,-112,0,-45,29,-19,110,-8,82,64,63
603651000,,4,70,25,3,101,-111,96,45,17,-123,56,38
603651001,,-118,57,36,80,-126,2,6,-112,-18,10,7,-40
603651002,,113,-128,-62,-84,24,108,-103,66,0,112,-64,1
603651003,,17,-77,-110,10,8,96,98,-108,-87,-128,-64,-118
603651004,,74,12,108,21,-80,7,5,32,64,61,39,0
603651005,,-92,64,1,-32,71,-104,-104,75,22,66,24,117
603652000,,74,60,79,110,-127,89,118,107,-109,-61,85,-6
603652001,,-103,99,113,81,122,-76,-128,5,40,-26,-118,21
603652002,,117,-101,-112,-80,-65,2,45,-46,-10,24,-30,109
603652003,,-90,-60,-82,-113,68,-17,-37,-68,77,61,61,-126
603652004,,-106,106,-78,-74,69,102,-49,102,-85,80,13,-91
603652005,,105,-107,77,73,-70,-103,48,-103,84,-81,-14,90
603652006,,-86,-101,-112,-21,-66,-34,-51,-97,-40,-105,-37,-93
603652007,,95,110,-17,-2,-43,53,-13,-29,111,126,-20,93
603652008,,-11,-11,127,21,107,-21,62,124,-73,-23,55,-2
603652009,,100,7,16,-70,6,-86,97,21,46,-90,24,0
603652010,,-119,88,-32,64,33,1,12,-30,64,25,71,-44
603652011,,18,-96,15,5,-40,84,-110,8,-111,64,-96,43
603652012,,-9,125,30,57,-69,111,117,95,-77,95,27,95
603652013,,-39,-25,-65,-108,87,52,-17,-17,125,61,-22,-22
603652014,,-82,-113,-21,-29,-73,-5,-78,-114,-42,-51,-9,-105
603652015,,106,-10,-7,111,-18,-50,-118,-16,-115,-14,125,-23
603652016,,119,89,-58,-33,-23,-69,-1,-65,126,-69,-83,124
603652017,,-99,-70,117,-2,92,-43,93,113,-21,-26,-42,-73
603652018,,-70,29,-63,-48,120,-99,80,-47,-42,12,-78,44
603652019,,6,-8,51,-59,124,-38,7,36,41,-43,85,-11
603652020,,-39,34,-50,47,-125,103,-8,42,25,34,-51,-54
603652021,,101,-57,60,58,-121,32,-81,-33,-26,-5,42,19
603653000,,38,8,82,88,-24,15,12,118,16,15,89,50
603653001,,48,112,-128,-111,-127,-117,-93,68,5,52,6,17
603653002,,-126,-114,36,-86,-80,-92,82,-77,68,80,32,-124
603653003,,-86,2,26,68,4,96,84,2,-86,-64,64,-88
603653004,,65,-59,-115,34,18,20,37,-128,65,-104,-85,70
603653005,,-108,-79,99,-111,46,2,-128,-128,-102,38,92,97
603653006,,88,10,32,110,5,41,-128,40,57,1,-79,8
603653007,,73,48,-60,0,88,-48,57,29,70,-117,2,-35
603653008,,5,69,25,5,67,80,74,73,-96,96,-124,2
603654000,,28,108,6,-89,67,48,0,81,105,-52,0,-127
603654001,,-122,-112,-78,28,-112,-103,19,-108,36,0,-86,42
603654002,,9,22,69,-31,68,6,-94,43,17,17,17,5
603654003,,-111,10,-64,64,30,67,0,68,-104,116,37,92
603654004,,96,97,9,10,-96,12,-36,-118,6,-93,76,-80
603654005,,98,-127,56,16,41,-32,109,32,-62,10,-46,66
603654006,,65,104,-127,-91,97,-112,60,-116,4,-112,-128,-108
603654007,,48,5,80,-104,87,1,-30,86,3,17,53,-23
603654008,,65,35,42,106,-126,42,-112,34,92,6,21,30
603654009,,-116,-108,108,18,8,72,6,1,-14,-62,34,64
603654010,,-102,-56,-124,64,28,86,1,-56,-96,105,74,32
603654011,,38,18,19,5,-96,-91,73,49,9,44,-56,3
603654012,,8,48,0,-112,12,16,4,0,0,2,0,0
603654013,,34,11,66,33,67,74,65,23,36,-44,8,-97
603654014,,-111,32,-71,86,12,-127,-100,-120,26,2,53,96
603654015,,76,-44,4,-120,-80,52,34,96,-63,41,-62,0
603654016,,9,-32,67,68,32,-26,5,-18,4,42,-64,38
603654017,,-80,10,-116,59,72,0,-8,17,-30,85,27,64
603654018,,70,21,48,-128,-105,25,2,0,25,-128,36,-103
603654019,,65,-57,9,68,32,16,-126,60,17,-109,-95,32
603654020,,-86,16,84,-111,29,-118,53,66,-114,4,86,84
603654021,,20,40,-94,42,-62,101,72,-127,96,104,8,-117
603654022,,41,23,66,51,91,-32,30,-112,68,2,8,-41
603654023,,9,12,-13,62,0,-123,116,-99,-81,93,-60,0
603654024,,-106,-92,-116,-111,-91,79,-126,115,49,3,99,48
603654025,,65,57,-29,69,74,60,-117,-48,-3,-125,2,46
603654026,,-127,-106,16,-9,12,42,113,73,72,-66,39,-82
603654027,,-122,67,-91,-118,-15,66,-89,74,-14,117,81,-64
603654028,,-43,26,37,20,31,-63,-32,60,-122,25,24,-11
603654029,,-74,-19,93,-64,-45,62,100,-28,90,-52,20,-14
603654030,,106,105,-124,-55,56,-102,67,-26,4,-8,-1,0
603654031,,108,-28,90,-24,-123,-76,-104,6,-88,32,-6,25
603654032,,89,74,42,106,102,115,28,47,-117,-10,-71,-55
603654033,,-6,-15,-2,37,-32,-47,-39,25,119,-81,-57,63
603654034,,54,-110,25,30,-66,13,47,-93,17,64,-84,79
603741000,,119,-5,-16,-88,75,-21,-8,-98,95,126,47,-41
603741001,,-82,-41,-99,-7,-11,61,-49,-33,-18,23,-58,87
603741002,,-37,-68,-22,-2,-105,-11,127,99,-74,-23,93,45
603741003,,-83,107,127,23,42,75,-74,-3,-47,-12,-6,-6
603741004,,-7,-91,-121,-49,-1,-74,15,-2,111,-53,-67,-3
603741005,,86,94,127,119,-4,-34,-15,33,-71,-65,-13,-86
603741006,,-119,-1,-5,-70,-66,115,126,-6,-27,119,122,-1
603741007,,126,11,38,-35,-49,-82,-9,-25,62,-1,-22,10
603741008,,-7,-100,-35,-91,60,-49,-9,-65,-1,-18,-107,-35
603741009,,-10,-9,104,-22,-7,117,-52,89,-45,-111,-121,-29
603741010,,79,-7,-9,127,-61,-6,-87,37,-17,122,127,117
603741011,,-73,102,-97,87,119,-99,27,-34,24,-115,-3,-66
603741012,,6,-20,69,-90,-104,3,22,122,-118,4,-71,118
603741013,,-78,-47,-11,104,113,40,100,5,4,-28,-4,-128
603741014,,57,98,-112,-45,-17,67,75,-47,120,59,-88,-121
603741015,,113,60,42,23,43,-3,-61,-52,84,70,-105,72
603741016,,-46,-62,-64,37,-108,-102,-95,87,35,43,5,64
603741017,,74,3,-49,-36,96,-48,56,18,-33,-103,34,-75
603741018,,13,57,49,10,67,52,92,-90,-85,65,76,63
603741019,,-116,-98,46,113,-122,-27,-118,-88,-12,-4,83,42
603741020,,-27,5,26,-120,28,14,-75,41,1,-110,66,-39
603741021,,-108,-71,-88,89,8,10,64,18,50,65,108,-55
603741022,,33,0,18,-94,50,85,-87,41,77,10,-125,36
603741023,,74,70,69,4,-59,-96,22,-60,-128,-76,16,18
603741024,,10,49,-115,80,-118,1,2,-98,-90,1,-32,5
603741025,,112,68,-61,-122,-124,86,-68,101,-117,5,4,-120
603741026,,1,-94,18,5,34,3,-55,-88,32,-64,11,30
603741027,,-52,69,44,65,41,-48,68,0,84,90,-115,-112
603741028,,-111,-120,80,42,84,44,2,67,25,-96,114,97
603741029,,38,26,32,-72,81,-88,49,16,64,62,16,98
603741030,,100,-111,104,38,68,48,-88,58,4,52,-99,-126
603741031,,70,94,0,-106,8,32,67,65,-86,0,-125,-124
603741032,,8,-92,-121,8,39,15,24,-94,70,81,80,125
603741033,,-111,8,-86,73,-88,-109,96,16,48,-54,44,16
603741034,,-119,64,20,81,83,-64,7,-51,17,6,34,75
603741035,,50,35,81,-96,-112,76,-108,4,-55,-87,64,32
603741036,,2,0,5,64,0,0,32,33,0,64,0,0
603742000,,18,-124,2,41,1,0,-109,-127,-127,-96,40,32
603742001,,-108,64,82,32,9,9,-127,8,96,-32,66,9
603742002,,40,4,1,33,8,-124,0,41,20,17,65,34
603742003,,81,18,35,64,98,96,32,-85,2,33,98,1
603742004,,-112,48,17,11,12,18,80,-48,12,40,0,76
603742005,,36,-28,8,4,16,18,36,56,1,1,-119,0
603742006,,33,9,12,4,6,0,12,4,18,69,16,-128
603742007,,68,32,-128,-76,-112,17,0,-110,11,-124,66,14
603742008,,34,2,48,-126,-32,-126,89,64,-52,82,8,16
603742009,,-124,26,-128,0,80,2,0,84,32,18,-127,-62
603742010,,10,-128,68,65,16,33,-94,4,88,0,20,113
603742011,,66,9,2,-110,-62,-83,16,0,34,-38,-80,-108
603742012,,-119,105,-64,90,1,-60,40,5,-96,12,-124,48
603742013,,64,1,97,8,32,76,-125,32,5,2,14,68
