Row ID,Row Name,Unk0,Unk1,Unk1,Unk2,Unk3,Unk4,Unk5,Sword Arts ID,Unk7,Unk8,Unk9,Unk10,Unk11,Unk12,Unk13,Unk14,Unk15,Unk16,Unk17,Unk18,Unk19,Unk20,Unk21,Unk22,Unk23
40600,Ash of War: Rain of Arrows,1,8385,-32256,-1,-1,-1,710600,406,0,300,0,362050,-1,131073,103,117440512,0,-1,-1,-1,-1,-1,63034,0,0
50100,Ash of War: Hoarfrost Stomp,1,8400,23040,-1,-1,-1,710600,501,0,300,0,360020,-1,66319,2407,16711679,0,-1,-1,-1,-1,-1,63042,0,0
50200,Ash of War: Storm Stomp,0,8401,7680,-1,-1,-1,710600,502,0,300,0,352070,-1,73727,871,16711679,0,-1,-1,-1,-1,-1,63042,0,0
50300,Ash of War: Kick,1,8402,2560,-1,-1,-1,710600,503,0,300,0,350050,-1,73727,359,16711679,0,-1,-1,-1,-1,-1,63042,0,0
50400,Ash of War: Lightning Ram,1,8403,12800,-1,-1,-1,710600,504,0,300,0,356020,-1,65743,1639,16711679,0,-1,-1,-1,-1,-1,63042,0,0
50500,Ash of War: Flame of the Redmanes,1,8404,12800,-1,-1,-1,710600,505,0,300,0,354010,-1,65599,1127,16711679,0,-1,-1,-1,-1,-1,63042,0,0
50600,Ash of War: Ground Slam,1,8405,2560,-1,-1,-1,710600,506,0,300,0,350070,-1,73727,359,16711679,0,-1,-1,-1,-1,-1,63042,0,0
50700,Ash of War: Golden Slam,1,8406,20480,-1,-1,-1,710600,507,0,300,0,357060,-1,131279,1895,16711679,0,-1,-1,-1,-1,-1,63042,0,0
50800,Ash of War: Waves of Darkness,1,8407,10240,-1,-1,-1,710600,508,0,300,0,353070,-1,197391,2151,8529928,0,-1,-1,-1,-1,-1,63035,0,0
50900,Ash of War: Hoarah Loux's Earthshaker,1,8408,2560,-1,-1,-1,710600,509,0,300,0,350090,-1,204799,359,16711679,0,-1,-1,-1,-1,-1,63042,0,0
60000,Ash of War: Determination,0,8420,7680,-1,-1,-1,710600,600,0,300,0,352100,-1,73727,871,16711679,0,-1,-1,-1,-1,-1,63042,0,0
60100,Ash of War: Royal Knight's Resolve,1,8421,7680,-1,-1,-1,710600,601,0,300,0,352110,-1,139263,871,16711679,0,-1,-1,-1,-1,-1,63042,0,0
60200,Ash of War: Assassin's Gambit,1,8422,30720,-1,-1,-1,710600,602,0,300,0,361030,-1,72719,3175,451,0,-1,-1,-1,-1,-1,63036,0,0
60300,Ash of War: Golden Vow,1,8423,20480,-1,-1,-1,710600,603,0,300,0,357070,-1,131279,1895,16711679,0,-1,-1,-1,-1,-1,63042,0,0
60400,Ash of War: Sacred Order,1,8424,20480,-1,-1,-1,710600,604,0,300,0,357030,-1,65743,1895,16711679,0,-1,-1,-1,-1,-1,63042,0,0
60500,Ash of War: Shared Order,1,8425,20480,-1,-1,-1,710600,605,0,300,0,357040,-1,131279,1895,16711679,0,-1,-1,-1,-1,-1,63042,0,0
60600,Ash of War: Seppuku,1,8426,23040,-1,-1,-1,710600,606,0,300,0,359030,-1,72719,2919,426998,0,-1,-1,-1,-1,-1,63046,0,0
60700,Ash of War: Cragblade,1,8427,2560,-1,-1,-1,710600,607,0,300,0,350040,-1,139263,359,12517375,0,-1,-1,-1,-1,-1,63038,0,0
65000,Ash of War: Barbaric Roar,1,8440,2560,-1,-1,-1,710600,650,0,300,0,350110,-1,73727,359,12516606,0,-1,-1,-1,-1,-1,63040,0,0
65100,Ash of War: War Cry,1,8441,2560,-1,-1,-1,710600,651,0,300,0,350100,-1,73727,359,12516606,0,-1,-1,-1,-1,-1,63040,0,0
65200,Ash of War: Beast's Roar,1,8442,5120,-1,-1,-1,710600,652,0,300,0,351100,-1,139263,615,16711679,0,-1,-1,-1,-1,-1,63042,0,0
65300,Ash of War: Troll's Roar,1,8443,2560,-1,-1,-1,710600,653,0,300,0,350130,-1,139263,359,8399404,0,-1,-1,-1,-1,-1,63039,0,0
65400,Ash of War: Braggart's Roar,1,8444,2560,-1,-1,-1,710600,654,0,300,0,350120,-1,73727,359,12516606,0,-1,-1,-1,-1,-1,63040,0,0
70000,Ash of War: Endure,1,8460,2560,-1,-1,-1,710600,700,0,300,0,350060,-1,73727,359,16711679,0,-1,-1,-1,-1,-1,63042,0,0
70100,Ash of War: Vow of the Indomitable,1,8461,20480,-1,-1,-1,710600,701,0,300,0,357080,-1,65743,1895,0,7,-1,-1,-1,-1,-1,63041,0,0
70200,Ash of War: Holy Ground,0,8462,20480,-1,-1,-1,710600,702,0,300,0,357090,-1,131279,1895,0,7,-1,-1,-1,-1,-1,63041,0,0
80000,Ash of War: Quickstep,1,8480,5120,-1,-1,-1,710600,800,0,300,0,351070,-1,73727,615,16711679,0,-1,-1,-1,-1,-1,63042,0,0
80100,Ash of War: Bloodhound's Step,1,8481,5120,-1,-1,-1,710600,801,0,300,0,351080,-1,139263,615,16711679,0,-1,-1,-1,-1,-1,63042,0,0
80200,Ash of War: Raptor of the Mists,1,8482,5120,-1,-1,-1,710600,802,0,300,0,351090,-1,139263,615,16711679,0,-1,-1,-1,-1,-1,63042,0,0
85000,Ash of War: White Shadow's Lure,1,8490,30720,-1,-1,-1,710600,850,0,300,0,361020,-1,138255,3175,16711679,0,-1,-1,-1,-1,-1,63042,0,0
