Row ID,Row Name,TextureId0,dmyPolyID,pitchAngle,yawAngle,nearDistance,farDistance,nearSize,farSize,maskSpEffectID,randomVariationNum0,randomVariationNum1,randomVariationNum2,randomVariationNum3,replaceTextureId_byMaterial,dmypolyCategory0,dmypolyCategory1,decalShapeType0,decalShapeType1,decalShapeType2,decalShapeType3,useDeferredDecal,usePaintDecal,targetAttackChr,targetDamageChr,targetOtherChr,targetMapObj,usePom,0x26,0x26,0x26,0x26,0x26,0x26,0x27,0x27,0x27,0x27,0x27,0x27,0x27,0x27,randomSizeMin,randomSizeMax,randomRollMin,randomRollMax,randomPitchMin,randomPitchMax,randomYawMin,randomYawMax,pomHeightScale,pomSampleMin,pomSampleMax,Contrast1,TextureLengthType[0-3],TextureWidthX,TextureWidthZ,TextureLifeTime,0x58,0x5C,0x60,0x64,0x68,0x6C,TextureId1,TextureId2,TextureId3,Brightness,TextureId4,TextureId5,TextureId6,R(Diffuse),G(Diffuse),B(Diffuse),UnkNaM,R(Specular),G(Specular),B(Specular),DelayedSpawnState [ON_OFF],Contrast2,0x98,0x9C,0xA0,0xA1,0xA2,0xA3,minVal,maxVal,0xAC,0xAD,DecalSpawnDelay[sec],0xB0,0xB0,0xB0,0xB0,0xB0,IsContactPlayer,IsFormCube,0xB0,0xB0,0xB0,0xB0,0xB0,0xB0,0xB0,0xB0,0xB0,0xB0,0xB0,0xB0,0xB0,0xB0,0xB0,0xB0,0xB0,0xB0,0xB0,0xB0,0xB0,0xB0,0xB0,0xB0,0xB0,TextureSpawnDelay[sec],Unk0,Unk1,Unk2,Unk3,Unk4,Unk5,Unk6,Unk7,Unk8,Unk9,Unk10,Unk11,Unk12,Unk13
446000,,-1,-1,0,0,-1.25,5,24,36,-1,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,100,100,-180,180,0,0,0,0,1,8,64,1,1,10,0,4,0,0.01,-1,-1,-1,0,30000,100000,100000,1,100000,-1,5200540,0,0,0,0,0,0,0,1,0,15,3,0,0,1,0,1,10,2,5,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,5,50,-255,-1,0,0,0,0,0,0,0,0,0,0
446400,,-1,-1,0,0,-1,2,1.5,1.5,-1,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,100,180,-180,180,-10,10,-10,10,1,8,64,1,1,10,0,6,0,0.01,-1,-1,-1,0,30000,100000,100000,1,100000,-1,800020,0,0,0,0,0,0,0,1,0,15,3,0,0,1,0,1,10,2,5,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,5,50,-256,-1,0,0,0,0,0,0,0,0,0,0
446600,,100000,-1,0,0,-2,4,2,6,-1,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,100,180,-180,180,-20,20,-20,20,1,8,64,1,1,2.5,0.15,0.75,0,0.01,-1,-1,-1,0,100010,100000,100000,1,100000,-1,5200530,0,0,0,0,0,0,0,1,0,3,3,0,0,1,0,1,10,2,5,0,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,3,3,-256,-1,0,0,0,0,0,0,0,0,0,0
446601,,100000,-1,0,0,-2,4,5,11,-1,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,100,120,-180,180,-10,10,-10,10,1,8,64,1,1,2.5,0.15,0.75,0,0.01,-1,-1,-1,0,100010,100000,100000,1,100000,-1,5200530,0,0,0,0,0,0,0,1,0,3,3,0,0,1,0,1,10,2,5,0,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,3,3,-256,-1,0,0,0,0,0,0,0,0,0,0
446602,,5000010,-1,0,0,-0.4,0.4,9,11,-1,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,100,100,-180,180,0,0,0,0,1,8,64,1,1,10,0,3,0,0.01,-1,-1,-1,0,-1,100000,-1,1,100000,-1,5200530,0,0,0,0,0,0,0,1,0,6,3,255,255,1,0,20,0,2,5,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.1,10,50,-255,-1,0,0,0,0,0,0,0,0,0,0
447500,,5000010,-1,0,0,-0.4,0.4,6,6,-1,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,100,100,-180,180,0,0,0,0,1,8,64,1,1,10,0,3,0,0.01,-1,-1,647555,0,-1,100000,-1,1,100000,-1,5200530,0,0,0,0,0,0,0,1,0,6,3,255,255,1,0,20,0,2,5,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.1,5,5,-255,-1,0,0,0,0,0,0,0,0,0,0
447501,,5000010,-1,0,0,-0.4,0.4,20,20,-1,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,100,100,-180,180,0,0,0,0,1,8,64,1,1,10,0,3,0,0.01,-1,-1,-1,0,-1,100000,-1,1,100000,-1,5200530,0,0,0,0,0,0,0,1,0,6,3,255,255,0,0,20,0,2,5,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.1,5,5,-255,-1,0,0,0,0,0,0,0,0,0,0
447502,,-1,-1,0,0,-1,2,5,5,-1,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,100,180,-180,180,-10,10,-10,10,1,8,64,1,1,10,0,9,0,0.01,-1,-1,-1,0,30000,100000,100000,1,100000,-1,800020,0,0,0,0,0,0,0,1,0,25,3,0,0,1,0,1,10,2,5,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,5,50,-256,-1,0,0,0,0,0,0,0,0,0,0
447600,,-1,-1,0,0,-5,5,10,10,-1,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,100,100,-180,180,0,0,0,0,1,8,64,1,1,10,0,3,0,0.01,-1,-1,-1,0,30000,100000,-1,1,100000,-1,5200530,0,0,0,0,0,0,0,1,0,6,3,255,255,1,0,20,0,2,5,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.1,5,5,-255,-1,0,0,0,0,0,0,0,0,0,0
447601,,-1,-1,0,0,-5,5,20,20,-1,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,100,100,-180,180,0,0,0,0,1,8,64,1,1,10,0,3,0,0.01,-1,-1,-1,0,30000,100000,-1,1,100000,-1,5200530,0,0,0,0,0,0,0,1,0,6,3,255,255,1,0,20,0,2,5,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.1,5,5,-255,-1,0,0,0,0,0,0,0,0,0,0
447602,,-1,-1,0,0,-5,5,6,6,-1,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,100,100,-180,180,0,0,0,0,1,8,64,1,1,10,0,3,0,0.01,-1,-1,-1,0,30000,100000,-1,1,100000,-1,5200530,0,0,0,0,0,0,0,1,0,6,3,255,255,1,0,20,0,2,5,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.1,5,5,-255,-1,0,0,0,0,0,0,0,0,0,0
447603,,-1,-1,0,0,-5,5,6,6,-1,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,100,100,-180,180,0,0,0,0,1,8,64,1,1,10,0,2,0,0.01,-1,-1,-1,0,30000,100000,-1,1,100000,-1,5200530,0,0,0,0,0,0,0,1,0,3,3,255,255,1,0,20,0,2,5,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.1,5,5,-255,-1,0,0,0,0,0,0,0,0,0,0
447604,,-1,-1,0,0,-5,5,50,50,-1,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,100,100,-180,180,0,0,0,0,1,8,64,1,1,10,0,3,0,0.01,-1,-1,-1,0,30000,100000,-1,1,100000,-1,5200530,0,0,0,0,0,0,0,1,0,6,3,255,255,1,0,20,0,2,5,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.1,5,5,-255,-1,0,0,0,0,0,0,0,0,0,0
447605,,-1,-1,0,0,-5,5,15,15,-1,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,100,100,-180,180,0,0,0,0,1,8,64,1,1,10,0,3,0,0.01,-1,-1,-1,0,30000,100000,-1,1,100000,-1,5200530,0,0,0,0,0,0,0,1,0,6,3,255,255,1,0,20,0,2,5,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.1,5,5,-255,-1,0,0,0,0,0,0,0,0,0,0
447606,,-1,-1,0,0,-5,5,37.5,37.5,-1,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,100,100,-180,180,0,0,0,0,1,8,64,1,1,10,0,3,0,0.01,-1,-1,-1,0,30000,100000,-1,1,100000,-1,5200530,0,0,0,0,0,0,0,1,0,6,3,255,255,1,0,20,0,2,5,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.1,5,5,-255,-1,0,0,0,0,0,0,0,0,0,0
448000,,100000,-1,-90,0,-1,1,6,6,-1,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,80,180,-20,20,-10,10,-10,10,1,8,64,1,1,1.5,0,15,1,0.05,-1,-1,-1,0,100010,100000,100000,1,100000,-1,-1,40,1,2,0,50,1,2,1,0.8,130,10,0,0,1,0,1,10,2,5,0,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.5,5,50,-256,-1,0,0,0,0,0,0,0,0,0,0
448100,,100010,-1,0,0,-2,3,7,7,-1,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,100,100,-180,180,0,0,0,0,1,8,64,1,1,0,0,0,0,0.05,-1,-1,-1,0,100010,210000,100000,1,100000,-1,-1,191,84,48,0,191,84,48,1,1,5,2.5,0,0,0,0,1,10,2,5,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.1,5,50,-256,-1,0,0,0,0,0,0,0,0,0,0
449000,,-1,-1,-90,0,-1,5,7,8,-1,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,100,110,-180,180,0,0,0,0,0,8,8,1,0,0,0,0,0,0.01,-1,-1,-1,0,100010,210000,9900000,1,5421500,-1,-1,40,15,15,0,20,7,7,1,1,130,3,255,255,1,1,1,10,2,5,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.1,5,5,-255,65,0,0,0,0,0,0,0,0,0,0
449001,,-1,-1,-90,0,-1,5,3.5,4,-1,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,100,110,-180,180,0,0,0,0,0,8,8,1,0,0,0,0,0,0.01,-1,-1,-1,0,100010,210000,9900000,1,5421500,-1,-1,40,15,15,0,20,7,7,1,1,130,3,255,255,1,1,1,10,2,5,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.1,5,5,-255,65,0,0,0,0,0,0,0,0,0,0
449100,,-1,-1,0,0,-0.5,1,5,10,-1,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,100,125,-180,180,-15,15,-15,15,1,8,64,1,0,50,0,7.5,0,0.01,-1,-1,-1,0,30000,100000,100000,1,100000,-1,5200530,0,0,0,0,0,0,0,1,0,10,3,255,255,0,0,20,60,2,5,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,0,30,-255,30,0,0,0,0,0,0,0,0,0,0
471000,,700000,-1,0,0,-2,3,3,3,-1,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,100,100,-180,180,0,0,0,0,1,8,64,1,1,30,0,2,0,0.01,-1,-1,-1,0,-1,-1,9900030,1,700000,-1,-1,158,207,255,0,158,207,255,1,1,2,1,0,0,1,0,1,10,2,5,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.125,10,50,-255,-1,0,0,0,0,0,0,0,0,0,0
471001,,700000,-1,0,0,-2,3,6,6,-1,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,100,100,-180,180,0,0,0,0,1,8,64,1,1,30,0,0.95,0,0.01,-1,-1,-1,0,-1,-1,9900030,1,700000,-1,-1,158,207,255,0,158,207,255,1,1,0.95,1.35,0,0,1,0,1,10,2,5,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,10,50,-255,-1,0,0,0,0,0,0,0,0,0,0
471002,,700000,-1,0,0,-2,3,4,4,-1,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,100,150,-180,180,0,0,0,0,1,8,64,1,1,30,0,2,0,0.01,-1,-1,-1,0,-1,-1,9900030,1,700000,-1,-1,158,207,255,0,158,207,255,1,1,2,1,0,0,1,0,1,10,2,5,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.125,1,1,-255,-1,0,0,0,0,0,0,0,0,0,0
471003,,700000,-1,0,0,-2,3,13,13,-1,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,100,100,-180,180,0,0,0,0,1,8,64,1,1,30,0,5.5,0,0.01,-1,-1,-1,0,-1,-1,9900030,1,700000,-1,-1,158,207,255,0,158,207,255,1,1,5.5,1,0,0,1,0,1,10,2,5,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.125,10,50,-255,-1,0,0,0,0,0,0,0,0,0,0
610001,,100000,-1,-90,-90,-2,1,7,7,-1,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,100,100,-100,-80,0,0,0,0,1,8,64,1,1,0,0,0,1,0.05,-1,-1,-1,0,100013,100000,100000,0.9,5421500,-1,-1,188,15,15,0,90,7,7,1,0.9,30,5,0,0,0,0,1,10,2,5,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,5,50,-256,-1,0,0,0,0,0,0,0,0,0,0
610002,,100000,-1,-90,-90,-2,1,5,5,-1,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,100,100,60,60,0,0,0,0,1,8,64,1,1,0,0,0,1,0.05,-1,-1,-1,0,100011,100000,100000,0.9,5421500,-1,-1,188,15,15,0,90,7,7,1,0.9,30,5,0,0,0,0,1,10,2,5,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,5,50,-256,-1,0,0,0,0,0,0,0,0,0,0
610003,,100000,-1,-90,-90,-2,1,5,5,-1,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,100,100,-180,180,0,0,0,0,1,8,64,1,1,0,0,0,1,0.05,-1,-1,-1,0,100010,100000,100000,0.9,5421500,-1,-1,188,15,15,0,90,7,7,1,0.9,30,5,0,0,0,0,1,10,2,5,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,5,50,-256,-1,0,0,0,0,0,0,0,0,0,0
610004,,-1,-1,0,0,0,3,1,1,-1,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,100,100,0,0,0,0,0,0,1,8,64,1,0,0,0,0,0,0.05,-1,-1,-1,0,5500500,10,100000,0.9,5421500,-1,-1,37,3,3,0,90,7,7,0,0.9,30,5,0,0,0,0,1,10,2,5,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,5,50,-256,-1,0,0,0,0,0,0,0,0,0,0
611520,,100000,-1,0,-130,-4,3,5,5,-1,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,100,100,0,0,0,0,0,0,1,8,64,1,0,0,0,0,0,0.05,-1,-1,-1,0,100010,100000,100000,0.9,5421500,-1,-1,188,15,15,0,90,7,7,1,0.9,30,5,0,0,0,0,1,10,2,5,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,5,50,-256,-1,0,0,0,0,0,0,0,0,0,0
611521,,100000,-1,0,-110,-3,3,5,7,-1,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,100,100,0,0,0,0,0,0,1,8,64,1,0,0,0,0,0,0.05,-1,-1,-1,0,100010,100000,100000,0.9,5421500,-1,-1,188,15,15,0,90,7,7,1,0.9,30,5,0,0,0,0,1,10,2,5,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,5,50,-256,-1,0,0,0,0,0,0,0,0,0,0
611522,,100000,-1,-40,-120,-3,4,3,10,-1,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,100,100,0,0,0,0,0,0,1,8,64,1,0,0,0,0,0,0.05,-1,-1,-1,0,100010,100000,100000,0.9,5421500,-1,-1,188,15,15,0,90,7,7,1,0.9,30,5,0,0,0,0,1,10,2,5,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,5,50,-256,-1,0,0,0,0,0,0,0,0,0,0
611523,,100000,-1,100,-30,-4,4,4,7,-1,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,100,100,0,0,0,0,0,0,1,8,64,1,0,0,0,0,0,0.05,-1,-1,-1,0,100010,100000,100000,0.9,5421500,-1,-1,188,15,15,0,90,7,7,1,0.9,30,5,0,0,0,0,1,10,2,5,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,5,50,-256,-1,0,0,0,0,0,0,0,0,0,0
611524,,100000,-1,0,0,-4,3,5,5,-1,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,100,100,0,0,0,0,0,0,1,8,64,1,0,0,0,0,0,0.05,-1,-1,-1,0,100010,100000,100000,0.9,5421500,-1,-1,188,15,15,0,90,7,7,1,0.9,30,5,0,0,0,0,1,10,2,5,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,5,50,-256,-1,0,0,0,0,0,0,0,0,0,0
611701,,-1,-1,0,0,-5,50,15,55,-1,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,100,100,-180,180,0,0,0,0,1,8,64,1,0,0.1,0,1,0,0.01,-1,-1,-1,0,30000,100000,100000,1,100000,-1,5100000,0,0,0,0,0,0,0,0,0,10,3,255,255,0,0,20,60,2,5,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.5,0,30,-255,30,0,0,0,0,0,0,0,0,0,0
613001,,100000,-1,0,0,-2,3,1,6,-1,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,100,100,-100,-80,0,0,0,0,1,8,64,1,0,0,0,0,1,0.05,-1,-1,-1,0,100013,100000,100000,0.9,5421500,-1,-1,188,15,15,0,90,7,7,1,0.9,30,5,0,0,0,0,1,10,2,5,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,5,50,-256,-1,0,0,0,0,0,0,0,0,0,0
619000,,9990010,-1,0,0,-5,50,10,50,-1,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,100,100,0,0,0,0,0,0,1,8,64,1,0,0.6,0.6,5,0,0.01,-1,-1,-1,0,-1,9990010,10,1,-1,-1,9990010,255,255,255,0,0,0,0,0,0,10,3,255,255,0,0,20,60,2,5,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,0,30,-255,30,0,0,0,0,0,0,0,0,0,0
619001,,9990010,-1,0,0,-5,50,10,50,-1,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,100,100,30,30,0,0,0,0,1,8,64,1,0,0.6,0.6,5,0,0.01,-1,-1,-1,0,-1,9990010,10,1,-1,-1,9990010,255,255,255,0,0,0,0,0,0,10,3,255,255,0,0,20,60,2,5,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,0,30,-255,30,0,0,0,0,0,0,0,0,0,0
619002,,9990010,-1,0,0,-5,50,10,50,-1,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,100,100,-30,-30,0,0,0,0,1,8,64,1,0,0.6,0.6,5,0,0.01,-1,-1,-1,0,-1,9990010,10,1,-1,-1,9990010,255,255,255,0,0,0,0,0,0,10,3,255,255,0,0,20,60,2,5,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,0,30,-255,30,0,0,0,0,0,0,0,0,0,0
619003,,9990020,-1,0,0,-5,50,10,50,-1,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,100,100,0,0,0,0,0,0,1,8,64,1,0,0.6,0.6,5,0,0.01,-1,-1,-1,0,-1,9990020,10,1,-1,-1,9990020,255,255,255,0,0,0,0,0,0,10,3,255,255,0,0,20,60,2,5,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,0,30,-255,30,0,0,0,0,0,0,0,0,0,0
619004,,9990020,-1,0,0,-5,50,10,50,-1,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,100,100,30,30,0,0,0,0,1,8,64,1,0,0.6,0.6,5,0,0.01,-1,-1,-1,0,-1,9990020,10,1,-1,-1,9990020,255,255,255,0,0,0,0,0,0,10,3,255,255,0,0,20,60,2,5,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,0,30,-255,30,0,0,0,0,0,0,0,0,0,0
619005,,9990020,-1,0,0,-5,50,10,50,-1,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,100,100,-30,-30,0,0,0,0,1,8,64,1,0,0.6,0.6,5,0,0.01,-1,-1,-1,0,-1,9990020,10,1,-1,-1,9990020,255,255,255,0,0,0,0,0,0,10,3,255,255,0,0,20,60,2,5,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,0,30,-255,30,0,0,0,0,0,0,0,0,0,0
619006,,9990030,-1,0,0,-5,50,10,50,-1,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,100,100,0,0,0,0,0,0,1,8,64,1,0,0.6,0.6,5,0,0.01,-1,-1,-1,0,-1,9990030,10,1,-1,-1,9990030,255,255,255,0,0,0,0,0,0,10,3,255,255,0,0,20,60,2,5,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,0,30,-255,30,0,0,0,0,0,0,0,0,0,0
619007,,9990030,-1,0,0,-5,50,10,50,-1,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,100,100,30,30,0,0,0,0,1,8,64,1,0,0.6,0.6,5,0,0.01,-1,-1,-1,0,-1,9990030,10,1,-1,-1,9990030,255,255,255,0,0,0,0,0,0,10,3,255,255,0,0,20,60,2,5,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,0,30,-255,30,0,0,0,0,0,0,0,0,0,0
