Row ID,Row Name,Material ID 1,Material ID 2,Material ID 3,Material ID 4,Material ID 5,Item Amount 1,Item Amount 2,Item Amount 3,Item Amount 4,Item Amount 5,Is Disable Display Number 1,Is Disable Display Number 2,Is Disable Display Number 3,Is Disable Display Number 4,Is Disable Display Number 5,Material Amount 1,Material Amount 2,Material Amount 3,Material Amount 4,Material Amount 5,Unk1,Unk1,Unk1,Unk2,Unk2,Unk2,Unk2,Unk3,Unk3,Unk3,Unk3,Unk4
611,,10103,-1,-1,-1,-1,-1,-1,-1,-1,0,False,False,False,False,False,4,-1,-1,-1,-1,-1,0,0,4,15,15,15,15,0,0,0,0
612,,10103,-1,-1,-1,-1,-1,-1,-1,-1,0,False,False,False,False,False,6,-1,-1,-1,-1,-1,0,0,4,15,15,15,15,0,0,0,0
613,,10104,-1,-1,-1,-1,-1,-1,-1,-1,0,False,False,False,False,False,2,-1,-1,-1,-1,-1,0,0,4,15,15,15,15,0,0,0,0
614,,10104,-1,-1,-1,-1,-1,-1,-1,-1,0,False,False,False,False,False,4,-1,-1,-1,-1,-1,0,0,4,15,15,15,15,0,0,0,0
615,,10104,-1,-1,-1,-1,-1,-1,-1,-1,0,False,False,False,False,False,6,-1,-1,-1,-1,-1,0,0,4,15,15,15,15,0,0,0,0
616,,10105,-1,-1,-1,-1,-1,-1,-1,-1,0,False,False,False,False,False,2,-1,-1,-1,-1,-1,0,0,4,15,15,15,15,0,0,0,0
617,,10105,-1,-1,-1,-1,-1,-1,-1,-1,0,False,False,False,False,False,4,-1,-1,-1,-1,-1,0,0,4,15,15,15,15,0,0,0,0
618,,10105,-1,-1,-1,-1,-1,-1,-1,-1,0,False,False,False,False,False,6,-1,-1,-1,-1,-1,0,0,4,15,15,15,15,0,0,0,0
619,,10106,-1,-1,-1,-1,-1,-1,-1,-1,0,False,False,False,False,False,2,-1,-1,-1,-1,-1,0,0,4,15,15,15,15,0,0,0,0
620,,10106,-1,-1,-1,-1,-1,-1,-1,-1,0,False,False,False,False,False,4,-1,-1,-1,-1,-1,0,0,4,15,15,15,15,0,0,0,0
621,,10106,-1,-1,-1,-1,-1,-1,-1,-1,0,False,False,False,False,False,6,-1,-1,-1,-1,-1,0,0,4,15,15,15,15,0,0,0,0
622,,10107,-1,-1,-1,-1,-1,-1,-1,-1,0,False,False,False,False,False,2,-1,-1,-1,-1,-1,0,0,4,15,15,15,15,0,0,0,0
623,,10107,-1,-1,-1,-1,-1,-1,-1,-1,0,False,False,False,False,False,4,-1,-1,-1,-1,-1,0,0,4,15,15,15,15,0,0,0,0
624,,10107,-1,-1,-1,-1,-1,-1,-1,-1,0,False,False,False,False,False,6,-1,-1,-1,-1,-1,0,0,4,15,15,15,15,0,0,0,0
625,,10140,-1,-1,-1,-1,-1,-1,-1,-1,0,False,False,False,False,False,1,-1,-1,-1,-1,-1,0,0,4,15,15,15,15,0,0,0,0
700,,1160,-1,-1,-1,-1,-1,-1,-1,-1,0,False,False,False,False,False,1,-1,-1,-1,-1,-1,0,0,4,15,15,15,15,0,0,0,0
701,,10100,-1,-1,-1,-1,-1,-1,-1,-1,0,False,False,False,False,False,2,-1,-1,-1,-1,-1,0,0,4,15,15,15,15,0,0,0,0
702,,10100,-1,-1,-1,-1,-1,-1,-1,-1,0,False,False,False,False,False,4,-1,-1,-1,-1,-1,0,0,4,15,15,15,15,0,0,0,0
703,,10100,-1,-1,-1,-1,-1,-1,-1,-1,0,False,False,False,False,False,6,-1,-1,-1,-1,-1,0,0,4,15,15,15,15,0,0,0,0
704,,10101,-1,-1,-1,-1,-1,-1,-1,-1,0,False,False,False,False,False,2,-1,-1,-1,-1,-1,0,0,4,15,15,15,15,0,0,0,0
705,,10101,-1,-1,-1,-1,-1,-1,-1,-1,0,False,False,False,False,False,4,-1,-1,-1,-1,-1,0,0,4,15,15,15,15,0,0,0,0
706,,10101,-1,-1,-1,-1,-1,-1,-1,-1,0,False,False,False,False,False,6,-1,-1,-1,-1,-1,0,0,4,15,15,15,15,0,0,0,0
707,,10102,-1,-1,-1,-1,-1,-1,-1,-1,0,False,False,False,False,False,2,-1,-1,-1,-1,-1,0,0,4,15,15,15,15,0,0,0,0
708,,10102,-1,-1,-1,-1,-1,-1,-1,-1,0,False,False,False,False,False,4,-1,-1,-1,-1,-1,0,0,4,15,15,15,15,0,0,0,0
709,,10102,-1,-1,-1,-1,-1,-1,-1,-1,0,False,False,False,False,False,6,-1,-1,-1,-1,-1,0,0,4,15,15,15,15,0,0,0,0
710,,10103,-1,-1,-1,-1,-1,-1,-1,-1,0,False,False,False,False,False,2,-1,-1,-1,-1,-1,0,0,4,15,15,15,15,0,0,0,0
711,,10103,-1,-1,-1,-1,-1,-1,-1,-1,0,False,False,False,False,False,4,-1,-1,-1,-1,-1,0,0,4,15,15,15,15,0,0,0,0
712,,10103,-1,-1,-1,-1,-1,-1,-1,-1,0,False,False,False,False,False,6,-1,-1,-1,-1,-1,0,0,4,15,15,15,15,0,0,0,0
713,,10104,-1,-1,-1,-1,-1,-1,-1,-1,0,False,False,False,False,False,2,-1,-1,-1,-1,-1,0,0,4,15,15,15,15,0,0,0,0
714,,10104,-1,-1,-1,-1,-1,-1,-1,-1,0,False,False,False,False,False,4,-1,-1,-1,-1,-1,0,0,4,15,15,15,15,0,0,0,0
715,,10104,-1,-1,-1,-1,-1,-1,-1,-1,0,False,False,False,False,False,6,-1,-1,-1,-1,-1,0,0,4,15,15,15,15,0,0,0,0
716,,10105,-1,-1,-1,-1,-1,-1,-1,-1,0,False,False,False,False,False,2,-1,-1,-1,-1,-1,0,0,4,15,15,15,15,0,0,0,0
717,,10105,-1,-1,-1,-1,-1,-1,-1,-1,0,False,False,False,False,False,4,-1,-1,-1,-1,-1,0,0,4,15,15,15,15,0,0,0,0
718,,10105,-1,-1,-1,-1,-1,-1,-1,-1,0,False,False,False,False,False,6,-1,-1,-1,-1,-1,0,0,4,15,15,15,15,0,0,0,0
719,,10106,-1,-1,-1,-1,-1,-1,-1,-1,0,False,False,False,False,False,2,-1,-1,-1,-1,-1,0,0,4,15,15,15,15,0,0,0,0
720,,10106,-1,-1,-1,-1,-1,-1,-1,-1,0,False,False,False,False,False,4,-1,-1,-1,-1,-1,0,0,4,15,15,15,15,0,0,0,0
721,,10106,-1,-1,-1,-1,-1,-1,-1,-1,0,False,False,False,False,False,6,-1,-1,-1,-1,-1,0,0,4,15,15,15,15,0,0,0,0
722,,10107,-1,-1,-1,-1,-1,-1,-1,-1,0,False,False,False,False,False,2,-1,-1,-1,-1,-1,0,0,4,15,15,15,15,0,0,0,0
723,,10107,-1,-1,-1,-1,-1,-1,-1,-1,0,False,False,False,False,False,4,-1,-1,-1,-1,-1,0,0,4,15,15,15,15,0,0,0,0
724,,10107,-1,-1,-1,-1,-1,-1,-1,-1,0,False,False,False,False,False,6,-1,-1,-1,-1,-1,0,0,4,15,15,15,15,0,0,0,0
725,,10140,-1,-1,-1,-1,-1,-1,-1,-1,0,False,False,False,False,False,1,-1,-1,-1,-1,-1,0,0,4,15,15,15,15,0,0,0,0
800,,1170,-1,-1,-1,-1,-1,-1,-1,-1,0,False,False,False,False,False,1,-1,-1,-1,-1,-1,0,0,4,15,15,15,15,0,0,0,0
801,,10100,-1,-1,-1,-1,-1,-1,-1,-1,0,False,False,False,False,False,2,-1,-1,-1,-1,-1,0,0,4,15,15,15,15,0,0,0,0
802,,10100,-1,-1,-1,-1,-1,-1,-1,-1,0,False,False,False,False,False,4,-1,-1,-1,-1,-1,0,0,4,15,15,15,15,0,0,0,0
803,,10100,-1,-1,-1,-1,-1,-1,-1,-1,0,False,False,False,False,False,6,-1,-1,-1,-1,-1,0,0,4,15,15,15,15,0,0,0,0
804,,10101,-1,-1,-1,-1,-1,-1,-1,-1,0,False,False,False,False,False,2,-1,-1,-1,-1,-1,0,0,4,15,15,15,15,0,0,0,0
805,,10101,-1,-1,-1,-1,-1,-1,-1,-1,0,False,False,False,False,False,4,-1,-1,-1,-1,-1,0,0,4,15,15,15,15,0,0,0,0
806,,10101,-1,-1,-1,-1,-1,-1,-1,-1,0,False,False,False,False,False,6,-1,-1,-1,-1,-1,0,0,4,15,15,15,15,0,0,0,0
807,,10102,-1,-1,-1,-1,-1,-1,-1,-1,0,False,False,False,False,False,2,-1,-1,-1,-1,-1,0,0,4,15,15,15,15,0,0,0,0
808,,10102,-1,-1,-1,-1,-1,-1,-1,-1,0,False,False,False,False,False,4,-1,-1,-1,-1,-1,0,0,4,15,15,15,15,0,0,0,0
809,,10102,-1,-1,-1,-1,-1,-1,-1,-1,0,False,False,False,False,False,6,-1,-1,-1,-1,-1,0,0,4,15,15,15,15,0,0,0,0
810,,10103,-1,-1,-1,-1,-1,-1,-1,-1,0,False,False,False,False,False,2,-1,-1,-1,-1,-1,0,0,4,15,15,15,15,0,0,0,0
811,,10103,-1,-1,-1,-1,-1,-1,-1,-1,0,False,False,False,False,False,4,-1,-1,-1,-1,-1,0,0,4,15,15,15,15,0,0,0,0
812,,10103,-1,-1,-1,-1,-1,-1,-1,-1,0,False,False,False,False,False,6,-1,-1,-1,-1,-1,0,0,4,15,15,15,15,0,0,0,0
813,,10104,-1,-1,-1,-1,-1,-1,-1,-1,0,False,False,False,False,False,2,-1,-1,-1,-1,-1,0,0,4,15,15,15,15,0,0,0,0
814,,10104,-1,-1,-1,-1,-1,-1,-1,-1,0,False,False,False,False,False,4,-1,-1,-1,-1,-1,0,0,4,15,15,15,15,0,0,0,0
815,,10104,-1,-1,-1,-1,-1,-1,-1,-1,0,False,False,False,False,False,6,-1,-1,-1,-1,-1,0,0,4,15,15,15,15,0,0,0,0
816,,10105,-1,-1,-1,-1,-1,-1,-1,-1,0,False,False,False,False,False,2,-1,-1,-1,-1,-1,0,0,4,15,15,15,15,0,0,0,0
817,,10105,-1,-1,-1,-1,-1,-1,-1,-1,0,False,False,False,False,False,4,-1,-1,-1,-1,-1,0,0,4,15,15,15,15,0,0,0,0
818,,10105,-1,-1,-1,-1,-1,-1,-1,-1,0,False,False,False,False,False,6,-1,-1,-1,-1,-1,0,0,4,15,15,15,15,0,0,0,0
819,,10106,-1,-1,-1,-1,-1,-1,-1,-1,0,False,False,False,False,False,2,-1,-1,-1,-1,-1,0,0,4,15,15,15,15,0,0,0,0
820,,10106,-1,-1,-1,-1,-1,-1,-1,-1,0,False,False,False,False,False,4,-1,-1,-1,-1,-1,0,0,4,15,15,15,15,0,0,0,0
821,,10106,-1,-1,-1,-1,-1,-1,-1,-1,0,False,False,False,False,False,6,-1,-1,-1,-1,-1,0,0,4,15,15,15,15,0,0,0,0
822,,10107,-1,-1,-1,-1,-1,-1,-1,-1,0,False,False,False,False,False,2,-1,-1,-1,-1,-1,0,0,4,15,15,15,15,0,0,0,0
823,,10107,-1,-1,-1,-1,-1,-1,-1,-1,0,False,False,False,False,False,4,-1,-1,-1,-1,-1,0,0,4,15,15,15,15,0,0,0,0
824,,10107,-1,-1,-1,-1,-1,-1,-1,-1,0,False,False,False,False,False,6,-1,-1,-1,-1,-1,0,0,4,15,15,15,15,0,0,0,0
825,,10140,-1,-1,-1,-1,-1,-1,-1,-1,0,False,False,False,False,False,1,-1,-1,-1,-1,-1,0,0,4,15,15,15,15,0,0,0,0
900,,1180,-1,-1,-1,-1,-1,-1,-1,-1,0,False,False,False,False,False,1,-1,-1,-1,-1,-1,0,0,4,15,15,15,15,0,0,0,0
901,,10100,-1,-1,-1,-1,-1,-1,-1,-1,0,False,False,False,False,False,2,-1,-1,-1,-1,-1,0,0,4,15,15,15,15,0,0,0,0
902,,10100,-1,-1,-1,-1,-1,-1,-1,-1,0,False,False,False,False,False,4,-1,-1,-1,-1,-1,0,0,4,15,15,15,15,0,0,0,0
903,,10100,-1,-1,-1,-1,-1,-1,-1,-1,0,False,False,False,False,False,6,-1,-1,-1,-1,-1,0,0,4,15,15,15,15,0,0,0,0
904,,10101,-1,-1,-1,-1,-1,-1,-1,-1,0,False,False,False,False,False,2,-1,-1,-1,-1,-1,0,0,4,15,15,15,15,0,0,0,0
905,,10101,-1,-1,-1,-1,-1,-1,-1,-1,0,False,False,False,False,False,4,-1,-1,-1,-1,-1,0,0,4,15,15,15,15,0,0,0,0
906,,10101,-1,-1,-1,-1,-1,-1,-1,-1,0,False,False,False,False,False,6,-1,-1,-1,-1,-1,0,0,4,15,15,15,15,0,0,0,0
907,,10102,-1,-1,-1,-1,-1,-1,-1,-1,0,False,False,False,False,False,2,-1,-1,-1,-1,-1,0,0,4,15,15,15,15,0,0,0,0
908,,10102,-1,-1,-1,-1,-1,-1,-1,-1,0,False,False,False,False,False,4,-1,-1,-1,-1,-1,0,0,4,15,15,15,15,0,0,0,0
909,,10102,-1,-1,-1,-1,-1,-1,-1,-1,0,False,False,False,False,False,6,-1,-1,-1,-1,-1,0,0,4,15,15,15,15,0,0,0,0
910,,10103,-1,-1,-1,-1,-1,-1,-1,-1,0,False,False,False,False,False,2,-1,-1,-1,-1,-1,0,0,4,15,15,15,15,0,0,0,0
911,,10103,-1,-1,-1,-1,-1,-1,-1,-1,0,False,False,False,False,False,4,-1,-1,-1,-1,-1,0,0,4,15,15,15,15,0,0,0,0
912,,10103,-1,-1,-1,-1,-1,-1,-1,-1,0,False,False,False,False,False,6,-1,-1,-1,-1,-1,0,0,4,15,15,15,15,0,0,0,0
913,,10104,-1,-1,-1,-1,-1,-1,-1,-1,0,False,False,False,False,False,2,-1,-1,-1,-1,-1,0,0,4,15,15,15,15,0,0,0,0
914,,10104,-1,-1,-1,-1,-1,-1,-1,-1,0,False,False,False,False,False,4,-1,-1,-1,-1,-1,0,0,4,15,15,15,15,0,0,0,0
915,,10104,-1,-1,-1,-1,-1,-1,-1,-1,0,False,False,False,False,False,6,-1,-1,-1,-1,-1,0,0,4,15,15,15,15,0,0,0,0
916,,10105,-1,-1,-1,-1,-1,-1,-1,-1,0,False,False,False,False,False,2,-1,-1,-1,-1,-1,0,0,4,15,15,15,15,0,0,0,0
917,,10105,-1,-1,-1,-1,-1,-1,-1,-1,0,False,False,False,False,False,4,-1,-1,-1,-1,-1,0,0,4,15,15,15,15,0,0,0,0
918,,10105,-1,-1,-1,-1,-1,-1,-1,-1,0,False,False,False,False,False,6,-1,-1,-1,-1,-1,0,0,4,15,15,15,15,0,0,0,0
919,,10106,-1,-1,-1,-1,-1,-1,-1,-1,0,False,False,False,False,False,2,-1,-1,-1,-1,-1,0,0,4,15,15,15,15,0,0,0,0
920,,10106,-1,-1,-1,-1,-1,-1,-1,-1,0,False,False,False,False,False,4,-1,-1,-1,-1,-1,0,0,4,15,15,15,15,0,0,0,0
921,,10106,-1,-1,-1,-1,-1,-1,-1,-1,0,False,False,False,False,False,6,-1,-1,-1,-1,-1,0,0,4,15,15,15,15,0,0,0,0
922,,10107,-1,-1,-1,-1,-1,-1,-1,-1,0,False,False,False,False,False,2,-1,-1,-1,-1,-1,0,0,4,15,15,15,15,0,0,0,0
923,,10107,-1,-1,-1,-1,-1,-1,-1,-1,0,False,False,False,False,False,4,-1,-1,-1,-1,-1,0,0,4,15,15,15,15,0,0,0,0
924,,10107,-1,-1,-1,-1,-1,-1,-1,-1,0,False,False,False,False,False,6,-1,-1,-1,-1,-1,0,0,4,15,15,15,15,0,0,0,0
925,,10140,-1,-1,-1,-1,-1,-1,-1,-1,0,False,False,False,False,False,1,-1,-1,-1,-1,-1,0,0,4,15,15,15,15,0,0,0,0
1000,,1190,-1,-1,-1,-1,-1,-1,-1,-1,0,False,False,False,False,False,1,-1,-1,-1,-1,-1,0,0,4,15,15,15,15,0,0,0,0
1001,,10100,-1,-1,-1,-1,-1,-1,-1,-1,0,False,False,False,False,False,2,-1,-1,-1,-1,-1,0,0,4,15,15,15,15,0,0,0,0
1002,,10100,-1,-1,-1,-1,-1,-1,-1,-1,0,False,False,False,False,False,4,-1,-1,-1,-1,-1,0,0,4,15,15,15,15,0,0,0,0
1003,,10100,-1,-1,-1,-1,-1,-1,-1,-1,0,False,False,False,False,False,6,-1,-1,-1,-1,-1,0,0,4,15,15,15,15,0,0,0,0
1004,,10101,-1,-1,-1,-1,-1,-1,-1,-1,0,False,False,False,False,False,2,-1,-1,-1,-1,-1,0,0,4,15,15,15,15,0,0,0,0
1005,,10101,-1,-1,-1,-1,-1,-1,-1,-1,0,False,False,False,False,False,4,-1,-1,-1,-1,-1,0,0,4,15,15,15,15,0,0,0,0
1006,,10101,-1,-1,-1,-1,-1,-1,-1,-1,0,False,False,False,False,False,6,-1,-1,-1,-1,-1,0,0,4,15,15,15,15,0,0,0,0
1007,,10102,-1,-1,-1,-1,-1,-1,-1,-1,0,False,False,False,False,False,2,-1,-1,-1,-1,-1,0,0,4,15,15,15,15,0,0,0,0
1008,,10102,-1,-1,-1,-1,-1,-1,-1,-1,0,False,False,False,False,False,4,-1,-1,-1,-1,-1,0,0,4,15,15,15,15,0,0,0,0
1009,,10102,-1,-1,-1,-1,-1,-1,-1,-1,0,False,False,False,False,False,6,-1,-1,-1,-1,-1,0,0,4,15,15,15,15,0,0,0,0
1010,,10103,-1,-1,-1,-1,-1,-1,-1,-1,0,False,False,False,False,False,2,-1,-1,-1,-1,-1,0,0,4,15,15,15,15,0,0,0,0
1011,,10103,-1,-1,-1,-1,-1,-1,-1,-1,0,False,False,False,False,False,4,-1,-1,-1,-1,-1,0,0,4,15,15,15,15,0,0,0,0
1012,,10103,-1,-1,-1,-1,-1,-1,-1,-1,0,False,False,False,False,False,6,-1,-1,-1,-1,-1,0,0,4,15,15,15,15,0,0,0,0
1013,,10104,-1,-1,-1,-1,-1,-1,-1,-1,0,False,False,False,False,False,2,-1,-1,-1,-1,-1,0,0,4,15,15,15,15,0,0,0,0
1014,,10104,-1,-1,-1,-1,-1,-1,-1,-1,0,False,False,False,False,False,4,-1,-1,-1,-1,-1,0,0,4,15,15,15,15,0,0,0,0
1015,,10104,-1,-1,-1,-1,-1,-1,-1,-1,0,False,False,False,False,False,6,-1,-1,-1,-1,-1,0,0,4,15,15,15,15,0,0,0,0
1016,,10105,-1,-1,-1,-1,-1,-1,-1,-1,0,False,False,False,False,False,2,-1,-1,-1,-1,-1,0,0,4,15,15,15,15,0,0,0,0
1017,,10105,-1,-1,-1,-1,-1,-1,-1,-1,0,False,False,False,False,False,4,-1,-1,-1,-1,-1,0,0,4,15,15,15,15,0,0,0,0
1018,,10105,-1,-1,-1,-1,-1,-1,-1,-1,0,False,False,False,False,False,6,-1,-1,-1,-1,-1,0,0,4,15,15,15,15,0,0,0,0
1019,,10106,-1,-1,-1,-1,-1,-1,-1,-1,0,False,False,False,False,False,2,-1,-1,-1,-1,-1,0,0,4,15,15,15,15,0,0,0,0
1020,,10106,-1,-1,-1,-1,-1,-1,-1,-1,0,False,False,False,False,False,4,-1,-1,-1,-1,-1,0,0,4,15,15,15,15,0,0,0,0
1021,,10106,-1,-1,-1,-1,-1,-1,-1,-1,0,False,False,False,False,False,6,-1,-1,-1,-1,-1,0,0,4,15,15,15,15,0,0,0,0
1022,,10107,-1,-1,-1,-1,-1,-1,-1,-1,0,False,False,False,False,False,2,-1,-1,-1,-1,-1,0,0,4,15,15,15,15,0,0,0,0
1023,,10107,-1,-1,-1,-1,-1,-1,-1,-1,0,False,False,False,False,False,4,-1,-1,-1,-1,-1,0,0,4,15,15,15,15,0,0,0,0
1024,,10107,-1,-1,-1,-1,-1,-1,-1,-1,0,False,False,False,False,False,6,-1,-1,-1,-1,-1,0,0,4,15,15,15,15,0,0,0,0
1025,,10140,-1,-1,-1,-1,-1,-1,-1,-1,0,False,False,False,False,False,1,-1,-1,-1,-1,-1,0,0,4,15,15,15,15,0,0,0,0
1100,,1200,-1,-1,-1,-1,-1,-1,-1,-1,0,False,False,False,False,False,1,-1,-1,-1,-1,-1,0,0,4,15,15,15,15,0,0,0,0
1101,,10100,-1,-1,-1,-1,-1,-1,-1,-1,0,False,False,False,False,False,2,-1,-1,-1,-1,-1,0,0,4,15,15,15,15,0,0,0,0
1102,,10100,-1,-1,-1,-1,-1,-1,-1,-1,0,False,False,False,False,False,4,-1,-1,-1,-1,-1,0,0,4,15,15,15,15,0,0,0,0
1103,,10100,-1,-1,-1,-1,-1,-1,-1,-1,0,False,False,False,False,False,6,-1,-1,-1,-1,-1,0,0,4,15,15,15,15,0,0,0,0
1104,,10101,-1,-1,-1,-1,-1,-1,-1,-1,0,False,False,False,False,False,2,-1,-1,-1,-1,-1,0,0,4,15,15,15,15,0,0,0,0
1105,,10101,-1,-1,-1,-1,-1,-1,-1,-1,0,False,False,False,False,False,4,-1,-1,-1,-1,-1,0,0,4,15,15,15,15,0,0,0,0
1106,,10101,-1,-1,-1,-1,-1,-1,-1,-1,0,False,False,False,False,False,6,-1,-1,-1,-1,-1,0,0,4,15,15,15,15,0,0,0,0
1107,,10102,-1,-1,-1,-1,-1,-1,-1,-1,0,False,False,False,False,False,2,-1,-1,-1,-1,-1,0,0,4,15,15,15,15,0,0,0,0
1108,,10102,-1,-1,-1,-1,-1,-1,-1,-1,0,False,False,False,False,False,4,-1,-1,-1,-1,-1,0,0,4,15,15,15,15,0,0,0,0
1109,,10102,-1,-1,-1,-1,-1,-1,-1,-1,0,False,False,False,False,False,6,-1,-1,-1,-1,-1,0,0,4,15,15,15,15,0,0,0,0
1110,,10140,-1,-1,-1,-1,-1,-1,-1,-1,0,False,False,False,False,False,1,-1,-1,-1,-1,-1,0,0,4,15,15,15,15,0,0,0,0
1200,,1210,-1,-1,-1,-1,-1,-1,-1,-1,0,False,False,False,False,False,1,-1,-1,-1,-1,-1,0,0,4,15,15,15,15,0,0,0,0
1201,,10100,-1,-1,-1,-1,-1,-1,-1,-1,0,False,False,False,False,False,2,-1,-1,-1,-1,-1,0,0,4,15,15,15,15,0,0,0,0
1202,,10100,-1,-1,-1,-1,-1,-1,-1,-1,0,False,False,False,False,False,4,-1,-1,-1,-1,-1,0,0,4,15,15,15,15,0,0,0,0
1203,,10100,-1,-1,-1,-1,-1,-1,-1,-1,0,False,False,False,False,False,6,-1,-1,-1,-1,-1,0,0,4,15,15,15,15,0,0,0,0
1204,,10101,-1,-1,-1,-1,-1,-1,-1,-1,0,False,False,False,False,False,2,-1,-1,-1,-1,-1,0,0,4,15,15,15,15,0,0,0,0
1205,,10101,-1,-1,-1,-1,-1,-1,-1,-1,0,False,False,False,False,False,4,-1,-1,-1,-1,-1,0,0,4,15,15,15,15,0,0,0,0
1206,,10101,-1,-1,-1,-1,-1,-1,-1,-1,0,False,False,False,False,False,6,-1,-1,-1,-1,-1,0,0,4,15,15,15,15,0,0,0,0
1207,,10102,-1,-1,-1,-1,-1,-1,-1,-1,0,False,False,False,False,False,2,-1,-1,-1,-1,-1,0,0,4,15,15,15,15,0,0,0,0
1208,,10102,-1,-1,-1,-1,-1,-1,-1,-1,0,False,False,False,False,False,4,-1,-1,-1,-1,-1,0,0,4,15,15,15,15,0,0,0,0
1209,,10102,-1,-1,-1,-1,-1,-1,-1,-1,0,False,False,False,False,False,6,-1,-1,-1,-1,-1,0,0,4,15,15,15,15,0,0,0,0
1210,,10140,-1,-1,-1,-1,-1,-1,-1,-1,0,False,False,False,False,False,1,-1,-1,-1,-1,-1,0,0,4,15,15,15,15,0,0,0,0
1300,,1220,-1,-1,-1,-1,-1,-1,-1,-1,0,False,False,False,False,False,1,-1,-1,-1,-1,-1,0,0,4,15,15,15,15,0,0,0,0
1301,,10100,-1,-1,-1,-1,-1,-1,-1,-1,0,False,False,False,False,False,2,-1,-1,-1,-1,-1,0,0,4,15,15,15,15,0,0,0,0
1302,,10100,-1,-1,-1,-1,-1,-1,-1,-1,0,False,False,False,False,False,4,-1,-1,-1,-1,-1,0,0,4,15,15,15,15,0,0,0,0
1303,,10100,-1,-1,-1,-1,-1,-1,-1,-1,0,False,False,False,False,False,6,-1,-1,-1,-1,-1,0,0,4,15,15,15,15,0,0,0,0
1304,,10101,-1,-1,-1,-1,-1,-1,-1,-1,0,False,False,False,False,False,2,-1,-1,-1,-1,-1,0,0,4,15,15,15,15,0,0,0,0
1305,,10101,-1,-1,-1,-1,-1,-1,-1,-1,0,False,False,False,False,False,4,-1,-1,-1,-1,-1,0,0,4,15,15,15,15,0,0,0,0
1306,,10101,-1,-1,-1,-1,-1,-1,-1,-1,0,False,False,False,False,False,6,-1,-1,-1,-1,-1,0,0,4,15,15,15,15,0,0,0,0
1307,,10102,-1,-1,-1,-1,-1,-1,-1,-1,0,False,False,False,False,False,2,-1,-1,-1,-1,-1,0,0,4,15,15,15,15,0,0,0,0
1308,,10102,-1,-1,-1,-1,-1,-1,-1,-1,0,False,False,False,False,False,4,-1,-1,-1,-1,-1,0,0,4,15,15,15,15,0,0,0,0
1309,,10102,-1,-1,-1,-1,-1,-1,-1,-1,0,False,False,False,False,False,6,-1,-1,-1,-1,-1,0,0,4,15,15,15,15,0,0,0,0
1310,,10140,-1,-1,-1,-1,-1,-1,-1,-1,0,False,False,False,False,False,1,-1,-1,-1,-1,-1,0,0,4,15,15,15,15,0,0,0,0
1400,,1230,-1,-1,-1,-1,-1,-1,-1,-1,0,False,False,False,False,False,1,-1,-1,-1,-1,-1,0,0,4,15,15,15,15,0,0,0,0
1401,,10100,-1,-1,-1,-1,-1,-1,-1,-1,0,False,False,False,False,False,2,-1,-1,-1,-1,-1,0,0,4,15,15,15,15,0,0,0,0
1402,,10100,-1,-1,-1,-1,-1,-1,-1,-1,0,False,False,False,False,False,4,-1,-1,-1,-1,-1,0,0,4,15,15,15,15,0,0,0,0
1403,,10100,-1,-1,-1,-1,-1,-1,-1,-1,0,False,False,False,False,False,6,-1,-1,-1,-1,-1,0,0,4,15,15,15,15,0,0,0,0
1404,,10101,-1,-1,-1,-1,-1,-1,-1,-1,0,False,False,False,False,False,2,-1,-1,-1,-1,-1,0,0,4,15,15,15,15,0,0,0,0
1405,,10101,-1,-1,-1,-1,-1,-1,-1,-1,0,False,False,False,False,False,4,-1,-1,-1,-1,-1,0,0,4,15,15,15,15,0,0,0,0
1406,,10101,-1,-1,-1,-1,-1,-1,-1,-1,0,False,False,False,False,False,6,-1,-1,-1,-1,-1,0,0,4,15,15,15,15,0,0,0,0
1407,,10102,-1,-1,-1,-1,-1,-1,-1,-1,0,False,False,False,False,False,2,-1,-1,-1,-1,-1,0,0,4,15,15,15,15,0,0,0,0
1408,,10102,-1,-1,-1,-1,-1,-1,-1,-1,0,False,False,False,False,False,4,-1,-1,-1,-1,-1,0,0,4,15,15,15,15,0,0,0,0
1409,,10102,-1,-1,-1,-1,-1,-1,-1,-1,0,False,False,False,False,False,6,-1,-1,-1,-1,-1,0,0,4,15,15,15,15,0,0,0,0
1410,,10140,-1,-1,-1,-1,-1,-1,-1,-1,0,False,False,False,False,False,1,-1,-1,-1,-1,-1,0,0,4,15,15,15,15,0,0,0,0
1500,,1240,-1,-1,-1,-1,-1,-1,-1,-1,0,False,False,False,False,False,1,-1,-1,-1,-1,-1,0,0,4,15,15,15,15,0,0,0,0
1501,,10100,-1,-1,-1,-1,-1,-1,-1,-1,0,False,False,False,False,False,2,-1,-1,-1,-1,-1,0,0,4,15,15,15,15,0,0,0,0
1502,,10100,-1,-1,-1,-1,-1,-1,-1,-1,0,False,False,False,False,False,4,-1,-1,-1,-1,-1,0,0,4,15,15,15,15,0,0,0,0
1503,,10100,-1,-1,-1,-1,-1,-1,-1,-1,0,False,False,False,False,False,6,-1,-1,-1,-1,-1,0,0,4,15,15,15,15,0,0,0,0
1504,,10101,-1,-1,-1,-1,-1,-1,-1,-1,0,False,False,False,False,False,2,-1,-1,-1,-1,-1,0,0,4,15,15,15,15,0,0,0,0
