Row ID;Row Name;correctStrength
3160200;Sword of Milos [Keen];31
3160300;Sword of Milos [Quality];80
3160400;Sword of Milos [Fire];46
3160500;Sword of Milos [Flame Art];15
3160600;Sword of Milos [Lightning];15
3160700;Sword of Milos [Sacred];15
3160800;Sword of Milos [Magic];15
3160900;Sword of Milos [Cold];58
3161000;Sword of Milos [Poison];58
3161100;Sword of Milos [Blood];58
3161200;Sword of Milos [Occult];24
3170000;Golden Order Greatsword;13
3170100;Golden Order Greatsword [Heavy];100
3170200;Golden Order Greatsword [Keen];42
3170300;Golden Order Greatsword [Quality];109
3170400;Golden Order Greatsword [Fire];63
3170500;Golden Order Greatsword [Flame Art];21
3170600;Golden Order Greatsword [Lightning];21
3170700;Golden Order Greatsword [Sacred];21
3170800;Golden Order Greatsword [Magic];21
3170900;Golden Order Greatsword [Cold];79
3171000;Golden Order Greatsword [Poison];79
3171100;Golden Order Greatsword [Blood];79
3171200;Golden Order Greatsword [Occult];33
3180000;Claymore;49
3180100;Claymore [Heavy];47
3180200;Claymore [Keen];16
3180300;Claymore [Quality];54
3180400;Claymore [Fire];34
3180500;Claymore [Flame Art];14
3180600;Claymore [Lightning];16
3180700;Claymore [Sacred];14
3180800;Claymore [Magic];14
3180900;Claymore [Cold];44
3181000;Claymore [Poison];46
3181100;Claymore [Blood];46
3181200;Claymore [Occult];19
3190000;Gargoyle's Greatsword;76
3190100;Gargoyle's Greatsword [Heavy];66
3190200;Gargoyle's Greatsword [Keen];32
3190300;Gargoyle's Greatsword [Quality];57
3190400;Gargoyle's Greatsword [Fire];39
3190500;Gargoyle's Greatsword [Flame Art];22
3190600;Gargoyle's Greatsword [Lightning];16
3190700;Gargoyle's Greatsword [Sacred];22
3190800;Gargoyle's Greatsword [Magic];22
3190900;Gargoyle's Greatsword [Cold];68
3191000;Gargoyle's Greatsword [Poison];72
3191100;Gargoyle's Greatsword [Blood];72
3191200;Gargoyle's Greatsword [Occult];30
3200000;Death's Poker;46
3200100;Death's Poker [Heavy];78
3200200;Death's Poker [Keen];32
3200300;Death's Poker [Quality];84
3200400;Death's Poker [Fire];48
3200500;Death's Poker [Flame Art];16
3200600;Death's Poker [Lightning];16
3200700;Death's Poker [Sacred];16
3200800;Death's Poker [Magic];16
3200900;Death's Poker [Cold];61
3201000;Death's Poker [Poison];61
3201100;Death's Poker [Blood];61
3201200;Death's Poker [Occult];26
3210000;Gargoyle's Blackblade;52
3210100;Gargoyle's Blackblade [Heavy];62
3210200;Gargoyle's Blackblade [Keen];26
3210300;Gargoyle's Blackblade [Quality];67
3210400;Gargoyle's Blackblade [Fire];39
3210500;Gargoyle's Blackblade [Flame Art];13
3210600;Gargoyle's Blackblade [Lightning];13
3210700;Gargoyle's Blackblade [Sacred];13
3210800;Gargoyle's Blackblade [Magic];13
3210900;Gargoyle's Blackblade [Cold];49
3211000;Gargoyle's Blackblade [Poison];49
3211100;Gargoyle's Blackblade [Blood];49
3211200;Gargoyle's Blackblade [Occult];20
3220000;;35
3900000;;35
4000000;Greatsword;60
4000100;Greatsword [Heavy];57
4000200;Greatsword [Keen];23
4000300;Greatsword [Quality];50
4000400;Greatsword [Fire];31
4000500;Greatsword [Flame Art];25
4000600;Greatsword [Lightning];15
4000700;Greatsword [Sacred];15
4000800;Greatsword [Magic];12
4000900;Greatsword [Cold];54
4001000;Greatsword [Poison];54
4001100;Greatsword [Blood];54
4001200;Greatsword [Occult];24
4010000;Watchdog's Greatsword;82
4010100;Watchdog's Greatsword [Heavy];71
4010200;Watchdog's Greatsword [Keen];26
4010300;Watchdog's Greatsword [Quality];62
4010400;Watchdog's Greatsword [Fire];43
4010500;Watchdog's Greatsword [Flame Art];34
4010600;Watchdog's Greatsword [Lightning];17
4010700;Watchdog's Greatsword [Sacred];34
4010800;Watchdog's Greatsword [Magic];32
4010900;Watchdog's Greatsword [Cold];73
4011000;Watchdog's Greatsword [Poison];73
4011100;Watchdog's Greatsword [Blood];73
4011200;Watchdog's Greatsword [Occult];32
4020000;Maliketh's Black Blade;72
4020100;Maliketh's Black Blade [Heavy];86
4020200;Maliketh's Black Blade [Keen];36
4020300;Maliketh's Black Blade [Quality];93
4020400;Maliketh's Black Blade [Fire];54
4020500;Maliketh's Black Blade [Flame Art];18
4020600;Maliketh's Black Blade [Lightning];18
4020700;Maliketh's Black Blade [Sacred];18
4020800;Maliketh's Black Blade [Magic];18
4020900;Maliketh's Black Blade [Cold];68
4021000;Maliketh's Black Blade [Poison];68
4021100;Maliketh's Black Blade [Blood];68
4021200;Maliketh's Black Blade [Occult];28
4030000;Troll's Golden Sword;50
4030100;Troll's Golden Sword [Heavy];46
4030200;Troll's Golden Sword [Keen];16
4030300;Troll's Golden Sword [Quality];53
4030400;Troll's Golden Sword [Fire];32
4030500;Troll's Golden Sword [Flame Art];15
4030600;Troll's Golden Sword [Lightning];16
4030700;Troll's Golden Sword [Sacred];15
4030800;Troll's Golden Sword [Magic];12
4030900;Troll's Golden Sword [Cold];45
4031000;Troll's Golden Sword [Poison];47
4031100;Troll's Golden Sword [Blood];47
4031200;Troll's Golden Sword [Occult];20
4040000;Zweihander;38
4040100;Zweihander [Heavy];48
4040200;Zweihander [Keen];17
4040300;Zweihander [Quality];57
4040400;Zweihander [Fire];36
4040500;Zweihander [Flame Art];15
4040600;Zweihander [Lightning];17
4040700;Zweihander [Sacred];15
4040800;Zweihander [Magic];9
4040900;Zweihander [Cold];34
4041000;Zweihander [Poison];36
4041100;Zweihander [Blood];36
4041200;Zweihander [Occult];15
4050000;Starscourge Greatsword;65
4050100;Starscourge Greatsword [Heavy];78
4050200;Starscourge Greatsword [Keen];32
4050300;Starscourge Greatsword [Quality];84
4050400;Starscourge Greatsword [Fire];48
4050500;Starscourge Greatsword [Flame Art];16
4050600;Starscourge Greatsword [Lightning];16
4050700;Starscourge Greatsword [Sacred];16
4050800;Starscourge Greatsword [Magic];16
4050900;Starscourge Greatsword [Cold];61
4051000;Starscourge Greatsword [Poison];61
4051100;Starscourge Greatsword [Blood];61
4051200;Starscourge Greatsword [Occult];26
4060000;Royal Greatsword;46
4060100;Royal Greatsword [Heavy];62
4060200;Royal Greatsword [Keen];26
4060300;Royal Greatsword [Quality];67
4060400;Royal Greatsword [Fire];39
4060500;Royal Greatsword [Flame Art];13
4060600;Royal Greatsword [Lightning];13
4060700;Royal Greatsword [Sacred];13
4060800;Royal Greatsword [Magic];13
4060900;Royal Greatsword [Cold];49
4061000;Royal Greatsword [Poison];49
4061100;Royal Greatsword [Blood];49
4061200;Royal Greatsword [Occult];20
4070000;Godslayer's Greatsword;41
4070100;Godslayer's Greatsword [Heavy];81
4070200;Godslayer's Greatsword [Keen];34
4070300;Godslayer's Greatsword [Quality];88
4070400;Godslayer's Greatsword [Fire];51
4070500;Godslayer's Greatsword [Flame Art];17
4070600;Godslayer's Greatsword [Lightning];17
4070700;Godslayer's Greatsword [Sacred];17
4070800;Godslayer's Greatsword [Magic];17
4070900;Godslayer's Greatsword [Cold];64
4071000;Godslayer's Greatsword [Poison];64
4071100;Godslayer's Greatsword [Blood];64
4071200;Godslayer's Greatsword [Occult];27
4080000;Ruins Greatsword;130
4080100;Ruins Greatsword [Heavy];156
4080200;Ruins Greatsword [Keen];65
4080300;Ruins Greatsword [Quality];169
4080400;Ruins Greatsword [Fire];97
4080500;Ruins Greatsword [Flame Art];32
4080600;Ruins Greatsword [Lightning];32
4080700;Ruins Greatsword [Sacred];32
4080800;Ruins Greatsword [Magic];32
4080900;Ruins Greatsword [Cold];123
4081000;Ruins Greatsword [Poison];123
4081100;Ruins Greatsword [Blood];123
4081200;Ruins Greatsword [Occult];52
4100000;Grafted Blade Greatsword;78
4100100;Grafted Blade Greatsword [Heavy];93
4100200;Grafted Blade Greatsword [Keen];39
4100300;Grafted Blade Greatsword [Quality];101
4100400;Grafted Blade Greatsword [Fire];58
4100500;Grafted Blade Greatsword [Flame Art];19
4100600;Grafted Blade Greatsword [Lightning];19
4100700;Grafted Blade Greatsword [Sacred];19
4100800;Grafted Blade Greatsword [Magic];19
4100900;Grafted Blade Greatsword [Cold];74
4101000;Grafted Blade Greatsword [Poison];74
4101100;Grafted Blade Greatsword [Blood];74
4101200;Grafted Blade Greatsword [Occult];31
4110000;Troll Knight's Sword;52
4110100;Troll Knight's Sword [Heavy];62
4110200;Troll Knight's Sword [Keen];26
4110300;Troll Knight's Sword [Quality];67
4110400;Troll Knight's Sword [Fire];39
4110500;Troll Knight's Sword [Flame Art];13
4110600;Troll Knight's Sword [Lightning];13
4110700;Troll Knight's Sword [Sacred];13
4110800;Troll Knight's Sword [Magic];13
4110900;Troll Knight's Sword [Cold];49
4111000;Troll Knight's Sword [Poison];49
4111100;Troll Knight's Sword [Blood];49
4111200;Troll Knight's Sword [Occult];20
4900000;;35
4910000;;35
5000000;Estoc;14
5000100;Estoc [Heavy];42
5000200;Estoc [Keen];14
5000300;Estoc [Quality];49
5000400;Estoc [Fire];31
5000500;Estoc [Flame Art];4
5000600;Estoc [Lightning];7
5000700;Estoc [Sacred];4
5000800;Estoc [Magic];4
5000900;Estoc [Cold];12
5001000;Estoc [Poison];12
5001100;Estoc [Blood];12
5001200;Estoc [Occult];5
5010000;Cleanrot Knight's Sword;45
5010100;Cleanrot Knight's Sword [Heavy];45
5010200;Cleanrot Knight's Sword [Keen];15
5010300;Cleanrot Knight's Sword [Quality];51
5010400;Cleanrot Knight's Sword [Fire];31
5010500;Cleanrot Knight's Sword [Flame Art];9
5010600;Cleanrot Knight's Sword [Lightning];7
5010700;Cleanrot Knight's Sword [Sacred];9
5010800;Cleanrot Knight's Sword [Magic];9
5010900;Cleanrot Knight's Sword [Cold];40
5011000;Cleanrot Knight's Sword [Poison];40
5011100;Cleanrot Knight's Sword [Blood];40
5011200;Cleanrot Knight's Sword [Occult];18
5020000;Rapier;20
5020100;Rapier [Heavy];44
5020200;Rapier [Keen];16
5020300;Rapier [Quality];52
5020400;Rapier [Fire];35
5020500;Rapier [Flame Art];4
5020600;Rapier [Lightning];16
5020700;Rapier [Sacred];4
5020800;Rapier [Magic];6
5020900;Rapier [Cold];18
5021000;Rapier [Poison];19
5021100;Rapier [Blood];19
5021200;Rapier [Occult];8
5030000;Rogier's Rapier;15
5030100;Rogier's Rapier [Heavy];50
5030200;Rogier's Rapier [Keen];18
5030300;Rogier's Rapier [Quality];60
5030400;Rogier's Rapier [Fire];40
5030500;Rogier's Rapier [Flame Art];4
5030600;Rogier's Rapier [Lightning];18
5030700;Rogier's Rapier [Sacred];4
5030800;Rogier's Rapier [Magic];4
5030900;Rogier's Rapier [Cold];13
5031000;Rogier's Rapier [Poison];14
5031100;Rogier's Rapier [Blood];14
5031200;Rogier's Rapier [Occult];6
5040000;Antspur Rapier;36
5040100;Antspur Rapier [Heavy];46
5040200;Antspur Rapier [Keen];17
5040300;Antspur Rapier [Quality];55
5040400;Antspur Rapier [Fire];36
5040500;Antspur Rapier [Flame Art];7
5040600;Antspur Rapier [Lightning];17
5040700;Antspur Rapier [Sacred];7
5040800;Antspur Rapier [Magic];10
5040900;Antspur Rapier [Cold];32
5041000;Antspur Rapier [Poison];34
5041100;Antspur Rapier [Blood];34
5041200;Antspur Rapier [Occult];14
5050000;Frozen Needle;26
5050100;Frozen Needle [Heavy];78
5050200;Frozen Needle [Keen];32
5050300;Frozen Needle [Quality];84
5050400;Frozen Needle [Fire];48
5050500;Frozen Needle [Flame Art];16
5050600;Frozen Needle [Lightning];16
5050700;Frozen Needle [Sacred];16
5050800;Frozen Needle [Magic];16
5050900;Frozen Needle [Cold];61
5051000;Frozen Needle [Poison];61
5051100;Frozen Needle [Blood];61
5051200;Frozen Needle [Occult];26
5060000;Noble's Estoc;37
5060100;Noble's Estoc [Heavy];42
5060200;Noble's Estoc [Keen];14
5060300;Noble's Estoc [Quality];51
5060400;Noble's Estoc [Fire];31
5060500;Noble's Estoc [Flame Art];7
5060600;Noble's Estoc [Lightning];14
5060700;Noble's Estoc [Sacred];7
5060800;Noble's Estoc [Magic];11
5060900;Noble's Estoc [Cold];33
5061000;Noble's Estoc [Poison];35
5061100;Noble's Estoc [Blood];35
5061200;Noble's Estoc [Occult];14
6000000;Bloody Helice;13
6000100;Bloody Helice [Heavy];55
6000200;Bloody Helice [Keen];23
6000300;Bloody Helice [Quality];59
6000400;Bloody Helice [Fire];34
6000500;Bloody Helice [Flame Art];11
6000600;Bloody Helice [Lightning];11
6000700;Bloody Helice [Sacred];11
6000800;Bloody Helice [Magic];11
6000900;Bloody Helice [Cold];43
6001000;Bloody Helice [Poison];43
6001100;Bloody Helice [Blood];43
6001200;Bloody Helice [Occult];18
6010000;Godskin Stitcher;42
6010100;Godskin Stitcher [Heavy];48
6010200;Godskin Stitcher [Keen];16
6010300;Godskin Stitcher [Quality];56
6010400;Godskin Stitcher [Fire];35
6010500;Godskin Stitcher [Flame Art];8
6010600;Godskin Stitcher [Lightning];16
6010700;Godskin Stitcher [Sacred];8
6010800;Godskin Stitcher [Magic];12
6010900;Godskin Stitcher [Cold];37
6011000;Godskin Stitcher [Poison];38
6011100;Godskin Stitcher [Blood];38
6011200;Godskin Stitcher [Occult];16
6020000;Great epee;38
6020100;Great epee [Heavy];50
6020200;Great epee [Keen];17
6020300;Great epee [Quality];56
6020400;Great epee [Fire];35
6020500;Great epee [Flame Art];7
6020600;Great epee [Lightning];17
6020700;Great epee [Sacred];7
6020800;Great epee [Magic];11
6020900;Great epee [Cold];34
6021000;Great epee [Poison];34
6021100;Great epee [Blood];34
6021200;Great epee [Occult];15
6040000;Dragon King's Cragblade;30
6040100;Dragon King's Cragblade [Heavy];90
6040200;Dragon King's Cragblade [Keen];37
6040300;Dragon King's Cragblade [Quality];97
6040400;Dragon King's Cragblade [Fire];56
6040500;Dragon King's Cragblade [Flame Art];18
6040600;Dragon King's Cragblade [Lightning];18
6040700;Dragon King's Cragblade [Sacred];18
6040800;Dragon King's Cragblade [Magic];18
6040900;Dragon King's Cragblade [Cold];71
6041000;Dragon King's Cragblade [Poison];71
6041100;Dragon King's Cragblade [Blood];71
6041200;Dragon King's Cragblade [Occult];30
6900000;;35
7000000;Falchion;44
7000100;Falchion [Heavy];51
7000200;Falchion [Keen];17
7000300;Falchion [Quality];58
7000400;Falchion [Fire];36
7000500;Falchion [Flame Art];8
7000600;Falchion [Lightning];17
7000700;Falchion [Sacred];8
7000800;Falchion [Magic];13
7000900;Falchion [Cold];39
7001000;Falchion [Poison];40
7001100;Falchion [Blood];40
7001200;Falchion [Occult];17
7010000;Beastman's Curved Sword;65
7010100;Beastman's Curved Sword [Heavy];62
7010200;Beastman's Curved Sword [Keen];16
7010300;Beastman's Curved Sword [Quality];54
7010400;Beastman's Curved Sword [Fire];34
7010500;Beastman's Curved Sword [Flame Art];26
7010600;Beastman's Curved Sword [Lightning];16
7010700;Beastman's Curved Sword [Sacred];26
7010800;Beastman's Curved Sword [Magic];16
7010900;Beastman's Curved Sword [Cold];58
7011000;Beastman's Curved Sword [Poison];61
7011100;Beastman's Curved Sword [Blood];61
7011200;Beastman's Curved Sword [Occult];26
7020000;Shotel;18
7020100;Shotel [Heavy];44
7020200;Shotel [Keen];11
7020300;Shotel [Quality];52
7020400;Shotel [Fire];34
7020500;Shotel [Flame Art];5
7020600;Shotel [Lightning];7
7020700;Shotel [Sacred];5
7020800;Shotel [Magic];5
7020900;Shotel [Cold];16
7021000;Shotel [Poison];17
7021100;Shotel [Blood];17
7021200;Shotel [Occult];7
7030000;Shamshir;36
7030100;Shamshir [Heavy];49
7030200;Shamshir [Keen];17
7030300;Shamshir [Quality];58
7030400;Shamshir [Fire];36
7030500;Shamshir [Flame Art];7
7030600;Shamshir [Lightning];17
7030700;Shamshir [Sacred];7
7030800;Shamshir [Magic];10
7030900;Shamshir [Cold];32
7031000;Shamshir [Poison];33
7031100;Shamshir [Blood];33
7031200;Shamshir [Occult];14
7040000;Bandit's Curved Sword;35
7040100;Bandit's Curved Sword [Heavy];47
7040200;Bandit's Curved Sword [Keen];16
7040300;Bandit's Curved Sword [Quality];55
7040400;Bandit's Curved Sword [Fire];35
7040500;Bandit's Curved Sword [Flame Art];7
7040600;Bandit's Curved Sword [Lightning];16
7040700;Bandit's Curved Sword [Sacred];7
7040800;Bandit's Curved Sword [Magic];10
7040900;Bandit's Curved Sword [Cold];31
7041000;Bandit's Curved Sword [Poison];32
7041100;Bandit's Curved Sword [Blood];32
7041200;Bandit's Curved Sword [Occult];14
7050000;Magma Blade;59
7050100;Magma Blade [Heavy];70
7050200;Magma Blade [Keen];29
7050300;Magma Blade [Quality];76
7050400;Magma Blade [Fire];44
7050500;Magma Blade [Flame Art];14
7050600;Magma Blade [Lightning];14
7050700;Magma Blade [Sacred];14
7050800;Magma Blade [Magic];14
7050900;Magma Blade [Cold];56
7051000;Magma Blade [Poison];56
7051100;Magma Blade [Blood];56
7051200;Magma Blade [Occult];23
7060000;Flowing Curved Sword;25
7060100;Flowing Curved Sword [Heavy];46
7060200;Flowing Curved Sword [Keen];12
7060300;Flowing Curved Sword [Quality];54
7060400;Flowing Curved Sword [Fire];34
7060500;Flowing Curved Sword [Flame Art];7
7060600;Flowing Curved Sword [Lightning];16
7060700;Flowing Curved Sword [Sacred];7
7060800;Flowing Curved Sword [Magic];5
7060900;Flowing Curved Sword [Cold];22
7061000;Flowing Curved Sword [Poison];23
7061100;Flowing Curved Sword [Blood];23
7061200;Flowing Curved Sword [Occult];10
7070000;Wing of Astel;13
7070100;Wing of Astel [Heavy];86
7070200;Wing of Astel [Keen];36
7070300;Wing of Astel [Quality];93
7070400;Wing of Astel [Fire];54
7070500;Wing of Astel [Flame Art];18
7070600;Wing of Astel [Lightning];18
7070700;Wing of Astel [Sacred];18
7070800;Wing of Astel [Magic];18
7070900;Wing of Astel [Cold];68
7071000;Wing of Astel [Poison];68
7071100;Wing of Astel [Blood];68
7071200;Wing of Astel [Occult];28
7080000;Scavenger's Curved Sword;40
7080100;Scavenger's Curved Sword [Heavy];40
7080200;Scavenger's Curved Sword [Keen];9
7080300;Scavenger's Curved Sword [Quality];48
7080400;Scavenger's Curved Sword [Fire];38
7080500;Scavenger's Curved Sword [Flame Art];12
7080600;Scavenger's Curved Sword [Lightning];18
7080700;Scavenger's Curved Sword [Sacred];12
7080800;Scavenger's Curved Sword [Magic];8
7080900;Scavenger's Curved Sword [Cold];36
7081000;Scavenger's Curved Sword [Poison];38
7081100;Scavenger's Curved Sword [Blood];38
7081200;Scavenger's Curved Sword [Occult];16
7100000;Eclipse Shotel;26
7100100;Eclipse Shotel [Heavy];70
7100200;Eclipse Shotel [Keen];29
7100300;Eclipse Shotel [Quality];76
7100400;Eclipse Shotel [Fire];44
7100500;Eclipse Shotel [Flame Art];14
7100600;Eclipse Shotel [Lightning];14
7100700;Eclipse Shotel [Sacred];14
7100800;Eclipse Shotel [Magic];14
7100900;Eclipse Shotel [Cold];56
7101000;Eclipse Shotel [Poison];56
7101100;Eclipse Shotel [Blood];56
7101200;Eclipse Shotel [Occult];23
7110000;Serpent-God's Curved Sword;55
7110100;Serpent-God's Curved Sword [Heavy];57
7110200;Serpent-God's Curved Sword [Keen];15
7110300;Serpent-God's Curved Sword [Quality];50
7110400;Serpent-God's Curved Sword [Fire];30
7110500;Serpent-God's Curved Sword [Flame Art];16
7110600;Serpent-God's Curved Sword [Lightning];15
7110700;Serpent-God's Curved Sword [Sacred];16
7110800;Serpent-God's Curved Sword [Magic];11
7110900;Serpent-God's Curved Sword [Cold];49
7111000;Serpent-God's Curved Sword [Poison];52
7111100;Serpent-God's Curved Sword [Blood];52
7111200;Serpent-God's Curved Sword [Occult];22
7120000;Mantis Blade;36
7120100;Mantis Blade [Heavy];48
7120200;Mantis Blade [Keen];16
7120300;Mantis Blade [Quality];57
7120400;Mantis Blade [Fire];35
7120500;Mantis Blade [Flame Art];10
7120600;Mantis Blade [Lightning];16
7120700;Mantis Blade [Sacred];10
7120800;Mantis Blade [Magic];7
7120900;Mantis Blade [Cold];32
7121000;Mantis Blade [Poison];34
7121100;Mantis Blade [Blood];34
7121200;Mantis Blade [Occult];14
7140000;Scimitar;25
7140100;Scimitar [Heavy];47
7140200;Scimitar [Keen];12
7140300;Scimitar [Quality];55
7140400;Scimitar [Fire];34
7140500;Scimitar [Flame Art];7
7140600;Scimitar [Lightning];16
7140700;Scimitar [Sacred];7
7140800;Scimitar [Magic];5
7140900;Scimitar [Cold];22
7141000;Scimitar [Poison];23
7141100;Scimitar [Blood];23
7141200;Scimitar [Occult];10
7150000;Grossmesser;47
7150100;Grossmesser [Heavy];48
7150200;Grossmesser [Keen];16
7150300;Grossmesser [Quality];56
7150400;Grossmesser [Fire];34
7150500;Grossmesser [Flame Art];14
7150600;Grossmesser [Lightning];16
7150700;Grossmesser [Sacred];14
7150800;Grossmesser [Magic];9
7150900;Grossmesser [Cold];42
7151000;Grossmesser [Poison];44
7151100;Grossmesser [Blood];44
7151200;Grossmesser [Occult];18
8010000;Onyx Lord's Greatsword;65
8010100;Onyx Lord's Greatsword [Heavy];78
8010200;Onyx Lord's Greatsword [Keen];32
8010300;Onyx Lord's Greatsword [Quality];84
8010400;Onyx Lord's Greatsword [Fire];48
8010500;Onyx Lord's Greatsword [Flame Art];16
8010600;Onyx Lord's Greatsword [Lightning];16
8010700;Onyx Lord's Greatsword [Sacred];16
8010800;Onyx Lord's Greatsword [Magic];16
8010900;Onyx Lord's Greatsword [Cold];61
8011000;Onyx Lord's Greatsword [Poison];61
8011100;Onyx Lord's Greatsword [Blood];61
8011200;Onyx Lord's Greatsword [Occult];26
8020000;Dismounter;47
8020100;Dismounter [Heavy];47
8020200;Dismounter [Keen];16
8020300;Dismounter [Quality];57
8020400;Dismounter [Fire];35
8020500;Dismounter [Flame Art];9
8020600;Dismounter [Lightning];16
8020700;Dismounter [Sacred];9
8020800;Dismounter [Magic];14
8020900;Dismounter [Cold];42
8021000;Dismounter [Poison];44
8021100;Dismounter [Blood];44
8021200;Dismounter [Occult];18
8030000;Bloodhound's Fang;54
8030100;Bloodhound's Fang [Heavy];93
8030200;Bloodhound's Fang [Keen];39
8030300;Bloodhound's Fang [Quality];101
8030400;Bloodhound's Fang [Fire];58
8030500;Bloodhound's Fang [Flame Art];19
8030600;Bloodhound's Fang [Lightning];19
8030700;Bloodhound's Fang [Sacred];19
8030800;Bloodhound's Fang [Magic];19
8030900;Bloodhound's Fang [Cold];74
8031000;Bloodhound's Fang [Poison];74
8031100;Bloodhound's Fang [Blood];74
8031200;Bloodhound's Fang [Occult];31
8040000;Magma Wyrm's Scalesword;78
8040100;Magma Wyrm's Scalesword [Heavy];93
8040200;Magma Wyrm's Scalesword [Keen];39
8040300;Magma Wyrm's Scalesword [Quality];101
8040400;Magma Wyrm's Scalesword [Fire];58
8040500;Magma Wyrm's Scalesword [Flame Art];19
8040600;Magma Wyrm's Scalesword [Lightning];19
8040700;Magma Wyrm's Scalesword [Sacred];19
8040800;Magma Wyrm's Scalesword [Magic];19
8040900;Magma Wyrm's Scalesword [Cold];74
8041000;Magma Wyrm's Scalesword [Poison];74
8041100;Magma Wyrm's Scalesword [Blood];74
8041200;Magma Wyrm's Scalesword [Occult];31
8050000;Zamor Curved Sword;52
8050100;Zamor Curved Sword [Heavy];78
8050200;Zamor Curved Sword [Keen];32
8050300;Zamor Curved Sword [Quality];84
8050400;Zamor Curved Sword [Fire];48
8050500;Zamor Curved Sword [Flame Art];16
8050600;Zamor Curved Sword [Lightning];16
8050700;Zamor Curved Sword [Sacred];16
8050800;Zamor Curved Sword [Magic];16
8050900;Zamor Curved Sword [Cold];61
8051000;Zamor Curved Sword [Poison];61
8051100;Zamor Curved Sword [Blood];61
8051200;Zamor Curved Sword [Occult];26
8060000;Omen Cleaver;44
8060100;Omen Cleaver [Heavy];48
8060200;Omen Cleaver [Keen];17
8060300;Omen Cleaver [Quality];56
8060400;Omen Cleaver [Fire];38
8060500;Omen Cleaver [Flame Art];8
8060600;Omen Cleaver [Lightning];17
8060700;Omen Cleaver [Sacred];8
8060800;Omen Cleaver [Magic];13
8060900;Omen Cleaver [Cold];39
8061000;Omen Cleaver [Poison];41
8061100;Omen Cleaver [Blood];41
8061200;Omen Cleaver [Occult];17
8070000;Monk's Flameblade;37
8070100;Monk's Flameblade [Heavy];48
8070200;Monk's Flameblade [Keen];17
8070300;Monk's Flameblade [Quality];58
8070400;Monk's Flameblade [Fire];39
8070500;Monk's Flameblade [Flame Art];7
8070600;Monk's Flameblade [Lightning];17
8070700;Monk's Flameblade [Sacred];7
8070800;Monk's Flameblade [Magic];11
8070900;Monk's Flameblade [Cold];33
8071000;Monk's Flameblade [Poison];35
8071100;Monk's Flameblade [Blood];35
8071200;Monk's Flameblade [Occult];14
8080000;Beastman's Cleaver;76
8080100;Beastman's Cleaver [Heavy];66
8080200;Beastman's Cleaver [Keen];15
8080300;Beastman's Cleaver [Quality];57
8080400;Beastman's Cleaver [Fire];40
8080500;Beastman's Cleaver [Flame Art];26
8080600;Beastman's Cleaver [Lightning];15
8080700;Beastman's Cleaver [Sacred];26
8080800;Beastman's Cleaver [Magic];30
8080900;Beastman's Cleaver [Cold];68
8081000;Beastman's Cleaver [Poison];72
8081100;Beastman's Cleaver [Blood];72
8081200;Beastman's Cleaver [Occult];30
8100000;Morgott's Cursed Sword;20
8100100;Morgott's Cursed Sword [Heavy];93
8100200;Morgott's Cursed Sword [Keen];39
8100300;Morgott's Cursed Sword [Quality];101
8100400;Morgott's Cursed Sword [Fire];58
8100500;Morgott's Cursed Sword [Flame Art];19
8100600;Morgott's Cursed Sword [Lightning];19
8100700;Morgott's Cursed Sword [Sacred];19
8100800;Morgott's Cursed Sword [Magic];19
8100900;Morgott's Cursed Sword [Cold];74
8101000;Morgott's Cursed Sword [Poison];74
8101100;Morgott's Cursed Sword [Blood];74
8101200;Morgott's Cursed Sword [Occult];31
8900000;;35
9000000;Uchigatana;36
9000100;Uchigatana [Heavy];51
9000200;Uchigatana [Keen];9
9000300;Uchigatana [Quality];59
9000400;Uchigatana [Fire];40
9000500;Uchigatana [Flame Art];7
9000600;Uchigatana [Lightning];9
9000700;Uchigatana [Sacred];7
9000800;Uchigatana [Magic];5
9000900;Uchigatana [Cold];32
9001000;Uchigatana [Poison];32
9001100;Uchigatana [Blood];32
9001200;Uchigatana [Occult];14
9010000;Nagakiba;27
9010100;Nagakiba [Heavy];49
9010200;Nagakiba [Keen];8
9010300;Nagakiba [Quality];56
9010400;Nagakiba [Fire];37
9010500;Nagakiba [Flame Art];5
9010600;Nagakiba [Lightning];8
9010700;Nagakiba [Sacred];5
9010800;Nagakiba [Magic];4
9010900;Nagakiba [Cold];24
9011000;Nagakiba [Poison];24
9011100;Nagakiba [Blood];24
9011200;Nagakiba [Occult];10
9020000;Hand of Malenia;7
9020100;Hand of Malenia [Heavy];117
9020200;Hand of Malenia [Keen];49
9020300;Hand of Malenia [Quality];127
9020400;Hand of Malenia [Fire];73
9020500;Hand of Malenia [Flame Art];24
9020600;Hand of Malenia [Lightning];24
9020700;Hand of Malenia [Sacred];24
9020800;Hand of Malenia [Magic];24
9020900;Hand of Malenia [Cold];93
9021000;Hand of Malenia [Poison];93
9021100;Hand of Malenia [Blood];93
9021200;Hand of Malenia [Occult];39
9030000;Meteoric Ore Blade;59
9030100;Meteoric Ore Blade [Heavy];70
9030200;Meteoric Ore Blade [Keen];29
9030300;Meteoric Ore Blade [Quality];76
9030400;Meteoric Ore Blade [Fire];44
9030500;Meteoric Ore Blade [Flame Art];14
9030600;Meteoric Ore Blade [Lightning];14
9030700;Meteoric Ore Blade [Sacred];14
9030800;Meteoric Ore Blade [Magic];14
9030900;Meteoric Ore Blade [Cold];56
9031000;Meteoric Ore Blade [Poison];56
